year,state,county,rate_low_birth_weight,rate_low_birth_weight_lb,rate_low_birth_weight_ub,rate_low_birth_weight_quality
2016,01,001,0.1,0.096,0.104,3
2016,01,003,0.08,0.069,0.091,1
2016,01,005,0.1,0.096,0.104,3
2016,01,007,0.1,0.096,0.104,3
2016,01,009,0.1,0.096,0.104,3
2016,01,011,0.1,0.096,0.104,3
2016,01,013,0.1,0.096,0.104,3
2016,01,015,0.09,0.075,0.105,1
2016,01,017,0.1,0.096,0.104,3
2016,01,019,0.1,0.096,0.104,3
2016,01,021,0.1,0.096,0.104,3
2016,01,023,0.1,0.096,0.104,3
2016,01,025,0.1,0.096,0.104,3
2016,01,027,0.1,0.096,0.104,3
2016,01,029,0.1,0.096,0.104,3
2016,01,031,0.1,0.096,0.104,3
2016,01,033,0.1,0.096,0.104,3
2016,01,035,0.1,0.096,0.104,3
2016,01,037,0.1,0.096,0.104,3
2016,01,039,0.1,0.096,0.104,3
2016,01,041,0.1,0.096,0.104,3
2016,01,043,0.1,0.096,0.104,3
2016,01,045,0.1,0.096,0.104,3
2016,01,047,0.1,0.096,0.104,3
2016,01,049,0.1,0.096,0.104,3
2016,01,051,0.1,0.096,0.104,3
2016,01,053,0.1,0.096,0.104,3
2016,01,055,0.08,0.065,0.095,1
2016,01,057,0.1,0.096,0.104,3
2016,01,059,0.1,0.096,0.104,3
2016,01,061,0.1,0.096,0.104,3
2016,01,063,0.1,0.096,0.104,3
2016,01,065,0.1,0.096,0.104,3
2016,01,067,0.1,0.096,0.104,3
2016,01,069,0.11,0.093,0.127,1
2016,01,071,0.1,0.096,0.104,3
2016,01,073,0.12,0.113,0.127,1
2016,01,075,0.1,0.096,0.104,3
2016,01,077,0.1,0.096,0.104,3
2016,01,079,0.1,0.096,0.104,3
2016,01,081,0.08,0.068,0.092,1
2016,01,083,0.1,0.096,0.104,3
2016,01,085,0.1,0.096,0.104,3
2016,01,087,0.1,0.096,0.104,3
2016,01,089,0.1,0.091,0.109,1
2016,01,091,0.1,0.096,0.104,3
2016,01,093,0.1,0.096,0.104,3
2016,01,095,0.1,0.096,0.104,3
2016,01,097,0.12,0.111,0.129,1
2016,01,099,0.1,0.096,0.104,3
2016,01,101,0.13,0.118,0.142,1
2016,01,103,0.09,0.075,0.105,1
2016,01,105,0.1,0.096,0.104,3
2016,01,107,0.1,0.096,0.104,3
2016,01,109,0.1,0.096,0.104,3
2016,01,111,0.1,0.096,0.104,3
2016,01,113,0.1,0.096,0.104,3
2016,01,115,0.1,0.096,0.104,3
2016,01,117,0.07,0.06,0.08,1
2016,01,119,0.1,0.096,0.104,3
2016,01,121,0.1,0.096,0.104,3
2016,01,123,0.1,0.096,0.104,3
2016,01,125,0.12,0.107,0.133,1
2016,01,127,0.1,0.096,0.104,3
2016,01,129,0.1,0.096,0.104,3
2016,01,131,0.1,0.096,0.104,3
2016,01,133,0.1,0.096,0.104,3
2016,02,013,0.06,0.054,0.066,3
2016,02,016,0.06,0.054,0.066,3
2016,02,020,0.06,0.053,0.067,1
2016,02,050,0.06,0.054,0.066,3
2016,02,060,0.06,0.054,0.066,3
2016,02,068,0.06,0.054,0.066,3
2016,02,070,0.06,0.054,0.066,3
2016,02,090,0.06,0.054,0.066,3
2016,02,100,0.06,0.054,0.066,3
2016,02,105,0.06,0.054,0.066,3
2016,02,110,0.06,0.054,0.066,3
2016,02,122,0.06,0.054,0.066,3
2016,02,130,0.06,0.054,0.066,3
2016,02,150,0.06,0.054,0.066,3
2016,02,158,0.06,0.054,0.066,3
2016,02,164,0.06,0.054,0.066,3
2016,02,170,0.06,0.054,0.066,3
2016,02,180,0.06,0.054,0.066,3
2016,02,185,0.06,0.054,0.066,3
2016,02,188,0.06,0.054,0.066,3
2016,02,195,0.06,0.054,0.066,3
2016,02,198,0.06,0.054,0.066,3
2016,02,220,0.06,0.054,0.066,3
2016,02,230,0.06,0.054,0.066,3
2016,02,240,0.06,0.054,0.066,3
2016,02,261,0.06,0.054,0.066,3
2016,02,275,0.06,0.054,0.066,3
2016,02,282,0.06,0.054,0.066,3
2016,02,290,0.06,0.054,0.066,3
2016,04,001,0.08,0.071,0.089,3
2016,04,003,0.08,0.066,0.094,2
2016,04,005,0.08,0.067,0.093,2
2016,04,007,0.08,0.071,0.089,3
2016,04,009,0.08,0.071,0.089,3
2016,04,011,0.08,0.071,0.089,3
2016,04,012,0.08,0.071,0.089,3
2016,04,013,0.07,0.068,0.072,2
2016,04,015,0.07,0.058,0.082,2
2016,04,017,0.09,0.076,0.104,2
2016,04,019,0.07,0.065,0.075,2
2016,04,021,0.06,0.053,0.067,2
2016,04,023,0.08,0.071,0.089,3
2016,04,025,0.08,0.068,0.092,2
2016,04,027,0.07,0.061,0.079,2
2016,05,001,0.09,0.086,0.094,3
2016,05,003,0.09,0.086,0.094,3
2016,05,005,0.09,0.086,0.094,3
2016,05,007,0.07,0.062,0.078,1
2016,05,009,0.09,0.086,0.094,3
2016,05,011,0.09,0.086,0.094,3
2016,05,013,0.09,0.086,0.094,3
2016,05,015,0.09,0.086,0.094,3
2016,05,017,0.09,0.086,0.094,3
2016,05,019,0.09,0.086,0.094,3
2016,05,021,0.09,0.086,0.094,3
2016,05,023,0.09,0.086,0.094,3
2016,05,025,0.09,0.086,0.094,3
2016,05,027,0.09,0.086,0.094,3
2016,05,029,0.09,0.086,0.094,3
2016,05,031,0.09,0.086,0.094,3
2016,05,033,0.09,0.086,0.094,3
2016,05,035,0.09,0.086,0.094,3
2016,05,037,0.09,0.086,0.094,3
2016,05,039,0.09,0.086,0.094,3
2016,05,041,0.09,0.086,0.094,3
2016,05,043,0.09,0.086,0.094,3
2016,05,045,0.06,0.048,0.072,1
2016,05,047,0.09,0.086,0.094,3
2016,05,049,0.09,0.086,0.094,3
2016,05,051,0.09,0.086,0.094,3
2016,05,053,0.09,0.086,0.094,3
2016,05,055,0.09,0.086,0.094,3
2016,05,057,0.09,0.086,0.094,3
2016,05,059,0.09,0.086,0.094,3
2016,05,061,0.09,0.086,0.094,3
2016,05,063,0.09,0.086,0.094,3
2016,05,065,0.09,0.086,0.094,3
2016,05,067,0.09,0.086,0.094,3
2016,05,069,0.09,0.086,0.094,3
2016,05,071,0.09,0.086,0.094,3
2016,05,073,0.09,0.086,0.094,3
2016,05,075,0.09,0.086,0.094,3
2016,05,077,0.09,0.086,0.094,3
2016,05,079,0.09,0.086,0.094,3
2016,05,081,0.09,0.086,0.094,3
2016,05,083,0.09,0.086,0.094,3
2016,05,085,0.09,0.086,0.094,3
2016,05,087,0.09,0.086,0.094,3
2016,05,089,0.09,0.086,0.094,3
2016,05,091,0.09,0.086,0.094,3
2016,05,093,0.09,0.086,0.094,3
2016,05,095,0.09,0.086,0.094,3
2016,05,097,0.09,0.086,0.094,3
2016,05,099,0.09,0.086,0.094,3
2016,05,101,0.09,0.086,0.094,3
2016,05,103,0.09,0.086,0.094,3
2016,05,105,0.09,0.086,0.094,3
2016,05,107,0.09,0.086,0.094,3
2016,05,109,0.09,0.086,0.094,3
2016,05,111,0.09,0.086,0.094,3
2016,05,113,0.09,0.086,0.094,3
2016,05,115,0.09,0.086,0.094,3
2016,05,117,0.09,0.086,0.094,3
2016,05,119,0.11,0.102,0.118,1
2016,05,121,0.09,0.086,0.094,3
2016,05,123,0.09,0.086,0.094,3
2016,05,125,0.08,0.065,0.095,1
2016,05,127,0.09,0.086,0.094,3
2016,05,129,0.09,0.086,0.094,3
2016,05,131,0.07,0.058,0.082,1
2016,05,133,0.09,0.086,0.094,3
2016,05,135,0.09,0.086,0.094,3
2016,05,137,0.09,0.086,0.094,3
2016,05,139,0.09,0.086,0.094,3
2016,05,141,0.09,0.086,0.094,3
2016,05,143,0.08,0.071,0.089,1
2016,05,145,0.09,0.086,0.094,3
2016,05,147,0.09,0.086,0.094,3
2016,05,149,0.09,0.086,0.094,3
2016,06,001,0.07,0.066,0.074,1
2016,06,003,0.06,0.055,0.065,3
2016,06,005,0.06,0.055,0.065,3
2016,06,007,0.06,0.051,0.069,1
2016,06,009,0.06,0.055,0.065,3
2016,06,011,0.06,0.055,0.065,3
2016,06,013,0.07,0.065,0.075,1
2016,06,015,0.06,0.055,0.065,3
2016,06,017,0.07,0.057,0.083,1
2016,06,019,0.07,0.066,0.074,1
2016,06,021,0.06,0.055,0.065,3
2016,06,023,0.07,0.057,0.083,1
2016,06,025,0.06,0.051,0.069,1
2016,06,027,0.06,0.055,0.065,3
2016,06,029,0.08,0.075,0.085,1
2016,06,031,0.07,0.059,0.081,1
2016,06,033,0.06,0.055,0.065,3
2016,06,035,0.06,0.055,0.065,3
2016,06,037,0.07,0.069,0.071,1
2016,06,039,0.07,0.06,0.08,1
2016,06,041,0.06,0.05,0.07,1
2016,06,043,0.06,0.055,0.065,3
2016,06,045,0.06,0.055,0.065,3
2016,06,047,0.06,0.053,0.067,1
2016,06,049,0.06,0.055,0.065,3
2016,06,051,0.06,0.055,0.065,3
2016,06,053,0.06,0.054,0.066,1
2016,06,055,0.06,0.048,0.072,1
2016,06,057,0.06,0.055,0.065,3
2016,06,059,0.06,0.058,0.062,1
2016,06,061,0.05,0.043,0.057,1
2016,06,063,0.06,0.055,0.065,3
2016,06,065,0.07,0.067,0.073,1
2016,06,067,0.07,0.066,0.074,1
2016,06,069,0.06,0.055,0.065,3
2016,06,071,0.07,0.067,0.073,1
2016,06,073,0.07,0.068,0.072,1
2016,06,075,0.07,0.065,0.075,1
2016,06,077,0.08,0.075,0.085,1
2016,06,079,0.06,0.051,0.069,1
2016,06,081,0.07,0.065,0.075,1
2016,06,083,0.07,0.063,0.077,1
2016,06,085,0.07,0.067,0.073,1
2016,06,087,0.05,0.042,0.058,1
2016,06,089,0.07,0.059,0.081,1
2016,06,091,0.06,0.055,0.065,3
2016,06,093,0.06,0.055,0.065,3
2016,06,095,0.07,0.063,0.077,1
2016,06,097,0.06,0.053,0.067,1
2016,06,099,0.07,0.064,0.076,1
2016,06,101,0.06,0.055,0.065,3
2016,06,103,0.06,0.055,0.065,3
2016,06,105,0.06,0.055,0.065,3
2016,06,107,0.07,0.064,0.076,1
2016,06,109,0.06,0.055,0.065,3
2016,06,111,0.06,0.055,0.065,1
2016,06,113,0.06,0.051,0.069,1
2016,06,115,0.06,0.055,0.065,3
2016,08,001,0.09,0.083,0.097,1
2016,08,003,0.09,0.084,0.096,3
2016,08,005,0.1,0.093,0.107,1
2016,08,007,0.09,0.084,0.096,3
2016,08,009,0.09,0.084,0.096,3
2016,08,011,0.09,0.084,0.096,3
2016,08,013,0.08,0.07,0.09,1
2016,08,014,0.09,0.084,0.096,3
2016,08,015,0.09,0.084,0.096,3
2016,08,017,0.09,0.084,0.096,3
2016,08,019,0.09,0.084,0.096,3
2016,08,021,0.09,0.084,0.096,3
2016,08,023,0.09,0.084,0.096,3
2016,08,025,0.09,0.084,0.096,3
2016,08,027,0.09,0.084,0.096,3
2016,08,029,0.09,0.084,0.096,3
2016,08,031,0.09,0.084,0.096,1
2016,08,033,0.09,0.084,0.096,3
2016,08,035,0.08,0.071,0.089,1
2016,08,037,0.09,0.084,0.096,3
2016,08,039,0.09,0.084,0.096,3
2016,08,041,0.09,0.084,0.096,1
2016,08,043,0.09,0.084,0.096,3
2016,08,045,0.09,0.084,0.096,3
2016,08,047,0.09,0.084,0.096,3
2016,08,049,0.09,0.084,0.096,3
2016,08,051,0.09,0.084,0.096,3
2016,08,053,0.09,0.084,0.096,3
2016,08,055,0.09,0.084,0.096,3
2016,08,057,0.09,0.084,0.096,3
2016,08,059,0.08,0.073,0.087,1
2016,08,061,0.09,0.084,0.096,3
2016,08,063,0.09,0.084,0.096,3
2016,08,065,0.09,0.084,0.096,3
2016,08,067,0.09,0.084,0.096,3
2016,08,069,0.09,0.08,0.1,1
2016,08,071,0.09,0.084,0.096,3
2016,08,073,0.09,0.084,0.096,3
2016,08,075,0.09,0.084,0.096,3
2016,08,077,0.08,0.067,0.093,1
2016,08,079,0.09,0.084,0.096,3
2016,08,081,0.09,0.084,0.096,3
2016,08,083,0.09,0.084,0.096,3
2016,08,085,0.09,0.084,0.096,3
2016,08,087,0.09,0.084,0.096,3
2016,08,089,0.09,0.084,0.096,3
2016,08,091,0.09,0.084,0.096,3
2016,08,093,0.09,0.084,0.096,3
2016,08,095,0.09,0.084,0.096,3
2016,08,097,0.09,0.084,0.096,3
2016,08,099,0.09,0.084,0.096,3
2016,08,101,0.1,0.086,0.114,1
2016,08,103,0.09,0.084,0.096,3
2016,08,105,0.09,0.084,0.096,3
2016,08,107,0.09,0.084,0.096,3
2016,08,109,0.09,0.084,0.096,3
2016,08,111,0.09,0.084,0.096,3
2016,08,113,0.09,0.084,0.096,3
2016,08,115,0.09,0.084,0.096,3
2016,08,117,0.09,0.084,0.096,3
2016,08,119,0.09,0.084,0.096,3
2016,08,121,0.09,0.084,0.096,3
2016,08,123,0.08,0.072,0.088,1
2016,08,125,0.09,0.084,0.096,3
2016,09,001,0.08,0.075,0.085,2
2016,09,003,0.09,0.084,0.096,2
2016,09,005,0.06,0.048,0.072,2
2016,09,007,0.06,0.047,0.073,2
2016,09,009,0.08,0.074,0.086,2
2016,09,011,0.07,0.06,0.08,2
2016,09,013,0.07,0.055,0.085,2
2016,09,015,0.08,0.064,0.096,2
2016,10,001,0.1,0.087,0.113,2
2016,10,003,0.09,0.083,0.097,2
2016,10,005,0.08,0.069,0.091,2
2016,11,001,0.1,0.094,0.106,2
2016,12,001,0.1,0.089,0.111,1
2016,12,003,0.09,0.085,0.095,3
2016,12,005,0.09,0.078,0.102,1
2016,12,007,0.09,0.085,0.095,3
2016,12,009,0.08,0.073,0.087,1
2016,12,011,0.1,0.096,0.104,1
2016,12,013,0.09,0.085,0.095,3
2016,12,015,0.09,0.073,0.107,1
2016,12,017,0.07,0.055,0.085,1
2016,12,019,0.08,0.069,0.091,1
2016,12,021,0.07,0.061,0.079,1
2016,12,023,0.09,0.085,0.095,3
2016,12,027,0.09,0.085,0.095,3
2016,12,029,0.09,0.085,0.095,3
2016,12,031,0.1,0.095,0.105,1
2016,12,033,0.1,0.091,0.109,1
2016,12,035,0.09,0.085,0.095,3
2016,12,037,0.09,0.085,0.095,3
2016,12,039,0.09,0.085,0.095,3
2016,12,041,0.09,0.085,0.095,3
2016,12,043,0.09,0.085,0.095,3
2016,12,045,0.09,0.085,0.095,3
2016,12,047,0.09,0.085,0.095,3
2016,12,049,0.09,0.085,0.095,3
2016,12,051,0.09,0.085,0.095,3
2016,12,053,0.1,0.085,0.115,1
2016,12,055,0.09,0.085,0.095,3
2016,12,057,0.09,0.086,0.094,1
2016,12,059,0.09,0.085,0.095,3
2016,12,061,0.09,0.074,0.106,1
2016,12,063,0.09,0.085,0.095,3
2016,12,065,0.09,0.085,0.095,3
2016,12,067,0.09,0.085,0.095,3
2016,12,069,0.09,0.08,0.1,1
2016,12,071,0.09,0.083,0.097,1
2016,12,073,0.09,0.08,0.1,1
2016,12,075,0.09,0.085,0.095,3
2016,12,077,0.09,0.085,0.095,3
2016,12,079,0.09,0.085,0.095,3
2016,12,081,0.08,0.071,0.089,1
2016,12,083,0.09,0.08,0.1,1
2016,12,085,0.08,0.065,0.095,1
2016,12,086,0.09,0.087,0.093,1
2016,12,087,0.09,0.085,0.095,3
2016,12,089,0.09,0.085,0.095,3
2016,12,091,0.08,0.07,0.09,1
2016,12,093,0.09,0.085,0.095,3
2016,12,095,0.09,0.086,0.094,1
2016,12,097,0.08,0.072,0.088,1
2016,12,099,0.08,0.076,0.084,1
2016,12,101,0.08,0.073,0.087,1
2016,12,103,0.08,0.074,0.086,1
2016,12,105,0.08,0.074,0.086,1
2016,12,107,0.09,0.085,0.095,3
2016,12,109,0.07,0.059,0.081,1
2016,12,111,0.09,0.08,0.1,1
2016,12,113,0.08,0.068,0.092,1
2016,12,115,0.08,0.07,0.09,1
2016,12,117,0.08,0.072,0.088,1
2016,12,119,0.09,0.085,0.095,3
2016,12,121,0.09,0.085,0.095,3
2016,12,123,0.09,0.085,0.095,3
2016,12,125,0.09,0.085,0.095,3
2016,12,127,0.09,0.082,0.098,1
2016,12,129,0.09,0.085,0.095,3
2016,12,131,0.09,0.085,0.095,3
2016,12,133,0.09,0.085,0.095,3
2016,13,001,0.1,0.097,0.103,3
2016,13,003,0.1,0.097,0.103,3
2016,13,005,0.1,0.097,0.103,3
2016,13,007,0.1,0.097,0.103,3
2016,13,009,0.1,0.097,0.103,3
2016,13,011,0.1,0.097,0.103,3
2016,13,013,0.1,0.097,0.103,3
2016,13,015,0.08,0.065,0.095,1
2016,13,017,0.1,0.097,0.103,3
2016,13,019,0.1,0.097,0.103,3
2016,13,021,0.13,0.116,0.144,1
2016,13,023,0.1,0.097,0.103,3
2016,13,025,0.1,0.097,0.103,3
2016,13,027,0.1,0.097,0.103,3
2016,13,029,0.1,0.097,0.103,3
2016,13,031,0.1,0.097,0.103,3
2016,13,033,0.1,0.097,0.103,3
2016,13,035,0.1,0.097,0.103,3
2016,13,037,0.1,0.097,0.103,3
2016,13,039,0.1,0.097,0.103,3
2016,13,043,0.1,0.097,0.103,3
2016,13,045,0.09,0.076,0.104,1
2016,13,047,0.1,0.097,0.103,3
2016,13,049,0.1,0.097,0.103,3
2016,13,051,0.1,0.091,0.109,1
2016,13,053,0.1,0.097,0.103,3
2016,13,055,0.1,0.097,0.103,3
2016,13,057,0.07,0.06,0.08,1
2016,13,059,0.1,0.084,0.116,1
2016,13,061,0.1,0.097,0.103,3
2016,13,063,0.13,0.119,0.141,1
2016,13,065,0.1,0.097,0.103,3
2016,13,067,0.09,0.084,0.096,1
2016,13,069,0.1,0.097,0.103,3
2016,13,071,0.1,0.097,0.103,3
2016,13,073,0.08,0.068,0.092,1
2016,13,075,0.1,0.097,0.103,3
2016,13,077,0.08,0.067,0.093,1
2016,13,079,0.1,0.097,0.103,3
2016,13,081,0.1,0.097,0.103,3
2016,13,083,0.1,0.097,0.103,3
2016,13,085,0.1,0.097,0.103,3
2016,13,087,0.1,0.097,0.103,3
2016,13,089,0.1,0.094,0.106,1
2016,13,091,0.1,0.097,0.103,3
2016,13,093,0.1,0.097,0.103,3
2016,13,095,0.1,0.097,0.103,3
2016,13,097,0.09,0.076,0.104,1
2016,13,099,0.1,0.097,0.103,3
2016,13,101,0.1,0.097,0.103,3
2016,13,103,0.1,0.097,0.103,3
2016,13,105,0.1,0.097,0.103,3
2016,13,107,0.1,0.097,0.103,3
2016,13,109,0.1,0.097,0.103,3
2016,13,111,0.1,0.097,0.103,3
2016,13,113,0.07,0.053,0.087,1
2016,13,115,0.1,0.097,0.103,3
2016,13,117,0.06,0.05,0.07,1
2016,13,119,0.1,0.097,0.103,3
2016,13,121,0.11,0.105,0.115,1
2016,13,123,0.1,0.097,0.103,3
2016,13,125,0.1,0.097,0.103,3
2016,13,127,0.1,0.097,0.103,3
2016,13,129,0.1,0.097,0.103,3
2016,13,131,0.1,0.097,0.103,3
2016,13,133,0.1,0.097,0.103,3
2016,13,135,0.09,0.085,0.095,1
2016,13,137,0.1,0.097,0.103,3
2016,13,139,0.07,0.06,0.08,1
2016,13,141,0.1,0.097,0.103,3
2016,13,143,0.1,0.097,0.103,3
2016,13,145,0.1,0.097,0.103,3
