year,state,place,index_transportation_cost,index_transportation_cost_quality
2015,39,21000,27.52,1
2015,39,61000,25.68,1
2015,39,77000,27.14,1
2015,40,09050,31.63,1
2015,40,23200,29,1
2015,40,41850,30.55,1
2015,40,52500,28.13,1
2015,40,55000,NA,NA
2015,40,75000,28.76,1
2015,41,05350,24.43,2
2015,41,05800,29.64,1
2015,41,23850,27.38,1
2015,41,31250,24.72,1
2015,41,34100,24.42,1
2015,41,47000,29.72,1
2015,41,59000,NA,NA
2015,41,64900,27.97,1
2015,42,02000,21.82,1
2015,42,06088,26.23,1
2015,42,24000,22.68,1
2015,42,60000,NA,NA
2015,42,61000,NA,NA
2015,42,63624,22.42,1
2015,42,69000,25.11,1
2015,44,19180,23.06,1
2015,44,54640,20.33,1
2015,44,59000,18.64,1
2015,44,74300,NA,NA
2015,45,13330,26.71,1
2015,45,16000,NA,NA
2015,45,48535,27.25,1
2015,45,50875,25.5,1
2015,46,59020,25.3,1
2015,47,14000,NA,NA
2015,47,15160,30.93,1
2015,47,27740,29.55,1
2015,47,40000,NA,NA
2015,47,48000,NA,NA
2015,47,51560,29.27,1
2015,47,52006,NA,NA
2015,48,01000,NA,NA
2015,48,01924,25.64,1
2015,48,03000,29.56,1
2015,48,04000,23.96,1
2015,48,05000,NA,NA
2015,48,06128,25.2,1
2015,48,07000,29.16,1
2015,48,10768,NA,NA
2015,48,10912,NA,NA
2015,48,13024,23.11,1
2015,48,13552,25.06,2
2015,48,15976,NA,NA
2015,48,16432,26.86,2
2015,48,17000,NA,NA
2015,48,19000,NA,NA
2015,48,19972,28.44,1
2015,48,22660,42.62,1
2015,48,24000,NA,NA
2015,48,26232,26.5,1
2015,48,27000,24.18,1
2015,48,27684,26.38,1
2015,48,29000,23.74,1
2015,48,30464,24.55,1
2015,48,35000,NA,NA
2015,48,37000,22.92,1
2015,48,39148,31.33,1
2015,48,41464,NA,NA
2015,48,41980,26.43,1
2015,48,42508,22.91,1
2015,48,43888,NA,NA
2015,48,45000,28.67,1
2015,48,45384,32.33,1
2015,48,45744,26.12,1
2015,48,47892,24.49,1
2015,48,48072,28.39,1
2015,48,48768,NA,NA
2015,48,50820,28.71,1
2015,48,53388,NA,NA
2015,48,56000,24.11,1
2015,48,56348,27,1
2015,48,57200,33.45,1
2015,48,58016,23.45,1
2015,48,61796,23,1
2015,48,63500,26.66,1
2015,48,64472,NA,NA
2015,48,65000,NA,NA
2015,48,70808,26.95,1
2015,48,72176,29.7,1
2015,48,74144,NA,NA
2015,48,76000,NA,NA
2015,48,79000,NA,NA
2015,49,43660,26,1
2015,49,44320,29.88,1
2015,49,55980,23.93,1
2015,49,57300,28,1
2015,49,62470,25.64,1
2015,49,65330,29.64,1
2015,49,67000,22.79,1
2015,49,67440,25.28,1
2015,49,70850,26.64,1
2015,49,82950,25.73,1
2015,49,83470,24.56,1
2015,51,01000,15.6,1
2015,51,16000,NA,NA
2015,51,35000,29.27,1
2015,51,47672,25.43,1
2015,51,56000,27.21,1
2015,51,57000,NA,NA
2015,51,64000,NA,NA
2015,51,67000,NA,NA
2015,51,68000,25.12,1
2015,51,76432,27.43,1
2015,51,82000,23.58,1
2015,53,03180,21.45,1
2015,53,05210,20.23,1
2015,53,05280,28.79,1
2015,53,22640,20.94,1
2015,53,23515,20.7,1
2015,53,35275,26.13,1
2015,53,35415,20.91,1
2015,53,35940,20.29,1
2015,53,53545,26.08,1
2015,53,57745,21,1
2015,53,63000,24.3,1
2015,53,67000,26.95,1
2015,53,67167,26.81,1
2015,53,70000,20.93,1
2015,53,74060,23.57,1
2015,53,80010,29.36,1
2015,55,02375,26.57,1
2015,55,31000,25.93,1
2015,55,39225,25.67,1
2015,55,48000,25.02,1
2015,55,53000,NA,NA
2015,55,66000,26.22,1
2019,01,03076,31.96,1
2019,01,07000,27.8,1
2019,01,35896,27.79,1
2019,01,37000,29.19,1
2019,01,50000,NA,NA
2019,01,51000,29.21,1
2019,01,77256,32.04,1
2019,02,03000,NA,NA
2019,04,04720,30.26,1
2019,04,07940,33.53,1
2019,04,12000,NA,NA
2019,04,23620,31.94,1
2019,04,27400,29.37,1
2019,04,27820,27.33,1
2019,04,28380,NA,NA
2019,04,46000,25.92,1
2019,04,54050,28.66,1
2019,04,55000,NA,NA
2019,04,65000,25.66,1
2019,04,71510,28.71,1
2019,04,73000,23.87,1
2019,04,77000,NA,NA
2019,04,85540,33.67,1
2019,05,23290,30.32,1
2019,05,24550,32.7,1
2019,05,35710,32.89,1
2019,05,41000,28.77,1
2019,05,66080,32.73,1
2019,06,00562,15.62,1
2019,06,00884,23.25,1
2019,06,02000,NA,NA
2019,06,02252,19.75,1
2019,06,02364,30.87,1
2019,06,03526,30.82,1
2019,06,04982,24.56,1
2019,06,06000,15.85,1
2019,06,08786,27.81,1
2019,06,08954,22.96,1
2019,06,11194,22,1
2019,06,11530,28.4,1
2019,06,13014,31.36,1
2019,06,13210,32.19,1
2019,06,13214,34.23,1
2019,06,13392,23.83,1
2019,06,13588,23.22,1
2019,06,14218,30.62,1
2019,06,15044,26.24,1
2019,06,16000,18.32,1
2019,06,16350,31.74,1
2019,06,16532,22.77,1
2019,06,17918,18.61,1
2019,06,19766,NA,NA
2019,06,21712,20.75,1
2019,06,22020,28.07,1
2019,06,22230,24.31,1
2019,06,22804,24.39,1
2019,06,23182,NA,NA
2019,06,24638,26.16,1
2019,06,24680,30.11,1
2019,06,26000,18.44,1
2019,06,27000,NA,NA
2019,06,28000,NA,NA
2019,06,29000,26.93,1
2019,06,30000,20.72,1
2019,06,32548,22.56,1
2019,06,33000,18.74,1
2019,06,33182,28.12,1
2019,06,33434,30.08,1
2019,06,36000,24.28,1
2019,06,36448,31.77,1
2019,06,36546,21.53,1
2019,06,36770,23.03,1
2019,06,37692,NA,NA
2019,06,39496,25.88,1
2019,06,39892,26.26,1
2019,06,40130,NA,NA
2019,06,41992,20.53,1
2019,06,43000,NA,NA
2019,06,44000,NA,NA
2019,06,45484,31.12,1
2019,06,46842,33.13,1
2019,06,46898,NA,NA
2019,06,47766,17.06,1
2019,06,48256,26.7,1
2019,06,48354,30.12,1
2019,06,49270,32.64,1
2019,06,49670,14.62,1
2019,06,50076,31.5,1
2019,06,50258,23.12,1
2019,06,51182,21.55,1
2019,06,52526,27.81,1
2019,06,53000,18.21,1
2019,06,53322,24.09,1
2019,06,53896,29.77,1
2019,06,53980,26.65,1
2019,06,54652,NA,NA
2019,06,55156,NA,NA
2019,06,56000,21.38,1
2019,06,56700,32.5,1
2019,06,57456,20,1
2019,06,57792,19.79,1
2019,06,58072,NA,NA
2019,06,59444,25.35,1
2019,06,59451,29.79,1
2019,06,59920,30.58,1
2019,06,60102,17.95,1
2019,06,60466,NA,NA
2019,06,60620,17.93,1
2019,06,62000,NA,NA
2019,06,62938,24.21,1
2019,06,64000,NA,NA
2019,06,64224,NA,NA
2019,06,65000,NA,NA
2019,06,65042,NA,NA
2019,06,66000,NA,NA
2019,06,67000,NA,NA
2019,06,68000,17.86,1
2019,06,68084,19.17,1
2019,06,68196,24.89,1
2019,06,68252,17.69,1
2019,06,68378,20.12,1
2019,06,69000,27.52,1
2019,06,69070,31.01,1
2019,06,69084,15.6,1
2019,06,69088,27,1
2019,06,69196,29,1
2019,06,70000,15.63,1
2019,06,70098,22.22,1
2019,06,72016,NA,NA
2019,06,73080,25.1,1
2019,06,75000,29.74,1
2019,06,77000,15.42,1
2019,06,78120,32.73,1
2019,06,78582,NA,NA
2019,06,80000,24.37,1
2019,06,80238,29.47,1
2019,06,80854,25.27,1
2019,06,81344,29.27,1
2019,06,81554,NA,NA
2019,06,81666,22.91,1
2019,06,82590,NA,NA
2019,06,82954,NA,NA
2019,06,82996,24.89,1
2019,06,84200,24.18,1
2019,06,84550,25.09,1
2019,06,85292,23.71,1
2019,08,03455,21.97,1
2019,08,04000,21.51,1
2019,08,07850,18.61,1
2019,08,12815,22.15,1
2019,08,16000,24.54,1
2019,08,20000,NA,NA
2019,08,27425,NA,NA
2019,08,32155,NA,NA
2019,08,43000,20.11,1
2019,08,45970,21.57,1
2019,08,46465,24.96,1
2019,08,62000,NA,NA
2019,08,77290,22.76,1
2019,08,83835,21.97,1
2019,09,08000,16.61,1
2019,09,18430,18.87,1
2019,09,37000,NA,NA
2019,09,52000,18.42,1
2019,09,55990,18.73,1
2019,09,73000,18.52,1
2019,09,80000,21.11,1
2019,11,50000,NA,NA
2019,12,07300,NA,NA
2019,12,07875,24.48,1
2019,12,10275,28.62,1
2019,12,12875,23.94,1
2019,12,14400,27.62,1
2019,12,16475,27.96,1
2019,12,16725,28.32,1
2019,12,17200,34.17,1
2019,12,17935,25.3,1
2019,12,24000,25.62,1
2019,12,24125,NA,NA
2019,12,25175,26.83,1
2019,12,30000,26.05,1
2019,12,32000,24.97,1
2019,12,32275,28.14,1
2019,12,35000,NA,NA
2019,12,36950,26.19,1
2019,12,38250,28.43,1
2019,12,39425,24.25,1
2019,12,43975,26.96,1
2019,12,45000,NA,NA
2019,12,45025,NA,NA
2019,12,45060,27.14,1
2019,12,45975,30,1
2019,12,49675,27.12,1
2019,12,53000,26.95,1
2019,12,54000,29.94,1
2019,12,54200,30,1
2019,12,55775,29.85,1
2019,12,57425,26.4,1
2019,12,58050,26.79,1
2019,12,58715,30,1
2019,12,63000,26.29,1
2019,12,69700,27.9,1
2019,12,70600,NA,NA
2019,12,71000,NA,NA
2019,12,76600,NA,NA
2019,13,03440,29.22,1
2019,13,04000,NA,NA
2019,13,04204,31.49,1
2019,13,19000,NA,NA
2019,13,42425,27.57,1
2019,13,49008,NA,NA
2019,13,67284,25.67,1
2019,13,68516,25.14,1
2019,13,69000,NA,NA
2019,13,72122,NA,NA
2019,13,80508,29.56,1
2019,15,71550,NA,NA
2019,16,08830,29.49,1
2019,16,52120,29.5,1
2019,16,56260,28.53,1
2019,17,02154,22.43,1
2019,17,03012,25.14,1
2019,17,06613,25.54,1
2019,17,12385,27.15,1
2019,17,14000,18.35,1
2019,17,14351,21.06,1
2019,17,23074,25.18,1
2019,17,24582,17.89,1
2019,17,38570,24.43,1
2019,17,51622,24.59,1
2019,17,59000,27.82,1
2019,17,65000,NA,NA
2019,17,68003,24.19,1
2019,17,72000,27.34,1
2019,17,79293,24.04,1
2019,18,05860,28.18,1
2019,18,10342,27.73,1
2019,18,22000,28.14,1
2019,18,23278,29.22,1
2019,18,25000,NA,NA
2019,18,31000,28.05,1
2019,18,36003,24.93,1
2019,18,71000,28.34,1
2019,19,12000,26.06,1
2019,19,19000,NA,NA
2019,19,21000,25.94,1
2019,19,73335,26.77,1
2019,20,36000,NA,NA
2019,20,38900,27.98,1
2019,20,52575,26.89,1
2019,20,53775,24.84,1
2019,20,71000,28.27,1
2019,20,79000,28.3,1
2019,21,46027,26.15,1
2019,21,48006,27.27,1
2019,22,05000,NA,NA
2019,22,40735,NA,NA
2019,22,41155,NA,NA
2019,22,55000,NA,NA
2019,22,70000,30.13,1
2019,24,04000,NA,NA
2019,24,30325,17.68,1
2019,25,07000,NA,NA
2019,25,09000,18.9,1
2019,25,11000,13.41,1
2019,25,23000,19.48,1
2019,25,34550,16.22,1
2019,25,37000,17.64,1
2019,25,37490,17.32,1
2019,25,45000,20.61,1
2019,25,45560,18.22,1
2019,25,55745,17.55,1
2019,25,62535,15.28,1
2019,25,67000,22.14,1
2019,25,82000,NA,NA
2019,26,03000,18.81,1
2019,26,21000,25.83,1
2019,26,22000,NA,NA
2019,26,27440,25.7,1
2019,26,29000,NA,NA
2019,26,34000,NA,NA
2019,26,46000,NA,NA
2019,26,49000,28.58,1
2019,26,69035,28.35,1
2019,26,74900,23.87,1
2019,26,76460,27.63,1
2019,26,80700,28.27,1
2019,26,84000,NA,NA
2019,26,86000,26,1
2019,26,88940,27.14,1
2019,27,06616,20.1,1
2019,27,07966,21.08,1
2019,27,17000,25.86,1
2019,27,43000,18.34,1
2019,27,51730,21.13,1
2019,27,54880,24.83,1
2019,27,58000,17.88,1
2019,27,71428,22.18,1
2019,28,36000,32.71,1
2019,29,15670,26.34,1
2019,29,35000,28,1
2019,29,38000,NA,NA
2019,29,41348,26.87,1
2019,29,54074,28.55,1
2019,29,65000,20.59,1
2019,29,70000,27.19,1
2019,30,06550,30.89,1
2019,31,28000,NA,NA
2019,31,37000,NA,NA
2019,32,31900,29.38,1
2019,32,40000,27.41,1
2019,32,51800,29.86,1
2019,32,60600,NA,NA
2019,32,68400,27.46,1
2019,33,45140,17.76,1
2019,33,50260,19.39,1
2019,34,13690,20.5,1
2019,34,21000,19.9,1
2019,34,36000,NA,NA
2019,34,51000,NA,NA
2019,34,57000,17.94,1
2019,34,74000,NA,NA
2019,35,02000,28.71,1
2019,35,39380,32.65,1
2019,35,63460,31.24,1
2019,35,70500,31.13,1
2019,36,01000,NA,NA
2019,36,11000,NA,NA
2019,36,50617,14.77,1
2019,36,51000,NA,NA
2019,36,63000,NA,NA
2019,36,73000,NA,NA
2019,36,84000,NA,NA
2019,37,02140,28.65,1
2019,37,10740,23.6,1
2019,37,12000,NA,NA
2019,37,14100,29.3,1
2019,37,19000,NA,NA
2019,37,22920,NA,NA
2019,37,25580,28.29,1
2019,37,28000,30.48,1
2019,37,28080,29.77,1
2019,37,31400,30.73,1
2019,37,55000,NA,NA
2019,37,74440,29.95,1
2019,37,75000,NA,NA
2019,38,25700,21.92,1
2019,39,01000,24.43,1
2019,39,15000,NA,NA
2019,39,16000,NA,NA
2019,39,18000,NA,NA
2019,39,21000,27.39,1
2019,39,61000,27.45,1
2019,39,77000,26.92,1
2019,40,09050,32.27,1
2019,40,23200,29.23,1
2019,40,41850,30.66,1
2019,40,52500,27.8,1
2019,40,55000,28.17,1
2019,40,75000,28.82,1
2019,41,05350,23.32,2
2019,41,05800,28.41,1
2019,41,23850,26.57,1
2019,41,31250,23.9,1
2019,41,34100,23.67,1
2019,41,47000,28.87,1
2019,41,59000,NA,NA
2019,41,64900,27.29,1
2019,42,02000,21.91,1
2019,42,06088,27.18,1
2019,42,24000,22.94,1
2019,42,60000,NA,NA
2019,42,61000,NA,NA
2019,42,63624,22.6,1
2019,42,69000,25.02,1
2019,44,19180,23.29,1
2019,44,54640,20.95,1
2019,44,59000,18.49,1
2019,44,74300,NA,NA
2019,45,13330,26.96,1
2019,45,16000,NA,NA
2019,45,48535,27.08,1
2019,45,50875,25.76,1
2019,46,59020,25.73,1
2019,47,14000,NA,NA
2019,47,15160,31.74,1
2019,47,27740,28.77,1
2019,47,40000,27.43,1
2019,47,48000,NA,NA
2019,47,51560,29,1
2019,47,52006,24.96,1
2019,48,01000,NA,NA
2019,48,01924,26,1
2019,48,03000,29.9,1
2019,48,04000,24.07,1
2019,48,05000,NA,NA
2019,48,06128,25.4,1
2019,48,07000,29.18,1
2019,48,10768,NA,NA
2019,48,10912,NA,NA
2019,48,13024,23.71,1
2019,48,13552,23.94,2
2019,48,15976,NA,NA
2019,48,16432,27.05,2
2019,48,17000,NA,NA
2019,48,19000,NA,NA
2019,48,19972,28.32,1
2019,48,22660,41.69,1
2019,48,24000,NA,NA
2019,48,26232,27.27,1
2019,48,27000,23.98,1
2019,48,27684,26.14,1
2019,48,29000,24.49,1
2019,48,30464,25.14,1
2019,48,35000,NA,NA
2019,48,37000,23.95,1
2019,48,39148,31.11,1
2019,48,41464,NA,NA
2019,48,41980,27.14,1
2019,48,42508,23.54,1
2019,48,43888,NA,NA
2019,48,45000,28.55,1
2019,48,45384,31.91,1
2019,48,45744,26.41,1
2019,48,47892,24.8,1
2019,48,48072,28.77,1
2019,48,48768,NA,NA
2019,48,50820,29.24,1
2019,48,53388,NA,NA
2019,48,56000,24.56,1
2019,48,56348,27.87,1
2019,48,57200,33.15,1
2019,48,58016,23.5,1
2019,48,61796,23.32,1
2019,48,63500,26.88,1
2019,48,64472,NA,NA
2019,48,65000,NA,NA
2019,48,70808,27.2,1
2019,48,72176,29.49,1
2019,48,74144,NA,NA
2019,48,76000,NA,NA
2019,48,79000,30.46,1
2019,49,43660,25.74,1
2019,49,44320,28.12,1
2019,49,55980,24.44,1
2019,49,57300,26.67,1
2019,49,62470,24.42,1
2019,49,65330,29.43,1
2019,49,67000,21.89,1
2019,49,67440,24.28,1
2019,49,70850,26,1
2019,49,82950,26.14,1
2019,49,83470,26.07,1
2019,51,01000,16.11,1
2019,51,16000,NA,NA
2019,51,35000,29.71,1
2019,51,47672,25.51,1
2019,51,56000,27.7,1
2019,51,57000,NA,NA
2019,51,64000,NA,NA
2019,51,67000,NA,NA
2019,51,68000,25.28,1
2019,51,76432,27.71,1
2019,51,82000,24.7,1
2019,53,03180,20.9,1
2019,53,05210,18.6,1
2019,53,05280,28.4,1
2019,53,22640,20.16,1
2019,53,23515,19.65,1
2019,53,35275,26.77,1
2019,53,35415,20.35,1
2019,53,35940,18.14,1
2019,53,53545,26.31,1
2019,53,57745,19.92,1
2019,53,63000,NA,NA
2019,53,67000,26.88,1
2019,53,67167,NA,NA
2019,53,70000,20.52,1
2019,53,74060,21.94,1
2019,53,80010,29.06,1
2019,55,02375,27.07,1
2019,55,31000,26.12,1
2019,55,39225,25.83,1
2019,55,48000,25,1
2019,55,53000,NA,NA
2019,55,66000,26.45,1
