year,state,county,race_category1,mean_tcost,mean_trans,mean_tcost_quality,mean_trans_quality
2016,12,007,2,17,9,1,1
2016,12,009,1,34.07,46.26,1,1
2016,12,009,2,32.01,30.41,1,1
2016,12,009,3,45.84,53.95,1,1
2016,12,011,1,65.05,78.61,1,1
2016,12,011,2,60.9,74.04,1,1
2016,12,011,3,57.75,71.97,1,1
2016,12,013,1,3.31,13.06,1,1
2016,12,015,1,22.67,11.12,1,1
2016,12,015,2,14,8,1,1
2016,12,017,1,7.91,16.97,1,1
2016,12,019,1,34.38,29.72,1,1
2016,12,019,2,39.41,23.53,1,1
2016,12,019,3,44,24,1,1
2016,12,021,1,62.78,51.14,1,1
2016,12,021,2,57.21,50.61,1,1
2016,12,021,3,55.69,50.46,1,1
2016,12,023,1,13.19,33.37,1,1
2016,12,023,2,17.25,25,1,1
2016,12,023,3,13,46,1,1
2016,12,027,1,2.87,5.53,1,1
2016,12,027,3,4.46,3.66,1,1
2016,12,029,1,2.81,41.39,1,1
2016,12,031,1,46.71,48.74,1,1
2016,12,031,2,53.5,54.14,1,1
2016,12,031,3,53.48,55.96,1,1
2016,12,033,1,35.18,33.12,1,1
2016,12,033,2,42.84,35.68,1,1
2016,12,033,3,51.25,54,1,1
2016,12,035,1,12.8,17.47,1,1
2016,12,035,2,17,0,1,1
2016,12,037,1,7.91,17.87,1,1
2016,12,039,2,13,28,1,1
2016,12,039,3,17.41,25.53,1,1
2016,12,041,1,12.6,59.21,1,1
2016,12,043,1,3,17,1,1
2016,12,043,2,2,41.5,1,1
2016,12,045,1,17.12,25.53,1,1
2016,12,045,2,16,11,1,1
2016,12,047,2,6.33,21.16,1,1
2016,12,049,1,2.79,32.83,1,1
2016,12,049,2,3.03,14.79,1,1
2016,12,051,2,5.27,11.21,1,1
2016,12,051,3,5.41,31.22,1,1
2016,12,053,1,23.2,22.25,1,1
2016,12,053,2,35.24,27.67,1,1
2016,12,055,1,4.34,23.04,1,1
2016,12,055,2,8,28.32,1,1
2016,12,055,3,5.45,9.53,1,1
2016,12,057,1,34.62,50.74,1,1
2016,12,057,2,45.2,63.29,1,1
2016,12,057,3,50.74,71.37,1,1
2016,12,057,NA,NaN,NaN,1,1
2016,12,059,1,3.35,9,1,1
2016,12,061,1,31.3,19.67,1,1
2016,12,061,3,22.04,18.21,1,1
2016,12,063,1,2.04,8.88,1,1
2016,12,063,2,3.36,6.88,1,1
2016,12,063,3,2.48,3.89,1,1
2016,12,065,2,14,35,1,1
2016,12,065,3,15.62,31.46,1,1
2016,12,067,1,4,28.03,1,1
2016,12,069,1,31.08,37.36,1,1
2016,12,069,2,30.29,21.88,1,1
2016,12,071,1,38.87,54.45,1,1
2016,12,071,2,38.4,34.09,1,1
2016,12,071,3,43.51,52.51,1,1
2016,12,073,1,41.31,54.13,1,1
2016,12,073,2,46.9,66.85,1,1
2016,12,073,3,46.18,63.37,1,1
2016,12,073,NA,NaN,NaN,1,1
2016,12,075,1,3.19,43.75,1,1
2016,12,075,2,3,17.86,1,1
2016,12,077,1,4,39.52,1,1
2016,12,079,1,0,5.18,1,1
2016,12,079,2,0,20,1,1
2016,12,079,3,1,0,1,1
2016,12,081,1,48.42,68.51,1,1
2016,12,081,2,61.41,77.26,1,1
2016,12,081,3,49.9,67.09,1,1
2016,12,083,1,10.7,26.13,1,1
2016,12,083,2,12.11,15.94,1,1
2016,12,083,3,14.13,36.01,1,1
2016,12,085,1,32.66,18.24,1,1
2016,12,085,3,20.55,9.39,1,1
2016,12,086,1,79.79,87.7,1,1
2016,12,086,2,69.51,79.12,1,1
2016,12,086,3,64.41,75.74,1,1
2016,12,086,NA,NaN,NaN,1,1
2016,12,087,1,54.72,40.99,1,1
2016,12,087,2,66.65,41.98,1,1
2016,12,087,NA,NaN,NaN,1,1
2016,12,089,1,28.14,31.73,1,1
2016,12,089,2,42,23,1,1
2016,12,091,1,42.23,40.98,1,1
2016,12,091,2,52.93,62.1,1,1
2016,12,093,1,4.75,10.07,1,1
2016,12,093,2,3,0,1,1
2016,12,093,3,8,12,1,1
2016,12,095,1,47.31,66.09,1,1
2016,12,095,2,44.13,55.85,1,1
2016,12,095,3,52.42,65.83,1,1
2016,12,097,1,29.26,37.2,1,1
2016,12,097,2,36.11,48.27,1,1
2016,12,097,3,35.2,42.41,1,1
2016,12,099,1,50.91,65.69,1,1
2016,12,099,2,53.38,63.61,1,1
2016,12,099,3,49.12,60.24,1,1
2016,12,099,NA,NaN,NaN,1,1
2016,12,101,0,20,25,1,1
2016,12,101,1,33.25,43.52,1,1
2016,12,101,2,18.76,22.01,1,1
2016,12,101,3,27.32,9,1,1
2016,12,103,1,51.55,70.79,1,1
2016,12,103,2,53.61,72.13,1,1
2016,12,103,3,42.66,64.59,1,1
2016,12,105,1,21.97,55.93,1,1
2016,12,105,2,20.8,41.76,1,1
2016,12,105,3,24.98,43.15,1,1
2016,12,105,NA,NaN,NaN,1,1
2016,12,107,1,1.39,27.35,1,1
2016,12,107,2,1.91,0,1,1
2016,12,107,3,3.32,0,1,1
2016,12,109,1,35.77,34.12,1,1
2016,12,109,2,34.83,61.83,1,1
2016,12,111,1,26.05,15.33,1,1
2016,12,111,2,27.74,12.26,1,1
2016,12,111,3,32.5,14.34,1,1
2016,12,113,1,23.67,15.38,1,1
2016,12,115,1,44.45,52.88,1,1
2016,12,115,2,56.83,84.47,1,1
2016,12,115,3,58.34,82.34,1,1
2016,12,117,1,39.82,53.54,1,1
2016,12,117,2,44.93,55.21,1,1
2016,12,117,3,44.32,54.61,1,1
2016,12,119,1,34.25,39.75,1,1
2016,12,119,3,34.87,40.75,1,1
2016,12,119,NA,NaN,NaN,1,1
2016,12,121,1,5.18,55.71,1,1
2016,12,121,3,6.42,0,1,1
2016,12,123,1,2.97,27.79,1,1
2016,12,123,2,4,0,1,1
2016,12,125,1,4.88,37.66,1,1
2016,12,127,1,21.2,34.64,1,1
2016,12,127,2,26.4,33.33,1,1
2016,12,127,3,29.95,54.26,1,1
2016,12,129,1,14.34,22.99,1,1
2016,12,131,1,38.58,54.24,1,1
2016,12,131,2,35.63,12.23,1,1
2016,12,133,1,4.3,20.5,1,1
2016,12,133,2,4,0,1,1
2016,13,001,1,2.42,31.02,1,1
2016,13,001,2,6,0,1,1
2016,13,001,3,4,15,1,1
2016,13,003,1,0,26,1,1
2016,13,003,2,1,24.41,1,1
2016,13,005,1,3,21.1,1,1
2016,13,005,2,3,13,1,1
2016,13,007,3,3.74,29.91,1,1
2016,13,009,1,0.8,6.39,1,1
2016,13,009,2,1.57,0,1,1
2016,13,009,3,1.79,4.77,1,1
2016,13,011,1,6.17,20.55,1,1
2016,13,013,1,37.79,32.4,1,1
2016,13,013,2,39.08,40.34,1,1
2016,13,015,1,41.21,45.81,1,1
2016,13,015,2,49.92,27.77,1,1
2016,13,017,1,0,28.3,1,1
2016,13,017,3,0.29,0,1,1
2016,13,019,1,2.07,15.92,1,1
2016,13,019,2,1,32,1,1
2016,13,021,1,12.77,17.97,1,1
2016,13,021,2,11.96,17.43,1,1
2016,13,021,3,18.35,23.65,1,1
2016,13,023,1,2,32,1,1
2016,13,023,2,3,0,1,1
2016,13,023,3,3,0,1,1
2016,13,025,1,12.84,45.82,1,1
2016,13,027,1,4,26,1,1
2016,13,027,2,4,10,1,1
2016,13,027,3,4.22,4.79,1,1
2016,13,029,1,21.69,28.31,1,1
2016,13,029,2,31,0,1,1
2016,13,031,1,4.84,5.92,1,1
2016,13,031,2,9.26,14.66,1,1
2016,13,031,3,4,0,1,1
2016,13,033,1,16,50,1,1
2016,13,033,3,15.28,26.85,1,1
2016,13,035,1,34,27,1,1
2016,13,035,2,39.17,20.92,1,1
2016,13,037,3,0,0,1,1
2016,13,039,1,25.49,15.19,1,1
2016,13,039,2,32.6,15.49,1,1
2016,13,043,1,1,0,1,1
2016,13,043,2,1,4.25,1,1
2016,13,045,1,40.47,26.81,1,1
2016,13,045,2,46.64,30.38,1,1
2016,13,045,3,60,56,1,1
2016,13,047,1,23.28,23.3,1,1
2016,13,049,1,11,42,1,1
2016,13,049,2,11,34,1,1
2016,13,051,1,36.55,33.65,1,1
2016,13,051,2,52.18,47.52,1,1
2016,13,051,3,52.78,51.07,1,1
2016,13,053,1,14.76,37.21,1,1
2016,13,053,2,11.69,37.69,1,1
2016,13,053,NA,NaN,NaN,1,1
2016,13,055,1,2.65,0,1,1
2016,13,057,1,42.8,37.1,1,1
2016,13,057,2,44,34,1,1
2016,13,059,1,22.96,84.09,1,1
2016,13,059,2,20.7,62.27,1,1
2016,13,059,3,18.06,72.48,1,1
2016,13,061,3,0,0,1,1
2016,13,063,2,48.49,56.04,1,1
2016,13,063,3,55.07,58.4,1,1
2016,13,065,2,0,0,1,1
2016,13,065,3,0,0,1,1
2016,13,067,1,48.45,59.74,1,1
2016,13,067,2,57.08,61.75,1,1
2016,13,067,3,68.16,72.44,1,1
2016,13,069,1,1.19,19.58,1,1
2016,13,069,2,2.26,10.73,1,1
2016,13,069,3,3,34,1,1
2016,13,071,1,1.18,16.47,1,1
2016,13,071,2,3.1,2.18,1,1
2016,13,071,3,2,0,1,1
2016,13,073,1,16.23,17.83,1,1
2016,13,073,2,12.94,23.38,1,1
2016,13,073,3,13,9,1,1
2016,13,075,1,1.45,21.32,1,1
2016,13,075,3,2,0,1,1
2016,13,077,1,31.9,22.53,1,1
2016,13,077,2,51.3,30.24,1,1
2016,13,077,3,43.63,24.41,1,1
2016,13,079,1,5,34.26,1,1
2016,13,079,3,5,0,1,1
2016,13,081,1,0,0,1,1
2016,13,081,2,1,0,1,1
2016,13,081,3,0.61,0,1,1
2016,13,083,1,17.45,22.77,1,1
2016,13,085,1,36.26,23.51,1,1
2016,13,087,1,1.45,3.58,1,1
2016,13,087,2,1,0,1,1
2016,13,087,3,2.16,8.4,1,1
2016,13,089,1,64.42,79.18,1,1
2016,13,089,2,74.76,83.07,1,1
2016,13,089,3,60.46,67.9,1,1
2016,13,089,NA,NaN,NaN,1,1
2016,13,091,1,2.38,1.75,1,1
2016,13,091,2,2,24,1,1
2016,13,091,3,2,0,1,1
2016,13,093,2,1,13,1,1
2016,13,093,3,1,0,1,1
2016,13,095,1,8.19,11.89,1,1
2016,13,095,2,9.29,11.86,1,1
2016,13,095,3,13.8,20.54,1,1
2016,13,097,1,35.16,35.59,1,1
2016,13,097,2,43.91,39.25,1,1
2016,13,097,3,50.99,44.91,1,1
2016,13,099,1,0,0,1,1
2016,13,099,2,0,0,1,1
2016,13,099,3,0,0,1,1
2016,13,101,1,4,27,1,1
2016,13,101,2,3,33,1,1
2016,13,103,1,21.76,25.22,1,1
2016,13,103,2,21,17,1,1
2016,13,103,3,24,33,1,1
2016,13,105,1,2,58.02,1,1
2016,13,105,2,2.49,0,1,1
2016,13,105,3,2,16,1,1
2016,13,107,1,0,0,1,1
2016,13,107,2,0.32,1.76,1,1
2016,13,109,1,6,0,1,1
2016,13,109,2,9,33,1,1
2016,13,109,3,12,0,1,1
2016,13,111,1,3.92,0,1,1
2016,13,113,1,35.57,29.63,1,1
2016,13,113,2,40.93,31.95,1,1
2016,13,115,1,12.4,23.32,1,1
2016,13,115,2,15.16,0,1,1
2016,13,115,3,18.08,12.36,1,1
2016,13,117,1,37,38.97,1,1
2016,13,117,2,39.84,40.71,1,1
2016,13,117,3,39.52,66.11,1,1
2016,13,119,1,3.68,15.92,1,1
2016,13,121,1,67.96,81.67,1,1
2016,13,121,2,74.21,81.35,1,1
2016,13,121,3,66.52,76.55,1,1
2016,13,121,NA,NaN,NaN,1,1
2016,13,123,1,11.44,7.67,1,1
2016,13,125,1,10,29,1,1
2016,13,127,1,13.1,19.5,1,1
2016,13,127,2,23.36,15.43,1,1
2016,13,127,3,26.31,16.68,1,1
2016,13,129,1,8.72,15.16,1,1
2016,13,129,2,14,0,1,1
2016,13,129,3,11,37,1,1
2016,13,131,1,1.6,17.98,1,1
2016,13,131,2,2,0,1,1
2016,13,131,3,1.9,1.73,1,1
2016,13,133,1,5.97,44.17,1,1
2016,13,133,3,10.94,29.54,1,1
2016,13,135,0,38,50,1,1
2016,13,135,1,35.97,46.64,1,1
2016,13,135,2,43.62,45.46,1,1
2016,13,135,3,57.99,63.37,1,1
2016,13,137,1,7.85,6.67,1,1
2016,13,137,2,14,16,1,1
2016,13,139,1,26.35,27.27,1,1
2016,13,139,2,36.23,34.93,1,1
2016,13,139,3,40.01,39.27,1,1
2016,13,141,3,0.78,47.49,1,1
2016,13,143,1,40.73,30.28,1,1
2016,13,145,1,4.55,15.89,1,1
2016,13,145,2,7.13,5.64,1,1
2016,13,147,1,3.44,14.18,1,1
2016,13,147,2,4,0,1,1
2016,13,149,1,40.29,45.44,1,1
2016,13,151,1,32.64,33.79,1,1
2016,13,151,2,40.92,30.94,1,1
2016,13,151,3,48.09,37.59,1,1
2016,13,153,1,31.02,21.48,1,1
2016,13,153,2,36.2,26,1,1
2016,13,153,3,40.4,34.19,1,1
2016,13,155,1,0,18,1,1
2016,13,155,2,0,0,1,1
2016,13,157,1,27.85,41.03,1,1
2016,13,159,1,38.86,46.6,1,1
2016,13,159,2,40,31,1,1
2016,13,161,1,2.83,16.19,1,1
2016,13,161,3,2,0,1,1
2016,13,163,1,0,11,1,1
2016,13,163,3,0,0,1,1
2016,13,165,1,0,0,1,1
2016,13,165,2,0,0,1,1
2016,13,167,1,1,0,1,1
2016,13,167,2,1,0,1,1
2016,13,167,3,1,0,1,1
2016,13,169,1,4.39,9.34,1,1
2016,13,169,2,5.27,28.37,1,1
2016,13,171,1,36,44,1,1
2016,13,171,2,41.81,27.21,1,1
2016,13,173,1,3,33,1,1
2016,13,173,3,3,9,1,1
2016,13,175,1,1,9.12,1,1
2016,13,175,2,0.74,9.57,1,1
2016,13,175,3,2.39,0,1,1
2016,13,177,1,3.28,0,1,1
2016,13,177,2,2.81,0,1,1
2016,13,177,3,4,31,1,1
2016,13,179,1,16.47,27.17,1,1
2016,13,179,2,13.97,17.52,1,1
2016,13,179,3,14.09,6.86,1,1
2016,13,181,1,16,28,1,1
2016,13,181,2,17,21,1,1
2016,13,183,1,13,38,1,1
2016,13,183,2,11,34,1,1
2016,13,185,1,6.55,6.34,1,1
2016,13,185,2,3.58,12.87,1,1
2016,13,185,3,14.44,12.05,1,1
2016,13,187,1,8.31,5.87,1,1
2016,13,189,1,13.67,27.67,1,1
2016,13,189,3,16.41,3.5,1,1
2016,13,191,2,10.35,26.92,1,1
2016,13,191,3,14,36,1,1
2016,13,193,3,0,0,1,1
2016,13,195,1,5.92,22.66,1,1
2016,13,195,2,5,39,1,1
2016,13,197,1,8,48,1,1
2016,13,197,3,11,34,1,1
2016,13,199,2,37.95,39.31,1,1
2016,13,199,3,40,10,1,1
2016,13,201,2,1.56,0,1,1
2016,13,201,3,3,0,1,1
2016,13,205,2,0.21,7.09,1,1
2016,13,205,3,0,0,1,1
2016,13,207,1,6.6,16.42,1,1
2016,13,207,2,5,0,1,1
2016,13,207,3,7,0,1,1
2016,13,209,1,1,10,1,1
2016,13,209,2,1.71,2.89,1,1
2016,13,211,1,34.04,58.54,1,1
2016,13,211,3,39,56,1,1
2016,13,213,1,8.77,16.88,1,1
2016,13,215,1,25.04,26.89,1,1
2016,13,215,2,30,31.97,1,1
2016,13,215,3,29.71,42.8,1,1
2016,13,217,1,31.31,28.94,1,1
2016,13,217,2,40.78,14.82,1,1
2016,13,217,3,45.13,29.83,1,1
2016,13,219,1,4.4,1.97,1,1
2016,13,219,2,12,0,1,1
2016,13,221,1,5.15,30.58,1,1
2016,13,223,1,36.14,26.8,1,1
2016,13,223,2,42.14,26.06,1,1
2016,13,225,1,28.81,17.4,1,1
2016,13,225,3,30.62,36.53,1,1
2016,13,227,1,38.67,29.66,1,1
2016,13,229,1,3.19,8.18,1,1
2016,13,231,1,36.67,32.71,1,1
2016,13,231,2,35,38,1,1
2016,13,233,1,4.75,0,1,1
2016,13,235,2,27.04,41.16,1,1
2016,13,235,3,26,15,1,1
2016,13,237,1,11.55,58.89,1,1
2016,13,237,3,15,29,1,1
2016,13,239,2,2,41,1,1
2016,13,241,1,3.86,0,1,1
2016,13,243,3,0,0,1,1
2016,13,245,1,23.1,36.81,1,1
2016,13,245,2,35.46,37.05,1,1
2016,13,245,3,30.61,30.56,1,1
2016,13,247,1,35.89,25.63,1,1
2016,13,247,2,28,29,1,1
2016,13,247,3,50.08,43.99,1,1
2016,13,249,2,2,14.57,1,1
2016,13,251,2,1.64,9.71,1,1
2016,13,251,3,1,15,1,1
2016,13,253,1,2,37,1,1
2016,13,253,3,2,9.1,1,1
2016,13,255,1,40.13,35.03,1,1
2016,13,255,2,44.34,27.36,1,1
2016,13,255,3,48.21,28.29,1,1
2016,13,257,1,4.13,5.99,1,1
2016,13,259,3,0,0,1,1
2016,13,261,2,1.49,0,1,1
2016,13,261,3,3.04,0.62,1,1
2016,13,263,2,3,23,1,1
2016,13,263,3,3,17.73,1,1
2016,13,265,3,0,0,1,1
2016,13,267,1,2.51,9.01,1,1
2016,13,267,2,3.17,27.56,1,1
2016,13,269,1,0,0,1,1
2016,13,269,2,0,0,1,1
2016,13,269,3,0,0,1,1
2016,13,271,1,0,0,1,1
2016,13,271,2,0,0,1,1
2016,13,273,2,2,11,1,1
2016,13,273,3,4.42,2.12,1,1
2016,13,275,1,4.04,6.69,1,1
2016,13,275,2,7.56,15.65,1,1
2016,13,275,3,4.46,7.93,1,1
2016,13,277,1,3.52,9.58,1,1
2016,13,277,2,5.15,4.41,1,1
2016,13,277,3,7.12,27.26,1,1
2016,13,279,1,1,21,1,1
2016,13,279,2,2.3,5.23,1,1
2016,13,281,1,4.41,0,1,1
2016,13,283,1,5,22,1,1
2016,13,283,2,6,10,1,1
2016,13,285,1,4.7,22.77,1,1
2016,13,285,2,12.71,4.66,1,1
2016,13,285,3,14.86,14.28,1,1
2016,13,287,1,1,0,1,1
2016,13,287,3,2,0,1,1
2016,13,289,2,7,27,1,1
2016,13,289,3,5,0,1,1
2016,13,291,1,6.81,4.17,1,1
2016,13,293,1,1.65,3.9,1,1
2016,13,293,2,2.75,0,1,1
2016,13,293,3,2,26,1,1
2016,13,295,1,21.41,23.98,1,1
2016,13,297,1,36.39,29.64,1,1
2016,13,297,2,43.58,22.11,1,1
2016,13,299,1,3.26,12.21,1,1
2016,13,299,2,4.1,0,1,1
2016,13,299,3,12,5.78,1,1
2016,13,301,3,0.66,3.4,1,1
2016,13,303,2,4,0,1,1
2016,13,303,3,3.29,13.48,1,1
2016,13,305,1,6.43,18.64,1,1
2016,13,305,2,6,0,1,1
2016,13,305,3,7,0,1,1
2016,13,307,2,3,37,1,1
2016,13,307,3,4,32,1,1
2016,13,309,1,0,0,1,1
2016,13,309,2,0,0,1,1
2016,13,311,1,8.68,9.45,1,1
2016,13,313,1,8.57,14.75,1,1
2016,13,313,2,21.21,28.08,1,1
2016,13,313,3,22,31,1,1
2016,13,315,1,1,0,1,1
2016,13,315,2,1.48,6.73,1,1
2016,13,317,2,0,0,1,1
2016,13,317,3,1,5.44,1,1
2016,13,319,2,4,20.78,1,1
2016,13,319,3,4,35,1,1
2016,13,321,1,4,42.19,1,1
2016,13,321,2,4,31,1,1
2016,13,321,3,5.32,13.82,1,1
2016,15,001,0,44.25,12.67,1,1
2016,15,001,1,37.57,50.06,1,1
2016,15,001,2,31.19,12.12,1,1
2016,15,001,3,34.14,11.58,1,1
2016,15,003,0,78.92,65.16,1,1
2016,15,003,1,86.05,77.25,1,1
2016,15,003,2,82.49,67.04,1,1
2016,15,003,3,89.74,82.33,1,1
2016,15,003,NA,NaN,NaN,1,1
2016,15,005,3,67,0,1,1
2016,15,007,1,59.17,42.6,1,1
2016,15,007,2,62.2,41.65,1,1
2016,15,007,3,63.65,26.87,1,1
2016,15,009,0,56,36,1,1
2016,15,009,1,72.31,69.77,1,1
2016,15,009,2,63.26,35.38,1,1
2016,15,009,3,68.11,55.29,1,1
2016,16,001,1,50.74,52.35,1,1
2016,16,003,1,6.78,7.3,1,1
2016,16,005,0,8,35,1,1
2016,16,005,1,31.03,48.35,1,1
2016,16,007,1,10.16,13.08,1,1
2016,16,009,1,9.39,12.33,1,1
2016,16,011,0,18,30,1,1
2016,16,011,1,20.13,26.48,1,1
2016,16,011,2,17,33,1,1
2016,16,013,1,27.81,28.39,1,1
2016,16,015,1,23,27,1,1
2016,16,017,1,13.27,20.12,1,1
2016,16,019,1,47.75,56.45,1,1
2016,16,021,1,4.49,10.62,1,1
2016,16,023,1,28,19,1,1
2016,16,025,1,22,40,1,1
2016,16,027,1,37.91,34.44,1,1
2016,16,027,2,37.78,28.12,1,1
2016,16,029,1,32.56,49.55,1,1
2016,16,031,1,17.5,12.13,1,1
2016,16,033,2,1,13,1,1
2016,16,035,1,7.28,6.16,1,1
2016,16,037,1,5,0,1,1
2016,16,039,1,11.31,9.01,1,1
2016,16,041,1,18.95,14.16,1,1
2016,16,043,1,3.58,9.79,1,1
2016,16,045,1,26.97,24.73,1,1
2016,16,047,1,5.9,6.31,1,1
2016,16,049,1,4.21,17.71,1,1
2016,16,051,1,23.09,46.26,1,1
2016,16,053,1,13.29,12.34,1,1
2016,16,053,2,14.67,23.39,1,1
2016,16,055,1,35.56,34.78,1,1
2016,16,057,1,18.75,28.59,1,1
2016,16,059,1,1.77,0,1,1
2016,16,061,1,4.19,11.37,1,1
2016,16,063,1,25,42,1,1
2016,16,065,1,15.13,42.79,1,1
2016,16,067,1,15.72,17.94,1,1
2016,16,067,2,17,27,1,1
2016,16,069,1,31.84,38.26,1,1
2016,16,069,2,14,44,1,1
2016,16,071,1,4,0,1,1
2016,16,073,1,28,22,1,1
2016,16,073,2,26.48,34.69,1,1
2016,16,075,1,5.96,21.24,1,1
2016,16,077,1,10.78,45.22,1,1
2016,16,079,1,3.71,4.08,1,1
2016,16,081,1,60,47,1,1
2016,16,083,1,22.09,21.92,1,1
2016,16,083,3,8,21,1,1
2016,16,085,1,25.89,18.09,1,1
2016,16,087,1,2.58,6.56,1,1
2016,17,001,1,31.68,26.45,1,1
2016,17,003,1,11.65,59.77,1,1
2016,17,003,3,18.73,47.16,1,1
2016,17,005,1,36.23,29.16,1,1
2016,17,007,1,30.9,26.98,1,1
2016,17,009,1,28.97,25.6,1,1
2016,17,011,1,25.72,14.43,1,1
2016,17,013,1,28.85,23.92,1,1
2016,17,015,1,21.56,9.41,1,1
2016,17,017,1,25.69,24.84,1,1
2016,17,019,1,44.05,56.92,1,1
2016,17,019,2,59.92,84.95,1,1
2016,17,019,3,52.77,74.83,1,1
2016,17,021,1,21.26,9.55,1,1
2016,17,023,1,18.64,13.69,1,1
2016,17,025,1,15.28,11.54,1,1
2016,17,027,1,33.05,17.32,1,1
2016,17,029,1,11.89,8.01,1,1
2016,17,031,1,80.88,76.66,1,1
2016,17,031,2,86.93,82.93,1,1
2016,17,031,3,86.68,83.28,1,1
2016,17,033,1,17.49,11.71,1,1
2016,17,035,1,4.33,0,1,1
2016,17,037,1,61.82,37.95,1,1
2016,17,037,2,68.48,48.98,1,1
2016,17,037,3,67,50,1,1
2016,17,039,1,49.68,44.62,1,1
2016,17,041,1,27.36,30.84,1,1
2016,17,043,1,72.78,68.45,1,1
2016,17,043,2,76.54,68.81,1,1
2016,17,043,3,72.95,66.51,1,1
2016,17,045,1,15.71,15.67,1,1
2016,17,047,1,15.31,15.67,1,1
2016,17,049,1,29.43,30.88,1,1
2016,17,051,1,10.8,21.42,1,1
2016,17,053,1,22.85,6.76,1,1
2016,17,055,1,7.1,3.56,1,1
2016,17,057,1,14.74,3.72,1,1
2016,17,059,1,7,4.59,1,1
2016,17,061,1,10.33,0,1,1
2016,17,063,1,53.22,30.21,1,1
2016,17,065,1,12.89,27.14,1,1
2016,17,067,1,11.6,21.96,1,1
2016,17,069,1,6.56,5.32,1,1
2016,17,071,1,8.76,14.08,1,1
2016,17,073,1,28.73,17.26,1,1
2016,17,075,1,16.3,5.96,1,1
2016,17,077,1,11.07,31.04,1,1
2016,17,077,2,26.04,65.41,1,1
2016,17,077,3,10,0,1,1
2016,17,079,1,32.61,26.64,1,1
2016,17,081,1,15.31,41.47,1,1
2016,17,081,2,31,48,1,1
2016,17,083,1,35.27,10.53,1,1
2016,17,085,1,27.94,32.52,1,1
2016,17,087,1,10.9,38.8,1,1
2016,17,089,1,56.72,47.93,1,1
2016,17,089,2,69.02,55.97,1,1
2016,17,089,3,70.45,61.47,1,1
2016,17,091,1,35.93,31.14,1,1
2016,17,091,2,49.72,56.11,1,1
2016,17,091,3,48.15,44.16,1,1
2016,17,093,1,51.57,36.4,1,1
2016,17,095,1,12.64,6.96,1,1
2016,17,095,2,15,29,1,1
2016,17,097,1,59.89,47,1,1
2016,17,097,2,66.26,50.73,1,1
2016,17,097,3,71.65,58.92,1,1
2016,17,097,NA,NaN,NaN,1,1
2016,17,099,1,31.21,13.99,1,1
2016,17,101,1,12.14,4.82,1,1
2016,17,103,1,33.16,19.75,1,1
2016,17,105,1,31.74,23.4,1,1
2016,17,107,1,31.3,10.89,1,1
2016,17,107,2,40,18,1,1
2016,17,109,1,12.84,12.05,1,1
2016,17,111,1,53.92,36.01,1,1
2016,17,111,2,58.47,42.4,1,1
2016,17,113,1,68.1,70.18,1,1
2016,17,113,2,68.93,67.2,1,1
2016,17,113,3,67,71,1,1
2016,17,115,1,23.91,39.5,1,1
2016,17,115,2,36.93,62.01,1,1
2016,17,115,3,37.89,40.98,1,1
2016,17,117,1,37.56,17.92,1,1
2016,17,119,1,47.52,31.17,1,1
2016,17,119,2,50.86,28.77,1,1
2016,17,119,3,59.43,64.82,1,1
2016,17,121,1,17.86,27.98,1,1
2016,17,123,1,31.32,21.29,1,1
2016,17,125,1,10.96,1.78,1,1
2016,17,127,1,13.31,50.63,1,1
2016,17,129,1,31.73,15.14,1,1
2016,17,131,1,25.48,19.99,1,1
2016,17,133,1,35.36,20.63,1,1
2016,17,135,1,14.51,2.51,1,1
2016,17,137,1,23.57,8.8,1,1
2016,17,139,1,27.3,23.07,1,1
2016,17,141,1,33.83,20.03,1,1
2016,17,143,1,50.17,42.59,1,1
2016,17,143,2,60.08,52.95,1,1
2016,17,143,3,60.62,64.39,1,1
2016,17,145,1,12.31,10.78,1,1
2016,17,147,1,18.4,11.82,1,1
2016,17,149,1,5.04,2.7,1,1
2016,17,151,1,4.59,28.22,1,1
2016,17,153,1,0,13,1,1
2016,17,153,2,1,0,1,1
2016,17,155,1,21.52,5.94,1,1
2016,17,157,1,18.09,17.94,1,1
2016,17,159,1,18.83,4.17,1,1
2016,17,161,1,45.75,65.98,1,1
2016,17,161,2,54.44,81.02,1,1
2016,17,161,3,58,88,1,1
2016,17,163,1,46.29,35.75,1,1
2016,17,163,2,48.93,41.22,1,1
2016,17,163,3,58.61,60.44,1,1
2016,17,165,1,9.59,7.59,1,1
2016,17,167,1,54.16,52.29,1,1
2016,17,167,2,68.74,64.03,1,1
2016,17,167,3,65.12,61.69,1,1
2016,17,169,1,20.68,17.09,1,1
2016,17,171,1,14.24,5.86,1,1
2016,17,173,1,18.51,22.07,1,1
2016,17,175,1,27.48,14.1,1,1
2016,17,177,1,18.83,19.88,1,1
2016,17,177,2,16,0,1,1
2016,17,179,1,44.32,33.87,1,1
2016,17,181,1,12.74,25.41,1,1
2016,17,183,1,15.69,9.35,1,1
2016,17,183,2,22.66,34.62,1,1
2016,17,183,3,21.29,36.65,1,1
2016,17,185,1,18.92,12.67,1,1
2016,17,187,1,15.34,16.77,1,1
2016,17,189,1,28.38,15.05,1,1
2016,17,191,1,16.05,27.23,1,1
2016,17,193,1,13.92,7.45,1,1
2016,17,195,1,28.06,30.95,1,1
2016,17,197,1,56.36,44.98,1,1
