year,state,county,race_category1,mean_tcost,mean_trans,mean_tcost_quality,mean_trans_quality
2016,17,197,2,65.45,52.72,1,1
2016,17,197,3,67.69,57.07,1,1
2016,17,199,1,11.37,23.08,1,1
2016,17,201,1,38.69,39.73,1,1
2016,17,201,2,52.11,53.05,1,1
2016,17,201,3,50.13,60.07,1,1
2016,17,201,NA,NaN,NaN,1,1
2016,17,203,1,32.15,21.39,1,1
2016,18,001,1,18.26,19.18,1,1
2016,18,003,1,39.94,46.41,1,1
2016,18,003,2,44.82,50.35,1,1
2016,18,003,3,43.39,52.01,1,1
2016,18,005,1,46.38,32.21,1,1
2016,18,007,1,12.68,3.8,1,1
2016,18,009,1,6.87,8.46,1,1
2016,18,011,1,39.06,24.84,1,1
2016,18,013,1,26.22,17.16,1,1
2016,18,015,1,16.43,23.91,1,1
2016,18,017,1,17.42,28.17,1,1
2016,18,019,1,43.03,43,1,1
2016,18,019,2,66.04,67.33,1,1
2016,18,021,1,13.84,6.23,1,1
2016,18,023,1,23.95,25.29,1,1
2016,18,023,2,34,41,1,1
2016,18,025,1,7.14,7.11,1,1
2016,18,027,1,23.1,7.59,1,1
2016,18,029,1,39.17,19.58,1,1
2016,18,031,1,25.18,18.36,1,1
2016,18,033,1,24.94,29.33,1,1
2016,18,035,1,14.96,22.16,1,1
2016,18,035,2,23.4,21.6,1,1
2016,18,035,3,22,57,1,1
2016,18,037,1,34.53,23.51,1,1
2016,18,039,1,34.45,37.95,1,1
2016,18,039,2,37.17,38.06,1,1
2016,18,039,3,51,63,1,1
2016,18,041,1,13.3,3.46,1,1
2016,18,043,1,42.59,43.1,1,1
2016,18,043,2,44,14,1,1
2016,18,045,1,13.3,7.17,1,1
2016,18,047,1,22.58,14.9,1,1
2016,18,049,1,16.9,16.97,1,1
2016,18,051,1,24.26,21.63,1,1
2016,18,053,1,10.49,8.16,1,1
2016,18,053,2,14,17,1,1
2016,18,055,1,13.9,15.18,1,1
2016,18,057,1,41.21,33.66,1,1
2016,18,057,2,34,27,1,1
2016,18,057,3,25,30,1,1
2016,18,059,1,35.12,21.17,1,1
2016,18,061,1,25.64,18.64,1,1
2016,18,063,1,35.56,23.11,1,1
2016,18,063,2,42.23,30.12,1,1
2016,18,065,1,16.84,16.25,1,1
2016,18,067,1,27.59,47,1,1
2016,18,069,1,17.11,11.07,1,1
2016,18,071,1,26.31,26.92,1,1
2016,18,073,1,47.13,24.28,1,1
2016,18,075,1,9.75,3.99,1,1
2016,18,077,1,19.9,9.39,1,1
2016,18,079,1,17.52,12.69,1,1
2016,18,081,1,43.72,27.65,1,1
2016,18,083,1,19.37,14.35,1,1
2016,18,085,1,35.2,32.51,1,1
2016,18,087,1,24.76,27.78,1,1
2016,18,089,1,61.76,41.55,1,1
2016,18,089,2,67.09,50.56,1,1
2016,18,089,3,73.46,57.32,1,1
2016,18,091,1,26.11,18.52,1,1
2016,18,091,2,38.31,25.26,1,1
2016,18,091,3,36,33,1,1
2016,18,093,1,18.68,5.94,1,1
2016,18,095,1,41.34,28.66,1,1
2016,18,095,2,47.59,32.56,1,1
2016,18,095,NA,NaN,NaN,1,1
2016,18,097,1,54.02,53.13,1,1
2016,18,097,2,64.87,62.26,1,1
2016,18,097,3,60.68,60.33,1,1
2016,18,099,1,22.75,16.96,1,1
2016,18,101,1,15.49,16.09,1,1
2016,18,103,1,16.32,34.97,1,1
2016,18,105,1,36.61,47.74,1,1
2016,18,105,3,39.28,48.32,1,1
2016,18,107,1,29.38,21.86,1,1
2016,18,109,1,35.79,18.37,1,1
2016,18,111,1,41.54,24.34,1,1
2016,18,113,1,22.9,22.47,1,1
2016,18,115,1,37.27,22.29,1,1
2016,18,117,1,9.07,11.36,1,1
2016,18,119,1,12.79,15.93,1,1
2016,18,121,1,9.25,0,1,1
2016,18,123,1,19.03,12.94,1,1
2016,18,125,1,25.86,27.21,1,1
2016,18,127,1,58.97,38.66,1,1
2016,18,127,2,65,45,1,1
2016,18,129,1,17.44,14.27,1,1
2016,18,131,1,10.2,6.14,1,1
2016,18,133,1,30.17,16.92,1,1
2016,18,135,1,9.38,12,1,1
2016,18,137,1,25.13,13.4,1,1
2016,18,139,1,12.5,7.66,1,1
2016,18,141,1,33.12,33.54,1,1
2016,18,141,2,41.16,42.97,1,1
2016,18,141,3,41.71,54.54,1,1
2016,18,143,1,28.47,18.09,1,1
2016,18,145,1,39.21,23.62,1,1
2016,18,147,1,30.46,23.09,1,1
2016,18,149,1,10.14,2.37,1,1
2016,18,151,1,22.3,27.93,1,1
2016,18,153,1,10.46,9.04,1,1
2016,18,155,1,9.78,16.26,1,1
2016,18,157,1,41.26,53.14,1,1
2016,18,157,2,46.55,62.4,1,1
2016,18,157,3,67,90,1,1
2016,18,157,NA,NaN,NaN,1,1
2016,18,159,1,26.83,35.8,1,1
2016,18,161,1,32.25,19.21,1,1
2016,18,163,1,39.94,43.01,1,1
2016,18,163,2,45.03,56,1,1
2016,18,163,3,45.83,59.04,1,1
2016,18,163,NA,NaN,NaN,1,1
2016,18,165,1,14.63,7.27,1,1
2016,18,167,1,26.59,28.35,1,1
2016,18,169,1,21.17,21.37,1,1
2016,18,171,1,33.78,27.16,1,1
2016,18,173,1,19.6,11.63,1,1
2016,18,175,1,27.51,21.53,1,1
2016,18,177,1,11.85,13.87,1,1
2016,18,179,1,23.2,24.73,1,1
2016,18,181,1,26.41,23.17,1,1
2016,18,183,1,21.41,15.12,1,1
2016,19,001,1,15.1,2.6,1,1
2016,19,003,1,14.9,12.55,1,1
2016,19,005,1,15.65,16.74,1,1
2016,19,005,2,11,20,1,1
2016,19,007,1,7.89,2.78,1,1
2016,19,009,1,10.51,10.25,1,1
2016,19,011,1,41.53,19.81,1,1
2016,19,013,1,43.86,39.68,1,1
2016,19,013,2,55.23,45.58,1,1
2016,19,013,3,48.79,53.72,1,1
2016,19,015,1,37.02,29.49,1,1
2016,19,017,1,24.31,16.79,1,1
2016,19,019,1,31.92,17.19,1,1
2016,19,021,1,15.08,32.97,1,1
2016,19,021,2,29,20.92,1,1
2016,19,023,1,20.12,18.28,1,1
2016,19,025,1,8.44,4.02,1,1
2016,19,027,1,32.03,13.84,1,1
2016,19,029,1,13.11,2.29,1,1
2016,19,031,1,36.21,36.16,1,1
2016,19,033,1,26.13,10.28,1,1
2016,19,035,1,22.68,10.17,1,1
2016,19,037,1,15.86,5.71,1,1
2016,19,039,1,17.71,1.44,1,1
2016,19,041,1,23.25,3.01,1,1
2016,19,043,1,16.03,9.39,1,1
2016,19,045,1,27.27,37.43,1,1
2016,19,047,1,20.73,12.67,1,1
2016,19,049,1,55.68,35.86,1,1
2016,19,049,2,58,21,1,1
2016,19,051,1,7.44,4.44,1,1
2016,19,053,1,4.32,0,1,1
2016,19,055,1,37.7,24.9,1,1
2016,19,057,1,21.5,29.34,1,1
2016,19,059,1,41.13,36.42,1,1
2016,19,061,1,49.06,62.8,1,1
2016,19,061,2,76,84,1,1
2016,19,063,1,13.09,12.67,1,1
2016,19,065,1,16.17,5.49,1,1
2016,19,067,1,16.96,3.55,1,1
2016,19,069,1,12.72,9.41,1,1
2016,19,071,1,21.06,9.53,1,1
2016,19,073,1,11.75,5.49,1,1
2016,19,075,1,20.01,15.75,1,1
2016,19,077,1,45.01,31.46,1,1
2016,19,079,1,29.32,19.25,1,1
2016,19,081,1,26.34,42.48,1,1
2016,19,083,1,23.38,13.99,1,1
2016,19,085,1,38.21,16.36,1,1
2016,19,087,1,21.75,16.67,1,1
2016,19,089,1,18.18,10.93,1,1
2016,19,091,1,15.54,8.82,1,1
2016,19,093,1,17.06,18.35,1,1
2016,19,095,1,30.7,15.26,1,1
2016,19,097,1,19.65,15.48,1,1
2016,19,099,1,37.73,18.19,1,1
2016,19,101,1,19.49,6.64,1,1
2016,19,103,1,63.02,70.45,1,1
2016,19,103,2,64.72,61.79,1,1
2016,19,105,1,42.9,20.27,1,1
2016,19,107,1,8.94,4.66,1,1
2016,19,109,1,25.91,36.72,1,1
2016,19,111,1,20.21,12.77,1,1
2016,19,113,1,63.22,55.58,1,1
2016,19,113,2,75,50,1,1
2016,19,115,1,22.38,23.92,1,1
2016,19,117,1,18.81,4.1,1,1
2016,19,119,1,33.26,25.65,1,1
2016,19,121,1,52.01,20.09,1,1
2016,19,123,1,24.63,5.49,1,1
2016,19,125,1,40.74,21.21,1,1
2016,19,127,1,38.67,31.39,1,1
2016,19,129,1,39.87,22.84,1,1
2016,19,131,1,20.21,12.85,1,1
2016,19,133,1,6.95,1.93,1,1
2016,19,135,1,14.31,14.17,1,1
2016,19,137,1,11.84,2.04,1,1
2016,19,139,1,39.74,51.15,1,1
2016,19,141,1,27.45,17.31,1,1
2016,19,143,1,13.6,10.56,1,1
2016,19,145,1,16.86,3.56,1,1
2016,19,147,1,18.84,14.8,1,1
2016,19,149,1,22.84,29.2,1,1
2016,19,151,1,8.57,9.59,1,1
2016,19,153,1,71.39,56.07,1,1
2016,19,153,2,74.45,67.21,1,1
2016,19,153,3,75.73,77.09,1,1
2016,19,155,1,59.37,37.54,1,1
2016,19,157,1,25.56,15.62,1,1
2016,19,159,1,13.07,8.11,1,1
2016,19,161,1,16.33,9.02,1,1
2016,19,163,1,50.58,69.36,1,1
2016,19,163,2,57.67,75.3,1,1
2016,19,165,1,21.16,14.76,1,1
2016,19,167,1,46.57,43.62,1,1
2016,19,169,1,41.47,55.44,1,1
2016,19,169,2,60.44,78.96,1,1
2016,19,171,1,24.14,16.67,1,1
2016,19,173,1,11.58,10.9,1,1
2016,19,175,1,17.08,3.61,1,1
2016,19,177,1,10,19.49,1,1
2016,19,179,1,19.14,6.34,1,1
2016,19,181,1,53.05,24.78,1,1
2016,19,183,1,35.76,17.23,1,1
2016,19,185,1,6.11,0,1,1
2016,19,187,1,16.19,14.46,1,1
2016,19,189,1,17.19,15.68,1,1
2016,19,191,1,32.41,33.87,1,1
2016,19,193,1,39.03,44.36,1,1
2016,19,193,2,56.59,73.39,1,1
2016,19,195,1,13.31,9.01,1,1
2016,19,197,1,12.74,11.65,1,1
2016,20,001,1,7.03,8.92,1,1
2016,20,003,1,6.73,8.19,1,1
2016,20,005,1,17.35,9.27,1,1
2016,20,007,1,14.39,17.45,1,1
2016,20,009,1,14.63,13.6,1,1
2016,20,009,2,22,0,1,1
2016,20,011,1,10.16,8.04,1,1
2016,20,013,1,8.59,5.83,1,1
2016,20,015,1,29.19,16.29,1,1
2016,20,017,1,5,0,1,1
2016,20,019,1,2,0,1,1
2016,20,021,1,5.26,23.92,1,1
2016,20,023,1,8,16,1,1
2016,20,025,1,8,0,1,1
2016,20,027,1,24.94,10.37,1,1
2016,20,029,1,5.97,3.92,1,1
2016,20,031,1,34.5,26.5,1,1
2016,20,033,1,8,0,1,1
2016,20,035,1,13.09,10.08,1,1
2016,20,035,2,15,8,1,1
2016,20,037,1,5.86,4.99,1,1
2016,20,039,1,8.77,4.62,1,1
2016,20,041,1,18.89,9.09,1,1
2016,20,043,1,13.57,23.91,1,1
2016,20,045,1,43.92,61.64,1,1
2016,20,045,2,56.39,64.42,1,1
2016,20,047,1,18.19,19.32,1,1
2016,20,049,1,2,0,1,1
2016,20,051,1,29.73,18.35,1,1
2016,20,053,1,16,10.37,1,1
2016,20,055,1,27.72,18.96,1,1
2016,20,055,2,30.01,9.42,1,1
2016,20,055,3,33.9,16.92,1,1
2016,20,057,1,11.42,26.75,1,1
2016,20,057,2,27.93,39.56,1,1
2016,20,057,3,33.27,28.86,1,1
2016,20,059,1,26.86,15.79,1,1
2016,20,061,1,23.28,32.92,1,1
2016,20,061,2,22.16,24.88,1,1
2016,20,063,1,8.6,24.23,1,1
2016,20,065,1,12.1,18.97,1,1
2016,20,067,1,22,26,1,1
2016,20,067,2,35,19,1,1
2016,20,069,1,34.49,27.48,1,1
2016,20,071,1,9,0,1,1
2016,20,073,1,4.68,1.52,1,1
2016,20,075,1,14,21,1,1
2016,20,077,1,13.57,5.76,1,1
2016,20,079,1,26.3,9.53,1,1
2016,20,079,2,32,0,1,1
2016,20,081,1,28,21,1,1
2016,20,083,1,27,25,1,1
2016,20,085,1,24.98,10.85,1,1
2016,20,085,2,22,35,1,1
2016,20,087,1,21.77,28.85,1,1
2016,20,089,1,2.55,8.9,1,1
2016,20,091,1,63.33,63.47,1,1
2016,20,091,2,70.51,71.79,1,1
2016,20,091,3,63,62,1,1
2016,20,093,1,21,18,1,1
2016,20,095,1,21.15,19.01,1,1
2016,20,097,1,8,21,1,1
2016,20,099,1,7.53,3.56,1,1
2016,20,099,2,16.98,12.61,1,1
2016,20,101,1,40,22,1,1
2016,20,103,1,46.09,36.76,1,1
2016,20,103,2,52.72,34.1,1,1
2016,20,105,1,16,22,1,1
2016,20,107,1,40.64,29.88,1,1
2016,20,109,1,10,0,1,1
2016,20,111,1,15.69,13.56,1,1
2016,20,111,2,11,0,1,1
2016,20,113,1,36.64,32.35,1,1
2016,20,115,1,13.53,19.57,1,1
2016,20,117,1,14.45,7.8,1,1
2016,20,119,1,22.1,12.32,1,1
2016,20,121,1,38.74,20.95,1,1
2016,20,123,1,15.91,8.21,1,1
2016,20,125,1,14.01,14,1,1
2016,20,125,2,13.51,7.18,1,1
2016,20,127,1,16.43,12.42,1,1
2016,20,129,1,9,0,1,1
2016,20,131,1,19.14,17.58,1,1
2016,20,133,1,10.19,5.19,1,1
2016,20,135,1,13.58,22.33,1,1
2016,20,137,1,12,14,1,1
2016,20,139,1,26.34,18.82,1,1
2016,20,141,1,5,0,1,1
2016,20,143,1,13.89,16.88,1,1
2016,20,145,1,11.42,17.29,1,1
2016,20,147,1,11.02,14.07,1,1
2016,20,149,1,18.38,19.65,1,1
2016,20,151,1,20.12,3.04,1,1
2016,20,153,1,13,11,1,1
2016,20,155,1,22.43,19.07,1,1
2016,20,157,1,6.52,6.5,1,1
2016,20,159,1,10,11.52,1,1
2016,20,161,1,45.18,48.33,1,1
2016,20,163,1,9.13,6.07,1,1
2016,20,165,1,4.28,7.17,1,1
2016,20,167,1,9.1,0,1,1
2016,20,169,1,34.6,30.06,1,1
2016,20,171,1,40,13,1,1
2016,20,173,1,45.07,45.72,1,1
2016,20,173,2,57.15,57.58,1,1
2016,20,173,3,54.61,61.66,1,1
2016,20,175,2,26.06,19.06,1,1
2016,20,175,3,28.34,21.73,1,1
2016,20,177,1,47.04,49.72,1,1
2016,20,177,2,51.21,62.24,1,1
2016,20,179,1,16.86,14.23,1,1
2016,20,181,1,17.86,2.73,1,1
2016,20,183,1,8.66,11.69,1,1
2016,20,185,1,10,23.71,1,1
2016,20,187,2,8,17,1,1
2016,20,189,1,22,24,1,1
2016,20,189,2,31,18,1,1
2016,20,191,1,23.28,17.82,1,1
2016,20,193,1,27.73,4.25,1,1
2016,20,195,1,26,19,1,1
2016,20,197,1,21,22.76,1,1
2016,20,199,1,8,24,1,1
2016,20,201,1,11.17,7.02,1,1
2016,20,203,1,32,37,1,1
2016,20,205,1,10.96,12.31,1,1
2016,20,207,1,1.46,0,1,1
2016,20,209,1,54.14,56.26,1,1
2016,20,209,2,56.67,53.52,1,1
2016,20,209,3,66.78,71.69,1,1
2016,21,001,1,1.44,2.67,1,1
2016,21,003,1,12.76,12.02,1,1
2016,21,005,1,23.06,6.25,1,1
2016,21,007,1,6.49,37.68,1,1
2016,21,009,1,5.73,1.09,1,1
2016,21,011,1,3.35,14.84,1,1
2016,21,013,1,0,0,1,1
2016,21,015,1,50.01,39.97,1,1
2016,21,017,1,28.59,11.83,1,1
2016,21,017,2,30,13,1,1
2016,21,019,1,22.22,24.28,1,1
2016,21,021,1,5.55,2.24,1,1
2016,21,021,2,3,0,1,1
2016,21,023,1,36.98,24.51,1,1
2016,21,025,1,0,0,1,1
2016,21,027,1,9.88,12.24,1,1
2016,21,029,1,28.93,28.2,1,1
2016,21,031,1,11.9,15.7,1,1
2016,21,033,1,9.38,1.22,1,1
2016,21,035,1,7.04,10.33,1,1
2016,21,035,3,13,12,1,1
2016,21,037,1,59.12,55.47,1,1
2016,21,039,1,5.11,20.11,1,1
2016,21,041,1,12.81,8.76,1,1
2016,21,043,1,3.52,13.19,1,1
2016,21,045,1,0.43,0.84,1,1
2016,21,047,1,18.49,19.28,1,1
2016,21,047,2,24.41,22.23,1,1
2016,21,047,3,34.5,15.36,1,1
2016,21,047,NA,NaN,NaN,1,1
2016,21,049,1,30.67,27.89,1,1
2016,21,049,2,37,20,1,1
2016,21,051,1,0,0,1,1
2016,21,053,1,0,3.79,1,1
2016,21,055,1,2.86,6.71,1,1
2016,21,057,1,0.63,3.36,1,1
2016,21,059,1,29.26,26.14,1,1
2016,21,061,1,9.54,22.65,1,1
2016,21,061,NA,NaN,NaN,1,1
2016,21,063,1,0,3.7,1,1
2016,21,065,1,0,0,1,1
2016,21,067,1,59.66,65.09,1,1
2016,21,067,2,58.2,61.97,1,1
2016,21,067,3,61.34,71.92,1,1
2016,21,069,1,2,6.14,1,1
2016,21,071,1,0.42,0.36,1,1
2016,21,073,1,37.21,32.97,1,1
2016,21,073,2,36.46,40.92,1,1
2016,21,075,1,3,0,1,1
2016,21,075,2,3,0,1,1
2016,21,077,1,36.85,34.5,1,1
2016,21,079,1,11.03,12.04,1,1
2016,21,081,1,37,24.45,1,1
2016,21,083,1,6.37,13.43,1,1
2016,21,085,1,2.59,2.66,1,1
2016,21,087,1,2.4,0,1,1
2016,21,089,1,11.03,14.49,1,1
2016,21,091,1,14.28,29.6,1,1
2016,21,093,1,28.87,19.02,1,1
2016,21,093,2,33.13,17.78,1,1
2016,21,093,NA,NaN,NaN,1,1
2016,21,095,1,0,0.47,1,1
2016,21,097,1,6.1,4.49,1,1
2016,21,099,1,1.98,3.67,1,1
2016,21,101,1,29.17,22.4,1,1
2016,21,103,1,22.86,12.44,1,1
2016,21,105,1,4,18,1,1
2016,21,107,1,11.29,5.71,1,1
2016,21,107,2,21,0,1,1
2016,21,109,1,0,0,1,1
2016,21,111,1,50.3,53.41,1,1
2016,21,111,2,63.26,66.52,1,1
2016,21,111,3,59.91,66.55,1,1
2016,21,113,1,31.6,17.3,1,1
2016,21,115,1,2.61,5.6,1,1
2016,21,117,1,58.81,53.36,1,1
2016,21,117,2,74.82,71.2,1,1
2016,21,119,1,0,10.6,1,1
2016,21,121,1,1.41,7.55,1,1
2016,21,123,1,18.96,16.73,1,1
2016,21,125,1,1.77,7.01,1,1
2016,21,127,1,2,16.36,1,1
2016,21,129,1,0,0,1,1
2016,21,131,1,0,0,1,1
2016,21,133,1,0,0.69,1,1
2016,21,135,1,0,0,1,1
2016,21,137,1,3.25,5.06,1,1
2016,21,139,1,8,34.39,1,1
2016,21,141,1,3.86,0,1,1
2016,21,143,1,21.46,24.15,1,1
2016,21,145,1,20.97,41.29,1,1
2016,21,145,2,28,76,1,1
2016,21,145,3,22,34,1,1
2016,21,147,1,0,0,1,1
2016,21,149,1,12.63,13.6,1,1
2016,21,151,1,16.17,16.9,1,1
2016,21,153,1,0,9.53,1,1
2016,21,155,1,6.27,7.99,1,1
2016,21,157,1,12.16,28.91,1,1
2016,21,159,1,0,1.46,1,1
2016,21,161,1,6.27,2.22,1,1
2016,21,163,1,22.83,22.98,1,1
2016,21,163,2,38,60,1,1
2016,21,163,NA,NaN,NaN,1,1
2016,21,165,1,2.6,4.74,1,1
2016,21,167,1,13.53,4.08,1,1
2016,21,169,1,3.37,5.37,1,1
2016,21,171,1,1,0,1,1
2016,21,173,1,3.36,5.55,1,1
2016,21,175,1,0.72,10.08,1,1
2016,21,177,1,6,9.59,1,1
2016,21,179,1,25.62,12.82,1,1
2016,21,181,1,3,4.15,1,1
2016,21,183,1,4.93,10.7,1,1
2016,21,185,1,23.14,18.65,1,1
2016,21,185,2,29,26,1,1
2016,21,187,1,6.72,19.62,1,1
2016,21,189,1,0,0,1,1
2016,21,191,1,34.27,23.41,1,1
2016,21,193,1,1.01,6.37,1,1
2016,21,195,1,1.66,12.46,1,1
2016,21,197,1,1.6,0,1,1
2016,21,199,1,2.98,7.34,1,1
2016,21,201,1,0,0,1,1
2016,21,203,1,9.1,26.5,1,1
2016,21,205,1,3.41,9.6,1,1
2016,21,207,1,0.75,6.19,1,1
2016,21,209,1,33.85,32.06,1,1
2016,21,209,2,32,45,1,1
2016,21,211,1,28.53,18.64,1,1
2016,21,211,2,38,0,1,1
2016,21,213,1,7.71,1.97,1,1
2016,21,215,1,21.13,13.43,1,1
2016,21,217,1,1.32,0.97,1,1
2016,21,219,1,5.12,11.97,1,1
2016,21,219,2,6,0,1,1
2016,21,221,1,14.6,9.55,1,1
2016,21,221,NA,NaN,NaN,1,1
2016,21,223,1,24.31,26.51,1,1
2016,21,225,1,6.93,1.37,1,1
2016,21,227,1,28.44,27.51,1,1
2016,21,227,2,29.16,28.73,1,1
2016,21,229,1,10.11,14.7,1,1
2016,21,231,1,0.31,4.68,1,1
2016,21,233,1,3,2.86,1,1
2016,21,235,1,0.99,10.66,1,1
2016,21,237,1,0,0,1,1
2016,21,239,1,26.62,20.13,1,1
2016,22,001,1,19.79,18.75,1,1
2016,22,001,2,20.6,0,1,1
2016,22,001,3,23,0,1,1
2016,22,003,1,8.57,18.25,1,1
2016,22,005,1,28.76,20.18,1,1
2016,22,005,2,28.73,31.49,1,1
2016,22,005,3,31.73,15.37,1,1
2016,22,007,1,16.23,17.6,1,1
2016,22,007,3,15.57,21.84,1,1
2016,22,009,1,1.64,5.63,1,1
2016,22,009,2,1.9,0,1,1
2016,22,009,3,1,0,1,1
2016,22,011,1,14.17,26.01,1,1
2016,22,011,2,14,0,1,1
2016,22,011,3,15,0,1,1
2016,22,013,1,2,14,1,1
2016,22,013,2,2.65,9.8,1,1
2016,22,013,3,3,0,1,1
2016,22,015,1,14.02,23.83,1,1
2016,22,015,2,18.66,18.25,1,1
2016,22,015,3,33.74,40.48,1,1
2016,22,017,1,20.3,30.87,1,1
2016,22,017,2,22.68,24.78,1,1
2016,22,017,3,26.17,31.82,1,1
2016,22,019,1,21.93,27.19,1,1
2016,22,019,2,37.19,25.1,1,1
2016,22,019,3,32.35,28.31,1,1
2016,22,021,1,0,0,1,1
2016,22,021,2,0,0,1,1
2016,22,023,1,11.47,37.97,1,1
2016,22,025,1,1,0,1,1
2016,22,025,3,2,0,1,1
2016,22,027,2,0,15,1,1
2016,22,027,3,0,5.27,1,1
2016,22,029,1,0,3.7,1,1
2016,22,029,3,0,0,1,1
2016,22,031,1,9,28,1,1
2016,22,031,2,8.63,31.85,1,1
2016,22,031,3,11.76,15.99,1,1
2016,22,033,1,48.08,47.92,1,1
2016,22,033,2,52.63,48.97,1,1
2016,22,033,3,51.62,45.22,1,1
2016,22,035,2,0,0,1,1
2016,22,035,3,0,0,1,1
2016,22,037,1,21,27,1,1
2016,22,037,2,27,24.34,1,1
2016,22,037,3,29.01,31.48,1,1
2016,22,039,1,0,0,1,1
2016,22,039,2,0,0,1,1
2016,22,039,3,1.62,0,1,1
2016,22,041,1,0.4,1.14,1,1
2016,22,041,3,1,0,1,1
2016,22,043,1,6.94,22.57,1,1
2016,22,043,3,7,20,1,1
2016,22,045,1,22.55,34.74,1,1
2016,22,045,2,24.75,34.27,1,1
2016,22,045,3,32.38,36.21,1,1
2016,22,047,1,24,31,1,1
2016,22,047,2,27.12,33.68,1,1
2016,22,047,3,30.28,24.2,1,1
2016,22,049,1,3.41,0,1,1
2016,22,049,2,4.54,11.11,1,1
2016,22,051,1,47.16,59.1,1,1
2016,22,051,2,55.03,60.5,1,1
2016,22,051,3,47.2,55.1,1,1
2016,22,053,1,4.61,0,1,1
2016,22,053,2,5.92,0,1,1
2016,22,053,3,6,0,1,1
2016,22,055,1,36.35,45.56,1,1
2016,22,055,2,33.18,41.37,1,1
2016,22,055,3,39.26,48.51,1,1
2016,22,057,1,24.34,22.76,1,1
2016,22,057,2,29.13,18.89,1,1
2016,22,057,3,34.73,32.19,1,1
2016,22,059,1,2.17,0,1,1
2016,22,061,1,2.58,0,1,1
2016,22,061,3,3.66,5.66,1,1
2016,22,063,1,29.7,24.47,1,1
2016,22,065,1,0,0,1,1
2016,22,065,2,0,0,1,1
2016,22,065,3,0,0,1,1
2016,22,067,1,0,0,1,1
2016,22,067,2,0,0,1,1
2016,22,067,3,0.74,0,1,1
2016,22,069,1,0,0,1,1
2016,22,069,2,0.55,2.46,1,1
2016,22,069,3,1.69,0,1,1
2016,22,071,1,66.68,80.83,1,1
2016,22,071,2,70.08,81.75,1,1
2016,22,071,3,60.82,74.38,1,1
2016,22,071,NA,NaN,NaN,1,1
2016,22,073,1,10.1,24.97,1,1
2016,22,073,2,12.68,19.33,1,1
2016,22,073,3,17.04,18.01,1,1
2016,22,075,1,27.52,38.47,1,1
2016,22,075,2,21.51,53.76,1,1
2016,22,075,3,24.77,62.89,1,1
2016,22,077,1,25.11,25.89,1,1
2016,22,077,2,30.94,16.72,1,1
2016,22,077,3,23.76,17.07,1,1
2016,22,079,1,9.4,16.45,1,1
2016,22,079,2,12.29,18.39,1,1
2016,22,079,3,22.68,28.75,1,1
2016,22,079,NA,NaN,NaN,1,1
2016,22,081,1,3,29,1,1
2016,22,081,3,4,0,1,1
2016,22,083,1,1.27,3.79,1,1
2016,22,083,2,2,9,1,1
2016,22,083,3,2.71,0,1,1
2016,22,085,1,5.76,31.42,1,1
2016,22,085,2,7.34,10.27,1,1
2016,22,087,1,28.03,41.27,1,1
2016,22,087,2,46.8,49.63,1,1
2016,22,087,3,33.52,39.2,1,1
2016,22,089,1,18.48,24.67,1,1
2016,22,089,2,19.52,28.29,1,1
2016,22,089,3,24.75,33.6,1,1
2016,22,091,2,26,34,1,1
2016,22,091,3,28,39,1,1
2016,22,093,1,13,10,1,1
2016,22,093,2,16.39,14,1,1
2016,22,093,3,19.21,22.16,1,1
2016,22,095,1,24.67,14,1,1
2016,22,095,2,25.84,16.3,1,1
2016,22,095,3,19.09,15.01,1,1
2016,22,097,1,0.68,0,1,1
2016,22,097,2,0,0,1,1
2016,22,097,3,2.06,1.9,1,1
2016,22,099,1,17.61,36.18,1,1
2016,22,099,2,18.79,24.55,1,1
2016,22,099,3,22.18,35.82,1,1
2016,22,101,1,10.68,9.66,1,1
2016,22,101,2,14.63,11.95,1,1
2016,22,101,3,12.2,22.07,1,1
2016,22,103,1,19.82,13.2,1,1
2016,22,103,2,21.3,10.62,1,1
2016,22,103,3,36,45,1,1
2016,22,105,1,11.85,6.7,1,1
2016,22,105,2,16.14,9.63,1,1
2016,22,105,3,17.88,12.02,1,1
2016,22,107,2,0,0,1,1
2016,22,107,3,0,0,1,1
2016,22,109,1,26.5,30.73,1,1
2016,22,109,2,32.2,36.72,1,1
2016,22,109,3,34,28,1,1
2016,22,111,1,3,34.05,1,1
2016,22,111,2,4.54,25.07,1,1
2016,22,111,3,6.68,23,1,1
2016,22,113,1,19.47,18.34,1,1
2016,22,113,3,34.06,44.57,1,1
2016,22,115,1,14.08,33.36,1,1
2016,22,115,2,22.16,26.04,1,1
2016,22,115,3,24,8,1,1
2016,22,115,NA,NaN,NaN,1,1
2016,22,117,1,0.39,0,1,1
2016,22,117,2,0,4.24,1,1
2016,22,117,3,1,0,1,1
2016,22,119,1,10.89,27.78,1,1
2016,22,119,2,12.51,11.45,1,1
2016,22,119,3,19.85,6.24,1,1
2016,22,121,2,31.38,34.96,1,1
2016,22,121,3,49.66,55.32,1,1
2016,22,123,1,2,0,1,1
2016,22,123,2,2,11,1,1
2016,22,125,1,27,36,1,1
2016,22,125,3,25.32,26.08,1,1
2016,22,127,1,0,14,1,1
2016,22,127,2,0.75,0,1,1
2016,22,127,3,1,0,1,1
2016,23,001,1,40.01,42.68,1,1
2016,23,003,1,4.97,7.83,1,1
2016,23,005,1,62.52,53.7,1,1
