year,state,place,index_transit_trips,index_transit_trips_quality
2019,12,16725,94.25,1
2019,12,17200,78.28,1
2019,12,17935,85.23,1
2019,12,24000,96.74,1
2019,12,24125,97.5,1
2019,12,25175,97.07,1
2019,12,30000,96.96,1
2019,12,32000,96.31,1
2019,12,32275,83.28,1
2019,12,35000,97.94,1
2019,12,36950,94.46,1
2019,12,38250,98.05,1
2019,12,39425,93.49,1
2019,12,43975,79.7,1
2019,12,45000,98.26,1
2019,12,45025,98.37,1
2019,12,45060,95.98,1
2019,12,45975,87.13,1
2019,12,49675,64.71,1
2019,12,53000,97.18,1
2019,12,54000,71.66,1
2019,12,54200,85.56,1
2019,12,55775,91.97,1
2019,12,57425,92.18,1
2019,12,58050,95.11,1
2019,12,58715,48.26,1
2019,12,63000,96.85,1
2019,12,69700,91.21,1
2019,12,70600,99.46,1
2019,12,71000,99.57,1
2019,12,76600,99.78,1
2019,13,03440,99.36,1
2019,13,04000,99.52,1
2019,13,04204,99.04,1
2019,13,19000,99.2,1
2019,13,42425,45.91,1
2019,13,49008,NA,NA
2019,13,67284,94.87,1
2019,13,68516,98.56,1
2019,13,69000,99.84,1
2019,13,72122,NA,NA
2019,13,80508,96.31,1
2019,15,71550,98.68,1
2019,16,08830,99.56,1
2019,16,52120,7.05,1
2019,16,56260,27.53,1
2019,17,02154,95.76,1
2019,17,03012,94.01,1
2019,17,06613,98.9,1
2019,17,12385,99.42,1
2019,17,14000,99.63,1
2019,17,14351,99.2,1
2019,17,23074,93.57,1
2019,17,24582,99.05,1
2019,17,38570,83.55,1
2019,17,51622,77.12,1
2019,17,59000,99.34,1
2019,17,65000,99.85,1
2019,17,68003,94.15,1
2019,17,72000,99.56,1
2019,17,79293,93.64,1
2019,18,05860,96.77,1
2019,18,10342,18.21,1
2019,18,22000,97.94,1
2019,18,23278,49.78,1
2019,18,25000,98.68,1
2019,18,31000,90.75,1
2019,18,36003,98.24,1
2019,18,71000,98.09,1
2019,19,12000,99.41,1
2019,19,19000,99.9,1
2019,19,21000,99.7,1
2019,19,73335,99.5,1
2019,20,36000,99.55,1
2019,20,38900,98.96,1
2019,20,52575,95.39,1
2019,20,53775,97.32,1
2019,20,71000,99.11,1
2019,20,79000,99.26,1
2019,21,46027,99.24,1
2019,21,48006,99.43,1
2019,22,05000,98.94,1
2019,22,40735,99.15,1
2019,22,41155,99.37,1
2019,22,55000,99.79,1
2019,22,70000,98.52,1
2019,24,04000,99.42,1
2019,24,30325,87.67,1
2019,25,07000,98.36,1
2019,25,09000,85.66,1
2019,25,11000,97.95,1
2019,25,23000,89.96,1
2019,25,34550,92.21,1
2019,25,37000,93.44,1
2019,25,37490,93.85,1
2019,25,45000,89.34,1
2019,25,45560,95.49,1
2019,25,55745,94.26,1
2019,25,62535,97.13,1
2019,25,67000,96.72,1
2019,25,82000,99.59,1
2019,26,03000,97.11,1
2019,26,21000,93.58,1
2019,26,22000,98.41,1
2019,26,27440,82.4,1
2019,26,29000,98.85,1
2019,26,34000,98.27,1
2019,26,46000,99.13,1
2019,26,49000,76.62,1
2019,26,69035,51.52,1
2019,26,74900,89.75,1
2019,26,76460,82.61,1
2019,26,80700,73.02,1
2019,26,84000,99.57,1
2019,26,86000,92.5,1
2019,26,88940,93.94,1
2019,27,06616,98.9,1
2019,27,07966,98.01,1
2019,27,17000,99.23,1
2019,27,43000,99.45,1
2019,27,51730,95.58,1
2019,27,54880,98.57,1
2019,27,58000,99.34,1
2019,27,71428,50.83,1
2019,28,36000,91.99,1
2019,29,15670,99.32,1
2019,29,35000,99.22,1
2019,29,38000,99.71,1
2019,29,41348,53.35,1
2019,29,54074,37.33,1
2019,29,65000,99.61,1
2019,29,70000,99.51,1
2019,30,06550,98.35,1
2019,31,28000,99.66,1
2019,31,37000,99.83,1
2019,32,31900,94.62,1
2019,32,40000,97.69,1
2019,32,51800,93.85,1
2019,32,60600,98.46,1
2019,32,68400,91.54,1
2019,33,45140,97.94,1
2019,33,50260,96.91,1
2019,34,13690,97.62,1
2019,34,21000,98.17,1
2019,34,36000,98.9,1
2019,34,51000,99.08,1
2019,34,57000,98.35,1
2019,34,74000,99.63,1
2019,35,02000,98.87,1
2019,35,39380,98.42,1
2019,35,63460,93.45,1
2019,35,70500,98.65,1
2019,36,01000,94.52,1
2019,36,11000,95.03,1
2019,36,50617,94.27,1
2019,36,51000,97.81,1
2019,36,63000,98.65,1
2019,36,73000,99.24,1
2019,36,84000,99.83,1
2019,37,02140,98.38,1
2019,37,10740,97.03,1
2019,37,12000,98.51,1
2019,37,14100,91.62,1
2019,37,19000,98.65,1
2019,37,22920,98.78,1
2019,37,25580,90.54,1
2019,37,28000,98.24,1
2019,37,28080,98.11,1
2019,37,31400,97.3,1
2019,37,55000,99.19,1
2019,37,74440,97.97,1
2019,37,75000,99.59,1
2019,38,25700,99.25,1
2019,39,01000,98.51,1
2019,39,15000,98.92,1
2019,39,16000,99.17,1
2019,39,18000,99.25,1
2019,39,21000,98.76,1
2019,39,61000,97.51,1
2019,39,77000,98.84,1
2019,40,09050,97.27,1
2019,40,23200,99.05,1
2019,40,41850,99.59,1
2019,40,52500,99.45,1
2019,40,55000,100,1
2019,40,75000,99.73,1
2019,41,05350,96.54,2
2019,41,05800,96.01,1
2019,41,23850,97.34,1
2019,41,31250,97.07,1
2019,41,34100,94.95,1
2019,41,47000,96.81,1
2019,41,59000,98.94,1
2019,41,64900,97.61,1
2019,42,02000,99.38,1
2019,42,06088,99.49,1
2019,42,24000,99.6,1
2019,42,60000,99.72,1
2019,42,61000,99.77,1
2019,42,63624,99.55,1
2019,42,69000,98.58,1
2019,44,19180,88.24,1
2019,44,54640,91.18,1
2019,44,59000,97.06,1
2019,44,74300,100,1
2019,45,13330,98.48,1
2019,45,16000,98.73,1
2019,45,48535,93.42,1
2019,45,50875,96.96,1
2019,46,59020,99.74,1
2019,47,14000,98.37,1
2019,47,15160,97.2,1
2019,47,27740,48.37,1
2019,47,40000,98.83,1
2019,47,48000,99.07,1
2019,47,51560,96.5,1
2019,47,52006,99.3,1
2019,48,01000,86.96,1
2019,48,01924,47.63,1
2019,48,03000,86.39,1
2019,48,04000,82.96,1
2019,48,05000,87.59,1
2019,48,06128,62.58,1
2019,48,07000,86.85,1
2019,48,10768,88.51,1
2019,48,10912,88.56,1
2019,48,13024,85.88,1
2019,48,13552,28.27,2
2019,48,15976,89.08,1
2019,48,16432,14.01,2
2019,48,17000,89.25,1
2019,48,19000,89.59,1
2019,48,19972,82.79,1
2019,48,22660,41.45,1
2019,48,24000,89.94,1
2019,48,26232,53.06,1
2019,48,27000,86.79,1
2019,48,27684,54.12,1
2019,48,29000,86.51,1
2019,48,30464,71.24,1
2019,48,35000,91.82,1
2019,48,37000,86.68,1
2019,48,39148,84.45,1
2019,48,41464,92.91,1
2019,48,41980,26.07,1
2019,48,42508,83.3,1
2019,48,43888,93.31,1
2019,48,45000,86.91,1
2019,48,45384,77.59,1
2019,48,45744,63.24,1
2019,48,47892,83.88,1
2019,48,48072,86.74,1
2019,48,48768,94.11,1
2019,48,50820,71.98,1
2019,48,53388,95.08,1
2019,48,56000,63.98,1
2019,48,56348,32.48,1
2019,48,57200,54.2,1
2019,48,58016,82.5,1
2019,48,61796,85.71,1
2019,48,63500,63.18,1
2019,48,64472,97.08,1
2019,48,65000,97.14,1
2019,48,70808,6.4,1
2019,48,72176,84.22,1
2019,48,74144,98.91,1
2019,48,76000,99.26,1
2019,48,79000,99.71,1
2019,49,43660,92.05,1
2019,49,44320,83.79,1
2019,49,55980,98.17,1
2019,49,57300,95.11,1
2019,49,62470,96.33,1
2019,49,65330,90.52,1
2019,49,67000,98.47,1
2019,49,67440,96.94,1
2019,49,70850,94.8,1
2019,49,82950,96.64,1
2019,49,83470,97.25,1
2019,51,01000,95.94,1
2019,51,16000,97.97,1
2019,51,35000,96.11,1
2019,51,47672,96.79,1
2019,51,56000,96.28,1
2019,51,57000,98.98,1
2019,51,64000,99.32,1
2019,51,67000,99.49,1
2019,51,68000,96.62,1
2019,51,76432,11.76,1
2019,51,82000,96.95,1
2019,53,03180,89.83,1
2019,53,05210,96.66,1
2019,53,05280,99.21,1
2019,53,22640,93.32,1
2019,53,23515,96.34,1
2019,53,35275,98.25,1
2019,53,35415,95.79,1
2019,53,35940,94.75,1
2019,53,53545,97.14,1
2019,53,57745,96.5,1
2019,53,63000,99.68,1
2019,53,67000,99.52,1
2019,53,67167,98.41,1
2019,53,70000,98.09,1
2019,53,74060,97.77,1
2019,53,80010,99.36,1
2019,55,02375,97.93,1
2019,55,31000,99.09,1
2019,55,39225,99.35,1
2019,55,48000,99.48,1
2019,55,53000,99.74,1
2019,55,66000,98.58,1
2019,01,03076,96.2,1
2019,01,07000,99.14,1
2019,01,35896,95.85,1
2019,01,37000,98.79,1
2019,01,50000,99.31,1
2019,01,51000,98.96,1
2019,01,77256,98.1,1
2019,02,03000,86.36,1
2019,04,04720,87,1
2019,04,07940,70.44,1
2019,04,12000,98.67,1
2019,04,23620,98.22,1
2019,04,27400,94.67,1
2019,04,27820,97.11,1
2019,04,28380,98.89,1
2019,04,46000,98.44,1
2019,04,54050,95.33,1
2019,04,55000,99.11,1
2019,04,65000,97.33,1
2019,04,71510,83.11,1
2019,04,73000,97.78,1
2019,04,77000,99.56,1
2019,04,85540,98,1
2019,05,23290,99.63,1
2019,05,24550,98.71,1
2019,05,35710,98.34,1
2019,05,41000,99.45,1
2019,05,66080,99.26,1
2019,06,00562,93.74,1
2019,06,00884,41.13,1
2019,06,02000,96.18,1
2019,06,02252,85.17,1
2019,06,02364,65.52,1
2019,06,03526,95.78,1
2019,06,04982,32.56,1
2019,06,06000,95.85,1
2019,06,08786,93.87,1
2019,06,08954,52.21,1
2019,06,11194,93.41,1
2019,06,11530,32.79,1
2019,06,13014,95.45,1
2019,06,13210,90.71,1
2019,06,13214,76.33,1
2019,06,13392,95.52,1
2019,06,13588,32.79,1
2019,06,14218,76.14,1
2019,06,15044,48.12,1
2019,06,16000,91.23,1
2019,06,16350,92.62,1
2019,06,16532,95.25,1
2019,06,17918,94.79,1
2019,06,19766,96.7,1
2019,06,21712,94.73,1
2019,06,22020,26.93,1
2019,06,22230,88.13,1
2019,06,22804,95.19,1
2019,06,23182,96.97,1
2019,06,24638,87.15,1
2019,06,24680,95.06,1
2019,06,26000,94.2,1
2019,06,27000,97.1,1
2019,06,28000,97.17,1
2019,06,29000,95.58,1
2019,06,30000,66.68,1
2019,06,32548,76.27,1
2019,06,33000,94.86,1
2019,06,33182,90.51,1
2019,06,33434,90.11,1
2019,06,36000,95.72,1
2019,06,36448,87.74,1
2019,06,36546,83.98,1
2019,06,36770,95.65,1
2019,06,37692,NA,NA
2019,06,39496,93.14,1
2019,06,39892,33.06,1
2019,06,40130,97.43,1
2019,06,41992,86.29,1
2019,06,43000,97.76,1
2019,06,44000,97.82,1
2019,06,45484,60.05,1
2019,06,46842,86.59,1
2019,06,46898,97.96,1
2019,06,47766,85.3,1
2019,06,48256,94.4,1
2019,06,48354,95.32,1
2019,06,49270,92.88,1
2019,06,49670,92.68,1
2019,06,50076,84.84,1
2019,06,50258,77.72,1
2019,06,51182,94.59,1
2019,06,52526,38.3,1
2019,06,53000,96.11,1
2019,06,53322,95.39,1
2019,06,53896,94.66,1
2019,06,53980,94.99,1
2019,06,54652,98.09,1
2019,06,55156,98.15,1
2019,06,56000,69.68,1
2019,06,56700,78.11,1
2019,06,57456,84.31,1
2019,06,57792,84.77,1
2019,06,58072,98.22,1
2019,06,59444,42.39,1
2019,06,59451,91.63,1
2019,06,59920,94.07,1
2019,06,60102,90.44,1
2019,06,60466,98.42,1
2019,06,60620,93.01,1
2019,06,62000,98.48,1
2019,06,62938,59.66,1
2019,06,64000,98.55,1
2019,06,64224,98.68,1
2019,06,65000,98.81,1
2019,06,65042,98.88,1
2019,06,66000,98.95,1
2019,06,67000,99.01,1
2019,06,68000,96.04,1
2019,06,68084,93.94,1
2019,06,68196,93.47,1
2019,06,68252,93.34,1
2019,06,68378,62.52,1
2019,06,69000,95.91,1
2019,06,69070,94.92,1
2019,06,69084,90.77,1
2019,06,69088,53.2,1
2019,06,69196,86.16,1
2019,06,70000,70.07,1
2019,06,70098,87.54,1
2019,06,72016,99.21,1
2019,06,73080,35.4,1
2019,06,75000,95.98,1
2019,06,77000,93.21,1
2019,06,78120,84.94,1
2019,06,78582,99.41,1
2019,06,80000,42.85,1
2019,06,80238,76.8,1
2019,06,80854,94.26,1
2019,06,81344,90.38,1
2019,06,81554,99.54,1
2019,06,81666,75.41,1
2019,06,82590,99.6,1
2019,06,82954,99.67,1
2019,06,82996,95.12,1
2019,06,84200,94,1
2019,06,84550,94.53,1
2019,06,85292,87.48,1
2019,08,03455,92.81,1
2019,08,04000,93.46,1
2019,08,07850,92.37,1
2019,08,12815,93.03,1
2019,08,16000,93.68,1
2019,08,20000,95.21,1
2019,08,27425,95.64,1
2019,08,32155,96.51,1
2019,08,43000,93.25,1
2019,08,45970,88.02,1
2019,08,46465,87.8,1
2019,08,62000,98.26,1
2019,08,77290,91.72,1
2019,08,83835,92.16,1
2019,09,08000,97.89,1
2019,09,18430,90.85,1
2019,09,37000,99.3,1
2019,09,52000,94.37,1
2019,09,55990,95.77,1
2019,09,73000,97.18,1
2019,09,80000,93.66,1
2019,11,50000,NA,NA
2019,12,07300,97.5,1
2019,12,07875,66.4,1
2019,12,10275,95.87,1
2019,12,12875,96.63,1
2019,12,14400,86.32,1
2019,12,16475,53.09,1
2019,12,16725,94.68,1
2019,12,17200,81.43,1
2019,12,17935,13.36,1
2019,12,24000,96.42,1
2019,12,24125,97.72,1
2019,12,25175,97.07,1
2019,12,30000,95.44,1
2019,12,32000,79.42,1
2019,12,32275,83.22,1
2019,12,35000,98.05,1
2019,12,36950,96.2,1
2019,12,38250,96.96,1
2019,12,39425,96.85,1
2019,12,43975,89.36,1
2019,12,45000,98.15,1
2019,12,45025,98.26,1
2019,12,45060,82.08,1
2019,12,45975,47.29,1
2019,12,49675,65.31,1
2019,12,53000,97.29,1
2019,12,54000,75.73,1
2019,12,54200,68.73,1
2019,12,55775,58.36,1
2019,12,57425,77.09,1
2019,12,58050,83.82,1
2019,12,58715,1.85,1
2019,12,63000,97.18,1
2019,12,69700,67.21,1
2019,12,70600,99.35,1
2019,12,71000,99.46,1
2019,12,76600,99.78,1
2019,13,03440,98.56,1
2019,13,04000,99.36,1
2019,13,04204,99.2,1
2019,13,19000,99.52,1
2019,13,42425,96.15,1
2019,13,49008,NA,NA
2019,13,67284,97.6,1
2019,13,68516,99.04,1
2019,13,69000,99.84,1
2019,13,72122,NA,NA
2019,13,80508,96.63,1
2019,15,71550,98.68,1
2019,16,08830,99.56,1
2019,16,52120,93.83,1
2019,16,56260,89.87,1
2019,17,02154,96.35,1
2019,17,03012,91.59,1
2019,17,06613,99.12,1
2019,17,12385,99.27,1
2019,17,14000,99.63,1
2019,17,14351,98.61,1
2019,17,23074,91.3,1
2019,17,24582,98.83,1
2019,17,38570,84.1,1
2019,17,51622,80.99,1
2019,17,59000,99.42,1
2019,17,65000,99.85,1
2019,17,68003,94.81,1
2019,17,72000,99.56,1
2019,17,79293,76.32,1
2019,18,05860,96.77,1
2019,18,10342,95.59,1
2019,18,22000,98.09,1
2019,18,23278,91.78,1
2019,18,25000,98.68,1
2019,18,31000,93.54,1
2019,18,36003,98.24,1
2019,18,71000,97.94,1
2019,19,12000,99.6,1
2019,19,19000,99.9,1
2019,19,21000,99.7,1
2019,19,73335,99.41,1
2019,20,36000,99.55,1
2019,20,38900,98.51,1
2019,20,52575,98.36,1
2019,20,53775,99.11,1
2019,20,71000,98.96,1
2019,20,79000,99.26,1
2019,21,46027,99.24,1
2019,21,48006,99.43,1
2019,22,05000,98.94,1
2019,22,40735,99.15,1
2019,22,41155,99.37,1
2019,22,55000,99.79,1
2019,22,70000,98.73,1
2019,24,04000,99.42,1
2019,24,30325,88.25,1
2019,25,07000,98.36,1
2019,25,09000,90.98,1
2019,25,11000,97.95,1
2019,25,23000,77.87,1
2019,25,34550,93.44,1
2019,25,37000,93.85,1
2019,25,37490,95.49,1
2019,25,45000,78.28,1
2019,25,45560,95.08,1
2019,25,55745,96.31,1
2019,25,62535,97.13,1
2019,25,67000,91.39,1
2019,25,82000,99.59,1
2019,26,03000,94.95,1
2019,26,21000,72.29,1
2019,26,22000,96.25,1
2019,26,27440,92.64,1
2019,26,29000,96.83,1
2019,26,34000,97.26,1
2019,26,46000,98.27,1
2019,26,49000,70.85,1
2019,26,69035,85.86,1
2019,26,74900,91.92,1
2019,26,76460,87.16,1
2019,26,80700,88.89,1
2019,26,84000,99.57,1
2019,26,86000,71.57,1
2019,26,88940,94.23,1
2019,27,06616,98.79,1
2019,27,07966,98.46,1
2019,27,17000,99.12,1
2019,27,43000,99.34,1
2019,27,51730,97.79,1
2019,27,54880,98.9,1
2019,27,58000,99.23,1
2019,27,71428,89.36,1
2019,28,36000,98.62,1
2019,29,15670,99.51,1
2019,29,35000,99.42,1
2019,29,38000,99.9,1
2019,29,41348,98.45,1
2019,29,54074,97.28,1
2019,29,65000,35.97,1
2019,29,70000,99.71,1
2019,30,06550,99.45,1
2019,31,28000,99.66,1
2019,31,37000,99.83,1
2019,32,31900,95.38,1
2019,32,40000,97.69,1
2019,32,51800,93.85,1
2019,32,60600,98.46,1
2019,32,68400,93.08,1
2019,33,45140,97.94,1
2019,33,50260,96.91,1
2019,34,13690,95.24,1
2019,34,21000,97.44,1
2019,34,36000,99.27,1
2019,34,51000,99.45,1
2019,34,57000,97.8,1
2019,34,74000,99.63,1
2019,35,02000,97.97,1
2019,35,39380,98.87,1
2019,35,63460,87.36,1
2019,35,70500,98.65,1
2019,36,01000,93.6,1
2019,36,11000,94.19,1
2019,36,50617,93.26,1
2019,36,51000,97.47,1
2019,36,63000,98.4,1
2019,36,73000,99.16,1
2019,36,84000,99.83,1
2019,37,02140,98.92,1
2019,37,10740,97.16,1
2019,37,12000,99.05,1
2019,37,14100,97.57,1
2019,37,19000,99.19,1
2019,37,22920,99.32,1
2019,37,25580,60.74,1
2019,37,28000,96.08,1
2019,37,28080,98.51,1
2019,37,31400,77.23,1
2019,37,55000,99.46,1
2019,37,74440,95.41,1
2019,37,75000,99.73,1
2019,38,25700,99.75,1
2019,39,01000,98.17,1
2019,39,15000,98.84,1
2019,39,16000,98.92,1
2019,39,18000,99.09,1
2019,39,21000,98.59,1
2019,39,61000,97.43,1
2019,39,77000,98.51,1
2019,40,09050,99.05,1
2019,40,23200,95.91,1
2019,40,41850,99.59,1
2019,40,52500,99.18,1
2019,40,55000,99.73,1
2019,40,75000,99.86,1
2019,41,05350,96.81,2
2019,41,05800,96.28,1
2019,41,23850,97.61,1
2019,41,31250,97.07,1
2019,41,34100,95.74,1
2019,41,47000,96.54,1
2019,41,59000,98.94,1
2019,41,64900,97.34,1
2019,42,02000,99.38,1
2019,42,06088,99.43,1
2019,42,24000,99.55,1
2019,42,60000,99.66,1
2019,42,61000,99.72,1
2019,42,63624,99.49,1
2019,42,69000,98.36,1
2019,44,19180,88.24,1
2019,44,54640,91.18,1
2019,44,59000,97.06,1
2019,44,74300,100,1
2019,45,13330,98.48,1
2019,45,16000,98.73,1
2019,45,48535,95.44,1
2019,45,50875,97.72,1
2019,46,59020,99.74,1
2019,47,14000,98.83,1
2019,47,15160,83.45,1
2019,47,27740,68.3,1
2019,47,40000,98.14,1
2019,47,48000,99.3,1
2019,47,51560,96.04,1
2019,47,52006,97.9,1
2019,48,01000,97.43,1
2019,48,01924,59.01,1
2019,48,03000,97.14,1
2019,48,04000,93.65,1
2019,48,05000,97.48,1
2019,48,06128,94.17,1
2019,48,07000,97.2,1
2019,48,10768,97.6,1
2019,48,10912,97.66,1
2019,48,13024,96.74,1
2019,48,13552,29.93,2
2019,48,15976,97.71,1
2019,48,16432,3.09,2
2019,48,17000,97.77,1
2019,48,19000,97.83,1
2019,48,19972,95.48,1
2019,48,22660,58.55,1
2019,48,24000,98,1
2019,48,26232,83.53,1
2019,48,27000,96.51,1
2019,48,27684,90.68,1
2019,48,29000,97.31,1
2019,48,30464,96.23,1
2019,48,35000,98.57,1
2019,48,37000,97.26,1
2019,48,39148,75.24,1
2019,48,41464,98.8,1
2019,48,41980,70.44,1
2019,48,42508,94.68,1
2019,48,43888,98.86,1
2019,48,45000,97.37,1
2019,48,45384,95.31,1
2019,48,45744,90.74,1
2019,48,47892,96.63,1
2019,48,48072,97.08,1
2019,48,48768,98.97,1
2019,48,50820,93.71,1
2019,48,53388,99.14,1
2019,48,56000,96.4,1
2019,48,56348,85.31,1
2019,48,57200,65.29,1
2019,48,58016,96.28,1
2019,48,61796,96.91,1
2019,48,63500,66.04,1
2019,48,64472,99.54,1
2019,48,65000,99.6,1
2019,48,70808,43.65,1
2019,48,72176,96.17,1
2019,48,74144,99.66,1
2019,48,76000,99.83,1
2019,48,79000,97.03,1
2019,49,43660,94.5,1
2019,49,44320,88.69,1
2019,49,55980,96.64,1
2019,49,57300,93.88,1
2019,49,62470,95.72,1
2019,49,65330,84.71,1
2019,49,67000,98.47,1
2019,49,67440,98.17,1
2019,49,70850,95.41,1
2019,49,82950,96.94,1
2019,49,83470,97.25,1
2019,51,01000,96.95,1
2019,51,16000,97.97,1
2019,51,35000,96.45,1
2019,51,47672,96.28,1
2019,51,56000,94.92,1
2019,51,57000,98.98,1
2019,51,64000,99.32,1
2019,51,67000,99.49,1
2019,51,68000,96.62,1
2019,51,76432,85.96,1
2019,51,82000,96.79,1
2019,53,03180,59.46,1
2019,53,05210,66.3,1
2019,53,05280,98.57,1
2019,53,22640,98.41,1
2019,53,23515,53.82,1
2019,53,35275,97.77,1
2019,53,35415,53.42,1
2019,53,35940,58.43,1
2019,53,53545,96.66,1
2019,53,57745,62.16,1
2019,53,63000,99.52,1
2019,53,67000,99.21,1
2019,53,67167,99.68,1
2019,53,70000,98.89,1
2019,53,74060,99.05,1
2019,53,80010,98.73,1
2019,55,02375,98.06,1
2019,55,31000,99.09,1
2019,55,39225,99.35,1
2019,55,48000,99.48,1
2019,55,53000,99.74,1
2019,55,66000,98.71,1
