year,state,county,subgroup_type,subgroup,rate_injury_death,rate_injury_death_lb,rate_injury_death_ub,rate_injury_death_quality
2023,45,003,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2023,45,003,race-ethncity,"White, Hon-Hispanic",139.6,129.9,149.4,1
2023,45,005,all,All,138.1,104,179.8,1
2023,45,005,race-ethncity,"Black, Non-Hispanic",143.1,102.7,194.2,1
2023,45,005,race-ethncity,Hispanic,NA,NA,NA,NA
2023,45,005,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2023,45,005,race-ethncity,"White, Hon-Hispanic",NA,NA,NA,NA
2023,45,007,all,All,109.2,102.9,115.6,1
2023,45,007,race-ethncity,"Black, Non-Hispanic",100.2,84.9,115.5,1
2023,45,007,race-ethncity,Hispanic,53.9,34.9,79.6,2
2023,45,007,race-ethncity,Other Races and Ethnicities,63,39,96.3,2
2023,45,007,race-ethncity,"White, Hon-Hispanic",116.3,108.7,123.8,1
2023,45,009,all,All,116.3,92,145.2,1
2023,45,009,race-ethncity,"Black, Non-Hispanic",106.8,76.9,144.3,1
2023,45,009,race-ethncity,Hispanic,NA,NA,NA,NA
2023,45,009,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2023,45,009,race-ethncity,"White, Hon-Hispanic",138.7,96.1,193.8,1
2023,45,011,all,All,132.9,110.6,155.1,1
2023,45,011,race-ethncity,"Black, Non-Hispanic",119.6,89.6,156.4,1
2023,45,011,race-ethncity,Hispanic,NA,NA,NA,NA
2023,45,011,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2023,45,011,race-ethncity,"White, Hon-Hispanic",154.2,122.5,191.7,1
2023,45,013,all,All,81,75.4,86.7,1
2023,45,013,race-ethncity,"Black, Non-Hispanic",104.5,88.7,120.4,1
2023,45,013,race-ethncity,Hispanic,43.4,32,57.5,1
2023,45,013,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2023,45,013,race-ethncity,"White, Hon-Hispanic",83.4,76.5,90.3,1
2023,45,015,all,All,92,86.6,97.4,1
2023,45,015,race-ethncity,"Black, Non-Hispanic",99.5,88,111,1
2023,45,015,race-ethncity,Hispanic,54.9,40.9,72.1,1
2023,45,015,race-ethncity,Other Races and Ethnicities,33,20.9,49.5,2
2023,45,015,race-ethncity,"White, Hon-Hispanic",99.2,92.1,106.4,1
2023,45,017,all,All,132.6,107.3,162.1,1
2023,45,017,race-ethncity,"Black, Non-Hispanic",118.2,81.4,166.1,1
2023,45,017,race-ethncity,Hispanic,NA,NA,NA,NA
2023,45,017,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2023,45,017,race-ethncity,"White, Hon-Hispanic",153.1,116.9,197.1,1
2023,45,019,all,All,105.5,101.1,109.9,1
2023,45,019,race-ethncity,"Black, Non-Hispanic",144.2,133.8,154.6,1
2023,45,019,race-ethncity,Hispanic,98.3,80.6,116.1,1
2023,45,019,race-ethncity,Other Races and Ethnicities,35.4,23.5,51.2,1
2023,45,019,race-ethncity,"White, Hon-Hispanic",95.7,90.5,100.8,1
2023,45,021,all,All,112.2,99.8,124.5,1
2023,45,021,race-ethncity,"Black, Non-Hispanic",84.3,62.2,111.8,1
2023,45,021,race-ethncity,Hispanic,NA,NA,NA,NA
2023,45,021,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2023,45,021,race-ethncity,"White, Hon-Hispanic",128.8,113.2,144.4,1
2023,45,023,all,All,148.6,129.8,167.4,1
2023,45,023,race-ethncity,"Black, Non-Hispanic",123.5,96.4,155.8,1
2023,45,023,race-ethncity,Hispanic,NA,NA,NA,NA
2023,45,023,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2023,45,023,race-ethncity,"White, Hon-Hispanic",173,146.5,199.6,1
2023,45,025,all,All,121.9,107.4,136.5,1
2023,45,025,race-ethncity,"Black, Non-Hispanic",104.6,82.3,131.1,1
2023,45,025,race-ethncity,Hispanic,NA,NA,NA,NA
2023,45,025,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2023,45,025,race-ethncity,"White, Hon-Hispanic",144.2,123.7,164.7,1
2023,45,027,all,All,109.9,93.7,126.2,1
2023,45,027,race-ethncity,"Black, Non-Hispanic",99,77.5,124.7,1
2023,45,027,race-ethncity,Hispanic,NA,NA,NA,NA
2023,45,027,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2023,45,027,race-ethncity,"White, Hon-Hispanic",127.1,102.2,152.1,1
2023,45,029,all,All,166.9,148.6,185.3,1
2023,45,029,race-ethncity,"Black, Non-Hispanic",178,146.2,209.7,1
2023,45,029,race-ethncity,Hispanic,NA,NA,NA,NA
2023,45,029,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2023,45,029,race-ethncity,"White, Hon-Hispanic",166.2,142.1,190.4,1
2023,45,031,all,All,122.9,110.7,135,1
2023,45,031,race-ethncity,"Black, Non-Hispanic",121.6,102.8,140.3,1
2023,45,031,race-ethncity,Hispanic,NA,NA,NA,NA
2023,45,031,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2023,45,031,race-ethncity,"White, Hon-Hispanic",127.1,110.3,143.9,1
2023,45,033,all,All,159.3,138.7,179.9,1
2023,45,033,race-ethncity,"Black, Non-Hispanic",159.7,129.4,190,1
2023,45,033,race-ethncity,Hispanic,NA,NA,NA,NA
2023,45,033,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2023,45,033,race-ethncity,"White, Hon-Hispanic",174.1,142,206.3,1
2023,45,035,all,All,89.8,83.3,96.2,1
2023,45,035,race-ethncity,"Black, Non-Hispanic",84.9,72.4,97.4,1
2023,45,035,race-ethncity,Hispanic,58.5,39.8,83.1,1
2023,45,035,race-ethncity,Other Races and Ethnicities,48,30.1,72.7,2
2023,45,035,race-ethncity,"White, Hon-Hispanic",98.6,90,107.1,1
2023,45,037,all,All,99.2,82.4,116,1
2023,45,037,race-ethncity,"Black, Non-Hispanic",103.1,75.5,137.5,1
2023,45,037,race-ethncity,Hispanic,NA,NA,NA,NA
2023,45,037,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2023,45,037,race-ethncity,"White, Hon-Hispanic",107.7,85.9,133.3,1
2023,45,039,all,All,154.8,131.1,178.4,1
2023,45,039,race-ethncity,"Black, Non-Hispanic",153.3,123.3,188.5,1
2023,45,039,race-ethncity,Hispanic,NA,NA,NA,NA
2023,45,039,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2023,45,039,race-ethncity,"White, Hon-Hispanic",178.2,139.9,223.7,1
2023,45,041,all,All,118.2,110,126.3,1
2023,45,041,race-ethncity,"Black, Non-Hispanic",109.1,97.2,121,1
2023,45,041,race-ethncity,Hispanic,95.3,58.2,147.1,2
2023,45,041,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2023,45,041,race-ethncity,"White, Hon-Hispanic",133.6,121.4,145.8,1
2023,45,043,all,All,137.3,124.5,150.2,1
2023,45,043,race-ethncity,"Black, Non-Hispanic",146.7,122,171.4,1
2023,45,043,race-ethncity,Hispanic,NA,NA,NA,NA
2023,45,043,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2023,45,043,race-ethncity,"White, Hon-Hispanic",138.6,122.7,154.5,1
2023,45,045,all,All,112,108,116,1
2023,45,045,race-ethncity,"Black, Non-Hispanic",121.5,111.5,131.4,1
2023,45,045,race-ethncity,Hispanic,58.1,49.1,67,1
2023,45,045,race-ethncity,Other Races and Ethnicities,19.7,12.9,28.9,1
2023,45,045,race-ethncity,"White, Hon-Hispanic",124.5,119.4,129.7,1
2023,45,047,all,All,122.3,110.7,133.9,1
2023,45,047,race-ethncity,"Black, Non-Hispanic",108.4,88.9,127.9,1
2023,45,047,race-ethncity,Hispanic,NA,NA,NA,NA
2023,45,047,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2023,45,047,race-ethncity,"White, Hon-Hispanic",143.8,127.5,160.2,1
2023,45,049,all,All,135.2,111.4,159,1
2023,45,049,race-ethncity,"Black, Non-Hispanic",120.5,91.3,156.1,1
2023,45,049,race-ethncity,Hispanic,NA,NA,NA,NA
2023,45,049,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2023,45,049,race-ethncity,"White, Hon-Hispanic",153.9,117.1,198.5,1
2023,45,051,all,All,119.1,114.1,124.1,1
2023,45,051,race-ethncity,"Black, Non-Hispanic",139,123.6,154.4,1
2023,45,051,race-ethncity,Hispanic,59.4,46.5,74.8,1
2023,45,051,race-ethncity,Other Races and Ethnicities,30.4,19,46,2
2023,45,051,race-ethncity,"White, Hon-Hispanic",125.4,119.7,131.2,1
2023,45,053,all,All,145.3,126.5,164.2,1
2023,45,053,race-ethncity,"Black, Non-Hispanic",169.8,137.7,207.2,1
2023,45,053,race-ethncity,Hispanic,111.3,72.7,163.1,1
2023,45,053,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2023,45,053,race-ethncity,"White, Hon-Hispanic",141,113.7,168.2,1
2023,45,055,all,All,121.4,109.6,133.1,1
2023,45,055,race-ethncity,"Black, Non-Hispanic",112,90.3,137.4,1
2023,45,055,race-ethncity,Hispanic,NA,NA,NA,NA
2023,45,055,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2023,45,055,race-ethncity,"White, Hon-Hispanic",133.4,118.4,148.4,1
2023,45,057,all,All,124.2,114.5,133.9,1
2023,45,057,race-ethncity,"Black, Non-Hispanic",156.8,132.7,180.9,1
2023,45,057,race-ethncity,Hispanic,NA,NA,NA,NA
2023,45,057,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2023,45,057,race-ethncity,"White, Hon-Hispanic",127.1,115.4,138.9,1
2023,45,059,all,All,134.7,122.4,147,1
2023,45,059,race-ethncity,"Black, Non-Hispanic",105.6,84.6,130.2,1
2023,45,059,race-ethncity,Hispanic,NA,NA,NA,NA
2023,45,059,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2023,45,059,race-ethncity,"White, Hon-Hispanic",155.5,139.3,171.6,1
2023,45,061,all,All,140.4,114.7,166,1
2023,45,061,race-ethncity,"Black, Non-Hispanic",133.6,103.7,169.3,1
2023,45,061,race-ethncity,Hispanic,NA,NA,NA,NA
2023,45,061,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2023,45,061,race-ethncity,"White, Hon-Hispanic",165.6,120.8,221.6,1
2023,45,063,all,All,104.9,99.8,110.1,1
2023,45,063,race-ethncity,"Black, Non-Hispanic",81.4,69.9,92.8,1
2023,45,063,race-ethncity,Hispanic,44.1,32.3,58.9,1
2023,45,063,race-ethncity,Other Races and Ethnicities,35.4,22.9,52.2,2
2023,45,063,race-ethncity,"White, Hon-Hispanic",120.2,113.7,126.7,1
2023,45,065,all,All,97.2,71.4,129.2,1
2023,45,065,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2023,45,065,race-ethncity,Hispanic,NA,NA,NA,NA
2023,45,065,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2023,45,065,race-ethncity,"White, Hon-Hispanic",109.1,73.1,156.7,1
2023,45,067,all,All,122.8,104.9,140.8,1
2023,45,067,race-ethncity,"Black, Non-Hispanic",118.4,96,144.4,1
2023,45,067,race-ethncity,Hispanic,NA,NA,NA,NA
2023,45,067,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2023,45,067,race-ethncity,"White, Hon-Hispanic",139.2,110,173.7,1
2023,45,069,all,All,122.5,103.4,141.5,1
2023,45,069,race-ethncity,"Black, Non-Hispanic",103.9,80.6,131.7,1
2023,45,069,race-ethncity,Hispanic,NA,NA,NA,NA
2023,45,069,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2023,45,069,race-ethncity,"White, Hon-Hispanic",150.4,118.5,188.2,1
2023,45,071,all,All,120.3,104.8,135.9,1
2023,45,071,race-ethncity,"Black, Non-Hispanic",115.8,89.1,147.8,1
2023,45,071,race-ethncity,Hispanic,NA,NA,NA,NA
2023,45,071,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2023,45,071,race-ethncity,"White, Hon-Hispanic",137.2,115.9,158.5,1
2023,45,073,all,All,115.7,105.2,126.2,1
2023,45,073,race-ethncity,"Black, Non-Hispanic",114.7,78.9,161,1
2023,45,073,race-ethncity,Hispanic,NA,NA,NA,NA
2023,45,073,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2023,45,073,race-ethncity,"White, Hon-Hispanic",123.5,111.6,135.4,1
2023,45,075,all,All,149.1,137.5,160.8,1
2023,45,075,race-ethncity,"Black, Non-Hispanic",138.1,123.7,152.4,1
2023,45,075,race-ethncity,Hispanic,NA,NA,NA,NA
2023,45,075,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2023,45,075,race-ethncity,"White, Hon-Hispanic",184.7,162.2,207.2,1
2023,45,077,all,All,122.1,113.6,130.5,1
2023,45,077,race-ethncity,"Black, Non-Hispanic",90.2,64.7,122.3,1
2023,45,077,race-ethncity,Hispanic,NA,NA,NA,NA
2023,45,077,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2023,45,077,race-ethncity,"White, Hon-Hispanic",132.3,122.8,141.9,1
2023,45,079,all,All,87.6,83.6,91.6,1
2023,45,079,race-ethncity,"Black, Non-Hispanic",95.5,89.5,101.5,1
2023,45,079,race-ethncity,Hispanic,69.1,55,85.6,1
2023,45,079,race-ethncity,Other Races and Ethnicities,30.9,21.7,42.8,1
2023,45,079,race-ethncity,"White, Hon-Hispanic",88.5,82.2,94.8,1
2023,45,081,all,All,100.3,81.5,122.3,1
2023,45,081,race-ethncity,"Black, Non-Hispanic",115.9,75.7,169.8,1
2023,45,081,race-ethncity,Hispanic,NA,NA,NA,NA
2023,45,081,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2023,45,081,race-ethncity,"White, Hon-Hispanic",115.1,89,146.4,1
2023,45,083,all,All,111,106,116.1,1
2023,45,083,race-ethncity,"Black, Non-Hispanic",113.7,102.4,125,1
2023,45,083,race-ethncity,Hispanic,48.4,37.5,61.6,1
2023,45,083,race-ethncity,Other Races and Ethnicities,41,28.2,57.6,1
2023,45,083,race-ethncity,"White, Hon-Hispanic",122.7,116.2,129.2,1
2023,45,085,all,All,116.5,107.3,125.8,1
2023,45,085,race-ethncity,"Black, Non-Hispanic",120.4,106.7,134,1
2023,45,085,race-ethncity,Hispanic,NA,NA,NA,NA
2023,45,085,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2023,45,085,race-ethncity,"White, Hon-Hispanic",125.3,110.9,139.6,1
2023,45,087,all,All,136.6,116.9,156.3,1
2023,45,087,race-ethncity,"Black, Non-Hispanic",127.3,95.3,166.5,1
2023,45,087,race-ethncity,Hispanic,NA,NA,NA,NA
2023,45,087,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2023,45,087,race-ethncity,"White, Hon-Hispanic",147.9,122.3,173.6,1
2023,45,089,all,All,140.1,121.2,159,1
2023,45,089,race-ethncity,"Black, Non-Hispanic",134.7,111.4,158,1
2023,45,089,race-ethncity,Hispanic,NA,NA,NA,NA
2023,45,089,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2023,45,089,race-ethncity,"White, Hon-Hispanic",165.1,130.9,205.4,1
2023,45,091,all,All,110.7,105.3,116.1,1
2023,45,091,race-ethncity,"Black, Non-Hispanic",90.5,79.3,101.8,1
2023,45,091,race-ethncity,Hispanic,28.9,19.2,41.8,1
2023,45,091,race-ethncity,Other Races and Ethnicities,34.2,23.1,48.8,1
2023,45,091,race-ethncity,"White, Hon-Hispanic",130.9,123.8,138.1,1
2023,46,003,all,All,NA,NA,NA,NA
2023,46,003,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2023,46,003,race-ethncity,Hispanic,NA,NA,NA,NA
2023,46,003,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2023,46,003,race-ethncity,"White, Hon-Hispanic",NA,NA,NA,NA
2023,46,005,all,All,83.1,65.8,103.6,1
2023,46,005,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2023,46,005,race-ethncity,Hispanic,NA,NA,NA,NA
2023,46,005,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2023,46,005,race-ethncity,"White, Hon-Hispanic",90.5,69.4,116,1
2023,46,007,all,All,148.7,96.2,219.5,1
2023,46,007,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2023,46,007,race-ethncity,Hispanic,NA,NA,NA,NA
2023,46,007,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2023,46,007,race-ethncity,"White, Hon-Hispanic",NA,NA,NA,NA
2023,46,009,all,All,123.2,89.2,166,1
2023,46,009,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2023,46,009,race-ethncity,Hispanic,NA,NA,NA,NA
2023,46,009,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2023,46,009,race-ethncity,"White, Hon-Hispanic",123.2,86.8,169.9,1
2023,46,011,all,All,40.7,31.9,51.3,1
2023,46,011,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2023,46,011,race-ethncity,Hispanic,NA,NA,NA,NA
2023,46,011,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2023,46,011,race-ethncity,"White, Hon-Hispanic",42.1,32.5,53.5,1
2023,46,013,all,All,70.5,58.6,82.4,1
2023,46,013,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2023,46,013,race-ethncity,Hispanic,NA,NA,NA,NA
2023,46,013,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2023,46,013,race-ethncity,"White, Hon-Hispanic",69.8,57,82.6,1
2023,46,015,all,All,83.3,52.2,126,2
2023,46,015,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2023,46,015,race-ethncity,Hispanic,NA,NA,NA,NA
2023,46,015,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2023,46,015,race-ethncity,"White, Hon-Hispanic",NA,NA,NA,NA
2023,46,017,all,All,354.7,245.6,495.6,1
2023,46,017,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2023,46,017,race-ethncity,Hispanic,NA,NA,NA,NA
2023,46,017,race-ethncity,Other Races and Ethnicities,419.3,286.8,592,1
2023,46,017,race-ethncity,"White, Hon-Hispanic",NA,NA,NA,NA
2023,46,019,all,All,94.2,69.9,124.2,1
2023,46,019,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2023,46,019,race-ethncity,Hispanic,NA,NA,NA,NA
2023,46,019,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2023,46,019,race-ethncity,"White, Hon-Hispanic",102.7,76,135.8,1
2023,46,021,all,All,NA,NA,NA,NA
2023,46,021,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2023,46,021,race-ethncity,Hispanic,NA,NA,NA,NA
2023,46,021,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2023,46,021,race-ethncity,"White, Hon-Hispanic",NA,NA,NA,NA
2023,46,023,all,All,136.5,104.9,174.6,1
2023,46,023,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2023,46,023,race-ethncity,Hispanic,NA,NA,NA,NA
2023,46,023,race-ethncity,Other Races and Ethnicities,242.5,170.7,334.2,1
2023,46,023,race-ethncity,"White, Hon-Hispanic",86.5,56,127.7,2
2023,46,025,all,All,NA,NA,NA,NA
2023,46,025,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2023,46,025,race-ethncity,Hispanic,NA,NA,NA,NA
2023,46,025,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2023,46,025,race-ethncity,"White, Hon-Hispanic",NA,NA,NA,NA
2023,46,027,all,All,55.3,39.7,75,1
2023,46,027,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2023,46,027,race-ethncity,Hispanic,NA,NA,NA,NA
2023,46,027,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2023,46,027,race-ethncity,"White, Hon-Hispanic",57.6,40.6,79.5,1
2023,46,029,all,All,99.1,82.7,115.4,1
2023,46,029,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2023,46,029,race-ethncity,Hispanic,NA,NA,NA,NA
2023,46,029,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2023,46,029,race-ethncity,"White, Hon-Hispanic",97.1,80.1,114,1
2023,46,031,all,All,255.1,189.4,336.4,1
2023,46,031,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2023,46,031,race-ethncity,Hispanic,NA,NA,NA,NA
2023,46,031,race-ethncity,Other Races and Ethnicities,362.8,266.6,482.4,1
2023,46,031,race-ethncity,"White, Hon-Hispanic",NA,NA,NA,NA
2023,46,033,all,All,109.6,81.1,144.9,1
2023,46,033,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2023,46,033,race-ethncity,Hispanic,NA,NA,NA,NA
2023,46,033,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2023,46,033,race-ethncity,"White, Hon-Hispanic",110.6,80.4,148.5,1
2023,46,035,all,All,85.5,68.3,105.8,1
2023,46,035,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2023,46,035,race-ethncity,Hispanic,NA,NA,NA,NA
2023,46,035,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2023,46,035,race-ethncity,"White, Hon-Hispanic",80.2,62.7,101.2,1
2023,46,037,all,All,103.3,68.6,149.3,1
2023,46,037,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2023,46,037,race-ethncity,Hispanic,NA,NA,NA,NA
2023,46,037,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2023,46,037,race-ethncity,"White, Hon-Hispanic",99.8,63.3,149.7,2
2023,46,039,all,All,NA,NA,NA,NA
2023,46,039,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2023,46,039,race-ethncity,Hispanic,NA,NA,NA,NA
2023,46,039,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2023,46,039,race-ethncity,"White, Hon-Hispanic",NA,NA,NA,NA
2023,46,041,all,All,194.3,145.6,254.2,1
2023,46,041,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2023,46,041,race-ethncity,Hispanic,NA,NA,NA,NA
2023,46,041,race-ethncity,Other Races and Ethnicities,236.2,174.7,312.3,1
2023,46,041,race-ethncity,"White, Hon-Hispanic",NA,NA,NA,NA
2023,46,043,all,All,NA,NA,NA,NA
2023,46,043,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2023,46,043,race-ethncity,Hispanic,NA,NA,NA,NA
2023,46,043,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2023,46,043,race-ethncity,"White, Hon-Hispanic",NA,NA,NA,NA
2023,46,045,all,All,NA,NA,NA,NA
2023,46,045,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2023,46,045,race-ethncity,Hispanic,NA,NA,NA,NA
2023,46,045,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2023,46,045,race-ethncity,"White, Hon-Hispanic",NA,NA,NA,NA
2023,46,047,all,All,135.6,100,179.8,1
2023,46,047,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2023,46,047,race-ethncity,Hispanic,NA,NA,NA,NA
2023,46,047,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2023,46,047,race-ethncity,"White, Hon-Hispanic",144.4,104.5,194.5,1
2023,46,049,all,All,NA,NA,NA,NA
2023,46,049,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2023,46,049,race-ethncity,Hispanic,NA,NA,NA,NA
2023,46,049,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2023,46,049,race-ethncity,"White, Hon-Hispanic",NA,NA,NA,NA
2023,46,051,all,All,82,55.3,117.1,1
2023,46,051,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2023,46,051,race-ethncity,Hispanic,NA,NA,NA,NA
2023,46,051,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2023,46,051,race-ethncity,"White, Hon-Hispanic",77.8,50.8,114,1
2023,46,053,all,All,NA,NA,NA,NA
2023,46,053,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2023,46,053,race-ethncity,Hispanic,NA,NA,NA,NA
2023,46,053,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2023,46,053,race-ethncity,"White, Hon-Hispanic",NA,NA,NA,NA
2023,46,055,all,All,NA,NA,NA,NA
2023,46,055,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2023,46,055,race-ethncity,Hispanic,NA,NA,NA,NA
2023,46,055,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2023,46,055,race-ethncity,"White, Hon-Hispanic",NA,NA,NA,NA
2023,46,057,all,All,NA,NA,NA,NA
2023,46,057,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2023,46,057,race-ethncity,Hispanic,NA,NA,NA,NA
2023,46,057,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2023,46,057,race-ethncity,"White, Hon-Hispanic",NA,NA,NA,NA
2023,46,059,all,All,NA,NA,NA,NA
2023,46,059,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2023,46,059,race-ethncity,Hispanic,NA,NA,NA,NA
2023,46,059,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2023,46,059,race-ethncity,"White, Hon-Hispanic",NA,NA,NA,NA
2023,46,061,all,All,NA,NA,NA,NA
2023,46,061,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2023,46,061,race-ethncity,Hispanic,NA,NA,NA,NA
2023,46,061,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2023,46,061,race-ethncity,"White, Hon-Hispanic",NA,NA,NA,NA
2023,46,063,all,All,NA,NA,NA,NA
2023,46,063,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2023,46,063,race-ethncity,Hispanic,NA,NA,NA,NA
2023,46,063,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2023,46,063,race-ethncity,"White, Hon-Hispanic",NA,NA,NA,NA
2023,46,065,all,All,83.1,65.1,104.5,1
2023,46,065,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2023,46,065,race-ethncity,Hispanic,NA,NA,NA,NA
2023,46,065,race-ethncity,Other Races and Ethnicities,173.3,109.9,260.1,2
2023,46,065,race-ethncity,"White, Hon-Hispanic",67.6,49.8,89.6,1
2023,46,067,all,All,84.4,57.3,119.7,1
2023,46,067,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2023,46,067,race-ethncity,Hispanic,NA,NA,NA,NA
2023,46,067,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2023,46,067,race-ethncity,"White, Hon-Hispanic",84.2,56.4,120.9,1
2023,46,069,all,All,NA,NA,NA,NA
2023,46,069,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2023,46,069,race-ethncity,Hispanic,NA,NA,NA,NA
2023,46,069,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2023,46,069,race-ethncity,"White, Hon-Hispanic",NA,NA,NA,NA
2023,46,071,all,All,204.8,139.1,290.6,1
2023,46,071,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2023,46,071,race-ethncity,Hispanic,NA,NA,NA,NA
2023,46,071,race-ethncity,Other Races and Ethnicities,241.8,149.7,369.6,2
2023,46,071,race-ethncity,"White, Hon-Hispanic",NA,NA,NA,NA
2023,46,073,all,All,NA,NA,NA,NA
2023,46,073,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
