year,state,county,rate_injury_death,rate_injury_death_lb,rate_injury_death_ub,rate_injury_death_quality
2015,42,079,74,69.8,78.3,1
2015,42,081,62.9,56.5,69.4,1
2015,42,083,72.8,61.4,84.2,1
2015,42,085,75.3,68.2,82.4,1
2015,42,087,69.4,58.7,80.1,1
2015,42,089,71.7,65.9,77.4,1
2015,42,091,58.5,56.1,60.8,1
2015,42,093,83.3,65.8,104.2,1
2015,42,095,62.6,58.6,66.6,1
2015,42,097,75.7,67.8,83.6,1
2015,42,099,69.1,58.3,79.9,1
2015,42,101,84.9,82.8,86.9,1
2015,42,103,69.4,59.7,79.1,1
2015,42,105,84.1,65.9,105.7,1
2015,42,107,86.9,80.1,93.7,1
2015,42,109,54,43.8,64.1,1
2015,42,111,87.8,78.4,97.2,1
2015,42,113,109.5,76.3,152.3,1
2015,42,115,103.4,89.7,117.1,1
2015,42,117,69.5,58.2,80.7,1
2015,42,119,48.6,39.4,57.7,1
2015,42,121,82.7,71.9,93.6,1
2015,42,123,64.5,53.5,75.5,1
2015,42,125,76.2,70.9,81.5,1
2015,42,127,86.5,75.1,97.8,1
2015,42,129,89.4,85,93.8,1
2015,42,131,87.6,72.1,103,1
2015,42,133,69.6,66.1,73.1,1
2015,44,001,67.8,57.5,78.1,1
2015,44,003,71.4,65.6,77.1,1
2015,44,005,61.2,53.6,68.7,1
2015,44,007,68.9,66,71.8,1
2015,44,009,72,65.4,78.6,1
2015,45,001,79.9,64.2,95.6,1
2015,45,003,82,75.8,88.2,1
2015,45,005,65.1,44.5,91.9,1
2015,45,007,86.6,80.7,92.5,1
2015,45,009,73.8,55.9,95.6,1
2015,45,011,84.3,68,103.2,1
2015,45,013,59.9,54.7,65.1,1
2015,45,015,64.5,59.5,69.6,1
2015,45,017,68.2,50.8,89.7,1
2015,45,019,69.9,66.1,73.7,1
2015,45,021,76.6,66.4,86.9,1
2015,45,023,88.5,74.1,103,1
2015,45,025,78.8,67.3,90.2,1
2015,45,027,82.9,69.3,96.5,1
2015,45,029,111,96,126,1
2015,45,031,85.4,75.5,95.2,1
2015,45,033,75.3,61.7,88.8,1
2015,45,035,60,54.4,65.6,1
2015,45,037,61.9,49.2,76.8,1
2015,45,039,79.5,64.1,97.5,1
2015,45,041,66.7,60.7,72.8,1
2015,45,043,72.7,63.1,82.3,1
2015,45,045,76.3,72.8,79.8,1
2015,45,047,71.4,62.5,80.3,1
2015,45,049,82,65.4,101.6,1
2015,45,051,76.5,72,81,1
2015,45,053,95,78.4,111.6,1
2015,45,055,76.1,66.5,85.8,1
2015,45,057,78.5,69.9,87.1,1
2015,45,059,93.9,83.5,104.4,1
2015,45,061,59.6,44.9,77.6,1
2015,45,063,73.7,69.1,78.2,1
2015,45,065,70.7,49.3,98.4,1
2015,45,067,85.7,71.4,100,1
2015,45,069,81.4,66.4,96.3,1
2015,45,071,67.9,56.1,79.6,1
2015,45,073,99.5,89.4,109.6,1
2015,45,075,86.4,77.9,95,1
2015,45,077,91.7,84,99.3,1
2015,45,079,59.7,56.3,63.1,1
2015,45,081,77,60.8,96.3,1
2015,45,083,74.2,69.8,78.6,1
2015,45,085,60.7,54.1,67.2,1
2015,45,087,78.9,64.3,93.6,1
2015,45,089,78.3,64.9,91.8,1
2015,45,091,72.4,67.5,77.2,1
2015,46,003,NA,NA,NA,NA
2015,46,005,60.1,45.1,78.4,1
2015,46,007,NA,NA,NA,NA
2015,46,009,59.9,37.1,91.5,2
2015,46,011,37,28.3,47.5,1
2015,46,013,62.9,51.6,74.2,1
2015,46,015,113.1,76.3,161.4,1
2015,46,017,NA,NA,NA,NA
2015,46,019,81.7,58.9,110.5,1
2015,46,021,NA,NA,NA,NA
2015,46,023,116.5,87.6,152.1,1
2015,46,025,121.4,76.1,183.7,2
2015,46,027,34.3,22,51,2
2015,46,029,55.5,43.8,69.3,1
2015,46,031,178.8,125.9,246.5,1
2015,46,033,73.7,50.1,104.7,1
2015,46,035,75.8,59.6,95,1
2015,46,037,99.7,66.3,144.1,1
2015,46,039,NA,NA,NA,NA
2015,46,041,200.8,151.7,260.7,1
2015,46,043,NA,NA,NA,NA
2015,46,045,NA,NA,NA,NA
2015,46,047,130.4,95.1,174.5,1
2015,46,049,NA,NA,NA,NA
2015,46,051,74.6,49.2,108.6,1
2015,46,053,108.8,69,163.2,2
2015,46,055,NA,NA,NA,NA
2015,46,057,80.3,51.4,119.5,2
2015,46,059,NA,NA,NA,NA
2015,46,061,NA,NA,NA,NA
2015,46,063,NA,NA,NA,NA
2015,46,065,58.3,43.4,76.7,1
2015,46,067,91.4,62.9,128.4,1
2015,46,069,NA,NA,NA,NA
2015,46,071,167,110,242.9,1
2015,46,073,NA,NA,NA,NA
2015,46,075,NA,NA,NA,NA
2015,46,077,94,60.2,139.9,2
2015,46,079,51.3,34.9,72.9,1
2015,46,081,69.9,55.9,86.3,1
2015,46,083,28.9,22.6,36.4,1
2015,46,085,161.1,109.5,228.7,1
2015,46,087,92.6,60.5,135.7,1
2015,46,089,NA,NA,NA,NA
2015,46,091,97.9,62.1,147,2
2015,46,093,67.8,54.5,83.3,1
2015,46,095,NA,NA,NA,NA
2015,46,097,NA,NA,NA,NA
2015,46,099,64.6,59.3,69.9,1
2015,46,101,77.8,50.4,114.9,2
2015,46,102,196.6,163.9,229.3,1
2015,46,103,72.3,65,79.5,1
2015,46,105,NA,NA,NA,NA
2015,46,107,NA,NA,NA,NA
2015,46,109,122.3,94,156.4,1
2015,46,111,NA,NA,NA,NA
2015,46,115,100.6,69.2,141.2,1
2015,46,117,NA,NA,NA,NA
2015,46,119,NA,NA,NA,NA
2015,46,121,197.6,160.4,240.9,1
2015,46,123,87.1,55.8,129.6,2
2015,46,125,86.8,60.8,120.1,1
2015,46,127,47.1,32.8,65.5,1
2015,46,129,83.6,53,125.4,2
2015,46,135,82.1,66.3,100.6,1
2015,46,137,NA,NA,NA,NA
2015,47,001,91.9,82.3,101.6,1
2015,47,003,89.7,77.5,101.9,1
2015,47,005,145,118.9,171.2,1
2015,47,007,83.7,63.2,108.6,1
2015,47,009,74.7,67.9,81.4,1
2015,47,011,74.7,67.2,82.2,1
2015,47,013,114,99.3,128.8,1
2015,47,015,142.1,115.4,173.2,1
2015,47,017,100.3,83.8,116.7,1
2015,47,019,79.6,69.2,89.9,1
2015,47,021,110,95.3,124.6,1
2015,47,023,77.5,60,98.4,1
2015,47,025,124.7,107.3,142.1,1
2015,47,027,136.2,102,178.2,1
2015,47,029,103.3,88.3,118.3,1
2015,47,031,100.9,88.9,113,1
2015,47,033,78,59.1,101.1,1
2015,47,035,99.9,88.3,111.4,1
2015,47,037,76.7,73.7,79.7,1
2015,47,039,108,83,138.1,1
2015,47,041,112.2,90.9,133.5,1
2015,47,043,102.1,89.6,114.5,1
2015,47,045,70.9,58.9,82.8,1
2015,47,047,67,55.5,78.5,1
2015,47,049,81.4,63.8,102.4,1
2015,47,051,98.7,85.1,112.3,1
2015,47,053,88.3,76.6,100,1
2015,47,055,109.7,92.6,126.7,1
2015,47,057,97.5,79.3,115.6,1
2015,47,059,92.3,82.2,102.5,1
2015,47,061,162.8,132.4,193.2,1
2015,47,063,97,86.2,107.9,1
2015,47,065,72.1,68.1,76.1,1
2015,47,067,125.9,90.7,170.2,1
2015,47,069,86.8,70.9,102.7,1
2015,47,071,131.3,111.6,151,1
2015,47,073,91.4,80.3,102.6,1
2015,47,075,65.8,50.2,84.7,1
2015,47,077,80,65.2,94.8,1
2015,47,079,111.6,95.3,127.9,1
2015,47,081,100.3,82.5,118.1,1
2015,47,083,101.3,73,137,1
2015,47,085,109.6,88.1,131.1,1
2015,47,087,123.7,96.6,156,1
2015,47,089,74.5,64,84.9,1
2015,47,091,92.2,73.5,114.3,1
2015,47,093,77.8,74.2,81.5,1
2015,47,095,85.9,59.1,120.7,1
2015,47,097,95.2,78.9,111.5,1
2015,47,099,88.1,75.5,100.8,1
2015,47,101,85.3,63.5,112.2,1
2015,47,103,85.7,71.7,99.7,1
2015,47,105,88.7,77.1,100.4,1
2015,47,107,85.7,74.5,96.9,1
2015,47,109,101,83.7,118.2,1
2015,47,111,108.9,89.7,128.1,1
2015,47,113,69.2,61.8,76.5,1
2015,47,115,98,81.7,114.3,1
2015,47,117,89.3,74.4,104.1,1
2015,47,119,71.3,63.3,79.4,1
2015,47,121,121.1,94.6,152.8,1
2015,47,123,95,82.3,107.7,1
2015,47,125,65,59.9,70.2,1
2015,47,127,91.5,61.3,131.4,1
2015,47,129,112.1,92.2,132,1
2015,47,131,74.4,60.9,88,1
2015,47,133,102.2,83.3,121,1
2015,47,135,116.8,85.5,155.8,1
2015,47,137,101.6,66.4,148.9,1
2015,47,139,112.4,90.8,137.5,1
2015,47,141,79.3,70.2,88.3,1
2015,47,143,91.4,76.6,106.1,1
2015,47,145,122.2,109,135.5,1
2015,47,147,85.2,75.4,95,1
2015,47,149,51.4,47.7,55.2,1
2015,47,151,92.5,74.5,110.4,1
2015,47,153,87.7,67.5,112,1
2015,47,155,76.8,68.9,84.8,1
2015,47,157,73.4,71,75.9,1
2015,47,159,112.9,91.6,134.2,1
2015,47,161,108.5,84.9,136.6,1
2015,47,163,82.1,75.7,88.4,1
2015,47,165,67.6,62.1,73.2,1
2015,47,167,70.8,61.4,80.2,1
2015,47,169,98.8,70.2,135,1
2015,47,171,100.6,81,123.6,1
2015,47,173,104.5,84,125,1
2015,47,175,89.3,57.8,131.8,2
2015,47,177,99.9,86.1,113.8,1
2015,47,179,71.1,64.5,77.7,1
2015,47,181,84,65.6,105.9,1
2015,47,183,81.7,68.2,95.2,1
2015,47,185,102.8,85.5,120.2,1
2015,47,187,48.6,44.3,53,1
2015,47,189,70.3,63.6,76.9,1
2015,48,001,72.2,62.4,81.9,1
2015,48,003,101.3,80.9,125.2,1
2015,48,005,70.7,62.8,78.5,1
2015,48,007,107.5,89.1,125.9,1
2015,48,009,86.8,61.4,119.1,1
2015,48,011,NA,NA,NA,NA
2015,48,013,66.7,56.3,77.2,1
2015,48,015,80.1,65.5,94.7,1
2015,48,017,75.8,50,110.3,1
2015,48,019,73.2,57.7,91.6,1
2015,48,021,83.5,74.4,92.7,1
2015,48,023,121,75.8,183.1,2
2015,48,025,58.8,47.7,71.9,1
2015,48,027,56.8,53.2,60.5,1
2015,48,029,57.6,56,59.1,1
2015,48,031,85.5,62.6,114.1,1
2015,48,033,NA,NA,NA,NA
2015,48,035,72.3,55.8,92.1,1
2015,48,037,69.1,61.5,76.6,1
2015,48,039,51.3,47.9,54.8,1
2015,48,041,38.7,34.9,42.5,1
2015,48,043,86.4,61.7,117.6,1
2015,48,045,NA,NA,NA,NA
2015,48,047,80.5,53.9,115.6,1
2015,48,049,69.7,57.8,81.6,1
2015,48,051,82.2,64.2,103.6,1
2015,48,053,77.9,66.3,89.5,1
2015,48,055,65.1,53.8,76.3,1
2015,48,057,71.9,56.8,89.7,1
2015,48,059,75.4,56.2,99.2,1
2015,48,061,28.7,26.4,31,1
2015,48,063,79.9,59.3,105.3,1
2015,48,065,85.5,55.9,125.3,1
2015,48,067,90.5,75.4,105.7,1
2015,48,069,52.8,32.7,80.8,2
2015,48,071,80.3,67.4,93.2,1
2015,48,073,74.7,64.1,85.3,1
2015,48,075,76.5,50.4,111.3,1
2015,48,077,82,59.3,110.4,1
2015,48,079,NA,NA,NA,NA
2015,48,081,NA,NA,NA,NA
2015,48,083,49.1,30.4,75.1,2
2015,48,085,36.8,35,38.6,1
2015,48,087,137.4,85,210,2
2015,48,089,87.6,70.5,107.6,1
2015,48,091,60.9,54.7,67.2,1
2015,48,093,68.9,50.6,91.6,1
2015,48,095,NA,NA,NA,NA
2015,48,097,85.3,72.2,98.3,1
2015,48,099,52.2,45,59.5,1
2015,48,101,NA,NA,NA,NA
2015,48,103,NA,NA,NA,NA
2015,48,105,NA,NA,NA,NA
2015,48,107,NA,NA,NA,NA
2015,48,109,NA,NA,NA,NA
2015,48,111,76.8,50.6,111.7,1
2015,48,113,51,49.8,52.3,1
2015,48,115,61.7,44.5,83.4,1
2015,48,117,63.4,48.5,81.4,1
2015,48,119,106.7,70.9,154.3,1
2015,48,121,33.3,31.4,35.2,1
2015,48,123,67.2,52.3,85,1
2015,48,125,NA,NA,NA,NA
2015,48,127,69.1,48.7,95.2,1
2015,48,129,NA,NA,NA,NA
2015,48,131,88,65.5,115.7,1
2015,48,133,88.4,70.2,109.9,1
2015,48,135,78.4,72.1,84.8,1
2015,48,137,NA,NA,NA,NA
2015,48,139,47.3,42.5,52.2,1
2015,48,141,43.1,41.1,45.1,1
2015,48,143,58.4,47.8,69.1,1
2015,48,145,59.6,44.5,78.2,1
2015,48,147,87.6,73.5,101.7,1
2015,48,149,77.3,62.6,94.4,1
2015,48,151,103.8,63.4,160.3,2
2015,48,153,NA,NA,NA,NA
2015,48,155,NA,NA,NA,NA
2015,48,157,31.2,29.3,33.1,1
2015,48,159,79.1,57,106.9,1
2015,48,161,62.1,47.5,79.7,1
2015,48,163,60.8,45.8,79.1,1
2015,48,165,83.3,66,103.8,1
2015,48,167,61,57.1,64.9,1
2015,48,169,65.3,40.4,99.9,2
2015,48,171,70,56.2,86.2,1
2015,48,173,NA,NA,NA,NA
2015,48,175,102.3,72.4,140.4,1
2015,48,177,85.9,68.8,105.9,1
2015,48,179,71.3,56.7,88.5,1
2015,48,181,74.8,68,81.7,1
2015,48,183,67.4,60.9,73.8,1
2015,48,185,71,57.5,86.7,1
2015,48,187,50.3,45.1,55.5,1
2015,48,189,59.1,47.8,70.4,1
2015,48,191,NA,NA,NA,NA
2015,48,193,101.3,73,137,1
2015,48,195,97.2,64.1,141.5,1
2015,48,197,104.8,64.9,160.2,2
2015,48,199,81.1,70.5,91.7,1
2015,48,201,51.4,50.5,52.4,1
2015,48,203,78,68.5,87.4,1
2015,48,205,NA,NA,NA,NA
2015,48,207,71.7,44.4,109.7,2
2015,48,209,47,42.5,51.5,1
2015,48,211,NA,NA,NA,NA
2015,48,213,87.5,78.3,96.7,1
2015,48,215,29.1,27.5,30.8,1
2015,48,217,82.3,68.8,95.7,1
2015,48,219,79,63.7,96.8,1
2015,48,221,85.4,74.2,96.5,1
2015,48,223,70,57.7,82.3,1
2015,48,225,72.1,57.4,89.4,1
2015,48,227,85.9,72.3,99.4,1
2015,48,229,NA,NA,NA,NA
2015,48,231,69.7,61.9,77.5,1
2015,48,233,100.6,81.8,119.4,1
2015,48,235,NA,NA,NA,NA
2015,48,237,76,52.7,106.3,1
2015,48,239,71.8,53.6,94.1,1
2015,48,241,72.7,60.2,85.1,1
2015,48,243,NA,NA,NA,NA
2015,48,245,63.9,59.5,68.3,1
2015,48,247,80.1,49.6,122.5,2
2015,48,249,87.7,75,100.5,1
2015,48,251,58.2,52.8,63.6,1
2015,48,253,92.1,74.3,113,1
2015,48,255,94.5,73.8,119.2,1
2015,48,257,61.8,55.2,68.4,1
2015,48,259,64.4,53,75.9,1
2015,48,261,NA,NA,NA,NA
2015,48,263,NA,NA,NA,NA
2015,48,265,85.2,73.8,96.7,1
2015,48,267,NA,NA,NA,NA
2015,48,269,NA,NA,NA,NA
2015,48,271,NA,NA,NA,NA
2015,48,273,39.9,30.7,51,1
2015,48,275,NA,NA,NA,NA
2015,48,277,80.2,69,91.3,1
2015,48,279,88.5,67.7,113.7,1
2015,48,281,67.4,52.3,85.4,1
2015,48,283,68.3,44.2,100.9,2
2015,48,285,65.3,50.3,83.4,1
2015,48,287,97,77,120.5,1
2015,48,289,98.3,78.3,121.9,1
2015,48,291,83.4,74.3,92.5,1
2015,48,293,83.5,67.8,101.7,1
2015,48,295,NA,NA,NA,NA
2015,48,297,102.9,78.7,132.1,1
2015,48,299,93.8,75.5,115.2,1
2015,48,301,NA,NA,NA,NA
2015,48,303,68,63.8,72.3,1
2015,48,305,72.7,45,111.1,2
2015,48,307,72.3,48.8,103.3,1
2015,48,309,55.2,51,59.4,1
2015,48,311,NA,NA,NA,NA
2015,48,313,60.8,43.8,82.1,1
2015,48,315,101.2,75.6,132.7,1
2015,48,317,NA,NA,NA,NA
2015,48,319,NA,NA,NA,NA
2015,48,321,80.2,67.3,93.2,1
2015,48,323,43.7,36,51.4,1
2015,48,325,51.5,42.4,60.7,1
2015,48,327,NA,NA,NA,NA
2015,48,329,64.1,58.4,69.8,1
2015,48,331,72.3,58,89,1
2015,48,333,NA,NA,NA,NA
2015,48,335,56.1,36.7,82.3,1
2015,48,337,88.2,70.6,109,1
2015,48,339,52.1,49.3,55,1
2015,48,341,64.1,50,80.8,1
2015,48,343,95.7,73.2,123,1
2015,48,345,NA,NA,NA,NA
2015,48,347,68.9,60,77.9,1
2015,48,349,71.5,60.8,82.2,1
2015,48,351,94.5,73.2,120,1
2015,48,353,86.2,66.5,109.8,1
2015,48,355,67.3,63.4,71.1,1
2015,48,357,100.8,75.7,131.5,1
2015,48,359,NA,NA,NA,NA
2015,48,361,88.7,79.6,97.7,1
2015,48,363,79.4,64.6,94.1,1
2015,48,365,94.6,77.1,112,1
2015,48,367,66,59.6,72.5,1
2015,48,369,NA,NA,NA,NA
2015,48,371,44.2,30.8,61.5,1
2015,48,373,123.4,109,137.7,1
2015,48,375,75.3,68.4,82.2,1
2015,48,377,NA,NA,NA,NA
2015,48,379,77.8,56.3,104.8,1
2015,48,381,60.2,54.1,66.2,1
2015,48,383,NA,NA,NA,NA
2015,48,385,154.6,101,226.5,1
2015,48,387,100.4,77.1,128.4,1
2015,48,389,76.5,57.5,99.8,1
2015,48,391,87.8,60.1,123.9,1
2015,48,393,NA,NA,NA,NA
2015,48,395,77.2,59.4,98.5,1
2015,48,397,41.3,35.2,47.4,1
2015,48,399,72.7,51.5,99.8,1
2015,48,401,77.5,67,88,1
2015,48,403,132.1,102.7,167.1,1
2015,48,405,110.2,81.3,146.2,1
2015,48,407,84.3,68.8,99.7,1
2015,48,409,70.4,61.4,79.5,1
2015,48,411,74.4,46.6,112.7,2
2015,48,413,NA,NA,NA,NA
2015,48,415,74.2,57.1,94.7,1
2015,48,417,NA,NA,NA,NA
2015,48,419,90.3,73.8,106.7,1
2015,48,421,NA,NA,NA,NA
2015,48,423,66.9,62.1,71.8,1
2015,48,425,64.9,43.1,93.8,1
2015,48,427,35.6,29,42.2,1
2015,48,429,93.4,67.9,125.4,1
2015,48,431,NA,NA,NA,NA
2015,48,433,NA,NA,NA,NA
2015,48,435,NA,NA,NA,NA
2015,48,437,64.8,41.9,95.7,2
2015,48,439,45.5,44.2,46.9,1
2015,48,441,66.1,60,72.3,1
2015,48,443,NA,NA,NA,NA
2015,48,445,70.9,51.7,94.8,1
2015,48,447,NA,NA,NA,NA
2015,48,449,67.5,54.9,80.1,1
2015,48,451,59.7,53.4,66,1
2015,48,453,57.3,55.3,59.2,1
2015,48,455,91.7,70.9,116.6,1
2015,48,457,114.6,94.3,134.8,1
2015,48,459,73.8,61.9,85.6,1
2015,48,461,NA,NA,NA,NA
2015,48,463,58,45.8,72.3,1
2015,48,465,44.6,36.2,53,1
2015,48,467,90.5,79,102,1
2015,48,469,65.3,57.8,72.8,1
2015,48,471,54.9,47.1,62.8,1
2015,48,473,69.9,59,80.7,1
2015,48,475,105,79.9,135.5,1
2015,48,477,65.4,53.3,77.5,1
2015,48,479,39.3,35.9,42.6,1
2015,48,481,69.3,57.9,80.6,1
2015,48,483,102.8,68.8,147.6,1
2015,48,485,67.7,61.5,74,1
2015,48,487,80.6,60.3,105.4,1
2015,48,489,40,29.1,53.8,1
2015,48,491,39.5,37,42.1,1
2015,48,493,54.9,45.3,64.6,1
2015,48,495,123.9,91,164.7,1
2015,48,497,67,57.9,76.2,1
2015,48,499,94.5,81.4,107.6,1
2015,48,501,94.9,67.5,129.7,1
2015,48,503,76.3,59.5,96.4,1
2015,48,505,39.1,26,56.5,1
2015,48,507,74.4,54.3,99.6,1
2015,49,001,101.9,70.2,143.2,1
2015,49,003,73,62.5,83.5,1
2015,49,005,46.9,41.4,52.5,1
2015,49,007,145.2,122.1,168.3,1
2015,49,009,NA,NA,NA,NA
2015,49,011,51.6,48.1,55.1,1
2015,49,013,118.4,97,139.7,1
2015,49,015,128.7,100.1,162.8,1
2015,49,017,114.4,76.6,164.3,1
2015,49,019,89.4,64.5,120.9,1
2015,49,021,72.9,62,83.8,1
2015,49,023,84.4,61.4,113.4,1
2015,49,025,138.4,102.7,182.5,1
2015,49,027,84,62.9,109.8,1
2015,49,029,52.6,34.6,76.5,1
2015,49,031,NA,NA,NA,NA
2015,49,033,NA,NA,NA,NA
2015,49,035,69.3,67.1,71.6,1
2015,49,037,104.2,82.5,129.9,1
2015,49,039,85.6,70.3,100.8,1
2015,49,041,92.9,75.4,113.4,1
2015,49,043,55,44.5,65.4,1
2015,49,045,78.2,68.2,88.1,1
2015,49,047,85.4,71.8,98.9,1
2015,49,049,48.4,45.8,51,1
2015,49,051,56.4,44.4,70.7,1
2015,49,053,81.2,74.7,87.6,1
2015,49,055,NA,NA,NA,NA
2015,49,057,74.9,70,79.8,1
2015,50,001,62.4,51,73.8,1
2015,50,003,85.8,72.3,99.2,1
2015,50,005,72.8,59.4,86.2,1
2015,50,007,61.1,55.6,66.5,1
2015,50,009,90.3,60,130.5,1
2015,50,011,74.4,63.5,85.2,1
2015,50,013,71.9,46.5,106.2,2
2015,50,015,77.6,62.9,94.6,1
2015,50,017,78.1,63.7,92.6,1
2015,50,019,103.2,86.1,120.3,1
2015,50,021,81,70.8,91.1,1
2015,50,023,72.6,62.9,82.3,1
2015,50,025,84.4,72.2,96.6,1
2015,50,027,80.9,70.4,91.4,1
2015,51,001,83.8,69.9,97.8,1
2015,51,003,49.4,43.4,55.5,1
2015,51,005,87.4,68.2,110.5,1
2015,51,007,98.3,75.6,125.8,1
2015,51,009,62.2,50,74.4,1
2015,51,011,81.5,62.4,104.4,1
2015,51,013,28.9,25.7,32,1
2015,51,015,70.1,61.6,78.7,1
2015,51,017,100.2,63.5,150.3,2
2015,51,019,71.1,62.4,79.8,1
2015,51,021,92.6,62.9,131.4,1
2015,51,023,67.1,54.6,79.5,1
2015,51,025,75.8,58.4,96.9,1
2015,51,027,126.6,106.2,147,1
2015,51,029,65.5,49.5,85.1,1
2015,51,031,68.6,58.8,78.4,1
2015,51,033,68.8,55.4,82.3,1
2015,51,035,95.9,80.2,111.7,1
2015,51,036,89.9,61.5,126.9,1
2015,51,037,86,64.4,112.5,1
2015,51,041,51.5,48,54.9,1
2015,51,043,58.6,42.2,79.2,1
2015,51,045,80.9,50.1,123.6,2
2015,51,047,73.4,62.6,84.2,1
2015,51,049,89.4,65,120,1
2015,51,051,133.2,107.5,158.9,1
2015,51,053,68.1,55.1,83.2,1
2015,51,057,71.6,51.1,97.4,1
2015,51,059,33,31.5,34.5,1
2015,51,061,69.5,60.6,78.4,1
2015,51,063,94.2,73.8,118.4,1
2015,51,065,56.8,44.6,71.3,1
2015,51,067,78.8,68.4,89.1,1
2015,51,069,67.3,59.4,75.3,1
2015,51,071,84,65.6,106,1
2015,51,073,81.1,68.1,94.1,1
2015,51,075,56.9,43.6,72.9,1
2015,51,077,86,66.5,109.4,1
2015,51,079,56.1,42,73.4,1
2015,51,081,75.7,55.2,101.3,1
2015,51,083,76,63.2,88.8,1
2015,51,085,60.3,53.5,67.1,1
2015,51,087,52.7,49.2,56.3,1
2015,51,089,109,96.4,121.6,1
2015,51,091,NA,NA,NA,NA
2015,51,093,59.3,48,70.6,1
2015,51,095,55.2,47.4,62.9,1
2015,51,097,56.3,34.4,87,2
2015,51,099,74.7,60.3,91.5,1
2015,51,101,77,59,98.7,1
2015,51,103,88,65.1,116.4,1
2015,51,105,87.7,71.3,104,1
2015,51,107,29.5,26.9,32,1
2015,51,109,57.7,46.9,70.4,1
2015,51,111,81.3,60.5,106.9,1
2015,51,113,91.1,69.5,117.3,1
2015,51,115,94.5,68.1,127.7,1
2015,51,117,68.3,55.4,81.2,1
2015,51,119,76.3,54.7,103.5,1
2015,51,121,42.7,36.8,48.5,1
2015,51,125,86.1,66.3,109.9,1
2015,51,127,53.1,39.7,69.6,1
2015,51,131,88.5,66.5,115.5,1
2015,51,133,81.3,60.4,107.2,1
2015,51,135,69.9,52.7,91,1
2015,51,137,93.5,79.1,107.9,1
2015,51,139,88.1,71.2,104.9,1
2015,51,141,123.5,100.7,146.2,1
2015,51,143,81.2,71.2,91.2,1
2015,51,145,66.7,53.9,81.6,1
2015,51,147,60.7,47.3,76.6,1
2015,51,149,50,40.4,61.3,1
2015,51,153,32.4,30.1,34.8,1
2015,51,155,94.5,80,109,1
2015,51,157,70,45.8,102.6,1
2015,51,159,82.1,57.8,113.2,1
2015,51,161,68.3,60.8,75.7,1
2015,51,163,90.4,72.7,108,1
2015,51,165,66.4,58.3,74.5,1
2015,51,167,92.7,76.8,108.5,1
2015,51,169,94.6,76.7,112.6,1
2015,51,171,83.7,71.5,96,1
2015,51,173,80.2,66.2,94.1,1
2015,51,175,58.2,43.6,76.1,1
2015,51,177,53.2,47.6,58.9,1
2015,51,179,40.7,35.9,45.5,1
2015,51,181,NA,NA,NA,NA
2015,51,183,50.5,34.1,72.2,1
2015,51,185,90.7,78.1,103.3,1
2015,51,187,70.1,58.3,81.9,1
2015,51,191,76.6,66.2,86.9,1
2015,51,193,76.3,59.1,96.9,1
2015,51,195,100.6,86.8,114.4,1
2015,51,197,92.4,76.8,108,1
2015,51,199,42.1,35.1,49,1
2015,51,510,33.4,29.2,37.5,1
2015,51,520,96.5,76.9,119.4,1
2015,51,530,60.2,36.7,92.9,2
2015,51,540,44.6,35.9,53.4,1
2015,51,550,52.2,48,56.4,1
2015,51,570,67,51,86.4,1
2015,51,580,93.1,61.4,135.5,1
2015,51,590,86.3,73.8,98.7,1
2015,51,595,NA,NA,NA,NA
2015,51,600,66.7,52.8,83.1,1
2015,51,610,32.8,20.6,49.7,2
2015,51,620,70.1,47.3,100.1,1
2015,51,630,57.4,45.5,71.6,1
2015,51,640,97.5,67.6,136.3,1
2015,51,650,57.1,51.4,62.7,1
2015,51,660,33.8,27.1,41.7,1
2015,51,670,77.9,62.4,96.1,1
2015,51,678,NA,NA,NA,NA
2015,51,680,58.4,50.8,66,1
2015,51,683,43.3,34.8,53.3,1
2015,51,685,NA,NA,NA,NA
2015,51,690,115.5,91.4,143.9,1
2015,51,700,56.4,51.5,61.3,1
2015,51,710,61.5,57.1,65.9,1
2015,51,720,NA,NA,NA,NA
2015,51,730,84.6,70.4,98.7,1
2015,51,735,36.5,22.9,55.2,2
2015,51,740,68.7,61.3,76.1,1
2015,51,750,42.2,29.5,58.4,1
2015,51,760,70.3,65.3,75.3,1
2015,51,770,81.9,73.9,89.9,1
2015,51,775,70.6,56.7,86.8,1
2015,51,790,74.4,59.8,91.4,1
2015,51,800,53.6,46.7,60.5,1
2015,51,810,49,46.1,51.9,1
2015,51,820,74.2,58.7,92.4,1
2015,51,830,38.9,26,55.9,1
2015,51,840,82.7,67.3,98,1
2015,53,001,44,31.7,59.4,1
2015,53,003,75.3,60,93.3,1
2015,53,005,54.4,49.7,59.2,1
2015,53,007,77,68.1,85.9,1
2015,53,009,95.5,85.5,105.6,1
2015,53,011,63.3,60,66.6,1
2015,53,013,NA,NA,NA,NA
2015,53,015,81.3,73.5,89.1,1
2015,53,017,59.6,48.8,70.3,1
2015,53,019,130.6,96.9,172.2,1
2015,53,021,37.9,32.1,43.7,1
2015,53,023,NA,NA,NA,NA
2015,53,025,58.8,51.8,65.7,1
2015,53,027,85.7,76.1,95.2,1
2015,53,029,72.3,64,80.7,1
2015,53,031,87.7,72.7,102.6,1
2015,53,033,49.5,48.1,50.9,1
2015,53,035,59.7,55.5,63.9,1
2015,53,037,64.5,53.7,75.3,1
2015,53,039,79.7,63.5,98.8,1
