year,state,place,subgroup_type,subgroup,share_in_preschool,share_in_preschool_lb,share_in_preschool_ub,share_in_preschool_quality
2014,12,36950,all,All,NA,NA,NA,NA
2014,12,36950,income,"$50,000 or More",NA,NA,NA,NA
2014,12,36950,income,"Less than $50,000",NA,NA,NA,NA
2014,12,38250,all,All,0.38783895132000634,0.27070381945106936,0.5049740831889433,2
2014,12,38250,income,"$50,000 or More",0.32249914476653335,0.19455724795851229,0.4504410415745545,2
2014,12,38250,income,"Less than $50,000",0.42958149598708906,0.2761896826690157,0.5829733093051623,2
2014,12,39425,all,All,0.3378681155484819,0.18700487792128268,0.4887313531756811,2
2014,12,39425,income,"$50,000 or More",NA,NA,NA,NA
2014,12,39425,income,"Less than $50,000",NA,NA,NA,NA
2014,12,43975,all,All,0.5563834333414742,0.41905003710476096,0.6937168295781875,2
2014,12,43975,income,"$50,000 or More",NA,NA,NA,NA
2014,12,43975,income,"Less than $50,000",NA,NA,NA,NA
2014,12,45000,all,All,0.5249751862701085,0.4583426431083432,0.5916077294318739,2
2014,12,45000,income,"$50,000 or More",0.6741496336983186,0.557235365005531,0.7910639023911062,2
2014,12,45000,income,"Less than $50,000",0.4506077177875503,0.35383155762771057,0.5473838779473901,2
2014,12,45025,all,All,0.6905556325236292,0.5680698604075936,0.8130414046396648,2
2014,12,45025,income,"$50,000 or More",0.7031009636015229,0.55085932922392,0.8553425979791257,2
2014,12,45025,income,"Less than $50,000",NA,NA,NA,NA
2014,12,45060,all,All,0.5023134349039454,0.3844117379026278,0.620215131905263,2
2014,12,45060,income,"$50,000 or More",0.510148376417806,0.33276259821218057,0.6875341546234314,2
2014,12,45060,income,"Less than $50,000",NA,NA,NA,NA
2014,12,45975,all,All,0.545479615767795,0.441185376444134,0.6497738550914561,2
2014,12,45975,income,"$50,000 or More",0.6496724135772423,0.5421460169911889,0.7571988101632956,2
2014,12,45975,income,"Less than $50,000",NA,NA,NA,NA
2014,12,49675,all,All,NA,NA,NA,NA
2014,12,49675,income,"$50,000 or More",NA,NA,NA,NA
2014,12,49675,income,"Less than $50,000",NA,NA,NA,NA
2014,12,53000,all,All,0.40131110258043257,0.33111247519530845,0.4715097299655567,3
2014,12,53000,income,"$50,000 or More",0.4852438663914498,0.3588495785103556,0.6116381542725439,3
2014,12,53000,income,"Less than $50,000",0.3416153027420643,0.2477242350680054,0.4355063704161232,3
2014,12,54000,all,All,0.406905055487053,0.23908341588822687,0.5747266950858791,1
2014,12,54000,income,"$50,000 or More",NA,NA,NA,NA
2014,12,54000,income,"Less than $50,000",NA,NA,NA,NA
2014,12,54200,all,All,NA,NA,NA,NA
2014,12,54200,income,"$50,000 or More",NA,NA,NA,NA
2014,12,54200,income,"Less than $50,000",NA,NA,NA,NA
2014,12,55775,all,All,0.5824386016141715,0.5020677359438127,0.6628094672845303,2
2014,12,55775,income,"$50,000 or More",0.6843188649321358,0.5946649431258689,0.7739727867384026,2
2014,12,55775,income,"Less than $50,000",NA,NA,NA,NA
2014,12,57425,all,All,0.6000594457338508,0.4975945231433024,0.7025243683243992,2
2014,12,57425,income,"$50,000 or More",0.6474712775648637,0.531495123447894,0.7634474316818334,2
2014,12,57425,income,"Less than $50,000",NA,NA,NA,NA
2014,12,58050,all,All,0.5318961795994714,0.4350317029116146,0.6287606562873282,2
2014,12,58050,income,"$50,000 or More",0.6389230747968355,0.5173411474279535,0.7605050021657176,2
2014,12,58050,income,"Less than $50,000",0.41775781487465946,0.27483467890255875,0.5606809508467602,2
2014,12,58715,all,All,0.4176226999418529,0.26588178771929255,0.5693636121644132,1
2014,12,58715,income,"$50,000 or More",0.3653625050789398,0.1829300953149804,0.5477949148428992,1
2014,12,58715,income,"Less than $50,000",NA,NA,NA,NA
2014,12,63000,all,All,0.4857330569901233,0.3799558319580992,0.5915102820221474,3
2014,12,63000,income,"$50,000 or More",0.566847603631999,0.37079121319055314,0.762903994073445,3
2014,12,63000,income,"Less than $50,000",0.4068635403920456,0.28645864645330493,0.5272684343307863,3
2014,12,69700,all,All,0.5987585573246245,0.5006131076236159,0.696904007025633,2
2014,12,69700,income,"$50,000 or More",0.6481320270901201,0.5370634345834915,0.7592006195967487,2
2014,12,69700,income,"Less than $50,000",NA,NA,NA,NA
2014,12,70600,all,All,0.5329239192598435,0.41819186317460494,0.6476559753450821,1
2014,12,70600,income,"$50,000 or More",0.5920149017218953,0.4710043281532495,0.71302547529054106,1
2014,12,70600,income,"Less than $50,000",0.4960407395931561,0.3286476150946319,0.6634338640916803,1
2014,12,71000,all,All,0.3763389466052362,0.3021898633778731,0.4504880298325993,2
2014,12,71000,income,"$50,000 or More",0.5261945453806155,0.40612559326852365,0.6462634974927074,2
2014,12,71000,income,"Less than $50,000",0.3013526747782804,0.2231353017551279,0.37957004780143294,2
2014,12,76600,all,All,0.5072683092412233,0.40588300917844944,0.6086536093039973,2
2014,12,76600,income,"$50,000 or More",NA,NA,NA,NA
2014,12,76600,income,"Less than $50,000",0.4767445580529495,0.3519981325821516,0.6014909835237474,2
2014,13,03440,all,All,0.4680648236415634,0.3627798872457815,0.5733497600373453,2
2014,13,03440,income,"$50,000 or More",0.5559619604974396,0.4221925356433913,0.6897313853514879,2
2014,13,03440,income,"Less than $50,000",0.4007869589657111,0.2659872602699088,0.5355866576615134,2
2014,13,04000,all,All,0.569671819158774,0.49862666787664905,0.6407169704408988,3
2014,13,04000,income,"$50,000 or More",0.7269417208094742,0.6333689164214765,0.8205145251974718,3
2014,13,04000,income,"Less than $50,000",0.45351474974630834,0.36104351525602774,0.545985984236589,3
2014,13,04204,all,All,0.3117338003502627,0.24537110515989977,0.3780964955406257,1
2014,13,04204,income,"$50,000 or More",0.33315872184389733,0.2011701974667695,0.4651472462210251,1
2014,13,04204,income,"Less than $50,000",0.29907120743034055,0.22366883389304232,0.3744735809676388,1
2014,13,19000,all,All,0.5091379589196183,0.43163598700355343,0.5866399308356832,3
2014,13,19000,income,"$50,000 or More",0.6389891696750903,0.528054175197316,0.7499241641528647,3
2014,13,19000,income,"Less than $50,000",0.40375036624670374,0.3083339535653077,0.4991667789280998,3
2014,13,42425,all,All,0.8052396603648299,0.6966551147282407,0.913824206001419,2
2014,13,42425,income,"$50,000 or More",0.8145604461876035,0.6960644938686781,0.9330563985065288,2
2014,13,42425,income,"Less than $50,000",NA,NA,NA,NA
2014,13,49008,all,All,0.4204298416752824,0.289850112408778,0.5510095709417868,1
2014,13,49008,income,"$50,000 or More",0.5429074244452978,0.3464055485469959,0.7394093003435998,1
2014,13,49008,income,"Less than $50,000",0.38251380169846544,0.2259731676393953,0.5390544357575356,1
2014,13,67284,all,All,0.549491374424123,0.41407662664514033,0.6849061222031056,2
2014,13,67284,income,"$50,000 or More",0.6343587778496084,0.48925694297348576,0.779460612725731,2
2014,13,67284,income,"Less than $50,000",NA,NA,NA,NA
2014,13,68516,all,All,0.6549502050380784,0.5081443004542879,0.8017561096218689,1
2014,13,68516,income,"$50,000 or More",0.7493112947658402,0.5847377638414892,0.9138848256901912,1
2014,13,68516,income,"Less than $50,000",NA,NA,NA,NA
2014,13,69000,all,All,0.4512163793554481,0.3299727582738231,0.5724600004370731,3
2014,13,69000,income,"$50,000 or More",0.49313132269166027,0.31293261585847537,0.6733300295248452,3
2014,13,69000,income,"Less than $50,000",0.41806285701112017,0.2804849291234368,0.5556407848988035,3
2014,13,72122,all,All,NA,NA,NA,NA
2014,13,72122,income,"$50,000 or More",NA,NA,NA,NA
2014,13,72122,income,"Less than $50,000",NA,NA,NA,NA
2014,13,80508,all,All,0.5114901186372441,0.3638331298752327,0.6591471073992556,2
2014,13,80508,income,"$50,000 or More",NA,NA,NA,NA
2014,13,80508,income,"Less than $50,000",NA,NA,NA,NA
2014,15,71550,all,All,0.4844605860527816,0.41126773746310624,0.557653434642457,1
2014,15,71550,income,"$50,000 or More",0.5239171524204965,0.4439273719436876,0.6039069328973055,1
2014,15,71550,income,"Less than $50,000",0.3943469815077692,0.26499072961282444,0.523703233402714,1
2014,16,08830,all,All,0.31801946220446714,0.24680123914156984,0.38923768526736446,2
2014,16,08830,income,"$50,000 or More",0.3656928897282702,0.26478828425167716,0.4665974952048631,2
2014,16,08830,income,"Less than $50,000",0.2642918046419159,0.1709602163182966,0.35762339296553514,2
2014,16,52120,all,All,0.38332409965803393,0.29942412776373367,0.4672240715523342,3
2014,16,52120,income,"$50,000 or More",0.3788111993822882,0.2601578049019878,0.49746459386258857,3
2014,16,52120,income,"Less than $50,000",0.3934290021816257,0.27843487870057226,0.5084231256626791,3
2014,16,56260,all,All,0.33713431129732124,0.2650246792219483,0.4092439433726942,2
2014,16,56260,income,"$50,000 or More",0.4047327696849866,0.2888282928070188,0.5206372465629545,2
2014,16,56260,income,"Less than $50,000",0.29405840607379524,0.2055553092529123,0.3825615028946782,2
2014,17,02154,all,All,0.5021589639312761,0.4142273399114936,0.5900905879510587,3
2014,17,02154,income,"$50,000 or More",0.5609099964710678,0.4525118235031797,0.6693081694389558,3
2014,17,02154,income,"Less than $50,000",NA,NA,NA,NA
2014,17,03012,all,All,0.4274101559924854,0.3538276302549872,0.5009926817299836,2
2014,17,03012,income,"$50,000 or More",0.4549034306288731,0.371517104047674,0.5382897572100722,2
2014,17,03012,income,"Less than $50,000",0.3956223870097034,0.25911980329748646,0.5321249707219204,2
2014,17,06613,all,All,0.5817848130305115,0.4972603516313125,0.6663092744297107,2
2014,17,06613,income,"$50,000 or More",0.5983693725629209,0.48650767103220255,0.7102310740936392,2
2014,17,06613,income,"Less than $50,000",0.5513654096228869,0.40342278879754745,0.6993080304482264,2
2014,17,12385,all,All,0.4688771358828317,0.3865813263816525,0.5511729453840108,3
2014,17,12385,income,"$50,000 or More",0.5346500346500346,0.420849108320284,0.6484509609797852,3
2014,17,12385,income,"Less than $50,000",NA,NA,NA,NA
2014,17,14000,all,All,0.5227807852736677,0.49785072325106006,0.5477108472962753,1
2014,17,14000,income,"$50,000 or More",0.5849648023258612,0.5505817555406791,0.6193478491110433,1
2014,17,14000,income,"Less than $50,000",0.46019833606539307,0.4189629288850169,0.5014337432457692,1
2014,17,14351,all,All,0.4336108367433328,0.35971482640550495,0.5075068470811608,2
2014,17,14351,income,"$50,000 or More",0.4759254105204565,0.3711661793675839,0.5806846416733291,2
2014,17,14351,income,"Less than $50,000",0.3893982808022922,0.2893932385812363,0.48940332302334816,2
2014,17,23074,all,All,0.4365494650786598,0.34969901737870074,0.5233999127786189,2
2014,17,23074,income,"$50,000 or More",0.5109700896362425,0.3738064567020354,0.6481337225704495,2
2014,17,23074,income,"Less than $50,000",NA,NA,NA,NA
2014,17,24582,all,All,0.6631147540983606,0.5581643155431455,0.7680651926535758,2
2014,17,24582,income,"$50,000 or More",0.6613146011038635,0.5382531144838745,0.7843760877238526,2
2014,17,24582,income,"Less than $50,000",NA,NA,NA,NA
2014,17,38570,all,All,0.4540294603980728,0.37807822730767343,0.5299806934884721,2
2014,17,38570,income,"$50,000 or More",0.4976258625627753,0.4207499019386474,0.574501823186903,2
2014,17,38570,income,"Less than $50,000",0.36926305251365293,0.21223443814828383,0.5262916668790221,2
2014,17,51622,all,All,0.5653133505115145,0.4941005928727964,0.6365261081502327,2
2014,17,51622,income,"$50,000 or More",0.5825072831093964,0.508309033673285,0.6567055325455078,2
2014,17,51622,income,"Less than $50,000",NA,NA,NA,NA
2014,17,59000,all,All,0.42742582197273454,0.29858992418668207,0.556261719758787,3
2014,17,59000,income,"$50,000 or More",0.5489849955869374,0.3653667013366718,0.7326032898372029,3
2014,17,59000,income,"Less than $50,000",NA,NA,NA,NA
2014,17,65000,all,All,0.5101521745583469,0.40522694815901183,0.615077400957682,3
2014,17,65000,income,"$50,000 or More",0.5744373824502238,0.3900618056084103,0.7588129592920373,3
2014,17,65000,income,"Less than $50,000",0.46210807482662863,0.3193830845753994,0.604833065077858,3
2014,17,68003,all,All,0.47372894187273346,0.34279150781202056,0.6046663759334463,2
2014,17,68003,income,"$50,000 or More",NA,NA,NA,NA
2014,17,68003,income,"Less than $50,000",NA,NA,NA,NA
2014,17,72000,all,All,0.5218796618597713,0.4305001849805929,0.6132591387389497,2
2014,17,72000,income,"$50,000 or More",0.5267034990791897,0.39159267146436016,0.6618143266940192,2
2014,17,72000,income,"Less than $50,000",0.5162162162162162,0.374964705421877,0.6574677270105553,2
2014,17,79293,all,All,0.4158956174956121,0.33083364635058965,0.5009575886406346,2
2014,17,79293,income,"$50,000 or More",NA,NA,NA,NA
2014,17,79293,income,"Less than $50,000",NA,NA,NA,NA
2014,18,05860,all,All,0.4050235478806908,0.30354364401501616,0.5065034517463654,2
2014,18,05860,income,"$50,000 or More",0.3561752988047809,0.2067221754708529,0.5056284221387088,2
2014,18,05860,income,"Less than $50,000",0.45243619489559167,0.30372972510761975,0.6011426646835636,2
2014,18,10342,all,All,0.5743780380253092,0.40922810308898266,0.7395279729616357,2
2014,18,10342,income,"$50,000 or More",0.6142962718949844,0.44270389430806767,0.7858886494819011,2
2014,18,10342,income,"Less than $50,000",NA,NA,NA,NA
2014,18,22000,all,All,0.43279513524847973,0.35044828954844787,0.5151419809485116,3
2014,18,22000,income,"$50,000 or More",0.5360099337748344,0.4245272957652187,0.6474925717844502,3
2014,18,22000,income,"Less than $50,000",0.3299013299013299,0.20965782921767812,0.4501448305849817,3
2014,18,23278,all,All,0.5993634506439699,0.48021488804332607,0.7185120132446137,2
2014,18,23278,income,"$50,000 or More",0.61607191388627,0.48714636020072655,0.7449974675718135,2
2014,18,23278,income,"Less than $50,000",NA,NA,NA,NA
2014,18,25000,all,All,0.32854098503843626,0.2621761787378338,0.39490579133903875,1
2014,18,25000,income,"$50,000 or More",0.3383154828764593,0.24235027287839683,0.43428069287452176,1
2014,18,25000,income,"Less than $50,000",0.32629527157002824,0.2349022631957508,0.4176882799443057,1
2014,18,31000,all,All,0.3761194029850747,0.2676760203814409,0.48456278558870847,3
2014,18,31000,income,"$50,000 or More",NA,NA,NA,NA
2014,18,31000,income,"Less than $50,000",0.33094555873925496,0.20323087493331357,0.45866024254519633,3
2014,18,36003,all,All,0.3760946936660933,0.3414802311801663,0.4107091561520203,1
2014,18,36003,income,"$50,000 or More",0.4762881275262949,0.4185664555550673,0.5340097994975226,1
2014,18,36003,income,"Less than $50,000",0.3008133542451948,0.2507027630907184,0.3509239453996712,1
2014,18,71000,all,All,0.32957516720083574,0.22656736414556067,0.4325829702561108,3
2014,18,71000,income,"$50,000 or More",0.45250779466280416,0.28936965107196877,0.6156459382536396,3
2014,18,71000,income,"Less than $50,000",0.26361398715097045,0.15085872246441778,0.3763692518375231,3
2014,19,12000,all,All,0.4808655580044079,0.3938258133970952,0.5679053026117206,3
2014,19,12000,income,"$50,000 or More",0.45025295109612135,0.3460772103227561,0.5544286918694865,3
2014,19,12000,income,"Less than $50,000",0.5568736915561759,0.3855309931992974,0.7282163899130545,3
2014,19,19000,all,All,0.46235497408047393,0.35775142963662937,0.5669585185243184,3
2014,19,19000,income,"$50,000 or More",0.4955752212389381,0.360768020696495,0.6303824217813812,3
2014,19,19000,income,"Less than $50,000",0.4158711217183771,0.2469722992467526,0.5847699441900016,3
2014,19,21000,all,All,0.41182473395643776,0.3101157425716971,0.5135337253411785,3
2014,19,21000,income,"$50,000 or More",0.43335114845978767,0.3148034394597725,0.5518988574598028,3
2014,19,21000,income,"Less than $50,000",0.38276750703613327,0.2045047712098622,0.5610302428624043,3
2014,19,73335,all,All,0.3987761346251912,0.2541632892799865,0.5433889799703959,2
2014,19,73335,income,"$50,000 or More",NA,NA,NA,NA
2014,19,73335,income,"Less than $50,000",NA,NA,NA,NA
2014,20,36000,all,All,0.37929883138564274,0.29918955539910297,0.4594081073721825,3
2014,20,36000,income,"$50,000 or More",0.45882936507936506,0.33849473270830976,0.5791639974504204,3
2014,20,36000,income,"Less than $50,000",0.3389531957725214,0.24014047983665893,0.4377659117083839,3
2014,20,38900,all,All,0.5224856909239575,0.3705143891827359,0.6744569926651791,1
2014,20,38900,income,"$50,000 or More",0.4904323175053153,0.3157491839892346,0.6651154510213959,1
2014,20,38900,income,"Less than $50,000",NA,NA,NA,NA
2014,20,52575,all,All,0.5039728469931415,0.430232961158513,0.5777127328277699,2
2014,20,52575,income,"$50,000 or More",0.5321432970245823,0.4358072437315258,0.6284793503176388,2
2014,20,52575,income,"Less than $50,000",0.3999078719016652,0.2266173778384584,0.5731983659648721,2
2014,20,53775,all,All,0.6479394029070542,0.5740261471861147,0.7218526586279937,2
2014,20,53775,income,"$50,000 or More",0.6775466179211759,0.5977307232945313,0.7573625125478205,2
2014,20,53775,income,"Less than $50,000",NA,NA,NA,NA
2014,20,71000,all,All,0.5007935946674693,0.3578334073564301,0.6437537819785085,3
2014,20,71000,income,"$50,000 or More",0.5084584319290482,0.3285235797305561,0.6883932841275402,3
2014,20,71000,income,"Less than $50,000",0.4956425953162827,0.31608606974058856,0.6751991208919768,3
2014,20,79000,all,All,0.37524249850509306,0.31932832901678104,0.4311566679934051,2
2014,20,79000,income,"$50,000 or More",0.3460972495945735,0.26830950137265513,0.42388499781649186,2
2014,20,79000,income,"Less than $50,000",0.4046167075713229,0.3226486314074616,0.4865847837351841,2
2014,21,46027,all,All,0.4327055008107771,0.3681689081484899,0.4972420934730642,1
2014,21,46027,income,"$50,000 or More",0.4923408329344184,0.415452957442408,0.5692287084264287,1
2014,21,46027,income,"Less than $50,000",0.3678041156551185,0.2764413691081159,0.4591668622021211,1
2014,21,48006,all,All,0.4127003765495546,0.3663264449321477,0.4590743081669615,2
2014,21,48006,income,"$50,000 or More",0.5524129295529865,0.48030718913397297,0.624518669972,2
2014,21,48006,income,"Less than $50,000",0.2626456993044034,0.1944375252239294,0.3308538733848774,2
2014,22,05000,all,All,0.4853257201789233,0.4078608619194959,0.5627905784383507,3
2014,22,05000,income,"$50,000 or More",0.525558721757158,0.4011649879047926,0.6499524556095234,3
2014,22,05000,income,"Less than $50,000",0.45793398832604854,0.3553126477955248,0.5605553288565722,3
2014,22,40735,all,All,0.4486237649604404,0.34838772425358355,0.5488598056672972,2
2014,22,40735,income,"$50,000 or More",0.4748077067833303,0.34521479755366685,0.6044006160129938,2
2014,22,40735,income,"Less than $50,000",0.411662415871781,0.28241323101140026,0.5409116007321616,2
2014,22,41155,all,All,0.5089467723669309,0.41668030573762793,0.6012132389962338,2
2014,22,41155,income,"$50,000 or More",0.5283018867924528,0.39833308952776825,0.6582706840571374,2
2014,22,41155,income,"Less than $50,000",0.49018733273862614,0.3689714123896667,0.6114032530875856,2
2014,22,55000,all,All,0.553740779768177,0.48903021506860234,0.6184513444677517,3
2014,22,55000,income,"$50,000 or More",0.6944121071012805,0.6044788744181164,0.7843453397844447,3
2014,22,55000,income,"Less than $50,000",0.43838919700988666,0.34913675018483353,0.5276416438349398,3
2014,22,70000,all,All,0.4475474691354346,0.37270343434668346,0.5223915039241858,3
2014,22,70000,income,"$50,000 or More",0.4721963285460803,0.37713368141133774,0.5672589756808228,3
2014,22,70000,income,"Less than $50,000",0.4336358211721228,0.3247429392186955,0.5425287031255501,3
2014,24,04000,all,All,0.4365942028985507,0.3861280367387228,0.48706036905837863,2
2014,24,04000,income,"$50,000 or More",0.5098422238918107,0.4417327150826603,0.577951732700961,2
2014,24,04000,income,"Less than $50,000",0.38447556933604193,0.31385910845547293,0.455092030216611,2
2014,24,30325,all,All,0.5134575569358178,0.365504689767812,0.6614104241038237,2
2014,24,30325,income,"$50,000 or More",0.5214190093708166,0.36239691945803665,0.6804410992835966,2
2014,24,30325,income,"Less than $50,000",NA,NA,NA,NA
2014,25,07000,all,All,0.4877075196794625,0.4376408911666804,0.5377741481922447,2
2014,25,07000,income,"$50,000 or More",0.5595900875321825,0.4907250919517165,0.6284550831126485,2
2014,25,07000,income,"Less than $50,000",0.42049629438413655,0.3550897192854436,0.4859028694828295,2
2014,25,09000,all,All,0.4225512528473804,0.33294326950534225,0.5121592361894186,2
2014,25,09000,income,"$50,000 or More",0.3902439024390244,0.27199229367731814,0.5084955112007307,2
2014,25,09000,income,"Less than $50,000",0.4688142563399589,0.3319016723621725,0.6057268403177453,2
2014,25,11000,all,All,0.7737397420867527,0.6282283836046496,0.9192511005688556,3
2014,25,11000,income,"$50,000 or More",0.7554904831625183,0.5773746808950924,0.9336062854299444,3
2014,25,11000,income,"Less than $50,000",NA,NA,NA,NA
2014,25,23000,all,All,0.5078498293515359,0.33918623800157455,0.6765134207014972,2
2014,25,23000,income,"$50,000 or More",NA,NA,NA,NA
2014,25,23000,income,"Less than $50,000",NA,NA,NA,NA
2014,25,34550,all,All,0.42954898911353034,0.32983549663317635,0.5292624815938843,2
2014,25,34550,income,"$50,000 or More",0.34492273730684325,0.227313577168364,0.4625318974453225,2
2014,25,34550,income,"Less than $50,000",NA,NA,NA,NA
2014,25,37000,all,All,0.4082051282051282,0.24032147030653564,0.5760887861037208,3
2014,25,37000,income,"$50,000 or More",0.3638297872340426,0.15515066694539978,0.5725089075226854,3
2014,25,37000,income,"Less than $50,000",0.4495049504950495,0.23456151084339175,0.6644483901467073,3
2014,25,37490,all,All,0.2891767655662349,0.1969191390896088,0.381434392042861,1
2014,25,37490,income,"$50,000 or More",0.3945182724252492,0.2512412076618521,0.5377953371886462,1
2014,25,37490,income,"Less than $50,000",0.1825063078216989,0.06716797887704697,0.29784463676635087,1
2014,25,45000,all,All,0.5255176436278799,0.4343040152738004,0.6167312719819593,3
2014,25,45000,income,"$50,000 or More",0.5398119122257053,0.42406827264532354,0.6555555518060872,3
2014,25,45000,income,"Less than $50,000",0.5131147540983607,0.3852766090422041,0.6409528991545173,3
2014,25,45560,all,All,0.7951558876578202,0.7327729691422415,0.8575388061733988,2
2014,25,45560,income,"$50,000 or More",0.8364140480591498,0.7826886001214218,0.8901394959968777,2
2014,25,45560,income,"Less than $50,000",NA,NA,NA,NA
2014,25,55745,all,All,0.5079957356076759,0.3672014919486256,0.6487899792667262,1
2014,25,55745,income,"$50,000 or More",0.5487341772151898,0.3876170074825316,0.709851346947848,1
2014,25,55745,income,"Less than $50,000",NA,NA,NA,NA
2014,25,62535,all,All,0.5303217821782178,0.35056544682695756,0.710078117529478,2
2014,25,62535,income,"$50,000 or More",NA,NA,NA,NA
2014,25,62535,income,"Less than $50,000",NA,NA,NA,NA
2014,25,67000,all,All,0.444261620732209,0.35515035676691675,0.5333728846975012,3
2014,25,67000,income,"$50,000 or More",0.47568710359408034,0.28834568227478163,0.663028524913379,3
2014,25,67000,income,"Less than $50,000",0.43130990415335463,0.3334169661000944,0.5292028422066148,3
2014,25,82000,all,All,0.5357478833490122,0.43896421984952305,0.6325315468485014,3
2014,25,82000,income,"$50,000 or More",0.5777888944472236,0.4662484117163711,0.6893293771780761,3
2014,25,82000,income,"Less than $50,000",0.49844651575676874,0.34061107609453106,0.6562819554190065,3
2014,26,03000,all,All,0.5162306258630847,0.33421293480695324,0.6982483169192161,3
2014,26,03000,income,"$50,000 or More",NA,NA,NA,NA
2014,26,03000,income,"Less than $50,000",NA,NA,NA,NA
2014,26,21000,all,All,0.464389534883721,0.3709219589944802,0.5578571107729616,3
2014,26,21000,income,"$50,000 or More",0.4988730277986476,0.3451225148574343,0.652623540739861,3
2014,26,21000,income,"Less than $50,000",0.4320900774102745,0.2853854799199434,0.5787946749006057,3
2014,26,22000,all,All,0.36434883469787654,0.30125059047873015,0.42744707891702294,1
2014,26,22000,income,"$50,000 or More",0.35931153647911024,0.2292150356978822,0.4894080372603382,1
2014,26,22000,income,"Less than $50,000",0.3687312865617564,0.29763434130932415,0.4398282318141887,1
2014,26,27440,all,All,0.5120817843866171,0.3788806711897388,0.6452828975834954,2
2014,26,27440,income,"$50,000 or More",NA,NA,NA,NA
2014,26,27440,income,"Less than $50,000",NA,NA,NA,NA
2014,26,29000,all,All,0.3392857142857143,0.20329841759188017,0.4752730109795485,3
2014,26,29000,income,"$50,000 or More",NA,NA,NA,NA
2014,26,29000,income,"Less than $50,000",0.31148696264975334,0.15788917527602225,0.4650847500234844,3
2014,26,34000,all,All,0.4605912167450259,0.3636066253200173,0.5575758081700345,1
2014,26,34000,income,"$50,000 or More",0.6036266948498332,0.42923113616246344,0.778022253537203,1
2014,26,34000,income,"Less than $50,000",0.37682479125310414,0.24955363878304823,0.50409594372316,1
2014,26,46000,all,All,0.3005093215958967,0.18335180157401657,0.4176668416177769,3
2014,26,46000,income,"$50,000 or More",NA,NA,NA,NA
2014,26,46000,income,"Less than $50,000",0.3468834618910264,0.19536539353213753,0.4984015302499153,3
2014,26,49000,all,All,0.5501567398119123,0.4071554290271109,0.6931580505967136,2
2014,26,49000,income,"$50,000 or More",0.5691176470588236,0.40077180902871473,0.7374634850889326,2
2014,26,49000,income,"Less than $50,000",NA,NA,NA,NA
2014,26,69035,all,All,0.5665688328451572,0.4424379209602096,0.6906997447301049,2
2014,26,69035,income,"$50,000 or More",0.5960341717725502,0.46558944538350067,0.7264788981615998,2
2014,26,69035,income,"Less than $50,000",NA,NA,NA,NA
2014,26,74900,all,All,0.5120817843866171,0.3788806711897388,0.6452828975834954,2
2014,26,74900,income,"$50,000 or More",NA,NA,NA,NA
2014,26,74900,income,"Less than $50,000",NA,NA,NA,NA
2014,26,76460,all,All,0.34299516908212563,0.19852005927844324,0.487470278885808,1
2014,26,76460,income,"$50,000 or More",NA,NA,NA,NA
2014,26,76460,income,"Less than $50,000",NA,NA,NA,NA
2014,26,80700,all,All,0.5681034482758621,0.4425554901548609,0.6936514063968633,2
2014,26,80700,income,"$50,000 or More",0.5971187282662692,0.4659170948654122,0.7283203616671262,2
2014,26,80700,income,"Less than $50,000",NA,NA,NA,NA
2014,26,84000,all,All,0.34492273730684325,0.21790953539091087,0.47193593922277566,2
2014,26,84000,income,"$50,000 or More",NA,NA,NA,NA
2014,26,84000,income,"Less than $50,000",0.33597883597883593,0.15274621692110862,0.5192114550365632,2
2014,26,86000,all,All,0.32283029297954674,0.19801183027793123,0.44764875568116225,2
2014,26,86000,income,"$50,000 or More",NA,NA,NA,NA
2014,26,86000,income,"Less than $50,000",NA,NA,NA,NA
2014,26,88940,all,All,0.41976199062387304,0.2838901806194072,0.5556338006283389,2
2014,26,88940,income,"$50,000 or More",NA,NA,NA,NA
2014,26,88940,income,"Less than $50,000",NA,NA,NA,NA
2014,27,06616,all,All,0.47077713551701994,0.3185902643782713,0.6229640066557686,2
2014,27,06616,income,"$50,000 or More",NA,NA,NA,NA
2014,27,06616,income,"Less than $50,000",NA,NA,NA,NA
2014,27,07966,all,All,0.3681434599156118,0.24212104965890444,0.4941658701723192,2
2014,27,07966,income,"$50,000 or More",0.4300411522633744,0.24813303267784784,0.611949271848901,2
2014,27,07966,income,"Less than $50,000",NA,NA,NA,NA
2014,27,17000,all,All,0.3925184980375893,0.30094239780338206,0.4840945982717966,3
2014,27,17000,income,"$50,000 or More",0.3991118638556861,0.2636259102920159,0.5345978174193563,3
2014,27,17000,income,"Less than $50,000",0.3826713825601441,0.23586148833144796,0.5294812767888403,3
2014,27,43000,all,All,0.47356452202047344,0.3968221623779793,0.5503068816629676,2
2014,27,43000,income,"$50,000 or More",0.6143111934292973,0.5142794566921207,0.7143429301664739,2
2014,27,43000,income,"Less than $50,000",0.32046698420662995,0.21053061501646292,0.430403353396797,2
2014,27,51730,all,All,0.4746659944542475,0.3474967773355869,0.6018352115729082,2
2014,27,51730,income,"$50,000 or More",0.5014471780028944,0.368835788676704,0.6340585673290848,2
2014,27,51730,income,"Less than $50,000",NA,NA,NA,NA
2014,27,54880,all,All,0.4544399303540337,0.3572807548016509,0.5515991059064165,2
2014,27,54880,income,"$50,000 or More",0.5667767815007079,0.45305162280447486,0.6805019401969409,2
