year,state,county,share_in_preschool,share_in_preschool_lb,share_in_preschool_ub,share_in_preschool_quality
2014,02,230,NA,NA,NA,NA
2014,02,240,NA,NA,NA,NA
2014,02,275,NA,NA,NA,NA
2014,02,282,NA,NA,NA,NA
2014,02,290,NA,NA,NA,NA
2014,04,001,0.3737389911929544,0.3088260129738508,0.438651969412058,2
2014,04,003,0.32259194395796853,0.2531886287303231,0.3919952591856139,2
2014,04,005,0.459511391710129,0.3618806913172647,0.5571420921029934,1
2014,04,007,0.27460770328102707,0.2126265077479585,0.33658889881409565,2
2014,04,009,0.2746077032810271,0.21262650774795855,0.3365888988140957,3
2014,04,011,NA,NA,NA,NA
2014,04,012,NA,NA,NA,NA
2014,04,013,0.3262136091681348,0.309239379425141,0.3431878389111286,1
2014,04,015,0.3593570608495982,0.26065221905804614,0.4580619026411502,1
2014,04,017,0.37373899119295434,0.30882601297385076,0.4386519694120579,2
2014,04,019,0.36879739127018424,0.3340951068061522,0.4034996757342163,1
2014,04,021,0.25615411413309375,0.19895673274541595,0.3133514955207716,1
2014,04,023,0.3225919439579685,0.25318862873032305,0.3919952591856139,3
2014,04,025,0.3672517827756445,0.2715868920645662,0.4629166734867228,1
2014,04,027,0.4136177194421657,0.328745933944269,0.4984895049400624,1
2014,05,001,NA,NA,NA,NA
2014,05,003,NA,NA,NA,NA
2014,05,005,0.4348860931655899,0.3296793312444468,0.5400928550867331,3
2014,05,007,0.32924361244624334,0.2673015514563147,0.391185673436172,1
2014,05,009,0.4348860931655899,0.32967933124444676,0.540092855086733,3
2014,05,011,NA,NA,NA,NA
2014,05,013,NA,NA,NA,NA
2014,05,015,NA,NA,NA,NA
2014,05,017,NA,NA,NA,NA
2014,05,019,NA,NA,NA,NA
2014,05,021,NA,NA,NA,NA
2014,05,023,NA,NA,NA,NA
2014,05,025,NA,NA,NA,NA
2014,05,027,0.6138983050847457,0.5106613562278529,0.7171352539416386,3
2014,05,029,NA,NA,NA,NA
2014,05,031,0.4934139805442791,0.4250296033114576,0.5617983577771006,2
2014,05,033,0.49385805277525024,0.3924920815515543,0.5952240239989461,3
2014,05,035,0.5236162361623615,0.41817801466800897,0.6290544576567141,2
2014,05,037,NA,NA,NA,NA
2014,05,039,NA,NA,NA,NA
2014,05,041,NA,NA,NA,NA
2014,05,043,NA,NA,NA,NA
2014,05,045,0.4054219635472507,0.3350353234330261,0.47580860366147526,2
2014,05,047,NA,NA,NA,NA
2014,05,049,NA,NA,NA,NA
2014,05,051,0.596765498652291,0.49928992390960314,0.6942410733949789,2
2014,05,053,NA,NA,NA,NA
2014,05,055,0.49043108447709255,0.4176984758776207,0.5631636930765644,3
2014,05,057,NA,NA,NA,NA
2014,05,059,NA,NA,NA,NA
2014,05,061,NA,NA,NA,NA
2014,05,063,0.42475822050290135,0.3282138827948957,0.521302558210907,3
2014,05,065,NA,NA,NA,NA
2014,05,067,NA,NA,NA,NA
2014,05,069,0.6734845667534399,0.5788210434131413,0.7681480900937385,2
2014,05,071,0.4395445134575569,0.35132547109706125,0.5277635558180526,3
2014,05,073,NA,NA,NA,NA
2014,05,075,NA,NA,NA,NA
2014,05,077,NA,NA,NA,NA
2014,05,079,NA,NA,NA,NA
2014,05,081,NA,NA,NA,NA
2014,05,083,0.4963905122035064,0.40068099277385755,0.5921000316331553,3
2014,05,085,0.40542196354725074,0.3350353234330261,0.47580860366147537,2
2014,05,087,NA,NA,NA,NA
2014,05,089,NA,NA,NA,NA
2014,05,091,0.5263835263835264,0.3880688461826242,0.6646982065844285,2
2014,05,093,0.5236162361623616,0.418178014668009,0.6290544576567143,2
2014,05,095,NA,NA,NA,NA
2014,05,097,NA,NA,NA,NA
2014,05,099,NA,NA,NA,NA
2014,05,101,NA,NA,NA,NA
2014,05,103,0.6138983050847457,0.5106613562278529,0.7171352539416386,3
2014,05,105,NA,NA,NA,NA
2014,05,107,NA,NA,NA,NA
2014,05,109,NA,NA,NA,NA
2014,05,111,NA,NA,NA,NA
2014,05,113,NA,NA,NA,NA
2014,05,115,0.4395445134575569,0.35132547109706125,0.5277635558180526,2
2014,05,117,NA,NA,NA,NA
2014,05,119,0.4992848203111032,0.4365405783294721,0.5620290622927343,1
2014,05,121,NA,NA,NA,NA
2014,05,123,0.6580102414045355,0.5766012602066151,0.73941922260245585,3
2014,05,125,0.4400227401932916,0.3504553260606406,0.5295901543259427,1
2014,05,127,NA,NA,NA,NA
2014,05,129,NA,NA,NA,NA
2014,05,131,0.4938580527752502,0.3924920815515543,0.5952240239989461,2
2014,05,133,NA,NA,NA,NA
2014,05,135,NA,NA,NA,NA
2014,05,137,NA,NA,NA,NA
2014,05,139,0.6138983050847457,0.5106613562278529,0.7171352539416386,2
2014,05,141,NA,NA,NA,NA
2014,05,143,0.3883349269225515,0.3053029853028989,0.4713668685422042,1
2014,05,145,0.3871733966745843,0.2863644201993034,0.48798237314986515,2
2014,05,147,NA,NA,NA,NA
2014,05,149,NA,NA,NA,NA
2014,06,001,0.5429484963705496,0.5077508130490478,0.5781461796920515,1
2014,06,003,NA,NA,NA,NA
2014,06,005,0.42238993710691825,0.33711838302996766,0.5076614911838688,3
2014,06,007,0.4670886075949367,0.3670030599108296,0.5671741552790438,1
2014,06,009,0.42238993710691825,0.33711838302996766,0.5076614911838688,3
2014,06,011,NA,NA,NA,NA
2014,06,013,0.5158178465030501,0.4775869486666666,0.5540487443394335,1
2014,06,015,NA,NA,NA,NA
2014,06,017,0.5131244707874683,0.4037445813670028,0.6225043602079336,1
2014,06,019,0.322172556295859,0.28904013282996044,0.35530497976175757,1
2014,06,021,NA,NA,NA,NA
2014,06,023,0.5099778270509978,0.38698404911422335,0.6329716049877723,1
2014,06,025,0.415853475454136,0.33949275605722407,0.492214194851048,1
2014,06,027,NA,NA,NA,NA
2014,06,029,0.3117393228590396,0.2630662720450494,0.3604123736730298,1
2014,06,031,0.32520443925233644,0.2565657613466914,0.3938431171579815,1
2014,06,033,0.44227574750830567,0.3377894364539155,0.5467620585626958,2
2014,06,035,NA,NA,NA,NA
2014,06,037,0.4919152869464205,0.4774008959305937,0.5064296779622472,1
2014,06,039,0.28643006263048015,0.18711863746314417,0.38574148779781614,1
2014,06,041,0.7041103603603603,0.6030885167848279,0.8051322039358928,1
2014,06,043,NA,NA,NA,NA
2014,06,045,0.44227574750830567,0.33778943645391546,0.5467620585626959,2
2014,06,047,0.31671554252199413,0.2431794361982607,0.3902516488457275,1
2014,06,049,NA,NA,NA,NA
2014,06,051,NA,NA,NA,NA
2014,06,053,0.3593839382537341,0.3006984876079462,0.418069388899522,1
2014,06,055,0.49605343047966,0.39735646660629687,0.5947503943530231,1
2014,06,057,0.34404674945215485,0.18776549682122803,0.5003280020830817,1
2014,06,059,0.49171891891891895,0.46143863745463143,0.5219992003832065,1
2014,06,061,0.5771630615640599,0.5194263051992454,0.6348998179288745,1
2014,06,063,NA,NA,NA,NA
2014,06,065,0.31473014610873673,0.2892073037831998,0.34025298843427365,1
2014,06,067,0.40886485764827607,0.37678142044206103,0.4409482948544911,1
2014,06,069,0.23113207547169817,0.14139445910366713,0.32086969183972913,2
2014,06,071,0.34049503372815637,0.3098927532499377,0.37109731420637504,1
2014,06,073,0.46567324100162705,0.4352948055222142,0.4960516764810398,1
2014,06,075,0.5415328467153284,0.4928791819399652,0.5901865114906917,1
2014,06,077,0.36310809804067645,0.31468910022704083,0.4115270958543121,1
2014,06,079,0.4768256085361787,0.34372278018755253,0.6099284368848049,1
2014,06,081,0.5174667001759236,0.476619190164539,0.5583142101873081,1
2014,06,083,0.4439319688671087,0.35869607986155944,0.5291678578726579,1
2014,06,085,0.5372168284789643,0.5078957191622928,0.5665379377956359,1
2014,06,087,0.4021828103683493,0.3047450354520927,0.4996205852846058,1
2014,06,089,0.5017681728880157,0.3911019215512996,0.6124344242247317,1
2014,06,091,NA,NA,NA,NA
2014,06,093,0.5187930121757545,0.4110246759575195,0.6265613483939894,3
2014,06,095,0.4372175597159458,0.3633726073250641,0.5110625121068275,1
2014,06,097,0.5331120832704782,0.4557749231953605,0.6104492433455959,1
2014,06,099,0.3684675726439067,0.30369783495295866,0.4332373103348548,1
2014,06,101,0.4702419882275997,0.37159908309474665,0.5688848933604528,2
2014,06,103,0.381541924592009,0.2528525801945405,0.5102312689894775,2
2014,06,105,NA,NA,NA,NA
2014,06,107,0.3426509545994336,0.2788604450941039,0.40644146410476334,1
2014,06,109,0.42238993710691825,0.33711838302996766,0.5076614911838688,3
2014,06,111,0.45396510143282737,0.40250916076768617,0.5054210420979686,1
2014,06,113,0.4710884353741497,0.3698850505632899,0.5722918201850093,1
2014,06,115,0.47024198822759977,0.3715990830947467,0.5688848933604529,2
2014,08,001,0.3577120534475024,0.3138702901461723,0.4015538167488325,1
2014,08,003,NA,NA,NA,NA
2014,08,005,0.4859911661106188,0.44578840489862254,0.5261939273226152,1
2014,08,007,NA,NA,NA,NA
2014,08,009,NA,NA,NA,NA
2014,08,011,NA,NA,NA,NA
2014,08,013,0.6116668635016599,0.56066204148636,0.6626716855169598,2
2014,08,014,0.6394969683045971,0.559395640303995,0.7195982963051992,3
2014,08,015,NA,NA,NA,NA
2014,08,017,NA,NA,NA,NA
2014,08,019,NA,NA,NA,NA
2014,08,021,NA,NA,NA,NA
2014,08,023,NA,NA,NA,NA
2014,08,025,NA,NA,NA,NA
2014,08,027,NA,NA,NA,NA
2014,08,029,NA,NA,NA,NA
2014,08,031,0.49451272582014816,0.4539159922699707,0.5351094593703256,1
2014,08,033,NA,NA,NA,NA
2014,08,035,0.6622921633357005,0.6141663885139206,0.7104179381574804,1
2014,08,037,0.5276595744680851,0.41719006793571367,0.6381290810004565,2
2014,08,039,NA,NA,NA,NA
2014,08,041,0.4633909604859791,0.4061872473707261,0.5205946736012321,1
2014,08,043,0.33725202057310805,0.2575054570668509,0.4169985840793652,2
2014,08,045,0.5595529165211317,0.4491474962586983,0.6699583367835651,2
2014,08,047,NA,NA,NA,NA
2014,08,049,NA,NA,NA,NA
2014,08,051,NA,NA,NA,NA
2014,08,053,NA,NA,NA,NA
2014,08,055,NA,NA,NA,NA
2014,08,057,NA,NA,NA,NA
2014,08,059,0.5667536479341284,0.5232727372592654,0.6102345586089915,1
2014,08,061,NA,NA,NA,NA
2014,08,063,NA,NA,NA,NA
2014,08,065,NA,NA,NA,NA
2014,08,067,0.530688622754491,0.4051685248945696,0.6562087206144125,2
2014,08,069,0.46953977121574886,0.39633903948344035,0.5427405029480573,1
2014,08,071,NA,NA,NA,NA
2014,08,073,NA,NA,NA,NA
2014,08,075,NA,NA,NA,NA
2014,08,077,0.34222829227294216,0.2361705309724701,0.4482860535734142,1
2014,08,079,NA,NA,NA,NA
2014,08,081,NA,NA,NA,NA
2014,08,083,NA,NA,NA,NA
2014,08,085,0.4836363636363636,0.3704596187305611,0.5968131085421661,2
2014,08,087,0.5015733165512901,0.3930918632807148,0.6100547698218655,3
2014,08,089,NA,NA,NA,NA
2014,08,091,NA,NA,NA,NA
2014,08,093,NA,NA,NA,NA
2014,08,095,NA,NA,NA,NA
2014,08,097,NA,NA,NA,NA
2014,08,099,NA,NA,NA,NA
2014,08,101,0.3770928505435511,0.292551131014308,0.4616345700727941,1
2014,08,103,NA,NA,NA,NA
2014,08,105,NA,NA,NA,NA
2014,08,107,NA,NA,NA,NA
2014,08,109,NA,NA,NA,NA
2014,08,111,NA,NA,NA,NA
2014,08,113,NA,NA,NA,NA
2014,08,115,NA,NA,NA,NA
2014,08,117,0.5276595744680851,0.4171900679357136,0.6381290810004566,3
2014,08,119,NA,NA,NA,NA
2014,08,121,NA,NA,NA,NA
2014,08,123,0.41666175605401623,0.3614518454971736,0.4718716666108588,1
2014,08,125,NA,NA,NA,NA
2014,09,001,0.6758993950971028,0.6320799284111398,0.7197188617830659,1
2014,09,003,0.6211550533584432,0.5718614267623379,0.6704486799545486,1
2014,09,005,0.6026666666666667,0.5172635851510932,0.6880697481822402,1
2014,09,007,0.6673212882953653,0.5765694434160152,0.7580731331747154,1
2014,09,009,0.5793167270764248,0.5301258552125068,0.6285075989403428,1
2014,09,011,0.6249739420471128,0.5568167398619869,0.6931311442322386,1
2014,09,013,0.6872875594833446,0.585274922949209,0.7893001960174802,1
2014,09,015,0.5288595271210014,0.4298878925324847,0.627831161709518,1
2014,10,001,0.3709373034179073,0.29570171509971355,0.4461728917361011,1
2014,10,003,0.5531001039140977,0.49489236141265863,0.6113078464155368,1
2014,10,005,0.38052120141342755,0.2737885088678454,0.4872538939590097,1
2014,11,001,0.7005600746766235,0.6584300615882155,0.7426900877650315,1
2014,12,001,0.5330093155123532,0.4612163459730299,0.6048022850516765,1
2014,12,003,NA,NA,NA,NA
2014,12,005,0.3722478238607271,0.29573345212350605,0.4487621955979481,2
2014,12,007,0.4865646258503401,0.4087642376783165,0.5643650140223637,3
2014,12,009,0.5267140911154836,0.4524861906175997,0.6009419916133676,1
2014,12,011,0.5186841961704217,0.49253285994367735,0.5448355323971661,1
2014,12,013,NA,NA,NA,NA
2014,12,015,0.4167198468410976,0.23880142252002523,0.59463827116217,1
2014,12,017,0.4619666048237477,0.2865289696765001,0.6374042399709953,1
2014,12,019,0.5291616038882139,0.4162480634285838,0.642075144347844,1
2014,12,021,0.4303712639056427,0.3649049303301836,0.49583759748110173,1
2014,12,023,0.4865646258503401,0.4087642376783164,0.5643650140223637,2
2014,12,027,NA,NA,NA,NA
2014,12,029,NA,NA,NA,NA
2014,12,031,0.43692570695918515,0.3781344437216495,0.4957169701967208,1
2014,12,033,0.5133079847908745,0.4140084079384973,0.6126075616432516,1
2014,12,035,0.4519230769230769,0.29142247531709586,0.612423678529058,1
2014,12,037,NA,NA,NA,NA
2014,12,039,0.4123087869085735,0.30144892842108245,0.5231686453960646,3
2014,12,041,NA,NA,NA,NA
2014,12,043,NA,NA,NA,NA
2014,12,045,NA,NA,NA,NA
2014,12,047,NA,NA,NA,NA
2014,12,049,NA,NA,NA,NA
2014,12,051,0.3444206008583691,0.20984917611646656,0.47899202560027165,2
2014,12,053,0.4809575625680087,0.3637143100573994,0.598200815078618,1
2014,12,055,0.31767578172324346,0.2303449438921435,0.4050066195543434,2
2014,12,057,0.4162331384374569,0.37410984101273304,0.45835643586218067,1
2014,12,059,NA,NA,NA,NA
2014,12,061,0.6749226006191951,0.5721352876416812,0.7777099135967089,1
2014,12,063,0.41230878690857353,0.3014489284210825,0.5231686453960646,3
2014,12,065,NA,NA,NA,NA
2014,12,067,NA,NA,NA,NA
2014,12,069,0.3434669260353652,0.2431697056117762,0.44376414645895423,1
2014,12,071,0.40244897959183673,0.3468245777277889,0.45807338145588455,1
2014,12,073,0.5772189349112427,0.4750867942033511,0.6793510756191342,1
2014,12,075,0.4865646258503401,0.4087642376783165,0.5643650140223637,3
2014,12,077,NA,NA,NA,NA
2014,12,079,NA,NA,NA,NA
2014,12,081,0.4262044909526924,0.33454686492436414,0.5178621169810207,1
2014,12,083,0.4416463579745464,0.354990587803736,0.5283021281453568,1
2014,12,085,0.6314720812182741,0.5269151907026937,0.7360289717338546,1
2014,12,086,0.5537119680051914,0.5272158546710177,0.5802080813393651,1
2014,12,087,0.5814185814185815,0.3986028915452665,0.7642342712918965,2
2014,12,089,0.33312958435207823,0.20860004572550933,0.45765912297864714,2
2014,12,091,0.4689935615045747,0.3593598750475435,0.5786272479616059,1
2014,12,093,0.3444206008583691,0.20984917611646656,0.47899202560027165,2
2014,12,095,0.42007634819076295,0.3753120208550118,0.4648406755265141,1
2014,12,097,0.3057771331883007,0.2014917970423303,0.41006246933427104,1
2014,12,099,0.5357103554528447,0.4920735979523513,0.5793471129533382,1
2014,12,101,0.42341579125720097,0.3476370255538991,0.49919455696050286,1
2014,12,103,0.47652277938390986,0.4132851947106093,0.5397603640572104,1
2014,12,105,0.37459989674754773,0.3162917937687988,0.4329079997262967,1
2014,12,107,0.2316464718460442,0.12285545366461308,0.3404374900274753,2
2014,12,109,0.5577562410453535,0.4467269930872781,0.6687854890034288,1
2014,12,111,0.3612732095490716,0.2458326808861336,0.4767137382120096,1
2014,12,113,0.4202366381068952,0.30837917746742116,0.5320940987463691,1
2014,12,115,0.4575056984695539,0.3699658217441921,0.5450455751949157,1
2014,12,117,0.5694603903559128,0.4987069640365729,0.6402138166752527,1
2014,12,119,NA,NA,NA,NA
2014,12,121,NA,NA,NA,NA
2014,12,123,NA,NA,NA,NA
2014,12,125,NA,NA,NA,NA
2014,12,127,0.33835685783623787,0.26344831282170744,0.4132654028507683,1
2014,12,129,NA,NA,NA,NA
2014,12,131,0.37224782386072713,0.29573345212350616,0.4487621955979481,3
2014,12,133,NA,NA,NA,NA
2014,13,001,NA,NA,NA,NA
2014,13,003,NA,NA,NA,NA
2014,13,005,NA,NA,NA,NA
2014,13,007,NA,NA,NA,NA
2014,13,009,0.49617531527806485,0.42621638824834435,0.5661342423077854,3
2014,13,011,NA,NA,NA,NA
2014,13,013,0.39274657231313576,0.32104117741029686,0.46445196721597465,2
2014,13,015,0.4533546325878594,0.3478387548817147,0.5588705102940041,1
2014,13,017,0.3925759280089989,0.31700369262888756,0.4681481633891102,3
2014,13,019,0.3925759280089989,0.3170036926288875,0.46814816338911025,3
2014,13,021,0.4204054503157195,0.2897810651171668,0.5510298355142722,1
2014,13,023,NA,NA,NA,NA
2014,13,025,NA,NA,NA,NA
2014,13,027,NA,NA,NA,NA
2014,13,029,0.2777985074626866,0.22138130294325012,0.334215711982123,3
2014,13,031,0.4298391569606212,0.34224301896927584,0.5174352949519665,2
2014,13,033,0.45603271983640087,0.363096305531845,0.5489691341409567,3
2014,13,035,0.5461928934010152,0.4582413238606048,0.6341444629414256,3
2014,13,037,NA,NA,NA,NA
2014,13,039,0.4815116911364872,0.3926677488265564,0.570355633446418,3
2014,13,043,NA,NA,NA,NA
2014,13,045,0.3979157805189281,0.30286184725276677,0.4929697137850894,1
2014,13,047,0.35966149506346967,0.2709568340771332,0.4483661560498061,2
2014,13,049,NA,NA,NA,NA
2014,13,051,0.448111060537096,0.3407043532335506,0.5555177678406416,1
2014,13,053,NA,NA,NA,NA
2014,13,055,0.35966149506346967,0.27095683407713317,0.4483661560498062,3
2014,13,057,0.511066969353008,0.4018165082780368,0.6203174304279792,1
2014,13,059,0.4680648236415634,0.36277988724578153,0.5733497600373452,1
2014,13,061,NA,NA,NA,NA
2014,13,063,0.4509365870424472,0.3614556490330531,0.5404175250518412,1
2014,13,065,NA,NA,NA,NA
2014,13,067,0.5237246963562753,0.46491365779855326,0.5825357349139973,1
2014,13,069,0.37749287749287747,0.30702642070701075,0.4479593342787442,3
2014,13,071,0.5829195630585898,0.48840099791869807,0.6774381281984816,2
2014,13,073,0.36661093861953664,0.281877756794568,0.4513441204445053,1
2014,13,075,NA,NA,NA,NA
2014,13,077,0.42998027613412226,0.34400549404796243,0.5159550582202821,1
2014,13,079,NA,NA,NA,NA
2014,13,081,0.5100096867936713,0.43272601224945206,0.5872933613378906,3
2014,13,083,NA,NA,NA,NA
2014,13,085,NA,NA,NA,NA
2014,13,087,NA,NA,NA,NA
2014,13,089,0.5063808976763392,0.448504486738065,0.5642573086146134,1
2014,13,091,NA,NA,NA,NA
2014,13,093,NA,NA,NA,NA
2014,13,095,0.5254737878414963,0.4358149695092046,0.6151326061737881,1
2014,13,097,0.5159301130524152,0.3667164412931122,0.6651437848117182,1
2014,13,099,NA,NA,NA,NA
2014,13,101,NA,NA,NA,NA
2014,13,103,0.4298391569606213,0.34224301896927595,0.5174352949519665,2
2014,13,105,NA,NA,NA,NA
2014,13,107,NA,NA,NA,NA
2014,13,109,NA,NA,NA,NA
2014,13,111,NA,NA,NA,NA
2014,13,113,0.5755579948774241,0.476867052420059,0.6742489373347892,1
2014,13,115,0.3252610530993113,0.25025317683249476,0.40026892936612785,2
2014,13,117,0.47732577525841946,0.4172969032246791,0.5373546472921599,1
2014,13,119,NA,NA,NA,NA
2014,13,121,0.5954816112299409,0.5516962619907435,0.6392669604691383,1
2014,13,123,0.35398760743553864,0.2814626882503505,0.4265125266207268,3
2014,13,125,NA,NA,NA,NA
2014,13,127,0.4815116911364872,0.3926677488265564,0.5703556334464179,2
2014,13,129,0.3539876074355387,0.2814626882503506,0.4265125266207268,3
2014,13,131,NA,NA,NA,NA
2014,13,133,NA,NA,NA,NA
2014,13,135,0.4618127228373053,0.4014804701899008,0.5221449754847098,1
2014,13,137,0.4154370034052214,0.3220978093120327,0.5087761974984101,3
2014,13,139,0.37261806130903063,0.29826853604807424,0.44696758656998703,1
2014,13,141,NA,NA,NA,NA
2014,13,143,0.32526105309931125,0.2502531768324947,0.4002689293661278,3
2014,13,145,0.5100096867936713,0.43272601224945206,0.5872933613378906,3
2014,13,147,NA,NA,NA,NA
2014,13,149,NA,NA,NA,NA
2014,13,151,0.5002723311546841,0.3875570861840154,0.6129875761253527,1
2014,13,153,0.511611030478955,0.36275370488464986,0.66046835607326,1
2014,13,155,NA,NA,NA,NA
2014,13,157,0.39274657231313576,0.32104117741029686,0.46445196721597465,2
2014,13,159,NA,NA,NA,NA
2014,13,161,NA,NA,NA,NA
2014,13,163,NA,NA,NA,NA
2014,13,165,NA,NA,NA,NA
2014,13,167,NA,NA,NA,NA
2014,13,169,0.4961753152780649,0.4262163882483444,0.5661342423077854,3
2014,13,171,NA,NA,NA,NA
2014,13,173,NA,NA,NA,NA
2014,13,175,0.415680473372781,0.3219684564838602,0.5093924902617019,3
2014,13,177,0.5254737878414965,0.4358149695092047,0.6151326061737883,3
2014,13,179,0.2777985074626866,0.2213813029432501,0.3342157119821231,2
2014,13,181,NA,NA,NA,NA
2014,13,183,0.2777985074626866,0.22138130294325012,0.3342157119821231,3
2014,13,185,0.3625924980862465,0.2664111785297357,0.45877381764275726,1
2014,13,187,0.4651384909264566,0.36729287388885434,0.5629841079640588,3
2014,13,189,0.45603271983640087,0.363096305531845,0.5489691341409567,3
2014,13,191,NA,NA,NA,NA
2014,13,193,NA,NA,NA,NA
2014,13,195,0.5504151838671411,0.46002920629673527,0.6408011614375468,3
2014,13,197,NA,NA,NA,NA
2014,13,199,0.4757281553398059,0.3771708854239851,0.5742854252556266,3
2014,13,201,NA,NA,NA,NA
2014,13,205,NA,NA,NA,NA
2014,13,207,0.4961753152780649,0.42621638824834435,0.5661342423077854,3
2014,13,209,NA,NA,NA,NA
2014,13,211,NA,NA,NA,NA
2014,13,213,0.35398760743553864,0.2814626882503505,0.4265125266207268,3
2014,13,215,0.5091379589196183,0.43163598700355343,0.5866399308356832,1
