year,state,place,share_in_preschool,share_in_preschool_lb,share_in_preschool_ub,share_in_preschool_quality
2014,01,03076,0.43758127438231464,0.3364099475757798,0.5387526011888495,2
2014,01,07000,0.3684918591987287,0.27124764553253794,0.4657360728649194,3
2014,01,35896,0.49471957592116256,0.40572731834366305,0.5837118334986621,3
2014,01,37000,0.3416184327973794,0.25803378849243114,0.4252030771023277,3
2014,01,50000,0.45087602251972597,0.3539100710971047,0.5478419739423472,3
2014,01,51000,0.518824593921026,0.4440881312250441,0.5935610566170079,3
2014,01,77256,0.362451296685685,0.25119799500723494,0.47370459836413503,2
2014,02,03000,0.36396138720057203,0.2764155605844795,0.45150721381666453,2
2014,04,04720,0.1863033362840492,0.10523554074527224,0.2673711318228261,2
2014,04,07940,0.3468760710405678,0.23172586108137955,0.462026280999756,2
2014,04,12000,0.4455354833597084,0.379233996868243,0.5118369698511738,3
2014,04,23620,0.459511391710129,0.3618806913172647,0.5571420921029933,3
2014,04,27400,0.42776453079153354,0.3517670475289827,0.5037620140540844,1
2014,04,27820,0.22687864479208122,0.15554154486152882,0.2982157447226336,1
2014,04,28380,0.3041025552051586,0.1877587019367613,0.4204464084735559,2
2014,04,46000,0.3451132161644721,0.30495946675586316,0.38526696557308104,2
2014,04,54050,0.4118838706372634,0.3124838185325439,0.5112839227419829,2
2014,04,55000,0.3086438408361355,0.2859073517991206,0.3313803298731504,2
2014,04,65000,0.28254919003405665,0.23446582544542852,0.3306325546226848,3
2014,04,71510,0.32539776939086806,0.20591867771322356,0.44487686106851254,1
2014,04,73000,0.26401666571862276,0.1940111617270442,0.3340221697102013,3
2014,04,77000,0.35449173644867865,0.3125448383596713,0.396438634537686,2
2014,04,85540,0.41361771944216574,0.32874593394426904,0.49848950494006244,2
2014,05,23290,0.38833492692255156,0.3053029853028989,0.4713668685422042,2
2014,05,24550,0.49385805277525024,0.39249208155155435,0.5952240239989461,2
2014,05,35710,0.49046830920547896,0.4177978780685037,0.5631387403424543,2
2014,05,41000,0.4707304388249685,0.3790745423105846,0.56238633533935245,1
2014,05,66080,0.38291127734831354,0.3080134067216752,0.45780914797495187,3
2014,06,00562,0.58320987654321,0.48264000449041783,0.6837797485960022,2
2014,06,00884,0.5458122540753232,0.40549758720895435,0.686126920941692,2
2014,06,02000,0.3522836183450487,0.2792663782148408,0.42530085847525656,3
2014,06,02252,0.45982124183656536,0.3296116541606882,0.5900308295124426,1
2014,06,02364,0.36047821776692035,0.24402857118468596,0.47692786434915474,2
2014,06,03526,0.30706936752584685,0.24060944003941404,0.37352929501227966,2
2014,06,04982,0.39429237881955276,0.30877706026897067,0.47980769737013484,2
2014,06,06000,0.7357237715803453,0.6150160753211832,0.8564314678395074,1
2014,06,08786,0.549428448604636,0.4580994603105975,0.6407574368986746,3
2014,06,08954,0.5382231404958677,0.38916798650142626,0.6872782944903092,1
2014,06,11194,0.671634461544872,0.5398623716107991,0.803406551478945,1
