year,state,place,score_transit_trips,score_transit_trips_quality,share_transportation_cost,share_transportation_cost_quality
2019,06,65000,10,1,0.28060209887554444,1
2019,06,65042,4,1,0.2138477420724074,1
2019,06,66000,27,1,0.22293168205252947,1
2019,06,67000,25,1,0.11340343973020858,1
2019,06,68000,17,1,0.16136557968910747,1
2019,06,68084,29,1,0.18068833863685124,1
2019,06,68196,27,1,0.2464049524151553,1
2019,06,68252,19,1,0.17145856971715592,1
2019,06,68378,4,1,0.19957545064094664,1
2019,06,69000,34,1,0.27247640001638007,1
2019,06,69070,7,1,0.22214239143192901,1
2019,06,69084,11,1,0.1533234396859287,1
2019,06,69088,1,1,0.2622309955524169,1
2019,06,69196,3,1,0.2716131338116707,1
2019,06,70000,4,1,0.15363239091571212,1
2019,06,70098,5,1,0.22083841751725874,1
2019,06,72016,4,1,0.23724008955678852,1
2019,06,73080,1,1,0.2535403597690166,1
2019,06,75000,8,1,0.2842942513676321,1
2019,06,77000,15,1,0.1511329330346922,1
2019,06,78120,6,1,0.32489262515309886,1
2019,06,78582,3,1,0.229838078545407,1
2019,06,80000,1,1,0.24106104304057904,1
2019,06,80238,5,1,0.3295281668346912,1
2019,06,80854,30,1,0.23845600135690756,1
2019,06,81344,13,1,0.27931579533226963,1
2019,06,81554,2,1,0.2356039146980272,1
2019,06,81666,3,1,0.2262669089472281,1
2019,06,82590,6,1,0.3001007206551687,1
2019,06,82954,4,1,0.3628539238044106,1
2019,06,82996,36,1,0.24637524964265978,1
2019,06,84200,1,1,0.27066022903101117,1
2019,06,84550,33,1,0.24854397720003324,1
2019,06,85292,1,1,0.26202583041447913,1
2019,08,03455,14,1,0.2169074260113453,1
2019,08,04000,19,1,0.20853560409926616,1
2019,08,07850,17,1,0.17806480048728293,1
2019,08,12815,14,1,0.2215463417267477,1
2019,08,16000,6,1,0.23192813810805157,1
2019,08,20000,32,1,0.1828684241164095,1
2019,08,27425,7,1,0.22447956702041144,1
2019,08,32155,5,1,0.23459060724338032,1
2019,08,43000,19,1,0.19754016434530253,1
2019,08,45970,6,1,0.20822533853590136,1
2019,08,46465,3,1,0.23897318823458685,1
2019,08,62000,4,1,0.3059392668464454,1
2019,08,77290,10,1,0.22608746464545526,1
2019,08,83835,12,1,0.2193399773023354,1
2019,09,08000,13,1,0.16796378213989493,1
2019,09,18430,7,1,0.19258366666666668,1
2019,09,37000,25,1,0.14798693510387662,1
2019,09,52000,6,1,0.18440531142607317,1
2019,09,55990,11,1,0.18552110451341156,1
2019,09,73000,16,1,0.17879591379906798,1
2019,09,80000,4,1,0.21176954833036127,1
2019,11,50000,100,1,0.12229919897603955,1
2019,12,07300,1,1,0.23983375325124362,1
2019,12,07875,1,1,0.25094471033490573,1
2019,12,10275,4,1,0.2840906342106828,1
2019,12,12875,15,1,0.23787325498475576,1
2019,12,14400,1,1,0.2718485465774579,1
2019,12,16475,1,1,0.2706565204066725,1
2019,12,16725,1,1,0.2418103921908904,1
2019,12,17200,3,1,0.3379853687090446,1
2019,12,17935,0,1,0.25249009191667465,1
2019,12,24000,1,1,0.22499540729985743,1
2019,12,24125,5,1,0.2509658433167658,1
2019,12,25175,14,1,0.2790608701755726,1
2019,12,30000,0,1,0.2342837593989854,1
2019,12,32000,1,1,0.237107025112706,1
2019,12,32275,0,1,0.2854067290495674,1
2019,12,35000,8,1,0.2638374840152512,1
2019,12,36950,25,1,0.26785997382820576,1
2019,12,38250,4,1,0.294489339749627,1
2019,12,39425,15,1,0.2347446434451416,1
2019,12,43975,4,1,0.2626312240494454,1
2019,12,45000,0,1,0.1899005374235022,1
2019,12,45025,0,1,0.18195380561335722,1
2019,12,45060,0,1,0.26751918118461615,1
2019,12,45975,1,1,0.30024358309366433,1
2019,12,49675,3,1,0.28908667921795905,1
2019,12,53000,20,1,0.23707743326254724,1
2019,12,54000,3,1,0.29534840514138566,1
2019,12,54200,1,1,0.32608374921114286,1
2019,12,55775,1,1,0.2749947995226698,1
2019,12,57425,1,1,0.2546098181102596,1
2019,12,58050,1,1,0.24113828398587342,1
2019,12,58715,0,1,0.3051961032795881,1
2019,12,63000,16,1,0.24871238495711795,1
2019,12,69700,1,1,0.2530994739646106,1
2019,12,70600,7,1,0.26566384972258267,1
2019,12,71000,7,1,0.24373381230884542,1
2019,12,76600,1,1,0.24792798862576323,1
2019,13,03440,6,1,0.2966395742354162,1
2019,13,04000,31,1,0.20284799950057755,1
2019,13,04204,1,1,0.29541928001146256,1
2019,13,19000,3,1,0.31119201748237324,1
2019,13,42425,7,1,0.2736595505412045,1
2019,13,49008,2,1,0.34432778429048316,1
2019,13,67284,10,1,0.2547911149930997,1
2019,13,68516,23,1,0.21934900269117355,1
2019,13,69000,2,1,0.25932488730801756,1
2019,13,72122,NA,NA,NA,NA
2019,13,80508,2,1,0.27814919937704324,1
2019,15,71550,26,1,0.15567052468024753,1
2019,16,08830,3,1,0.27095781515204237,1
2019,16,52120,2,1,0.3001211031040925,1
2019,16,56260,1,1,0.29208839048445306,1
2019,17,02154,6,1,0.226800274853208,1
2019,17,03012,2,1,0.251137889681476,1
2019,17,06613,8,1,0.23389248756644435,1
2019,17,12385,13,1,0.24105279657091475,1
2019,17,14000,31,1,0.15924982701693313,1
2019,17,14351,18,1,0.2137322115814911,1
2019,17,23074,2,1,0.2506400386404721,1
2019,17,24582,21,1,0.174141506772009,1
2019,17,38570,1,1,0.2490299359729367,1
2019,17,51622,1,1,0.24333243713561842,1
2019,17,59000,3,1,0.25637574665369434,1
2019,17,65000,2,1,0.2554387886122384,1
2019,17,68003,4,1,0.23792414053359612,1
2019,17,72000,5,1,0.23883971375421054,1
2019,17,79293,1,1,0.2352111044313347,1
2019,18,05860,4,1,0.2631522859277828,1
2019,18,10342,4,1,0.2777313740394718,1
2019,18,22000,5,1,0.26468937375789775,1
2019,18,23278,3,1,0.2976677445269077,1
2019,18,25000,2,1,0.2797078788724042,1
2019,18,31000,1,1,0.22688504542278132,1
2019,18,36003,8,1,0.2534142734216693,1
2019,18,71000,0,1,0.27866193617792817,1
2019,19,12000,4,1,0.2570712894667134,1
2019,19,19000,0,1,0.2541206281169956,1
2019,19,21000,4,1,0.22395750410000992,1
2019,19,73335,3,1,0.2738731720801189,1
2019,20,36000,10,1,0.24909449758314173,1
2019,20,38900,4,1,0.2527502279389755,1
2019,20,52575,5,1,0.27221105138234664,1
2019,20,53775,8,1,0.24470797142937817,1
2019,20,71000,3,1,0.2523717804098062,1
2019,20,79000,4,1,0.27019476503621154,1
2019,21,46027,4,1,0.2575418387474573,1
2019,21,48006,4,1,0.29282125102373696,1
2019,22,05000,3,1,0.2595216364712701,1
2019,22,40735,4,1,0.2849422885062929,1
2019,22,41155,3,1,0.28885931830196904,1
2019,22,55000,11,1,0.243963627369298,1
2019,22,70000,4,1,0.31063009526248164,1
2019,24,04000,40,1,0.1539976413121665,1
2019,24,30325,3,1,0.16487920805519496,1
2019,25,07000,100,1,0.16699079811509782,1
2019,25,09000,19,1,0.18897067605368195,1
2019,25,11000,100,1,0.13349909255898368,1
2019,25,23000,3,1,0.19326945080091532,1
2019,25,34550,34,1,0.16604414653877264,1
2019,25,37000,26,1,0.17663504223637147,1
2019,25,37490,48,1,0.17365317954538484,1
2019,25,45000,3,1,0.20918586710553383,1
2019,25,45560,57,1,0.1819023387807026,1
2019,25,55745,76,1,0.17379561512127617,1
2019,25,62535,100,1,0.15191665142369362,1
2019,25,67000,11,1,0.2256840200149047,1
2019,25,82000,13,1,0.19011606955793006,1
2019,26,03000,23,1,0.18568646172253087,1
2019,26,21000,1,1,0.2587586612629102,1
2019,26,22000,2,1,0.219749324959801,1
2019,26,27440,7,1,0.2507588298060247,1
2019,26,29000,4,1,0.2741074706387577,1
2019,26,34000,16,1,0.2476380142502734,1
2019,26,46000,8,1,0.24006033689968567,1
2019,26,49000,1,1,0.2856717018593544,1
2019,26,69035,3,1,0.28519966228417426,1
2019,26,74900,6,1,0.23511485546452307,1
2019,26,76460,3,1,0.27433349307136307,1
2019,26,80700,4,1,0.2822235516372795,1
2019,26,84000,3,1,0.2686386341608887,1
2019,26,86000,1,1,0.2558266776568229,1
2019,26,88940,11,1,0.2697101722069038,1
2019,27,06616,8,1,0.201582520989463,1
2019,27,07966,10,1,0.21137011915673692,1
2019,27,17000,3,1,0.24861456255696954,1
2019,27,43000,23,1,0.1564961242739401,1
2019,27,51730,6,1,0.21223238947098347,1
2019,27,54880,3,1,0.22561752949267389,1
2019,27,58000,23,1,0.17480981670997042,1
2019,27,71428,1,1,0.2224931334385223,1
2019,28,36000,4,1,0.2826160226587987,1
2019,29,15670,5,1,0.26290073624676386,1
2019,29,35000,5,1,0.24837063398180786,1
2019,29,38000,10,1,0.23438868714315184,1
2019,29,41348,3,1,0.26848536129632206,1
2019,29,54074,2,1,0.2844888762499056,1
2019,29,65000,0,1,0.20441751506539638,1
2019,29,70000,5,1,0.27422358522237833,1
2019,30,06550,5,1,0.25791018274992683,1
2019,31,28000,5,1,0.25674127158833066,1
2019,31,37000,4,1,0.22986627580530541,1
2019,32,31900,6,1,0.29363526412488816,1
2019,32,40000,7,1,0.27621404843323966,1
2019,32,51800,6,1,0.305330615544381,1
2019,32,60600,11,1,0.2492801899732263,1
2019,32,68400,8,1,0.26988162000196403,1
2019,33,45140,1,1,0.1818314280765567,1
2019,33,50260,1,1,0.1947361362018941,1
2019,34,13690,25,1,0.20609584358764016,1
2019,34,21000,27,1,0.17791614564178004,1
2019,34,36000,73,1,0.14881675950593368,1
2019,34,51000,58,1,0.17074365163272218,1
2019,34,57000,30,1,0.18155929494294723,1
2019,34,74000,22,1,0.17753855085083997,1
2019,35,02000,0,1,0.26329121435690717,1
2019,35,39380,4,1,0.3407865882982788,1
2019,35,63460,1,1,0.31022072314632776,1
2019,35,70500,2,1,0.25243521306089006,1
2019,36,01000,21,1,0.1750410859289783,1
2019,36,11000,13,1,0.20346020447897706,1
2019,36,50617,18,1,0.1862279136489276,1
2019,36,51000,100,1,0.11061399088663762,1
2019,36,63000,0,1,0.2167777363289417,1
2019,36,73000,11,1,0.2175173892865899,1
2019,36,84000,25,1,0.17822509660798624,1
2019,37,02140,5,1,0.264372459873508,1
2019,37,10740,2,1,0.2301253077346643,1
2019,37,12000,10,1,0.24882892371877416,1
2019,37,14100,3,1,0.28996476341857597,1
2019,37,19000,8,1,0.2453206577184908,1
2019,37,22920,5,1,0.29779779364616715,1
2019,37,25580,0,1,0.2632051944590394,1
2019,37,28000,0,1,0.28315024935342414,1
2019,37,28080,2,1,0.2905615460093257,1
2019,37,31400,0,1,0.30029276057651794,1
2019,37,55000,2,1,0.21025069917055833,1
2019,37,74440,0,1,0.2441974260804945,1
2019,37,75000,0,1,0.28868512501148064,1
2019,38,25700,7,1,0.22233855222391946,1
2019,39,01000,5,1,0.2445473403725056,1
2019,39,15000,0,1,0.21043378943469807,1
2019,39,16000,16,1,0.22178130760089043,1
2019,39,18000,6,1,0.22612392849988755,1
2019,39,21000,11,1,0.23873051434979645,1
2019,39,61000,8,1,0.2730564863571088,1
2019,39,77000,1,1,0.26414128919110436,1
2019,40,09050,3,1,0.31577131889618887,1
2019,40,23200,1,1,0.2937310772493031,1
2019,40,41850,1,1,0.29184708037579266,1
2019,40,52500,4,1,0.28176699436869734,1
2019,40,55000,1,1,0.28428953017575326,1
2019,40,75000,7,1,0.2640244781643438,1
2019,41,05350,18,1,0.21260245459573887,1
2019,41,05800,15,1,0.25758317448583945,1
2019,41,23850,29,1,0.2658498409445103,1
2019,41,31250,34,1,0.218195039216605,1
2019,41,34100,14,1,0.23024051027862602,1
2019,41,47000,3,1,0.27020458944578873,1
2019,41,59000,44,1,0.1969299593807449,1
2019,41,64900,0,1,0.26300028384523844,1
2019,42,02000,10,1,0.19460267487276606,1
2019,42,06088,6,1,0.21740683443344333,1
2019,42,24000,5,1,0.25405669599217984,1
2019,42,60000,100,1,0.17210685522427527,1
2019,42,61000,12,1,0.20022055947500325,1
2019,42,63624,0,1,0.19505951152390788,1
2019,42,69000,6,1,0.2484635458616579,1
2019,44,19180,6,1,0.23207637544699977,1
2019,44,54640,10,1,0.20647644070765456,1
2019,44,59000,12,1,0.18621695222966073,1
2019,44,74300,12,1,0.24049498728970892,1
2019,45,13330,6,1,0.24960971421171826,1
2019,45,16000,0,1,0.24771624719391255,1
2019,45,48535,5,1,0.2675924944024973,1
2019,45,50875,6,1,0.24942549757025684,1
2019,46,59020,3,1,0.23939370446285915,1
2019,47,14000,2,1,0.2715319963058587,1
2019,47,15160,0,1,0.3178207675075686,1
2019,47,27740,0,1,0.25816101916748613,1
2019,47,40000,6,1,0.261517455215961,1
2019,47,48000,6,1,0.2755923559338033,1
2019,47,51560,2,1,0.25605651032553844,1
2019,47,52006,4,1,0.23927590659620715,1
2019,48,01000,3,1,0.2902416888797714,1
2019,48,01924,3,1,0.2582383454104582,1
2019,48,03000,3,1,0.28158335642707216,1
2019,48,04000,2,1,0.23794500296918314,1
2019,48,05000,0,1,0.1944572050333318,1
2019,48,06128,9,1,0.24789944699250735,1
2019,48,07000,1,1,0.27593746567201205,1
2019,48,10768,4,1,0.40353600331890865,1
2019,48,10912,0,1,0.29794667366379074,1
2019,48,13024,15,1,0.24020895238279688,1
2019,48,13552,0,1,0.23035963945063712,1
2019,48,15976,0,1,0.28319085603942323,1
2019,48,16432,0,2,0.2564195656885597,2
2019,48,17000,6,1,0.27478267179312293,1
2019,48,19000,51,1,0.2077260722199376,1
2019,48,19972,5,1,0.2399974237515347,1
2019,48,22660,3,1,0.39832429565241606,1
2019,48,24000,8,1,0.3244574724199207,1
2019,48,26232,3,1,0.27279895908342067,1
2019,48,27000,3,1,0.2418635878838567,1
2019,48,27684,3,1,0.2504847123463517,1
2019,48,29000,29,1,0.2460486760910072,1
2019,48,30464,8,1,0.25143594939455505,1
2019,48,35000,36,1,0.2242656135730601,1
2019,48,37000,26,1,0.22109735099436476,1
2019,48,39148,1,1,0.27039148995431206,1
2019,48,41464,5,1,0.3519928139978442,1
2019,48,41980,3,1,0.2711700224348878,1
2019,48,42508,6,1,0.22804697679698577,1
2019,48,43888,3,1,0.30041703458669405,1
2019,48,45000,5,1,0.2859373267803018,1
2019,48,45384,5,1,0.38729693344080945,1
2019,48,45744,4,1,0.2465585849484353,1
2019,48,47892,14,1,0.24609726695513914,1
2019,48,48072,9,1,0.2292905689734623,1
2019,48,48768,3,1,0.40248404000336646,1
2019,48,50820,2,1,0.29141065282477535,1
2019,48,53388,4,1,0.2726962090600465,1
2019,48,56000,11,1,0.24586116252411339,1
2019,48,56348,4,1,0.27563608391356365,1
2019,48,57200,3,1,0.3879275825827316,1
2019,48,58016,6,1,0.23169568702219714,1
2019,48,61796,27,1,0.232009639151614,1
2019,48,63500,0,1,0.24082864310227498,1
2019,48,64472,2,1,0.29422359174094204,1
2019,48,65000,9,1,0.26630177976380703,1
2019,48,70808,0,1,0.26623387271066257,1
2019,48,72176,1,1,0.2809056242479241,1
2019,48,74144,3,1,0.2815705806784602,1
2019,48,76000,4,1,0.2951065058548819,1
2019,48,79000,3,1,0.30588116986126257,1
2019,49,43660,12,1,0.2497977979134067,1
2019,49,44320,4,1,0.2721064127748702,1
2019,49,55980,17,1,0.23799516301432513,1
2019,49,57300,7,1,0.24311636466812073,1
2019,49,62470,8,1,0.22864362566939114,1
2019,49,65330,3,1,0.2923974515886544,1
2019,49,67000,42,1,0.2025306691832276,1
2019,49,67440,25,1,0.2446171317713949,1
2019,49,70850,22,1,0.2597268627877581,1
2019,49,82950,24,1,0.2595960094140006,1
2019,49,83470,23,1,0.25303719410645475,1
2019,51,01000,41,1,0.125059350123233,1
2019,51,16000,5,1,0.2593832573159377,1
2019,51,35000,7,1,0.23593817128183447,1
2019,51,47672,5,1,0.27125455381459346,1
2019,51,56000,0,1,0.22680598278255762,1
2019,51,57000,14,1,0.21370513734677934,1
2019,51,64000,8,1,0.22551828430024748,1
2019,51,67000,19,1,0.20203226956216808,1
2019,51,68000,3,1,0.244824235270625,1
2019,51,76432,2,1,0.2709895185645763,1
2019,51,82000,8,1,0.23682332345812016,1
2019,53,03180,0,1,0.20635001775830014,1
2019,53,05210,0,1,0.17802476459469016,1
2019,53,05280,7,1,0.24777815579609083,1
2019,53,22640,7,1,0.18978467707089883,1
2019,53,23515,0,1,0.19332016588578335,1
2019,53,35275,7,1,0.2597363582382322,1
2019,53,35415,0,1,0.20221406402332512,1
2019,53,35940,1,1,0.18407627930869336,1
2019,53,53545,10,1,0.28682876607044067,1
2019,53,57745,0,1,0.18959362769619897,1
2019,53,63000,1,1,0.1484587302839238,1
2019,53,67000,7,1,0.2540917945272111,1
2019,53,67167,4,1,0.2803665310252255,1
2019,53,70000,5,1,0.18822452202020432,1
2019,53,74060,6,1,0.21242760350122683,1
2019,53,80010,0,1,0.3073158295107549,1
2019,55,02375,5,1,0.24112957674587324,1
2019,55,31000,5,1,0.2508457439804066,1
2019,55,39225,7,1,0.22808355599615204,1
2019,55,48000,7,1,0.1939787021989021,1
2019,55,53000,15,1,0.21315447280379005,1
2019,55,66000,7,1,0.24849041013542889,1
2022,01,03076,1,1,0.2867646562132417,1
2022,01,07000,2,1,0.23466559707236875,1
2022,01,35896,1,1,0.2564536913755856,1
2022,01,37000,2,1,0.22348013599368485,1
2022,01,50000,4,1,0.2827549047169808,1
2022,01,51000,3,1,0.26537293862538414,1
2022,01,77256,3,1,0.27313278538093394,1
2022,02,03000,3,1,0.20816995538297833,1
2022,04,04720,1,1,0.2365427809230627,1
2022,04,07940,1,1,0.277159408424859,1
2022,04,12000,4,1,0.2303953545695337,1
2022,04,23620,3,1,0.2564105503529087,1
2022,04,27400,2,1,0.24408576624899478,1
2022,04,27820,2,1,0.22467952167839392,1
2022,04,28380,1,1,0.2574271319673045,1
2022,04,46000,2,1,0.22352669846743373,1
2022,04,54050,1,1,0.24361432960818474,1
2022,04,55000,2,1,0.2196545936050993,1
2022,04,65000,2,1,0.22357598160527525,1
2022,04,71510,1,1,0.24683162079030188,1
2022,04,73000,3,1,0.20274886063707334,1
2022,04,77000,5,1,0.2409835227110971,1
2022,04,85540,2,1,0.3181003203879984,1
2022,05,23290,0,1,0.24081323279922817,1
2022,05,24550,2,1,0.3029604784610969,1
2022,05,35710,2,1,0.3301506584317254,1
2022,05,41000,2,1,0.2528480544311146,1
2022,05,66080,2,1,0.24901051721836337,1
2022,06,00562,10,1,0.13487089201877936,1
2022,06,00884,19,1,0.1942570040593598,1
2022,06,02000,9,1,0.20955771477058655,1
2022,06,02252,2,1,0.16725537226376425,1
2022,06,02364,3,1,0.2801155943347723,1
2022,06,03526,3,1,0.31527419278029134,1
2022,06,04982,16,1,0.20544359027633494,1
2022,06,06000,22,1,0.13308596138726303,1
2022,06,08786,12,1,0.20961530059481107,1
2022,06,08954,12,1,0.2221038547602021,1
2022,06,11194,6,1,0.20725854047366082,1
2022,06,11530,10,1,0.22635296799745974,1
2022,06,13014,2,1,0.24760437143845274,1
2022,06,13210,1,1,0.2675381588442429,1
2022,06,13214,1,1,0.2766434477413523,1
2022,06,13392,15,1,0.19818349286750161,1
2022,06,13588,4,1,0.2100277302528594,1
2022,06,14218,4,1,0.2929126046262151,1
2022,06,15044,16,1,0.21686373996695213,1
2022,06,16000,2,1,0.1532163965974778,1
2022,06,16350,1,1,0.2690628281252438,1
2022,06,16532,26,1,0.19554642898875935,1
2022,06,17918,13,1,0.14486815674253542,1
2022,06,19766,16,1,0.2109459235897931,1
2022,06,21712,13,1,0.1905613049571367,1
2022,06,22020,4,1,0.22731556181753207,1
2022,06,22230,43,1,0.20528230020543736,1
2022,06,22804,5,1,0.20708034436676864,1
2022,06,23182,2,1,0.21416728111808295,1
2022,06,24638,4,1,0.2187596296558061,1
2022,06,24680,5,1,0.2613265837279346,1
2022,06,26000,8,1,0.15867791186079072,1
2022,06,27000,6,1,0.2716949853253133,1
2022,06,28000,9,1,0.21203230171978327,1
2022,06,29000,11,1,0.2086417125845911,1
2022,06,30000,36,1,0.1856165189319326,1
2022,06,32548,47,1,0.1830300048661733,1
2022,06,33000,8,1,0.15775393628664214,1
2022,06,33182,5,1,0.2533666740196196,1
2022,06,33434,3,1,0.27859408724770307,1
2022,06,36000,28,1,0.20831055299137644,1
2022,06,36448,2,1,0.2852346108267627,1
2022,06,36546,60,1,0.18555824571353804,1
2022,06,36770,18,1,0.20292632893976323,1
2022,06,37692,2,1,0.273626280192596,1
2022,06,39496,13,1,0.22258389345541224,1
2022,06,39892,19,1,0.22704292084401445,1
2022,06,40130,3,1,0.22876622511196737,1
2022,06,41992,1,1,0.174499171787885,1
2022,06,43000,33,1,0.18803687273646144,1
2022,06,44000,37,1,0.1862301546222938,1
2022,06,45484,1,1,0.27189245712513055,1
2022,06,46842,5,1,0.2846936949169014,1
2022,06,46898,6,1,0.2991132751972166,1
2022,06,47766,5,1,0.1412369313036426,1
2022,06,48256,8,1,0.23222007850828194,1
2022,06,48354,5,1,0.2645906679351692,1
2022,06,49270,6,1,0.2639810274477632,1
2022,06,49670,8,1,0.12830369031879493,1
2022,06,50076,7,1,0.27568766980777537,1
2022,06,50258,2,1,0.20555759662868095,1
2022,06,51182,21,1,0.2015971847008092,1
2022,06,52526,13,1,0.2258274953751524,1
2022,06,53000,21,1,0.13437272683945362,1
2022,06,53322,7,1,0.20434530688592173,1
2022,06,53896,2,1,0.25122082689335395,1
2022,06,53980,8,1,0.2189223326856191,1
2022,06,54652,5,1,0.2155335036768288,1
2022,06,55156,2,1,0.2405008261083181,1
2022,06,56000,24,1,0.1896909957928513,1
2022,06,56700,8,1,0.2752524844673022,1
2022,06,57456,2,1,0.16560451941818066,1
2022,06,57792,1,1,0.16657803020928796,1
2022,06,58072,4,1,0.218622203709749,1
2022,06,59444,5,1,0.20573303774641868,1
2022,06,59451,2,1,0.25616189957572444,1
2022,06,59920,3,1,0.27162335967618606,1
2022,06,60102,4,1,0.1530490133738412,1
2022,06,60466,6,1,0.25442663873579724,1
2022,06,60620,11,1,0.1483811066812194,1
2022,06,62000,6,1,0.25675743768447623,1
2022,06,62938,3,1,0.22176246162423807,1
2022,06,64000,7,1,0.19501524116623603,1
2022,06,64224,3,1,0.24034982206778352,1
2022,06,65000,6,1,0.24264376277864255,1
2022,06,65042,3,1,0.20810023818564627,1
2022,06,66000,21,1,0.18329086430587221,1
2022,06,67000,38,1,0.10911897728091526,1
2022,06,68000,7,1,0.13661989886106254,1
2022,06,68084,10,1,0.1555494446349761,1
2022,06,68196,4,1,0.21630787125987158,1
2022,06,68252,8,1,0.14554468232366424,1
2022,06,68378,1,1,0.1672145152494068,1
2022,06,69000,14,1,0.19736782953393775,1
2022,06,69070,5,1,0.20200693284558677,1
2022,06,69084,7,1,0.12734657083229708,1
2022,06,69088,4,1,0.23538148373163423,1
2022,06,69196,0,1,0.23828634339380425,1
2022,06,70000,25,1,0.17172377267845745,1
2022,06,70098,4,1,0.19249229942104196,1
2022,06,72016,1,1,0.22222730641083285,1
2022,06,73080,38,1,0.206655049673974,1
2022,06,75000,12,1,0.2421981153368846,1
2022,06,77000,8,1,0.1282328396535174,1
2022,06,78120,6,1,0.2806547674107945,1
2022,06,78582,4,1,0.2178391338970643,1
2022,06,80000,13,1,0.20655180459089353,1
2022,06,80238,1,1,0.2591258513876993,1
2022,06,80854,11,1,0.20117110118206544,1
2022,06,81344,3,1,0.24649410728053747,1
2022,06,81554,3,1,0.21771648274575137,1
2022,06,81666,1,1,0.20383083464674975,1
2022,06,82590,4,1,0.26437750973878965,1
2022,06,82954,5,1,0.3142526489442954,1
2022,06,82996,7,1,0.20731218977418445,1
2022,06,84200,4,1,0.22214150276013753,1
2022,06,84550,34,1,0.2097787334834047,1
2022,06,85292,15,1,0.215869417520872,1
2022,08,03455,7,1,0.1895203229362036,1
2022,08,04000,11,1,0.17384779607380016,1
2022,08,07850,6,1,0.1577435958349674,1
2022,08,12815,7,1,0.19005693298920046,1
2022,08,16000,3,1,0.2096545272667658,1
2022,08,20000,17,1,0.15647034963649203,1
2022,08,27425,6,1,0.1874379779420764,1
2022,08,32155,5,1,0.21120004670462514,1
2022,08,43000,11,1,0.17152256936713844,1
2022,08,45970,4,1,0.1763201446460475,1
2022,08,46465,3,1,0.2065704813649277,1
2022,08,62000,3,1,0.2673506380699147,1
2022,08,77290,7,1,0.18786124246898628,1
2022,08,83835,7,1,0.18183129984914786,1
2022,09,08000,NA,NA,NA,NA
2022,09,18430,NA,NA,NA,NA
2022,09,37000,NA,NA,NA,NA
2022,09,52000,NA,NA,NA,NA
2022,09,55990,NA,NA,NA,NA
2022,09,73000,NA,NA,NA,NA
2022,09,80000,NA,NA,NA,NA
2022,11,50000,28,1,0.0996887755909875,1
2022,12,07300,7,1,0.23437052716274018,1
2022,12,07875,2,1,0.24125006102975205,1
2022,12,10275,2,1,0.27099343822112654,1
2022,12,12875,6,1,0.2197506618428516,1
2022,12,14400,4,1,0.24121058528037304,1
2022,12,16475,5,1,0.24151763664345527,1
2022,12,16725,5,1,0.23093692153976483,1
2022,12,17200,1,1,0.28323379236856366,1
2022,12,17935,6,1,0.22724412371396777,1
2022,12,24000,12,1,0.21895474160354753,1
2022,12,24125,2,1,0.24010348818508068,1
2022,12,25175,1,1,0.2521943258814161,1
2022,12,30000,11,1,0.22094149406105798,1
2022,12,32000,11,1,0.2198604350100713,1
2022,12,32275,3,1,0.2486201108900489,1
2022,12,35000,4,1,0.23981947948632687,1
2022,12,36950,6,1,0.23858377961716928,1
2022,12,38250,4,1,0.2643176761406478,1
2022,12,39425,6,1,0.21754691470040416,1
2022,12,43975,2,1,0.2417423390263675,1
2022,12,45000,32,1,0.1884229264898984,1
2022,12,45025,14,1,0.19732550648206024,1
2022,12,45060,14,1,0.2428762302934014,1
2022,12,45975,6,1,0.24906356489536985,1
2022,12,49675,1,1,0.25506573538745186,1
2022,12,53000,13,1,0.22335821083998394,1
2022,12,54000,2,1,0.26639605388756055,1
2022,12,54200,1,1,0.28756819402658923,1
2022,12,55775,7,1,0.23752234070324624,1
2022,12,57425,8,1,0.23471520533611198,1
2022,12,58050,9,1,0.235972395526933,1
2022,12,58715,1,1,0.277544024680018,1
2022,12,63000,11,1,0.22284872386022497,1
2022,12,69700,8,1,0.23615981609245007,1
2022,12,70600,5,1,0.2435178314806823,1
2022,12,71000,5,1,0.2157951207441909,1
2022,12,76600,4,1,0.23215797156384285,1
2022,13,03440,5,1,0.2630643273722235,1
2022,13,04000,26,1,0.1863247806394789,1
2022,13,04204,2,1,0.2707117132529738,1
2022,13,19000,3,1,0.28533109597275097,1
2022,13,42425,0,1,0.2345077581070206,1
2022,13,49008,2,1,0.30612088096839285,1
2022,13,67284,1,1,0.2212191190912913,1
2022,13,68516,16,1,0.1942654757985646,1
2022,13,69000,2,1,0.23801621442806162,1
2022,13,72122,2,1,0.23171402540680605,1
2022,13,80508,2,1,0.2512686771729247,1
2022,15,71550,9,1,0.16571187209426277,1
2022,16,08830,2,1,0.22747608706205646,1
2022,16,52120,1,1,0.25353886656129326,1
2022,16,56260,1,1,0.2527537496821716,1
2022,17,02154,1,1,0.19941168339021156,1
2022,17,03012,2,1,0.20819928316319902,1
2022,17,06613,6,1,0.21019900554908394,1
2022,17,12385,7,1,0.24081116851290507,1
2022,17,14000,16,1,0.1474642619473185,1
2022,17,14351,36,1,0.17502560975609757,1
2022,17,23074,3,1,0.21478817386253563,1
2022,17,24582,22,1,0.16087961165048542,1
2022,17,38570,2,1,0.21556512576410175,1
2022,17,51622,0,1,0.20727324628036842,1
2022,17,59000,3,1,0.22346364813338376,1
2022,17,65000,4,1,0.24623480638325343,1
2022,17,68003,1,1,0.1952397705001707,1
2022,17,72000,2,1,0.22070147255391165,1
