year,state,place,score_transit_trips,score_transit_trips_quality,share_transportation_cost,share_transportation_cost_quality
2022,17,79293,3,1,0.2003467141429636,1
2022,18,05860,2,1,0.2367416725056928,1
2022,18,10342,2,1,0.2459938194054808,1
2022,18,22000,4,1,0.24524858468850266,1
2022,18,23278,1,1,0.25832945409408714,1
2022,18,25000,2,1,0.2526908690679251,1
2022,18,31000,0,1,0.20555909434508915,1
2022,18,36003,6,1,0.231626653040921,1
2022,18,71000,2,1,0.25800122968360434,1
2022,19,12000,4,1,0.23548772434230014,1
2022,19,19000,3,1,0.24489338426603122,1
2022,19,21000,3,1,0.20826053090933308,1
2022,19,73335,3,1,0.2668626973293248,1
2022,20,36000,6,1,0.224988319574406,1
2022,20,38900,1,1,0.22174511944626207,1
2022,20,52575,0,1,0.2377205194740266,1
2022,20,53775,1,1,0.21392203908894308,1
2022,20,71000,2,1,0.2386177032447269,1
2022,20,79000,1,1,0.25336157795488845,1
2022,21,46027,2,1,0.24397791394815732,1
2022,21,48006,2,1,0.2629703223104691,1
2022,22,05000,3,1,0.25067842273237145,1
2022,22,40735,4,1,0.26951667002438895,1
2022,22,41155,2,1,0.2697038659616361,1
2022,22,55000,8,1,0.22252677154732164,1
2022,22,70000,3,1,0.30124785076251925,1
2022,24,04000,21,1,0.1430066496246441,1
2022,24,30325,9,1,0.1506859165053829,1
2022,25,07000,40,1,0.11739278326987938,1
2022,25,09000,12,1,0.16191721378455298,1
2022,25,11000,37,1,0.11128812531581606,1
2022,25,23000,7,1,0.17995719115608197,1
2022,25,34550,13,1,0.14040652818991098,1
2022,25,37000,11,1,0.15047965425217866,1
2022,25,37490,18,1,0.14723792287345122,1
2022,25,45000,3,1,0.18641244427400414,1
2022,25,45560,22,1,0.16038380337167166,1
2022,25,55745,20,1,0.14527613951026597,1
2022,25,62535,47,1,0.11429199372056514,1
2022,25,67000,4,1,0.20339156173008485,1
2022,25,82000,9,1,0.17400990161692645,1
2022,26,03000,7,1,0.1762995487547972,1
2022,26,21000,11,1,0.22806550266903913,1
2022,26,22000,5,1,0.21845005657623345,1
2022,26,27440,4,1,0.22733727308714585,1
2022,26,29000,1,1,0.2614440901503367,1
2022,26,34000,7,1,0.2163118925008685,1
2022,26,46000,7,1,0.22410388503430465,1
2022,26,49000,2,1,0.25413903516896463,1
2022,26,69035,3,1,0.2428259969642611,1
2022,26,74900,7,1,0.21621991628880366,1
2022,26,76460,3,1,0.23655082468767774,1
2022,26,80700,5,1,0.23644727272727273,1
2022,26,84000,1,1,0.23552337426353176,1
2022,26,86000,4,1,0.2278762115286516,1
2022,26,88940,3,1,0.23726342237378784,1
2022,27,06616,14,1,0.18305872042068366,1
2022,27,07966,3,1,0.1838786609465257,1
2022,27,17000,3,1,0.22912952709043113,1
2022,27,43000,10,1,0.14821003479216271,1
2022,27,51730,1,1,0.19234174570844198,1
2022,27,54880,1,1,0.1991074819276258,1
2022,27,58000,7,1,0.1575589875589876,1
2022,27,71428,1,1,0.1917137589959939,1
2022,28,36000,3,1,0.26105736495352827,1
2022,29,15670,4,1,0.23909473588632543,1
2022,29,35000,8,1,0.22683443786829144,1
2022,29,38000,8,1,0.21179180157371186,1
2022,29,41348,2,1,0.23947920289901875,1
2022,29,54074,1,1,0.25519177629239226,1
2022,29,65000,8,1,0.19079191102971496,1
2022,29,70000,2,1,0.2567440597375269,1
2022,30,06550,2,1,0.24381342275913553,1
2022,31,28000,4,1,0.2344119632295647,1
2022,31,37000,2,1,0.21477012018110084,1
2022,32,31900,3,1,0.27458251099984465,1
2022,32,40000,6,1,0.254402480462522,1
2022,32,51800,4,1,0.27380153225416776,1
2022,32,60600,4,1,0.2212223562733493,1
2022,32,68400,2,1,0.2387444302906093,1
2022,33,45140,6,1,0.17042719329050382,1
2022,33,50260,0,1,0.18466300229467955,1
2022,34,13690,9,1,0.16388541666666667,1
2022,34,21000,20,1,0.14117305663032012,1
2022,34,36000,15,1,0.1017309143345797,1
2022,34,51000,18,1,0.13079939628001955,1
2022,34,57000,8,1,0.14062864849631626,1
2022,34,74000,33,1,0.15606342297528372,1
2022,35,02000,7,1,0.24023124380995128,1
2022,35,39380,2,1,0.307458817909313,1
2022,35,63460,0,1,0.2831002638193598,1
2022,35,70500,2,1,0.22752892293390842,1
2022,36,01000,8,1,0.16118015425348226,1
2022,36,11000,3,1,0.19057503553495883,1
2022,36,50617,4,1,0.15527403444240095,1
2022,36,51000,100,1,0.12147339058971272,1
2022,36,63000,3,1,0.19911501112592772,1
2022,36,73000,1,1,0.20605783232292996,1
2022,36,84000,8,1,0.14354007610163247,1
2022,37,02140,4,1,0.2441625451388116,1
2022,37,10740,2,1,0.19919759352737174,1
2022,37,12000,6,1,0.21579540894071098,1
2022,37,14100,1,1,0.25036952882775904,1
2022,37,19000,3,1,0.21039201471116686,1
2022,37,22920,4,1,0.27889113714594155,1
2022,37,25580,3,1,0.23545056268589393,1
2022,37,28000,1,1,0.26208278121557166,1
2022,37,28080,3,1,0.2629848033714531,1
2022,37,31400,2,1,0.27862666164834804,1
2022,37,55000,5,1,0.18353054869434995,1
2022,37,74440,4,1,0.2289807136352143,1
2022,37,75000,5,1,0.2613642312644407,1
2022,38,25700,6,1,0.21206469838060543,1
2022,39,01000,2,1,0.22610820566278506,1
2022,39,15000,4,1,0.19422277807507685,1
2022,39,16000,9,1,0.20049497534168406,1
2022,39,18000,2,1,0.2017966170477206,1
2022,39,21000,5,1,0.22075184891198407,1
2022,39,61000,7,1,0.2441420135471545,1
2022,39,77000,2,1,0.24697408721966102,1
2022,40,09050,1,1,0.27931922912156393,1
2022,40,23200,2,1,0.26487854942500194,1
2022,40,41850,1,1,0.2870503505809342,1
2022,40,52500,3,1,0.24962117808849782,1
2022,40,55000,5,1,0.24850541406100402,1
2022,40,75000,5,1,0.24492199353066524,1
2022,41,05350,7,1,0.17870501310688092,1
2022,41,05800,2,1,0.2305857808686431,1
2022,41,23850,16,1,0.23328509511995593,1
2022,41,31250,12,1,0.19253495395629422,1
2022,41,34100,5,1,0.18823116625504577,1
2022,41,47000,2,1,0.24192289231027225,1
2022,41,59000,14,1,0.17601061877663493,1
2022,41,64900,4,1,0.24543949100426785,1
2022,42,02000,2,1,0.17613944196869583,1
2022,42,06088,3,1,0.19490766721554592,1
2022,42,24000,1,1,0.23836830015313942,1
2022,42,60000,51,1,0.13599783957313366,1
2022,42,61000,5,1,0.18481840176059924,1
2022,42,63624,3,1,0.18042976875076466,1
2022,42,69000,2,1,0.22845126389955583,1
2022,44,19180,3,1,0.20272121847444038,1
2022,44,54640,27,1,0.18636583611274607,1
2022,44,59000,10,1,0.16753885110693092,1
2022,44,74300,5,1,0.2170328971031735,1
2022,45,13330,3,1,0.2235744114842585,1
2022,45,16000,4,1,0.23573267352328622,1
2022,45,48535,2,1,0.24035229531631885,1
2022,45,50875,2,1,0.2259812745724038,1
2022,46,59020,4,1,0.2184398052092817,1
2022,47,14000,2,1,0.2505635497596425,1
2022,47,15160,3,1,0.29015849444108244,1
2022,47,27740,3,1,0.23299907260463193,1
2022,47,40000,3,1,0.23694344598753614,1
2022,47,48000,3,1,0.25657232453633966,1
2022,47,51560,3,1,0.22799372702714826,1
2022,47,52006,4,1,0.21834122868731412,1
2022,48,01000,3,1,0.26243088775123596,1
2022,48,01924,1,1,0.22073618463204958,1
2022,48,03000,3,1,0.2595131755967923,1
2022,48,04000,0,1,0.21159912958914717,1
2022,48,05000,8,1,0.17169586760572667,1
2022,48,06128,3,1,0.2327938322320325,1
2022,48,07000,3,1,0.26589061457361823,1
2022,48,10768,3,1,0.35042499834325125,1
2022,48,10912,0,1,0.2707253328130505,1
2022,48,13024,5,1,0.20746571521520701,1
2022,48,13552,1,1,0.19296866360231393,1
2022,48,15976,0,1,0.26266459886046867,1
2022,48,16432,1,1,0.2433498496256916,1
2022,48,17000,6,1,0.2597914756724437,1
2022,48,19000,16,1,0.18902174332199528,1
2022,48,19972,3,1,0.21242926105902762,1
2022,48,22660,3,1,0.33894967090185585,1
2022,48,24000,3,1,0.30731680276041584,1
2022,48,26232,0,1,0.23269814725328322,1
2022,48,27000,10,1,0.21473356192296392,1
2022,48,27684,2,1,0.21702161607604079,1
2022,48,29000,9,1,0.21408839469066687,1
2022,48,30464,1,1,0.217278672006282,1
2022,48,35000,25,1,0.2079038811120751,1
2022,48,37000,6,1,0.19400247791424266,1
2022,48,39148,2,1,0.25560009755561197,1
2022,48,41464,4,1,0.30015508786732764,1
2022,48,41980,0,1,0.24237432581910942,1
2022,48,42508,0,1,0.20201233401272603,1
2022,48,43888,3,1,0.2659680441311541,1
2022,48,45000,3,1,0.25481907391936476,1
2022,48,45384,5,1,0.33562917016311977,1
2022,48,45744,2,1,0.2184548896614167,1
2022,48,47892,3,1,0.22052580396948465,1
2022,48,48072,3,1,0.20569960483998112,1
2022,48,48768,3,1,0.35653510877334477,1
2022,48,50820,1,1,0.2663478678589953,1
2022,48,53388,2,1,0.25394038645625805,1
2022,48,56000,2,1,0.2363153635386389,1
2022,48,56348,2,1,0.24481487365724494,1
2022,48,57200,3,1,0.34053280127244506,1
2022,48,58016,3,1,0.20266113391529697,1
2022,48,61796,10,1,0.19928761030943115,1
2022,48,63500,1,1,0.19478061127631843,1
2022,48,64472,3,1,0.25672761606727557,1
2022,48,65000,5,1,0.2364985324080583,1
2022,48,70808,2,1,0.24381389551403565,1
2022,48,72176,2,1,0.25953542049889455,1
2022,48,74144,4,1,0.25739889248893777,1
2022,48,76000,3,1,0.27175117541452726,1
2022,48,79000,3,1,0.2681027672159378,1
2022,49,43660,8,1,0.22519987223145777,1
2022,49,44320,3,1,0.25006545682161185,1
2022,49,55980,11,1,0.21285858069943248,1
2022,49,57300,4,1,0.22170464055204112,1
2022,49,62470,4,1,0.20812813389907014,1
2022,49,65330,2,1,0.2786786451765474,1
2022,49,67000,23,1,0.1860054429500533,1
2022,49,67440,8,1,0.2171277710809067,1
2022,49,70850,5,1,0.2269768115704549,1
2022,49,82950,8,1,0.22504828269800028,1
2022,49,83470,9,1,0.21729867523850938,1
2022,51,01000,27,1,0.11431326686091581,1
2022,51,16000,2,1,0.24170595832238861,1
2022,51,35000,1,1,0.22165408038976858,1
2022,51,47672,1,1,0.24376582497405744,1
2022,51,56000,1,1,0.21534592195057312,1
2022,51,57000,3,1,0.2036229303709073,1
2022,51,64000,5,1,0.21870566192700577,1
2022,51,67000,19,1,0.18281785753105212,1
2022,51,68000,1,1,0.2271485305798253,1
2022,51,76432,2,1,0.25138223470455423,1
2022,51,82000,1,1,0.22118201380543828,1
2022,53,03180,5,1,0.18670314720589426,1
2022,53,05210,13,1,0.17709444167006674,1
2022,53,05280,3,1,0.2205359954459123,1
2022,53,22640,7,1,0.17179256879960075,1
2022,53,23515,5,1,0.17428658447906656,1
2022,53,35275,3,1,0.24762279863623748,1
2022,53,35415,6,1,0.18348328669297326,1
2022,53,35940,10,1,0.17888944741416138,1
2022,53,53545,3,1,0.26036759155404643,1
2022,53,57745,11,1,0.17454543219137705,1
2022,53,63000,28,1,0.1492063963638762,1
2022,53,67000,4,1,0.23602365498014705,1
2022,53,67167,2,1,0.26062468892061624,1
2022,53,70000,8,1,0.1702888687490198,1
2022,53,74060,3,1,0.19110011137327532,1
2022,53,80010,3,1,0.2875389347661092,1
2022,55,02375,6,1,0.22147963769980922,1
2022,55,31000,1,1,0.22811878914922476,1
2022,55,39225,6,1,0.2038646474232747,1
2022,55,48000,3,1,0.18385706074497477,1
2022,55,53000,9,1,0.19135277802728215,1
2022,55,66000,3,1,0.2285188599125744,1
