year,state,county,index_transportation_cost,index_transportation_cost_quality
2019,08,115,42,1
2019,08,117,26,1
2019,08,119,30,1
2019,08,121,38,1
2019,08,123,27,1
2019,08,125,37,1
2019,09,001,19,1
2019,09,003,21,1
2019,09,005,23,1
2019,09,007,23,1
2019,09,009,23,1
2019,09,011,24,1
2019,09,013,24,1
2019,09,015,25,1
2019,10,001,30,1
2019,10,003,23,1
2019,10,005,30,1
2019,11,001,12,1
2019,12,001,32,1
2019,12,003,31,1
2019,12,005,30,1
2019,12,007,37,1
2019,12,009,28,1
2019,12,011,25,1
2019,12,013,46,1
2019,12,015,29,1
2019,12,017,34,1
2019,12,019,30,1
2019,12,021,24,1
2019,12,023,36,1
2019,12,027,45,1
2019,12,029,40,1
2019,12,031,26,1
2019,12,033,28,1
2019,12,035,32,1
2019,12,037,35,1
2019,12,039,35,1
2019,12,041,38,1
2019,12,043,41,1
2019,12,045,36,1
2019,12,047,43,1
2019,12,049,45,1
2019,12,051,41,1
2019,12,053,29,1
2019,12,055,36,1
2019,12,057,27,1
2019,12,059,44,1
2019,12,061,29,1
2019,12,063,41,1
2019,12,065,34,1
2019,12,067,40,1
2019,12,069,29,1
2019,12,071,27,1
2019,12,073,29,1
2019,12,075,36,1
2019,12,077,47,1
2019,12,079,45,1
2019,12,081,27,1
2019,12,083,35,1
2019,12,085,29,1
2019,12,086,24,1
2019,12,087,24,1
2019,12,089,30,1
2019,12,091,28,1
2019,12,093,40,1
2019,12,095,27,1
2019,12,097,30,1
2019,12,099,26,1
2019,12,101,29,1
2019,12,103,25,1
2019,12,105,33,1
2019,12,107,40,1
2019,12,109,30,1
2019,12,111,29,1
2019,12,113,32,1
2019,12,115,26,1
2019,12,117,27,1
2019,12,119,24,1
2019,12,121,38,1
2019,12,123,41,1
2019,12,125,36,1
2019,12,127,30,1
2019,12,129,36,1
2019,12,131,30,1
2019,12,133,46,1
2019,13,001,44,1
2019,13,003,46,1
2019,13,005,46,1
2019,13,007,49,1
2019,13,009,38,1
2019,13,011,39,1
2019,13,013,30,1
2019,13,015,28,1
2019,13,017,47,1
2019,13,019,43,1
2019,13,021,34,1
2019,13,023,38,1
2019,13,025,36,1
2019,13,027,43,1
2019,13,029,33,1
2019,13,031,35,1
2019,13,033,35,1
2019,13,035,29,1
2019,13,037,49,1
2019,13,039,31,1
2019,13,043,47,1
2019,13,045,28,1
2019,13,047,33,1
2019,13,049,42,1
2019,13,051,28,1
2019,13,053,33,1
2019,13,055,44,1
2019,13,057,29,1
2019,13,059,30,1
2019,13,061,63,1
2019,13,063,25,1
2019,13,065,54,1
2019,13,067,25,1
2019,13,069,42,1
2019,13,071,46,1
2019,13,073,36,1
2019,13,075,41,1
2019,13,077,29,1
2019,13,079,42,1
2019,13,081,43,1
2019,13,083,33,1
2019,13,085,30,1
2019,13,087,41,1
2019,13,089,23,1
2019,13,091,43,1
2019,13,093,46,1
2019,13,095,33,1
2019,13,097,28,1
2019,13,099,54,1
2019,13,101,43,1
2019,13,103,34,1
2019,13,105,44,1
2019,13,107,44,1
2019,13,109,38,1
2019,13,111,37,1
2019,13,113,28,1
2019,13,115,34,1
2019,13,117,30,1
2019,13,119,40,1
2019,13,121,23,1
2019,13,123,35,1
2019,13,125,42,1
2019,13,127,32,1
2019,13,129,39,1
2019,13,131,41,1
2019,13,133,34,1
2019,13,135,27,1
2019,13,137,37,1
2019,13,139,31,1
2019,13,141,40,1
2019,13,143,29,1
2019,13,145,42,1
2019,13,147,39,1
2019,13,149,30,1
2019,13,151,29,1
2019,13,153,29,1
2019,13,155,46,1
2019,13,157,31,1
2019,13,159,31,1
2019,13,161,47,1
2019,13,163,49,1
2019,13,165,56,1
2019,13,167,45,1
2019,13,169,41,1
2019,13,171,29,1
2019,13,173,42,1
2019,13,175,42,1
2019,13,177,41,1
2019,13,179,32,1
2019,13,181,35,1
2019,13,183,37,1
2019,13,185,38,1
2019,13,187,36,1
2019,13,189,33,1
2019,13,191,36,1
2019,13,193,49,1
2019,13,195,38,1
2019,13,197,39,1
2019,13,199,29,1
2019,13,201,41,1
2019,13,205,45,1
2019,13,207,41,1
2019,13,209,44,1
2019,13,211,30,1
2019,13,213,38,1
2019,13,215,31,1
2019,13,217,29,1
2019,13,219,39,1
2019,13,221,40,1
2019,13,223,30,1
2019,13,225,30,1
2019,13,227,29,1
2019,13,229,44,1
2019,13,231,31,1
2019,13,233,39,1
2019,13,235,39,1
2019,13,237,35,1
2019,13,239,54,1
2019,13,241,41,1
2019,13,243,53,1
2019,13,245,30,1
2019,13,247,27,1
2019,13,249,48,1
2019,13,251,44,1
2019,13,253,49,1
2019,13,255,27,1
2019,13,257,36,1
2019,13,259,38,1
2019,13,261,41,1
2019,13,263,39,1
2019,13,265,47,1
2019,13,267,39,1
2019,13,269,48,1
2019,13,271,51,1
2019,13,273,38,1
2019,13,275,39,1
2019,13,277,36,1
2019,13,279,41,1
2019,13,281,36,1
2019,13,283,44,1
2019,13,285,38,1
2019,13,287,45,1
2019,13,289,42,1
2019,13,291,35,1
2019,13,293,43,1
2019,13,295,33,1
2019,13,297,30,1
2019,13,299,39,1
2019,13,301,44,1
2019,13,303,43,1
2019,13,305,37,1
2019,13,307,48,1
2019,13,309,61,1
2019,13,311,35,1
2019,13,313,36,1
2019,13,315,49,1
2019,13,317,46,1
2019,13,319,47,1
2019,13,321,39,1
2019,15,001,31,1
2019,15,003,20,1
2019,15,005,23,1
2019,15,007,25,1
2019,15,009,24,1
2019,16,001,29,1
2019,16,003,40,1
2019,16,005,32,1
2019,16,007,37,1
2019,16,009,40,1
2019,16,011,37,1
2019,16,013,36,1
2019,16,015,36,1
2019,16,017,37,1
2019,16,019,30,1
2019,16,021,45,1
2019,16,023,38,1
2019,16,025,41,1
2019,16,027,31,1
2019,16,029,39,1
2019,16,031,37,1
2019,16,033,49,1
2019,16,035,40,1
2019,16,037,47,1
2019,16,039,36,1
2019,16,041,37,1
2019,16,043,46,1
2019,16,045,31,1
2019,16,047,39,1
2019,16,049,47,1
2019,16,051,36,1
2019,16,053,36,1
2019,16,055,30,1
2019,16,057,33,1
2019,16,059,45,1
2019,16,061,43,1
2019,16,063,43,1
2019,16,065,39,1
2019,16,067,36,1
2019,16,069,31,1
2019,16,071,38,1
2019,16,073,35,1
2019,16,075,37,1
2019,16,077,37,1
2019,16,079,43,1
2019,16,081,28,1
2019,16,083,33,1
2019,16,085,35,1
2019,16,087,42,1
2019,17,001,31,1
2019,17,003,35,1
2019,17,005,30,1
2019,17,007,32,1
2019,17,009,30,1
2019,17,011,31,1
2019,17,013,33,1
2019,17,015,33,1
2019,17,017,33,1
2019,17,019,27,1
2019,17,021,32,1
2019,17,023,32,1
2019,17,025,36,1
2019,17,027,30,1
2019,17,029,33,1
2019,17,031,19,1
2019,17,033,34,1
2019,17,035,39,1
2019,17,037,25,1
2019,17,039,32,1
2019,17,041,32,1
2019,17,043,24,1
2019,17,045,32,1
2019,17,047,36,1
2019,17,049,32,1
2019,17,051,39,1
2019,17,053,32,1
2019,17,055,38,1
2019,17,057,32,1
2019,17,059,41,1
2019,17,061,37,1
2019,17,063,26,1
2019,17,065,34,1
2019,17,067,37,1
2019,17,069,38,1
2019,17,071,36,1
2019,17,073,32,1
2019,17,075,34,1
2019,17,077,33,1
2019,17,079,35,1
2019,17,081,34,1
2019,17,083,31,1
2019,17,085,31,1
2019,17,087,40,1
2019,17,089,26,1
2019,17,091,30,1
2019,17,093,28,1
2019,17,095,35,1
2019,17,097,25,1
2019,17,099,29,1
2019,17,101,35,1
2019,17,103,29,1
2019,17,105,31,1
2019,17,107,29,1
2019,17,109,36,1
2019,17,111,27,1
2019,17,113,25,1
2019,17,115,31,1
2019,17,117,29,1
2019,17,119,27,1
2019,17,121,34,1
2019,17,123,32,1
2019,17,125,36,1
2019,17,127,35,1
2019,17,129,31,1
2019,17,131,33,1
2019,17,133,31,1
2019,17,135,32,1
2019,17,137,31,1
2019,17,139,31,1
2019,17,141,31,1
2019,17,143,28,1
2019,17,145,32,1
2019,17,147,34,1
2019,17,149,38,1
2019,17,151,47,1
2019,17,153,49,1
2019,17,155,33,1
2019,17,157,33,1
2019,17,159,35,1
2019,17,161,27,1
2019,17,163,26,1
2019,17,165,36,1
2019,17,167,26,1
2019,17,169,33,1
2019,17,171,37,1
2019,17,173,34,1
2019,17,175,34,1
2019,17,177,33,1
2019,17,179,30,1
2019,17,181,35,1
2019,17,183,34,1
2019,17,185,33,1
2019,17,187,34,1
2019,17,189,32,1
2019,17,191,35,1
2019,17,193,34,1
2019,17,195,31,1
2019,17,197,26,1
2019,17,199,35,1
2019,17,201,28,1
2019,17,203,33,1
2019,18,001,35,1
2019,18,003,29,1
2019,18,005,29,1
2019,18,007,34,1
2019,18,009,37,1
2019,18,011,30,1
2019,18,013,34,1
2019,18,015,35,1
2019,18,017,35,1
2019,18,019,30,1
2019,18,021,36,1
2019,18,023,33,1
2019,18,025,45,1
2019,18,027,34,1
2019,18,029,31,1
2019,18,031,32,1
2019,18,033,32,1
2019,18,035,35,1
2019,18,037,32,1
2019,18,039,30,1
2019,18,041,35,1
2019,18,043,30,1
2019,18,045,34,1
2019,18,047,32,1
2019,18,049,35,1
2019,18,051,33,1
2019,18,053,35,1
2019,18,055,35,1
2019,18,057,29,1
2019,18,059,31,1
2019,18,061,34,1
2019,18,063,31,1
2019,18,065,34,1
2019,18,067,30,1
2019,18,069,33,1
2019,18,071,34,1
2019,18,073,29,1
2019,18,075,37,1
2019,18,077,32,1
2019,18,079,35,1
2019,18,081,29,1
2019,18,083,35,1
2019,18,085,31,1
2019,18,087,33,1
2019,18,089,24,1
2019,18,091,31,1
2019,18,093,33,1
2019,18,095,29,1
2019,18,097,25,1
2019,18,099,34,1
2019,18,101,35,1
2019,18,103,34,1
2019,18,105,30,1
2019,18,107,32,1
2019,18,109,31,1
2019,18,111,29,1
2019,18,113,33,1
2019,18,115,30,1
2019,18,117,38,1
2019,18,119,36,1
2019,18,121,38,1
2019,18,123,33,1
2019,18,125,32,1
2019,18,127,26,1
2019,18,129,35,1
2019,18,131,36,1
2019,18,133,31,1
2019,18,135,36,1
2019,18,137,33,1
2019,18,139,34,1
2019,18,141,30,1
2019,18,143,36,1
2019,18,145,31,1
2019,18,147,34,1
2019,18,149,36,1
2019,18,151,31,1
2019,18,153,36,1
2019,18,155,37,1
2019,18,157,29,1
2019,18,159,32,1
2019,18,161,30,1
2019,18,163,29,1
2019,18,165,34,1
2019,18,167,32,1
2019,18,169,31,1
2019,18,171,36,1
2019,18,173,33,1
2019,18,175,33,1
2019,18,177,35,1
2019,18,179,33,1
2019,18,181,33,1
2019,18,183,34,1
2019,19,001,34,1
2019,19,003,38,1
2019,19,005,36,1
2019,19,007,41,1
2019,19,009,35,1
2019,19,011,32,1
2019,19,013,28,1
2019,19,015,30,1
2019,19,017,33,1
2019,19,019,32,1
2019,19,021,33,1
2019,19,023,34,1
2019,19,025,34,1
2019,19,027,31,1
2019,19,029,34,1
2019,19,031,30,1
2019,19,033,30,1
2019,19,035,31,1
2019,19,037,33,1
2019,19,039,33,1
2019,19,041,33,1
2019,19,043,36,1
2019,19,045,33,1
2019,19,047,33,1
2019,19,049,26,1
2019,19,051,34,1
2019,19,053,39,1
2019,19,055,32,1
2019,19,057,31,1
2019,19,059,31,1
2019,19,061,28,1
2019,19,063,33,1
2019,19,065,36,1
2019,19,067,34,1
2019,19,069,33,1
2019,19,071,34,1
2019,19,073,34,1
2019,19,075,34,1
2019,19,077,30,1
2019,19,079,32,1
2019,19,081,32,1
2019,19,083,34,1
2019,19,085,30,1
2019,19,087,33,1
2019,19,089,34,1
2019,19,091,33,1
2019,19,093,32,1
2019,19,095,33,1
2019,19,097,33,1
2019,19,099,27,1
2019,19,101,36,1
2019,19,103,26,1
2019,19,105,30,1
2019,19,107,36,1
2019,19,109,32,1
2019,19,111,34,1
2019,19,113,27,1
2019,19,115,34,1
2019,19,117,33,1
2019,19,119,33,1
2019,19,121,29,1
2019,19,123,33,1
2019,19,125,31,1
2019,19,127,31,1
2019,19,129,30,1
2019,19,131,33,1
2019,19,133,37,1
2019,19,135,33,1
2019,19,137,33,1
2019,19,139,31,1
2019,19,141,33,1
2019,19,143,34,1
2019,19,145,33,1
2019,19,147,34,1
2019,19,149,30,1
2019,19,151,35,1
2019,19,153,24,1
2019,19,155,26,1
2019,19,157,33,1
2019,19,159,34,1
2019,19,161,33,1
2019,19,163,27,1
2019,19,165,32,1
2019,19,167,30,1
2019,19,169,27,1
2019,19,171,34,1
2019,19,173,37,1
2019,19,175,33,1
2019,19,177,40,1
2019,19,179,35,1
2019,19,181,28,1
2019,19,183,31,1
2019,19,185,42,1
2019,19,187,34,1
2019,19,189,36,1
2019,19,191,31,1
2019,19,193,29,1
2019,19,195,35,1
2019,19,197,33,1
2019,20,001,37,1
2019,20,003,36,1
2019,20,005,35,1
2019,20,007,40,1
2019,20,009,35,1
2019,20,011,39,1
2019,20,013,37,1
2019,20,015,32,1
2019,20,017,40,1
2019,20,019,45,1
2019,20,021,41,1
2019,20,023,38,1
2019,20,025,39,1
2019,20,027,33,1
2019,20,029,39,1
2019,20,031,33,1
2019,20,033,35,1
2019,20,035,35,1
2019,20,037,39,1
2019,20,039,37,1
2019,20,041,35,1
2019,20,043,36,1
2019,20,045,27,1
2019,20,047,37,1
2019,20,049,46,1
2019,20,051,32,1
2019,20,053,33,1
2019,20,055,32,1
2019,20,057,36,1
2019,20,059,32,1
2019,20,061,29,1
2019,20,063,41,1
2019,20,065,40,1
2019,20,067,35,1
2019,20,069,35,1
2019,20,071,34,1
2019,20,073,43,1
2019,20,075,48,1
2019,20,077,36,1
2019,20,079,31,1
2019,20,081,38,1
2019,20,083,39,1
2019,20,085,33,1
2019,20,087,34,1
2019,20,089,45,1
2019,20,091,26,1
2019,20,093,37,1
2019,20,095,34,1
2019,20,097,36,1
2019,20,099,36,1
2019,20,101,38,1
2019,20,103,28,1
2019,20,105,43,1
2019,20,107,30,1
2019,20,109,36,1
2019,20,111,34,1
2019,20,113,30,1
2019,20,115,36,1
2019,20,117,35,1
2019,20,119,35,1
2019,20,121,30,1
2019,20,123,38,1
2019,20,125,36,1
2019,20,127,35,1
2019,20,129,39,1
2019,20,131,32,1
2019,20,133,37,1
2019,20,135,37,1
2019,20,137,38,1
2019,20,139,32,1
2019,20,141,37,1
2019,20,143,39,1
2019,20,145,34,1
2019,20,147,39,1
2019,20,149,35,1
2019,20,151,36,1
2019,20,153,36,1
2019,20,155,34,1
2019,20,157,38,1
2019,20,159,36,1
2019,20,161,29,1
2019,20,163,36,1
2019,20,165,39,1
2019,20,167,40,1
2019,20,169,31,1
2019,20,171,30,1
2019,20,173,28,1
2019,20,175,36,1
2019,20,177,27,1
2019,20,179,33,1
2019,20,181,30,1
2019,20,183,43,1
2019,20,185,40,1
2019,20,187,34,1
2019,20,189,35,1
2019,20,191,32,1
2019,20,193,32,1
2019,20,195,31,1
2019,20,197,35,1
2019,20,199,35,1
2019,20,201,38,1
2019,20,203,32,1
2019,20,205,36,1
2019,20,207,46,1
2019,20,209,25,1
2019,21,001,46,1
2019,21,003,38,1
2019,21,005,33,1
2019,21,007,40,1
2019,21,009,41,1
2019,21,011,40,1
2019,21,013,51,1
2019,21,015,29,1
2019,21,017,31,1
2019,21,019,34,1
2019,21,021,37,1
2019,21,023,31,1
2019,21,025,52,1
2019,21,027,40,1
2019,21,029,33,1
2019,21,031,38,1
2019,21,033,40,1
2019,21,035,38,1
2019,21,037,26,1
2019,21,039,41,1
2019,21,041,38,1
2019,21,043,38,1
2019,21,045,50,1
2019,21,047,31,1
2019,21,049,30,1
2019,21,051,45,1
2019,21,053,51,1
2019,21,055,42,1
2019,21,057,48,1
2019,21,059,31,1
2019,21,061,38,1
2019,21,063,49,1
2019,21,065,38,1
2019,21,067,26,1
2019,21,069,40,1
2019,21,071,46,1
2019,21,073,30,1
2019,21,075,48,1
2019,21,077,31,1
2019,21,079,37,1
2019,21,081,30,1
2019,21,083,41,1
2019,21,085,46,1
2019,21,087,42,1
2019,21,089,37,1
2019,21,091,36,1
2019,21,093,31,1
2019,21,095,51,1
2019,21,097,37,1
2019,21,099,46,1
2019,21,101,31,1
2019,21,103,34,1
2019,21,105,43,1
2019,21,107,36,1
2019,21,109,51,1
2019,21,111,27,1
2019,21,113,30,1
2019,21,115,43,1
2019,21,117,26,1
2019,21,119,51,1
2019,21,121,43,1
2019,21,123,35,1
2019,21,125,46,1
2019,21,127,48,1
2019,21,129,56,1
2019,21,131,52,1
2019,21,133,50,1
2019,21,135,51,1
2019,21,137,40,1
2019,21,139,39,1
2019,21,141,38,1
2019,21,143,33,1
2019,21,145,33,1
2019,21,147,53,1
2019,21,149,36,1
2019,21,151,35,1
2019,21,153,52,1
2019,21,155,43,1
2019,21,157,33,1
2019,21,159,41,1
2019,21,161,38,1
2019,21,163,34,1
2019,21,165,42,1
2019,21,167,34,1
2019,21,169,44,1
2019,21,171,48,1
2019,21,173,39,1
2019,21,175,45,1
2019,21,177,41,1
2019,21,179,33,1
2019,21,181,45,1
2019,21,183,40,1
2019,21,185,34,1
2019,21,187,39,1
2019,21,189,52,1
2019,21,191,31,1
2019,21,193,45,1
2019,21,195,45,1
2019,21,197,45,1
2019,21,199,41,1
2019,21,201,43,1
2019,21,203,47,1
2019,21,205,42,1
2019,21,207,45,1
2019,21,209,32,1
2019,21,211,33,1
2019,21,213,36,1
2019,21,215,36,1
2019,21,217,39,1
2019,21,219,42,1
2019,21,221,36,1
2019,21,223,35,1
2019,21,225,39,1
2019,21,227,33,1
2019,21,229,36,1
2019,21,231,48,1
2019,21,233,42,1
2019,21,235,46,1
2019,21,237,55,1
2019,21,239,32,1
2019,22,001,34,1
2019,22,003,39,1
2019,22,005,32,1
2019,22,007,34,1
2019,22,009,43,1
2019,22,011,35,1
2019,22,013,52,1
2019,22,015,35,1
2019,22,017,33,1
2019,22,019,32,1
2019,22,021,47,1
2019,22,023,39,1
2019,22,025,44,1
2019,22,027,53,1
2019,22,029,49,1
2019,22,031,38,1
2019,22,033,28,1
2019,22,035,53,1
2019,22,037,34,1
2019,22,039,49,1
2019,22,041,47,1
2019,22,043,39,1
2019,22,045,32,1
2019,22,047,33,1
2019,22,049,44,1
2019,22,051,27,1
2019,22,053,41,1
2019,22,055,31,1
2019,22,057,34,1
2019,22,059,43,1
2019,22,061,43,1
2019,22,063,33,1
2019,22,065,45,1
2019,22,067,41,1
2019,22,069,46,1
2019,22,071,24,1
2019,22,073,38,1
2019,22,075,30,1
2019,22,077,33,1
2019,22,079,35,1
2019,22,081,50,1
2019,22,083,48,1
2019,22,085,43,1
2019,22,087,30,1
2019,22,089,33,1
2019,22,091,35,1
2019,22,093,34,1
2019,22,095,32,1
2019,22,097,43,1
2019,22,099,35,1
2019,22,101,37,1
2019,22,103,32,1
2019,22,105,36,1
2019,22,107,56,1
2019,22,109,32,1
2019,22,111,46,1
2019,22,113,34,1
2019,22,115,34,1
2019,22,117,44,1
2019,22,119,47,1
2019,22,121,31,1
2019,22,123,46,1
2019,22,125,35,1
2019,22,127,43,1
2019,23,001,30,1
2019,23,003,41,1
2019,23,005,25,1
2019,23,007,38,1
2019,23,009,32,1
2019,23,011,31,1
2019,23,013,31,1
2019,23,015,31,1
2019,23,017,39,1
2019,23,019,33,1
2019,23,021,44,1
2019,23,023,26,1
2019,23,025,40,1
2019,23,027,35,1
2019,23,029,42,1
2019,23,031,26,1
2019,24,001,34,1
2019,24,003,22,1
2019,24,005,20,1
2019,24,009,21,1
2019,24,011,32,1
2019,24,013,24,1
2019,24,015,27,1
2019,24,017,20,1
2019,24,019,31,1
2019,24,021,19,1
2019,24,023,35,1
2019,24,025,23,1
2019,24,027,21,1
2019,24,029,29,1
2019,24,031,16,1
2019,24,033,17,1
2019,24,035,25,1
2019,24,037,23,1
2019,24,039,29,1
2019,24,041,23,1
2019,24,043,28,1
2019,24,045,28,1
2019,24,047,29,1
2019,24,510,15,1
2019,25,001,24,1
2019,25,003,28,1
2019,25,005,24,1
2019,25,007,26,1
2019,25,009,19,1
2019,25,011,30,1
2019,25,013,26,1
2019,25,015,29,1
2019,25,017,19,1
2019,25,019,20,1
2019,25,021,20,1
2019,25,023,21,1
2019,25,025,17,1
2019,25,027,24,1
2019,26,001,44,1
2019,26,003,44,1
2019,26,005,32,1
2019,26,007,38,1
2019,26,009,34,1
2019,26,011,41,1
2019,26,013,40,1
2019,26,015,32,1
2019,26,017,33,1
2019,26,019,34,1
2019,26,021,32,1
2019,26,023,34,1
2019,26,025,33,1
2019,26,027,34,1
2019,26,029,32,1
2019,26,031,38,1
2019,26,033,37,1
2019,26,035,44,1
2019,26,037,31,1
2019,26,039,37,1
2019,26,041,35,1
2019,26,043,32,1
2019,26,045,29,1
2019,26,047,32,1
2019,26,049,32,1
2019,26,051,40,1
2019,26,053,41,1
2019,26,055,30,1
2019,26,057,36,1
2019,26,059,36,1
2019,26,061,37,1
2019,26,063,37,1
2019,26,065,26,1
2019,26,067,32,1
2019,26,069,38,1
2019,26,071,41,1
2019,26,073,37,1
2019,26,075,31,1
2019,26,077,29,1
2019,26,079,33,1
2019,26,081,28,1
2019,26,083,46,1
2019,26,085,47,1
2019,26,087,33,1
2019,26,089,34,1
2019,26,091,32,1
2019,26,093,32,1
2019,26,095,41,1
2019,26,097,37,1
2019,26,099,27,1
2019,26,101,36,1
2019,26,103,32,1
2019,26,105,35,1
2019,26,107,39,1
2019,26,109,36,1
2019,26,111,29,1
2019,26,113,41,1
2019,26,115,30,1
2019,26,117,32,1
2019,26,119,41,1
2019,26,121,33,1
2019,26,123,37,1
2019,26,125,27,1
2019,26,127,38,1
2019,26,129,44,1
2019,26,131,44,1
2019,26,133,41,1
2019,26,135,42,1
2019,26,137,34,1
2019,26,139,30,1
2019,26,141,38,1
2019,26,143,39,1
2019,26,145,33,1
2019,26,147,30,1
2019,26,149,34,1
2019,26,151,38,1
2019,26,153,41,1
2019,26,155,30,1
2019,26,157,37,1
2019,26,159,34,1
2019,26,161,22,1
2019,26,163,25,1
2019,26,165,38,1
2019,27,001,38,1
2019,27,003,23,1
2019,27,005,33,1
2019,27,007,36,1
2019,27,009,29,1
2019,27,011,33,1
2019,27,013,28,1
2019,27,015,30,1
2019,27,017,32,1
2019,27,019,24,1
2019,27,021,35,1
2019,27,023,31,1
2019,27,025,26,1
2019,27,027,27,1
2019,27,029,39,1
2019,27,031,33,1
2019,27,033,35,1
2019,27,035,32,1
2019,27,037,22,1
2019,27,039,28,1
2019,27,041,29,1
2019,27,043,33,1
2019,27,045,28,1
2019,27,047,32,1
2019,27,049,28,1
2019,27,051,35,1
2019,27,053,19,1
2019,27,055,32,1
2019,27,057,34,1
2019,27,059,25,1
2019,27,061,33,1
2019,27,063,32,1
2019,27,065,34,1
2019,27,067,31,1
2019,27,069,35,1
2019,27,071,35,1
2019,27,073,34,1
2019,27,075,32,1
2019,27,077,41,1
2019,27,079,26,1
2019,27,081,36,1
2019,27,083,31,1
2019,27,085,30,1
2019,27,087,42,1
2019,27,089,36,1
2019,27,091,33,1
2019,27,093,32,1
2019,27,095,25,1
2019,27,097,33,1
2019,27,099,32,1
2019,27,101,34,1
2019,27,103,30,1
2019,27,105,33,1
2019,27,107,35,1
2019,27,109,24,1
2019,27,111,31,1
2019,27,113,30,1
2019,27,115,36,1
2019,27,117,33,1
2019,27,119,32,1
2019,27,121,33,1
2019,27,123,19,1
2019,27,125,35,1
2019,27,127,34,1
2019,27,129,34,1
2019,27,131,27,1
2019,27,133,31,1
2019,27,135,34,1
2019,27,137,29,1
2019,27,139,24,1
2019,27,141,26,1
2019,27,143,32,1
2019,27,145,29,1
2019,27,147,29,1
2019,27,149,34,1
2019,27,151,34,1
2019,27,153,36,1
2019,27,155,34,1
2019,27,157,27,1
2019,27,159,38,1
2019,27,161,31,1
2019,27,163,23,1
2019,27,165,34,1
2019,27,167,31,1
2019,27,169,31,1
2019,27,171,25,1
2019,27,173,33,1
2019,28,001,48,1
2019,28,003,40,1
2019,28,005,51,1
2019,28,007,49,1
2019,28,009,49,1
2019,28,011,47,1
2019,28,013,46,1
2019,28,015,57,1
2019,28,017,47,1
2019,28,019,49,1
2019,28,021,53,1
2019,28,023,44,1
2019,28,025,48,1
2019,28,027,44,1
2019,28,029,36,1
2019,28,031,40,1
2019,28,033,35,1
2019,28,035,34,1
2019,28,037,45,1
2019,28,039,40,1
2019,28,041,38,1
2019,28,043,41,1
2019,28,045,34,1
2019,28,047,32,1
2019,28,049,30,1
2019,28,051,33,1
2019,28,053,50,1
2019,28,055,52,1
2019,28,057,40,1
2019,28,059,35,1
2019,28,061,46,1
2019,28,063,58,1
2019,28,065,53,1
2019,28,067,42,1
2019,28,069,44,1
2019,28,071,34,1
2019,28,073,37,1
2019,28,075,38,1
2019,28,077,44,1
2019,28,079,48,1
2019,28,081,36,1
2019,28,083,45,1
2019,28,085,41,1
2019,28,087,33,1
2019,28,089,34,1
2019,28,091,52,1
2019,28,093,35,1
2019,28,095,40,1
2019,28,097,41,1
2019,28,099,46,1
2019,28,101,48,1
2019,28,103,49,1
2019,28,105,37,1
2019,28,107,44,1
2019,28,109,38,1
2019,28,111,41,1
2019,28,113,48,1
2019,28,115,40,1
2019,28,117,39,1
2019,28,119,53,1
2019,28,121,34,1
2019,28,123,50,1
2019,28,125,47,1
2019,28,127,35,1
2019,28,129,44,1
2019,28,131,39,1
2019,28,133,48,1
2019,28,135,53,1
2019,28,137,35,1
2019,28,139,45,1
2019,28,141,45,1
2019,28,143,32,1
2019,28,145,41,1
2019,28,147,56,1
2019,28,149,37,1
2019,28,151,46,1
2019,28,153,48,1
2019,28,155,45,1
2019,28,157,55,1
2019,28,159,49,1
2019,28,161,41,1
2019,28,163,33,1
2019,29,001,37,1
2019,29,003,36,1
2019,29,005,35,1
2019,29,007,39,1
2019,29,009,40,1
2019,29,011,39,1
2019,29,013,29,1
2019,29,015,42,1
2019,29,017,39,1
2019,29,019,28,1
2019,29,021,30,1
2019,29,023,41,1
2019,29,025,30,1
2019,29,027,32,1
2019,29,029,35,1
2019,29,031,33,1
2019,29,033,36,1
2019,29,035,47,1
2019,29,037,29,1
2019,29,039,42,1
2019,29,041,40,1
2019,29,043,36,1
2019,29,045,36,1
2019,29,047,27,1
2019,29,049,29,1
2019,29,051,30,1
2019,29,053,33,1
2019,29,055,39,1
2019,29,057,43,1
2019,29,059,38,1
2019,29,061,38,1
2019,29,063,33,1
2019,29,065,41,1
2019,29,067,49,1
2019,29,069,41,1
2019,29,071,30,1
2019,29,073,34,1
2019,29,075,39,1
2019,29,077,30,1
2019,29,079,37,1
2019,29,081,41,1
2019,29,083,36,1
2019,29,085,48,1
2019,29,087,36,1
2019,29,089,34,1
2019,29,091,44,1
2019,29,093,45,1
2019,29,095,24,1
2019,29,097,34,1
2019,29,099,30,1
2019,29,101,32,1
2019,29,103,46,1
2019,29,105,37,1
2019,29,107,29,1
2019,29,109,39,1
2019,29,111,35,1
2019,29,113,31,1
2019,29,115,38,1
2019,29,117,35,1
2019,29,119,44,1
2019,29,121,41,1
2019,29,123,39,1
2019,29,125,38,1
2019,29,127,32,1
2019,29,129,45,1
2019,29,131,38,1
2019,29,133,42,1
2019,29,135,34,1
2019,29,137,39,1
2019,29,139,37,1
2019,29,141,45,1
2019,29,143,41,1
2019,29,145,36,1
2019,29,147,37,1
2019,29,149,51,1
2019,29,151,36,1
2019,29,153,52,1
2019,29,155,44,1
2019,29,157,33,1
2019,29,159,36,1
2019,29,161,35,1
2019,29,163,37,1
2019,29,165,27,1
2019,29,167,37,1
2019,29,169,34,1
2019,29,171,44,1
2019,29,173,38,1
2019,29,175,36,1
2019,29,177,31,1
