year,state,county,index_transportation_cost,index_transportation_cost_quality
2019,29,179,46,1
2019,29,181,47,1
2019,29,183,28,1
2019,29,185,43,1
2019,29,186,34,1
2019,29,187,35,1
2019,29,189,25,1
2019,29,195,38,1
2019,29,197,44,1
2019,29,199,36,1
2019,29,201,37,1
2019,29,203,51,1
2019,29,205,41,1
2019,29,207,41,1
2019,29,209,35,1
2019,29,211,41,1
2019,29,213,35,1
2019,29,215,48,1
2019,29,217,38,1
2019,29,219,31,1
2019,29,221,42,1
2019,29,223,49,1
2019,29,225,37,1
2019,29,227,35,1
2019,29,229,47,1
2019,29,510,20,1
2019,30,001,41,1
2019,30,003,41,1
2019,30,005,44,1
2019,30,007,37,1
2019,30,009,35,1
2019,30,011,41,1
2019,30,013,31,1
2019,30,015,44,1
2019,30,017,32,1
2019,30,019,33,1
2019,30,021,30,1
2019,30,023,36,1
2019,30,025,31,1
2019,30,027,36,1
2019,30,029,32,1
2019,30,031,27,1
2019,30,033,52,1
2019,30,035,45,1
2019,30,037,49,1
2019,30,039,42,1
2019,30,041,33,1
2019,30,043,32,1
2019,30,045,46,1
2019,30,047,37,1
2019,30,049,27,1
2019,30,051,43,1
2019,30,053,44,1
2019,30,055,43,1
2019,30,057,39,1
2019,30,059,48,1
2019,30,061,46,1
2019,30,063,29,1
2019,30,065,41,1
2019,30,067,32,1
2019,30,069,42,1
2019,30,071,38,1
2019,30,073,37,1
2019,30,075,39,1
2019,30,077,31,1
2019,30,079,48,1
2019,30,081,36,1
2019,30,083,31,1
2019,30,085,44,1
2019,30,087,33,1
2019,30,089,46,1
2019,30,091,36,1
2019,30,093,33,1
2019,30,095,35,1
2019,30,097,37,1
2019,30,099,35,1
2019,30,101,34,1
2019,30,103,46,1
2019,30,105,35,1
2019,30,107,53,1
2019,30,109,41,1
2019,30,111,28,1
2019,31,001,31,1
2019,31,003,39,1
2019,31,005,48,1
2019,31,007,44,1
2019,31,009,44,1
2019,31,011,35,1
2019,31,013,32,1
2019,31,015,41,1
2019,31,017,47,1
2019,31,019,30,1
2019,31,021,34,1
2019,31,023,35,1
2019,31,025,30,1
2019,31,027,34,1
2019,31,029,34,1
2019,31,031,34,1
2019,31,033,32,1
2019,31,035,35,1
2019,31,037,36,1
2019,31,039,34,1
2019,31,041,36,1
2019,31,043,30,1
2019,31,045,33,1
2019,31,047,33,1
2019,31,049,42,1
2019,31,051,36,1
2019,31,053,29,1
2019,31,055,24,1
2019,31,057,42,1
2019,31,059,33,1
2019,31,061,40,1
2019,31,063,37,1
2019,31,065,38,1
2019,31,067,33,1
2019,31,069,44,1
2019,31,071,36,1
2019,31,073,39,1
2019,31,075,46,1
2019,31,077,43,1
2019,31,079,29,1
2019,31,081,32,1
2019,31,083,39,1
2019,31,085,43,1
2019,31,087,40,1
2019,31,089,34,1
2019,31,091,45,1
2019,31,093,35,1
2019,31,095,39,1
2019,31,097,34,1
2019,31,099,35,1
2019,31,101,35,1
2019,31,103,40,1
2019,31,105,35,1
2019,31,107,37,1
2019,31,109,26,1
2019,31,111,29,1
2019,31,113,38,1
2019,31,115,40,1
2019,31,117,38,1
2019,31,119,29,1
2019,31,121,34,1
2019,31,123,40,1
2019,31,125,36,1
2019,31,127,33,1
2019,31,129,42,1
2019,31,131,32,1
2019,31,133,39,1
2019,31,135,33,1
2019,31,137,32,1
2019,31,139,34,1
2019,31,141,30,1
2019,31,143,33,1
2019,31,145,36,1
2019,31,147,37,1
2019,31,149,36,1
2019,31,151,36,1
2019,31,153,26,1
2019,31,155,30,1
2019,31,157,32,1
2019,31,159,32,1
2019,31,161,40,1
2019,31,163,38,1
2019,31,165,42,1
2019,31,167,35,1
2019,31,169,36,1
2019,31,171,41,1
2019,31,173,38,1
2019,31,175,34,1
2019,31,177,29,1
2019,31,179,31,1
2019,31,181,41,1
2019,31,183,43,1
2019,31,185,31,1
2019,32,001,32,1
2019,32,003,29,1
2019,32,005,29,1
2019,32,007,28,1
2019,32,009,50,1
2019,32,011,31,1
2019,32,013,30,1
2019,32,015,23,1
2019,32,017,37,1
2019,32,019,35,1
2019,32,021,51,1
2019,32,023,35,1
2019,32,027,36,1
2019,32,029,33,1
2019,32,031,27,1
2019,32,033,32,1
2019,32,510,28,1
2019,33,001,27,1
2019,33,003,30,1
2019,33,005,28,1
2019,33,007,35,1
2019,33,009,30,1
2019,33,011,22,1
2019,33,013,25,1
2019,33,015,22,1
2019,33,017,22,1
2019,33,019,30,1
2019,34,001,28,1
2019,34,003,20,1
2019,34,005,25,1
2019,34,007,23,1
2019,34,009,26,1
2019,34,011,32,1
2019,34,013,19,1
2019,34,015,26,1
2019,34,017,15,1
2019,34,019,25,1
2019,34,021,21,1
2019,34,023,22,1
2019,34,025,22,1
2019,34,027,23,1
2019,34,029,23,1
2019,34,031,21,1
2019,34,033,26,1
2019,34,035,23,1
2019,34,037,25,1
2019,34,039,21,1
2019,34,041,27,1
2019,35,001,27,1
2019,35,003,49,1
2019,35,005,38,1
2019,35,006,42,1
2019,35,007,40,1
2019,35,009,35,1
2019,35,011,54,1
2019,35,013,37,1
2019,35,015,28,1
2019,35,017,40,1
2019,35,019,58,1
2019,35,021,61,1
2019,35,023,39,1
2019,35,025,30,1
2019,35,027,38,1
2019,35,028,16,1
2019,35,029,45,1
2019,35,031,49,1
2019,35,033,56,1
2019,35,035,38,1
2019,35,037,49,1
2019,35,039,43,1
2019,35,041,38,1
2019,35,043,32,1
2019,35,045,34,1
2019,35,047,46,1
2019,35,049,28,1
2019,35,051,44,1
2019,35,053,43,1
2019,35,055,43,1
2019,35,057,34,1
2019,35,059,49,1
2019,35,061,32,1
2019,36,001,22,1
2019,36,003,38,1
2019,36,005,10,1
2019,36,007,28,1
2019,36,009,36,1
2019,36,011,30,1
2019,36,013,35,1
2019,36,015,30,1
2019,36,017,34,1
2019,36,019,31,1
2019,36,021,28,1
2019,36,023,31,1
2019,36,025,35,1
2019,36,027,23,1
2019,36,029,26,1
2019,36,031,33,1
2019,36,033,36,1
2019,36,035,33,1
2019,36,037,32,1
2019,36,039,35,1
2019,36,041,40,1
2019,36,043,31,1
2019,36,045,32,1
2019,36,047,10,1
2019,36,049,37,1
2019,36,051,32,1
2019,36,053,31,1
2019,36,055,27,1
2019,36,057,33,1
2019,36,059,21,1
2019,36,061,8,1
2019,36,063,28,1
2019,36,065,29,1
2019,36,067,27,1
2019,36,069,31,1
2019,36,071,23,1
2019,36,073,32,1
2019,36,075,31,1
2019,36,077,32,1
2019,36,079,25,1
2019,36,081,13,1
2019,36,083,24,1
2019,36,085,20,1
2019,36,087,21,1
2019,36,089,35,1
2019,36,091,25,1
2019,36,093,24,1
2019,36,095,28,1
2019,36,097,35,1
2019,36,099,32,1
2019,36,101,32,1
2019,36,103,24,1
2019,36,105,32,1
2019,36,107,33,1
2019,36,109,27,1
2019,36,111,28,1
2019,36,113,30,1
2019,36,115,32,1
2019,36,117,33,1
2019,36,119,20,1
2019,36,121,33,1
2019,36,123,33,1
2019,37,001,33,1
2019,37,003,38,1
2019,37,005,45,1
2019,37,007,31,1
2019,37,009,43,1
2019,37,011,41,1
2019,37,013,37,1
2019,37,015,47,1
2019,37,017,46,1
2019,37,019,32,1
2019,37,021,30,1
2019,37,023,36,1
2019,37,025,30,1
2019,37,027,36,1
2019,37,029,32,1
2019,37,031,29,1
2019,37,033,39,1
2019,37,035,34,1
2019,37,037,30,1
2019,37,039,40,1
2019,37,041,35,1
2019,37,043,40,1
2019,37,045,40,1
2019,37,047,44,1
2019,37,049,32,1
2019,37,051,32,1
2019,37,053,31,1
2019,37,055,30,1
2019,37,057,33,1
2019,37,059,36,1
2019,37,061,43,1
2019,37,063,25,1
2019,37,065,35,1
2019,37,067,31,1
2019,37,069,27,1
2019,37,071,28,1
2019,37,073,31,1
2019,37,075,45,1
2019,37,077,31,1
2019,37,079,44,1
2019,37,081,30,1
2019,37,083,42,1
2019,37,085,36,1
2019,37,087,31,1
2019,37,089,31,1
2019,37,091,41,1
2019,37,093,36,1
2019,37,095,45,1
2019,37,097,30,1
2019,37,099,37,1
2019,37,101,27,1
2019,37,103,35,1
2019,37,105,35,1
2019,37,107,39,1
2019,37,109,31,1
2019,37,111,39,1
2019,37,113,36,1
2019,37,115,33,1
2019,37,117,42,1
2019,37,119,25,1
2019,37,121,38,1
2019,37,123,41,1
2019,37,125,30,1
2019,37,127,37,1
2019,37,129,27,1
2019,37,131,46,1
2019,37,133,34,1
2019,37,135,27,1
2019,37,137,34,1
2019,37,139,33,1
2019,37,141,34,1
2019,37,143,36,1
2019,37,145,31,1
2019,37,147,32,1
2019,37,149,35,1
2019,37,151,34,1
2019,37,153,43,1
2019,37,155,45,1
2019,37,157,34,1
2019,37,159,30,1
2019,37,161,39,1
2019,37,163,42,1
2019,37,165,41,1
2019,37,167,35,1
2019,37,169,35,1
2019,37,171,39,1
2019,37,173,37,1
2019,37,175,33,1
2019,37,177,46,1
2019,37,179,31,1
2019,37,181,39,1
2019,37,183,23,1
2019,37,185,46,1
2019,37,187,46,1
2019,37,189,34,1
2019,37,191,37,1
2019,37,193,39,1
2019,37,195,36,1
2019,37,197,36,1
2019,37,199,41,1
2019,38,001,34,1
2019,38,003,29,1
2019,38,005,42,1
2019,38,007,33,1
2019,38,009,33,1
2019,38,011,32,1
2019,38,013,30,1
2019,38,015,23,1
2019,38,017,24,1
2019,38,019,30,1
2019,38,021,31,1
2019,38,023,33,1
2019,38,025,29,1
2019,38,027,33,1
2019,38,029,33,1
2019,38,031,31,1
2019,38,033,33,1
2019,38,035,26,1
2019,38,037,40,1
2019,38,039,36,1
2019,38,041,36,1
2019,38,043,36,1
2019,38,045,34,1
2019,38,047,36,1
2019,38,049,33,1
2019,38,051,33,1
2019,38,053,26,1
2019,38,055,29,1
2019,38,057,24,1
2019,38,059,26,1
2019,38,061,29,1
2019,38,063,35,1
2019,38,065,31,1
2019,38,067,32,1
2019,38,069,30,1
2019,38,071,29,1
2019,38,073,31,1
2019,38,075,32,1
2019,38,077,30,1
2019,38,079,43,1
2019,38,081,32,1
2019,38,083,37,1
2019,38,085,47,1
2019,38,087,37,1
2019,38,089,25,1
2019,38,091,33,1
2019,38,093,28,1
2019,38,095,38,1
2019,38,097,30,1
2019,38,099,33,1
2019,38,101,25,1
2019,38,103,32,1
2019,38,105,20,1
2019,39,001,44,1
2019,39,003,31,1
2019,39,005,33,1
2019,39,007,36,1
2019,39,009,38,1
2019,39,011,29,1
2019,39,013,33,1
2019,39,015,30,1
2019,39,017,28,1
2019,39,019,33,1
2019,39,021,32,1
2019,39,023,32,1
2019,39,025,29,1
2019,39,027,33,1
2019,39,029,34,1
2019,39,031,37,1
2019,39,033,36,1
2019,39,035,25,1
2019,39,037,32,1
2019,39,039,31,1
2019,39,041,29,1
2019,39,043,31,1
2019,39,045,29,1
2019,39,047,36,1
2019,39,049,24,1
2019,39,051,34,1
2019,39,053,38,1
2019,39,055,34,1
2019,39,057,29,1
2019,39,059,36,1
2019,39,061,24,1
2019,39,063,29,1
2019,39,065,35,1
2019,39,067,36,1
2019,39,069,32,1
2019,39,071,39,1
2019,39,073,30,1
2019,39,075,34,1
2019,39,077,33,1
2019,39,079,36,1
2019,39,081,33,1
2019,39,083,30,1
2019,39,085,29,1
2019,39,087,36,1
2019,39,089,28,1
2019,39,091,31,1
2019,39,093,29,1
2019,39,095,28,1
2019,39,097,30,1
2019,39,099,32,1
2019,39,101,34,1
2019,39,103,32,1
2019,39,105,39,1
2019,39,107,31,1
2019,39,109,31,1
2019,39,111,39,1
2019,39,113,27,1
2019,39,115,41,1
2019,39,117,32,1
2019,39,119,35,1
2019,39,121,36,1
2019,39,123,33,1
2019,39,125,35,1
2019,39,127,30,1
2019,39,129,30,1
2019,39,131,39,1
2019,39,133,29,1
2019,39,135,33,1
2019,39,137,31,1
2019,39,139,32,1
2019,39,141,34,1
2019,39,143,32,1
2019,39,145,38,1
2019,39,147,33,1
2019,39,149,30,1
2019,39,151,29,1
2019,39,153,27,1
2019,39,155,33,1
2019,39,157,32,1
2019,39,159,31,1
2019,39,161,32,1
2019,39,163,40,1
2019,39,165,29,1
2019,39,167,34,1
2019,39,169,31,1
2019,39,171,33,1
2019,39,173,31,1
2019,39,175,33,1
2019,40,001,50,1
2019,40,003,36,1
2019,40,005,44,1
2019,40,007,40,1
2019,40,009,34,1
2019,40,011,38,1
2019,40,013,38,1
2019,40,015,40,1
2019,40,017,34,1
2019,40,019,34,1
2019,40,021,41,1
2019,40,023,46,1
2019,40,025,40,1
2019,40,027,30,1
2019,40,029,44,1
2019,40,031,31,1
2019,40,033,37,1
2019,40,035,40,1
2019,40,037,32,1
2019,40,039,34,1
2019,40,041,41,1
2019,40,043,39,1
2019,40,045,38,1
2019,40,047,32,1
2019,40,049,38,1
2019,40,051,33,1
2019,40,053,37,1
2019,40,055,41,1
2019,40,057,38,1
2019,40,059,47,1
2019,40,061,42,1
2019,40,063,45,1
2019,40,065,34,1
2019,40,067,45,1
2019,40,069,43,1
2019,40,071,36,1
2019,40,073,34,1
2019,40,075,46,1
2019,40,077,41,1
2019,40,079,44,1
2019,40,081,34,1
2019,40,083,34,1
2019,40,085,38,1
2019,40,087,35,1
2019,40,089,47,1
2019,40,091,41,1
2019,40,093,36,1
2019,40,095,39,1
2019,40,097,36,1
2019,40,099,35,1
2019,40,101,37,1
2019,40,103,33,1
2019,40,105,41,1
2019,40,107,45,1
2019,40,109,28,1
2019,40,111,31,1
2019,40,113,33,1
2019,40,115,42,1
2019,40,117,33,1
2019,40,119,37,1
2019,40,121,36,1
2019,40,123,35,1
2019,40,125,35,1
2019,40,127,47,1
2019,40,129,40,1
2019,40,131,33,1
2019,40,133,43,1
2019,40,135,39,1
2019,40,137,37,1
2019,40,139,38,1
2019,40,141,43,1
2019,40,143,28,1
2019,40,145,33,1
2019,40,147,31,1
2019,40,149,37,1
2019,40,151,34,1
2019,40,153,32,1
2019,41,001,38,1
2019,41,003,28,1
2019,41,005,24,1
2019,41,007,32,1
2019,41,009,27,1
2019,41,011,37,1
2019,41,013,38,1
2019,41,015,34,1
2019,41,017,28,1
2019,41,019,36,1
2019,41,021,43,1
2019,41,023,42,1
2019,41,025,43,1
2019,41,027,30,1
2019,41,029,30,1
2019,41,031,36,1
2019,41,033,36,1
2019,41,035,35,1
2019,41,037,45,1
2019,41,039,30,1
2019,41,041,36,1
2019,41,043,32,1
2019,41,045,37,1
2019,41,047,29,1
2019,41,049,37,1
2019,41,051,20,1
2019,41,053,30,1
2019,41,055,39,1
2019,41,057,36,1
2019,41,059,34,1
2019,41,061,33,1
2019,41,063,39,1
2019,41,065,32,1
2019,41,067,23,1
2019,41,069,49,1
2019,41,071,26,1
2019,42,001,29,1
2019,42,003,24,1
2019,42,005,30,1
2019,42,007,28,1
2019,42,009,36,1
2019,42,011,27,1
2019,42,013,31,1
2019,42,015,34,1
2019,42,017,24,1
2019,42,019,30,1
2019,42,021,33,1
2019,42,023,39,1
2019,42,025,28,1
2019,42,027,29,1
2019,42,029,25,1
2019,42,031,36,1
2019,42,033,35,1
2019,42,035,34,1
2019,42,037,32,1
2019,42,039,35,1
2019,42,041,26,1
2019,42,043,25,1
2019,42,045,23,1
2019,42,047,34,1
2019,42,049,30,1
2019,42,051,29,1
2019,42,053,42,1
2019,42,055,29,1
2019,42,057,36,1
2019,42,059,31,1
2019,42,061,34,1
2019,42,063,35,1
2019,42,065,36,1
2019,42,067,35,1
2019,42,069,29,1
2019,42,071,27,1
2019,42,073,33,1
2019,42,075,29,1
2019,42,077,24,1
2019,42,079,30,1
2019,42,081,31,1
2019,42,083,36,1
2019,42,085,34,1
2019,42,087,34,1
2019,42,089,31,1
2019,42,091,23,1
2019,42,093,32,1
2019,42,095,25,1
2019,42,097,31,1
2019,42,099,30,1
2019,42,101,17,1
2019,42,103,26,1
2019,42,105,41,1
2019,42,107,31,1
2019,42,109,32,1
2019,42,111,35,1
2019,42,113,39,1
2019,42,115,33,1
2019,42,117,36,1
2019,42,119,30,1
2019,42,121,35,1
2019,42,123,35,1
2019,42,125,29,1
2019,42,127,33,1
2019,42,129,29,1
2019,42,131,34,1
2019,42,133,27,1
2019,44,001,24,1
2019,44,003,25,1
2019,44,005,25,1
2019,44,007,22,1
2019,44,009,27,1
2019,45,001,44,1
2019,45,003,32,1
2019,45,005,53,1
2019,45,007,32,1
2019,45,009,52,1
2019,45,011,46,1
2019,45,013,27,1
2019,45,015,29,1
2019,45,017,34,1
2019,45,019,26,1
2019,45,021,44,1
2019,45,023,31,1
2019,45,025,41,1
2019,45,027,38,1
2019,45,029,46,1
2019,45,031,38,1
2019,45,033,50,1
2019,45,035,29,1
2019,45,037,35,1
2019,45,039,33,1
2019,45,041,37,1
2019,45,043,34,1
2019,45,045,30,1
2019,45,047,38,1
2019,45,049,55,1
2019,45,051,31,1
2019,45,053,30,1
2019,45,055,33,1
2019,45,057,31,1
2019,45,059,32,1
2019,45,061,49,1
2019,45,063,31,1
2019,45,065,37,1
2019,45,067,49,1
2019,45,069,47,1
2019,45,071,40,1
2019,45,073,34,1
2019,45,075,43,1
2019,45,077,31,1
2019,45,079,28,1
2019,45,081,34,1
2019,45,083,33,1
2019,45,085,36,1
2019,45,087,40,1
2019,45,089,49,1
2019,45,091,29,1
2019,46,003,33,1
2019,46,005,32,1
2019,46,007,42,1
2019,46,009,34,1
2019,46,011,30,1
2019,46,013,29,1
2019,46,015,32,1
2019,46,017,54,1
2019,46,019,40,1
2019,46,021,40,1
2019,46,023,39,1
2019,46,025,40,1
2019,46,027,32,1
2019,46,029,29,1
2019,46,031,55,1
2019,46,033,34,1
2019,46,035,31,1
2019,46,037,39,1
2019,46,039,33,1
2019,46,041,42,1
2019,46,043,34,1
2019,46,045,38,1
2019,46,047,35,1
2019,46,049,37,1
2019,46,051,33,1
2019,46,053,44,1
2019,46,055,47,1
2019,46,057,36,1
2019,46,059,36,1
2019,46,061,42,1
2019,46,063,36,1
2019,46,065,26,1
2019,46,067,34,1
2019,46,069,34,1
2019,46,071,56,1
2019,46,073,37,1
2019,46,075,40,1
2019,46,077,34,1
2019,46,079,34,1
2019,46,081,33,1
2019,46,083,28,1
2019,46,085,39,1
2019,46,087,32,1
2019,46,089,41,1
2019,46,091,35,1
2019,46,093,33,1
2019,46,095,57,1
2019,46,097,38,1
2019,46,099,25,1
2019,46,101,34,1
2019,46,102,55,1
2019,46,103,29,1
2019,46,105,34,1
2019,46,107,35,1
2019,46,109,39,1
2019,46,111,34,1
2019,46,115,36,1
2019,46,117,30,1
2019,46,119,36,1
2019,46,121,62,1
2019,46,123,34,1
2019,46,125,32,1
2019,46,127,28,1
2019,46,129,33,1
2019,46,135,29,1
2019,46,137,57,1
2019,47,001,31,1
2019,47,003,37,1
2019,47,005,44,1
2019,47,007,42,1
2019,47,009,32,1
2019,47,011,34,1
2019,47,013,31,1
2019,47,015,31,1
2019,47,017,41,1
2019,47,019,36,1
2019,47,021,30,1
2019,47,023,39,1
2019,47,025,44,1
2019,47,027,52,1
2019,47,029,44,1
2019,47,031,34,1
2019,47,033,40,1
2019,47,035,36,1
2019,47,037,24,1
2019,47,039,43,1
2019,47,041,40,1
2019,47,043,30,1
2019,47,045,38,1
2019,47,047,36,1
2019,47,049,48,1
2019,47,051,35,1
2019,47,053,37,1
2019,47,055,36,1
2019,47,057,39,1
2019,47,059,39,1
2019,47,061,45,1
2019,47,063,36,1
2019,47,065,30,1
2019,47,067,54,1
2019,47,069,43,1
2019,47,071,42,1
2019,47,073,37,1
2019,47,075,44,1
2019,47,077,41,1
2019,47,079,41,1
2019,47,081,42,1
2019,47,083,43,1
2019,47,085,40,1
2019,47,087,43,1
2019,47,089,38,1
2019,47,091,45,1
2019,47,093,29,1
2019,47,095,41,1
2019,47,097,41,1
2019,47,099,41,1
2019,47,101,46,1
2019,47,103,37,1
2019,47,105,31,1
2019,47,107,39,1
2019,47,109,45,1
2019,47,111,30,1
2019,47,113,35,1
2019,47,115,34,1
2019,47,117,34,1
2019,47,119,28,1
2019,47,121,36,1
2019,47,123,40,1
2019,47,125,33,1
2019,47,127,38,1
2019,47,129,35,1
2019,47,131,42,1
2019,47,133,43,1
2019,47,135,44,1
2019,47,137,43,1
2019,47,139,36,1
2019,47,141,38,1
2019,47,143,41,1
2019,47,145,32,1
2019,47,147,30,1
2019,47,149,28,1
2019,47,151,43,1
2019,47,153,34,1
2019,47,155,36,1
2019,47,157,29,1
2019,47,159,31,1
2019,47,161,36,1
2019,47,163,35,1
2019,47,165,29,1
2019,47,167,36,1
2019,47,169,32,1
2019,47,171,36,1
2019,47,173,33,1
2019,47,175,44,1
2019,47,177,42,1
2019,47,179,34,1
2019,47,181,44,1
2019,47,183,42,1
2019,47,185,44,1
2019,47,187,29,1
2019,47,189,29,1
2019,48,001,40,1
2019,48,003,26,1
2019,48,005,35,1
2019,48,007,36,1
2019,48,009,38,1
2019,48,011,35,1
2019,48,013,33,1
2019,48,015,30,1
2019,48,017,39,1
2019,48,019,34,1
2019,48,021,27,1
2019,48,023,42,1
2019,48,025,39,1
2019,48,027,29,1
2019,48,029,28,1
2019,48,031,31,1
2019,48,033,33,1
2019,48,035,34,1
2019,48,037,34,1
2019,48,039,28,1
2019,48,041,30,1
2019,48,043,34,1
2019,48,045,48,1
2019,48,047,53,1
2019,48,049,36,1
2019,48,051,37,1
2019,48,053,33,1
2019,48,055,25,1
2019,48,057,32,1
2019,48,059,36,1
2019,48,061,41,1
2019,48,063,38,1
2019,48,065,36,1
2019,48,067,40,1
2019,48,069,41,1
2019,48,071,30,1
2019,48,073,38,1
2019,48,075,36,1
2019,48,077,38,1
2019,48,079,46,1
2019,48,081,37,1
2019,48,083,38,1
2019,48,085,25,1
2019,48,087,45,1
2019,48,089,36,1
2019,48,091,31,1
2019,48,093,35,1
2019,48,095,39,1
2019,48,097,32,1
2019,48,099,31,1
2019,48,101,45,1
2019,48,103,30,1
2019,48,105,38,1
2019,48,107,36,1
2019,48,109,56,1
2019,48,111,33,1
2019,48,113,23,1
2019,48,115,37,1
2019,48,117,36,1
2019,48,119,36,1
2019,48,121,25,1
2019,48,123,34,1
2019,48,125,43,1
2019,48,127,53,1
2019,48,129,40,1
2019,48,131,44,1
2019,48,133,46,1
2019,48,135,28,1
2019,48,137,44,1
2019,48,139,28,1
2019,48,141,33,1
2019,48,143,35,1
2019,48,145,37,1
2019,48,147,33,1
2019,48,149,34,1
2019,48,151,39,1
2019,48,153,37,1
2019,48,155,47,1
2019,48,157,28,1
2019,48,159,36,1
2019,48,161,37,1
2019,48,163,40,1
2019,48,165,35,1
2019,48,167,26,1
2019,48,169,37,1
2019,48,171,33,1
2019,48,173,33,1
2019,48,175,36,1
2019,48,177,35,1
2019,48,179,34,1
2019,48,181,31,1
2019,48,183,31,1
2019,48,185,36,1
2019,48,187,32,1
2019,48,189,35,1
2019,48,191,49,1
2019,48,193,38,1
2019,48,195,47,1
2019,48,197,39,1
2019,48,199,34,1
2019,48,201,24,1
2019,48,203,35,1
2019,48,205,30,1
2019,48,207,44,1
2019,48,209,24,1
2019,48,211,30,1
2019,48,213,36,1
2019,48,215,42,1
2019,48,217,34,1
2019,48,219,37,1
2019,48,221,29,1
2019,48,223,35,1
2019,48,225,45,1
2019,48,227,32,1
2019,48,229,45,1
2019,48,231,27,1
2019,48,233,35,1
2019,48,235,36,1
2019,48,237,34,1
2019,48,239,34,1
2019,48,241,41,1
2019,48,243,36,1
2019,48,245,29,1
2019,48,247,55,1
2019,48,249,42,1
2019,48,251,27,1
2019,48,253,34,1
2019,48,255,34,1
2019,48,257,29,1
2019,48,259,33,1
2019,48,261,42,1
2019,48,263,43,1
2019,48,265,29,1
2019,48,267,42,1
2019,48,269,40,1
2019,48,271,58,1
2019,48,273,37,1
2019,48,275,39,1
2019,48,277,37,1
2019,48,279,41,1
2019,48,281,34,1
2019,48,283,35,1
2019,48,285,34,1
2019,48,287,36,1
2019,48,289,44,1
2019,48,291,30,1
2019,48,293,39,1
2019,48,295,40,1
2019,48,297,36,1
2019,48,299,31,1
2019,48,301,42,1
2019,48,303,30,1
2019,48,305,36,1
2019,48,307,38,1
2019,48,309,33,1
2019,48,311,38,1
2019,48,313,36,1
2019,48,315,42,1
2019,48,317,27,1
2019,48,319,43,1
2019,48,321,35,1
2019,48,323,42,1
2019,48,325,34,1
2019,48,327,47,1
2019,48,329,23,1
2019,48,331,37,1
2019,48,333,39,1
2019,48,335,36,1
2019,48,337,34,1
2019,48,339,28,1
2019,48,341,34,1
2019,48,343,41,1
2019,48,345,43,1
2019,48,347,38,1
2019,48,349,36,1
2019,48,351,46,1
2019,48,353,37,1
2019,48,355,28,1
2019,48,357,36,1
2019,48,359,36,1
2019,48,361,32,1
2019,48,363,35,1
2019,48,365,36,1
2019,48,367,29,1
2019,48,369,35,1
2019,48,371,34,1
2019,48,373,36,1
2019,48,375,28,1
2019,48,377,52,1
2019,48,379,37,1
2019,48,381,31,1
2019,48,383,27,1
2019,48,385,50,1
2019,48,387,46,1
2019,48,389,37,1
2019,48,391,36,1
2019,48,393,44,1
2019,48,395,38,1
2019,48,397,27,1
2019,48,399,40,1
2019,48,401,36,1
2019,48,403,49,1
2019,48,405,43,1
2019,48,407,43,1
2019,48,409,32,1
2019,48,411,41,1
2019,48,413,36,1
2019,48,415,33,1
2019,48,417,40,1
2019,48,419,43,1
2019,48,421,40,1
2019,48,423,31,1
2019,48,425,32,1
2019,48,427,55,1
2019,48,429,40,1
2019,48,431,40,1
2019,48,433,37,1
2019,48,435,37,1
2019,48,437,43,1
2019,48,439,24,1
2019,48,441,30,1
2019,48,443,49,1
2019,48,445,40,1
2019,48,447,45,1
2019,48,449,37,1
2019,48,451,30,1
2019,48,453,21,1
2019,48,455,40,1
2019,48,457,42,1
2019,48,459,37,1
2019,48,461,35,1
2019,48,463,42,1
2019,48,465,36,1
2019,48,467,34,1
2019,48,469,30,1
2019,48,471,35,1
2019,48,473,30,1
2019,48,475,30,1
2019,48,477,33,1
2019,48,479,36,1
2019,48,481,36,1
2019,48,483,37,1
2019,48,485,31,1
2019,48,487,36,1
2019,48,489,49,1
2019,48,491,24,1
2019,48,493,35,1
2019,48,495,30,1
2019,48,497,29,1
2019,48,499,34,1
2019,48,501,30,1
2019,48,503,34,1
2019,48,505,47,1
2019,48,507,48,1
2019,49,001,35,1
2019,49,003,29,1
2019,49,005,32,1
2019,49,007,36,1
2019,49,009,33,1
2019,49,011,26,1
2019,49,013,33,1
2019,49,015,36,1
2019,49,017,39,1
2019,49,019,34,1
2019,49,021,36,1
2019,49,023,31,1
2019,49,025,42,1
2019,49,027,36,1
2019,49,029,32,1
2019,49,031,53,1
2019,49,033,40,1
2019,49,035,24,1
2019,49,037,46,1
2019,49,039,39,1
2019,49,041,37,1
2019,49,043,23,1
2019,49,045,28,1
2019,49,047,33,1
2019,49,049,26,1
2019,49,051,24,1
2019,49,053,31,1
2019,49,055,47,1
2019,49,057,26,1
2019,50,001,30,1
2019,50,003,31,1
2019,50,005,35,1
2019,50,007,24,1
2019,50,009,43,1
2019,50,011,29,1
2019,50,013,29,1
2019,50,015,32,1
2019,50,017,33,1
2019,50,019,37,1
2019,50,021,31,1
2019,50,023,29,1
2019,50,025,32,1
2019,50,027,30,1
2019,51,001,36,1
2019,51,003,24,1
2019,51,005,35,1
2019,51,007,31,1
2019,51,009,33,1
2019,51,011,35,1
2019,51,013,13,1
2019,51,015,32,1
2019,51,017,38,1
2019,51,019,34,1
2019,51,021,43,1
2019,51,023,33,1
2019,51,025,39,1
2019,51,027,51,1
2019,51,029,38,1
2019,51,031,32,1
2019,51,033,31,1
2019,51,035,40,1
2019,51,036,30,1
2019,51,037,44,1
2019,51,041,27,1
2019,51,043,21,1
