year,state,county,share_transit_commuter,share_transit_commuter_quality,share_transportation_cost,share_transportation_cost_quality
2015,39,081,0,1,0.33,1
2015,39,083,0,1,0.31,1
2015,39,085,0.01,1,0.28,1
2015,39,087,0.01,1,0.33,1
2015,39,089,0,1,0.28,1
2015,39,091,0,1,0.3,1
2015,39,093,0.01,1,0.28,1
2015,39,095,0.02,1,0.28,1
2015,39,097,0,1,0.29,1
2015,39,099,0.02,1,0.31,1
2015,39,101,0,1,0.32,1
2015,39,103,0,1,0.3,1
2015,39,105,0,1,0.4,1
2015,39,107,0,1,0.31,1
2015,39,109,0,1,0.31,1
2015,39,111,0,1,0.37,1
2015,39,113,0.03,1,0.26,1
2015,39,115,0,1,0.4,1
2015,39,117,0,1,0.31,1
2015,39,119,0.01,1,0.35,1
2015,39,121,0,1,0.36,1
2015,39,123,0,1,0.29,1
2015,39,125,0,1,0.36,1
2015,39,127,0,1,0.3,1
2015,39,129,0,1,0.3,1
2015,39,131,0.01,1,0.36,1
2015,39,133,0.01,1,0.29,1
2015,39,135,0,1,0.33,1
2015,39,137,0,1,0.29,1
2015,39,139,0.01,1,0.33,1
2015,39,141,0,1,0.34,1
2015,39,143,0,1,0.32,1
2015,39,145,0.01,1,0.38,1
2015,39,147,0,1,0.33,1
2015,39,149,0,1,0.3,1
2015,39,151,0.02,1,0.29,1
2015,39,153,0.02,1,0.27,1
2015,39,155,0.01,1,0.32,1
2015,39,157,0,1,0.32,1
2015,39,159,0,1,0.3,1
2015,39,161,0,1,0.32,1
2015,39,163,0,1,0.38,1
2015,39,165,0,1,0.28,1
2015,39,167,0,1,0.33,1
2015,39,169,0,1,0.32,1
2015,39,171,0,1,0.35,1
2015,39,173,0,1,0.31,1
2015,39,175,0,1,0.33,1
2015,40,001,0.01,1,0.46,1
2015,40,003,0.01,1,0.34,1
2015,40,005,0.01,1,0.4,1
2015,40,007,0.02,1,0.34,1
2015,40,009,0.01,1,0.31,1
2015,40,011,0.01,1,0.36,1
2015,40,013,0.01,1,0.38,1
2015,40,015,0.01,1,0.39,1
2015,40,017,0,1,0.31,1
2015,40,019,0,1,0.34,1
2015,40,021,0.01,1,0.39,1
2015,40,023,0.02,1,0.46,1
2015,40,025,0.02,1,0.35,1
2015,40,027,0.01,1,0.3,1
2015,40,029,0.01,1,0.41,1
2015,40,031,0.01,1,0.31,1
2015,40,033,0.01,1,0.37,1
2015,40,035,0,1,0.4,1
2015,40,037,0,1,0.32,1
2015,40,039,0.01,1,0.32,1
2015,40,041,0.01,1,0.39,1
2015,40,043,0.02,1,0.34,1
2015,40,045,0.02,1,0.35,1
2015,40,047,0,1,0.31,1
2015,40,049,0.01,1,0.38,1
2015,40,051,0,1,0.32,1
2015,40,053,0.01,1,0.36,1
2015,40,055,0.02,1,0.36,1
2015,40,057,0.02,1,0.48,1
2015,40,059,0.02,1,0.37,1
2015,40,061,0.01,1,0.43,1
2015,40,063,0.01,1,0.43,1
2015,40,065,0,1,0.35,1
2015,40,067,0.01,1,0.47,1
2015,40,069,0.01,1,0.4,1
2015,40,071,0,1,0.35,1
2015,40,073,0,1,0.3,1
2015,40,075,0.01,1,0.39,1
2015,40,077,0.01,1,0.39,1
2015,40,079,0.01,1,0.4,1
2015,40,081,0,1,0.33,1
2015,40,083,0,1,0.33,1
2015,40,085,0.01,1,0.38,1
2015,40,087,0,1,0.34,1
2015,40,089,0.01,1,0.46,1
2015,40,091,0.01,1,0.39,1
2015,40,093,0.01,1,0.33,1
2015,40,095,0.01,1,0.38,1
2015,40,097,0,1,0.37,1
2015,40,099,0,1,0.34,1
2015,40,101,0,1,0.35,1
2015,40,103,0.01,1,0.32,1
2015,40,105,0.01,1,0.39,1
2015,40,107,0.01,1,0.42,1
2015,40,109,0.01,1,0.28,1
2015,40,111,0.01,1,0.32,1
2015,40,113,0,1,0.33,1
2015,40,115,0,1,0.41,1
2015,40,117,0.01,1,0.33,1
2015,40,119,0,1,0.36,1
2015,40,121,0.01,1,0.34,1
2015,40,123,0,1,0.34,1
2015,40,125,0,1,0.33,1
2015,40,127,0.02,1,0.46,1
2015,40,129,0.02,1,0.36,1
2015,40,131,0,1,0.33,1
2015,40,133,0.01,1,0.42,1
2015,40,135,0.01,1,0.39,1
2015,40,137,0,1,0.34,1
2015,40,139,0,1,0.35,1
2015,40,141,0.02,1,0.41,1
2015,40,143,0.01,1,0.28,1
2015,40,145,0,1,0.33,1
2015,40,147,0,1,0.3,1
2015,40,149,0.01,1,0.33,1
2015,40,151,0.01,1,0.29,1
2015,40,153,0.01,1,0.29,1
2015,41,001,0.02,1,0.35,1
2015,41,003,0.02,1,0.28,1
2015,41,005,0.03,1,0.26,1
2015,41,007,0.01,1,0.32,1
2015,41,009,0.01,1,0.28,1
2015,41,011,0.01,1,0.36,1
2015,41,013,0.01,1,0.4,1
2015,41,015,0.02,1,0.34,1
2015,41,017,0.01,1,0.3,1
2015,41,019,0.02,1,0.35,1
2015,41,021,0.02,1,0.39,1
2015,41,023,0.03,1,0.42,1
2015,41,025,0.03,1,0.4,1
2015,41,027,0,1,0.31,1
2015,41,029,0.02,1,0.32,1
2015,41,031,0.01,1,0.34,1
2015,41,033,0.02,1,0.36,1
2015,41,035,0.02,1,0.35,1
2015,41,037,0.03,1,0.44,1
2015,41,039,0.03,1,0.31,1
2015,41,041,0.02,1,0.34,1
2015,41,043,0.01,1,0.32,1
2015,41,045,0.02,1,0.37,1
2015,41,047,0.03,1,0.28,1
2015,41,049,0.01,1,0.35,1
2015,41,051,0.12,1,0.21,1
2015,41,053,0.01,1,0.3,1
2015,41,055,0.02,1,0.43,1
2015,41,057,0.01,1,0.36,1
2015,41,059,0.01,1,0.32,1
2015,41,061,0.02,1,0.33,1
2015,41,063,0.03,1,0.39,1
2015,41,065,0,1,0.35,1
2015,41,067,0.05,1,0.24,1
2015,41,069,0.03,2,0.49,2
2015,41,071,0,1,0.27,1
2015,42,001,0,1,0.28,1
2015,42,003,0.06,1,0.24,1
2015,42,005,0,1,0.3,1
2015,42,007,0.01,1,0.28,1
2015,42,009,0,1,0.34,1
2015,42,011,0.02,1,0.27,1
2015,42,013,0.01,1,0.31,1
2015,42,015,0,1,0.31,1
2015,42,017,0.02,1,0.24,1
2015,42,019,0,1,0.29,1
2015,42,021,0.02,1,0.32,1
2015,42,023,0.01,1,0.37,1
2015,42,025,0,1,0.27,1
2015,42,027,0.03,1,0.28,1
2015,42,029,0.02,1,0.25,1
2015,42,031,0,1,0.35,1
2015,42,033,0.01,1,0.34,1
2015,42,035,0,1,0.33,1
2015,42,037,0,1,0.31,1
2015,42,039,0.01,1,0.33,1
2015,42,041,0.01,1,0.24,1
2015,42,043,0.02,1,0.23,1
2015,42,045,0.11,1,0.21,1
2015,42,047,0,1,0.33,1
2015,42,049,0.02,1,0.29,1
2015,42,051,0.01,1,0.29,1
2015,42,053,0,1,0.38,1
2015,42,055,0,1,0.29,1
2015,42,057,0,1,0.34,1
2015,42,059,0,1,0.31,1
2015,42,061,0,1,0.34,1
2015,42,063,0.01,1,0.32,1
2015,42,065,0,1,0.35,1
2015,42,067,0,1,0.34,1
2015,42,069,0.02,1,0.28,1
2015,42,071,0.01,1,0.26,1
2015,42,073,0,1,0.32,1
2015,42,075,0.01,1,0.27,1
2015,42,077,0.03,1,0.23,1
2015,42,079,0.01,1,0.29,1
2015,42,081,0.01,1,0.3,1
2015,42,083,0,1,0.34,1
2015,42,085,0.01,1,0.33,1
2015,42,087,0,1,0.35,1
2015,42,089,0.01,1,0.29,1
2015,42,091,0.05,1,0.23,1
2015,42,093,0,1,0.29,1
2015,42,095,0.02,1,0.25,1
2015,42,097,0,1,0.31,1
2015,42,099,0,1,0.29,1
2015,42,101,0.27,1,0.16,1
2015,42,103,0,1,0.26,1
2015,42,105,0.01,1,0.39,1
2015,42,107,0.01,1,0.3,1
2015,42,109,0,1,0.31,1
2015,42,111,0,1,0.34,1
2015,42,113,0,1,0.35,1
2015,42,115,0,1,0.32,1
2015,42,117,0.01,1,0.33,1
2015,42,119,0,1,0.29,1
2015,42,121,0.01,1,0.33,1
2015,42,123,0.01,1,0.33,1
2015,42,125,0,1,0.29,1
2015,42,127,0,1,0.31,1
2015,42,129,0.01,1,0.28,1
2015,42,131,0,1,0.34,1
2015,42,133,0.01,1,0.26,1
2015,44,001,0.02,1,0.25,1
2015,44,003,0.03,1,0.25,1
2015,44,005,0.02,1,0.26,1
2015,44,007,0.06,1,0.22,1
2015,44,009,0.01,1,0.27,1
2015,45,001,0,1,0.42,1
2015,45,003,0,1,0.32,1
2015,45,005,0.01,1,0.52,1
2015,45,007,0,1,0.32,1
2015,45,009,0.01,1,0.46,1
2015,45,011,0.01,1,0.42,1
2015,45,013,0.01,1,0.28,1
2015,45,015,0,1,0.29,1
2015,45,017,0,1,0.33,1
2015,45,019,0.02,1,0.26,1
2015,45,021,0,1,0.4,1
2015,45,023,0,1,0.31,1
2015,45,025,0,1,0.44,1
2015,45,027,0.01,1,0.42,1
2015,45,029,0.01,1,0.44,1
2015,45,031,0,1,0.36,1
2015,45,033,0.01,1,0.47,1
2015,45,035,0.01,1,0.28,1
2015,45,037,0,1,0.35,1
2015,45,039,0,1,0.32,1
2015,45,041,0.01,1,0.34,1
2015,45,043,0.01,1,0.34,1
2015,45,045,0,1,0.3,1
2015,45,047,0,1,0.38,1
2015,45,049,0.01,1,0.47,1
2015,45,051,0.01,1,0.3,1
2015,45,053,0.01,1,0.3,1
2015,45,055,0,1,0.32,1
2015,45,057,0,1,0.31,1
2015,45,059,0,1,0.33,1
2015,45,061,0.01,1,0.46,1
2015,45,063,0,1,0.29,1
2015,45,065,0,1,0.37,1
2015,45,067,0.01,1,0.47,1
2015,45,069,0.01,1,0.45,1
2015,45,071,0,1,0.38,1
2015,45,073,0,1,0.35,1
2015,45,075,0,1,0.42,1
2015,45,077,0,1,0.32,1
2015,45,079,0.01,1,0.27,1
2015,45,081,0,1,0.33,1
2015,45,083,0,1,0.33,1
2015,45,085,0.01,1,0.34,1
2015,45,087,0,1,0.35,1
2015,45,089,0.01,1,0.51,1
2015,45,091,0,1,0.3,1
2015,46,003,0.02,1,0.34,1
2015,46,005,0.01,1,0.31,1
2015,46,007,0.03,1,0.37,1
2015,46,009,0.02,1,0.35,1
2015,46,011,0,1,0.32,1
2015,46,013,0,1,0.29,1
2015,46,015,0.02,1,0.32,1
2015,46,017,0.03,1,0.5,1
2015,46,019,0.02,2,0.36,2
2015,46,021,0.03,2,0.38,2
2015,46,023,0.02,1,0.38,1
2015,46,025,0.01,1,0.33,1
2015,46,027,0,1,0.37,1
2015,46,029,0,1,0.3,1
2015,46,031,0.04,1,0.49,1
2015,46,033,0.02,1,0.35,1
2015,46,035,0,1,0.3,1
2015,46,037,0.02,1,0.39,1
2015,46,039,0.01,1,0.33,1
2015,46,041,0.04,1,0.4,1
2015,46,043,0.02,1,0.32,1
2015,46,045,0.02,1,0.34,1
2015,46,047,0.02,1,0.32,1
2015,46,049,0.03,1,0.37,1
2015,46,051,0.01,1,0.33,1
2015,46,053,0.02,1,0.42,1
2015,46,055,0.03,1,0.4,1
2015,46,057,0.01,1,0.32,1
2015,46,059,0.02,1,0.34,1
2015,46,061,0.01,1,0.36,1
2015,46,063,0.04,1,0.35,1
2015,46,065,0.01,1,0.25,1
2015,46,067,0.01,1,0.35,1
2015,46,069,0.01,1,0.35,1
2015,46,071,0.03,1,0.36,1
2015,46,073,0.02,1,0.31,1
2015,46,075,0.03,2,0.45,2
2015,46,077,0.01,1,0.32,1
2015,46,079,0,1,0.31,1
2015,46,081,0.01,1,0.33,1
2015,46,083,0,1,0.27,1
2015,46,085,0.03,1,0.4,1
2015,46,087,0.01,1,0.32,1
2015,46,089,0.03,2,0.4,2
2015,46,091,0.02,1,0.34,1
2015,46,093,0.02,1,0.31,1
2015,46,095,0.04,2,0.51,2
2015,46,097,0.01,1,0.36,1
2015,46,099,0.02,1,0.25,1
2015,46,101,0.01,1,0.33,1
2015,46,102,0.04,1,0.55,1
2015,46,103,0.01,1,0.28,1
2015,46,105,0.03,1,0.38,1
2015,46,107,0.01,1,0.33,1
2015,46,109,0.02,1,0.33,1
2015,46,111,0.02,1,0.33,1
2015,46,115,0.02,1,0.33,1
2015,46,117,0.01,1,0.28,1
2015,46,119,0.02,1,0.3,1
2015,46,121,0.04,1,0.47,1
2015,46,123,0.02,1,0.4,1
2015,46,125,0.01,1,0.32,1
2015,46,127,0.01,1,0.33,1
2015,46,129,0.02,1,0.34,1
2015,46,135,0,1,0.31,1
2015,46,137,0.04,1,0.45,1
2015,47,001,0,1,0.32,1
2015,47,003,0,1,0.36,1
2015,47,005,0.01,1,0.43,1
2015,47,007,0.01,1,0.42,1
2015,47,009,0,1,0.32,1
2015,47,011,0,1,0.34,1
2015,47,013,0.01,1,0.32,1
2015,47,015,0,1,0.32,1
2015,47,017,0.01,1,0.42,1
2015,47,019,0,1,0.36,1
2015,47,021,0,1,0.31,1
2015,47,023,0.01,1,0.38,1
2015,47,025,0.01,1,0.41,1
2015,47,027,0.01,1,0.51,1
2015,47,029,0,1,0.45,1
2015,47,031,0,1,0.34,1
2015,47,033,0.01,1,0.38,1
2015,47,035,0,1,0.37,1
2015,47,037,0.03,1,0.25,1
2015,47,039,0.01,1,0.4,1
2015,47,041,0,1,0.42,1
2015,47,043,0,1,0.31,1
2015,47,045,0,1,0.35,1
2015,47,047,0,1,0.34,1
2015,47,049,0.01,1,0.49,1
2015,47,051,0,1,0.35,1
2015,47,053,0.01,1,0.38,1
2015,47,055,0.01,1,0.37,1
2015,47,057,0,1,0.34,1
2015,47,059,0,1,0.4,1
2015,47,061,0.01,1,0.53,1
2015,47,063,0,1,0.35,1
2015,47,065,0.01,1,0.29,1
2015,47,067,0.01,1,0.53,1
2015,47,069,0.01,1,0.45,1
2015,47,071,0.01,1,0.43,1
2015,47,073,0,1,0.36,1
2015,47,075,0.01,1,0.43,1
2015,47,077,0.01,1,0.39,1
2015,47,079,0,1,0.38,1
2015,47,081,0.01,1,0.31,1
2015,47,083,0.01,1,0.38,1
2015,47,085,0.01,1,0.37,1
2015,47,087,0,1,0.44,1
2015,47,089,0,1,0.37,1
2015,47,091,0.01,1,0.46,1
2015,47,093,0.01,1,0.29,1
2015,47,095,0.02,1,0.42,1
2015,47,097,0.02,1,0.45,1
2015,47,099,0.01,1,0.4,1
2015,47,101,0,1,0.42,1
2015,47,103,0,1,0.37,1
2015,47,105,0,1,0.33,1
2015,47,107,0,1,0.38,1
2015,47,109,0.01,1,0.46,1
2015,47,111,0,1,0.31,1
2015,47,113,0.01,1,0.34,1
2015,47,115,0,1,0.33,1
2015,47,117,0,1,0.36,1
2015,47,119,0,1,0.29,1
2015,47,121,0,1,0.42,1
2015,47,123,0,1,0.42,1
2015,47,125,0.01,1,0.31,1
2015,47,127,0,1,0.38,1
2015,47,129,0,1,0.35,1
2015,47,131,0.01,1,0.38,1
2015,47,133,0,1,0.44,1
2015,47,135,0.01,1,0.46,1
2015,47,137,0,1,0.41,1
2015,47,139,0,1,0.38,1
2015,47,141,0,1,0.39,1
2015,47,143,0,1,0.4,1
2015,47,145,0,1,0.32,1
2015,47,147,0,1,0.31,1
2015,47,149,0.01,1,0.28,1
2015,47,151,0.01,1,0.48,1
2015,47,153,0,1,0.33,1
2015,47,155,0,1,0.35,1
2015,47,157,0.03,1,0.27,1
2015,47,159,0,1,0.32,1
2015,47,161,0.01,1,0.37,1
2015,47,163,0.01,1,0.34,1
2015,47,165,0,1,0.29,1
2015,47,167,0,1,0.33,1
2015,47,169,0,1,0.31,1
2015,47,171,0,1,0.37,1
2015,47,173,0,1,0.34,1
2015,47,175,0,1,0.41,1
2015,47,177,0,1,0.42,1
2015,47,179,0.01,1,0.34,1
2015,47,181,0.01,1,0.49,1
2015,47,183,0.01,1,0.38,1
2015,47,185,0,1,0.44,1
2015,47,187,0,1,0.29,1
2015,47,189,0,1,0.3,1
2015,48,001,0.01,1,0.35,1
2015,48,003,0.01,1,0.24,1
2015,48,005,0,1,0.34,1
2015,48,007,0,1,0.31,1
2015,48,009,0.01,1,0.35,1
2015,48,011,0.02,1,0.35,1
2015,48,013,0,1,0.32,1
2015,48,015,0,1,0.3,1
2015,48,017,0,2,0.43,2
2015,48,019,0,1,0.33,1
2015,48,021,0,1,0.27,1
2015,48,023,0.01,2,0.41,2
2015,48,025,0.01,1,0.34,1
2015,48,027,0.02,1,0.28,1
2015,48,029,0.04,1,0.26,1
2015,48,031,0,1,0.31,1
2015,48,033,0.02,1,0.26,1
2015,48,035,0,1,0.34,1
2015,48,037,0.01,1,0.33,1
2015,48,039,0,1,0.27,1
2015,48,041,0.01,1,0.32,1
2015,48,043,0.02,1,0.37,1
2015,48,045,0.02,2,0.45,2
2015,48,047,0.01,1,0.59,1
2015,48,049,0.01,1,0.35,1
2015,48,051,0,1,0.39,1
2015,48,053,0,1,0.31,1
2015,48,055,0,1,0.26,1
2015,48,057,0,1,0.31,1
2015,48,059,0.01,1,0.35,1
2015,48,061,0.02,1,0.41,1
2015,48,063,0,1,0.41,1
2015,48,065,0.01,1,0.35,1
2015,48,067,0.01,1,0.41,1
2015,48,069,0.01,1,0.42,1
2015,48,071,0,1,0.29,1
2015,48,073,0,1,0.39,1
2015,48,075,0.01,2,0.37,2
2015,48,077,0.01,1,0.35,1
2015,48,079,0.02,1,0.4,1
2015,48,081,0.02,1,0.34,1
2015,48,083,0.02,1,0.41,1
2015,48,085,0.02,1,0.25,1
2015,48,087,0.01,2,0.39,2
2015,48,089,0,1,0.35,1
2015,48,091,0,1,0.31,1
2015,48,093,0.01,1,0.41,1
2015,48,095,0.01,1,0.34,1
2015,48,097,0,1,0.31,1
2015,48,099,0.01,1,0.3,1
2015,48,101,0.03,1,0.39,1
2015,48,103,0.02,1,0.27,1
2015,48,105,0.01,1,0.31,1
2015,48,107,0.01,1,0.35,1
2015,48,109,0.03,1,0.46,1
2015,48,111,0,1,0.38,1
2015,48,113,0.06,1,0.22,1
2015,48,115,0,1,0.35,1
2015,48,117,0.01,1,0.35,1
2015,48,119,0.01,1,0.36,1
2015,48,121,0.02,1,0.25,1
2015,48,123,0.01,1,0.32,1
2015,48,125,0.02,1,0.39,1
2015,48,127,0.01,1,0.4,1
2015,48,129,0.01,1,0.41,1
2015,48,131,0.02,1,0.42,1
2015,48,133,0.01,1,0.41,1
2015,48,135,0.01,1,0.26,1
2015,48,137,0.01,2,0.38,2
2015,48,139,0,1,0.27,1
2015,48,141,0.03,1,0.33,1
2015,48,143,0,1,0.37,1
2015,48,145,0.01,1,0.37,1
2015,48,147,0,1,0.34,1
2015,48,149,0,1,0.34,1
2015,48,151,0.02,1,0.37,1
2015,48,153,0.01,1,0.38,1
2015,48,155,0.02,2,0.45,2
2015,48,157,0,1,0.27,1
2015,48,159,0.01,1,0.36,1
2015,48,161,0.01,1,0.34,1
2015,48,163,0.01,1,0.42,1
2015,48,165,0.01,1,0.31,1
2015,48,167,0.01,1,0.26,1
2015,48,169,0.01,1,0.32,1
2015,48,171,0,1,0.3,1
2015,48,173,0.02,2,0.37,2
2015,48,175,0.01,1,0.35,1
2015,48,177,0,1,0.38,1
2015,48,179,0.01,1,0.33,1
2015,48,181,0,1,0.3,1
2015,48,183,0,1,0.29,1
2015,48,185,0,1,0.34,1
2015,48,187,0,1,0.31,1
2015,48,189,0,1,0.33,1
2015,48,191,0.02,1,0.49,1
2015,48,193,0,1,0.37,1
2015,48,195,0.01,1,0.35,1
2015,48,197,0.01,1,0.38,1
2015,48,199,0,1,0.33,1
2015,48,201,0.04,1,0.23,1
2015,48,203,0,1,0.33,1
2015,48,205,0.01,1,0.26,1
2015,48,207,0.01,2,0.37,2
2015,48,209,0,1,0.25,1
2015,48,211,0.01,1,0.26,1
2015,48,213,0,1,0.35,1
2015,48,215,0,1,0.42,1
2015,48,217,0,1,0.37,1
2015,48,219,0.01,1,0.31,1
2015,48,221,0,1,0.28,1
2015,48,223,0,1,0.35,1
2015,48,225,0.01,1,0.43,1
2015,48,227,0,1,0.3,1
2015,48,229,0.03,1,0.43,1
2015,48,231,0,1,0.27,1
2015,48,233,0.01,1,0.3,1
2015,48,235,0.01,1,0.36,1
2015,48,237,0,1,0.32,1
2015,48,239,0.01,1,0.32,1
2015,48,241,0.01,1,0.37,1
2015,48,243,0.02,1,0.34,1
2015,48,245,0.02,1,0.28,1
2015,48,247,0.02,1,0.45,1
2015,48,249,0.01,1,0.34,1
2015,48,251,0,1,0.27,1
2015,48,253,0.01,1,0.35,1
2015,48,255,0.01,1,0.35,1
2015,48,257,0,1,0.28,1
2015,48,259,0,1,0.32,1
2015,48,261,0.03,2,0.45,2
2015,48,263,0.02,2,0.36,2
2015,48,265,0,1,0.32,1
2015,48,267,0.01,1,0.38,1
2015,48,269,0.02,2,0.29,2
2015,48,271,0.02,2,0.41,2
2015,48,273,0,1,0.37,1
2015,48,275,0.01,2,0.39,2
2015,48,277,0,1,0.36,1
2015,48,279,0.01,1,0.39,1
2015,48,281,0,1,0.33,1
2015,48,283,0.01,2,0.41,2
2015,48,285,0,1,0.33,1
2015,48,287,0,1,0.32,1
2015,48,289,0,1,0.33,1
2015,48,291,0,1,0.29,1
2015,48,293,0,1,0.4,1
2015,48,295,0.02,1,0.3,1
2015,48,297,0.01,1,0.33,1
2015,48,299,0,1,0.29,1
2015,48,301,NA,NA,NA,NA
2015,48,303,0.02,1,0.3,1
2015,48,305,0.01,1,0.36,1
2015,48,307,0.01,1,0.38,1
2015,48,309,0.01,1,0.32,1
2015,48,311,0.02,2,0.38,2
2015,48,313,0,1,0.36,1
2015,48,315,0.01,1,0.41,1
2015,48,317,0.01,2,0.27,2
2015,48,319,0.01,1,0.42,1
2015,48,321,0,1,0.37,1
2015,48,323,0.01,1,0.42,1
2015,48,325,0,1,0.32,1
2015,48,327,0.02,2,0.43,2
2015,48,329,0.01,1,0.22,1
2015,48,331,0,1,0.37,1
2015,48,333,0.01,1,0.37,1
2015,48,335,0.01,1,0.29,1
2015,48,337,0,1,0.33,1
2015,48,339,0,1,0.27,1
2015,48,341,0.01,1,0.32,1
2015,48,343,0.01,1,0.37,1
2015,48,345,0.02,1,0.49,1
2015,48,347,0,1,0.36,1
2015,48,349,0,1,0.35,1
2015,48,351,0.01,1,0.35,1
2015,48,353,0.01,1,0.38,1
2015,48,355,0.03,1,0.28,1
2015,48,357,0,1,0.31,1
2015,48,359,0.02,2,0.35,2
2015,48,361,0,1,0.32,1
2015,48,363,0,1,0.37,1
2015,48,365,0,1,0.33,1
2015,48,367,0,1,0.28,1
2015,48,369,0.01,1,0.35,1
2015,48,371,0.02,1,0.32,1
2015,48,373,0,1,0.36,1
2015,48,375,0.01,1,0.28,1
2015,48,377,0.03,2,0.42,2
2015,48,379,0,1,0.33,1
2015,48,381,0.01,1,0.29,1
2015,48,383,0.02,1,0.3,1
2015,48,385,0.02,1,0.42,1
2015,48,387,0.01,1,0.47,1
2015,48,389,0.01,1,0.34,1
2015,48,391,0.01,1,0.35,1
2015,48,393,0.02,1,0.31,1
2015,48,395,0,1,0.39,1
2015,48,397,0,1,0.27,1
2015,48,399,0.01,1,0.37,1
2015,48,401,0,1,0.33,1
2015,48,403,0.01,1,0.47,1
2015,48,405,0.01,1,0.53,1
2015,48,407,0,1,0.37,1
2015,48,409,0,1,0.32,1
2015,48,411,0.01,1,0.4,1
2015,48,413,0.02,1,0.31,1
2015,48,415,0,1,0.28,1
2015,48,417,0.01,1,0.32,1
2015,48,419,0.01,1,0.41,1
2015,48,421,0.02,1,0.34,1
2015,48,423,0,1,0.31,1
2015,48,425,0,1,0.28,1
2015,48,427,0.02,1,0.55,1
2015,48,429,0.01,1,0.34,1
2015,48,431,0.02,2,0.36,2
2015,48,433,0.02,2,0.37,2
2015,48,435,0.01,1,0.32,1
2015,48,437,0.01,1,0.4,1
2015,48,439,0.02,1,0.24,1
2015,48,441,0.01,1,0.3,1
2015,48,443,0.03,2,0.53,2
2015,48,445,0,1,0.41,1
2015,48,447,0.01,1,0.38,1
2015,48,449,0,1,0.36,1
2015,48,451,0.01,1,0.3,1
2015,48,453,0.04,1,0.22,1
2015,48,455,0.01,1,0.39,1
2015,48,457,0,1,0.37,1
2015,48,459,0,1,0.34,1
2015,48,461,0.02,2,0.34,2
2015,48,463,0.01,1,0.4,1
2015,48,465,0.01,1,0.34,1
2015,48,467,0,1,0.36,1
2015,48,469,0.01,1,0.29,1
2015,48,471,0,1,0.35,1
2015,48,473,0,1,0.29,1
2015,48,475,0.02,1,0.3,1
2015,48,477,0,1,0.32,1
2015,48,479,0.04,1,0.36,1
2015,48,481,0,1,0.35,1
2015,48,483,0.01,1,0.32,1
2015,48,485,0.01,1,0.29,1
2015,48,487,0,1,0.34,1
2015,48,489,0.01,1,0.55,1
2015,48,491,0,1,0.24,1
2015,48,493,0,1,0.33,1
2015,48,495,0.01,1,0.28,1
2015,48,497,0,1,0.28,1
2015,48,499,0,1,0.34,1
2015,48,501,0.01,2,0.3,2
2015,48,503,0,1,0.34,1
2015,48,505,0.02,1,0.42,1
2015,48,507,0.02,2,0.53,2
2015,49,001,0.01,1,0.35,1
2015,49,003,0.01,1,0.28,1
2015,49,005,0.01,1,0.33,1
2015,49,007,0.01,1,0.33,1
2015,49,009,0.02,2,0.31,2
2015,49,011,0.02,1,0.26,1
2015,49,013,0.01,1,0.29,1
2015,49,015,0.02,1,0.35,1
2015,49,017,0.02,1,0.4,1
2015,49,019,0.01,1,0.37,1
2015,49,021,0.01,1,0.35,1
2015,49,023,0.01,1,0.32,1
2015,49,025,0.02,1,0.35,1
2015,49,027,0.01,1,0.37,1
2015,49,029,0,1,0.31,1
2015,49,031,0.02,1,0.51,1
2015,49,033,0.02,1,0.38,1
2015,49,035,0.06,1,0.24,1
2015,49,037,0.02,1,0.42,1
2015,49,039,0.01,1,0.35,1
2015,49,041,0.01,1,0.36,1
2015,49,043,0.02,1,0.2,1
2015,49,045,0.01,1,0.28,1
2015,49,047,0.01,1,0.27,1
2015,49,049,0.02,1,0.28,1
2015,49,051,0,1,0.28,1
2015,49,053,0.01,1,0.31,1
2015,49,055,0.02,1,0.46,1
2015,49,057,0.03,1,0.25,1
2015,50,001,0.01,1,0.28,1
2015,50,003,0.01,1,0.3,1
2015,50,005,0.01,1,0.34,1
2015,50,007,0.01,1,0.24,1
2015,50,009,0.01,1,0.38,1
2015,50,011,0.01,1,0.26,1
2015,50,013,0.01,1,0.28,1
2015,50,015,0.01,1,0.33,1
2015,50,017,0.01,1,0.31,1
2015,50,019,0.01,1,0.36,1
2015,50,021,0.02,1,0.3,1
2015,50,023,0.01,1,0.27,1
2015,50,025,0.01,1,0.3,1
2015,50,027,0.01,1,0.29,1
2015,51,001,0,1,0.37,1
2015,51,003,0.01,1,0.25,1
2015,51,005,0.01,1,0.33,1
2015,51,007,0,1,0.29,1
2015,51,009,0.01,1,0.32,1
2015,51,011,0,1,0.34,1
2015,51,013,0.25,1,0.12,1
2015,51,015,0,1,0.32,1
2015,51,017,0,1,0.37,1
2015,51,019,0,1,0.32,1
2015,51,021,0,1,0.34,1
2015,51,023,0,1,0.33,1
2015,51,025,0.01,1,0.41,1
2015,51,027,0.01,1,0.47,1
2015,51,029,0.01,1,0.28,1
2015,51,031,0,1,0.31,1
2015,51,033,0,1,0.28,1
2015,51,035,0,1,0.43,1
2015,51,036,0,1,0.3,1
2015,51,037,0.01,1,0.44,1
2015,51,041,0,1,0.25,1
2015,51,043,0,1,0.21,1
2015,51,045,0,1,0.34,1
2015,51,047,0,1,0.2,1
2015,51,049,0,1,0.4,1
2015,51,051,0.01,1,0.4,1
2015,51,053,0,1,0.28,1
2015,51,057,0,1,0.36,1
