year,state,county,share_access,share_access_lb,share_access_ub,access_quality
2021,01,113,0.5331998773,0.4946077198,0.5717920348,2
2021,01,115,0.5826156426,0.5407112635,0.6245200217,2
2021,01,117,0.8099450183,0.7837529475,0.8361370891,1
2021,01,119,0.4282221679,0.3847621772,0.4716821587,2
2021,01,121,0.5620434486,0.5250506229,0.5990362743,2
2021,01,123,0.52897804,0.4856133167,0.5723427632,2
2021,01,125,0.6938460285,0.6624333609,0.7252586961,1
2021,01,127,0.5001144751,0.4575057806,0.5427231697,2
2021,01,129,0.3321494201,0.2958854814,0.3684133587,2
2021,01,131,0.3321494162,0.2958854777,0.3684133548,2
2021,01,133,0.6133073099,0.5715697286,0.6550448913,2
2021,02,013,0.5296172513,0.4887133425,0.5705211601,2
2021,02,016,0.5296172595,0.4887133508,0.5705211683,2
2021,02,020,0.8012830457,0.768751658,0.8338144335,1
2021,02,050,0.5296172495,0.4887133407,0.5705211583,2
2021,02,060,0.5296172585,0.4887133498,0.5705211673,2
2021,02,068,0.7301440153,0.6897980708,0.7704899598,2
2021,02,070,0.5296172568,0.488713348,0.5705211656,2
2021,02,090,0.7301440167,0.6897980722,0.7704899611,2
2021,02,100,0.7301440241,0.68979808,0.7704899682,2
2021,02,105,0.5296172497,0.4887133409,0.5705211585,2
2021,02,110,0.7301440129,0.6897980683,0.7704899575,2
2021,02,122,0.670400335,0.6349119191,0.705888751,2
2021,02,130,0.7301440079,0.6897980631,0.7704899528,2
2021,02,150,0.5296172541,0.4887133453,0.5705211629,2
2021,02,158,0.5296172676,0.4887133589,0.5705211763,2
2021,02,164,0.5296172572,0.4887133484,0.570521166,2
2021,02,170,0.6704003368,0.6349119209,0.7058887528,2
2021,02,180,0.5296172555,0.4887133468,0.5705211643,2
2021,02,185,0.5296172509,0.4887133421,0.5705211597,2
2021,02,188,0.5296172587,0.48871335,0.5705211675,2
2021,02,195,0.5296172446,0.4887133358,0.5705211534,2
2021,02,198,0.5296172595,0.4887133508,0.5705211683,2
2021,02,220,0.5296172495,0.4887133407,0.5705211583,2
2021,02,230,0.7301440176,0.6897980732,0.770489962,2
2021,02,240,0.7301440147,0.6897980702,0.7704899593,2
2021,02,261,0.7301440143,0.6897980697,0.7704899589,2
2021,02,275,0.5296172568,0.488713348,0.5705211656,2
2021,02,282,0.5296172473,0.4887133385,0.5705211562,2
2021,02,290,0.5296172595,0.4887133508,0.5705211683,2
2021,04,001,0.4898354043,0.4589132702,0.5207575384,2
2021,04,003,0.629707498,0.5953986896,0.6640163064,2
2021,04,005,0.6614260327,0.6233694076,0.6994826578,1
2021,04,007,0.5486599589,0.5042340709,0.593085847,2
2021,04,009,0.5486599609,0.5042340729,0.5930858489,2
2021,04,011,0.5486599487,0.5042340606,0.5930858368,2
2021,04,012,0.6697789761,0.6391719917,0.7003859606,2
2021,04,013,0.8093409202,0.8034545043,0.8152273362,1
2021,04,015,0.6697789804,0.639171996,0.7003859647,1
2021,04,017,0.4898353969,0.4589132629,0.520757531,2
2021,04,019,0.7741429066,0.7621934034,0.7860924099,1
2021,04,021,0.7870965474,0.7683458573,0.8058472375,1
2021,04,023,0.6297074886,0.59539868,0.6640162971,2
2021,04,025,0.7320455052,0.7031738676,0.7609171429,1
2021,04,027,0.7472292981,0.7152611697,0.7791974264,1
2021,05,001,0.4896453411,0.4565223995,0.5227682828,2
2021,05,003,0.4007463882,0.3566757434,0.4448170331,2
2021,05,005,0.5604420667,0.5261974169,0.5946867164,2
2021,05,007,0.7510346963,0.725002995,0.7770663977,1
2021,05,009,0.5604420702,0.5261974205,0.5946867199,2
2021,05,011,0.400746403,0.3566757579,0.4448170481,2
2021,05,013,0.4797546685,0.4323680373,0.5271412996,2
2021,05,015,0.5604420612,0.5261974114,0.5946867109,2
2021,05,017,0.4007463983,0.3566757533,0.4448170433,2
2021,05,019,0.5910409926,0.5538131936,0.6282687916,2
2021,05,021,0.6964153819,0.6640426553,0.7287881085,2
2021,05,023,0.5580419819,0.5213304629,0.5947535008,2
2021,05,025,0.4007463913,0.3566757464,0.4448170362,2
2021,05,027,0.479754671,0.4323680398,0.5271413021,2
2021,05,029,0.5692360986,0.5304447595,0.6080274378,2
2021,05,031,0.6834613473,0.6578496643,0.7090730303,2
2021,05,033,0.7031024916,0.6678145983,0.738390385,2
2021,05,035,0.5446402258,0.5006348526,0.588645599,2
2021,05,037,0.4411357431,0.3971268006,0.4851446856,2
2021,05,039,0.4797546757,0.4323680445,0.5271413069,2
2021,05,041,0.4007464032,0.3566757581,0.4448170483,2
2021,05,043,0.4007463919,0.356675747,0.4448170368,2
2021,05,045,0.7086950246,0.6757792428,0.7416108063,2
2021,05,047,0.4756630204,0.4315783548,0.5197476859,2
2021,05,049,0.5580419812,0.5213304623,0.5947535001,2
2021,05,051,0.5910409926,0.5538131936,0.6282687916,2
2021,05,053,0.5502752412,0.5015235753,0.5990269072,2
2021,05,055,0.6964153896,0.6640426633,0.7287881159,2
2021,05,057,0.5720859939,0.5286735028,0.615498485,2
2021,05,059,0.5910409895,0.5538131904,0.6282687885,2
2021,05,061,0.4756630184,0.4315783529,0.519747684,2
2021,05,063,0.5580419913,0.5213304725,0.5947535102,2
2021,05,065,0.5580419847,0.5213304658,0.5947535036,2
2021,05,067,0.5078966507,0.4641189403,0.551674361,2
2021,05,069,0.5502752499,0.5015235841,0.5990269158,2
2021,05,071,0.569236091,0.5304447518,0.6080274302,2
2021,05,073,0.5720860042,0.5286735133,0.6154984952,2
2021,05,075,0.6964153893,0.664042663,0.7287881157,2
2021,05,077,0.4411357572,0.3971268145,0.4851446998,2
2021,05,079,0.4007463953,0.3566757503,0.4448170403,2
2021,05,081,0.5720860176,0.5286735268,0.6154985084,2
2021,05,083,0.4756630083,0.4315783428,0.5197476738,2
2021,05,085,0.7086950299,0.6757792483,0.7416108114,2
2021,05,087,0.5604420629,0.5261974131,0.5946867126,2
2021,05,089,0.5604420634,0.5261974136,0.5946867131,2
2021,05,091,0.5720860178,0.528673527,0.6154985086,2
2021,05,093,0.5446402213,0.500634848,0.5886455945,2
2021,05,095,0.4411357515,0.3971268089,0.4851446941,2
2021,05,097,0.5910409834,0.5538131842,0.6282687825,2
2021,05,099,0.5720860015,0.5286735105,0.6154984925,2
2021,05,101,0.5604420634,0.5261974136,0.5946867131,2
2021,05,103,0.4797546735,0.4323680423,0.5271413046,2
2021,05,105,0.5692360991,0.5304447599,0.6080274382,2
2021,05,107,0.4411357589,0.3971268162,0.4851447016,2
2021,05,109,0.5720860101,0.5286735192,0.6154985009,2
2021,05,111,0.4411357591,0.3971268164,0.4851447018,2
2021,05,113,0.4756630261,0.4315783605,0.5197476917,2
2021,05,115,0.5692360984,0.5304447592,0.6080274375,2
2021,05,117,0.5078966552,0.4641189449,0.5516743656,2
2021,05,119,0.7262130958,0.7021488615,0.7502773301,1
2021,05,121,0.696415386,0.6640426596,0.7287881125,2
2021,05,123,0.4411357484,0.3971268058,0.4851446909,2
2021,05,125,0.6648046938,0.6182510664,0.7113583212,1
2021,05,127,0.4756630229,0.4315783573,0.5197476884,2
2021,05,129,0.5604420717,0.526197422,0.5946867214,2
2021,05,131,0.703102498,0.6678146049,0.7383903912,2
2021,05,133,0.475663025,0.4315783594,0.5197476906,2
2021,05,135,0.5580419867,0.5213304678,0.5947535056,2
2021,05,137,0.55804198,0.5213304611,0.594753499,2
2021,05,139,0.4797546705,0.4323680394,0.5271413016,2
2021,05,141,0.5580419895,0.5213304706,0.5947535083,2
2021,05,143,0.773463951,0.7426082751,0.8043196269,1
2021,05,145,0.5078966538,0.4641189435,0.5516743641,2
2021,05,147,0.5078966356,0.4641189253,0.551674346,2
2021,05,149,0.5692360983,0.5304447592,0.6080274375,2
2021,06,001,0.8428782376,0.8341176617,0.8516388134,1
2021,06,003,0.6198111689,0.5864012809,0.653221057,2
2021,06,005,0.6198111826,0.5864012948,0.6532210704,2
2021,06,007,0.7359163153,0.7067059461,0.7651266845,1
2021,06,009,0.6198111795,0.5864012917,0.6532210674,2
2021,06,011,0.4909508322,0.4473053125,0.5345963519,2
2021,06,013,0.8439841854,0.8326361209,0.85533225,1
2021,06,015,0.5811478442,0.5457905547,0.6165051338,2
2021,06,017,0.718178056,0.6847061992,0.7516499128,1
2021,06,019,0.6949183011,0.6784771788,0.7113594233,1
2021,06,021,0.490950835,0.4473053153,0.5345963548,2
2021,06,023,0.7131464695,0.6769555253,0.7493374137,1
2021,06,025,0.7328735632,0.6887332529,0.7770138736,1
2021,06,027,0.6198111737,0.5864012858,0.6532210617,2
2021,06,029,0.6967695423,0.6776528486,0.715886236,1
2021,06,031,0.7663352108,0.7260085823,0.8066618393,1
2021,06,033,0.6199429893,0.5787725317,0.6611134468,2
2021,06,035,0.5811478371,0.5457905474,0.6165051267,2
2021,06,037,0.7802465968,0.7759727898,0.7845204039,1
2021,06,039,0.6637758809,0.6158327025,0.7117190592,1
2021,06,041,0.8725260694,0.8519375223,0.8931146165,1
2021,06,043,0.6198111703,0.5864012822,0.6532210583,2
2021,06,045,0.6199429945,0.578772537,0.6611134519,2
2021,06,047,0.6949956453,0.6629301803,0.7270611103,1
2021,06,049,0.581147831,0.5457905412,0.6165051207,2
2021,06,051,0.6198111701,0.586401282,0.6532210581,2
2021,06,053,0.7319276735,0.7105412805,0.7533140665,1
2021,06,055,0.791268158,0.7608336011,0.8217027149,1
2021,06,057,0.66547929,0.6198080377,0.7111505424,1
2021,06,059,0.8282910715,0.821255828,0.835326315,1
2021,06,061,0.7930937189,0.7736938964,0.8124935415,1
2021,06,063,0.581147832,0.5457905423,0.6165051218,2
2021,06,065,0.7865002998,0.7775324176,0.7954681819,1
2021,06,067,0.8101872898,0.800080871,0.8202937085,1
2021,06,069,0.6507395365,0.6046488188,0.6968302541,2
2021,06,071,0.7823821472,0.7718271832,0.7929371112,1
2021,06,073,0.8306214303,0.8236504248,0.8375924357,1
2021,06,075,0.8280025998,0.8149839454,0.8410212542,1
2021,06,077,0.7749837613,0.7575849894,0.7923825333,1
2021,06,079,0.759758671,0.7338053822,0.7857119599,1
2021,06,081,0.855062752,0.8423546313,0.8677708727,1
2021,06,083,0.7853072069,0.7648323746,0.8057820392,1
2021,06,085,0.8664224634,0.8585903576,0.8742545692,1
2021,06,087,0.7862481623,0.7603150163,0.8121813083,1
2021,06,089,0.6928466541,0.6620860126,0.7236072955,1
2021,06,091,0.6654792873,0.6198080348,0.7111505397,2
2021,06,093,0.5811478438,0.5457905542,0.6165051334,2
2021,06,095,0.7808308696,0.7600132312,0.801648508,1
2021,06,097,0.816948779,0.7997448741,0.8341526839,1
2021,06,099,0.6944664485,0.6722602237,0.7166726734,1
2021,06,101,0.6481322213,0.609983553,0.6862808895,2
2021,06,103,0.4909508273,0.4473053076,0.5345963471,2
2021,06,105,0.4909508272,0.4473053075,0.5345963469,2
2021,06,107,0.699841857,0.6755095569,0.7241741572,1
2021,06,109,0.6198111598,0.5864012716,0.653221048,2
2021,06,111,0.8183651538,0.8047112851,0.8320190226,1
2021,06,113,0.7723179428,0.7424455097,0.802190376,1
2021,06,115,0.6481322034,0.6099835347,0.6862808721,2
2021,08,001,0.7924449166,0.7804121656,0.8044776675,1
2021,08,003,0.6362267919,0.5990124889,0.6734410949,2
2021,08,005,0.8184649825,0.8063361091,0.830593856,1
2021,08,007,0.6629316099,0.62645037,0.6994128499,2
2021,08,009,0.6362267892,0.5990124862,0.6734410923,2
2021,08,011,0.5848401379,0.5520779838,0.6176022919,2
2021,08,013,0.871001878,0.8585637446,0.8834400113,2
2021,08,014,0.9085087175,0.8930833962,0.9239340389,2
2021,08,015,0.632405559,0.5887222578,0.6760888603,2
2021,08,017,0.5848401462,0.5520779923,0.6176023002,2
2021,08,019,0.716602859,0.6782722419,0.7549334761,2
2021,08,021,0.636226784,0.5990124809,0.6734410872,2
2021,08,023,0.6362267814,0.5990124782,0.6734410846,2
2021,08,025,0.5848401449,0.552077991,0.6176022989,2
2021,08,027,0.6324055573,0.588722256,0.6760888586,2
2021,08,029,0.6315112482,0.5908236687,0.6721988277,2
2021,08,031,0.8325950403,0.8189098745,0.8462802061,1
2021,08,033,0.6629315943,0.626450354,0.6994128347,2
2021,08,035,0.8654110604,0.8487401606,0.8820819601,1
2021,08,037,0.8061793321,0.7628006251,0.8495580391,2
2021,08,039,0.8219350273,0.801951933,0.8419181216,2
2021,08,041,0.8455337152,0.8315667226,0.8595007079,1
2021,08,043,0.6324055544,0.588722253,0.6760888557,2
2021,08,045,0.6815024674,0.6365692209,0.7264357139,2
2021,08,047,0.7166028664,0.6782722496,0.7549334832,2
2021,08,049,0.8061793277,0.7628006204,0.8495580351,2
2021,08,051,0.6629316084,0.6264503684,0.6994128484,2
2021,08,053,0.6629315991,0.6264503589,0.6994128394,2
2021,08,055,0.6324055585,0.5887222572,0.6760888598,2
2021,08,057,0.8061793312,0.7628006241,0.8495580383,2
2021,08,059,0.8456965277,0.8356013775,0.8557916778,1
2021,08,061,0.5848401408,0.5520779868,0.6176022949,2
2021,08,063,0.5848401349,0.5520779808,0.617602289,2
2021,08,065,0.6324055548,0.5887222534,0.6760888561,2
2021,08,067,0.6629316048,0.6264503647,0.6994128449,2
2021,08,069,0.8060043912,0.7852981315,0.8267106509,1
2021,08,071,0.6362267818,0.5990124786,0.673441085,2
2021,08,073,0.5848401451,0.5520779911,0.6176022991,2
2021,08,075,0.5848401329,0.5520779788,0.617602287,2
2021,08,077,0.7930817525,0.7679861627,0.8181773424,1
2021,08,079,0.6362267834,0.5990124803,0.6734410866,2
2021,08,081,0.6815024763,0.6365692301,0.7264357224,2
2021,08,083,0.6629316032,0.626450363,0.6994128433,2
2021,08,085,0.6315112587,0.5908236794,0.6721988379,2
2021,08,087,0.5848401412,0.5520779872,0.6176022952,2
2021,08,089,0.6362267825,0.5990124793,0.6734410857,2
2021,08,091,0.6315112662,0.5908236872,0.6721988453,2
2021,08,093,0.6324055654,0.5887222643,0.6760888665,2
2021,08,095,0.5848401424,0.5520779884,0.6176022964,2
2021,08,097,0.8061793177,0.7628006095,0.8495580259,2
2021,08,099,0.6362267822,0.599012479,0.6734410854,2
2021,08,101,0.685140569,0.6639984067,0.7062827312,1
2021,08,103,0.6815024688,0.6365692224,0.7264357152,2
2021,08,105,0.6362267834,0.5990124803,0.6734410866,2
2021,08,107,0.6815024708,0.6365692244,0.7264357171,2
2021,08,109,0.6362267869,0.5990124838,0.67344109,2
2021,08,111,0.6629316052,0.6264503651,0.6994128453,2
2021,08,113,0.6315112483,0.5908236688,0.6721988278,2
2021,08,115,0.5848401449,0.5520779909,0.6176022989,2
2021,08,117,0.8061793323,0.7628006254,0.8495580393,2
2021,08,119,0.7723067588,0.7318630446,0.812750473,2
2021,08,121,0.5848401449,0.5520779909,0.6176022989,2
2021,08,123,0.779729678,0.7649094074,0.7945499486,1
2021,08,125,0.5848401426,0.5520779886,0.6176022966,2
2021,09,001,0.8191204996,0.8066568017,0.8315841974,1
2021,09,003,0.7957899589,0.7829027852,0.8086771326,1
2021,09,005,0.8291335417,0.8050970394,0.853170044,1
2021,09,007,0.8187276114,0.7904099869,0.8470452359,1
2021,09,009,0.7907197919,0.7766052089,0.804834375,1
2021,09,011,0.8090778812,0.7874105301,0.8307452324,1
2021,09,013,0.8349872948,0.8039932043,0.8659813854,1
2021,09,015,0.7904555694,0.7547461662,0.8261649726,1
2021,10,001,0.7030227885,0.667313844,0.7387317329,1
2021,10,003,0.8462705768,0.8305837815,0.8619573721,1
2021,10,005,0.7321735477,0.7085774099,0.7557696856,1
2021,11,001,0.7686848331,0.7541784873,0.7831911788,1
2021,12,001,0.7901781175,0.765152576,0.815203659,1
2021,12,003,0.7113456633,0.6669382513,0.7557530752,2
2021,12,005,0.6953482242,0.66970936,0.7209870883,2
2021,12,007,0.5270026031,0.4933387772,0.560666429,2
2021,12,009,0.8140645029,0.7990256194,0.8291033865,1
2021,12,011,0.803183031,0.7937189215,0.8126471405,1
2021,12,013,0.5630541615,0.5303932651,0.5957150579,2
2021,12,015,0.7439654785,0.7159300702,0.7720008868,1
2021,12,017,0.7082527685,0.6730073108,0.7434982262,1
2021,12,019,0.7937308907,0.76238217,0.8250796113,1
2021,12,021,0.8125800588,0.792967582,0.8321925356,1
2021,12,023,0.5270026064,0.4933387805,0.5606664323,2
2021,12,027,0.6509426195,0.6139831773,0.6879020618,2
2021,12,029,0.5270026028,0.4933387769,0.5606664287,2
2021,12,031,0.7405820358,0.7258659305,0.7552981412,1
2021,12,033,0.7658746722,0.7440183797,0.7877309647,1
2021,12,035,0.6225936262,0.5819708726,0.6632163798,1
2021,12,037,0.563054161,0.5303932645,0.5957150574,2
2021,12,039,0.5630541527,0.5303932562,0.5957150492,2
2021,12,041,0.5270026064,0.4933387805,0.5606664323,2
2021,12,043,0.619558768,0.5695453162,0.6695722198,2
2021,12,045,0.5630541546,0.5303932582,0.5957150511,2
2021,12,047,0.6127291659,0.5655189388,0.659939393,2
2021,12,049,0.6509426346,0.6139831927,0.6879020765,2
2021,12,051,0.6195587692,0.5695453174,0.669572221,2
2021,12,053,0.7217320883,0.6919355539,0.7515286227,1
2021,12,055,0.6478411948,0.6182513567,0.6774310329,2
2021,12,057,0.7822049815,0.7718975615,0.7925124016,1
2021,12,059,0.6953482228,0.6697093586,0.720987087,2
2021,12,061,0.7723297225,0.7409271426,0.8037323023,1
2021,12,063,0.5630541614,0.530393265,0.5957150578,2
2021,12,065,0.5630541555,0.530393259,0.595715052,2
2021,12,067,0.6127291741,0.5655189472,0.659939401,2
2021,12,069,0.7595137697,0.7397534045,0.7792741348,1
2021,12,071,0.7812959294,0.7676380695,0.7949537892,1
2021,12,073,0.8308077481,0.8101057958,0.8515097003,1
2021,12,075,0.5270026084,0.4933387825,0.5606664344,2
2021,12,077,0.563054159,0.5303932625,0.5957150554,2
2021,12,079,0.6127291799,0.5655189531,0.6599394067,2
2021,12,081,0.8233855186,0.8048383412,0.841932696,1
2021,12,083,0.7404067366,0.7156322224,0.7651812508,1
2021,12,085,0.7756275699,0.7451131433,0.8061419966,1
2021,12,086,0.7442535782,0.7354650706,0.7530420857,1
2021,12,087,0.7598827701,0.7241183858,0.7956471544,2
2021,12,089,0.7113456727,0.6669382612,0.7557530842,2
2021,12,091,0.7968211889,0.7710576261,0.8225847517,1
2021,12,093,0.6195587772,0.5695453256,0.6695722288,2
2021,12,095,0.784179779,0.7717141522,0.7966454057,1
2021,12,097,0.788239706,0.7622866193,0.8141927926,1
2021,12,099,0.7670963711,0.7569630701,0.7772296721,1
2021,12,101,0.7936016691,0.7785106001,0.8086927382,1
2021,12,103,0.7830985781,0.7718576448,0.7943395115,1
2021,12,105,0.754880294,0.7394201424,0.7703404455,1
2021,12,107,0.6401880937,0.5965175456,0.6838586418,2
2021,12,109,0.7904951745,0.7681745034,0.8128158457,1
2021,12,111,0.8395421579,0.8167477597,0.862336556,1
2021,12,113,0.8198600151,0.78910929,0.8506107401,1
2021,12,115,0.8027536651,0.786219332,0.8192879982,1
2021,12,117,0.8581704207,0.8423914578,0.8739493836,1
2021,12,119,0.758932531,0.7359012008,0.7819638611,2
2021,12,121,0.6127291662,0.5655189391,0.6599393933,2
2021,12,123,0.6127291842,0.5655189575,0.6599394109,2
2021,12,125,0.527002605,0.493338779,0.5606664309,2
2021,12,127,0.6793677797,0.6627875783,0.6959479811,1
2021,12,129,0.5630541532,0.5303932567,0.5957150497,2
2021,12,131,0.6953482264,0.6697093623,0.7209870904,2
2021,12,133,0.6953482254,0.6697093612,0.7209870895,2
2021,13,001,0.5121574199,0.4728430012,0.5514718385,2
2021,13,003,0.572851903,0.5341012235,0.6116025826,2
2021,13,005,0.5728519219,0.5341012426,0.6116026012,2
2021,13,007,0.5008088538,0.4611298655,0.5404878421,2
2021,13,009,0.6519457807,0.6150399254,0.6888516361,2
2021,13,011,0.6477438375,0.6118933696,0.6835943055,2
2021,13,013,0.8307220796,0.8021772575,0.8592669018,2
2021,13,015,0.7030049096,0.653704229,0.7523055903,1
2021,13,017,0.58613829,0.5450875324,0.6271890476,2
2021,13,019,0.5861382914,0.5450875339,0.6271890489,2
2021,13,021,0.7274038545,0.6924927397,0.7623149693,1
2021,13,023,0.5376965649,0.5004947852,0.5748983446,2
2021,13,025,0.5728519124,0.534101233,0.6116025919,2
2021,13,027,0.5861382842,0.5450875265,0.6271890418,2
2021,13,029,0.7715119892,0.7328903064,0.810133672,2
2021,13,031,0.729526517,0.6933126385,0.7657403955,2
2021,13,033,0.4439210425,0.405665914,0.4821761709,2
2021,13,035,0.6416267494,0.6035102239,0.6797432749,2
2021,13,037,0.5008088507,0.4611298624,0.5404878389,2
2021,13,039,0.7889824665,0.7538099253,0.8241550077,2
2021,13,043,0.5376965553,0.5004947755,0.5748983351,2
2021,13,045,0.7322100367,0.6892950083,0.7751250651,1
2021,13,047,0.6754132442,0.6413067586,0.7095197299,2
2021,13,049,0.5728519179,0.5341012385,0.6116025972,2
2021,13,051,0.8197689791,0.7977811408,0.8417568174,1
2021,13,053,0.6994625653,0.6676509185,0.731274212,2
2021,13,055,0.6754132532,0.6413067678,0.7095197386,2
2021,13,057,0.8620017396,0.8366853259,0.8873181533,1
2021,13,059,0.8043266103,0.7683835337,0.8402696868,1
2021,13,061,0.5997821688,0.5649946401,0.6345696976,2
2021,13,063,0.7478953613,0.7156586656,0.7801320571,1
2021,13,065,0.5728519136,0.5341012342,0.611602593,2
2021,13,067,0.8791307882,0.8667474813,0.8915140951,1
2021,13,069,0.5728519091,0.5341012297,0.6116025886,2
2021,13,071,0.5714933242,0.527986012,0.6150006363,2
2021,13,073,0.7764664504,0.736950281,0.8159826199,1
2021,13,075,0.5861382944,0.5450875369,0.6271890519,2
2021,13,077,0.8771734644,0.8483733216,0.9059736073,1
2021,13,079,0.6519457724,0.6150399169,0.688851628,2
2021,13,081,0.5997821686,0.5649946398,0.6345696973,2
2021,13,083,0.6754132413,0.6413067555,0.7095197271,2
2021,13,085,0.733018829,0.7019926398,0.7640450182,2
2021,13,087,0.5008088455,0.4611298572,0.5404878338,2
2021,13,089,0.8167665999,0.8032265786,0.8303066213,1
2021,13,091,0.5376965632,0.5004947834,0.5748983429,2
2021,13,093,0.5997821666,0.5649946378,0.6345696954,2
2021,13,095,0.5910712445,0.5462402033,0.6359022856,1
2021,13,097,0.8003339093,0.7580284146,0.842639404,1
2021,13,099,0.5008088514,0.4611298631,0.5404878396,2
2021,13,101,0.5728519186,0.5341012393,0.611602598,2
2021,13,103,0.7295265283,0.6933126503,0.7657404064,2
2021,13,105,0.6910414855,0.6551866383,0.7268963327,2
2021,13,107,0.5376965784,0.5004947987,0.574898358,2
2021,13,109,0.5121574164,0.4728429978,0.551471835,2
2021,13,111,0.6697236295,0.6356757047,0.7037715543,2
2021,13,113,0.8640421149,0.8328891597,0.8951950701,1
2021,13,115,0.6593009542,0.6224953742,0.6961065342,2
2021,13,117,0.9095808037,0.8922425371,0.9269190703,1
2021,13,119,0.6477438385,0.6118933706,0.6835943064,2
2021,13,121,0.8373638289,0.8253883104,0.8493393474,1
2021,13,123,0.6697236347,0.6356757101,0.7037715594,2
2021,13,125,0.4439210567,0.4056659281,0.4821761853,2
2021,13,127,0.7889824581,0.7538099164,0.8241549998,2
2021,13,129,0.6697236316,0.6356757069,0.7037715564,2
2021,13,131,0.5008088467,0.4611298584,0.5404878349,2
2021,13,133,0.6910414882,0.6551866411,0.7268963354,2
2021,13,135,0.8379203378,0.8230234556,0.85281722,1
2021,13,137,0.6477438337,0.6118933657,0.6835943018,2
2021,13,139,0.753954233,0.7220926055,0.7858158605,1
2021,13,141,0.4439210488,0.4056659203,0.4821761774,2
2021,13,143,0.6593009482,0.6224953681,0.6961065284,2
2021,13,145,0.5997821663,0.5649946375,0.634569695,2
2021,13,147,0.6477438479,0.6118933802,0.6835943156,2
2021,13,149,0.6209103226,0.5746752752,0.66714537,2
2021,13,151,0.8213399504,0.7882872901,0.8543926106,1
2021,13,153,0.7798721223,0.7425320872,0.8172121574,1
2021,13,155,0.5861382877,0.5450875301,0.6271890453,2
2021,13,157,0.8307220739,0.8021772514,0.8592668964,2
2021,13,159,0.6928410761,0.6531137281,0.732568424,2
2021,13,161,0.5121574129,0.4728429942,0.5514718315,2
2021,13,163,0.4439210393,0.4056659108,0.4821761677,2
2021,13,165,0.4439210551,0.4056659265,0.4821761837,2
