year,state,county,share_access,share_access_lb,share_access_ub,access_quality
2021,13,167,0.537696575,0.5004947953,0.5748983547,2
2021,13,169,0.6519457776,0.6150399222,0.6888516331,2
2021,13,171,0.6416267561,0.6035102308,0.6797432814,2
2021,13,173,0.572851912,0.5341012326,0.6116025915,2
2021,13,175,0.5376965734,0.5004947937,0.5748983531,2
2021,13,177,0.591071243,0.5462402019,0.6359022842,2
2021,13,179,0.7715119807,0.7328902974,0.8101336641,2
2021,13,181,0.4439210468,0.4056659183,0.4821761754,2
2021,13,183,0.7715119798,0.7328902964,0.8101336632,2
2021,13,185,0.6936352157,0.6508519796,0.7364184517,1
2021,13,187,0.7330188322,0.7019926431,0.7640450212,2
2021,13,189,0.4439210327,0.4056659043,0.4821761611,2
2021,13,191,0.7889824539,0.7538099119,0.8241549959,2
2021,13,193,0.5997821755,0.5649946469,0.6345697041,2
2021,13,195,0.6910414956,0.6551866487,0.7268963425,2
2021,13,197,0.5997821718,0.5649946431,0.6345697005,2
2021,13,199,0.6209103269,0.5746752796,0.6671453741,2
2021,13,201,0.5008088428,0.4611298546,0.5404878311,2
2021,13,205,0.5008088422,0.461129854,0.5404878305,2
2021,13,207,0.6519457881,0.615039933,0.6888516433,2
2021,13,209,0.5121574199,0.4728430012,0.5514718385,2
2021,13,211,0.6928410711,0.653113723,0.7325684192,2
2021,13,213,0.6697236209,0.6356756959,0.7037715459,2
2021,13,215,0.6994625699,0.6676509233,0.7312742165,1
2021,13,217,0.7480209402,0.7112662488,0.7847756315,2
2021,13,219,0.6910414922,0.6551866452,0.7268963392,2
2021,13,221,0.6910414904,0.6551866434,0.7268963375,2
2021,13,223,0.7998793623,0.7602218126,0.8395369121,1
2021,13,225,0.6519457745,0.615039919,0.68885163,2
2021,13,227,0.6697236258,0.6356757009,0.7037715506,2
2021,13,229,0.5728519167,0.5341012373,0.6116025961,2
2021,13,231,0.6416267482,0.6035102227,0.6797432737,2
2021,13,233,0.6593009477,0.6224953675,0.6961065279,2
2021,13,235,0.7798721269,0.7425320921,0.8172121618,2
2021,13,237,0.6519457804,0.615039925,0.6888516358,2
2021,13,239,0.5997821786,0.56499465,0.6345697072,2
2021,13,241,0.7330188373,0.7019926484,0.7640450261,2
2021,13,243,0.5997821677,0.564994639,0.6345696964,2
2021,13,245,0.6946801654,0.6618070884,0.7275532424,1
2021,13,247,0.7480209446,0.7112662535,0.7847756358,2
2021,13,249,0.5997821786,0.56499465,0.6345697072,2
2021,13,251,0.7295265343,0.6933126565,0.7657404121,2
2021,13,253,0.5008088599,0.4611298716,0.5404878481,2
2021,13,255,0.641626745,0.6035102194,0.6797432705,2
2021,13,257,0.6477438357,0.6118933678,0.6835943037,2
2021,13,259,0.5997821702,0.5649946415,0.6345696989,2
2021,13,261,0.5997821644,0.5649946356,0.6345696931,2
2021,13,263,0.5997821731,0.5649946444,0.6345697017,2
2021,13,265,0.443921044,0.4056659155,0.4821761725,2
2021,13,267,0.5121574242,0.4728430056,0.5514718428,2
2021,13,269,0.5997821718,0.5649946431,0.6345697005,2
2021,13,271,0.5121574173,0.4728429987,0.551471836,2
2021,13,273,0.5008088421,0.4611298538,0.5404878304,2
2021,13,275,0.5714933373,0.5279860253,0.6150006493,2
2021,13,277,0.5861382836,0.5450875259,0.6271890412,2
2021,13,279,0.5121574128,0.4728429942,0.5514718315,2
2021,13,281,0.7330188214,0.7019926319,0.7640450109,2
2021,13,283,0.5376965636,0.5004947838,0.5748983433,2
2021,13,285,0.6209103288,0.5746752815,0.667145376,2
2021,13,287,0.5861382868,0.5450875292,0.6271890444,2
2021,13,289,0.6519457824,0.6150399271,0.6888516377,2
2021,13,291,0.7330188358,0.7019926469,0.7640450248,2
2021,13,293,0.641626747,0.6035102215,0.6797432725,2
2021,13,295,0.6754132454,0.6413067597,0.709519731,2
2021,13,297,0.6928410716,0.6531137235,0.7325684197,2
2021,13,299,0.5728519111,0.5341012317,0.6116025906,2
2021,13,301,0.4439210418,0.4056659133,0.4821761703,2
2021,13,303,0.44392104,0.4056659115,0.4821761685,2
2021,13,305,0.5121574129,0.4728429942,0.5514718315,2
2021,13,307,0.5997821767,0.5649946481,0.6345697053,2
2021,13,309,0.5121574183,0.4728429996,0.5514718369,2
2021,13,311,0.7330188356,0.7019926466,0.7640450245,2
2021,13,313,0.5559782913,0.5042922924,0.6076642902,1
2021,13,315,0.5376965699,0.5004947902,0.5748983496,2
2021,13,317,0.443921047,0.4056659185,0.4821761755,2
2021,13,319,0.6519457917,0.6150399366,0.6888516468,2
2021,13,321,0.5714933329,0.5279860209,0.615000645,2
2021,15,001,0.7198382137,0.6868051546,0.7528712728,1
2021,15,003,0.80748845,0.7943736169,0.8206032831,1
2021,15,005,,0.5453378719,0.6407936894,
2021,15,007,0.7691333438,0.7409369314,0.7973297561,2
2021,15,009,0.7691333387,0.7409369261,0.7973297513,2
2021,16,001,0.8259532727,0.8086944219,0.8432121236,1
2021,16,003,0.6357542178,0.6011520303,0.6703564053,2
2021,16,005,0.6563534377,0.620498332,0.6922085434,2
2021,16,007,0.6563534373,0.6204983316,0.692208543,2
2021,16,009,0.5698651714,0.5352306169,0.6044997258,2
2021,16,011,0.6763958738,0.6501640813,0.7026276664,2
2021,16,013,0.6642640522,0.6227867312,0.7057413731,2
2021,16,015,0.6357542076,0.6011520198,0.6703563953,2
2021,16,017,0.5698651776,0.5352306232,0.604499732,2
2021,16,019,0.7621489337,0.7242169229,0.8000809445,1
2021,16,021,0.5698651758,0.5352306214,0.6044997302,2
2021,16,023,0.6357542165,0.601152029,0.6703564041,2
2021,16,025,0.6642640583,0.6227867376,0.7057413791,2
2021,16,027,0.7477708976,0.7224264168,0.7731153784,2
2021,16,029,0.6563534333,0.6204983275,0.6922085391,2
2021,16,031,0.6830449583,0.6395191056,0.7265708111,2
2021,16,033,0.6357542082,0.6011520205,0.6703563959,2
2021,16,035,0.6357542209,0.6011520335,0.6703564084,2
2021,16,037,0.6357542154,0.6011520278,0.670356403,2
2021,16,039,0.66426404,0.6227867187,0.7057413613,2
2021,16,041,0.6563534256,0.6204983196,0.6922085316,2
2021,16,043,0.6778473566,0.6387216138,0.7169730993,2
2021,16,045,0.7214610995,0.6807156622,0.7622065368,2
2021,16,047,0.6642640457,0.6227867246,0.7057413669,2
2021,16,049,0.6357542091,0.6011520214,0.6703563968,2
2021,16,051,0.6778473389,0.6387215956,0.7169730822,2
2021,16,053,0.6642640552,0.6227867344,0.7057413761,2
2021,16,055,0.7192256328,0.695028749,0.7434225166,1
2021,16,057,0.5698651812,0.5352306268,0.6044997355,2
2021,16,059,0.6357542203,0.6011520328,0.6703564077,2
2021,16,061,0.6357542082,0.6011520205,0.6703563959,2
2021,16,063,0.6642640517,0.6227867307,0.7057413726,2
2021,16,065,0.6778473501,0.6387216071,0.716973093,2
2021,16,067,0.664264043,0.6227867218,0.7057413643,2
2021,16,069,0.6357542274,0.6011520401,0.6703564148,2
2021,16,071,0.6563534234,0.6204983173,0.6922085294,2
2021,16,073,0.7293287895,0.6839946268,0.7746629523,2
2021,16,075,0.7214610946,0.6807156571,0.7622065321,2
2021,16,077,0.6563534373,0.6204983316,0.692208543,2
2021,16,079,0.5698651916,0.5352306374,0.6044997459,2
2021,16,081,0.6778473392,0.6387215959,0.7169730825,2
2021,16,083,0.6830449652,0.6395191127,0.7265708176,1
2021,16,085,0.635754207,0.6011520192,0.6703563947,2
2021,16,087,0.7214610918,0.6807156542,0.7622065294,2
2021,17,001,0.667933158,0.6330443357,0.7028219802,2
2021,17,003,0.4502108349,0.4171887957,0.4832328741,2
2021,17,005,0.672322494,0.6432308539,0.7014141342,2
2021,17,007,0.7897440628,0.7518403367,0.8276477889,2
2021,17,009,0.6679331682,0.6330443463,0.7028219902,2
2021,17,011,0.6256150306,0.5980011236,0.6532289375,2
2021,17,013,0.6259627545,0.5945583673,0.6573671418,2
2021,17,015,0.6505837123,0.6194855045,0.6816819202,2
2021,17,017,0.625962747,0.5945583596,0.6573671343,2
2021,17,019,0.7534896971,0.7235494256,0.7834299686,1
2021,17,021,0.555252357,0.5254484995,0.5850562145,2
2021,17,023,0.5576587844,0.5205728319,0.594744737,2
2021,17,025,0.5576587879,0.5205728355,0.5947447404,2
2021,17,027,0.6723224919,0.6432308517,0.7014141321,2
2021,17,029,0.6406351111,0.6013820694,0.6798881527,2
2021,17,031,0.7651285605,0.7586874356,0.7715696855,1
2021,17,033,0.557658784,0.5205728315,0.5947447365,2
2021,17,035,0.6406351069,0.6013820652,0.6798881487,2
2021,17,037,0.7931645895,0.7543814319,0.8319477471,1
2021,17,039,0.5552523682,0.5254485107,0.5850562256,2
2021,17,041,0.6406351038,0.601382062,0.6798881457,2
2021,17,043,0.8422708255,0.8305389323,0.8540027188,1
2021,17,045,0.6406351073,0.6013820656,0.6798881491,2
2021,17,047,0.4502108332,0.417188794,0.4832328723,2
2021,17,049,0.6723224974,0.6432308573,0.7014141375,2
2021,17,051,0.6723225017,0.6432308617,0.7014141416,2
2021,17,053,0.5793291152,0.5501552727,0.6085029577,2
2021,17,055,0.5594550212,0.5284038459,0.5905061966,2
2021,17,057,0.6687364169,0.6420947855,0.6953780482,2
2021,17,059,0.4502108341,0.4171887949,0.4832328733,2
2021,17,061,0.6259627469,0.5945583595,0.6573671342,2
2021,17,063,0.81109825,0.7762253461,0.8459711539,2
2021,17,065,0.4502108357,0.4171887965,0.4832328749,2
2021,17,067,0.6687364085,0.642094777,0.69537804,2
2021,17,069,0.4502108374,0.4171887982,0.4832328766,2
2021,17,071,0.6687364188,0.6420947875,0.6953780501,2
2021,17,073,0.6687364085,0.642094777,0.69537804,2
2021,17,075,0.5793291218,0.5501552793,0.6085029642,2
2021,17,077,0.5594550128,0.5284038374,0.5905061882,2
2021,17,079,0.5576587983,0.5205728459,0.5947447507,2
2021,17,081,0.6245038719,0.596079627,0.6529281168,2
2021,17,083,0.625962755,0.5945583678,0.6573671422,2
2021,17,085,0.6505837248,0.6194855172,0.6816819324,2
2021,17,087,0.4502108325,0.4171887933,0.4832328717,2
2021,17,089,0.8150445952,0.7951148609,0.8349743295,1
2021,17,091,0.6596133688,0.6178702932,0.7013564443,1
2021,17,093,0.8110982466,0.7762253424,0.8459711507,2
2021,17,095,0.625615038,0.5980011312,0.6532289449,2
2021,17,097,0.8283057454,0.8139337704,0.8426777203,1
2021,17,099,0.6580094281,0.6208776774,0.6951411788,1
2021,17,101,0.5576587784,0.5205728259,0.594744731,2
2021,17,103,0.6505837161,0.6194855084,0.6816819239,2
2021,17,105,0.5793291238,0.5501552814,0.6085029662,2
2021,17,107,0.5552523597,0.5254485022,0.5850562171,2
2021,17,109,0.668736413,0.6420947816,0.6953780444,2
2021,17,111,0.8244625268,0.8020113713,0.8469136822,1
2021,17,113,0.767581537,0.7379015406,0.7972615335,1
2021,17,115,0.6124331094,0.5706381907,0.6542280281,1
2021,17,117,0.6259627438,0.5945583564,0.6573671312,2
2021,17,119,0.7582727786,0.7322398031,0.7843057541,1
2021,17,121,0.6245038733,0.5960796284,0.6529281182,2
2021,17,123,0.6256150298,0.5980011228,0.6532289367,2
2021,17,125,0.6679331648,0.6330443427,0.7028219869,2
2021,17,127,0.4502108311,0.4171887919,0.4832328702,2
2021,17,129,0.5552523637,0.5254485063,0.5850562212,2
2021,17,131,0.6687364177,0.6420947864,0.6953780491,2
2021,17,133,0.6245038792,0.5960796344,0.652928124,2
2021,17,135,0.6723224958,0.6432308556,0.7014141359,2
2021,17,137,0.6259627535,0.5945583663,0.6573671408,2
2021,17,139,0.5552523571,0.5254484996,0.5850562146,2
2021,17,141,0.6803916648,0.6427948657,0.7179884639,2
2021,17,143,0.7380685185,0.7065375028,0.7695995342,1
2021,17,145,0.5594550132,0.5284038378,0.5905061886,2
2021,17,147,0.5552523685,0.5254485111,0.5850562259,2
2021,17,149,0.6679331683,0.6330443464,0.7028219903,2
2021,17,151,0.4502108455,0.4171888063,0.4832328848,2
2021,17,153,0.4502108357,0.4171887965,0.4832328749,2
2021,17,155,0.6256150328,0.5980011259,0.6532289397,2
2021,17,157,0.6245038753,0.5960796304,0.6529281202,2
2021,17,159,0.5576587796,0.5205728271,0.5947447322,2
2021,17,161,0.7084254075,0.6745379527,0.7423128622,1
2021,17,163,0.7159456344,0.6851539659,0.7467373028,1
2021,17,165,0.4502108357,0.4171887965,0.4832328749,2
2021,17,167,0.6507332907,0.6207929525,0.6806736289,1
2021,17,169,0.6679331653,0.6330443433,0.7028219874,2
2021,17,171,0.6259627498,0.5945583625,0.6573671371,2
2021,17,173,0.5552523588,0.5254485013,0.5850562163,2
2021,17,175,0.6256150328,0.5980011259,0.6532289397,2
2021,17,177,0.680391662,0.6427948628,0.7179884611,2
2021,17,179,0.7454038291,0.7122932335,0.7785144246,1
2021,17,181,0.450210847,0.4171888077,0.4832328863,2
2021,17,183,0.5793291169,0.5501552745,0.6085029594,2
2021,17,185,0.4502108474,0.4171888082,0.4832328867,2
2021,17,187,0.6687364202,0.6420947889,0.6953780515,2
2021,17,189,0.624503884,0.5960796393,0.6529281288,2
2021,17,191,0.5576587857,0.5205728332,0.5947447382,2
2021,17,193,0.450210834,0.4171887949,0.4832328732,2
2021,17,195,0.6505837099,0.619485502,0.6816819178,2
2021,17,197,0.8156764112,0.7996151947,0.8317376276,1
2021,17,199,0.5594550081,0.5284038327,0.5905061835,2
2021,17,201,0.7227848621,0.6982143633,0.747355361,1
2021,17,203,0.6256150311,0.5980011241,0.653228938,2
2021,18,001,0.6163806825,0.580510923,0.652250442,2
2021,18,003,0.7875259902,0.7676796081,0.8073723723,1
2021,18,005,0.6975725239,0.6575516914,0.7375933564,2
2021,18,007,0.5748705529,0.5405485569,0.6091925489,2
2021,18,009,0.6194953759,0.5837572349,0.6552335169,2
2021,18,011,0.8565566099,0.8230729186,0.8900403012,2
2021,18,013,0.6979650731,0.657998444,0.7379317022,2
2021,18,015,0.5748705551,0.5405485591,0.609192551,2
2021,18,017,0.6586869454,0.6219517747,0.6954221161,2
2021,18,019,0.7197575419,0.6791968181,0.7603182658,1
2021,18,021,0.5523237433,0.515166735,0.5894807516,2
2021,18,023,0.5748705648,0.540548569,0.6091925607,2
2021,18,025,0.5579583933,0.5232826767,0.5926341098,2
2021,18,027,0.5547484889,0.5205218442,0.5889751336,2
2021,18,029,0.6205276577,0.5800461044,0.6610092109,2
2021,18,031,0.6262966866,0.5803012085,0.6722921647,2
2021,18,033,0.5390412066,0.5056672501,0.5724151631,2
2021,18,035,0.6894534224,0.6477529148,0.7311539299,1
2021,18,037,0.5579583851,0.5232826685,0.5926341018,2
2021,18,039,0.7126814849,0.6781842023,0.7471787675,1
2021,18,041,0.6265551959,0.5878173436,0.6652930482,2
2021,18,043,0.6773546099,0.6421651986,0.7125440213,2
2021,18,045,0.5523237428,0.5151667345,0.5894807511,2
2021,18,047,0.6205276742,0.5800461213,0.6610092272,2
2021,18,049,0.6815963029,0.6436827278,0.719509878,2
2021,18,051,0.634086183,0.5942615793,0.6739107867,2
2021,18,053,0.6384351749,0.6025596759,0.6743106739,2
2021,18,055,0.554748489,0.5205218443,0.5889751337,2
2021,18,057,0.8664858801,0.8466891306,0.8862826296,1
2021,18,059,0.7245930245,0.6822212477,0.7669648013,2
2021,18,061,0.6773546096,0.6421651982,0.7125440209,2
2021,18,063,0.8558501011,0.8239931907,0.8877070116,1
2021,18,065,0.6194953769,0.5837572359,0.6552335178,2
2021,18,067,0.6586869381,0.6219517672,0.695422109,2
2021,18,069,0.6163806917,0.5805109324,0.652250451,2
2021,18,071,0.6975725329,0.6575517007,0.7375933651,2
2021,18,073,0.6815963156,0.6436827409,0.7195098903,2
2021,18,075,0.6194953732,0.5837572322,0.6552335143,2
2021,18,077,0.6262966772,0.5803011988,0.6722921555,2
2021,18,079,0.6262966855,0.5803012074,0.6722921637,2
2021,18,081,0.7929679954,0.7550652747,0.830870716,1
2021,18,083,0.5579583907,0.5232826741,0.5926341072,2
2021,18,085,0.6392945507,0.6008059313,0.67778317,2
2021,18,087,0.5390411987,0.5056672421,0.5724151552,2
2021,18,089,0.7766115148,0.7570348554,0.7961881742,1
2021,18,091,0.7472896766,0.7092742213,0.7853051319,1
2021,18,093,0.55474849,0.5205218453,0.5889751347,2
2021,18,095,0.6885492218,0.6530844127,0.724014031,1
2021,18,097,0.7380357622,0.7227361388,0.7533353857,1
2021,18,099,0.6392945468,0.6008059274,0.6777831662,2
2021,18,101,0.5547484867,0.520521842,0.5889751315,2
2021,18,103,0.6384351765,0.6025596775,0.6743106755,2
2021,18,105,0.7789434707,0.7435147552,0.8143721863,1
2021,18,107,0.5748705604,0.5405485645,0.6091925563,2
2021,18,109,0.6979650668,0.6579984375,0.7379316962,2
2021,18,111,0.6815963102,0.6436827353,0.7195098851,2
2021,18,113,0.5390411977,0.5056672412,0.5724151542,2
2021,18,115,0.6205276649,0.5800461118,0.6610092181,2
2021,18,117,0.5547484955,0.5205218508,0.5889751402,2
2021,18,119,0.5547484901,0.5205218454,0.5889751348,2
2021,18,121,0.5523237388,0.5151667305,0.5894807471,2
2021,18,123,0.5579583888,0.5232826722,0.5926341054,2
2021,18,125,0.5579583874,0.5232826707,0.592634104,2
2021,18,127,0.8257258372,0.7967845033,0.854667171,1
2021,18,129,0.6340861803,0.5942615765,0.6739107841,2
2021,18,131,0.6815963129,0.6436827381,0.7195098876,2
2021,18,133,0.6979650773,0.6579984483,0.7379317063,2
2021,18,135,0.619495379,0.5837572381,0.6552335199,2
2021,18,137,0.6205276605,0.5800461072,0.6610092137,2
2021,18,139,0.6265551927,0.5878173403,0.665293045,2
2021,18,141,0.7545925753,0.7297207726,0.779464378,1
2021,18,143,0.6262966936,0.5803012156,0.6722921715,2
2021,18,145,0.7245930165,0.6822212393,0.7669647937,2
2021,18,147,0.5579583844,0.5232826677,0.592634101,2
2021,18,149,0.6815963029,0.6436827278,0.719509878,2
2021,18,151,0.5390411877,0.5056672311,0.5724151443,2
2021,18,153,0.5523237315,0.5151667231,0.5894807399,2
2021,18,155,0.6205276624,0.5800461092,0.6610092156,2
2021,18,157,0.6543577607,0.6186646074,0.6900509141,1
2021,18,159,0.6586869419,0.6219517711,0.6954221127,2
2021,18,161,0.6265552022,0.58781735,0.6652930543,2
2021,18,163,0.7301429004,0.6977418346,0.7625439663,1
2021,18,165,0.5523237488,0.5151667405,0.5894807571,2
2021,18,167,0.7102209355,0.6669878605,0.7534540104,1
2021,18,169,0.63843517,0.6025596709,0.6743106691,2
2021,18,171,0.5523237481,0.5151667399,0.5894807564,2
2021,18,173,0.6340861952,0.5942615918,0.6739107987,2
2021,18,175,0.6773546061,0.6421651946,0.7125440176,2
2021,18,177,0.626555206,0.587817354,0.6652930581,2
2021,18,179,0.6163806787,0.5805109191,0.6522504382,2
2021,18,181,0.5748705544,0.5405485585,0.6091925504,2
2021,18,183,0.6163806816,0.5805109221,0.6522504411,2
2021,19,001,0.5473219644,0.5108874787,0.5837564501,2
2021,19,003,0.5473219597,0.510887474,0.5837564454,2
2021,19,005,0.6875654716,0.6538271394,0.7213038037,2
2021,19,007,0.5473219546,0.5108874688,0.5837564403,2
2021,19,009,0.5473219658,0.5108874801,0.5837564515,2
2021,19,011,0.69960516,0.6643350788,0.7348752412,2
2021,19,013,0.7263072047,0.6845995595,0.7680148498,1
2021,19,015,0.6713437389,0.6255957522,0.7170917257,2
2021,19,017,0.6875654596,0.6538271271,0.7213037921,2
2021,19,019,0.7312726297,0.6997140769,0.7628311824,2
2021,19,021,0.6607881756,0.6295603071,0.6920160442,2
2021,19,023,0.5879318689,0.5548614797,0.6210022581,2
2021,19,025,0.6607881733,0.6295603047,0.6920160418,2
2021,19,027,0.6607881717,0.629560303,0.6920160403,2
2021,19,029,0.7063128217,0.6773808098,0.7352448337,2
2021,19,031,0.7076216537,0.6696762051,0.7455671024,2
2021,19,033,0.6843555156,0.648788769,0.7199222621,2
2021,19,035,0.6607881685,0.6295602998,0.6920160371,2
2021,19,037,0.6875654696,0.6538271374,0.7213038018,2
2021,19,039,0.5473219532,0.5108874675,0.583756439,2
2021,19,041,0.7368476351,0.7035537926,0.7701414776,2
2021,19,043,0.6875654549,0.6538271223,0.7213037876,2
2021,19,045,0.7076216503,0.6696762016,0.7455670991,2
2021,19,047,0.6607881766,0.6295603081,0.6920160451,2
2021,19,049,0.7841574392,0.7607921927,0.8075226857,2
2021,19,051,0.6516021132,0.6133494268,0.6898547995,2
2021,19,053,0.5473219552,0.5108874695,0.583756441,2
2021,19,055,0.7312726286,0.6997140758,0.7628311815,2
2021,19,057,0.6748524968,0.6326817258,0.7170232679,2
2021,19,059,0.7368476351,0.7035537926,0.7701414776,2
2021,19,061,0.7312726282,0.6997140753,0.762831181,2
2021,19,063,0.736847634,0.7035537915,0.7701414765,2
2021,19,065,0.6875654643,0.6538271319,0.7213037966,2
2021,19,067,0.6843555129,0.6487887663,0.7199222595,2
2021,19,069,0.5879318726,0.5548614834,0.6210022617,2
2021,19,071,0.7063128278,0.6773808161,0.7352448396,2
2021,19,073,0.6607881777,0.6295603092,0.6920160462,2
2021,19,075,0.5879318585,0.5548614692,0.6210022478,2
2021,19,077,0.5473219654,0.5108874798,0.5837564511,2
2021,19,079,0.5879318642,0.5548614749,0.6210022535,2
2021,19,081,0.6843555222,0.6487887759,0.7199222686,2
2021,19,083,0.5879318596,0.5548614702,0.6210022489,2
2021,19,085,0.7063128176,0.6773808056,0.7352448297,2
2021,19,087,0.6748524968,0.6326817258,0.7170232679,2
2021,19,089,0.6875654534,0.6538271207,0.7213037861,2
2021,19,091,0.5879318517,0.5548614623,0.6210022411,2
2021,19,093,0.6607881735,0.6295603049,0.6920160421,2
2021,19,095,0.6996051597,0.6643350785,0.7348752409,2
2021,19,097,0.7312726261,0.6997140731,0.762831179,2
2021,19,099,0.6599039615,0.6244006245,0.6954072985,2
2021,19,101,0.651602111,0.6133494246,0.6898547974,2
2021,19,103,0.7708030864,0.728317829,0.8132883438,1
2021,19,105,0.7076216493,0.6696762005,0.7455670982,2
2021,19,107,0.6516021096,0.6133494231,0.689854796,2
2021,19,109,0.6843555143,0.6487887677,0.7199222609,2
2021,19,111,0.6748524977,0.6326817267,0.7170232687,2
2021,19,113,0.8107478605,0.7803761714,0.8411195497,1
2021,19,115,0.6748524903,0.632681719,0.7170232615,2
2021,19,117,0.5473219569,0.5108874711,0.5837564426,2
2021,19,119,0.7368476411,0.7035537988,0.7701414833,2
2021,19,121,0.6599039561,0.6244006189,0.6954072932,2
2021,19,123,0.6516021074,0.6133494209,0.6898547939,2
2021,19,125,0.6599039668,0.62440063,0.6954073037,2
2021,19,127,0.6996051627,0.6643350816,0.7348752438,2
2021,19,129,0.7063128278,0.6773808161,0.7352448396,2
2021,19,131,0.6843555141,0.6487887675,0.7199222606,2
2021,19,133,0.66078818,0.6295603115,0.6920160484,2
2021,19,135,0.5473219539,0.5108874682,0.5837564397,2
2021,19,137,0.706312824,0.6773808121,0.7352448359,2
2021,19,139,0.707621651,0.6696762022,0.7455670997,2
2021,19,141,0.7368476334,0.7035537909,0.770141476,2
2021,19,143,0.7368476307,0.703553788,0.7701414733,2
2021,19,145,0.7063128222,0.6773808103,0.7352448342,2
2021,19,147,0.736847633,0.7035537904,0.7701414755,2
2021,19,149,0.7623500616,0.723703649,0.8009964742,2
2021,19,151,0.6607881704,0.6295603018,0.6920160391,2
2021,19,153,0.7832106863,0.761687182,0.8047341906,1
2021,19,155,0.7063128286,0.6773808169,0.7352448404,2
2021,19,157,0.6996051621,0.664335081,0.7348752432,2
2021,19,159,0.5473219599,0.5108874742,0.5837564456,2
2021,19,161,0.6607881732,0.6295603046,0.6920160418,2
2021,19,163,0.7568039708,0.7207852934,0.7928226481,1
2021,19,165,0.7063128263,0.6773808145,0.7352448381,2
2021,19,167,0.7368476338,0.7035537913,0.7701414764,2
2021,19,169,0.6713437228,0.6255957356,0.7170917101,1
2021,19,171,0.6996051646,0.6643350836,0.7348752456,2
2021,19,173,0.5473219608,0.5108874751,0.5837564465,2
2021,19,175,0.5473219608,0.5108874751,0.5837564465,2
2021,19,177,0.6516021231,0.613349437,0.6898548092,2
2021,19,179,0.651602109,0.6133494226,0.6898547955,2
2021,19,181,0.6599039693,0.6244006325,0.6954073061,2
2021,19,183,0.6516021096,0.6133494232,0.6898547961,2
2021,19,185,0.5473219712,0.5108874856,0.5837564568,2
2021,19,187,0.5879318744,0.5548614852,0.6210022635,2
2021,19,189,0.6843555186,0.6487887721,0.719922265,2
2021,19,191,0.6875654625,0.6538271301,0.7213037949,2
2021,19,193,0.7623500688,0.7237036566,0.800996481,1
2021,19,195,0.6843555145,0.6487887679,0.7199222611,2
2021,19,197,0.5879318724,0.5548614833,0.6210022616,2
2021,20,001,0.5401512071,0.4953780421,0.5849243721,2
2021,20,003,0.5401511934,0.4953780283,0.5849243585,2
2021,20,005,0.6119587269,0.5667326758,0.6571847779,2
2021,20,007,0.6590676024,0.6244666895,0.6936685152,2
2021,20,009,0.6590676017,0.6244666888,0.6936685146,2
2021,20,011,0.5401512007,0.4953780356,0.5849243658,2
2021,20,013,0.6971088849,0.662747451,0.7314703188,2
2021,20,015,0.7836501312,0.759663333,0.8076369294,2
2021,20,017,0.5707148484,0.5339941545,0.6074355423,2
2021,20,019,0.570714843,0.533994149,0.607435537,2
2021,20,021,0.6594883179,0.6216956838,0.6972809521,2
2021,20,023,0.6941498133,0.6616884638,0.7266111629,2
2021,20,025,0.6347136997,0.5918597525,0.677567647,2
2021,20,027,0.6798540203,0.6494749952,0.7102330455,2
2021,20,029,0.679854017,0.6494749918,0.7102330423,2
2021,20,031,0.570714845,0.533994151,0.6074355389,2
2021,20,033,0.6590676074,0.6244666946,0.6936685201,2
2021,20,035,0.6074963273,0.5820890244,0.6329036301,2
2021,20,037,0.6594883213,0.6216956872,0.6972809554,2
2021,20,039,0.6941498115,0.6616884619,0.7266111611,2
2021,20,041,0.6798540128,0.6494749875,0.7102330382,2
2021,20,043,0.6119587324,0.5667326814,0.6571847833,2
2021,20,045,0.7870937921,0.7401398509,0.8340477333,1
2021,20,047,0.6590675938,0.6244666807,0.6936685069,2
2021,20,049,0.5707148415,0.5339941475,0.6074355355,2
2021,20,051,0.694149799,0.661688449,0.726611149,2
2021,20,053,0.6798540178,0.6494749926,0.710233043,2
2021,20,055,0.6347136948,0.5918597475,0.6775676422,2
2021,20,057,0.6347136927,0.5918597453,0.6775676401,2
2021,20,059,0.5401512,0.495378035,0.5849243651,2
2021,20,061,0.7373084036,0.6934037959,0.7812130113,2
2021,20,063,0.6941498168,0.6616884673,0.7266111662,2
2021,20,065,0.6941498168,0.6616884673,0.7266111662,2
2021,20,067,0.6347136887,0.5918597412,0.6775676362,2
2021,20,069,0.6347137008,0.5918597536,0.677567648,2
2021,20,071,0.6941498116,0.661688462,0.7266111613,2
2021,20,073,0.5707148479,0.533994154,0.6074355418,2
2021,20,075,0.6347137066,0.5918597596,0.6775676537,2
2021,20,077,0.6590675943,0.6244666812,0.6936685074,2
2021,20,079,0.8056110334,0.7719515599,0.839270507,2
2021,20,081,0.6347136933,0.5918597459,0.6775676407,2
2021,20,083,0.6347136928,0.5918597454,0.6775676402,2
2021,20,085,0.6971088912,0.6627474575,0.731470325,2
2021,20,087,0.6119587303,0.5667326793,0.6571847813,2
2021,20,089,0.6798540146,0.6494749893,0.7102330399,2
2021,20,091,0.8577058043,0.8422116557,0.8731999529,1
2021,20,093,0.6347137055,0.5918597585,0.6775676526,2
2021,20,095,0.6590675959,0.6244666828,0.6936685089,2
2021,20,097,0.659067596,0.6244666829,0.693668509,2
2021,20,099,0.6594883179,0.6216956838,0.6972809521,2
2021,20,101,0.6941498039,0.6616884541,0.7266111538,2
