year,state,county,subgroup_type,subgroup,share_access,share_access_ub,share_access_lb,share_access_quality
2021,08,049,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,08,049,race-ethnicity,Hispanic,0.69556,0.76578,0.62535,2
2021,08,049,race-ethnicity,Other Races and Ethnicities,0.73532,0.84789,0.62275,3
2021,08,049,race-ethnicity,"White, Non-Hispanic",0.76277,0.78604,0.73949,2
2021,08,051,all,All,0.63491,0.65187,0.61795,2
2021,08,051,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,08,051,race-ethnicity,Hispanic,0.50463,0.56373,0.44554,2
2021,08,051,race-ethnicity,Other Races and Ethnicities,0.57621,0.64196,0.51046,2
2021,08,051,race-ethnicity,"White, Non-Hispanic",0.65460,0.67287,0.63633,2
2021,08,053,all,All,0.63491,0.65187,0.61795,2
2021,08,053,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,08,053,race-ethnicity,Hispanic,0.50463,0.56373,0.44554,2
2021,08,053,race-ethnicity,Other Races and Ethnicities,0.57621,0.64196,0.51046,2
2021,08,053,race-ethnicity,"White, Non-Hispanic",0.65460,0.67287,0.63633,2
2021,08,055,all,All,0.58589,0.60647,0.56531,2
2021,08,055,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,08,055,race-ethnicity,Hispanic,0.51777,0.59568,0.43985,2
2021,08,055,race-ethnicity,Other Races and Ethnicities,0.49926,0.61095,0.38758,3
2021,08,055,race-ethnicity,"White, Non-Hispanic",0.59649,0.61821,0.57476,2
2021,08,057,all,All,0.75359,0.77530,0.73188,2
2021,08,057,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,08,057,race-ethnicity,Hispanic,0.69556,0.76578,0.62535,2
2021,08,057,race-ethnicity,Other Races and Ethnicities,0.73532,0.84789,0.62275,3
2021,08,057,race-ethnicity,"White, Non-Hispanic",0.76277,0.78604,0.73949,2
2021,08,059,all,All,0.81842,0.82346,0.81338,1
2021,08,059,race-ethnicity,"Black, Non-Hispanic",0.76424,0.82961,0.69888,1
2021,08,059,race-ethnicity,Hispanic,0.73199,0.75149,0.71249,1
2021,08,059,race-ethnicity,Other Races and Ethnicities,0.84868,0.86792,0.82945,1
2021,08,059,race-ethnicity,"White, Non-Hispanic",0.83092,0.83625,0.82559,1
2021,08,061,all,All,0.55615,0.57147,0.54084,2
2021,08,061,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,08,061,race-ethnicity,Hispanic,0.50410,0.55478,0.45343,2
2021,08,061,race-ethnicity,Other Races and Ethnicities,0.54258,0.63526,0.44990,2
2021,08,061,race-ethnicity,"White, Non-Hispanic",0.56754,0.58384,0.55124,2
2021,08,063,all,All,0.55615,0.57147,0.54084,2
2021,08,063,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,08,063,race-ethnicity,Hispanic,0.50410,0.55478,0.45343,2
2021,08,063,race-ethnicity,Other Races and Ethnicities,0.54258,0.63526,0.44990,2
2021,08,063,race-ethnicity,"White, Non-Hispanic",0.56754,0.58384,0.55124,2
2021,08,065,all,All,0.58589,0.60647,0.56531,2
2021,08,065,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,08,065,race-ethnicity,Hispanic,0.51777,0.59568,0.43985,2
2021,08,065,race-ethnicity,Other Races and Ethnicities,0.49926,0.61095,0.38758,3
2021,08,065,race-ethnicity,"White, Non-Hispanic",0.59649,0.61821,0.57476,2
2021,08,067,all,All,0.63491,0.65187,0.61795,2
2021,08,067,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,08,067,race-ethnicity,Hispanic,0.50463,0.56373,0.44554,2
2021,08,067,race-ethnicity,Other Races and Ethnicities,0.57621,0.64196,0.51046,2
2021,08,067,race-ethnicity,"White, Non-Hispanic",0.65460,0.67287,0.63633,2
2021,08,069,all,All,0.79570,0.80552,0.78587,1
2021,08,069,race-ethnicity,"Black, Non-Hispanic",0.79830,0.94189,0.65470,3
2021,08,069,race-ethnicity,Hispanic,0.74651,0.78930,0.70372,1
2021,08,069,race-ethnicity,Other Races and Ethnicities,0.78309,0.82868,0.73750,1
2021,08,069,race-ethnicity,"White, Non-Hispanic",0.80126,0.81159,0.79093,1
2021,08,071,all,All,0.52948,0.54686,0.51210,2
2021,08,071,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,08,071,race-ethnicity,Hispanic,0.50291,0.53569,0.47014,2
2021,08,071,race-ethnicity,Other Races and Ethnicities,0.51007,0.60225,0.41790,2
2021,08,071,race-ethnicity,"White, Non-Hispanic",0.54430,0.56534,0.52325,2
2021,08,073,all,All,0.55615,0.57147,0.54084,2
2021,08,073,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,08,073,race-ethnicity,Hispanic,0.50410,0.55478,0.45343,2
2021,08,073,race-ethnicity,Other Races and Ethnicities,0.54258,0.63526,0.44990,2
2021,08,073,race-ethnicity,"White, Non-Hispanic",0.56754,0.58384,0.55124,2
2021,08,075,all,All,0.55615,0.57147,0.54084,2
2021,08,075,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,08,075,race-ethnicity,Hispanic,0.50410,0.55478,0.45343,2
2021,08,075,race-ethnicity,Other Races and Ethnicities,0.54258,0.63526,0.44990,2
2021,08,075,race-ethnicity,"White, Non-Hispanic",0.56754,0.58384,0.55124,2
2021,08,077,all,All,0.75718,0.76928,0.74508,1
2021,08,077,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,08,077,race-ethnicity,Hispanic,0.70998,0.75573,0.66424,1
2021,08,077,race-ethnicity,Other Races and Ethnicities,0.78425,0.84860,0.71991,1
2021,08,077,race-ethnicity,"White, Non-Hispanic",0.76228,0.77504,0.74952,1
2021,08,079,all,All,0.52948,0.54686,0.51210,2
2021,08,079,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,08,079,race-ethnicity,Hispanic,0.50291,0.53569,0.47014,2
2021,08,079,race-ethnicity,Other Races and Ethnicities,0.51007,0.60225,0.41790,2
2021,08,079,race-ethnicity,"White, Non-Hispanic",0.54430,0.56534,0.52325,2
2021,08,081,all,All,0.64713,0.66848,0.62578,2
2021,08,081,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,08,081,race-ethnicity,Hispanic,0.57805,0.65101,0.50509,2
2021,08,081,race-ethnicity,Other Races and Ethnicities,0.65553,0.75538,0.55567,3
2021,08,081,race-ethnicity,"White, Non-Hispanic",0.65908,0.68192,0.63625,2
2021,08,083,all,All,0.63491,0.65187,0.61795,2
2021,08,083,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,08,083,race-ethnicity,Hispanic,0.50463,0.56373,0.44554,2
2021,08,083,race-ethnicity,Other Races and Ethnicities,0.57621,0.64196,0.51046,2
2021,08,083,race-ethnicity,"White, Non-Hispanic",0.65460,0.67287,0.63633,2
2021,08,085,all,All,0.56913,0.58812,0.55014,2
2021,08,085,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,08,085,race-ethnicity,Hispanic,0.44381,0.51619,0.37143,2
2021,08,085,race-ethnicity,Other Races and Ethnicities,0.55579,0.67057,0.44102,3
2021,08,085,race-ethnicity,"White, Non-Hispanic",0.58498,0.60487,0.56508,2
2021,08,087,all,All,0.55615,0.57147,0.54084,2
2021,08,087,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,08,087,race-ethnicity,Hispanic,0.50410,0.55478,0.45343,2
2021,08,087,race-ethnicity,Other Races and Ethnicities,0.54258,0.63526,0.44990,2
2021,08,087,race-ethnicity,"White, Non-Hispanic",0.56754,0.58384,0.55124,2
2021,08,089,all,All,0.52948,0.54686,0.51210,2
2021,08,089,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,08,089,race-ethnicity,Hispanic,0.50291,0.53569,0.47014,2
2021,08,089,race-ethnicity,Other Races and Ethnicities,0.51007,0.60225,0.41790,2
2021,08,089,race-ethnicity,"White, Non-Hispanic",0.54430,0.56534,0.52325,2
2021,08,091,all,All,0.56913,0.58812,0.55014,2
2021,08,091,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,08,091,race-ethnicity,Hispanic,0.44381,0.51619,0.37143,2
2021,08,091,race-ethnicity,Other Races and Ethnicities,0.55579,0.67057,0.44102,3
2021,08,091,race-ethnicity,"White, Non-Hispanic",0.58498,0.60487,0.56508,2
2021,08,093,all,All,0.58589,0.60647,0.56531,2
2021,08,093,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,08,093,race-ethnicity,Hispanic,0.51777,0.59568,0.43985,2
2021,08,093,race-ethnicity,Other Races and Ethnicities,0.49926,0.61095,0.38758,3
2021,08,093,race-ethnicity,"White, Non-Hispanic",0.59649,0.61821,0.57476,2
2021,08,095,all,All,0.55615,0.57147,0.54084,2
2021,08,095,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,08,095,race-ethnicity,Hispanic,0.50410,0.55478,0.45343,2
2021,08,095,race-ethnicity,Other Races and Ethnicities,0.54258,0.63526,0.44990,2
2021,08,095,race-ethnicity,"White, Non-Hispanic",0.56754,0.58384,0.55124,2
2021,08,097,all,All,0.75359,0.77530,0.73188,2
2021,08,097,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,08,097,race-ethnicity,Hispanic,0.69556,0.76578,0.62535,2
2021,08,097,race-ethnicity,Other Races and Ethnicities,0.73532,0.84789,0.62275,3
2021,08,097,race-ethnicity,"White, Non-Hispanic",0.76277,0.78604,0.73949,2
2021,08,099,all,All,0.52948,0.54686,0.51210,2
2021,08,099,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,08,099,race-ethnicity,Hispanic,0.50291,0.53569,0.47014,2
2021,08,099,race-ethnicity,Other Races and Ethnicities,0.51007,0.60225,0.41790,2
2021,08,099,race-ethnicity,"White, Non-Hispanic",0.54430,0.56534,0.52325,2
2021,08,101,all,All,0.66285,0.67265,0.65304,1
2021,08,101,race-ethnicity,"Black, Non-Hispanic",0.65232,0.76232,0.54231,3
2021,08,101,race-ethnicity,Hispanic,0.62069,0.64107,0.60032,1
2021,08,101,race-ethnicity,Other Races and Ethnicities,0.73318,0.78134,0.68502,1
2021,08,101,race-ethnicity,"White, Non-Hispanic",0.68770,0.69910,0.67631,1
2021,08,103,all,All,0.64713,0.66848,0.62578,2
2021,08,103,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,08,103,race-ethnicity,Hispanic,0.57805,0.65101,0.50509,2
2021,08,103,race-ethnicity,Other Races and Ethnicities,0.65553,0.75538,0.55567,3
2021,08,103,race-ethnicity,"White, Non-Hispanic",0.65908,0.68192,0.63625,2
2021,08,105,all,All,0.52948,0.54686,0.51210,2
2021,08,105,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,08,105,race-ethnicity,Hispanic,0.50291,0.53569,0.47014,2
2021,08,105,race-ethnicity,Other Races and Ethnicities,0.51007,0.60225,0.41790,2
2021,08,105,race-ethnicity,"White, Non-Hispanic",0.54430,0.56534,0.52325,2
2021,08,107,all,All,0.64713,0.66848,0.62578,2
2021,08,107,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,08,107,race-ethnicity,Hispanic,0.57805,0.65101,0.50509,2
2021,08,107,race-ethnicity,Other Races and Ethnicities,0.65553,0.75538,0.55567,3
2021,08,107,race-ethnicity,"White, Non-Hispanic",0.65908,0.68192,0.63625,2
2021,08,109,all,All,0.52948,0.54686,0.51210,2
2021,08,109,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,08,109,race-ethnicity,Hispanic,0.50291,0.53569,0.47014,2
2021,08,109,race-ethnicity,Other Races and Ethnicities,0.51007,0.60225,0.41790,2
2021,08,109,race-ethnicity,"White, Non-Hispanic",0.54430,0.56534,0.52325,2
2021,08,111,all,All,0.63491,0.65187,0.61795,2
2021,08,111,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,08,111,race-ethnicity,Hispanic,0.50463,0.56373,0.44554,2
2021,08,111,race-ethnicity,Other Races and Ethnicities,0.57621,0.64196,0.51046,2
2021,08,111,race-ethnicity,"White, Non-Hispanic",0.65460,0.67287,0.63633,2
2021,08,113,all,All,0.56913,0.58812,0.55014,2
2021,08,113,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,08,113,race-ethnicity,Hispanic,0.44381,0.51619,0.37143,2
2021,08,113,race-ethnicity,Other Races and Ethnicities,0.55579,0.67057,0.44102,3
2021,08,113,race-ethnicity,"White, Non-Hispanic",0.58498,0.60487,0.56508,2
2021,08,115,all,All,0.55615,0.57147,0.54084,2
2021,08,115,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,08,115,race-ethnicity,Hispanic,0.50410,0.55478,0.45343,2
2021,08,115,race-ethnicity,Other Races and Ethnicities,0.54258,0.63526,0.44990,2
2021,08,115,race-ethnicity,"White, Non-Hispanic",0.56754,0.58384,0.55124,2
2021,08,117,all,All,0.75359,0.77530,0.73188,2
2021,08,117,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,08,117,race-ethnicity,Hispanic,0.69556,0.76578,0.62535,2
2021,08,117,race-ethnicity,Other Races and Ethnicities,0.73532,0.84789,0.62275,3
2021,08,117,race-ethnicity,"White, Non-Hispanic",0.76277,0.78604,0.73949,2
2021,08,119,all,All,0.73973,0.75927,0.72020,2
2021,08,119,race-ethnicity,"Black, Non-Hispanic",0.85824,0.94304,0.77345,3
2021,08,119,race-ethnicity,Hispanic,0.86489,0.92192,0.80785,2
2021,08,119,race-ethnicity,Other Races and Ethnicities,0.76310,0.84292,0.68328,2
2021,08,119,race-ethnicity,"White, Non-Hispanic",0.70983,0.73189,0.68778,2
2021,08,121,all,All,0.55615,0.57147,0.54084,2
2021,08,121,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,08,121,race-ethnicity,Hispanic,0.50410,0.55478,0.45343,2
2021,08,121,race-ethnicity,Other Races and Ethnicities,0.54258,0.63526,0.44990,2
2021,08,121,race-ethnicity,"White, Non-Hispanic",0.56754,0.58384,0.55124,2
2021,08,123,all,All,0.75265,0.75982,0.74549,1
2021,08,123,race-ethnicity,"Black, Non-Hispanic",0.67613,0.74567,0.60660,1
2021,08,123,race-ethnicity,Hispanic,0.68024,0.70198,0.65849,1
2021,08,123,race-ethnicity,Other Races and Ethnicities,0.73341,0.76816,0.69866,1
2021,08,123,race-ethnicity,"White, Non-Hispanic",0.77793,0.78557,0.77029,1
2021,08,125,all,All,0.55615,0.57147,0.54084,2
2021,08,125,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,08,125,race-ethnicity,Hispanic,0.50410,0.55478,0.45343,2
2021,08,125,race-ethnicity,Other Races and Ethnicities,0.54258,0.63526,0.44990,2
2021,08,125,race-ethnicity,"White, Non-Hispanic",0.56754,0.58384,0.55124,2
2021,09,001,all,All,0.81403,0.81982,0.80824,1
2021,09,001,race-ethnicity,"Black, Non-Hispanic",0.70227,0.72791,0.67664,1
2021,09,001,race-ethnicity,Hispanic,0.71481,0.73400,0.69561,1
2021,09,001,race-ethnicity,Other Races and Ethnicities,0.87919,0.89755,0.86083,1
2021,09,001,race-ethnicity,"White, Non-Hispanic",0.84972,0.85592,0.84353,1
2021,09,003,all,All,0.75892,0.76524,0.75261,1
2021,09,003,race-ethnicity,"Black, Non-Hispanic",0.68643,0.70908,0.66377,1
2021,09,003,race-ethnicity,Hispanic,0.63388,0.65465,0.61310,1
2021,09,003,race-ethnicity,Other Races and Ethnicities,0.81908,0.84078,0.79738,1
2021,09,003,race-ethnicity,"White, Non-Hispanic",0.79552,0.80253,0.78851,1
2021,09,005,all,All,0.80926,0.82075,0.79776,1
2021,09,005,race-ethnicity,"Black, Non-Hispanic",0.71068,0.84466,0.57669,3
2021,09,005,race-ethnicity,Hispanic,0.81002,0.87239,0.74766,1
2021,09,005,race-ethnicity,Other Races and Ethnicities,0.84176,0.90600,0.77752,1
2021,09,005,race-ethnicity,"White, Non-Hispanic",0.80977,0.82169,0.79786,1
2021,09,007,all,All,0.80081,0.81450,0.78712,1
2021,09,007,race-ethnicity,"Black, Non-Hispanic",0.65257,0.74498,0.56016,1
2021,09,007,race-ethnicity,Hispanic,0.74684,0.81966,0.67403,1
2021,09,007,race-ethnicity,Other Races and Ethnicities,0.82063,0.88287,0.75840,1
2021,09,007,race-ethnicity,"White, Non-Hispanic",0.81134,0.82562,0.79706,1
2021,09,009,all,All,0.75772,0.76459,0.75086,1
2021,09,009,race-ethnicity,"Black, Non-Hispanic",0.71291,0.73676,0.68906,1
2021,09,009,race-ethnicity,Hispanic,0.65425,0.67677,0.63173,1
2021,09,009,race-ethnicity,Other Races and Ethnicities,0.82649,0.85135,0.80162,1
2021,09,009,race-ethnicity,"White, Non-Hispanic",0.78454,0.79223,0.77685,1
2021,09,011,all,All,0.78140,0.79199,0.77082,1
2021,09,011,race-ethnicity,"Black, Non-Hispanic",0.62290,0.69662,0.54917,1
2021,09,011,race-ethnicity,Hispanic,0.69021,0.74026,0.64017,1
2021,09,011,race-ethnicity,Other Races and Ethnicities,0.83515,0.87226,0.79804,1
2021,09,011,race-ethnicity,"White, Non-Hispanic",0.79541,0.80661,0.78420,1
2021,09,013,all,All,0.81021,0.82522,0.79520,1
2021,09,013,race-ethnicity,"Black, Non-Hispanic",0.67131,0.81510,0.52753,3
2021,09,013,race-ethnicity,Hispanic,0.81414,0.90159,0.72668,3
2021,09,013,race-ethnicity,Other Races and Ethnicities,0.76186,0.83217,0.69155,1
2021,09,013,race-ethnicity,"White, Non-Hispanic",0.81808,0.83363,0.80253,1
2021,09,015,all,All,0.77376,0.79067,0.75685,1
2021,09,015,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,09,015,race-ethnicity,Hispanic,0.77228,0.84200,0.70256,1
2021,09,015,race-ethnicity,Other Races and Ethnicities,0.89366,0.95700,0.83032,3
2021,09,015,race-ethnicity,"White, Non-Hispanic",0.77258,0.79048,0.75468,1
2021,10,001,all,All,0.70012,0.71644,0.68381,1
2021,10,001,race-ethnicity,"Black, Non-Hispanic",0.65798,0.69737,0.61858,1
2021,10,001,race-ethnicity,Hispanic,0.61225,0.69413,0.53036,1
2021,10,001,race-ethnicity,Other Races and Ethnicities,0.76920,0.83059,0.70782,1
2021,10,001,race-ethnicity,"White, Non-Hispanic",0.71830,0.73729,0.69931,1
2021,10,003,all,All,0.82494,0.83252,0.81735,1
2021,10,003,race-ethnicity,"Black, Non-Hispanic",0.74955,0.76991,0.72920,1
2021,10,003,race-ethnicity,Hispanic,0.77541,0.80976,0.74106,1
2021,10,003,race-ethnicity,Other Races and Ethnicities,0.87114,0.89622,0.84607,1
2021,10,003,race-ethnicity,"White, Non-Hispanic",0.85564,0.86409,0.84719,1
2021,10,005,all,All,0.68279,0.69459,0.67099,1
2021,10,005,race-ethnicity,"Black, Non-Hispanic",0.53257,0.58190,0.48324,1
2021,10,005,race-ethnicity,Hispanic,0.54884,0.61444,0.48323,1
2021,10,005,race-ethnicity,Other Races and Ethnicities,0.70441,0.76998,0.63883,1
2021,10,005,race-ethnicity,"White, Non-Hispanic",0.70826,0.72065,0.69588,1
2021,11,001,all,All,0.76414,0.77107,0.75720,1
2021,11,001,race-ethnicity,"Black, Non-Hispanic",0.62561,0.63885,0.61237,1
2021,11,001,race-ethnicity,Hispanic,0.72422,0.75175,0.69668,1
2021,11,001,race-ethnicity,Other Races and Ethnicities,0.82899,0.85033,0.80765,1
2021,11,001,race-ethnicity,"White, Non-Hispanic",0.90200,0.90893,0.89506,1
2021,12,001,all,All,0.74908,0.76120,0.73696,1
2021,12,001,race-ethnicity,"Black, Non-Hispanic",0.60161,0.63916,0.56406,1
2021,12,001,race-ethnicity,Hispanic,0.70667,0.75145,0.66188,1
2021,12,001,race-ethnicity,Other Races and Ethnicities,0.83021,0.86505,0.79536,1
2021,12,001,race-ethnicity,"White, Non-Hispanic",0.78452,0.79831,0.77074,1
2021,12,003,all,All,0.65150,0.67243,0.63057,2
2021,12,003,race-ethnicity,"Black, Non-Hispanic",0.42998,0.53523,0.32473,3
2021,12,003,race-ethnicity,Hispanic,0.58040,0.70851,0.45228,3
2021,12,003,race-ethnicity,Other Races and Ethnicities,0.78523,0.89184,0.67861,3
2021,12,003,race-ethnicity,"White, Non-Hispanic",0.66368,0.68555,0.64181,2
2021,12,005,all,All,0.66509,0.67695,0.65323,2
2021,12,005,race-ethnicity,"Black, Non-Hispanic",0.57647,0.62765,0.52528,2
2021,12,005,race-ethnicity,Hispanic,0.61351,0.67486,0.55216,2
2021,12,005,race-ethnicity,Other Races and Ethnicities,0.66279,0.71768,0.60790,2
2021,12,005,race-ethnicity,"White, Non-Hispanic",0.67677,0.68948,0.66405,2
2021,12,007,all,All,0.50627,0.52184,0.49071,2
2021,12,007,race-ethnicity,"Black, Non-Hispanic",0.39232,0.44492,0.33972,2
2021,12,007,race-ethnicity,Hispanic,0.51213,0.59186,0.43240,2
2021,12,007,race-ethnicity,Other Races and Ethnicities,0.51992,0.59547,0.44437,2
2021,12,007,race-ethnicity,"White, Non-Hispanic",0.52043,0.53744,0.50342,2
2021,12,009,all,All,0.79356,0.80093,0.78619,1
2021,12,009,race-ethnicity,"Black, Non-Hispanic",0.67745,0.71290,0.64200,1
2021,12,009,race-ethnicity,Hispanic,0.79814,0.82691,0.76938,1
2021,12,009,race-ethnicity,Other Races and Ethnicities,0.84048,0.87162,0.80933,1
2021,12,009,race-ethnicity,"White, Non-Hispanic",0.80348,0.81142,0.79555,1
2021,12,011,all,All,0.76456,0.76923,0.75989,1
2021,12,011,race-ethnicity,"Black, Non-Hispanic",0.70283,0.71440,0.69126,1
2021,12,011,race-ethnicity,Hispanic,0.77491,0.78415,0.76566,1
2021,12,011,race-ethnicity,Other Races and Ethnicities,0.81367,0.83085,0.79649,1
2021,12,011,race-ethnicity,"White, Non-Hispanic",0.78535,0.79172,0.77897,1
2021,12,013,all,All,0.51973,0.53493,0.50454,2
2021,12,013,race-ethnicity,"Black, Non-Hispanic",0.41590,0.44903,0.38276,2
2021,12,013,race-ethnicity,Hispanic,0.48895,0.57693,0.40096,2
2021,12,013,race-ethnicity,Other Races and Ethnicities,0.44852,0.53825,0.35878,2
2021,12,013,race-ethnicity,"White, Non-Hispanic",0.56213,0.57970,0.54456,2
2021,12,015,all,All,0.73534,0.74885,0.72184,1
2021,12,015,race-ethnicity,"Black, Non-Hispanic",0.66220,0.75537,0.56904,3
2021,12,015,race-ethnicity,Hispanic,0.68622,0.75790,0.61454,1
2021,12,015,race-ethnicity,Other Races and Ethnicities,0.78346,0.86114,0.70578,1
2021,12,015,race-ethnicity,"White, Non-Hispanic",0.74060,0.75467,0.72653,1
2021,12,017,all,All,0.72252,0.73874,0.70629,1
2021,12,017,race-ethnicity,"Black, Non-Hispanic",0.62842,0.77285,0.48398,3
2021,12,017,race-ethnicity,Hispanic,0.73074,0.82238,0.63909,3
2021,12,017,race-ethnicity,Other Races and Ethnicities,0.69464,0.78825,0.60104,3
2021,12,017,race-ethnicity,"White, Non-Hispanic",0.72514,0.74198,0.70830,1
2021,12,019,all,All,0.77495,0.78984,0.76007,1
2021,12,019,race-ethnicity,"Black, Non-Hispanic",0.78470,0.83951,0.72988,1
2021,12,019,race-ethnicity,Hispanic,0.73342,0.79597,0.67088,1
2021,12,019,race-ethnicity,Other Races and Ethnicities,0.81218,0.86956,0.75480,1
2021,12,019,race-ethnicity,"White, Non-Hispanic",0.77547,0.79203,0.75891,1
2021,12,021,all,All,0.78883,0.79833,0.77934,1
2021,12,021,race-ethnicity,"Black, Non-Hispanic",0.70985,0.76645,0.65325,1
2021,12,021,race-ethnicity,Hispanic,0.72796,0.75604,0.69988,1
2021,12,021,race-ethnicity,Other Races and Ethnicities,0.82251,0.88190,0.76312,1
2021,12,021,race-ethnicity,"White, Non-Hispanic",0.80933,0.81950,0.79916,1
2021,12,023,all,All,0.50627,0.52184,0.49071,2
2021,12,023,race-ethnicity,"Black, Non-Hispanic",0.39232,0.44492,0.33972,2
2021,12,023,race-ethnicity,Hispanic,0.51213,0.59186,0.43240,2
2021,12,023,race-ethnicity,Other Races and Ethnicities,0.51992,0.59547,0.44437,2
2021,12,023,race-ethnicity,"White, Non-Hispanic",0.52043,0.53744,0.50342,2
2021,12,027,all,All,0.57974,0.59726,0.56221,2
2021,12,027,race-ethnicity,"Black, Non-Hispanic",0.49918,0.56796,0.43040,2
2021,12,027,race-ethnicity,Hispanic,0.49867,0.54503,0.45232,2
2021,12,027,race-ethnicity,Other Races and Ethnicities,0.85386,0.92852,0.77921,3
2021,12,027,race-ethnicity,"White, Non-Hispanic",0.60152,0.62148,0.58156,2
2021,12,029,all,All,0.50627,0.52184,0.49071,2
2021,12,029,race-ethnicity,"Black, Non-Hispanic",0.39232,0.44492,0.33972,2
2021,12,029,race-ethnicity,Hispanic,0.51213,0.59186,0.43240,2
2021,12,029,race-ethnicity,Other Races and Ethnicities,0.51992,0.59547,0.44437,2
2021,12,029,race-ethnicity,"White, Non-Hispanic",0.52043,0.53744,0.50342,2
2021,12,031,all,All,0.70249,0.70942,0.69555,1
2021,12,031,race-ethnicity,"Black, Non-Hispanic",0.58322,0.59865,0.56778,1
2021,12,031,race-ethnicity,Hispanic,0.70149,0.72705,0.67594,1
2021,12,031,race-ethnicity,Other Races and Ethnicities,0.75575,0.78081,0.73069,1
2021,12,031,race-ethnicity,"White, Non-Hispanic",0.75630,0.76454,0.74805,1
2021,12,033,all,All,0.74460,0.75522,0.73397,1
2021,12,033,race-ethnicity,"Black, Non-Hispanic",0.65209,0.68086,0.62332,1
2021,12,033,race-ethnicity,Hispanic,0.70536,0.76143,0.64930,1
2021,12,033,race-ethnicity,Other Races and Ethnicities,0.77229,0.81220,0.73237,1
2021,12,033,race-ethnicity,"White, Non-Hispanic",0.77327,0.78519,0.76135,1
2021,12,035,all,All,0.60714,0.62617,0.58811,1
2021,12,035,race-ethnicity,"Black, Non-Hispanic",0.45765,0.53819,0.37711,1
2021,12,035,race-ethnicity,Hispanic,0.48507,0.56641,0.40372,1
2021,12,035,race-ethnicity,Other Races and Ethnicities,0.75202,0.84785,0.65618,3
2021,12,035,race-ethnicity,"White, Non-Hispanic",0.62749,0.64788,0.60710,1
2021,12,037,all,All,0.51973,0.53493,0.50454,2
2021,12,037,race-ethnicity,"Black, Non-Hispanic",0.41590,0.44903,0.38276,2
2021,12,037,race-ethnicity,Hispanic,0.48895,0.57693,0.40096,2
2021,12,037,race-ethnicity,Other Races and Ethnicities,0.44852,0.53825,0.35878,2
2021,12,037,race-ethnicity,"White, Non-Hispanic",0.56213,0.57970,0.54456,2
2021,12,039,all,All,0.51973,0.53493,0.50454,2
2021,12,039,race-ethnicity,"Black, Non-Hispanic",0.41590,0.44903,0.38276,2
2021,12,039,race-ethnicity,Hispanic,0.48895,0.57693,0.40096,2
2021,12,039,race-ethnicity,Other Races and Ethnicities,0.44852,0.53825,0.35878,2
2021,12,039,race-ethnicity,"White, Non-Hispanic",0.56213,0.57970,0.54456,2
2021,12,041,all,All,0.50627,0.52184,0.49071,2
2021,12,041,race-ethnicity,"Black, Non-Hispanic",0.39232,0.44492,0.33972,2
2021,12,041,race-ethnicity,Hispanic,0.51213,0.59186,0.43240,2
2021,12,041,race-ethnicity,Other Races and Ethnicities,0.51992,0.59547,0.44437,2
2021,12,041,race-ethnicity,"White, Non-Hispanic",0.52043,0.53744,0.50342,2
2021,12,043,all,All,0.54446,0.56779,0.52112,2
