year,state,county,lbw,lbw_lb,lbw_ub,lbw_quality
2018,1,1,.10073359,.09678819,.10467898,3
2018,1,3,.085664339,.074196517,.097132161,1
2018,1,5,.10073359,.09678819,.10467898,3
2018,1,7,.10073359,.09678819,.10467898,3
2018,1,9,.10073359,.09678819,.10467898,3
2018,1,11,.10073359,.09678819,.10467898,3
2018,1,13,.10073359,.09678819,.10467898,3
2018,1,15,.098023713,.081637673,.11440975,1
2018,1,17,.10073359,.09678819,.10467898,3
2018,1,19,.10073359,.09678819,.10467898,3
2018,1,21,.10073359,.09678819,.10467898,3
2018,1,23,.10073359,.09678819,.10467898,3
2018,1,25,.10073359,.09678819,.10467898,3
2018,1,27,.10073359,.09678819,.10467898,3
2018,1,29,.10073359,.09678819,.10467898,3
2018,1,31,.10073359,.09678819,.10467898,3
2018,1,33,.10073359,.09678819,.10467898,3
2018,1,35,.10073359,.09678819,.10467898,3
2018,1,37,.10073359,.09678819,.10467898,3
2018,1,39,.10073359,.09678819,.10467898,3
2018,1,41,.10073359,.09678819,.10467898,3
2018,1,43,.10073359,.09678819,.10467898,3
2018,1,45,.10073359,.09678819,.10467898,3
2018,1,47,.10073359,.09678819,.10467898,3
2018,1,49,.10073359,.09678819,.10467898,3
2018,1,51,.10073359,.09678819,.10467898,3
2018,1,53,.10073359,.09678819,.10467898,3
2018,1,55,.10663308,.089103922,.12416224,1
2018,1,57,.10073359,.09678819,.10467898,3
2018,1,59,.10073359,.09678819,.10467898,3
2018,1,61,.10073359,.09678819,.10467898,3
2018,1,63,.10073359,.09678819,.10467898,3
2018,1,65,.10073359,.09678819,.10467898,3
2018,1,67,.10073359,.09678819,.10467898,3
2018,1,69,.10672515,.090363055,.12308724,1
2018,1,71,.10073359,.09678819,.10467898,3
2018,1,73,.11694936,.11008961,.12380911,1
2018,1,75,.10073359,.09678819,.10467898,3
2018,1,77,.10073359,.09678819,.10467898,3
2018,1,79,.10073359,.09678819,.10467898,3
2018,1,81,.098342538,.084623985,.11206109,1
2018,1,83,.10073359,.09678819,.10467898,3
2018,1,85,.10073359,.09678819,.10467898,3
2018,1,87,.10073359,.09678819,.10467898,3
2018,1,89,.10607839,.096832179,.11532459,1
2018,1,91,.10073359,.09678819,.10467898,3
2018,1,93,.10073359,.09678819,.10467898,3
2018,1,95,.10073359,.09678819,.10467898,3
2018,1,97,.1298233,.12097731,.13866928,1
2018,1,99,.10073359,.09678819,.10467898,3
2018,1,101,.1351179,.12315699,.14707883,1
2018,1,103,.092877097,.077843189,.10791101,1
2018,1,105,.10073359,.09678819,.10467898,3
2018,1,107,.10073359,.09678819,.10467898,3
2018,1,109,.10073359,.09678819,.10467898,3
2018,1,111,.10073359,.09678819,.10467898,3
2018,1,113,.10073359,.09678819,.10467898,3
2018,1,115,.10073359,.09678819,.10467898,3
2018,1,117,.087633453,.075944446,.099322461,1
2018,1,119,.10073359,.09678819,.10467898,3
2018,1,121,.10073359,.09678819,.10467898,3
2018,1,123,.10073359,.09678819,.10467898,3
2018,1,125,.10370679,.0915116,.11590198,1
2018,1,127,.10073359,.09678819,.10467898,3
2018,1,129,.10073359,.09678819,.10467898,3
2018,1,131,.10073359,.09678819,.10467898,3
2018,1,133,.10073359,.09678819,.10467898,3
2018,2,13,.052890126,.047276679,.058503572,3
2018,2,16,.052890126,.047276679,.058503572,3
2018,2,20,.067203626,.059418123,.074989125,1
2018,2,50,.052890126,.047276679,.058503572,3
