year,state,county,low_birth_weight,low_birth_weight_lb,low_birth_weight_ub,low_birth_weight_quality
2018,01,091,0.10073359,0.09678819,0.10467898,3
2018,01,093,0.10073359,0.09678819,0.10467898,3
2018,01,095,0.10073359,0.09678819,0.10467898,3
2018,01,097,0.1298233,0.12097731,0.13866928,1
2018,01,099,0.10073359,0.09678819,0.10467898,3
2018,01,101,0.1351179,0.12315699,0.14707883,1
2018,01,103,0.092877097,0.077843189,0.10791101,1
2018,01,105,0.10073359,0.09678819,0.10467898,3
2018,01,107,0.10073359,0.09678819,0.10467898,3
2018,01,109,0.10073359,0.09678819,0.10467898,3
2018,01,111,0.10073359,0.09678819,0.10467898,3
2018,01,113,0.10073359,0.09678819,0.10467898,3
2018,01,115,0.10073359,0.09678819,0.10467898,3
2018,01,117,0.087633453,0.075944446,0.099322461,1
2018,01,119,0.10073359,0.09678819,0.10467898,3
2018,01,121,0.10073359,0.09678819,0.10467898,3
2018,01,123,0.10073359,0.09678819,0.10467898,3
2018,01,125,0.10370679,0.0915116,0.11590198,1
2018,01,127,0.10073359,0.09678819,0.10467898,3
2018,01,129,0.10073359,0.09678819,0.10467898,3
2018,01,131,0.10073359,0.09678819,0.10467898,3
2018,01,133,0.10073359,0.09678819,0.10467898,3
2018,02,013,0.052890126,0.047276679,0.058503572,3
2018,02,016,0.052890126,0.047276679,0.058503572,3
2018,02,020,0.067203626,0.059418123,0.074989125,1
2018,02,050,0.052890126,0.047276679,0.058503572,3
2018,02,060,0.052890126,0.047276679,0.058503572,3
2018,02,068,0.052890126,0.047276679,0.058503572,3
2018,02,070,0.052890126,0.047276679,0.058503572,3
2018,02,090,0.052890126,0.047276679,0.058503572,3
2018,02,100,0.052890126,0.047276679,0.058503572,3
2018,02,105,0.052890126,0.047276679,0.058503572,3
2018,02,110,0.052890126,0.047276679,0.058503572,3
2018,02,122,0.052890126,0.047276679,0.058503572,3
2018,02,130,0.052890126,0.047276679,0.058503572,3
2018,02,150,0.052890126,0.047276679,0.058503572,3
2018,02,158,0.052890126,0.047276679,0.058503572,3
2018,02,164,0.052890126,0.047276679,0.058503572,3
2018,02,170,0.052890126,0.047276679,0.058503572,3
2018,02,180,0.052890126,0.047276679,0.058503572,3
2018,02,185,0.052890126,0.047276679,0.058503572,3
2018,02,188,0.052890126,0.047276679,0.058503572,3
2018,02,195,0.052890126,0.047276679,0.058503572,3
2018,02,198,0.052890126,0.047276679,0.058503572,3
2018,02,220,0.052890126,0.047276679,0.058503572,3
2018,02,230,0.052890126,0.047276679,0.058503572,3
2018,02,240,0.052890126,0.047276679,0.058503572,3
2018,02,261,0.052890126,0.047276679,0.058503572,3
2018,02,275,0.052890126,0.047276679,0.058503572,3
2018,02,282,0.052890126,0.047276679,0.058503572,3
2018,02,290,0.052890126,0.047276679,0.058503572,3
2018,04,001,0.084704235,0.074494034,0.094914436,3
2018,04,003,0.077662721,0.063396171,0.091929272,1
2018,04,005,0.075797871,0.062421322,0.08917442,1
2018,04,007,0.084704235,0.074494034,0.094914436,3
2018,04,009,0.084704235,0.074494034,0.094914436,3
2018,04,011,0.084704235,0.074494034,0.094914436,3
2018,04,012,0.084704235,0.074494034,0.094914436,3
2018,04,013,0.074951753,0.072684601,0.077218905,1
2018,04,015,0.069080777,0.057349145,0.08081241,1
2018,04,017,0.09137056,0.076162614,0.10657851,1
2018,04,019,0.083458364,0.078208998,0.08870773,1
2018,04,021,0.072270401,0.064702325,0.079838477,1
2018,04,023,0.084704235,0.074494034,0.094914436,3
2018,04,025,0.06779661,0.056084674,0.07950855,1
2018,04,027,0.06132542,0.052786604,0.069864236,1
2018,05,001,0.096633509,0.092579708,0.10068731,3
2018,05,003,0.096633509,0.092579708,0.10068731,3
2018,05,005,0.096633509,0.092579708,0.10068731,3
2018,05,007,0.085230283,0.07632643,0.094134137,1
2018,05,009,0.096633509,0.092579708,0.10068731,3
2018,05,011,0.096633509,0.092579708,0.10068731,3
2018,05,013,0.096633509,0.092579708,0.10068731,3
2018,05,015,0.096633509,0.092579708,0.10068731,3
2018,05,017,0.096633509,0.092579708,0.10068731,3
2018,05,019,0.096633509,0.092579708,0.10068731,3
2018,05,021,0.096633509,0.092579708,0.10068731,3
2018,05,023,0.096633509,0.092579708,0.10068731,3
2018,05,025,0.096633509,0.092579708,0.10068731,3
2018,05,027,0.096633509,0.092579708,0.10068731,3
2018,05,029,0.096633509,0.092579708,0.10068731,3
2018,05,031,0.096633509,0.092579708,0.10068731,3
2018,05,033,0.096633509,0.092579708,0.10068731,3
2018,05,035,0.096633509,0.092579708,0.10068731,3
2018,05,037,0.096633509,0.092579708,0.10068731,3
2018,05,039,0.096633509,0.092579708,0.10068731,3
2018,05,041,0.096633509,0.092579708,0.10068731,3
2018,05,043,0.096633509,0.092579708,0.10068731,3
2018,05,045,0.068894953,0.055929665,0.081860237,1
2018,05,047,0.096633509,0.092579708,0.10068731,3
2018,05,049,0.096633509,0.092579708,0.10068731,3
2018,05,051,0.096633509,0.092579708,0.10068731,3
2018,05,053,0.096633509,0.092579708,0.10068731,3
2018,05,055,0.096633509,0.092579708,0.10068731,3
2018,05,057,0.096633509,0.092579708,0.10068731,3
2018,05,059,0.096633509,0.092579708,0.10068731,3
2018,05,061,0.096633509,0.092579708,0.10068731,3
2018,05,063,0.096633509,0.092579708,0.10068731,3
2018,05,065,0.096633509,0.092579708,0.10068731,3
2018,05,067,0.096633509,0.092579708,0.10068731,3
2018,05,069,0.096633509,0.092579708,0.10068731,3
2018,05,071,0.096633509,0.092579708,0.10068731,3
2018,05,073,0.096633509,0.092579708,0.10068731,3
2018,05,075,0.096633509,0.092579708,0.10068731,3
2018,05,077,0.096633509,0.092579708,0.10068731,3
2018,05,079,0.096633509,0.092579708,0.10068731,3
2018,05,081,0.096633509,0.092579708,0.10068731,3
2018,05,083,0.096633509,0.092579708,0.10068731,3
2018,05,085,0.096633509,0.092579708,0.10068731,3
2018,05,087,0.096633509,0.092579708,0.10068731,3
2018,05,089,0.096633509,0.092579708,0.10068731,3
2018,05,091,0.096633509,0.092579708,0.10068731,3
2018,05,093,0.096633509,0.092579708,0.10068731,3
2018,05,095,0.096633509,0.092579708,0.10068731,3
2018,05,097,0.096633509,0.092579708,0.10068731,3
2018,05,099,0.096633509,0.092579708,0.10068731,3
2018,05,101,0.096633509,0.092579708,0.10068731,3
2018,05,103,0.096633509,0.092579708,0.10068731,3
2018,05,105,0.096633509,0.092579708,0.10068731,3
2018,05,107,0.096633509,0.092579708,0.10068731,3
2018,05,109,0.096633509,0.092579708,0.10068731,3
2018,05,111,0.096633509,0.092579708,0.10068731,3
2018,05,113,0.096633509,0.092579708,0.10068731,3
2018,05,115,0.096633509,0.092579708,0.10068731,3
2018,05,117,0.096633509,0.092579708,0.10068731,3
2018,05,119,0.11171875,0.10308977,0.12034773,1
2018,05,121,0.096633509,0.092579708,0.10068731,3
2018,05,123,0.096633509,0.092579708,0.10068731,3
2018,05,125,0.076980568,0.062697418,0.091263719,1
2018,05,127,0.096633509,0.092579708,0.10068731,3
2018,05,129,0.096633509,0.092579708,0.10068731,3
2018,05,131,0.078820698,0.065865837,0.091775559,1
2018,05,133,0.096633509,0.092579708,0.10068731,3
2018,05,135,0.096633509,0.092579708,0.10068731,3
2018,05,137,0.096633509,0.092579708,0.10068731,3
2018,05,139,0.096633509,0.092579708,0.10068731,3
2018,05,141,0.096633509,0.092579708,0.10068731,3
2018,05,143,0.081809729,0.072353341,0.091266118,1
2018,05,145,0.096633509,0.092579708,0.10068731,3
2018,05,147,0.096633509,0.092579708,0.10068731,3
2018,05,149,0.096633509,0.092579708,0.10068731,3
2018,06,001,0.072979495,0.069204532,0.076754458,1
2018,06,003,0.067344472,0.062416077,0.072272867,3
2018,06,005,0.067344472,0.062416077,0.072272867,3
2018,06,007,0.057684384,0.048408646,0.066960126,1
2018,06,009,0.067344472,0.062416077,0.072272867,3
2018,06,011,0.067344472,0.062416077,0.072272867,3
2018,06,013,0.067249998,0.062768802,0.071731195,1
2018,06,015,0.067344472,0.062416077,0.072272867,3
2018,06,017,0.066347875,0.054421343,0.078274406,1
2018,06,019,0.075034581,0.070740551,0.079328611,1
2018,06,021,0.067344472,0.062416077,0.072272867,3
2018,06,023,0.065249264,0.052142829,0.0783557,1
2018,06,025,0.055978674,0.047186203,0.064771146,1
2018,06,027,0.067344472,0.062416077,0.072272867,3
2018,06,029,0.073543087,0.069039308,0.078046866,1
2018,06,031,0.066784605,0.056494143,0.077075072,1
2018,06,033,0.067344472,0.062416077,0.072272867,3
2018,06,035,0.067344472,0.062416077,0.072272867,3
2018,06,037,0.073779784,0.072236672,0.075322896,1
2018,06,039,0.06881617,0.057931978,0.079700366,1
2018,06,041,0.05077574,0.041445673,0.060105808,1
2018,06,043,0.067344472,0.062416077,0.072272867,3
2018,06,045,0.067344472,0.062416077,0.072272867,3
2018,06,047,0.056258064000000003,0.049003035,0.063513093,1
2018,06,049,0.067344472,0.062416077,0.072272867,3
2018,06,051,0.067344472,0.062416077,0.072272867,3
2018,06,053,0.06668929,0.060319442,0.073059134,1
2018,06,055,0.069825433,0.055423781,0.084227085,1
2018,06,057,0.067344472,0.062416077,0.072272867,3
2018,06,059,0.062710248,0.060194317,0.065226175,1
2018,06,061,0.059514061,0.05185239,0.067175731,1
2018,06,063,0.067344472,0.062416077,0.072272867,3
2018,06,065,0.071381316,0.068403609,0.074359022,1
2018,06,067,0.067975909,0.064405754,0.071546063,1
2018,06,069,0.067344472,0.062416077,0.072272867,3
2018,06,071,0.078168139,0.075077288,0.08125899,1
2018,06,073,0.070494257,0.067987554,0.07300096,1
2018,06,075,0.069457218,0.064113751,0.074800685,1
2018,06,077,0.07184229,0.066740327,0.076944254,1
2018,06,079,0.058534589,0.049225595,0.067843586,1
2018,06,081,0.061952215,0.056774948,0.067129478,1
2018,06,083,0.067413598,0.060641333,0.074185863,1
2018,06,085,0.068811648,0.065411344,0.072211951,1
2018,06,087,0.060841158,0.051373776,0.070308544,1
2018,06,089,0.060020346,0.049520746,0.070519947,1
2018,06,091,0.067344472,0.062416077,0.072272867,3
2018,06,093,0.067344472,0.062416077,0.072272867,3
2018,06,095,0.071527913,0.064408161,0.078647666,1
2018,06,097,0.061657459,0.054649036,0.068665884,1
2018,06,099,0.06196494,0.056456491,0.067473389,1
2018,06,101,0.067344472,0.062416077,0.072272867,3
2018,06,103,0.067344472,0.062416077,0.072272867,3
2018,06,105,0.067344472,0.062416077,0.072272867,3
2018,06,107,0.070528604,0.064489469,0.076567739,1
2018,06,109,0.067344472,0.062416077,0.072272867,3
2018,06,111,0.060341973,0.055440046,0.0652439,1
2018,06,113,0.050585479,0.041289438,0.05988152,1
2018,06,115,0.067344472,0.062416077,0.072272867,3
2018,08,001,0.087730452,0.080740109,0.094720796,1
2018,08,003,0.096543208,0.090111472,0.10297494,3
2018,08,005,0.10056772,0.093714222,0.10742122,1
2018,08,007,0.096543208,0.090111472,0.10297494,3
2018,08,009,0.096543208,0.090111472,0.10297494,3
2018,08,011,0.096543208,0.090111472,0.10297494,3
2018,08,013,0.077825576,0.067441724,0.088209428,1
2018,08,014,0.096543208,0.090111472,0.10297494,3
2018,08,015,0.096543208,0.090111472,0.10297494,3
2018,08,017,0.096543208,0.090111472,0.10297494,3
2018,08,019,0.096543208,0.090111472,0.10297494,3
2018,08,021,0.096543208,0.090111472,0.10297494,3
2018,08,023,0.096543208,0.090111472,0.10297494,3
2018,08,025,0.096543208,0.090111472,0.10297494,3
2018,08,027,0.096543208,0.090111472,0.10297494,3
2018,08,029,0.096543208,0.090111472,0.10297494,3
2018,08,031,0.096188553,0.090233929,0.10214318,1
2018,08,033,0.096543208,0.090111472,0.10297494,3
2018,08,035,0.091391511,0.081693798,0.10108922,1
2018,08,037,0.096543208,0.090111472,0.10297494,3
2018,08,039,0.096543208,0.090111472,0.10297494,3
2018,08,041,0.095980674,0.08993043,0.10203092,1
2018,08,043,0.096543208,0.090111472,0.10297494,3
2018,08,045,0.096543208,0.090111472,0.10297494,3
2018,08,047,0.096543208,0.090111472,0.10297494,3
2018,08,049,0.096543208,0.090111472,0.10297494,3
2018,08,051,0.096543208,0.090111472,0.10297494,3
2018,08,053,0.096543208,0.090111472,0.10297494,3
2018,08,055,0.096543208,0.090111472,0.10297494,3
2018,08,057,0.096543208,0.090111472,0.10297494,3
2018,08,059,0.087241195,0.079883665,0.094598725,1
2018,08,061,0.096543208,0.090111472,0.10297494,3
2018,08,063,0.096543208,0.090111472,0.10297494,3
2018,08,065,0.096543208,0.090111472,0.10297494,3
2018,08,067,0.096543208,0.090111472,0.10297494,3
2018,08,069,0.090118088,0.08022432,0.10001186,1
2018,08,071,0.096543208,0.090111472,0.10297494,3
2018,08,073,0.096543208,0.090111472,0.10297494,3
2018,08,075,0.096543208,0.090111472,0.10297494,3
2018,08,077,0.09255898,0.078587636,0.10653032,1
2018,08,079,0.096543208,0.090111472,0.10297494,3
2018,08,081,0.096543208,0.090111472,0.10297494,3
2018,08,083,0.096543208,0.090111472,0.10297494,3
2018,08,085,0.096543208,0.090111472,0.10297494,3
2018,08,087,0.096543208,0.090111472,0.10297494,3
2018,08,089,0.096543208,0.090111472,0.10297494,3
2018,08,091,0.096543208,0.090111472,0.10297494,3
2018,08,093,0.096543208,0.090111472,0.10297494,3
2018,08,095,0.096543208,0.090111472,0.10297494,3
2018,08,097,0.096543208,0.090111472,0.10297494,3
2018,08,099,0.096543208,0.090111472,0.10297494,3
2018,08,101,0.12862617,0.11327457,0.14397778,1
2018,08,103,0.096543208,0.090111472,0.10297494,3
2018,08,105,0.096543208,0.090111472,0.10297494,3
2018,08,107,0.096543208,0.090111472,0.10297494,3
2018,08,109,0.096543208,0.090111472,0.10297494,3
2018,08,111,0.096543208,0.090111472,0.10297494,3
2018,08,113,0.096543208,0.090111472,0.10297494,3
2018,08,115,0.096543208,0.090111472,0.10297494,3
2018,08,117,0.096543208,0.090111472,0.10297494,3
2018,08,119,0.096543208,0.090111472,0.10297494,3
2018,08,121,0.096543208,0.090111472,0.10297494,3
2018,08,123,0.086812928,0.07833682,0.095289037,1
2018,08,125,0.096543208,0.090111472,0.10297494,3
2018,09,001,0.070047319,0.064973854,0.075120784,1
2018,09,003,0.081013754,0.075448073,0.086579435,1
2018,09,005,0.065982401,0.052807711,0.079157092,1
2018,09,007,0.075562701,0.060875524,0.090249881,1
2018,09,009,0.077980034,0.072284617,0.083675452,1
2018,09,011,0.072475567,0.0622214,0.082729734,1
2018,09,013,0.074506283,0.059085846,0.08992672,1
2018,09,015,0.096986815,0.079187751,0.11478588,1
2018,10,001,0.090485074,0.078341767,0.10262838,1
2018,10,003,0.091659918,0.084462918,0.098856919,1
2018,10,005,0.081917211,0.070697203,0.09313722,1
2018,11,001,0.099706747,0.09358675,0.10582674,1
2018,12,001,0.11639825,0.10437235,0.12842414,1
2018,12,003,0.088074528,0.083200671,0.092948385,3
2018,12,005,0.080622993,0.069201961,0.092044026,1
2018,12,007,0.088074528,0.083200671,0.092948385,3
2018,12,009,0.079676025,0.072391793,0.086960256,1
2018,12,011,0.096237175,0.092333399,0.10014095,1
2018,12,013,0.088074528,0.083200671,0.092948385,3
2018,12,015,0.091434069,0.073908158,0.10895998,1
2018,12,017,0.079999998,0.063391395,0.096608602,1
2018,12,019,0.081118241,0.069662645,0.092573836,1
2018,12,021,0.074398249,0.06530451,0.083491988,1
2018,12,023,0.088074528,0.083200671,0.092948385,3
2018,12,027,0.088074528,0.083200671,0.092948385,3
2018,12,029,0.088074528,0.083200671,0.092948385,3
2018,12,031,0.1054823,0.10019557,0.11076903,1
2018,12,033,0.092151083,0.08287245,0.10142972,1
2018,12,035,0.088074528,0.083200671,0.092948385,3
2018,12,037,0.088074528,0.083200671,0.092948385,3
2018,12,039,0.088074528,0.083200671,0.092948385,3
2018,12,041,0.088074528,0.083200671,0.092948385,3
2018,12,043,0.088074528,0.083200671,0.092948385,3
2018,12,045,0.088074528,0.083200671,0.092948385,3
2018,12,047,0.088074528,0.083200671,0.092948385,3
2018,12,049,0.088074528,0.083200671,0.092948385,3
2018,12,051,0.088074528,0.083200671,0.092948385,3
2018,12,053,0.077970296,0.064897381,0.091043212,1
2018,12,055,0.088074528,0.083200671,0.092948385,3
2018,12,057,0.089708373,0.085426584,0.093990162,1
2018,12,059,0.088074528,0.083200671,0.092948385,3
2018,12,061,0.074961357,0.060613483,0.08930923,1
2018,12,063,0.088074528,0.083200671,0.092948385,3
2018,12,065,0.088074528,0.083200671,0.092948385,3
2018,12,067,0.088074528,0.083200671,0.092948385,3
2018,12,069,0.084942088,0.075524919,0.094359256,1
2018,12,071,0.078621909,0.072220907,0.085022911,1
2018,12,073,0.099553727,0.088680871,0.11042658,1
2018,12,075,0.088074528,0.083200671,0.092948385,3
2018,12,077,0.088074528,0.083200671,0.092948385,3
2018,12,079,0.088074528,0.083200671,0.092948385,3
2018,12,081,0.073580533,0.064870775,0.082290292,1
2018,12,083,0.089260004,0.07977736,0.098742649,1
2018,12,085,0.075939246,0.061259761,0.09061873,1
2018,12,086,0.082648359,0.079584286,0.085712433,1
2018,12,087,0.088074528,0.083200671,0.092948385,3
2018,12,089,0.088074528,0.083200671,0.092948385,3
2018,12,091,0.085051544,0.07456021,0.095542878,1
2018,12,093,0.088074528,0.083200671,0.092948385,3
2018,12,095,0.085565612,0.081349641,0.089781582,1
2018,12,097,0.082543977,0.074443817,0.090644136,1
2018,12,099,0.08597225,0.081495538,0.090448961,1
2018,12,101,0.07848151,0.071089052,0.085873969,1
2018,12,103,0.079517476,0.073634326,0.085400626,1
2018,12,105,0.089483745,0.083167262,0.095800228,1
2018,12,107,0.088074528,0.083200671,0.092948385,3
2018,12,109,0.06827309,0.057830594,0.078715585,1
2018,12,111,0.092889175,0.08270672,0.10307163,1
2018,12,113,0.07684426,0.065028563,0.088659957,1
2018,12,115,0.075399585,0.065753028,0.085046142,1
2018,12,117,0.073986702,0.066473782,0.081499621,1
2018,12,119,0.088074528,0.083200671,0.092948385,3
2018,12,121,0.088074528,0.083200671,0.092948385,3
2018,12,123,0.088074528,0.083200671,0.092948385,3
2018,12,125,0.088074528,0.083200671,0.092948385,3
2018,12,127,0.084344782,0.076532312,0.092157252,1
2018,12,129,0.088074528,0.083200671,0.092948385,3
2018,12,131,0.088074528,0.083200671,0.092948385,3
2018,12,133,0.088074528,0.083200671,0.092948385,3
2018,13,001,0.10254721,0.099610202,0.10548422,3
2018,13,003,0.10254721,0.099610202,0.10548422,3
2018,13,005,0.10254721,0.099610202,0.10548422,3
2018,13,007,0.10254721,0.099610202,0.10548422,3
2018,13,009,0.10254721,0.099610202,0.10548422,3
2018,13,011,0.10254721,0.099610202,0.10548422,3
2018,13,013,0.10254721,0.099610202,0.10548422,3
2018,13,015,0.075021312,0.059946038,0.090096585,1
2018,13,017,0.10254721,0.099610202,0.10548422,3
2018,13,019,0.10254721,0.099610202,0.10548422,3
2018,13,021,0.13433559,0.11961646,0.14905472,1
2018,13,023,0.10254721,0.099610202,0.10548422,3
2018,13,025,0.10254721,0.099610202,0.10548422,3
2018,13,027,0.10254721,0.099610202,0.10548422,3
2018,13,029,0.10254721,0.099610202,0.10548422,3
2018,13,031,0.10254721,0.099610202,0.10548422,3
2018,13,033,0.10254721,0.099610202,0.10548422,3
2018,13,035,0.10254721,0.099610202,0.10548422,3
2018,13,037,0.10254721,0.099610202,0.10548422,3
2018,13,039,0.10254721,0.099610202,0.10548422,3
2018,13,043,0.10254721,0.099610202,0.10548422,3
2018,13,045,0.090259738,0.075947702,0.10457177,1
2018,13,047,0.10254721,0.099610202,0.10548422,3
2018,13,049,0.10254721,0.099610202,0.10548422,3
2018,13,051,0.10520394,0.095118053,0.11528983,1
2018,13,053,0.10254721,0.099610202,0.10548422,3
2018,13,055,0.10254721,0.099610202,0.10548422,3
2018,13,057,0.071065992,0.06111481,0.081017174,1
2018,13,059,0.099259257,0.083308749,0.11520977,1
2018,13,061,0.10254721,0.099610202,0.10548422,3
2018,13,063,0.12095491,0.11054606,0.13136376,1
2018,13,065,0.10254721,0.099610202,0.10548422,3
2018,13,067,0.087127157,0.081273809,0.092980504,1
2018,13,069,0.10254721,0.099610202,0.10548422,3
2018,13,071,0.10254721,0.099610202,0.10548422,3
2018,13,073,0.072136566,0.060237363,0.084035769,1
2018,13,075,0.10254721,0.099610202,0.10548422,3
2018,13,077,0.093392633,0.079017244,0.10776802,1
2018,13,079,0.10254721,0.099610202,0.10548422,3
2018,13,081,0.10254721,0.099610202,0.10548422,3
2018,13,083,0.10254721,0.099610202,0.10548422,3
2018,13,085,0.10254721,0.099610202,0.10548422,3
2018,13,087,0.10254721,0.099610202,0.10548422,3
2018,13,089,0.10374907,0.097991571,0.10950658,1
2018,13,091,0.10254721,0.099610202,0.10548422,3
2018,13,093,0.10254721,0.099610202,0.10548422,3
2018,13,095,0.10254721,0.099610202,0.10548422,3
2018,13,097,0.11065333,0.095736474,0.12557018,1
2018,13,099,0.10254721,0.099610202,0.10548422,3
2018,13,101,0.10254721,0.099610202,0.10548422,3
2018,13,103,0.10254721,0.099610202,0.10548422,3
2018,13,105,0.10254721,0.099610202,0.10548422,3
2018,13,107,0.10254721,0.099610202,0.10548422,3
2018,13,109,0.10254721,0.099610202,0.10548422,3
2018,13,111,0.10254721,0.099610202,0.10548422,3
2018,13,113,0.096885815,0.077195711,0.11657592,1
2018,13,115,0.10254721,0.099610202,0.10548422,3
2018,13,117,0.072451197,0.061868124,0.08303427,1
2018,13,119,0.10254721,0.099610202,0.10548422,3
2018,13,121,0.11636738,0.11077731,0.12195744,1
2018,13,123,0.10254721,0.099610202,0.10548422,3
2018,13,125,0.10254721,0.099610202,0.10548422,3
2018,13,127,0.10254721,0.099610202,0.10548422,3
2018,13,129,0.10254721,0.099610202,0.10548422,3
2018,13,131,0.10254721,0.099610202,0.10548422,3
2018,13,133,0.10254721,0.099610202,0.10548422,3
2018,13,135,0.096673116,0.091112837,0.10223339,1
2018,13,137,0.10254721,0.099610202,0.10548422,3
2018,13,139,0.062124249,0.052652635,0.071595863,1
2018,13,141,0.10254721,0.099610202,0.10548422,3
2018,13,143,0.10254721,0.099610202,0.10548422,3
2018,13,145,0.10254721,0.099610202,0.10548422,3
2018,13,147,0.10254721,0.099610202,0.10548422,3
2018,13,149,0.10254721,0.099610202,0.10548422,3
2018,13,151,0.11571164,0.1036569,0.12776639,1
2018,13,153,0.087576374,0.075074442,0.10007831,1
2018,13,155,0.10254721,0.099610202,0.10548422,3
2018,13,157,0.10254721,0.099610202,0.10548422,3
2018,13,159,0.10254721,0.099610202,0.10548422,3
2018,13,161,0.10254721,0.099610202,0.10548422,3
2018,13,163,0.10254721,0.099610202,0.10548422,3
2018,13,165,0.10254721,0.099610202,0.10548422,3
2018,13,167,0.10254721,0.099610202,0.10548422,3
2018,13,169,0.10254721,0.099610202,0.10548422,3
2018,13,171,0.10254721,0.099610202,0.10548422,3
2018,13,173,0.10254721,0.099610202,0.10548422,3
2018,13,175,0.10254721,0.099610202,0.10548422,3
2018,13,177,0.10254721,0.099610202,0.10548422,3
2018,13,179,0.10254721,0.099610202,0.10548422,3
2018,13,181,0.10254721,0.099610202,0.10548422,3
2018,13,183,0.10254721,0.099610202,0.10548422,3
2018,13,185,0.12681159,0.11078433,0.14283885,1
2018,13,187,0.10254721,0.099610202,0.10548422,3
2018,13,189,0.10254721,0.099610202,0.10548422,3
2018,13,191,0.10254721,0.099610202,0.10548422,3
2018,13,193,0.10254721,0.099610202,0.10548422,3
2018,13,195,0.10254721,0.099610202,0.10548422,3
2018,13,197,0.10254721,0.099610202,0.10548422,3
2018,13,199,0.10254721,0.099610202,0.10548422,3
2018,13,201,0.10254721,0.099610202,0.10548422,3
2018,13,205,0.10254721,0.099610202,0.10548422,3
2018,13,207,0.10254721,0.099610202,0.10548422,3
2018,13,209,0.10254721,0.099610202,0.10548422,3
2018,13,211,0.10254721,0.099610202,0.10548422,3
2018,13,213,0.10254721,0.099610202,0.10548422,3
2018,13,215,0.1104123,0.09893012,0.12189448,1
2018,13,217,0.10254721,0.099610202,0.10548422,3
2018,13,219,0.10254721,0.099610202,0.10548422,3
2018,13,221,0.10254721,0.099610202,0.10548422,3
2018,13,223,0.081678957,0.068894498,0.094463415,1
2018,13,225,0.10254721,0.099610202,0.10548422,3
2018,13,227,0.10254721,0.099610202,0.10548422,3
2018,13,229,0.10254721,0.099610202,0.10548422,3
2018,13,231,0.10254721,0.099610202,0.10548422,3
2018,13,233,0.10254721,0.099610202,0.10548422,3
2018,13,235,0.10254721,0.099610202,0.10548422,3
2018,13,237,0.10254721,0.099610202,0.10548422,3
2018,13,239,0.10254721,0.099610202,0.10548422,3
2018,13,241,0.10254721,0.099610202,0.10548422,3
2018,13,243,0.10254721,0.099610202,0.10548422,3
2018,13,245,0.12170038,0.10983572,0.13356504,1
2018,13,247,0.10254721,0.099610202,0.10548422,3
2018,13,249,0.10254721,0.099610202,0.10548422,3
2018,13,251,0.10254721,0.099610202,0.10548422,3
2018,13,253,0.10254721,0.099610202,0.10548422,3
2018,13,255,0.10254721,0.099610202,0.10548422,3
2018,13,257,0.10254721,0.099610202,0.10548422,3
