year,state,county,subgroup_type,subgroup,rate_low_birth_weight,rate_low_birth_weight_lb,rate_low_birth_weight_ub,rate_low_birth_weight_quality
2022,01,001,all,All,.098524719,.094688267,.10236117,3
2022,01,001,mothers-education,Less than High School,.11120866,.10066716,.12175017,3
2022,01,001,mothers-education,GED/High School Degree,.10305077,.096620642,.1094809,3
2022,01,001,mothers-education,Some College,.10392458,.095068172,.11278099,3
2022,01,001,mothers-education,College Degree or Higher,.082507245,.075847603,.089166887,3
2022,01,001,race-ethnicity,"Black, Non-Hispanic",.16502301,.15425241,.17579362,3
2022,01,001,race-ethnicity,Hispanic,.076295391,.065785453,.086805329,3
2022,01,001,race-ethnicity,Other Races and Ethnicities,.11287989,.089285076,.1364747,3
2022,01,001,race-ethnicity,"White, Non-Hispanic",.081830524,.077511199,.086149849,3
2022,01,003,all,All,.079810351,.069252431,.090368271,1
2022,01,003,mothers-education,Less than High School,.11363637,.078192152,.14908057,1
2022,01,003,mothers-education,GED/High School Degree,.091780819,.070836514,.11272512,1
2022,01,003,mothers-education,Some College,.078475334,.053517394,.10343327,1
2022,01,003,mothers-education,College Degree or Higher,.062320229,.047649365,.076991096,1
2022,01,003,race-ethnicity,"Black, Non-Hispanic",.11111111,.073624462,.14859776,1
2022,01,003,race-ethnicity,Hispanic,.076219514,.047502674,.10493635,2
2022,01,003,race-ethnicity,Other Races and Ethnicities,,,,
2022,01,003,race-ethnicity,"White, Non-Hispanic",.075708061,.063607782,.087808341,1
2022,01,005,all,All,.098524719,.094688267,.10236117,3
2022,01,005,mothers-education,Less than High School,.11120866,.10066716,.12175017,3
2022,01,005,mothers-education,GED/High School Degree,.10305077,.096620642,.1094809,3
2022,01,005,mothers-education,Some College,.10392458,.095068172,.11278099,3
2022,01,005,mothers-education,College Degree or Higher,.082507245,.075847603,.089166887,3
2022,01,005,race-ethnicity,"Black, Non-Hispanic",.16502301,.15425241,.17579362,3
2022,01,005,race-ethnicity,Hispanic,.076295391,.065785453,.086805329,3
2022,01,005,race-ethnicity,Other Races and Ethnicities,.11287989,.089285076,.1364747,3
2022,01,005,race-ethnicity,"White, Non-Hispanic",.081830524,.077511199,.086149849,3
2022,01,007,all,All,.098524719,.094688267,.10236117,3
2022,01,007,mothers-education,Less than High School,.11120866,.10066716,.12175017,3
2022,01,007,mothers-education,GED/High School Degree,.10305077,.096620642,.1094809,3
2022,01,007,mothers-education,Some College,.10392458,.095068172,.11278099,3
2022,01,007,mothers-education,College Degree or Higher,.082507245,.075847603,.089166887,3
2022,01,007,race-ethnicity,"Black, Non-Hispanic",.16502301,.15425241,.17579362,3
2022,01,007,race-ethnicity,Hispanic,.076295391,.065785453,.086805329,3
2022,01,007,race-ethnicity,Other Races and Ethnicities,.11287989,.089285076,.1364747,3
2022,01,007,race-ethnicity,"White, Non-Hispanic",.081830524,.077511199,.086149849,3
2022,01,009,all,All,.098524719,.094688267,.10236117,3
2022,01,009,mothers-education,Less than High School,.11120866,.10066716,.12175017,3
2022,01,009,mothers-education,GED/High School Degree,.10305077,.096620642,.1094809,3
2022,01,009,mothers-education,Some College,.10392458,.095068172,.11278099,3
2022,01,009,mothers-education,College Degree or Higher,.082507245,.075847603,.089166887,3
2022,01,009,race-ethnicity,"Black, Non-Hispanic",.16502301,.15425241,.17579362,3
2022,01,009,race-ethnicity,Hispanic,.076295391,.065785453,.086805329,3
2022,01,009,race-ethnicity,Other Races and Ethnicities,.11287989,.089285076,.1364747,3
2022,01,009,race-ethnicity,"White, Non-Hispanic",.081830524,.077511199,.086149849,3
2022,01,011,all,All,.098524719,.094688267,.10236117,3
2022,01,011,mothers-education,Less than High School,.11120866,.10066716,.12175017,3
2022,01,011,mothers-education,GED/High School Degree,.10305077,.096620642,.1094809,3
2022,01,011,mothers-education,Some College,.10392458,.095068172,.11278099,3
2022,01,011,mothers-education,College Degree or Higher,.082507245,.075847603,.089166887,3
2022,01,011,race-ethnicity,"Black, Non-Hispanic",.16502301,.15425241,.17579362,3
2022,01,011,race-ethnicity,Hispanic,.076295391,.065785453,.086805329,3
2022,01,011,race-ethnicity,Other Races and Ethnicities,.11287989,.089285076,.1364747,3
2022,01,011,race-ethnicity,"White, Non-Hispanic",.081830524,.077511199,.086149849,3
2022,01,013,all,All,.098524719,.094688267,.10236117,3
2022,01,013,mothers-education,Less than High School,.11120866,.10066716,.12175017,3
2022,01,013,mothers-education,GED/High School Degree,.10305077,.096620642,.1094809,3
2022,01,013,mothers-education,Some College,.10392458,.095068172,.11278099,3
2022,01,013,mothers-education,College Degree or Higher,.082507245,.075847603,.089166887,3
2022,01,013,race-ethnicity,"Black, Non-Hispanic",.16502301,.15425241,.17579362,3
2022,01,013,race-ethnicity,Hispanic,.076295391,.065785453,.086805329,3
2022,01,013,race-ethnicity,Other Races and Ethnicities,.11287989,.089285076,.1364747,3
2022,01,013,race-ethnicity,"White, Non-Hispanic",.081830524,.077511199,.086149849,3
2022,01,015,all,All,.092261903,.076789849,.10773396,1
2022,01,015,mothers-education,Less than High School,.15286624,.096575364,.20915712,2
2022,01,015,mothers-education,GED/High School Degree,.10404624,.077778161,.13031432,1
2022,01,015,mothers-education,Some College,.077586204,.049478743,.10569366,2
2022,01,015,mothers-education,College Degree or Higher,.059374999,.033481475,.08526852,2
2022,01,015,race-ethnicity,"Black, Non-Hispanic",.15868263,.11949694,.19786832,1
2022,01,015,race-ethnicity,Hispanic,,,,
2022,01,015,race-ethnicity,Other Races and Ethnicities,,,,
2022,01,015,race-ethnicity,"White, Non-Hispanic",.071264371,.054168992,.088359751,1
2022,01,017,all,All,.098524719,.094688267,.10236117,3
2022,01,017,mothers-education,Less than High School,.11120866,.10066716,.12175017,3
2022,01,017,mothers-education,GED/High School Degree,.10305077,.096620642,.1094809,3
2022,01,017,mothers-education,Some College,.10392458,.095068172,.11278099,3
2022,01,017,mothers-education,College Degree or Higher,.082507245,.075847603,.089166887,3
2022,01,017,race-ethnicity,"Black, Non-Hispanic",.16502301,.15425241,.17579362,3
2022,01,017,race-ethnicity,Hispanic,.076295391,.065785453,.086805329,3
2022,01,017,race-ethnicity,Other Races and Ethnicities,.11287989,.089285076,.1364747,3
2022,01,017,race-ethnicity,"White, Non-Hispanic",.081830524,.077511199,.086149849,3
2022,01,019,all,All,.098524719,.094688267,.10236117,3
2022,01,019,mothers-education,Less than High School,.11120866,.10066716,.12175017,3
2022,01,019,mothers-education,GED/High School Degree,.10305077,.096620642,.1094809,3
2022,01,019,mothers-education,Some College,.10392458,.095068172,.11278099,3
2022,01,019,mothers-education,College Degree or Higher,.082507245,.075847603,.089166887,3
2022,01,019,race-ethnicity,"Black, Non-Hispanic",.16502301,.15425241,.17579362,3
2022,01,019,race-ethnicity,Hispanic,.076295391,.065785453,.086805329,3
2022,01,019,race-ethnicity,Other Races and Ethnicities,.11287989,.089285076,.1364747,3
2022,01,019,race-ethnicity,"White, Non-Hispanic",.081830524,.077511199,.086149849,3
2022,01,021,all,All,.098524719,.094688267,.10236117,3
2022,01,021,mothers-education,Less than High School,.11120866,.10066716,.12175017,3
2022,01,021,mothers-education,GED/High School Degree,.10305077,.096620642,.1094809,3
2022,01,021,mothers-education,Some College,.10392458,.095068172,.11278099,3
2022,01,021,mothers-education,College Degree or Higher,.082507245,.075847603,.089166887,3
2022,01,021,race-ethnicity,"Black, Non-Hispanic",.16502301,.15425241,.17579362,3
2022,01,021,race-ethnicity,Hispanic,.076295391,.065785453,.086805329,3
2022,01,021,race-ethnicity,Other Races and Ethnicities,.11287989,.089285076,.1364747,3
2022,01,021,race-ethnicity,"White, Non-Hispanic",.081830524,.077511199,.086149849,3
2022,01,023,all,All,.098524719,.094688267,.10236117,3
2022,01,023,mothers-education,Less than High School,.11120866,.10066716,.12175017,3
2022,01,023,mothers-education,GED/High School Degree,.10305077,.096620642,.1094809,3
2022,01,023,mothers-education,Some College,.10392458,.095068172,.11278099,3
2022,01,023,mothers-education,College Degree or Higher,.082507245,.075847603,.089166887,3
2022,01,023,race-ethnicity,"Black, Non-Hispanic",.16502301,.15425241,.17579362,3
2022,01,023,race-ethnicity,Hispanic,.076295391,.065785453,.086805329,3
2022,01,023,race-ethnicity,Other Races and Ethnicities,.11287989,.089285076,.1364747,3
2022,01,023,race-ethnicity,"White, Non-Hispanic",.081830524,.077511199,.086149849,3
2022,01,025,all,All,.098524719,.094688267,.10236117,3
2022,01,025,mothers-education,Less than High School,.11120866,.10066716,.12175017,3
2022,01,025,mothers-education,GED/High School Degree,.10305077,.096620642,.1094809,3
2022,01,025,mothers-education,Some College,.10392458,.095068172,.11278099,3
2022,01,025,mothers-education,College Degree or Higher,.082507245,.075847603,.089166887,3
2022,01,025,race-ethnicity,"Black, Non-Hispanic",.16502301,.15425241,.17579362,3
2022,01,025,race-ethnicity,Hispanic,.076295391,.065785453,.086805329,3
2022,01,025,race-ethnicity,Other Races and Ethnicities,.11287989,.089285076,.1364747,3
2022,01,025,race-ethnicity,"White, Non-Hispanic",.081830524,.077511199,.086149849,3
2022,01,027,all,All,.098524719,.094688267,.10236117,3
2022,01,027,mothers-education,Less than High School,.11120866,.10066716,.12175017,3
2022,01,027,mothers-education,GED/High School Degree,.10305077,.096620642,.1094809,3
2022,01,027,mothers-education,Some College,.10392458,.095068172,.11278099,3
2022,01,027,mothers-education,College Degree or Higher,.082507245,.075847603,.089166887,3
2022,01,027,race-ethnicity,"Black, Non-Hispanic",.16502301,.15425241,.17579362,3
2022,01,027,race-ethnicity,Hispanic,.076295391,.065785453,.086805329,3
2022,01,027,race-ethnicity,Other Races and Ethnicities,.11287989,.089285076,.1364747,3
2022,01,027,race-ethnicity,"White, Non-Hispanic",.081830524,.077511199,.086149849,3
2022,01,029,all,All,.098524719,.094688267,.10236117,3
2022,01,029,mothers-education,Less than High School,.11120866,.10066716,.12175017,3
2022,01,029,mothers-education,GED/High School Degree,.10305077,.096620642,.1094809,3
2022,01,029,mothers-education,Some College,.10392458,.095068172,.11278099,3
2022,01,029,mothers-education,College Degree or Higher,.082507245,.075847603,.089166887,3
2022,01,029,race-ethnicity,"Black, Non-Hispanic",.16502301,.15425241,.17579362,3
2022,01,029,race-ethnicity,Hispanic,.076295391,.065785453,.086805329,3
2022,01,029,race-ethnicity,Other Races and Ethnicities,.11287989,.089285076,.1364747,3
2022,01,029,race-ethnicity,"White, Non-Hispanic",.081830524,.077511199,.086149849,3
2022,01,031,all,All,.098524719,.094688267,.10236117,3
2022,01,031,mothers-education,Less than High School,.11120866,.10066716,.12175017,3
2022,01,031,mothers-education,GED/High School Degree,.10305077,.096620642,.1094809,3
2022,01,031,mothers-education,Some College,.10392458,.095068172,.11278099,3
2022,01,031,mothers-education,College Degree or Higher,.082507245,.075847603,.089166887,3
2022,01,031,race-ethnicity,"Black, Non-Hispanic",.16502301,.15425241,.17579362,3
2022,01,031,race-ethnicity,Hispanic,.076295391,.065785453,.086805329,3
2022,01,031,race-ethnicity,Other Races and Ethnicities,.11287989,.089285076,.1364747,3
2022,01,031,race-ethnicity,"White, Non-Hispanic",.081830524,.077511199,.086149849,3
2022,01,033,all,All,.098524719,.094688267,.10236117,3
2022,01,033,mothers-education,Less than High School,.11120866,.10066716,.12175017,3
2022,01,033,mothers-education,GED/High School Degree,.10305077,.096620642,.1094809,3
2022,01,033,mothers-education,Some College,.10392458,.095068172,.11278099,3
2022,01,033,mothers-education,College Degree or Higher,.082507245,.075847603,.089166887,3
2022,01,033,race-ethnicity,"Black, Non-Hispanic",.16502301,.15425241,.17579362,3
2022,01,033,race-ethnicity,Hispanic,.076295391,.065785453,.086805329,3
2022,01,033,race-ethnicity,Other Races and Ethnicities,.11287989,.089285076,.1364747,3
2022,01,033,race-ethnicity,"White, Non-Hispanic",.081830524,.077511199,.086149849,3
2022,01,035,all,All,.098524719,.094688267,.10236117,3
2022,01,035,mothers-education,Less than High School,.11120866,.10066716,.12175017,3
2022,01,035,mothers-education,GED/High School Degree,.10305077,.096620642,.1094809,3
2022,01,035,mothers-education,Some College,.10392458,.095068172,.11278099,3
2022,01,035,mothers-education,College Degree or Higher,.082507245,.075847603,.089166887,3
