year,state,county,subgroup_type,subgroup,rate_low_birth_weight,rate_low_birth_weight_lb,rate_low_birth_weight_ub,rate_low_birth_weight_quality
2022,01,035,race-ethnicity,"Black, Non-Hispanic",.16502301,.15425241,.17579362,3
2022,01,035,race-ethnicity,Hispanic,.076295391,.065785453,.086805329,3
2022,01,035,race-ethnicity,Other Races and Ethnicities,.11287989,.089285076,.1364747,3
2022,01,035,race-ethnicity,"White, Non-Hispanic",.081830524,.077511199,.086149849,3
2022,01,037,all,All,.098524719,.094688267,.10236117,3
2022,01,037,mothers-education,Less than High School,.11120866,.10066716,.12175017,3
2022,01,037,mothers-education,GED/High School Degree,.10305077,.096620642,.1094809,3
2022,01,037,mothers-education,Some College,.10392458,.095068172,.11278099,3
2022,01,037,mothers-education,College Degree or Higher,.082507245,.075847603,.089166887,3
2022,01,037,race-ethnicity,"Black, Non-Hispanic",.16502301,.15425241,.17579362,3
2022,01,037,race-ethnicity,Hispanic,.076295391,.065785453,.086805329,3
2022,01,037,race-ethnicity,Other Races and Ethnicities,.11287989,.089285076,.1364747,3
2022,01,037,race-ethnicity,"White, Non-Hispanic",.081830524,.077511199,.086149849,3
2022,01,039,all,All,.098524719,.094688267,.10236117,3
2022,01,039,mothers-education,Less than High School,.11120866,.10066716,.12175017,3
2022,01,039,mothers-education,GED/High School Degree,.10305077,.096620642,.1094809,3
2022,01,039,mothers-education,Some College,.10392458,.095068172,.11278099,3
2022,01,039,mothers-education,College Degree or Higher,.082507245,.075847603,.089166887,3
2022,01,039,race-ethnicity,"Black, Non-Hispanic",.16502301,.15425241,.17579362,3
2022,01,039,race-ethnicity,Hispanic,.076295391,.065785453,.086805329,3
2022,01,039,race-ethnicity,Other Races and Ethnicities,.11287989,.089285076,.1364747,3
2022,01,039,race-ethnicity,"White, Non-Hispanic",.081830524,.077511199,.086149849,3
2022,01,041,all,All,.098524719,.094688267,.10236117,3
2022,01,041,mothers-education,Less than High School,.11120866,.10066716,.12175017,3
2022,01,041,mothers-education,GED/High School Degree,.10305077,.096620642,.1094809,3
2022,01,041,mothers-education,Some College,.10392458,.095068172,.11278099,3
2022,01,041,mothers-education,College Degree or Higher,.082507245,.075847603,.089166887,3
2022,01,041,race-ethnicity,"Black, Non-Hispanic",.16502301,.15425241,.17579362,3
2022,01,041,race-ethnicity,Hispanic,.076295391,.065785453,.086805329,3
2022,01,041,race-ethnicity,Other Races and Ethnicities,.11287989,.089285076,.1364747,3
2022,01,041,race-ethnicity,"White, Non-Hispanic",.081830524,.077511199,.086149849,3
2022,01,043,all,All,.098524719,.094688267,.10236117,3
2022,01,043,mothers-education,Less than High School,.11120866,.10066716,.12175017,3
2022,01,043,mothers-education,GED/High School Degree,.10305077,.096620642,.1094809,3
2022,01,043,mothers-education,Some College,.10392458,.095068172,.11278099,3
2022,01,043,mothers-education,College Degree or Higher,.082507245,.075847603,.089166887,3
2022,01,043,race-ethnicity,"Black, Non-Hispanic",.16502301,.15425241,.17579362,3
2022,01,043,race-ethnicity,Hispanic,.076295391,.065785453,.086805329,3
2022,01,043,race-ethnicity,Other Races and Ethnicities,.11287989,.089285076,.1364747,3
2022,01,043,race-ethnicity,"White, Non-Hispanic",.081830524,.077511199,.086149849,3
2022,01,045,all,All,.098524719,.094688267,.10236117,3
2022,01,045,mothers-education,Less than High School,.11120866,.10066716,.12175017,3
2022,01,045,mothers-education,GED/High School Degree,.10305077,.096620642,.1094809,3
2022,01,045,mothers-education,Some College,.10392458,.095068172,.11278099,3
2022,01,045,mothers-education,College Degree or Higher,.082507245,.075847603,.089166887,3
2022,01,045,race-ethnicity,"Black, Non-Hispanic",.16502301,.15425241,.17579362,3
2022,01,045,race-ethnicity,Hispanic,.076295391,.065785453,.086805329,3
2022,01,045,race-ethnicity,Other Races and Ethnicities,.11287989,.089285076,.1364747,3
2022,01,045,race-ethnicity,"White, Non-Hispanic",.081830524,.077511199,.086149849,3
2022,01,047,all,All,.098524719,.094688267,.10236117,3
2022,01,047,mothers-education,Less than High School,.11120866,.10066716,.12175017,3
2022,01,047,mothers-education,GED/High School Degree,.10305077,.096620642,.1094809,3
2022,01,047,mothers-education,Some College,.10392458,.095068172,.11278099,3
2022,01,047,mothers-education,College Degree or Higher,.082507245,.075847603,.089166887,3
2022,01,047,race-ethnicity,"Black, Non-Hispanic",.16502301,.15425241,.17579362,3
2022,01,047,race-ethnicity,Hispanic,.076295391,.065785453,.086805329,3
2022,01,047,race-ethnicity,Other Races and Ethnicities,.11287989,.089285076,.1364747,3
2022,01,047,race-ethnicity,"White, Non-Hispanic",.081830524,.077511199,.086149849,3
2022,01,049,all,All,.098524719,.094688267,.10236117,3
2022,01,049,mothers-education,Less than High School,.11120866,.10066716,.12175017,3
2022,01,049,mothers-education,GED/High School Degree,.10305077,.096620642,.1094809,3
2022,01,049,mothers-education,Some College,.10392458,.095068172,.11278099,3
2022,01,049,mothers-education,College Degree or Higher,.082507245,.075847603,.089166887,3
2022,01,049,race-ethnicity,"Black, Non-Hispanic",.16502301,.15425241,.17579362,3
2022,01,049,race-ethnicity,Hispanic,.076295391,.065785453,.086805329,3
2022,01,049,race-ethnicity,Other Races and Ethnicities,.11287989,.089285076,.1364747,3
2022,01,049,race-ethnicity,"White, Non-Hispanic",.081830524,.077511199,.086149849,3
2022,01,051,all,All,.098524719,.094688267,.10236117,3
2022,01,051,mothers-education,Less than High School,.11120866,.10066716,.12175017,3
2022,01,051,mothers-education,GED/High School Degree,.10305077,.096620642,.1094809,3
2022,01,051,mothers-education,Some College,.10392458,.095068172,.11278099,3
2022,01,051,mothers-education,College Degree or Higher,.082507245,.075847603,.089166887,3
2022,01,051,race-ethnicity,"Black, Non-Hispanic",.16502301,.15425241,.17579362,3
2022,01,051,race-ethnicity,Hispanic,.076295391,.065785453,.086805329,3
2022,01,051,race-ethnicity,Other Races and Ethnicities,.11287989,.089285076,.1364747,3
2022,01,051,race-ethnicity,"White, Non-Hispanic",.081830524,.077511199,.086149849,3
2022,01,053,all,All,.098524719,.094688267,.10236117,3
2022,01,053,mothers-education,Less than High School,.11120866,.10066716,.12175017,3
2022,01,053,mothers-education,GED/High School Degree,.10305077,.096620642,.1094809,3
2022,01,053,mothers-education,Some College,.10392458,.095068172,.11278099,3
2022,01,053,mothers-education,College Degree or Higher,.082507245,.075847603,.089166887,3
2022,01,053,race-ethnicity,"Black, Non-Hispanic",.16502301,.15425241,.17579362,3
2022,01,053,race-ethnicity,Hispanic,.076295391,.065785453,.086805329,3
2022,01,053,race-ethnicity,Other Races and Ethnicities,.11287989,.089285076,.1364747,3
2022,01,053,race-ethnicity,"White, Non-Hispanic",.081830524,.077511199,.086149849,3
2022,01,055,all,All,.074957408,.059894454,.090020366,1
2022,01,055,mothers-education,Less than High School,.096045196,.052636113,.13945428,2
2022,01,055,mothers-education,GED/High School Degree,.061810154,.039634205,.083986104,2
2022,01,055,mothers-education,Some College,.08658009,.050314534,.12284564,2
2022,01,055,mothers-education,College Degree or Higher,.070739552,.042244088,.099235021,2
2022,01,055,race-ethnicity,"Black, Non-Hispanic",.12345679,.072799414,.17411417,2
2022,01,055,race-ethnicity,Hispanic,,,,
2022,01,055,race-ethnicity,Other Races and Ethnicities,,,,
2022,01,055,race-ethnicity,"White, Non-Hispanic",.068757541,.051532101,.085982986,1
2022,01,057,all,All,.098524719,.094688267,.10236117,3
2022,01,057,mothers-education,Less than High School,.11120866,.10066716,.12175017,3
2022,01,057,mothers-education,GED/High School Degree,.10305077,.096620642,.1094809,3
2022,01,057,mothers-education,Some College,.10392458,.095068172,.11278099,3
2022,01,057,mothers-education,College Degree or Higher,.082507245,.075847603,.089166887,3
2022,01,057,race-ethnicity,"Black, Non-Hispanic",.16502301,.15425241,.17579362,3
2022,01,057,race-ethnicity,Hispanic,.076295391,.065785453,.086805329,3
2022,01,057,race-ethnicity,Other Races and Ethnicities,.11287989,.089285076,.1364747,3
2022,01,057,race-ethnicity,"White, Non-Hispanic",.081830524,.077511199,.086149849,3
2022,01,059,all,All,.098524719,.094688267,.10236117,3
2022,01,059,mothers-education,Less than High School,.11120866,.10066716,.12175017,3
2022,01,059,mothers-education,GED/High School Degree,.10305077,.096620642,.1094809,3
2022,01,059,mothers-education,Some College,.10392458,.095068172,.11278099,3
2022,01,059,mothers-education,College Degree or Higher,.082507245,.075847603,.089166887,3
2022,01,059,race-ethnicity,"Black, Non-Hispanic",.16502301,.15425241,.17579362,3
2022,01,059,race-ethnicity,Hispanic,.076295391,.065785453,.086805329,3
2022,01,059,race-ethnicity,Other Races and Ethnicities,.11287989,.089285076,.1364747,3
2022,01,059,race-ethnicity,"White, Non-Hispanic",.081830524,.077511199,.086149849,3
2022,01,061,all,All,.098524719,.094688267,.10236117,3
2022,01,061,mothers-education,Less than High School,.11120866,.10066716,.12175017,3
2022,01,061,mothers-education,GED/High School Degree,.10305077,.096620642,.1094809,3
2022,01,061,mothers-education,Some College,.10392458,.095068172,.11278099,3
2022,01,061,mothers-education,College Degree or Higher,.082507245,.075847603,.089166887,3
2022,01,061,race-ethnicity,"Black, Non-Hispanic",.16502301,.15425241,.17579362,3
2022,01,061,race-ethnicity,Hispanic,.076295391,.065785453,.086805329,3
2022,01,061,race-ethnicity,Other Races and Ethnicities,.11287989,.089285076,.1364747,3
2022,01,061,race-ethnicity,"White, Non-Hispanic",.081830524,.077511199,.086149849,3
2022,01,063,all,All,.098524719,.094688267,.10236117,3
2022,01,063,mothers-education,Less than High School,.11120866,.10066716,.12175017,3
2022,01,063,mothers-education,GED/High School Degree,.10305077,.096620642,.1094809,3
2022,01,063,mothers-education,Some College,.10392458,.095068172,.11278099,3
2022,01,063,mothers-education,College Degree or Higher,.082507245,.075847603,.089166887,3
2022,01,063,race-ethnicity,"Black, Non-Hispanic",.16502301,.15425241,.17579362,3
2022,01,063,race-ethnicity,Hispanic,.076295391,.065785453,.086805329,3
2022,01,063,race-ethnicity,Other Races and Ethnicities,.11287989,.089285076,.1364747,3
2022,01,063,race-ethnicity,"White, Non-Hispanic",.081830524,.077511199,.086149849,3
2022,01,065,all,All,.098524719,.094688267,.10236117,3
2022,01,065,mothers-education,Less than High School,.11120866,.10066716,.12175017,3
2022,01,065,mothers-education,GED/High School Degree,.10305077,.096620642,.1094809,3
2022,01,065,mothers-education,Some College,.10392458,.095068172,.11278099,3
2022,01,065,mothers-education,College Degree or Higher,.082507245,.075847603,.089166887,3
2022,01,065,race-ethnicity,"Black, Non-Hispanic",.16502301,.15425241,.17579362,3
2022,01,065,race-ethnicity,Hispanic,.076295391,.065785453,.086805329,3
2022,01,065,race-ethnicity,Other Races and Ethnicities,.11287989,.089285076,.1364747,3
2022,01,065,race-ethnicity,"White, Non-Hispanic",.081830524,.077511199,.086149849,3
2022,01,067,all,All,.098524719,.094688267,.10236117,3
2022,01,067,mothers-education,Less than High School,.11120866,.10066716,.12175017,3
2022,01,067,mothers-education,GED/High School Degree,.10305077,.096620642,.1094809,3
2022,01,067,mothers-education,Some College,.10392458,.095068172,.11278099,3
2022,01,067,mothers-education,College Degree or Higher,.082507245,.075847603,.089166887,3
2022,01,067,race-ethnicity,"Black, Non-Hispanic",.16502301,.15425241,.17579362,3
2022,01,067,race-ethnicity,Hispanic,.076295391,.065785453,.086805329,3
2022,01,067,race-ethnicity,Other Races and Ethnicities,.11287989,.089285076,.1364747,3
2022,01,067,race-ethnicity,"White, Non-Hispanic",.081830524,.077511199,.086149849,3
2022,01,069,all,All,.10254372,.085779749,.11930769,1
2022,01,069,mothers-education,Less than High School,.1633987,.10481269,.22198471,2
2022,01,069,mothers-education,GED/High School Degree,.10305344,.077021591,.12908529,1
2022,01,069,mothers-education,Some College,.10447761,.067855909,.14109932,2
2022,01,069,mothers-education,College Degree or Higher,.070512824,.042105224,.09892042,2
2022,01,069,race-ethnicity,"Black, Non-Hispanic",.14285715,.11045344,.17526086,1
2022,01,069,race-ethnicity,Hispanic,,,,
2022,01,069,race-ethnicity,Other Races and Ethnicities,,,,
2022,01,069,race-ethnicity,"White, Non-Hispanic",.080118693,.059623174,.10061421,1
2022,01,071,all,All,.098524719,.094688267,.10236117,3
2022,01,071,mothers-education,Less than High School,.11120866,.10066716,.12175017,3
2022,01,071,mothers-education,GED/High School Degree,.10305077,.096620642,.1094809,3
2022,01,071,mothers-education,Some College,.10392458,.095068172,.11278099,3
2022,01,071,mothers-education,College Degree or Higher,.082507245,.075847603,.089166887,3
2022,01,071,race-ethnicity,"Black, Non-Hispanic",.16502301,.15425241,.17579362,3
2022,01,071,race-ethnicity,Hispanic,.076295391,.065785453,.086805329,3
2022,01,071,race-ethnicity,Other Races and Ethnicities,.11287989,.089285076,.1364747,3
2022,01,071,race-ethnicity,"White, Non-Hispanic",.081830524,.077511199,.086149849,3
2022,01,073,all,All,.11511163,.10800543,.12221782,1
2022,01,073,mothers-education,Less than High School,.11889862,.096455462,.14134179,1
2022,01,073,mothers-education,GED/High School Degree,.15755026,.14211079,.17298973,1
2022,01,073,mothers-education,Some College,.12605043,.10806993,.14403091,1
2022,01,073,mothers-education,College Degree or Higher,.084098734,.074882872,.093314596,1
2022,01,073,race-ethnicity,"Black, Non-Hispanic",.16253181,.14963542,.1754282,1
2022,01,073,race-ethnicity,Hispanic,.10514285,.084818408,.1254673,1
2022,01,073,race-ethnicity,Other Races and Ethnicities,.07823129,.047535159,.10892742,2
2022,01,073,race-ethnicity,"White, Non-Hispanic",.0774156,.068479523,.086351678,1
2022,01,075,all,All,.098524719,.094688267,.10236117,3
2022,01,075,mothers-education,Less than High School,.11120866,.10066716,.12175017,3
2022,01,075,mothers-education,GED/High School Degree,.10305077,.096620642,.1094809,3
2022,01,075,mothers-education,Some College,.10392458,.095068172,.11278099,3
2022,01,075,mothers-education,College Degree or Higher,.082507245,.075847603,.089166887,3
2022,01,075,race-ethnicity,"Black, Non-Hispanic",.16502301,.15425241,.17579362,3
2022,01,075,race-ethnicity,Hispanic,.076295391,.065785453,.086805329,3
2022,01,075,race-ethnicity,Other Races and Ethnicities,.11287989,.089285076,.1364747,3
2022,01,075,race-ethnicity,"White, Non-Hispanic",.081830524,.077511199,.086149849,3
2022,01,077,all,All,.098524719,.094688267,.10236117,3
2022,01,077,mothers-education,Less than High School,.11120866,.10066716,.12175017,3
2022,01,077,mothers-education,GED/High School Degree,.10305077,.096620642,.1094809,3
2022,01,077,mothers-education,Some College,.10392458,.095068172,.11278099,3
2022,01,077,mothers-education,College Degree or Higher,.082507245,.075847603,.089166887,3
2022,01,077,race-ethnicity,"Black, Non-Hispanic",.16502301,.15425241,.17579362,3
2022,01,077,race-ethnicity,Hispanic,.076295391,.065785453,.086805329,3
2022,01,077,race-ethnicity,Other Races and Ethnicities,.11287989,.089285076,.1364747,3
2022,01,077,race-ethnicity,"White, Non-Hispanic",.081830524,.077511199,.086149849,3
2022,01,079,all,All,.098524719,.094688267,.10236117,3
2022,01,079,mothers-education,Less than High School,.11120866,.10066716,.12175017,3
2022,01,079,mothers-education,GED/High School Degree,.10305077,.096620642,.1094809,3
2022,01,079,mothers-education,Some College,.10392458,.095068172,.11278099,3
2022,01,079,mothers-education,College Degree or Higher,.082507245,.075847603,.089166887,3
2022,01,079,race-ethnicity,"Black, Non-Hispanic",.16502301,.15425241,.17579362,3
2022,01,079,race-ethnicity,Hispanic,.076295391,.065785453,.086805329,3
2022,01,079,race-ethnicity,Other Races and Ethnicities,.11287989,.089285076,.1364747,3
2022,01,079,race-ethnicity,"White, Non-Hispanic",.081830524,.077511199,.086149849,3
2022,01,081,all,All,.09610521,.08311294,.10909748,1
2022,01,081,mothers-education,Less than High School,.11160714,.070370756,.15284352,2
