year,state,county,subgroup_type,subgroup,rate_low_birth_weight,rate_low_birth_weight_lb,rate_low_birth_weight_ub,rate_low_birth_weight_quality
2018,01,031,all,All,0.10073359,0.09678819,0.10467898,3
2018,01,031,race-ethnicity,"Black, Non-Hispanic",0.15997504,0.14961191,0.17033817,3
2018,01,031,race-ethnicity,Hispanic,0.064606741,0.05318632,0.076027162,3
2018,01,031,race-ethnicity,Other Races and Ethnicities,0.10458715,0.078894518,0.13027979,3
2018,01,031,race-ethnicity,"White, Non-Hispanic",0.086104907,0.081647351,0.090562463,3
2018,01,033,all,All,0.10073359,0.09678819,0.10467898,3
2018,01,033,race-ethnicity,"Black, Non-Hispanic",0.15997504,0.14961191,0.17033817,3
2018,01,033,race-ethnicity,Hispanic,0.064606741,0.05318632,0.076027162,3
2018,01,033,race-ethnicity,Other Races and Ethnicities,0.10458715,0.078894518,0.13027979,3
2018,01,033,race-ethnicity,"White, Non-Hispanic",0.086104907,0.081647351,0.090562463,3
2018,01,035,all,All,0.10073359,0.09678819,0.10467898,3
2018,01,035,race-ethnicity,"Black, Non-Hispanic",0.15997504,0.14961191,0.17033817,3
2018,01,035,race-ethnicity,Hispanic,0.064606741,0.05318632,0.076027162,3
2018,01,035,race-ethnicity,Other Races and Ethnicities,0.10458715,0.078894518,0.13027979,3
2018,01,035,race-ethnicity,"White, Non-Hispanic",0.086104907,0.081647351,0.090562463,3
2018,01,037,all,All,0.10073359,0.09678819,0.10467898,3
2018,01,037,race-ethnicity,"Black, Non-Hispanic",0.15997504,0.14961191,0.17033817,3
2018,01,037,race-ethnicity,Hispanic,0.064606741,0.05318632,0.076027162,3
2018,01,037,race-ethnicity,Other Races and Ethnicities,0.10458715,0.078894518,0.13027979,3
2018,01,037,race-ethnicity,"White, Non-Hispanic",0.086104907,0.081647351,0.090562463,3
2018,01,039,all,All,0.10073359,0.09678819,0.10467898,3
2018,01,039,race-ethnicity,"Black, Non-Hispanic",0.15997504,0.14961191,0.17033817,3
2018,01,039,race-ethnicity,Hispanic,0.064606741,0.05318632,0.076027162,3
2018,01,039,race-ethnicity,Other Races and Ethnicities,0.10458715,0.078894518,0.13027979,3
2018,01,039,race-ethnicity,"White, Non-Hispanic",0.086104907,0.081647351,0.090562463,3
2018,01,041,all,All,0.10073359,0.09678819,0.10467898,3
2018,01,041,race-ethnicity,"Black, Non-Hispanic",0.15997504,0.14961191,0.17033817,3
2018,01,041,race-ethnicity,Hispanic,0.064606741,0.05318632,0.076027162,3
2018,01,041,race-ethnicity,Other Races and Ethnicities,0.10458715,0.078894518,0.13027979,3
2018,01,041,race-ethnicity,"White, Non-Hispanic",0.086104907,0.081647351,0.090562463,3
2018,01,043,all,All,0.10073359,0.09678819,0.10467898,3
2018,01,043,race-ethnicity,"Black, Non-Hispanic",0.15997504,0.14961191,0.17033817,3
2018,01,043,race-ethnicity,Hispanic,0.064606741,0.05318632,0.076027162,3
2018,01,043,race-ethnicity,Other Races and Ethnicities,0.10458715,0.078894518,0.13027979,3
2018,01,043,race-ethnicity,"White, Non-Hispanic",0.086104907,0.081647351,0.090562463,3
2018,01,045,all,All,0.10073359,0.09678819,0.10467898,3
2018,01,045,race-ethnicity,"Black, Non-Hispanic",0.15997504,0.14961191,0.17033817,3
2018,01,045,race-ethnicity,Hispanic,0.064606741,0.05318632,0.076027162,3
2018,01,045,race-ethnicity,Other Races and Ethnicities,0.10458715,0.078894518,0.13027979,3
2018,01,045,race-ethnicity,"White, Non-Hispanic",0.086104907,0.081647351,0.090562463,3
2018,01,047,all,All,0.10073359,0.09678819,0.10467898,3
2018,01,047,race-ethnicity,"Black, Non-Hispanic",0.15997504,0.14961191,0.17033817,3
2018,01,047,race-ethnicity,Hispanic,0.064606741,0.05318632,0.076027162,3
2018,01,047,race-ethnicity,Other Races and Ethnicities,0.10458715,0.078894518,0.13027979,3
2018,01,047,race-ethnicity,"White, Non-Hispanic",0.086104907,0.081647351,0.090562463,3
2018,01,049,all,All,0.10073359,0.09678819,0.10467898,3
2018,01,049,race-ethnicity,"Black, Non-Hispanic",0.15997504,0.14961191,0.17033817,3
2018,01,049,race-ethnicity,Hispanic,0.064606741,0.05318632,0.076027162,3
2018,01,049,race-ethnicity,Other Races and Ethnicities,0.10458715,0.078894518,0.13027979,3
2018,01,049,race-ethnicity,"White, Non-Hispanic",0.086104907,0.081647351,0.090562463,3
2018,01,051,all,All,0.10073359,0.09678819,0.10467898,3
2018,01,051,race-ethnicity,"Black, Non-Hispanic",0.15997504,0.14961191,0.17033817,3
2018,01,051,race-ethnicity,Hispanic,0.064606741,0.05318632,0.076027162,3
2018,01,051,race-ethnicity,Other Races and Ethnicities,0.10458715,0.078894518,0.13027979,3
2018,01,051,race-ethnicity,"White, Non-Hispanic",0.086104907,0.081647351,0.090562463,3
2018,01,053,all,All,0.10073359,0.09678819,0.10467898,3
2018,01,053,race-ethnicity,"Black, Non-Hispanic",0.15997504,0.14961191,0.17033817,3
2018,01,053,race-ethnicity,Hispanic,0.064606741,0.05318632,0.076027162,3
2018,01,053,race-ethnicity,Other Races and Ethnicities,0.10458715,0.078894518,0.13027979,3
2018,01,053,race-ethnicity,"White, Non-Hispanic",0.086104907,0.081647351,0.090562463,3
2018,01,055,all,All,0.10663308,0.089103922,0.12416224,1
2018,01,055,race-ethnicity,"Black, Non-Hispanic",0.16826923,0.11742776,0.21911071,1
2018,01,055,race-ethnicity,Hispanic,NA,NA,NA,3
2018,01,055,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,01,055,race-ethnicity,"White, Non-Hispanic",0.097303636,0.077414453,0.11719282,1
2018,01,057,all,All,0.10073359,0.09678819,0.10467898,3
2018,01,057,race-ethnicity,"Black, Non-Hispanic",0.15997504,0.14961191,0.17033817,3
2018,01,057,race-ethnicity,Hispanic,0.064606741,0.05318632,0.076027162,3
2018,01,057,race-ethnicity,Other Races and Ethnicities,0.10458715,0.078894518,0.13027979,3
2018,01,057,race-ethnicity,"White, Non-Hispanic",0.086104907,0.081647351,0.090562463,3
2018,01,059,all,All,0.10073359,0.09678819,0.10467898,3
2018,01,059,race-ethnicity,"Black, Non-Hispanic",0.15997504,0.14961191,0.17033817,3
2018,01,059,race-ethnicity,Hispanic,0.064606741,0.05318632,0.076027162,3
2018,01,059,race-ethnicity,Other Races and Ethnicities,0.10458715,0.078894518,0.13027979,3
2018,01,059,race-ethnicity,"White, Non-Hispanic",0.086104907,0.081647351,0.090562463,3
2018,01,061,all,All,0.10073359,0.09678819,0.10467898,3
2018,01,061,race-ethnicity,"Black, Non-Hispanic",0.15997504,0.14961191,0.17033817,3
2018,01,061,race-ethnicity,Hispanic,0.064606741,0.05318632,0.076027162,3
2018,01,061,race-ethnicity,Other Races and Ethnicities,0.10458715,0.078894518,0.13027979,3
2018,01,061,race-ethnicity,"White, Non-Hispanic",0.086104907,0.081647351,0.090562463,3
2018,01,063,all,All,0.10073359,0.09678819,0.10467898,3
2018,01,063,race-ethnicity,"Black, Non-Hispanic",0.15997504,0.14961191,0.17033817,3
2018,01,063,race-ethnicity,Hispanic,0.064606741,0.05318632,0.076027162,3
2018,01,063,race-ethnicity,Other Races and Ethnicities,0.10458715,0.078894518,0.13027979,3
2018,01,063,race-ethnicity,"White, Non-Hispanic",0.086104907,0.081647351,0.090562463,3
2018,01,065,all,All,0.10073359,0.09678819,0.10467898,3
2018,01,065,race-ethnicity,"Black, Non-Hispanic",0.15997504,0.14961191,0.17033817,3
2018,01,065,race-ethnicity,Hispanic,0.064606741,0.05318632,0.076027162,3
2018,01,065,race-ethnicity,Other Races and Ethnicities,0.10458715,0.078894518,0.13027979,3
2018,01,065,race-ethnicity,"White, Non-Hispanic",0.086104907,0.081647351,0.090562463,3
2018,01,067,all,All,0.10073359,0.09678819,0.10467898,3
2018,01,067,race-ethnicity,"Black, Non-Hispanic",0.15997504,0.14961191,0.17033817,3
2018,01,067,race-ethnicity,Hispanic,0.064606741,0.05318632,0.076027162,3
2018,01,067,race-ethnicity,Other Races and Ethnicities,0.10458715,0.078894518,0.13027979,3
2018,01,067,race-ethnicity,"White, Non-Hispanic",0.086104907,0.081647351,0.090562463,3
2018,01,069,all,All,0.10672515,0.090363055,0.12308724,1
2018,01,069,race-ethnicity,"Black, Non-Hispanic",0.16049382,0.12785916,0.19312848,1
2018,01,069,race-ethnicity,Hispanic,NA,NA,NA,3
2018,01,069,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,01,069,race-ethnicity,"White, Non-Hispanic",0.073697589,0.055443015,0.091952167,1
2018,01,071,all,All,0.10073359,0.09678819,0.10467898,3
2018,01,071,race-ethnicity,"Black, Non-Hispanic",0.15997504,0.14961191,0.17033817,3
2018,01,071,race-ethnicity,Hispanic,0.064606741,0.05318632,0.076027162,3
2018,01,071,race-ethnicity,Other Races and Ethnicities,0.10458715,0.078894518,0.13027979,3
2018,01,071,race-ethnicity,"White, Non-Hispanic",0.086104907,0.081647351,0.090562463,3
2018,01,073,all,All,0.11694936,0.11008961,0.12380911,1
2018,01,073,race-ethnicity,"Black, Non-Hispanic",0.16461127,0.15271048,0.17651205,1
2018,01,073,race-ethnicity,Hispanic,0.089939028,0.068045616,0.11183244,1
2018,01,073,race-ethnicity,Other Races and Ethnicities,0.077669904,0.047826633,0.10751317,2
2018,01,073,race-ethnicity,"White, Non-Hispanic",0.077129081,0.068571553,0.085686609,1
2018,01,075,all,All,0.10073359,0.09678819,0.10467898,3
2018,01,075,race-ethnicity,"Black, Non-Hispanic",0.15997504,0.14961191,0.17033817,3
2018,01,075,race-ethnicity,Hispanic,0.064606741,0.05318632,0.076027162,3
2018,01,075,race-ethnicity,Other Races and Ethnicities,0.10458715,0.078894518,0.13027979,3
2018,01,075,race-ethnicity,"White, Non-Hispanic",0.086104907,0.081647351,0.090562463,3
2018,01,077,all,All,0.10073359,0.09678819,0.10467898,3
2018,01,077,race-ethnicity,"Black, Non-Hispanic",0.15997504,0.14961191,0.17033817,3
2018,01,077,race-ethnicity,Hispanic,0.064606741,0.05318632,0.076027162,3
2018,01,077,race-ethnicity,Other Races and Ethnicities,0.10458715,0.078894518,0.13027979,3
2018,01,077,race-ethnicity,"White, Non-Hispanic",0.086104907,0.081647351,0.090562463,3
2018,01,079,all,All,0.10073359,0.09678819,0.10467898,3
2018,01,079,race-ethnicity,"Black, Non-Hispanic",0.15997504,0.14961191,0.17033817,3
2018,01,079,race-ethnicity,Hispanic,0.064606741,0.05318632,0.076027162,3
2018,01,079,race-ethnicity,Other Races and Ethnicities,0.10458715,0.078894518,0.13027979,3
2018,01,079,race-ethnicity,"White, Non-Hispanic",0.086104907,0.081647351,0.090562463,3
2018,01,081,all,All,0.098342538,0.084623985,0.11206109,1
2018,01,081,race-ethnicity,"Black, Non-Hispanic",0.14056225,0.11003533,0.17108917,1
2018,01,081,race-ethnicity,Hispanic,0.11206897,0.05466269,0.16947524,2
2018,01,081,race-ethnicity,Other Races and Ethnicities,0.10752688,0.044566017,0.17048775,2
2018,01,081,race-ethnicity,"White, Non-Hispanic",0.077202544,0.061436184,0.092968903,1
2018,01,083,all,All,0.10073359,0.09678819,0.10467898,3
2018,01,083,race-ethnicity,"Black, Non-Hispanic",0.15997504,0.14961191,0.17033817,3
2018,01,083,race-ethnicity,Hispanic,0.064606741,0.05318632,0.076027162,3
2018,01,083,race-ethnicity,Other Races and Ethnicities,0.10458715,0.078894518,0.13027979,3
2018,01,083,race-ethnicity,"White, Non-Hispanic",0.086104907,0.081647351,0.090562463,3
2018,01,085,all,All,0.10073359,0.09678819,0.10467898,3
2018,01,085,race-ethnicity,"Black, Non-Hispanic",0.15997504,0.14961191,0.17033817,3
2018,01,085,race-ethnicity,Hispanic,0.064606741,0.05318632,0.076027162,3
2018,01,085,race-ethnicity,Other Races and Ethnicities,0.10458715,0.078894518,0.13027979,3
2018,01,085,race-ethnicity,"White, Non-Hispanic",0.086104907,0.081647351,0.090562463,3
2018,01,087,all,All,0.10073359,0.09678819,0.10467898,3
2018,01,087,race-ethnicity,"Black, Non-Hispanic",0.15997504,0.14961191,0.17033817,3
2018,01,087,race-ethnicity,Hispanic,0.064606741,0.05318632,0.076027162,3
2018,01,087,race-ethnicity,Other Races and Ethnicities,0.10458715,0.078894518,0.13027979,3
2018,01,087,race-ethnicity,"White, Non-Hispanic",0.086104907,0.081647351,0.090562463,3
2018,01,089,all,All,0.10607839,0.096832179,0.11532459,1
2018,01,089,race-ethnicity,"Black, Non-Hispanic",0.17698413,0.15591037,0.19805789,1
2018,01,089,race-ethnicity,Hispanic,0.097058825,0.065591209,0.12852645,1
2018,01,089,race-ethnicity,Other Races and Ethnicities,0.083333336,0.046474271,0.1201924,2
2018,01,089,race-ethnicity,"White, Non-Hispanic",0.072831422,0.062528886,0.083133958,1
2018,01,091,all,All,0.10073359,0.09678819,0.10467898,3
2018,01,091,race-ethnicity,"Black, Non-Hispanic",0.15997504,0.14961191,0.17033817,3
2018,01,091,race-ethnicity,Hispanic,0.064606741,0.05318632,0.076027162,3
2018,01,091,race-ethnicity,Other Races and Ethnicities,0.10458715,0.078894518,0.13027979,3
2018,01,091,race-ethnicity,"White, Non-Hispanic",0.086104907,0.081647351,0.090562463,3
2018,01,093,all,All,0.10073359,0.09678819,0.10467898,3
2018,01,093,race-ethnicity,"Black, Non-Hispanic",0.15997504,0.14961191,0.17033817,3
2018,01,093,race-ethnicity,Hispanic,0.064606741,0.05318632,0.076027162,3
2018,01,093,race-ethnicity,Other Races and Ethnicities,0.10458715,0.078894518,0.13027979,3
2018,01,093,race-ethnicity,"White, Non-Hispanic",0.086104907,0.081647351,0.090562463,3
2018,01,095,all,All,0.10073359,0.09678819,0.10467898,3
2018,01,095,race-ethnicity,"Black, Non-Hispanic",0.15997504,0.14961191,0.17033817,3
2018,01,095,race-ethnicity,Hispanic,0.064606741,0.05318632,0.076027162,3
2018,01,095,race-ethnicity,Other Races and Ethnicities,0.10458715,0.078894518,0.13027979,3
2018,01,095,race-ethnicity,"White, Non-Hispanic",0.086104907,0.081647351,0.090562463,3
2018,01,097,all,All,0.1298233,0.12097731,0.13866928,1
2018,01,097,race-ethnicity,"Black, Non-Hispanic",0.17904291,0.1637803,0.19430551,1
2018,01,097,race-ethnicity,Hispanic,0.076433122,0.03487258,0.11799367,2
2018,01,097,race-ethnicity,Other Races and Ethnicities,0.125,0.084486932,0.16551307,1
2018,01,097,race-ethnicity,"White, Non-Hispanic",0.08879023,0.07806702,0.099513441,1
2018,01,099,all,All,0.10073359,0.09678819,0.10467898,3
2018,01,099,race-ethnicity,"Black, Non-Hispanic",0.15997504,0.14961191,0.17033817,3
2018,01,099,race-ethnicity,Hispanic,0.064606741,0.05318632,0.076027162,3
2018,01,099,race-ethnicity,Other Races and Ethnicities,0.10458715,0.078894518,0.13027979,3
2018,01,099,race-ethnicity,"White, Non-Hispanic",0.086104907,0.081647351,0.090562463,3
2018,01,101,all,All,0.1351179,0.12315699,0.14707883,1
2018,01,101,race-ethnicity,"Black, Non-Hispanic",0.16552399,0.14940397,0.18164401,1
2018,01,101,race-ethnicity,Hispanic,0.05905512,0.030064994,0.088045247,2
2018,01,101,race-ethnicity,Other Races and Ethnicities,0.15333334,0.095671967,0.21099471,2
2018,01,101,race-ethnicity,"White, Non-Hispanic",0.06936416,0.050433729,0.088294588,1
2018,01,103,all,All,0.092877097,0.077843189,0.10791101,1
2018,01,103,race-ethnicity,"Black, Non-Hispanic",0.13392857,0.089327469,0.17852966,1
2018,01,103,race-ethnicity,Hispanic,0.08677686,0.051308688,0.12224503,2
2018,01,103,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,01,103,race-ethnicity,"White, Non-Hispanic",0.082519002,0.064748414,0.10028959,1
2018,01,105,all,All,0.10073359,0.09678819,0.10467898,3
2018,01,105,race-ethnicity,"Black, Non-Hispanic",0.15997504,0.14961191,0.17033817,3
2018,01,105,race-ethnicity,Hispanic,0.064606741,0.05318632,0.076027162,3
2018,01,105,race-ethnicity,Other Races and Ethnicities,0.10458715,0.078894518,0.13027979,3
2018,01,105,race-ethnicity,"White, Non-Hispanic",0.086104907,0.081647351,0.090562463,3
2018,01,107,all,All,0.10073359,0.09678819,0.10467898,3
2018,01,107,race-ethnicity,"Black, Non-Hispanic",0.15997504,0.14961191,0.17033817,3
2018,01,107,race-ethnicity,Hispanic,0.064606741,0.05318632,0.076027162,3
2018,01,107,race-ethnicity,Other Races and Ethnicities,0.10458715,0.078894518,0.13027979,3
2018,01,107,race-ethnicity,"White, Non-Hispanic",0.086104907,0.081647351,0.090562463,3
2018,01,109,all,All,0.10073359,0.09678819,0.10467898,3
2018,01,109,race-ethnicity,"Black, Non-Hispanic",0.15997504,0.14961191,0.17033817,3
2018,01,109,race-ethnicity,Hispanic,0.064606741,0.05318632,0.076027162,3
2018,01,109,race-ethnicity,Other Races and Ethnicities,0.10458715,0.078894518,0.13027979,3
2018,01,109,race-ethnicity,"White, Non-Hispanic",0.086104907,0.081647351,0.090562463,3
2018,01,111,all,All,0.10073359,0.09678819,0.10467898,3
2018,01,111,race-ethnicity,"Black, Non-Hispanic",0.15997504,0.14961191,0.17033817,3
2018,01,111,race-ethnicity,Hispanic,0.064606741,0.05318632,0.076027162,3
2018,01,111,race-ethnicity,Other Races and Ethnicities,0.10458715,0.078894518,0.13027979,3
2018,01,111,race-ethnicity,"White, Non-Hispanic",0.086104907,0.081647351,0.090562463,3
2018,01,113,all,All,0.10073359,0.09678819,0.10467898,3
2018,01,113,race-ethnicity,"Black, Non-Hispanic",0.15997504,0.14961191,0.17033817,3
2018,01,113,race-ethnicity,Hispanic,0.064606741,0.05318632,0.076027162,3
2018,01,113,race-ethnicity,Other Races and Ethnicities,0.10458715,0.078894518,0.13027979,3
2018,01,113,race-ethnicity,"White, Non-Hispanic",0.086104907,0.081647351,0.090562463,3
2018,01,115,all,All,0.10073359,0.09678819,0.10467898,3
2018,01,115,race-ethnicity,"Black, Non-Hispanic",0.15997504,0.14961191,0.17033817,3
2018,01,115,race-ethnicity,Hispanic,0.064606741,0.05318632,0.076027162,3
2018,01,115,race-ethnicity,Other Races and Ethnicities,0.10458715,0.078894518,0.13027979,3
2018,01,115,race-ethnicity,"White, Non-Hispanic",0.086104907,0.081647351,0.090562463,3
2018,01,117,all,All,0.087633453,0.075944446,0.099322461,1
2018,01,117,race-ethnicity,"Black, Non-Hispanic",0.1595092,0.11976199,0.19925641,1
2018,01,117,race-ethnicity,Hispanic,0.08677686,0.051308688,0.12224503,2
2018,01,117,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2018,01,117,race-ethnicity,"White, Non-Hispanic",0.073474474,0.060713604,0.086235344,1
2018,01,119,all,All,0.10073359,0.09678819,0.10467898,3
2018,01,119,race-ethnicity,"Black, Non-Hispanic",0.15997504,0.14961191,0.17033817,3
2018,01,119,race-ethnicity,Hispanic,0.064606741,0.05318632,0.076027162,3
2018,01,119,race-ethnicity,Other Races and Ethnicities,0.10458715,0.078894518,0.13027979,3
2018,01,119,race-ethnicity,"White, Non-Hispanic",0.086104907,0.081647351,0.090562463,3
2018,01,121,all,All,0.10073359,0.09678819,0.10467898,3
2018,01,121,race-ethnicity,"Black, Non-Hispanic",0.15997504,0.14961191,0.17033817,3
2018,01,121,race-ethnicity,Hispanic,0.064606741,0.05318632,0.076027162,3
2018,01,121,race-ethnicity,Other Races and Ethnicities,0.10458715,0.078894518,0.13027979,3
2018,01,121,race-ethnicity,"White, Non-Hispanic",0.086104907,0.081647351,0.090562463,3
2018,01,123,all,All,0.10073359,0.09678819,0.10467898,3
2018,01,123,race-ethnicity,"Black, Non-Hispanic",0.15997504,0.14961191,0.17033817,3
2018,01,123,race-ethnicity,Hispanic,0.064606741,0.05318632,0.076027162,3
2018,01,123,race-ethnicity,Other Races and Ethnicities,0.10458715,0.078894518,0.13027979,3
2018,01,123,race-ethnicity,"White, Non-Hispanic",0.086104907,0.081647351,0.090562463,3
2018,01,125,all,All,0.10370679,0.0915116,0.11590198,1
2018,01,125,race-ethnicity,"Black, Non-Hispanic",0.16145308,0.13854407999999999,0.18436208,1
2018,01,125,race-ethnicity,Hispanic,0.055555556,0.023649329,0.087461784,2
2018,01,125,race-ethnicity,Other Races and Ethnicities,0.175,0.091736034,0.25826395,2
2018,01,125,race-ethnicity,"White, Non-Hispanic",0.056537103,0.043082774,0.069991432,1
2018,01,127,all,All,0.10073359,0.09678819,0.10467898,3
2018,01,127,race-ethnicity,"Black, Non-Hispanic",0.15997504,0.14961191,0.17033817,3
2018,01,127,race-ethnicity,Hispanic,0.064606741,0.05318632,0.076027162,3
2018,01,127,race-ethnicity,Other Races and Ethnicities,0.10458715,0.078894518,0.13027979,3
2018,01,127,race-ethnicity,"White, Non-Hispanic",0.086104907,0.081647351,0.090562463,3
2018,01,129,all,All,0.10073359,0.09678819,0.10467898,3
2018,01,129,race-ethnicity,"Black, Non-Hispanic",0.15997504,0.14961191,0.17033817,3
2018,01,129,race-ethnicity,Hispanic,0.064606741,0.05318632,0.076027162,3
2018,01,129,race-ethnicity,Other Races and Ethnicities,0.10458715,0.078894518,0.13027979,3
2018,01,129,race-ethnicity,"White, Non-Hispanic",0.086104907,0.081647351,0.090562463,3
