year,state,county,rate_low_birth_weight,rate_low_birth_weight_lb,rate_low_birth_weight_ub,rate_low_birth_weight_quality
2022,01,001,.098524719,.094688267,.10236117,3
2022,01,003,.079810351,.069252431,.090368271,1
2022,01,005,.098524719,.094688267,.10236117,3
2022,01,007,.098524719,.094688267,.10236117,3
2022,01,009,.098524719,.094688267,.10236117,3
2022,01,011,.098524719,.094688267,.10236117,3
2022,01,013,.098524719,.094688267,.10236117,3
2022,01,015,.092261903,.076789849,.10773396,1
2022,01,017,.098524719,.094688267,.10236117,3
2022,01,019,.098524719,.094688267,.10236117,3
2022,01,021,.098524719,.094688267,.10236117,3
2022,01,023,.098524719,.094688267,.10236117,3
2022,01,025,.098524719,.094688267,.10236117,3
2022,01,027,.098524719,.094688267,.10236117,3
2022,01,029,.098524719,.094688267,.10236117,3
2022,01,031,.098524719,.094688267,.10236117,3
2022,01,033,.098524719,.094688267,.10236117,3
2022,01,035,.098524719,.094688267,.10236117,3
2022,01,037,.098524719,.094688267,.10236117,3
2022,01,039,.098524719,.094688267,.10236117,3
2022,01,041,.098524719,.094688267,.10236117,3
2022,01,043,.098524719,.094688267,.10236117,3
2022,01,045,.098524719,.094688267,.10236117,3
2022,01,047,.098524719,.094688267,.10236117,3
2022,01,049,.098524719,.094688267,.10236117,3
2022,01,051,.098524719,.094688267,.10236117,3
2022,01,053,.098524719,.094688267,.10236117,3
2022,01,055,.074957408,.059894454,.090020366,1
2022,01,057,.098524719,.094688267,.10236117,3
2022,01,059,.098524719,.094688267,.10236117,3
2022,01,061,.098524719,.094688267,.10236117,3
2022,01,063,.098524719,.094688267,.10236117,3
2022,01,065,.098524719,.094688267,.10236117,3
2022,01,067,.098524719,.094688267,.10236117,3
2022,01,069,.10254372,.085779749,.11930769,1
2022,01,071,.098524719,.094688267,.10236117,3
2022,01,073,.11511163,.10800543,.12221782,1
2022,01,075,.098524719,.094688267,.10236117,3
2022,01,077,.098524719,.094688267,.10236117,3
2022,01,079,.098524719,.094688267,.10236117,3
2022,01,081,.09610521,.08311294,.10909748,1
