year,state,county,subgroup_type,subgroup,share_medical_debt_coll,share_medical_debt_coll_quality
2023,30,059,all,All,0.0163934,1
2023,30,059,race-ethnicity,Neighborhoods of color,NA,NA
2023,30,059,race-ethnicity,White neighborhoods,0.0163934,1
2023,30,061,all,All,0.032,1
2023,30,061,race-ethnicity,Neighborhoods of color,NA,NA
2023,30,061,race-ethnicity,White neighborhoods,0.0325203,1
2023,30,063,all,All,0.035329,1
2023,30,063,race-ethnicity,Neighborhoods of color,NA,NA
2023,30,063,race-ethnicity,White neighborhoods,0.035329,1
2023,30,065,all,All,0.0449438,1
2023,30,065,race-ethnicity,Neighborhoods of color,NA,NA
2023,30,065,race-ethnicity,White neighborhoods,0.0449438,1
2023,30,067,all,All,0.030303,1
2023,30,067,race-ethnicity,Neighborhoods of color,NA,NA
2023,30,067,race-ethnicity,White neighborhoods,0.030303,1
2023,30,069,all,All,NA,NA
2023,30,069,race-ethnicity,Neighborhoods of color,NA,NA
2023,30,069,race-ethnicity,White neighborhoods,NA,NA
2023,30,071,all,All,0.0447761,1
2023,30,071,race-ethnicity,Neighborhoods of color,NA,NA
2023,30,071,race-ethnicity,White neighborhoods,0.0338983,1
2023,30,073,all,All,0.0444444,1
2023,30,073,race-ethnicity,Neighborhoods of color,NA,NA
2023,30,073,race-ethnicity,White neighborhoods,0.0411765,1
2023,30,075,all,All,NA,NA
2023,30,075,race-ethnicity,Neighborhoods of color,NA,NA
2023,30,075,race-ethnicity,White neighborhoods,NA,NA
2023,30,077,all,All,0.0599078,1
2023,30,077,race-ethnicity,Neighborhoods of color,NA,NA
2023,30,077,race-ethnicity,White neighborhoods,0.0599078,1
2023,30,079,all,All,0.0357143,1
2023,30,079,race-ethnicity,Neighborhoods of color,NA,NA
2023,30,079,race-ethnicity,White neighborhoods,0.0357143,1
2023,30,081,all,All,0.0467532,1
2023,30,081,race-ethnicity,Neighborhoods of color,NA,NA
2023,30,081,race-ethnicity,White neighborhoods,0.0467532,1
2023,30,083,all,All,0.0948276,1
2023,30,083,race-ethnicity,Neighborhoods of color,NA,NA
2023,30,083,race-ethnicity,White neighborhoods,0.0948276,1
2023,30,085,all,All,0.1235521,1
2023,30,085,race-ethnicity,Neighborhoods of color,0.1382979,1
2023,30,085,race-ethnicity,White neighborhoods,0.084507,1
2023,30,087,all,All,0.0718563,1
2023,30,087,race-ethnicity,Neighborhoods of color,0.0779221,1
2023,30,087,race-ethnicity,White neighborhoods,0.0666667,1
2023,30,089,all,All,0.0326087,1
2023,30,089,race-ethnicity,Neighborhoods of color,NA,NA
2023,30,089,race-ethnicity,White neighborhoods,0.0326087,1
2023,30,091,all,All,0.0472441,1
2023,30,091,race-ethnicity,Neighborhoods of color,NA,NA
2023,30,091,race-ethnicity,White neighborhoods,0.0472441,1
2023,30,093,all,All,0.031362,1
2023,30,093,race-ethnicity,Neighborhoods of color,NA,NA
2023,30,093,race-ethnicity,White neighborhoods,0.031362,1
2023,30,095,all,All,0.0460526,1
2023,30,095,race-ethnicity,Neighborhoods of color,NA,NA
2023,30,095,race-ethnicity,White neighborhoods,0.0460526,1
2023,30,097,all,All,0.057971,1
2023,30,097,race-ethnicity,Neighborhoods of color,NA,NA
2023,30,097,race-ethnicity,White neighborhoods,0.057971,1
2023,30,099,all,All,0.0382514,1
2023,30,099,race-ethnicity,Neighborhoods of color,NA,NA
2023,30,099,race-ethnicity,White neighborhoods,0.0382514,1
2023,30,101,all,All,0.0362319,1
2023,30,101,race-ethnicity,Neighborhoods of color,NA,NA
2023,30,101,race-ethnicity,White neighborhoods,0.0362319,1
2023,30,103,all,All,0.0588235,1
2023,30,103,race-ethnicity,Neighborhoods of color,NA,NA
2023,30,103,race-ethnicity,White neighborhoods,0.0588235,1
2023,30,105,all,All,0.0582524,1
2023,30,105,race-ethnicity,Neighborhoods of color,NA,NA
2023,30,105,race-ethnicity,White neighborhoods,0.056701,1
2023,30,107,all,All,NA,NA
2023,30,107,race-ethnicity,Neighborhoods of color,NA,NA
2023,30,107,race-ethnicity,White neighborhoods,NA,NA
2023,30,109,all,All,NA,NA
2023,30,109,race-ethnicity,Neighborhoods of color,NA,NA
2023,30,109,race-ethnicity,White neighborhoods,NA,NA
2023,30,111,all,All,0.053954,1
2023,30,111,race-ethnicity,Neighborhoods of color,NA,NA
2023,30,111,race-ethnicity,White neighborhoods,0.053954,1
2023,31,001,all,All,0.0189521,1
2023,31,001,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,001,race-ethnicity,White neighborhoods,0.0189521,1
2023,31,003,all,All,0.0285714,1
2023,31,003,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,003,race-ethnicity,White neighborhoods,0.0285714,1
2023,31,005,all,All,NA,NA
2023,31,005,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,005,race-ethnicity,White neighborhoods,NA,NA
2023,31,007,all,All,NA,NA
2023,31,007,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,007,race-ethnicity,White neighborhoods,NA,NA
2023,31,009,all,All,NA,NA
2023,31,009,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,009,race-ethnicity,White neighborhoods,NA,NA
2023,31,011,all,All,0.0174419,1
2023,31,011,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,011,race-ethnicity,White neighborhoods,0.0174419,1
2023,31,013,all,All,0.0285714,1
2023,31,013,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,013,race-ethnicity,White neighborhoods,0.0285714,1
2023,31,015,all,All,NA,NA
2023,31,015,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,015,race-ethnicity,White neighborhoods,NA,NA
2023,31,017,all,All,0.0188679,1
2023,31,017,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,017,race-ethnicity,White neighborhoods,0.0188679,1
2023,31,019,all,All,0.0400829,1
2023,31,019,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,019,race-ethnicity,White neighborhoods,0.0400829,1
2023,31,021,all,All,0.0292683,1
2023,31,021,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,021,race-ethnicity,White neighborhoods,0.0292683,1
2023,31,023,all,All,0.0082988,1
2023,31,023,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,023,race-ethnicity,White neighborhoods,0.0082988,1
2023,31,025,all,All,0.0165877,1
2023,31,025,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,025,race-ethnicity,White neighborhoods,0.0165877,1
2023,31,027,all,All,0.012,1
2023,31,027,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,027,race-ethnicity,White neighborhoods,0.012,1
2023,31,029,all,All,0.0070922,1
2023,31,029,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,029,race-ethnicity,White neighborhoods,0.0070922,1
2023,31,031,all,All,0.0206186,1
2023,31,031,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,031,race-ethnicity,White neighborhoods,0.0225989,1
2023,31,033,all,All,0.031746,1
2023,31,033,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,033,race-ethnicity,White neighborhoods,0.031746,1
2023,31,035,all,All,0.0097087,1
2023,31,035,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,035,race-ethnicity,White neighborhoods,0.0097087,1
2023,31,037,all,All,0.0318021,1
2023,31,037,race-ethnicity,Neighborhoods of color,0.0276243,1
2023,31,037,race-ethnicity,White neighborhoods,0.0392157,1
2023,31,039,all,All,0.012987,1
2023,31,039,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,039,race-ethnicity,White neighborhoods,0.012987,1
2023,31,041,all,All,0.013289,1
2023,31,041,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,041,race-ethnicity,White neighborhoods,0.013289,1
2023,31,043,all,All,0.0629921,1
2023,31,043,race-ethnicity,Neighborhoods of color,0.0786026,1
2023,31,043,race-ethnicity,White neighborhoods,0.0225989,1
2023,31,045,all,All,0.016129,1
2023,31,045,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,045,race-ethnicity,White neighborhoods,0.016129,1
2023,31,047,all,All,0.0184941,1
2023,31,047,race-ethnicity,Neighborhoods of color,0.0277778,1
2023,31,047,race-ethnicity,White neighborhoods,0.0101266,1
2023,31,049,all,All,0.0377358,1
2023,31,049,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,049,race-ethnicity,White neighborhoods,0.0377358,1
2023,31,051,all,All,0.0192308,1
2023,31,051,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,051,race-ethnicity,White neighborhoods,0.0192308,1
2023,31,053,all,All,0.0164069,1
2023,31,053,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,053,race-ethnicity,White neighborhoods,0.0164069,1
2023,31,055,all,All,0.0196001,1
2023,31,055,race-ethnicity,Neighborhoods of color,0.0322481,1
2023,31,055,race-ethnicity,White neighborhoods,0.0167829,1
2023,31,057,all,All,0,1
2023,31,057,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,057,race-ethnicity,White neighborhoods,0,1
2023,31,059,all,All,0.029703,1
2023,31,059,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,059,race-ethnicity,White neighborhoods,0.029703,1
2023,31,061,all,All,0.0217391,1
2023,31,061,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,061,race-ethnicity,White neighborhoods,0.0217391,1
2023,31,063,all,All,NA,NA
2023,31,063,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,063,race-ethnicity,White neighborhoods,NA,NA
2023,31,065,all,All,0.0075758,1
2023,31,065,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,065,race-ethnicity,White neighborhoods,0.0075758,1
2023,31,067,all,All,0.0160584,1
2023,31,067,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,067,race-ethnicity,White neighborhoods,0.0160584,1
2023,31,069,all,All,NA,NA
2023,31,069,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,069,race-ethnicity,White neighborhoods,NA,NA
2023,31,071,all,All,0.0138889,1
2023,31,071,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,071,race-ethnicity,White neighborhoods,0.0138889,1
2023,31,073,all,All,0,1
2023,31,073,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,073,race-ethnicity,White neighborhoods,0,1
2023,31,075,all,All,NA,NA
2023,31,075,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,075,race-ethnicity,White neighborhoods,NA,NA
2023,31,077,all,All,NA,NA
2023,31,077,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,077,race-ethnicity,White neighborhoods,NA,NA
2023,31,079,all,All,0.1021937,1
2023,31,079,race-ethnicity,Neighborhoods of color,0.1191589,1
2023,31,079,race-ethnicity,White neighborhoods,0.0878578,1
2023,31,081,all,All,0.021875,1
2023,31,081,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,081,race-ethnicity,White neighborhoods,0.021875,1
2023,31,083,all,All,0.0375,1
2023,31,083,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,083,race-ethnicity,White neighborhoods,0.0375,1
2023,31,085,all,All,NA,NA
2023,31,085,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,085,race-ethnicity,White neighborhoods,NA,NA
2023,31,087,all,All,0,1
2023,31,087,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,087,race-ethnicity,White neighborhoods,0,1
2023,31,089,all,All,0.0092025,1
2023,31,089,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,089,race-ethnicity,White neighborhoods,0.0092025,1
2023,31,091,all,All,NA,NA
2023,31,091,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,091,race-ethnicity,White neighborhoods,NA,NA
2023,31,093,all,All,0.003876,1
2023,31,093,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,093,race-ethnicity,White neighborhoods,0.003876,1
2023,31,095,all,All,0.0258621,1
2023,31,095,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,095,race-ethnicity,White neighborhoods,0.0258621,1
2023,31,097,all,All,0.0165289,1
2023,31,097,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,097,race-ethnicity,White neighborhoods,0.0165289,1
2023,31,099,all,All,0.0566038,1
2023,31,099,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,099,race-ethnicity,White neighborhoods,0.0566038,1
2023,31,101,all,All,0.0234375,1
2023,31,101,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,101,race-ethnicity,White neighborhoods,0.0234375,1
2023,31,103,all,All,NA,NA
2023,31,103,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,103,race-ethnicity,White neighborhoods,NA,NA
2023,31,105,all,All,0.0521739,1
2023,31,105,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,105,race-ethnicity,White neighborhoods,0.0521739,1
2023,31,107,all,All,0.0113208,1
2023,31,107,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,107,race-ethnicity,White neighborhoods,0.0084388,1
2023,31,109,all,All,0.0221729,1
2023,31,109,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,109,race-ethnicity,White neighborhoods,0.0221729,1
2023,31,111,all,All,0.0330357,1
2023,31,111,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,111,race-ethnicity,White neighborhoods,0.0330357,1
2023,31,113,all,All,NA,NA
2023,31,113,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,113,race-ethnicity,White neighborhoods,NA,NA
2023,31,115,all,All,NA,NA
2023,31,115,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,115,race-ethnicity,White neighborhoods,NA,NA
2023,31,117,all,All,NA,NA
2023,31,117,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,117,race-ethnicity,White neighborhoods,NA,NA
2023,31,119,all,All,0.0329289,1
2023,31,119,race-ethnicity,Neighborhoods of color,0.0185185,1
2023,31,119,race-ethnicity,White neighborhoods,0.0344168,1
2023,31,121,all,All,0.0470588,1
2023,31,121,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,121,race-ethnicity,White neighborhoods,0.04329,1
2023,31,123,all,All,0.06,1
2023,31,123,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,123,race-ethnicity,White neighborhoods,0.06,1
2023,31,125,all,All,0.0086957,1
2023,31,125,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,125,race-ethnicity,White neighborhoods,0.0086957,1
2023,31,127,all,All,0.0133929,1
2023,31,127,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,127,race-ethnicity,White neighborhoods,0.0133929,1
2023,31,129,all,All,0.0214286,1
2023,31,129,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,129,race-ethnicity,White neighborhoods,0.0214286,1
2023,31,131,all,All,0.023622,1
2023,31,131,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,131,race-ethnicity,White neighborhoods,0.023622,1
2023,31,133,all,All,0,1
2023,31,133,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,133,race-ethnicity,White neighborhoods,0,1
2023,31,135,all,All,0.0097087,1
2023,31,135,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,135,race-ethnicity,White neighborhoods,0.0097087,1
2023,31,137,all,All,0.0196721,1
2023,31,137,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,137,race-ethnicity,White neighborhoods,0.0196721,1
2023,31,139,all,All,0.030303,1
2023,31,139,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,139,race-ethnicity,White neighborhoods,0.030303,1
2023,31,141,all,All,0.0111588,1
2023,31,141,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,141,race-ethnicity,White neighborhoods,0.0111684,1
2023,31,143,all,All,0,1
2023,31,143,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,143,race-ethnicity,White neighborhoods,0,1
2023,31,145,all,All,0.028481,1
2023,31,145,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,145,race-ethnicity,White neighborhoods,0.029316,1
2023,31,147,all,All,0.0037453,1
2023,31,147,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,147,race-ethnicity,White neighborhoods,0.0037453,1
2023,31,149,all,All,NA,NA
2023,31,149,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,149,race-ethnicity,White neighborhoods,NA,NA
2023,31,151,all,All,0.0178571,1
2023,31,151,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,151,race-ethnicity,White neighborhoods,0.0178571,1
2023,31,153,all,All,0.0128462,1
2023,31,153,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,153,race-ethnicity,White neighborhoods,0.0128978,1
2023,31,155,all,All,0.0149925,1
2023,31,155,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,155,race-ethnicity,White neighborhoods,0.0149925,1
2023,31,157,all,All,0.0573698,1
2023,31,157,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,157,race-ethnicity,White neighborhoods,0.0573698,1
2023,31,159,all,All,0.0104603,1
2023,31,159,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,159,race-ethnicity,White neighborhoods,0.0104603,1
2023,31,161,all,All,0.0083333,1
2023,31,161,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,161,race-ethnicity,White neighborhoods,0.0083333,1
2023,31,163,all,All,0.0289855,1
2023,31,163,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,163,race-ethnicity,White neighborhoods,0.0289855,1
2023,31,165,all,All,0.0196078,1
2023,31,165,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,165,race-ethnicity,White neighborhoods,0.0196078,1
2023,31,167,all,All,0.0212766,1
2023,31,167,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,167,race-ethnicity,White neighborhoods,0.0212766,1
2023,31,169,all,All,0.0136054,1
2023,31,169,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,169,race-ethnicity,White neighborhoods,0.0136054,1
2023,31,171,all,All,NA,NA
2023,31,171,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,171,race-ethnicity,White neighborhoods,NA,NA
2023,31,173,all,All,0.0649351,1
2023,31,173,race-ethnicity,Neighborhoods of color,0.0917431,1
2023,31,173,race-ethnicity,White neighborhoods,NA,NA
2023,31,175,all,All,0.0080645,1
2023,31,175,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,175,race-ethnicity,White neighborhoods,0.0080645,1
2023,31,177,all,All,0.0139535,1
2023,31,177,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,177,race-ethnicity,White neighborhoods,0.0139535,1
2023,31,179,all,All,0.0132743,1
2023,31,179,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,179,race-ethnicity,White neighborhoods,0.0132743,1
2023,31,181,all,All,0,1
2023,31,181,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,181,race-ethnicity,White neighborhoods,0,1
2023,31,183,all,All,NA,NA
2023,31,183,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,183,race-ethnicity,White neighborhoods,NA,NA
2023,31,185,all,All,0.0107759,1
2023,31,185,race-ethnicity,Neighborhoods of color,NA,NA
2023,31,185,race-ethnicity,White neighborhoods,0.0107759,1
2023,32,001,all,All,0.0416141,1
2023,32,001,race-ethnicity,Neighborhoods of color,NA,NA
2023,32,001,race-ethnicity,White neighborhoods,0.0416141,1
2023,32,003,all,All,0.0672427,1
2023,32,003,race-ethnicity,Neighborhoods of color,0.0762353,1
2023,32,003,race-ethnicity,White neighborhoods,0.0465907,1
2023,32,005,all,All,0.0757403,1
2023,32,005,race-ethnicity,Neighborhoods of color,NA,NA
2023,32,005,race-ethnicity,White neighborhoods,0.0757403,1
2023,32,007,all,All,0.0421257,1
2023,32,007,race-ethnicity,Neighborhoods of color,0.081761,1
2023,32,007,race-ethnicity,White neighborhoods,0.0376539,1
2023,32,009,all,All,NA,NA
2023,32,009,race-ethnicity,Neighborhoods of color,NA,NA
2023,32,009,race-ethnicity,White neighborhoods,NA,NA
2023,32,011,all,All,0.0925926,1
2023,32,011,race-ethnicity,Neighborhoods of color,NA,NA
2023,32,011,race-ethnicity,White neighborhoods,0.0925926,1
2023,32,013,all,All,0.0823755,1
2023,32,013,race-ethnicity,Neighborhoods of color,NA,NA
2023,32,013,race-ethnicity,White neighborhoods,0.08,1
2023,32,015,all,All,0.1497006,1
2023,32,015,race-ethnicity,Neighborhoods of color,NA,NA
2023,32,015,race-ethnicity,White neighborhoods,0.1497006,1
2023,32,017,all,All,0.0655738,1
2023,32,017,race-ethnicity,Neighborhoods of color,NA,NA
2023,32,017,race-ethnicity,White neighborhoods,0.0655738,1
2023,32,019,all,All,0.1083333,1
2023,32,019,race-ethnicity,Neighborhoods of color,NA,NA
2023,32,019,race-ethnicity,White neighborhoods,0.1083333,1
2023,32,021,all,All,0.1037037,1
2023,32,021,race-ethnicity,Neighborhoods of color,NA,NA
2023,32,021,race-ethnicity,White neighborhoods,0.0877193,1
2023,32,023,all,All,0.0667903,1
2023,32,023,race-ethnicity,Neighborhoods of color,NA,NA
2023,32,023,race-ethnicity,White neighborhoods,0.0668731,1
2023,32,027,all,All,0.1103896,1
2023,32,027,race-ethnicity,Neighborhoods of color,NA,NA
2023,32,027,race-ethnicity,White neighborhoods,0.1103896,1
2023,32,029,all,All,0.0897436,1
2023,32,029,race-ethnicity,Neighborhoods of color,NA,NA
2023,32,029,race-ethnicity,White neighborhoods,0.0897436,1
2023,32,031,all,All,0.0785737,1
2023,32,031,race-ethnicity,Neighborhoods of color,0.1276544,1
2023,32,031,race-ethnicity,White neighborhoods,0.0604631,1
2023,32,033,all,All,0.134058,1
2023,32,033,race-ethnicity,Neighborhoods of color,NA,NA
2023,32,033,race-ethnicity,White neighborhoods,0.1313869,1
2023,32,510,all,All,0.1448835,1
2023,32,510,race-ethnicity,Neighborhoods of color,NA,NA
2023,32,510,race-ethnicity,White neighborhoods,0.1448835,1
2023,33,001,all,All,0.0190807,1
2023,33,001,race-ethnicity,Neighborhoods of color,NA,NA
2023,33,001,race-ethnicity,White neighborhoods,0.0190807,1
2023,33,003,all,All,0.0413979,1
2023,33,003,race-ethnicity,Neighborhoods of color,NA,NA
2023,33,003,race-ethnicity,White neighborhoods,0.0413979,1
2023,33,005,all,All,0.0144986,1
2023,33,005,race-ethnicity,Neighborhoods of color,NA,NA
2023,33,005,race-ethnicity,White neighborhoods,0.0145044,1
2023,33,007,all,All,0.011215,1
2023,33,007,race-ethnicity,Neighborhoods of color,NA,NA
2023,33,007,race-ethnicity,White neighborhoods,0.0112254,1
2023,33,009,all,All,0.019212,1
2023,33,009,race-ethnicity,Neighborhoods of color,NA,NA
2023,33,009,race-ethnicity,White neighborhoods,0.019212,1
2023,33,011,all,All,0.0232476,1
2023,33,011,race-ethnicity,Neighborhoods of color,NA,NA
2023,33,011,race-ethnicity,White neighborhoods,0.0232476,1
2023,33,013,all,All,0.0266233,1
2023,33,013,race-ethnicity,Neighborhoods of color,NA,NA
2023,33,013,race-ethnicity,White neighborhoods,0.0266284,1
2023,33,015,all,All,0.0209292,1
2023,33,015,race-ethnicity,Neighborhoods of color,NA,NA
2023,33,015,race-ethnicity,White neighborhoods,0.0209292,1
2023,33,017,all,All,0.0400572,1
2023,33,017,race-ethnicity,Neighborhoods of color,NA,NA
2023,33,017,race-ethnicity,White neighborhoods,0.0400572,1
2023,33,019,all,All,0.0196216,1
2023,33,019,race-ethnicity,Neighborhoods of color,NA,NA
2023,33,019,race-ethnicity,White neighborhoods,0.0196216,1
2023,34,001,all,All,0.0270574,1
2023,34,001,race-ethnicity,Neighborhoods of color,0.0340847,1
2023,34,001,race-ethnicity,White neighborhoods,0.0252753,1
2023,34,003,all,All,0.0219054,1
2023,34,003,race-ethnicity,Neighborhoods of color,0.0288657,1
2023,34,003,race-ethnicity,White neighborhoods,0.0168637,1
2023,34,005,all,All,0.0435566,1
2023,34,005,race-ethnicity,Neighborhoods of color,0.073161,1
2023,34,005,race-ethnicity,White neighborhoods,0.0376254,1
2023,34,007,all,All,0.0518564,1
2023,34,007,race-ethnicity,Neighborhoods of color,0.0809321,1
2023,34,007,race-ethnicity,White neighborhoods,0.0335384,1
2023,34,009,all,All,0.0211206,1
2023,34,009,race-ethnicity,Neighborhoods of color,NA,NA
2023,34,009,race-ethnicity,White neighborhoods,0.021133,1
2023,34,011,all,All,0.066474,1
2023,34,011,race-ethnicity,Neighborhoods of color,0.0734167,1
2023,34,011,race-ethnicity,White neighborhoods,0.0579495,1
2023,34,013,all,All,0.0503949,1
2023,34,013,race-ethnicity,Neighborhoods of color,0.0650028,1
2023,34,013,race-ethnicity,White neighborhoods,0.0179919,1
2023,34,015,all,All,0.0389069,1
2023,34,015,race-ethnicity,Neighborhoods of color,0.0616246,1
2023,34,015,race-ethnicity,White neighborhoods,0.0380488,1
2023,34,017,all,All,0.0250165,1
2023,34,017,race-ethnicity,Neighborhoods of color,0.0262806,1
2023,34,017,race-ethnicity,White neighborhoods,0.0093819,1
2023,34,019,all,All,0.0213675,1
2023,34,019,race-ethnicity,Neighborhoods of color,NA,NA
2023,34,019,race-ethnicity,White neighborhoods,0.0215208,1
2023,34,021,all,All,0.0553864,1
2023,34,021,race-ethnicity,Neighborhoods of color,0.0883943,1
2023,34,021,race-ethnicity,White neighborhoods,0.0199625,1
2023,34,023,all,All,0.0337974,1
2023,34,023,race-ethnicity,Neighborhoods of color,0.0379001,1
2023,34,023,race-ethnicity,White neighborhoods,0.0263826,1
2023,34,025,all,All,0.0357325,1
2023,34,025,race-ethnicity,Neighborhoods of color,0.0551181,1
2023,34,025,race-ethnicity,White neighborhoods,0.0355729,1
2023,34,027,all,All,0.0193906,1
2023,34,027,race-ethnicity,Neighborhoods of color,0.0271216,1
2023,34,027,race-ethnicity,White neighborhoods,0.0182229,1
2023,34,029,all,All,0.0257533,1
2023,34,029,race-ethnicity,Neighborhoods of color,NA,NA
2023,34,029,race-ethnicity,White neighborhoods,0.0257533,1
2023,34,031,all,All,0.0297935,1
2023,34,031,race-ethnicity,Neighborhoods of color,0.0355617,1
2023,34,031,race-ethnicity,White neighborhoods,0.0231475,1
2023,34,033,all,All,0.0415648,1
2023,34,033,race-ethnicity,Neighborhoods of color,0.0541126,1
2023,34,033,race-ethnicity,White neighborhoods,0.0379027,1
2023,34,035,all,All,0.0231897,1
2023,34,035,race-ethnicity,Neighborhoods of color,0.035799,1
2023,34,035,race-ethnicity,White neighborhoods,0.0159848,1
2023,34,037,all,All,0.0362408,1
2023,34,037,race-ethnicity,Neighborhoods of color,NA,NA
2023,34,037,race-ethnicity,White neighborhoods,0.0362408,1
2023,34,039,all,All,0.0465142,1
2023,34,039,race-ethnicity,Neighborhoods of color,0.0616098,1
2023,34,039,race-ethnicity,White neighborhoods,0.0159723,1
2023,34,041,all,All,0.0506429,1
2023,34,041,race-ethnicity,Neighborhoods of color,NA,NA
2023,34,041,race-ethnicity,White neighborhoods,0.0506429,1
2023,35,001,all,All,0.0485757,1
2023,35,001,race-ethnicity,Neighborhoods of color,0.054201,1
2023,35,001,race-ethnicity,White neighborhoods,0.0285341,1
2023,35,003,all,All,0.0403226,1
2023,35,003,race-ethnicity,Neighborhoods of color,NA,NA
2023,35,003,race-ethnicity,White neighborhoods,0.0325203,1
2023,35,005,all,All,0.0803718,1
2023,35,005,race-ethnicity,Neighborhoods of color,0.080663,1
2023,35,005,race-ethnicity,White neighborhoods,NA,NA
2023,35,006,all,All,0.1111111,1
2023,35,006,race-ethnicity,Neighborhoods of color,0.1105442,1
2023,35,006,race-ethnicity,White neighborhoods,NA,NA
2023,35,007,all,All,0.0466321,1
2023,35,007,race-ethnicity,Neighborhoods of color,0.0559211,1
2023,35,007,race-ethnicity,White neighborhoods,0.0121951,1
2023,35,009,all,All,0.1093007,1
2023,35,009,race-ethnicity,Neighborhoods of color,0.111516,1
