year,state,county,share_debt_coll,share_debt_coll_ub,share_debt_coll_lb,share_debt_coll_quality
2018,13,281,0.2822967,0.3434682,0.2211251,1
2018,13,283,0.4,0.4990371,0.300963,1
2018,13,285,0.4557196,0.4853817,0.4260575,1
2018,13,287,0.5413534,0.6263592,0.4563476,1
2018,13,289,0.442953,0.5229825,0.3629235,1
2018,13,291,0.2025317,0.2422153,0.162848,1
2018,13,293,0.4872341,0.5324715,0.4419966,1
2018,13,295,0.4603321,0.4900174,0.4306468,1
2018,13,297,0.3812903,0.4054784,0.3571022,1
2018,13,299,0.4537205,0.4953285,0.4121126,1
2018,13,301,0.6263736,0.7263208,0.5264265,1
2018,13,303,0.529052,0.5832375,0.4748665,1
2018,13,305,0.4575937,0.501003,0.4141843,1
2018,13,307,NA,NA,NA,NA
2018,13,309,NA,NA,NA,NA
2018,13,311,0.3416857,0.3861026,0.2972687,1
2018,13,313,0.4116541,0.4358064,0.3875019,1
2018,13,315,0.5641026,0.6748623,0.4533429,1
2018,13,317,0.4864865,0.567286,0.405687,1
2018,13,319,0.5394737,0.6189761,0.4599714,1
2018,13,321,0.5083333,0.5600486,0.4566181,1
2018,15,001,0.2069841,0.2211349,0.1928334,1
2018,15,003,0.1770739,0.1830834,0.1710645,1
2018,15,005,NA,NA,NA,NA
2018,15,007,0.195922,0.2190951,0.1727488,1
2018,15,009,0.2369761,0.2534743,0.2204779,1
2018,16,001,0.2133537,0.2228147,0.2038926,1
2018,16,003,0.2054795,0.2988106,0.1121483,1
2018,16,005,0.2860278,0.3099927,0.2620629,1
2018,16,007,0.1538462,0.2283885,0.0793039,1
2018,16,009,0.2720588,0.3471292,0.1969884,1
2018,16,011,0.2564492,0.2898148,0.2230836,1
2018,16,013,0.1586021,0.1957749,0.1214294,1
2018,16,015,0.176,0.2430294,0.1089706,1
2018,16,017,0.1753681,0.2026574,0.1480789,1
2018,16,019,0.1991894,0.2180316,0.1803471,1
2018,16,021,0.2105263,0.265931,0.1551216,1
2018,16,023,NA,NA,NA,NA
2018,16,025,NA,NA,NA,NA
2018,16,027,0.3216216,0.3374891,0.3057542,1
2018,16,029,0.2571429,0.3411429,0.1731429,1
2018,16,031,0.2598187,0.3071342,0.2125032,1
2018,16,033,NA,NA,NA,NA
2018,16,035,0.2461538,0.320491,0.1718167,1
2018,16,037,0.1153846,0.1867458,0.0440235,1
2018,16,039,0.2637615,0.3051735,0.2223494,1
2018,16,041,0.14,0.1882106,0.0917894,1
2018,16,043,0.1960784,0.2506957,0.1414612,1
2018,16,045,0.2686567,0.3218259,0.2154876,1
2018,16,047,0.2863248,0.3443689,0.2282807,1
2018,16,049,0.1802575,0.2297225,0.1307926,1
2018,16,051,0.1544304,0.1901124,0.1187484,1
2018,16,053,0.2861539,0.3353675,0.2369402,1
2018,16,055,0.2027079,0.2182087,0.1872071,1
2018,16,057,0.1816579,0.2134224,0.1498933,1
2018,16,059,0.1946903,0.2680235,0.1213571,1
2018,16,061,0.255814,0.3485716,0.1630564,1
2018,16,063,0.2739726,0.3769922,0.170953,1
2018,16,065,0.1190965,0.1478938,0.0902992,1
2018,16,067,0.2686981,0.3144896,0.2229065,1
2018,16,069,0.2342606,0.266048,0.2024733,1
2018,16,071,0.1612903,0.2535902,0.0689904,1
2018,16,073,0.3510638,0.4194753,0.2826523,1
2018,16,075,0.3325243,0.3780718,0.2869768,1
2018,16,077,0.2909091,0.3761744,0.2056438,1
2018,16,079,0.2837838,0.3432234,0.2243442,1
2018,16,081,0.2324324,0.2934639,0.1714009,1
2018,16,083,0.247392,0.270487,0.2242969,1
2018,16,085,0.202381,0.2633179,0.141444,1
2018,16,087,0.2945206,0.3687151,0.220326,1
2018,17,001,0.2444668,0.271198,0.2177356,1
2018,17,003,0.3493976,0.4525946,0.2462006,1
2018,17,005,0.3401639,0.3997322,0.2805957,1
2018,17,007,0.2636138,0.2940126,0.2332151,1
2018,17,009,0.2608696,0.3652391,0.1565,1
2018,17,011,0.2429378,0.2794495,0.2064262,1
2018,17,013,0.3170732,0.418413,0.2157333,1
2018,17,015,0.2531646,0.3086417,0.1976874,1
2018,17,017,0.3659794,0.43394,0.2980188,1
2018,17,019,0.2711111,0.2872239,0.2549983,1
2018,17,021,0.3119093,0.3514255,0.272393,1
2018,17,023,0.2550607,0.3095324,0.2005891,1
2018,17,025,0.377551,0.4455932,0.3095088,1
2018,17,027,0.2447014,0.2817241,0.2076786,1
2018,17,029,0.3390805,0.3742761,0.3038848,1
2018,17,031,0.3095272,0.3126573,0.3063971,1
2018,17,033,0.2402597,0.2880523,0.1924672,1
2018,17,035,0.2321429,0.2961776,0.1681081,1
2018,17,037,0.2313237,0.252488,0.2101595,1
2018,17,039,0.2915129,0.3457216,0.2373042,1
2018,17,041,0.239726,0.2887775,0.1906745,1
2018,17,043,0.207353,0.2137859,0.2009202,1
2018,17,045,0.358885,0.4144778,0.3032922,1
2018,17,047,0.2065217,0.2896954,0.1233481,1
2018,17,049,0.2658662,0.3017595,0.2299729,1
2018,17,051,0.2923077,0.3476999,0.2369155,1
2018,17,053,0.2137097,0.2648321,0.1625873,1
2018,17,055,0.3695652,0.4082851,0.3308453,1
2018,17,057,0.3172691,0.3581873,0.2763509,1
2018,17,059,0.3365385,0.42779470000000003,0.2452822,1
2018,17,061,0.2938144,0.3580793,0.2295496,1
2018,17,063,0.305,0.3369246,0.2730754,1
2018,17,065,0.2571429,0.3411429,0.1731429,1
2018,17,067,0.2352941,0.2842847,0.1863035,1
2018,17,069,0.368421,0.4947631,0.2420789,1
2018,17,071,0.3211009,0.4091587,0.2330432,1
2018,17,073,0.243173,0.2735141,0.2128319,1
2018,17,075,0.2392776,0.2790526,0.1995028,1
2018,17,077,0.3376777,0.3696025,0.3057529,1
2018,17,079,0.2322581,0.2989524,0.1655638,1
2018,17,081,0.3435374,0.3819549,0.3051199,1
2018,17,083,0.2539185,0.3017576,0.2060794,1
2018,17,085,0.1617251,0.1992429,0.1242073,1
2018,17,087,0.2060301,0.2623668,0.1496935,1
2018,17,089,0.2626315,0.2724622,0.2528009,1
2018,17,091,0.3255132,0.3477612,0.3032651,1
2018,17,093,0.2684486,0.2893919,0.2475053,1
2018,17,095,0.3390957,0.3729542,0.3052373,1
2018,17,097,0.2237725,0.2314981,0.2160469,1
2018,17,099,0.3130734,0.3348448,0.291302,1
2018,17,101,0.3917051,0.4568028,0.3266073,1
2018,17,103,0.2737864,0.3123353,0.2352374,1
2018,17,105,0.3211921,0.3584615,0.2839226,1
2018,17,107,0.3058036,0.348517,0.2630901,1
2018,17,109,0.2660333,0.3082941,0.2237725,1
2018,17,111,0.1960825,0.2072577,0.1849073,1
2018,17,113,0.2615385,0.2786498,0.2444271,1
2018,17,115,0.4056604,0.4290364,0.3822844,1
2018,17,117,0.2641753,0.2952165,0.2331341,1
2018,17,119,0.2988921,0.3128182,0.284966,1
2018,17,121,0.4391892,0.4792018,0.3991766,1
2018,17,123,0.2613636,0.3264627,0.1962645,1
2018,17,125,0.3175355,0.3804981,0.254573,1
2018,17,127,0.3034188,0.3624505,0.2443871,1
2018,17,129,0.2524272,0.3118939,0.1929605,1
2018,17,131,0.2265625,0.2779423,0.1751827,1
2018,17,133,0.1447124,0.174441,0.1149839,1
2018,17,135,0.2733485,0.3150873,0.2316097,1
2018,17,137,0.2995951,0.3400317,0.2591586,1
2018,17,139,0.2545455,0.312239,0.1968519,1
2018,17,141,0.2398082,0.2688034,0.2108129,1
2018,17,143,0.3527553,0.3703045,0.3352062,1
2018,17,145,0.280528,0.3311976,0.2298584,1
2018,17,147,0.1974249,0.2486468,0.146203,1
2018,17,149,0.2310757,0.283328,0.1788235,1
2018,17,151,NA,NA,NA,NA
2018,17,153,0.3,0.3952074,0.2047926,1
2018,17,155,0.2346939,0.3190349,0.1503529,1
2018,17,157,0.3609342,0.4043546,0.3175138,1
2018,17,159,0.3373016,0.3957922,0.2788109,1
2018,17,161,0.3070434,0.3256144,0.2884724,1
2018,17,163,0.3885258,0.4033913,0.3736603,1
2018,17,165,0.2885086,0.3324718,0.2445453,1
2018,17,167,0.3068253,0.3228218,0.2908289,1
2018,17,169,0.2857143,0.3697563,0.2016723,1
2018,17,171,0.3108108,0.4169833,0.2046383,1
2018,17,173,0.3141026,0.3656897,0.2625155,1
2018,17,175,0.2816902,0.3870679,0.1763124,1
2018,17,177,0.2503477,0.2820358,0.2186596,1
2018,17,179,0.261998,0.2810751,0.2429209,1
2018,17,181,0.3396946,0.3971529,0.2822364,1
2018,17,183,0.4104542,0.4386898,0.3822185,1
2018,17,185,0.3160622,0.381828,0.2502964,1
2018,17,187,0.3242424,0.3748235,0.2736613,1
2018,17,189,0.1883408,0.2397734,0.1369082,1
2018,17,191,0.2088889,0.2621253,0.1556525,1
2018,17,193,0.3359073,0.3935402,0.2782745,1
2018,17,195,0.2551574,0.2833282,0.2269867,1
2018,17,197,0.2744806,0.2829236,0.2660376,1
2018,17,199,0.3155032,0.3429412,0.2880652,1
2018,17,201,0.3250726,0.3387919,0.3113532,1
2018,17,203,0.1899642,0.2225416,0.1573868,1
2018,18,001,0.2192982,0.2573181,0.1812784,1
2018,18,003,0.3011343,0.313106,0.2891627,1
2018,18,005,0.2599049,0.2841124,0.2356974,1
2018,18,007,0.2352941,0.3068494,0.1637388,1
2018,18,009,0.2864078,0.3482944,0.2245212,1
2018,18,011,0.2240664,0.250402,0.1977308,1
2018,18,013,0.2687747,0.323511,0.2140384,1
2018,18,015,0.2857143,0.3356825,0.2357462,1
2018,18,017,0.359322,0.398071,0.3205731,1
2018,18,019,0.3994819,0.4213394,0.3776243,1
2018,18,021,0.3494898,0.3967518,0.3022278,1
2018,18,023,0.3597561,0.4022075,0.3173047,1
2018,18,025,0.4456522,0.5176666,0.3736377,1
2018,18,027,0.2985437,0.3427862,0.2543012,1
2018,18,029,0.2881988,0.3195066,0.2568909,1
2018,18,031,0.3450882,0.3919118,0.2982645,1
2018,18,033,0.2811127,0.3148519,0.2473736,1
2018,18,035,0.3651069,0.3877947,0.342419,1
2018,18,037,0.1831395,0.2120625,0.1542166,1
2018,18,039,0.2998336,0.3162186,0.2834486,1
2018,18,041,0.3626374,0.4120949,0.3131799,1
2018,18,043,0.3494918,0.3756336,0.32335,1
2018,18,045,0.3533333,0.4075151,0.2991516,1
2018,18,047,0.260355,0.3072079,0.2135022,1
2018,18,049,0.2875,0.3371675,0.2378325,1
2018,18,051,0.2868069,0.3256058,0.248008,1
2018,18,053,0.3400771,0.3689109,0.3112433,1
2018,18,055,0.3066132,0.3471104,0.2661161,1
2018,18,057,0.1749892,0.1859162,0.1640623,1
2018,18,059,0.2623211,0.2866398,0.2380025,1
2018,18,061,0.3015152,0.3365538,0.2664766,1
2018,18,063,0.2159184,0.2322146,0.1996221,1
2018,18,065,0.3421717,0.375235,0.3091084,1
2018,18,067,0.3485757,0.374157,0.3229945,1
2018,18,069,0.2607945,0.2965896,0.2249993,1
2018,18,071,0.3546099,0.3899491,0.3192708,1
2018,18,073,0.2439516,0.2817854,0.2061178,1
2018,18,075,0.3059937,0.3568038,0.2551835,1
2018,18,077,0.3824627,0.4236445,0.3412809,1
2018,18,079,0.451074,0.4987773,0.4033706,1
2018,18,081,0.2822514,0.3001364,0.2643664,1
2018,18,083,0.3499142,0.3886632,0.3111652,1
2018,18,085,0.2436102,0.2673977,0.2198228,1
2018,18,087,0.2026432,0.23966,0.1656263,1
2018,18,089,0.3424289,0.3529564,0.3319014,1
2018,18,091,0.2986713,0.3202383,0.2771042,1
2018,18,093,0.3540197,0.38924569999999997,0.3187938,1
2018,18,095,0.3878527,0.408743,0.3669624,1
2018,18,097,0.4308037,0.4386849,0.4229225,1
2018,18,099,0.2321678,0.2631378,0.2011978,1
2018,18,101,0.2590674,0.3210402,0.1970946,1
2018,18,103,0.3345133,0.373453,0.2955736,1
2018,18,105,0.2503801,0.2695017,0.2312586,1
2018,18,107,0.2980936,0.3354496,0.2607376,1
2018,18,109,0.3162184,0.3422478,0.2901891,1
2018,18,111,0.3052209,0.3625349,0.2479069,1
2018,18,113,0.3096234,0.3434891,0.2757578,1
2018,18,115,0.2884615,0.375956,0.2009671,1
2018,18,117,0.3429487,0.3957069,0.2901905,1
2018,18,119,0.3679245,0.4210118,0.3148373,1
2018,18,121,0.3273543,0.3890822,0.2656263,1
2018,18,123,0.3148789,0.3685222,0.2612356,1
2018,18,125,0.3239437,0.3869399,0.2609475,1
2018,18,127,0.211304,0.2266856,0.1959224,1
2018,18,129,0.2374728,0.2764452,0.1985003,1
2018,18,131,0.2990654,0.3605531,0.2375777,1
2018,18,133,0.3007519,0.3397576,0.2617461,1
2018,18,135,0.2971576,0.3427492,0.251566,1
2018,18,137,0.2863341,0.3276446,0.2450235,1
2018,18,139,0.4092827,0.4720165,0.3465489,1
2018,18,141,0.3120211,0.3260753,0.2979668,1
2018,18,143,0.5,0.5495607,0.4504393,1
2018,18,145,0.3472222,0.3820221,0.3124223,1
2018,18,147,0.2302406,0.2786941,0.181787,1
2018,18,149,0.320442,0.3685803,0.2723037,1
2018,18,151,0.2706334,0.3088206,0.2324462,1
2018,18,153,0.2968198,0.3501424,0.2434972,1
2018,18,155,0.3305085,0.4157452,0.2452717,1
2018,18,157,0.2813088,0.2984027,0.2642149,1
2018,18,159,0.2775666,0.3317901,0.223343,1
2018,18,161,0.2982456,0.3825978,0.2138934,1
2018,18,163,0.3599315,0.377344,0.342519,1
2018,18,165,0.3068182,0.362555,0.2510813,1
2018,18,167,0.3671875,0.3903556,0.3440194,1
2018,18,169,0.2946955,0.3343415,0.2550495,1
2018,18,171,0.3142857,0.3914618,0.2371097,1
2018,18,173,0.254352,0.2809097,0.2277943,1
2018,18,175,0.3600973,0.4065629,0.3136318,1
2018,18,177,0.3407871,0.3685832,0.312991,1
2018,18,179,0.1967213,0.2344707,0.1589719,1
2018,18,181,0.2899729,0.3363334,0.2436124,1
2018,18,183,0.218107,0.2548601,0.1813539,1
2018,19,001,0.2740741,0.3495979,0.1985503,1
2018,19,003,0.1132075,0.1993274,0.0270877,1
2018,19,005,0.2419355,0.303648,0.180223,1
2018,19,007,0.3578947,0.4262396,0.2895499,1
2018,19,009,0.225,0.3170841,0.1329159,1
2018,19,011,0.2245989,0.2669504,0.1822474,1
2018,19,013,0.2903886,0.3105111,0.270266,1
2018,19,015,0.203271,0.2414422,0.1650999,1
2018,19,017,0.1354467,0.1715044,0.099389,1
2018,19,019,0.1949458,0.2416839,0.1482077,1
2018,19,021,0.2666667,0.319513,0.2138203,1
2018,19,023,0.1955556,0.2474971,0.143614,1
2018,19,025,0.1620112,0.2161411,0.1078812,1
2018,19,027,0.1619938,0.2023633,0.1216242,1
2018,19,029,0.2110092,0.2652983,0.15672,1
2018,19,031,0.2332155,0.2825723,0.1838588,1
2018,19,033,0.297619,0.3322139,0.2630242,1
2018,19,035,0.2130177,0.2749322,0.1511033,1
2018,19,037,0.2048193,0.2663983,0.1432403,1
2018,19,039,0.275,0.3444054,0.2055947,1
2018,19,041,0.1443662,0.1853148,0.1034175,1
2018,19,043,0.1553398,0.195794,0.1148857,1
2018,19,045,0.3030708,0.3360068,0.2701347,1
2018,19,047,0.3265306,0.3853719,0.2676893,1
2018,19,049,0.1620172,0.1856861,0.1383482,1
2018,19,051,0.1870504,0.2521124,0.1219883,1
2018,19,053,0.2678571,0.3502414,0.1854729,1
2018,19,055,0.1146245,0.1539576,0.0752914,1
2018,19,057,0.3088685,0.3443063,0.2734307,1
2018,19,059,0.1052632,0.1409561,0.0695702,1
2018,19,061,0.2052003,0.2261909,0.1842097,1
2018,19,063,0.1736111,0.2356936,0.1115286,1
2018,19,065,0.27,0.3203227,0.2196773,1
2018,19,067,0.2818533,0.3367523,0.2269543,1
2018,19,069,0.2671233,0.3391417,0.1951049,1
2018,19,071,0.2978723,0.3908198,0.2049248,1
2018,19,073,0.2857143,0.3557143,0.2157143,1
2018,19,075,0.171875,0.2253799,0.1183701,1
2018,19,077,0.1802326,0.2378455,0.1226196,1
2018,19,079,0.2345679,0.287955,0.1811808,1
2018,19,081,0.2176471,0.2798614,0.1554327,1
2018,19,083,0.2608696,0.3150856,0.2066535,1
2018,19,085,0.1814346,0.2306031,0.1322661,1
2018,19,087,0.2668919,0.3173693,0.2164145,1
2018,19,089,0.1744967,0.2356441,0.1133492,1
2018,19,091,0.1788079,0.2401313,0.1174845,1
2018,19,093,0.2155172,0.2906691,0.1403654,1
2018,19,095,0.1984436,0.2473,0.1495872,1
2018,19,097,0.2492492,0.2957813,0.2027172,1
2018,19,099,0.2423729,0.2769802,0.2077655,1
2018,19,101,0.2973978,0.3521261,0.2426694,1
2018,19,103,0.1626564,0.1785282,0.1467846,1
2018,19,105,0.2475248,0.2962,0.1988495,1
2018,19,107,0.2533333,0.3231682,0.1834984,1
2018,19,109,0.1171548,0.158014,0.0762956,1
2018,19,111,0.2949907,0.3335267,0.2564547,1
2018,19,113,0.277972,0.2929628,0.2629813,1
2018,19,115,0.2530121,0.3193469,0.1866772,1
2018,19,117,0.2820513,0.3639426,0.20016,1
2018,19,119,0.1040462,0.149676,0.0584165,1
2018,19,121,0.1955836,0.2393176,0.1518496,1
2018,19,123,0.2714681,0.3174079,0.2255284,1
2018,19,125,0.2307692,0.2665721,0.1949664,1
2018,19,127,0.2647555,0.3002968,0.2292142,1
2018,19,129,0.2272727,0.2827763,0.1717692,1
2018,19,131,0.2238806,0.2947246,0.1530367,1
2018,19,133,0.1970803,0.2639369,0.1302237,1
2018,19,135,0.3093525,0.3864733,0.2322317,1
2018,19,137,0.3085106,0.37471139999999997,0.2423099,1
2018,19,139,0.2526636,0.2859168,0.2194104,1
2018,19,141,0.1715686,0.2234313,0.1197059,1
2018,19,143,0.1931818,0.2761416,0.1102221,1
2018,19,145,0.1980198,0.2531125,0.1429271,1
2018,19,147,0.1768707,0.2387638,0.1149777,1
2018,19,149,0.1536643,0.1880722,0.1192564,1
2018,19,151,0.1735537,0.2413163,0.1057912,1
2018,19,153,0.2277585,0.2372596,0.2182574,1
2018,19,155,0.2811029,0.3039595,0.2582462,1
2018,19,157,0.2359155,0.2853821,0.1864489,1
2018,19,159,0.119403,0.1976342,0.0411717,1
2018,19,161,0.14,0.1957155,0.0842845,1
2018,19,163,0.2708707,0.2873613,0.25438,1
2018,19,165,0.1506024,0.2051764,0.0960284,1
2018,19,167,0.130064,0.1605398,0.0995882,1
2018,19,169,0.1542678,0.174087,0.1344487,1
2018,19,171,0.2576923,0.3109582,0.2044265,1
2018,19,173,0.2771084,0.3739832,0.1802337,1
2018,19,175,0.2530121,0.3193469,0.1866772,1
2018,19,177,0.1782178,0.2532263,0.1032094,1
2018,19,179,0.3539652,0.3952262,0.3127042,1
2018,19,181,0.1854839,0.2134328,0.157535,1
2018,19,183,0.1893491,0.2311793,0.1475189,1
2018,19,185,0.3020833,0.3944169,0.2097498,1
2018,19,187,0.2462687,0.282777,0.2097603,1
2018,19,189,0.2378049,0.3031639,0.1724458,1
2018,19,191,0.1209964,0.159196,0.0827968,1
2018,19,193,0.3311938,0.3545716,0.3078161,1
2018,19,195,0.2416667,0.3185834,0.1647499,1
2018,19,197,0.2344498,0.2920251,0.1768745,1
2018,20,001,0.3064516,0.3728855,0.2400178,1
2018,20,003,0.2605042,0.3396978,0.1813106,1
2018,20,005,0.2217573,0.2745367,0.168978,1
2018,20,007,0.2580645,0.3474793,0.1686497,1
2018,20,009,0.3223529,0.3668407,0.2778652,1
2018,20,011,0.3012048,0.3583048,0.2441048,1
2018,20,013,0.2582781,0.3283228,0.1882335,1
2018,20,015,0.2682672,0.2963383,0.2401961,1
2018,20,017,NA,NA,NA,NA
2018,20,019,0.3818182,0.5114005,0.2522359,1
2018,20,021,0.3586626,0.4105672,0.306758,1
2018,20,023,NA,NA,NA,NA
2018,20,025,NA,NA,NA,NA
2018,20,027,0.1914894,0.2566683,0.1263104,1
2018,20,029,0.2587413,0.3307739,0.1867086,1
2018,20,031,0.1641791,0.2271364,0.1012218,1
2018,20,033,NA,NA,NA,NA
2018,20,035,0.3254973,0.3645861,0.2864085,1
2018,20,037,0.3157895,0.3546374,0.2769415,1
2018,20,039,0.2678571,0.3848944,0.1508199,1
2018,20,041,0.2128378,0.25954700000000003,0.1661287,1
2018,20,043,0.245098,0.3289881,0.161208,1
2018,20,045,0.2395415,0.2595729,0.2195102,1
2018,20,047,NA,NA,NA,NA
2018,20,049,NA,NA,NA,NA
2018,20,051,0.2189781,0.2590091,0.1789471,1
2018,20,053,0.3103448,0.4081237,0.2125659,1
2018,20,055,0.3904321,0.4280234,0.3528408,1
2018,20,057,0.3768116,0.4200734,0.3335498,1
2018,20,059,0.3831522,0.4328912,0.3334131,1
2018,20,061,0.3920266,0.4310584,0.3529947,1
2018,20,063,NA,NA,NA,NA
2018,20,065,0.2222222,0.3341505,0.110294,1
2018,20,067,0.2777778,0.3626466,0.1929089,1
2018,20,069,0.25,0.3688425,0.1311575,1
2018,20,071,NA,NA,NA,NA
2018,20,073,0.2604167,0.3486682,0.1721651,1
2018,20,075,NA,NA,NA,NA
2018,20,077,0.3333333,0.418032,0.2486347,1
2018,20,079,0.231499,0.2675453,0.1954528,1
2018,20,081,NA,NA,NA,NA
2018,20,083,NA,NA,NA,NA
2018,20,085,0.2088889,0.2621253,0.1556525,1
2018,20,087,0.2382353,0.2835845,0.1928861,1
2018,20,089,0.0980392,0.1804653,0.0156131,1
2018,20,091,0.2049378,0.2130303,0.1968452,1
2018,20,093,NA,NA,NA,NA
2018,20,095,0.2234043,0.3080603,0.1387482,1
2018,20,097,0.18,0.2875725,0.0724275,1
2018,20,099,0.3293051,0.3800113,0.278599,1
2018,20,101,NA,NA,NA,NA
2018,20,103,0.2725694,0.2982943,0.2468446,1
2018,20,105,NA,NA,NA,NA
2018,20,107,0.3375796,0.4117873,0.2633719,1
2018,20,109,NA,NA,NA,NA
2018,20,111,0.3136456,0.3547277,0.2725636,1
2018,20,113,0.1759834,0.2099801,0.1419868,1
2018,20,115,0.1864407,0.24398,0.1289014,1
2018,20,117,0.1794872,0.2399029,0.1190715,1
2018,20,119,0.2631579,0.3784919,0.1478239,1
2018,20,121,0.2309125,0.2665892,0.1952357,1
2018,20,123,0.16,0.2322168,0.0877832,1
2018,20,125,0.3892339,0.4327626,0.3457053,1
2018,20,127,0.1764706,0.2579958,0.0949453,1
2018,20,129,0.2830189,0.4054568,0.1605809,1
2018,20,131,0.1496063,0.2118873,0.0873253,1
2018,20,133,0.2957198,0.3516246,0.239815,1
2018,20,135,0.1568628,0.2576673,0.0560582,1
2018,20,137,0.1875,0.2735706,0.1014294,1
2018,20,139,0.288,0.3442461,0.2317539,1
2018,20,141,0.1594203,0.246429,0.0724116,1
2018,20,143,0.25,0.3370753,0.1629247,1
2018,20,145,0.3085106,0.402384,0.2146373,1
2018,20,147,0.2258064,0.3112452,0.1403677,1
2018,20,149,0.2047478,0.2478946,0.161601,1
2018,20,151,0.2440476,0.3091928,0.1789024,1
2018,20,153,0.1346154,0.2282902,0.0409406,1
2018,20,155,0.3560158,0.3855023,0.3265292,1
2018,20,157,0.164557,0.2468428,0.0822711,1
2018,20,159,0.2551724,0.3263789,0.1839659,1
2018,20,161,0.2349067,0.2624515,0.2073619,1
2018,20,163,0.2278481,0.3209338,0.1347624,1
2018,20,165,NA,NA,NA,NA
2018,20,167,0.2752294,0.3594642,0.1909945,1
2018,20,169,0.3496027,0.3811086,0.3180968,1
2018,20,171,0.2371134,0.3221936,0.1520332,1
2018,20,173,0.3245503,0.3348796,0.314221,1
2018,20,175,0.4361371,0.490472,0.3818021,1
2018,20,177,0.3108827,0.3279662,0.2937992,1
2018,20,179,NA,NA,NA,NA
2018,20,181,0.2424242,0.3272727,0.1575758,1
2018,20,183,0.1346154,0.2282902,0.0409406,1
2018,20,185,0.2295082,0.3359136,0.1231028,1
2018,20,187,NA,NA,NA,NA
2018,20,189,0.3409091,0.4405158,0.2413024,1
2018,20,191,0.2849003,0.3321884,0.2376122,1
2018,20,193,0.2542373,0.3331384,0.1753362,1
2018,20,195,0.24,0.3595833,0.1204167,1
2018,20,197,0.1979167,0.2780375,0.1177959,1
2018,20,199,NA,NA,NA,NA
2018,20,201,0.1704545,0.2494716,0.0914375,1
2018,20,203,NA,NA,NA,NA
2018,20,205,0.25,0.3291421,0.1708579,1
2018,20,207,0.2833333,0.3983174,0.1683493,1
2018,20,209,0.462963,0.4823661,0.4435599,1
2018,21,001,0.3051471,0.3599713,0.2503228,1
2018,21,003,0.3931889,0.4465415,0.3398363,1
2018,21,005,0.2991453,0.3471161,0.2511745,1
2018,21,007,0.3453237,0.4246548,0.2659927,1
2018,21,009,0.3913043,0.4283704,0.3542383,1
2018,21,011,0.4923077,0.5626593,0.4219561,1
2018,21,013,0.5046083,0.5517021,0.4575145,1
2018,21,015,0.2757443,0.2950991,0.2563894,1
2018,21,017,0.3982558,0.4500637,0.3464479,1
2018,21,019,0.4806763,0.5147288,0.4466238,1
2018,21,021,0.368421,0.4110023,0.3258398,1
2018,21,023,0.3181818,0.3919862,0.2443774,1
2018,21,025,0.4010417,0.4705493,0.331534,1
2018,21,027,0.3460076,0.4036092,0.288406,1
2018,21,029,0.3333333,0.3592499,0.3074168,1
2018,21,031,0.421875,0.4919144,0.3518356,1
2018,21,033,0.4018691,0.4677117,0.3360266,1
2018,21,035,0.2813102,0.3200319,0.2425885,1
2018,21,037,0.2853315,0.3082455,0.2624176,1
2018,21,039,0.2179487,0.3101645,0.1257329,1
2018,21,041,0.5634518,0.6328858,0.4940177,1
2018,21,043,0.5334646,0.5768903,0.4900388,1
2018,21,045,0.440678,0.5041546,0.3772013,1
2018,21,047,0.4743719,0.5054147,0.443329,1
2018,21,049,0.3888,0.4270489,0.3505511,1
2018,21,051,0.470405,0.5250926,0.4157174,1
2018,21,053,0.4444444,0.521201,0.3676879,1
2018,21,055,0.328125,0.4097866,0.2464634,1
2018,21,057,0.4086956,0.4989377,0.3184536,1
2018,21,059,0.318299,0.3414817,0.2951162,1
2018,21,061,0.3516484,0.4212111,0.2820857,1
2018,21,063,0.4558823,0.5751414,0.3366233,1
2018,21,065,0.4976959,0.5643757,0.431016,1
2018,21,067,0.3354645,0.3485467,0.3223824,1
2018,21,069,0.3838862,0.4496639,0.3181086,1
2018,21,071,0.5236686,0.5613466,0.4859907,1
2018,21,073,0.3727598,0.405538,0.3399817,1
2018,21,075,0.4468085,0.5478531,0.3457639,1
2018,21,077,0.5177305,0.6005035,0.4349574,1
2018,21,079,0.3375528,0.3978846,0.2772209,1
2018,21,081,0.4265403,0.4737843,0.3792963,1
2018,21,083,0.3516874,0.3911657,0.3122091,1
2018,21,085,0.3767123,0.4221446,0.3312801,1
2018,21,087,0.2951807,0.3647788,0.2255827,1
2018,21,089,0.4684838,0.5088868,0.4280809,1
2018,21,091,0.2919708,0.3683864,0.2155552,1
2018,21,093,0.3541409,0.3774517,0.3308301,1
2018,21,095,0.4498835,0.497015,0.4027519,1
2018,21,097,0.3539519,0.4089898,0.298914,1
2018,21,099,0.4148936,0.4725024,0.3572848,1
2018,21,101,0.3673184,0.4026544,0.3319825,1
2018,21,103,0.3675889,0.427119,0.3080588,1
2018,21,105,0.2804878,0.3783218,0.1826538,1
2018,21,107,0.3356546,0.3702199,0.3010893,1
2018,21,109,0.4117647,0.4794677,0.3440617,1
2018,21,111,0.3685259,0.3769663,0.3600855,1
2018,21,113,0.4040524,0.4372768,0.3708281,1
2018,21,115,0.5040431,0.5549892,0.453097,1
2018,21,117,0.3238571,0.3418375,0.3058767,1
2018,21,119,0.4127659,0.475848,0.3496839,1
2018,21,121,0.4832636,0.5281096,0.4384176,1
2018,21,123,0.3836207,0.446329,0.3209124,1
