year,state,county,share_medical_debt_coll,share_medical_debt_coll_quality
2024,01,001,0.0417335,1
2024,01,003,0.0435797,1
2024,01,005,0.0816619,1
2024,01,007,0.0681431,1
2024,01,009,0.0457019,1
2024,01,011,0.0594406,1
2024,01,013,0.0332226,1
2024,01,015,0.0918453,1
2024,01,017,0.0425909,1
2024,01,019,0.1092637,1
2024,01,021,0.0550098,1
2024,01,023,0.0300546,1
2024,01,025,0.0264256,1
2024,01,027,0.0452489,1
2024,01,029,0.0659134,1
2024,01,031,0.063121,1
2024,01,033,0.0725983,1
2024,01,035,0.0402299,1
2024,01,037,0.0316092,1
2024,01,039,0.0689935,1
2024,01,041,0.1096197,1
2024,01,043,0.0680822,1
2024,01,045,0.0552452,1
2024,01,047,0.0667957,1
2024,01,049,0.0831376,1
2024,01,051,0.034407,1
2024,01,053,0.0670194,1
2024,01,055,0.0826395,1
2024,01,057,0.0259259,1
2024,01,059,0.1096634,1
2024,01,061,0.048478,1
2024,01,063,0.033195,1
2024,01,065,0.0218341,1
2024,01,067,0.0410448,1
2024,01,069,0.0386709,1
2024,01,071,0.0728673,1
2024,01,073,0.0617182,1
2024,01,075,0.046798,1
2024,01,077,0.0560081,1
2024,01,079,0.0481586,1
2024,01,081,0.0236618,1
2024,01,083,0.0578374,1
2024,01,085,0.0645161,1
2024,01,087,0.0436364,1
2024,01,089,0.0552905,1
2024,01,091,0.0322034,1
2024,01,093,0.0377778,1
2024,01,095,0.1209806,1
2024,01,097,0.0695625,1
2024,01,099,0.04769,1
2024,01,101,0.0451117,1
2024,01,103,0.0816901,1
2024,01,105,0.0354331,1
2024,01,107,0.047619,1
2024,01,109,0.1186441,1
2024,01,111,0.044,1
2024,01,113,0.1223796,1
2024,01,115,0.0492611,1
2024,01,117,0.0394718,1
2024,01,119,0.039039,1
2024,01,121,0.0864,1
2024,01,123,0.0288462,1
2024,01,125,0.0336808,1
2024,01,127,0.0656142,1
2024,01,129,0.0965251,1
2024,01,131,0.0479233,1
2024,01,133,0.0539474,1
2024,02,013,NA,NA
2024,02,016,0.0454545,1
2024,02,020,0.0644007,1
2024,02,050,0.0212014,1
2024,02,060,NA,NA
2024,02,063,0.0216216,1
2024,02,066,0.0789474,1
2024,02,068,0.0377358,1
2024,02,070,0.0784314,1
2024,02,090,0.0869407,1
2024,02,100,0.0410959,1
2024,02,105,0,1
2024,02,110,0.0309598,1
2024,02,122,0.0514505,1
2024,02,130,0.0188235,1
2024,02,150,0.0143678,1
2024,02,158,0.0314961,1
2024,02,164,NA,NA
2024,02,170,0.0560596,1
2024,02,180,0.0276243,1
2024,02,185,0.0326797,1
2024,02,188,0.0629921,1
2024,02,195,0.0375,1
2024,02,198,0.0248447,1
2024,02,220,0.055794,1
2024,02,230,NA,NA
2024,02,240,0.0550459,1
2024,02,275,0.0338983,1
2024,02,282,NA,NA
2024,02,290,0.0531915,1
2024,04,001,0.0665927,1
2024,04,003,0.0550122,1
2024,04,005,0.0543452,1
2024,04,007,0.0568112,1
2024,04,009,0.038038,1
2024,04,011,0.038961,1
2024,04,012,0.0662139,1
2024,04,013,0.0454549,1
2024,04,015,0.0353783,1
2024,04,017,0.0480421,1
2024,04,019,0.0396745,1
2024,04,021,0.0632911,1
2024,04,023,0.047619,1
2024,04,025,0.033588,1
2024,04,027,0.012734,1
2024,05,001,0.0309478,1
2024,05,003,0.1203852,1
2024,05,005,0.0957072,1
2024,05,007,0.034406,1
2024,05,009,0.0619323,1
2024,05,011,0.1308411,1
2024,05,013,0.1190476,1
2024,05,015,0.0376914,1
2024,05,017,0.1696113,1
2024,05,019,0.0437828,1
2024,05,021,0.1447368,1
2024,05,023,0.0360885,1
2024,05,025,0.1016949,1
2024,05,027,0.1085973,1
2024,05,029,0.0422961,1
2024,05,031,0.1394272,1
2024,05,033,0.0449735,1
2024,05,035,0.1227709,1
2024,05,037,0.0936902,1
2024,05,039,0.1173469,1
2024,05,041,0.0914826,1
2024,05,043,0.1353384,1
2024,05,045,0.0569127,1
2024,05,047,0.0442804,1
2024,05,049,0.0723982,1
2024,05,051,0.0574429,1
2024,05,053,0.035524,1
2024,05,055,0.1312632,1
2024,05,057,0.1009934,1
2024,05,059,0.0439443,1
2024,05,061,0.1219512,1
2024,05,063,0.0616319,1
2024,05,065,0.0973872,1
2024,05,067,0.0842333,1
2024,05,069,0.0699187,1
2024,05,071,0.0659767,1
2024,05,073,0.079602,1
2024,05,075,0.1394892,1
2024,05,077,0.1336898,1
2024,05,079,0.064982,1
2024,05,081,0.1304348,1
2024,05,083,0.0423601,1
2024,05,085,0.0366064,1
2024,05,087,0.0395683,1
2024,05,089,0.1314815,1
2024,05,091,0.0982615,1
2024,05,093,0.1272727,1
2024,05,095,0.0372093,1
2024,05,097,0.0528302,1
2024,05,099,0.1111111,1
2024,05,101,0.036036,1
2024,05,103,0.0801187,1
2024,05,105,0.05,1
2024,05,107,0.107221,1
2024,05,109,0.0482315,1
2024,05,111,0.1335188,1
2024,05,113,0.0801336,1
2024,05,115,0.0460317,1
2024,05,117,0.030303,1
2024,05,119,0.0394557,1
2024,05,121,0.1415771,1
2024,05,123,0.1057192,1
2024,05,125,0.0389513,1
2024,05,127,0.0972222,1
2024,05,129,0.0286885,1
2024,05,131,0.04947,1
2024,05,133,0.1231102,1
2024,05,135,0.0834753,1
2024,05,137,0.0487805,1
2024,05,139,0.1069959,1
2024,05,141,0.041502,1
2024,05,143,0.0422794,1
2024,05,145,0.0349451,1
2024,05,147,0.0614525,1
2024,05,149,0.047138,1
2024,06,001,0,1
2024,06,003,NA,NA
2024,06,005,0,1
2024,06,007,0,1
2024,06,009,0,1
2024,06,011,0,1
2024,06,013,0,1
2024,06,015,0,1
2024,06,017,0,1
2024,06,019,0,1
2024,06,021,0,1
2024,06,023,0,1
2024,06,025,0,1
2024,06,027,0,1
2024,06,029,0,1
2024,06,031,0,1
2024,06,033,0,1
2024,06,035,0,1
2024,06,037,0,1
2024,06,039,0,1
2024,06,041,0,1
2024,06,043,0,1
2024,06,045,0,1
2024,06,047,0,1
2024,06,049,0,1
2024,06,051,0,1
2024,06,053,0,1
2024,06,055,0,1
2024,06,057,0,1
2024,06,059,0,1
2024,06,061,0,1
2024,06,063,0,1
2024,06,065,0,1
2024,06,067,0,1
2024,06,069,0,1
2024,06,071,0,1
2024,06,073,0,1
2024,06,075,0,1
2024,06,077,0,1
2024,06,079,0,1
2024,06,081,0,1
2024,06,083,0,1
2024,06,085,0,1
2024,06,087,0,1
2024,06,089,0,1
2024,06,091,0,1
2024,06,093,0,1
2024,06,095,0,1
2024,06,097,0,1
2024,06,099,0,1
2024,06,101,0,1
2024,06,103,0,1
2024,06,105,0,1
2024,06,107,0,1
2024,06,109,0,1
2024,06,111,0,1
2024,06,113,0,1
2024,06,115,0,1
2024,08,001,0,1
2024,08,003,0,1
2024,08,005,0,1
2024,08,007,0,1
2024,08,009,0,1
2024,08,011,0,1
2024,08,013,0,1
2024,08,014,0,1
2024,08,015,0,1
2024,08,017,0,1
2024,08,019,0,1
2024,08,021,0,1
2024,08,023,0,1
2024,08,025,0,1
2024,08,027,0,1
2024,08,029,0,1
2024,08,031,0,1
2024,08,033,0,1
2024,08,035,0,1
2024,08,037,0,1
2024,08,039,0,1
2024,08,041,0,1
2024,08,043,0,1
2024,08,045,0,1
2024,08,047,0,1
2024,08,049,0,1
2024,08,051,0,1
2024,08,053,NA,NA
2024,08,055,0,1
2024,08,057,NA,NA
2024,08,059,0,1
2024,08,061,0,1
2024,08,063,0,1
2024,08,065,0,1
2024,08,067,0,1
2024,08,069,0,1
2024,08,071,0,1
2024,08,073,0,1
2024,08,075,0,1
2024,08,077,0,1
2024,08,079,NA,NA
2024,08,081,0,1
2024,08,083,0,1
2024,08,085,0,1
2024,08,087,0,1
2024,08,089,0,1
2024,08,091,0,1
2024,08,093,0,1
2024,08,095,0,1
2024,08,097,0,1
2024,08,099,0,1
2024,08,101,0,1
2024,08,103,0,1
2024,08,105,0,1
2024,08,107,0,1
2024,08,109,0,1
2024,08,111,NA,NA
2024,08,113,0,1
2024,08,115,0,1
2024,08,117,0,1
2024,08,119,0,1
2024,08,121,0,1
2024,08,123,0,1
2024,08,125,0,1
2024,09,001,0.0051749,1
2024,09,003,0.0104957,1
2024,09,005,0.0106101,1
2024,09,007,0.007533,1
2024,09,009,0.008547,1
2024,09,011,0.0163915,1
2024,09,013,0.00796,1
2024,09,015,0.0100027,1
2024,10,001,0.03722,1
2024,10,003,0.0840372,1
2024,10,005,0.0130734,1
2024,11,001,0.0095359,1
2024,12,001,0.0129125,1
2024,12,003,0.0535918,1
2024,12,005,0.0412248,1
2024,12,007,0.0672963,1
2024,12,009,0.066534,1
2024,12,011,0.0326656,1
2024,12,013,0.1234867,1
2024,12,015,0.0170026,1
2024,12,017,0.0419294,1
2024,12,019,0.0623816,1
2024,12,021,0.0454643,1
2024,12,023,0.0310391,1
2024,12,027,0.1193455,1
2024,12,029,0.0322581,1
2024,12,031,0.0745272,1
2024,12,033,0.0757706,1
2024,12,035,0.0334588,1
2024,12,037,0.0411765,1
2024,12,039,0.1312684,1
2024,12,041,0.015625,1
2024,12,043,0.0997305,1
2024,12,045,0.0377778,1
2024,12,047,0.0232558,1
2024,12,049,0.0757363,1
2024,12,051,0.1363278,1
2024,12,053,0.0519118,1
2024,12,055,0.0411602,1
2024,12,057,0.0602325,1
2024,12,059,0.0654045,1
2024,12,061,0.0206258,1
2024,12,063,0.1940608,1
2024,12,065,0.0515021,1
2024,12,067,0.0416667,1
2024,12,069,0.0613158,1
2024,12,071,0.0260594,1
2024,12,073,0.0446439,1
2024,12,075,0.019802,1
2024,12,077,0.0622222,1
2024,12,079,0.0318352,1
2024,12,081,0.0375033,1
2024,12,083,0.0357933,1
2024,12,085,0.0376176,1
2024,12,086,0.0249739,1
2024,12,087,0.126019,1
2024,12,089,0.0522895,1
2024,12,091,0.0346878,1
2024,12,093,0.0385562,1
2024,12,095,0.0603284,1
2024,12,097,0.062979,1
2024,12,099,0.0317388,1
2024,12,101,0.0383917,1
2024,12,103,0.0259465,1
2024,12,105,0.0679791,1
2024,12,107,0.1182186,1
2024,12,109,0.0326791,1
2024,12,111,0.0378542,1
2024,12,113,0.0405237,1
2024,12,115,0.0185955,1
2024,12,117,0.0524061,1
2024,12,119,0.0275984,1
2024,12,121,0.0292887,1
2024,12,123,0.0852359,1
2024,12,125,0.0443864,1
2024,12,127,0.038083,1
2024,12,129,0.0523514,1
2024,12,131,0.0247473,1
2024,12,133,0.0570652,1
2024,13,001,0.0915141,1
2024,13,003,0.1260504,1
2024,13,005,0.1401869,1
2024,13,007,0.1134021,1
2024,13,009,0.1001656,1
2024,13,011,0.0833333,1
2024,13,013,0.0735741,1
2024,13,015,0.0923913,1
2024,13,017,0.1484962,1
2024,13,019,0.1663808,1
2024,13,021,0.122552,1
2024,13,023,0.1168831,1
2024,13,025,0.1563088,1
2024,13,027,0.1873638,1
2024,13,029,0.0918033,1
2024,13,031,0.1444298,1
2024,13,033,0.1088083,1
2024,13,035,0.1363636,1
2024,13,037,0.0504202,1
2024,13,039,0.0985442,1
2024,13,043,0.106383,1
2024,13,045,0.0470259,1
2024,13,047,0.0861827,1
2024,13,049,0.1419753,1
2024,13,051,0.1330313,1
2024,13,053,0.0519481,1
2024,13,055,0.1631117,1
2024,13,057,0.035731,1
2024,13,059,0.0563621,1
2024,13,061,0.0731707,1
2024,13,063,0.0796612,1
2024,13,065,0.144186,1
2024,13,067,0.0627751,1
2024,13,069,0.1048035,1
2024,13,071,0.0489174,1
2024,13,073,0.0529857,1
2024,13,075,0.1400709,1
2024,13,077,0.0454733,1
2024,13,079,0.0994898,1
2024,13,081,0.0481541,1
2024,13,083,0.1127349,1
2024,13,085,0.0639924,1
2024,13,087,0.1504739,1
2024,13,089,0.0344155,1
2024,13,091,0.0909091,1
2024,13,093,0.0673759,1
2024,13,095,0.0389185,1
2024,13,097,0.1006251,1
2024,13,099,0.0429043,1
2024,13,101,0.1454545,1
2024,13,103,0.0916206,1
2024,13,105,0.1222781,1
2024,13,107,0.1048276,1
2024,13,109,0.2179487,1
2024,13,111,0.0808314,1
2024,13,113,0.0235446,1
2024,13,115,0.1415125,1
2024,13,117,0.0226697,1
2024,13,119,0.1231394,1
2024,13,121,0.0453083,1
2024,13,123,0.0698132,1
2024,13,125,0.0821918,1
2024,13,127,0.1366959,1
2024,13,129,0.1256463,1
2024,13,131,0.1414514,1
2024,13,133,0.0976,1
2024,13,135,0.0252992,1
2024,13,137,0.0858939,1
2024,13,139,0.081531,1
2024,13,141,0.1415929,1
2024,13,143,0.0596685,1
2024,13,145,0.0513699,1
2024,13,147,0.1156138,1
2024,13,149,0.0831025,1
2024,13,151,0.0563363,1
2024,13,153,0.092455,1
2024,13,155,0.1067616,1
2024,13,157,0.0638889,1
2024,13,159,0.0717054,1
2024,13,161,0.1271186,1
2024,13,163,0.1324786,1
2024,13,165,0.1742739,1
2024,13,167,0.0515873,1
2024,13,169,0.0639535,1
2024,13,171,0.0985916,1
2024,13,173,0.1538462,1
2024,13,175,0.0930969,1
2024,13,177,0.0215154,1
2024,13,179,0.1429952,1
2024,13,181,0.0594796,1
2024,13,183,0.1317158,1
2024,13,185,0.1424972,1
2024,13,187,0.0843373,1
2024,13,189,0.1255605,1
2024,13,191,0.1084906,1
2024,13,193,0.0911765,1
2024,13,195,0.0538302,1
2024,13,197,0.0585366,1
2024,13,199,0.1325137,1
2024,13,201,0.0409357,1
2024,13,205,0.1717687,1
2024,13,207,0.0977366,1
2024,13,209,0.1361868,1
2024,13,211,0.0753324,1
2024,13,213,0.1488872,1
2024,13,215,0.1289365,1
2024,13,217,0.0581183,1
2024,13,219,0.0246711,1
2024,13,221,0.0620155,1
2024,13,223,0.0911691,1
2024,13,225,0.1259259,1
2024,13,227,0.0620629,1
2024,13,229,0.122449,1
2024,13,231,0.0887097,1
2024,13,233,0.1585807,1
2024,13,235,0.1209677,1
2024,13,237,0.0963061,1
2024,13,239,0.1029412,1
2024,13,241,0.0531136,1
2024,13,243,0.1117318,1
2024,13,245,0.1254548,1
2024,13,247,0.0648739,1
2024,13,249,0.0184049,1
2024,13,251,0.1991614,1
2024,13,253,0.0841751,1
2024,13,255,0.1214575,1
2024,13,257,0.1647668,1
2024,13,259,0.0534351,1
2024,13,261,0.0274314,1
2024,13,263,0.1617647,1
2024,13,265,0.16,1
2024,13,267,0.1682848,1
2024,13,269,0.1244444,1
2024,13,271,0.1083916,1
2024,13,273,0.0143369,1
2024,13,275,0.1055172,1
2024,13,277,0.1197411,1
2024,13,279,0.1252955,1
2024,13,281,0.03125,1
2024,13,283,0.1390374,1
2024,13,285,0.1370717,1
2024,13,287,0.1148148,1
2024,13,289,0.0792453,1
2024,13,291,0.054429,1
2024,13,293,0.1294798,1
2024,13,295,0.1157993,1
2024,13,297,0.0540869,1
2024,13,299,0.1196498,1
2024,13,301,0.1263736,1
2024,13,303,0.0917722,1
2024,13,305,0.1137595,1
2024,13,307,0.0144928,1
2024,13,309,0.0479452,1
2024,13,311,0.0939525,1
2024,13,313,0.1023184,1
2024,13,315,0.1504425,1
2024,13,317,0.118541,1
2024,13,319,0.10344830000000001,1
2024,13,321,0.0410095,1
2024,15,001,0.0123184,1
2024,15,003,0.0118584,1
2024,15,005,NA,NA
2024,15,007,0.0054484,1
2024,15,009,0.0102492,1
2024,16,001,0.0201178,1
2024,16,003,0.0310559,1
2024,16,005,0.0357942,1
2024,16,007,0.0344828,1
2024,16,009,0.0030864,1
2024,16,011,0.0610526,1
2024,16,013,0.0170316,1
2024,16,015,0.0206186,1
2024,16,017,0.0048309,1
2024,16,019,0.0390383,1
2024,16,021,0.0047393,1
2024,16,023,0,1
2024,16,025,NA,NA
2024,16,027,0.045375,1
2024,16,029,0.055794,1
2024,16,031,0.0336927,1
2024,16,033,NA,NA
2024,16,035,0.0071429,1
2024,16,037,0.0188679,1
2024,16,039,0.0309735,1
2024,16,041,0.0138889,1
2024,16,043,0.0725389,1
2024,16,045,0.0115108,1
2024,16,047,0.01417,1
2024,16,049,0.0141844,1
2024,16,051,0.0340522,1
2024,16,053,0.016,1
2024,16,055,0.0061749,1
2024,16,057,0.0081744,1
2024,16,059,0.0418251,1
2024,16,061,0.020979,1
2024,16,063,0.0168539,1
2024,16,065,0.030137,1
2024,16,067,0.0537931,1
2024,16,069,0.0156139,1
2024,16,071,0.0322581,1
2024,16,073,0.0661939,1
2024,16,075,0.0286396,1
2024,16,077,0.0371901,1
2024,16,079,0.0066079,1
2024,16,081,0.0263158,1
2024,16,083,0.0248722,1
2024,16,085,0.002551,1
2024,16,087,0.020649,1
2024,17,001,0,1
2024,17,003,0,1
2024,17,005,0,1
2024,17,007,0,1
2024,17,009,0,1
2024,17,011,0,1
2024,17,013,0,1
2024,17,015,0,1
2024,17,017,0,1
2024,17,019,0,1
2024,17,021,0,1
2024,17,023,0,1
2024,17,025,0,1
2024,17,027,0,1
2024,17,029,0,1
2024,17,031,0,1
2024,17,033,0,1
2024,17,035,0,1
2024,17,037,0,1
2024,17,039,0,1
2024,17,041,0,1
2024,17,043,0,1
2024,17,045,0,1
2024,17,047,0,1
2024,17,049,0,1
2024,17,051,0,1
2024,17,053,0,1
2024,17,055,0,1
2024,17,057,0,1
2024,17,059,0,1
2024,17,061,0,1
2024,17,063,0,1
2024,17,065,0,1
2024,17,067,0,1
2024,17,069,0,1
2024,17,071,0,1
2024,17,073,0,1
2024,17,075,0,1
2024,17,077,0,1
2024,17,079,0,1
2024,17,081,0,1
2024,17,083,0,1
2024,17,085,0,1
2024,17,087,0,1
2024,17,089,0,1
2024,17,091,0,1
2024,17,093,0,1
2024,17,095,0,1
2024,17,097,0,1
2024,17,099,0,1
2024,17,101,0,1
2024,17,103,0,1
2024,17,105,0,1
2024,17,107,0,1
2024,17,109,0,1
2024,17,111,0,1
2024,17,113,0,1
2024,17,115,0,1
2024,17,117,0,1
2024,17,119,0,1
2024,17,121,0,1
2024,17,123,0,1
2024,17,125,0,1
2024,17,127,0,1
2024,17,129,0,1
2024,17,131,0,1
2024,17,133,0,1
2024,17,135,0,1
2024,17,137,0,1
2024,17,139,0,1
2024,17,141,0,1
2024,17,143,0,1
2024,17,145,0,1
2024,17,147,0,1
2024,17,149,0,1
2024,17,151,0,1
2024,17,153,0,1
2024,17,155,0,1
2024,17,157,0,1
2024,17,159,0,1
2024,17,161,0,1
2024,17,163,0,1
2024,17,165,0,1
2024,17,167,0,1
2024,17,169,0,1
2024,17,171,0,1
2024,17,173,0,1
2024,17,175,0,1
2024,17,177,0,1
2024,17,179,0,1
2024,17,181,0,1
2024,17,183,0,1
2024,17,185,0,1
2024,17,187,0,1
