year,state,county,subgroup_type,subgroup,share_medical_debt_coll,share_medical_debt_coll_quality
2025,01,033,race-ethnicity,Majority Non-White,NA,NA
2025,01,033,race-ethnicity,Majority White,0.0725983,1
2025,01,035,race-ethnicity,All,0.0402299,1
2025,01,035,race-ethnicity,Majority Non-White,0.0382775,1
2025,01,035,race-ethnicity,Majority White,0.0431655,1
2025,01,037,race-ethnicity,All,0.0316092,1
2025,01,037,race-ethnicity,Majority Non-White,NA,NA
2025,01,037,race-ethnicity,Majority White,0.0316092,1
2025,01,039,race-ethnicity,All,0.0689935,1
2025,01,039,race-ethnicity,Majority Non-White,NA,NA
2025,01,039,race-ethnicity,Majority White,0.0690496,1
2025,01,041,race-ethnicity,All,0.1096197,1
2025,01,041,race-ethnicity,Majority Non-White,NA,NA
2025,01,041,race-ethnicity,Majority White,0.1098655,1
2025,01,043,race-ethnicity,All,0.0680822,1
2025,01,043,race-ethnicity,Majority Non-White,NA,NA
2025,01,043,race-ethnicity,Majority White,0.0680822,1
2025,01,045,race-ethnicity,All,0.0552452,1
2025,01,045,race-ethnicity,Majority Non-White,NA,NA
2025,01,045,race-ethnicity,Majority White,0.0552795,1
2025,01,047,race-ethnicity,All,0.0667957,1
2025,01,047,race-ethnicity,Majority Non-White,0.0667957,1
2025,01,047,race-ethnicity,Majority White,NA,NA
2025,01,049,race-ethnicity,All,0.0831376,1
2025,01,049,race-ethnicity,Majority Non-White,NA,NA
2025,01,049,race-ethnicity,Majority White,0.0831376,1
2025,01,051,race-ethnicity,All,0.034407,1
2025,01,051,race-ethnicity,Majority Non-White,NA,NA
2025,01,051,race-ethnicity,Majority White,0.034407,1
2025,01,053,race-ethnicity,All,0.0670194,1
2025,01,053,race-ethnicity,Majority Non-White,0.0630631,1
2025,01,053,race-ethnicity,Majority White,0.0695652,1
2025,01,055,race-ethnicity,All,0.0826395,1
2025,01,055,race-ethnicity,Majority Non-White,NA,NA
2025,01,055,race-ethnicity,Majority White,0.0827927,1
2025,01,057,race-ethnicity,All,0.0259259,1
2025,01,057,race-ethnicity,Majority Non-White,NA,NA
2025,01,057,race-ethnicity,Majority White,0.025974,1
2025,01,059,race-ethnicity,All,0.1096634,1
2025,01,059,race-ethnicity,Majority Non-White,NA,NA
2025,01,059,race-ethnicity,Majority White,0.1096634,1
2025,01,061,race-ethnicity,All,0.048478,1
2025,01,061,race-ethnicity,Majority Non-White,NA,NA
2025,01,061,race-ethnicity,Majority White,0.048478,1
2025,01,063,race-ethnicity,All,0.033195,1
2025,01,063,race-ethnicity,Majority Non-White,0.0334728,1
2025,01,063,race-ethnicity,Majority White,NA,NA
2025,01,065,race-ethnicity,All,0.0218341,1
2025,01,065,race-ethnicity,Majority Non-White,0.0226537,1
2025,01,065,race-ethnicity,Majority White,0.0201342,1
2025,01,067,race-ethnicity,All,0.0410448,1
2025,01,067,race-ethnicity,Majority Non-White,NA,NA
2025,01,067,race-ethnicity,Majority White,0.0431373,1
2025,01,069,race-ethnicity,All,0.0386709,1
2025,01,069,race-ethnicity,Majority Non-White,NA,NA
2025,01,069,race-ethnicity,Majority White,0.0386709,1
2025,01,071,race-ethnicity,All,0.0728673,1
2025,01,071,race-ethnicity,Majority Non-White,NA,NA
2025,01,071,race-ethnicity,Majority White,0.0728673,1
2025,01,073,race-ethnicity,All,0.0617182,1
2025,01,073,race-ethnicity,Majority Non-White,0.0898383,1
2025,01,073,race-ethnicity,Majority White,0.0384581,1
2025,01,075,race-ethnicity,All,0.046798,1
2025,01,075,race-ethnicity,Majority Non-White,NA,NA
2025,01,075,race-ethnicity,Majority White,0.046798,1
2025,01,077,race-ethnicity,All,0.0560081,1
2025,01,077,race-ethnicity,Majority Non-White,NA,NA
2025,01,077,race-ethnicity,Majority White,0.0560081,1
2025,01,079,race-ethnicity,All,0.0481586,1
2025,01,079,race-ethnicity,Majority Non-White,0.0714286,1
2025,01,079,race-ethnicity,Majority White,0.0468594,1
2025,01,081,race-ethnicity,All,0.0236618,1
2025,01,081,race-ethnicity,Majority Non-White,NA,NA
2025,01,081,race-ethnicity,Majority White,0.0237262,1
2025,01,083,race-ethnicity,All,0.0578374,1
2025,01,083,race-ethnicity,Majority Non-White,0.1617647,1
2025,01,083,race-ethnicity,Majority White,0.0556031,1
2025,01,085,race-ethnicity,All,0.0645161,1
2025,01,085,race-ethnicity,Majority Non-White,0.0772947,1
2025,01,085,race-ethnicity,Majority White,0.0447761,1
2025,01,087,race-ethnicity,All,0.0436364,1
2025,01,087,race-ethnicity,Majority Non-White,0.0477327,1
2025,01,087,race-ethnicity,Majority White,0.0305344,1
2025,01,089,race-ethnicity,All,0.0552905,1
2025,01,089,race-ethnicity,Majority Non-White,0.1237493,1
2025,01,089,race-ethnicity,Majority White,0.0433505,1
2025,01,091,race-ethnicity,All,0.0322034,1
2025,01,091,race-ethnicity,Majority Non-White,0.0275049,1
2025,01,091,race-ethnicity,Majority White,0.0632911,1
2025,01,093,race-ethnicity,All,0.0377778,1
2025,01,093,race-ethnicity,Majority Non-White,NA,NA
2025,01,093,race-ethnicity,Majority White,0.0377778,1
2025,01,095,race-ethnicity,All,0.1209806,1
2025,01,095,race-ethnicity,Majority Non-White,NA,NA
2025,01,095,race-ethnicity,Majority White,0.1209806,1
2025,01,097,race-ethnicity,All,0.0695625,1
2025,01,097,race-ethnicity,Majority Non-White,0.0928986,1
2025,01,097,race-ethnicity,Majority White,0.0572239,1
2025,01,099,race-ethnicity,All,0.04769,1
2025,01,099,race-ethnicity,Majority Non-White,0.0483871,1
2025,01,099,race-ethnicity,Majority White,0.0464135,1
2025,01,101,race-ethnicity,All,0.0451117,1
2025,01,101,race-ethnicity,Majority Non-White,0.0470721,1
2025,01,101,race-ethnicity,Majority White,0.0280899,1
2025,01,103,race-ethnicity,All,0.0816901,1
2025,01,103,race-ethnicity,Majority Non-White,0.1027858,1
2025,01,103,race-ethnicity,Majority White,0.0740223,1
2025,01,105,race-ethnicity,All,0.0354331,1
2025,01,105,race-ethnicity,Majority Non-White,0.0362903,1
2025,01,105,race-ethnicity,Majority White,NA,NA
2025,01,107,race-ethnicity,All,0.047619,1
2025,01,107,race-ethnicity,Majority Non-White,0.0622222,1
2025,01,107,race-ethnicity,Majority White,0.0373832,1
2025,01,109,race-ethnicity,All,0.1186441,1
2025,01,109,race-ethnicity,Majority Non-White,NA,NA
2025,01,109,race-ethnicity,Majority White,0.1191489,1
2025,01,111,race-ethnicity,All,0.044,1
2025,01,111,race-ethnicity,Majority Non-White,NA,NA
2025,01,111,race-ethnicity,Majority White,0.044,1
2025,01,113,race-ethnicity,All,0.1223796,1
2025,01,113,race-ethnicity,Majority Non-White,0.1336842,1
2025,01,113,race-ethnicity,Majority White,0.1094711,1
2025,01,115,race-ethnicity,All,0.0492611,1
2025,01,115,race-ethnicity,Majority Non-White,NA,NA
2025,01,115,race-ethnicity,Majority White,0.0492611,1
2025,01,117,race-ethnicity,All,0.0394718,1
2025,01,117,race-ethnicity,Majority Non-White,NA,NA
2025,01,117,race-ethnicity,Majority White,0.0393414,1
2025,01,119,race-ethnicity,All,0.039039,1
2025,01,119,race-ethnicity,Majority Non-White,0.0396341,1
2025,01,119,race-ethnicity,Majority White,NA,NA
2025,01,121,race-ethnicity,All,0.0864,1
2025,01,121,race-ethnicity,Majority Non-White,0.10957,1
2025,01,121,race-ethnicity,Majority White,0.0765306,1
2025,01,123,race-ethnicity,All,0.0288462,1
2025,01,123,race-ethnicity,Majority Non-White,0.046875,1
2025,01,123,race-ethnicity,Majority White,0.0279503,1
2025,01,125,race-ethnicity,All,0.0336808,1
2025,01,125,race-ethnicity,Majority Non-White,0.0358907,1
2025,01,125,race-ethnicity,Majority White,0.0315822,1
2025,01,127,race-ethnicity,All,0.0656142,1
2025,01,127,race-ethnicity,Majority Non-White,NA,NA
2025,01,127,race-ethnicity,Majority White,0.0656142,1
2025,01,129,race-ethnicity,All,0.0965251,1
2025,01,129,race-ethnicity,Majority Non-White,0.1100917,1
2025,01,129,race-ethnicity,Majority White,0.0962025,1
2025,01,131,race-ethnicity,All,0.0479233,1
2025,01,131,race-ethnicity,Majority Non-White,0.049505,1
2025,01,131,race-ethnicity,Majority White,NA,NA
2025,01,133,race-ethnicity,All,0.0539474,1
2025,01,133,race-ethnicity,Majority Non-White,NA,NA
2025,01,133,race-ethnicity,Majority White,0.0539474,1
2025,02,013,race-ethnicity,All,NA,NA
2025,02,013,race-ethnicity,Majority Non-White,NA,NA
2025,02,013,race-ethnicity,Majority White,NA,NA
2025,02,016,race-ethnicity,All,0.0454545,1
2025,02,016,race-ethnicity,Majority Non-White,0.0348837,1
2025,02,016,race-ethnicity,Majority White,NA,NA
2025,02,020,race-ethnicity,All,0.0644007,1
2025,02,020,race-ethnicity,Majority Non-White,0.0811549,1
2025,02,020,race-ethnicity,Majority White,0.0570447,1
2025,02,050,race-ethnicity,All,0.0212014,1
2025,02,050,race-ethnicity,Majority Non-White,0.0214286,1
2025,02,050,race-ethnicity,Majority White,NA,NA
2025,02,060,race-ethnicity,All,NA,NA
2025,02,060,race-ethnicity,Majority Non-White,NA,NA
2025,02,060,race-ethnicity,Majority White,NA,NA
2025,02,063,race-ethnicity,All,0.0216216,1
2025,02,063,race-ethnicity,Majority Non-White,NA,NA
2025,02,063,race-ethnicity,Majority White,0.0223464,1
2025,02,066,race-ethnicity,All,0.0789474,1
2025,02,066,race-ethnicity,Majority Non-White,NA,NA
2025,02,066,race-ethnicity,Majority White,0.0821918,1
2025,02,068,race-ethnicity,All,0.0377358,1
2025,02,068,race-ethnicity,Majority Non-White,NA,NA
2025,02,068,race-ethnicity,Majority White,0.0377358,1
2025,02,070,race-ethnicity,All,0.0784314,1
2025,02,070,race-ethnicity,Majority Non-White,0.0784314,1
2025,02,070,race-ethnicity,Majority White,NA,NA
2025,02,090,race-ethnicity,All,0.0869407,1
2025,02,090,race-ethnicity,Majority Non-White,0.0344828,1
2025,02,090,race-ethnicity,Majority White,0.0882465,1
2025,02,100,race-ethnicity,All,0.0410959,1
2025,02,100,race-ethnicity,Majority Non-White,NA,NA
2025,02,100,race-ethnicity,Majority White,0.0410959,1
2025,02,105,race-ethnicity,All,0,1
2025,02,105,race-ethnicity,Majority Non-White,NA,NA
2025,02,105,race-ethnicity,Majority White,NA,NA
2025,02,110,race-ethnicity,All,0.0309598,1
2025,02,110,race-ethnicity,Majority Non-White,NA,NA
2025,02,110,race-ethnicity,Majority White,0.0309598,1
2025,02,122,race-ethnicity,All,0.0514505,1
2025,02,122,race-ethnicity,Majority Non-White,NA,NA
2025,02,122,race-ethnicity,Majority White,0.0515917,1
2025,02,130,race-ethnicity,All,0.0188235,1
2025,02,130,race-ethnicity,Majority Non-White,NA,NA
2025,02,130,race-ethnicity,Majority White,0.0188235,1
2025,02,150,race-ethnicity,All,0.0143678,1
2025,02,150,race-ethnicity,Majority Non-White,0.0143678,1
2025,02,150,race-ethnicity,Majority White,NA,NA
2025,02,158,race-ethnicity,All,0.0314961,1
2025,02,158,race-ethnicity,Majority Non-White,0.031746,1
2025,02,158,race-ethnicity,Majority White,NA,NA
2025,02,164,race-ethnicity,All,NA,NA
2025,02,164,race-ethnicity,Majority Non-White,NA,NA
2025,02,164,race-ethnicity,Majority White,NA,NA
2025,02,170,race-ethnicity,All,0.0560596,1
2025,02,170,race-ethnicity,Majority Non-White,NA,NA
2025,02,170,race-ethnicity,Majority White,0.0560596,1
2025,02,180,race-ethnicity,All,0.0276243,1
2025,02,180,race-ethnicity,Majority Non-White,0.0276243,1
2025,02,180,race-ethnicity,Majority White,NA,NA
2025,02,185,race-ethnicity,All,0.0326797,1
2025,02,185,race-ethnicity,Majority Non-White,0.0328947,1
2025,02,185,race-ethnicity,Majority White,NA,NA
2025,02,188,race-ethnicity,All,0.0629921,1
2025,02,188,race-ethnicity,Majority Non-White,0.0629921,1
2025,02,188,race-ethnicity,Majority White,NA,NA
2025,02,195,race-ethnicity,All,0.0375,1
2025,02,195,race-ethnicity,Majority Non-White,NA,NA
2025,02,195,race-ethnicity,Majority White,0.0375,1
2025,02,198,race-ethnicity,All,0.0248447,1
2025,02,198,race-ethnicity,Majority Non-White,0.0108696,1
2025,02,198,race-ethnicity,Majority White,0.0434783,1
2025,02,220,race-ethnicity,All,0.055794,1
2025,02,220,race-ethnicity,Majority Non-White,NA,NA
2025,02,220,race-ethnicity,Majority White,0.055794,1
2025,02,230,race-ethnicity,All,NA,NA
2025,02,230,race-ethnicity,Majority Non-White,NA,NA
2025,02,230,race-ethnicity,Majority White,NA,NA
2025,02,240,race-ethnicity,All,0.0550459,1
2025,02,240,race-ethnicity,Majority Non-White,NA,NA
2025,02,240,race-ethnicity,Majority White,0.0574163,1
2025,02,275,race-ethnicity,All,0.0338983,1
2025,02,275,race-ethnicity,Majority Non-White,NA,NA
2025,02,275,race-ethnicity,Majority White,0.0338983,1
2025,02,282,race-ethnicity,All,NA,NA
2025,02,282,race-ethnicity,Majority Non-White,NA,NA
2025,02,282,race-ethnicity,Majority White,NA,NA
2025,02,290,race-ethnicity,All,0.0531915,1
2025,02,290,race-ethnicity,Majority Non-White,0.0333333,1
2025,02,290,race-ethnicity,Majority White,NA,NA
2025,04,001,race-ethnicity,All,0.0665927,1
2025,04,001,race-ethnicity,Majority Non-White,0.0594214,1
2025,04,001,race-ethnicity,Majority White,0.08413,1
2025,04,003,race-ethnicity,All,0.0550122,1
2025,04,003,race-ethnicity,Majority Non-White,0.0562293,1
2025,04,003,race-ethnicity,Majority White,0.0546654,1
2025,04,005,race-ethnicity,All,0.0543452,1
2025,04,005,race-ethnicity,Majority Non-White,0.0650155,1
2025,04,005,race-ethnicity,Majority White,0.0512242,1
2025,04,007,race-ethnicity,All,0.0568112,1
2025,04,007,race-ethnicity,Majority Non-White,0.064257,1
2025,04,007,race-ethnicity,Majority White,0.0555155,1
2025,04,009,race-ethnicity,All,0.038038,1
2025,04,009,race-ethnicity,Majority Non-White,0.0377358,1
2025,04,009,race-ethnicity,Majority White,0.0380739,1
2025,04,011,race-ethnicity,All,0.038961,1
2025,04,011,race-ethnicity,Majority Non-White,0.0588235,1
2025,04,011,race-ethnicity,Majority White,0.0306748,1
2025,04,012,race-ethnicity,All,0.0662139,1
2025,04,012,race-ethnicity,Majority Non-White,0.0710059,1
2025,04,012,race-ethnicity,Majority White,0.059761,1
2025,04,013,race-ethnicity,All,0.0454549,1
2025,04,013,race-ethnicity,Majority Non-White,0.0630697,1
2025,04,013,race-ethnicity,Majority White,0.0351799,1
2025,04,015,race-ethnicity,All,0.0353783,1
2025,04,015,race-ethnicity,Majority Non-White,NA,NA
2025,04,015,race-ethnicity,Majority White,0.0350433,1
2025,04,017,race-ethnicity,All,0.0480421,1
2025,04,017,race-ethnicity,Majority Non-White,0.0581304,1
2025,04,017,race-ethnicity,Majority White,0.0409556,1
2025,04,019,race-ethnicity,All,0.0396745,1
2025,04,019,race-ethnicity,Majority Non-White,0.0523801,1
2025,04,019,race-ethnicity,Majority White,0.0325983,1
2025,04,021,race-ethnicity,All,0.0632911,1
2025,04,021,race-ethnicity,Majority Non-White,0.0678541,1
2025,04,021,race-ethnicity,Majority White,0.0582897,1
2025,04,023,race-ethnicity,All,0.047619,1
2025,04,023,race-ethnicity,Majority Non-White,0.0493186,1
2025,04,023,race-ethnicity,Majority White,0.0331492,1
2025,04,025,race-ethnicity,All,0.033588,1
2025,04,025,race-ethnicity,Majority Non-White,0.0606061,1
2025,04,025,race-ethnicity,Majority White,0.03337,1
2025,04,027,race-ethnicity,All,0.012734,1
2025,04,027,race-ethnicity,Majority Non-White,0.0132664,1
2025,04,027,race-ethnicity,Majority White,0.0095745,1
2025,05,001,race-ethnicity,All,0.0309478,1
2025,05,001,race-ethnicity,Majority Non-White,NA,NA
2025,05,001,race-ethnicity,Majority White,0.0309478,1
2025,05,003,race-ethnicity,All,0.1203852,1
2025,05,003,race-ethnicity,Majority Non-White,NA,NA
2025,05,003,race-ethnicity,Majority White,0.1213675,1
2025,05,005,race-ethnicity,All,0.0957072,1
2025,05,005,race-ethnicity,Majority Non-White,NA,NA
2025,05,005,race-ethnicity,Majority White,0.0957072,1
2025,05,007,race-ethnicity,All,0.034406,1
2025,05,007,race-ethnicity,Majority Non-White,0.0479632,1
2025,05,007,race-ethnicity,Majority White,0.0319378,1
2025,05,009,race-ethnicity,All,0.0619323,1
2025,05,009,race-ethnicity,Majority Non-White,NA,NA
2025,05,009,race-ethnicity,Majority White,0.0619323,1
2025,05,011,race-ethnicity,All,0.1308411,1
2025,05,011,race-ethnicity,Majority Non-White,NA,NA
2025,05,011,race-ethnicity,Majority White,0.1308411,1
2025,05,013,race-ethnicity,All,0.1190476,1
2025,05,013,race-ethnicity,Majority Non-White,NA,NA
2025,05,013,race-ethnicity,Majority White,0.1258278,1
2025,05,015,race-ethnicity,All,0.0376914,1
2025,05,015,race-ethnicity,Majority Non-White,NA,NA
2025,05,015,race-ethnicity,Majority White,0.0376914,1
2025,05,017,race-ethnicity,All,0.1696113,1
2025,05,017,race-ethnicity,Majority Non-White,0.1418919,1
2025,05,017,race-ethnicity,Majority White,0.2,1
2025,05,019,race-ethnicity,All,0.0437828,1
2025,05,019,race-ethnicity,Majority Non-White,NA,NA
2025,05,019,race-ethnicity,Majority White,0.0434783,1
2025,05,021,race-ethnicity,All,0.1447368,1
2025,05,021,race-ethnicity,Majority Non-White,NA,NA
2025,05,021,race-ethnicity,Majority White,0.1447368,1
2025,05,023,race-ethnicity,All,0.0360885,1
2025,05,023,race-ethnicity,Majority Non-White,NA,NA
2025,05,023,race-ethnicity,Majority White,0.0360885,1
2025,05,025,race-ethnicity,All,0.1016949,1
2025,05,025,race-ethnicity,Majority Non-White,NA,NA
2025,05,025,race-ethnicity,Majority White,0.1038961,1
2025,05,027,race-ethnicity,All,0.1085973,1
2025,05,027,race-ethnicity,Majority Non-White,NA,NA
2025,05,027,race-ethnicity,Majority White,0.1092564,1
2025,05,029,race-ethnicity,All,0.0422961,1
2025,05,029,race-ethnicity,Majority Non-White,NA,NA
2025,05,029,race-ethnicity,Majority White,0.0428135,1
2025,05,031,race-ethnicity,All,0.1394272,1
2025,05,031,race-ethnicity,Majority Non-White,NA,NA
2025,05,031,race-ethnicity,Majority White,0.1394272,1
2025,05,033,race-ethnicity,All,0.0449735,1
2025,05,033,race-ethnicity,Majority Non-White,NA,NA
2025,05,033,race-ethnicity,Majority White,0.0449735,1
2025,05,035,race-ethnicity,All,0.1227709,1
2025,05,035,race-ethnicity,Majority Non-White,0.1322691,1
2025,05,035,race-ethnicity,Majority White,0.1084337,1
2025,05,037,race-ethnicity,All,0.0936902,1
2025,05,037,race-ethnicity,Majority Non-White,NA,NA
2025,05,037,race-ethnicity,Majority White,0.0938776,1
2025,05,039,race-ethnicity,All,0.1173469,1
2025,05,039,race-ethnicity,Majority Non-White,0.1428571,1
2025,05,039,race-ethnicity,Majority White,0.0535714,1
2025,05,041,race-ethnicity,All,0.0914826,1
2025,05,041,race-ethnicity,Majority Non-White,0.0965251,1
2025,05,041,race-ethnicity,Majority White,0.0689655,1
2025,05,043,race-ethnicity,All,0.1353384,1
2025,05,043,race-ethnicity,Majority Non-White,NA,NA
2025,05,043,race-ethnicity,Majority White,0.1397638,1
2025,05,045,race-ethnicity,All,0.0569127,1
2025,05,045,race-ethnicity,Majority Non-White,NA,NA
2025,05,045,race-ethnicity,Majority White,0.0570758,1
2025,05,047,race-ethnicity,All,0.0442804,1
2025,05,047,race-ethnicity,Majority Non-White,NA,NA
2025,05,047,race-ethnicity,Majority White,0.0442804,1
2025,05,049,race-ethnicity,All,0.0723982,1
2025,05,049,race-ethnicity,Majority Non-White,NA,NA
2025,05,049,race-ethnicity,Majority White,0.0702948,1
2025,05,051,race-ethnicity,All,0.0574429,1
2025,05,051,race-ethnicity,Majority Non-White,NA,NA
2025,05,051,race-ethnicity,Majority White,0.0574429,1
2025,05,053,race-ethnicity,All,0.035524,1
2025,05,053,race-ethnicity,Majority Non-White,NA,NA
2025,05,053,race-ethnicity,Majority White,0.0359066,1
2025,05,055,race-ethnicity,All,0.1312632,1
2025,05,055,race-ethnicity,Majority Non-White,NA,NA
2025,05,055,race-ethnicity,Majority White,0.1312632,1
2025,05,057,race-ethnicity,All,0.1009934,1
2025,05,057,race-ethnicity,Majority Non-White,0.1084337,1
2025,05,057,race-ethnicity,Majority White,0.0660377,1
2025,05,059,race-ethnicity,All,0.0439443,1
2025,05,059,race-ethnicity,Majority Non-White,NA,NA
2025,05,059,race-ethnicity,Majority White,0.0439443,1
2025,05,061,race-ethnicity,All,0.1219512,1
2025,05,061,race-ethnicity,Majority Non-White,0.1714286,1
2025,05,061,race-ethnicity,Majority White,0.1117647,1
2025,05,063,race-ethnicity,All,0.0616319,1
2025,05,063,race-ethnicity,Majority Non-White,NA,NA
2025,05,063,race-ethnicity,Majority White,0.0616319,1
2025,05,065,race-ethnicity,All,0.0973872,1
2025,05,065,race-ethnicity,Majority Non-White,NA,NA
2025,05,065,race-ethnicity,Majority White,0.0942928,1
2025,05,067,race-ethnicity,All,0.0842333,1
2025,05,067,race-ethnicity,Majority Non-White,NA,NA
2025,05,067,race-ethnicity,Majority White,0.0842333,1
2025,05,069,race-ethnicity,All,0.0699187,1
2025,05,069,race-ethnicity,Majority Non-White,0.0756844,1
2025,05,069,race-ethnicity,Majority White,0.0581395,1
2025,05,071,race-ethnicity,All,0.0659767,1
2025,05,071,race-ethnicity,Majority Non-White,NA,NA
2025,05,071,race-ethnicity,Majority White,0.0659767,1
2025,05,073,race-ethnicity,All,0.079602,1
2025,05,073,race-ethnicity,Majority Non-White,0.1,1
2025,05,073,race-ethnicity,Majority White,0.0687023,1
2025,05,075,race-ethnicity,All,0.1394892,1
2025,05,075,race-ethnicity,Majority Non-White,NA,NA
2025,05,075,race-ethnicity,Majority White,0.1394892,1
2025,05,077,race-ethnicity,All,0.1336898,1
2025,05,077,race-ethnicity,Majority Non-White,0.1447368,1
2025,05,077,race-ethnicity,Majority White,NA,NA
2025,05,079,race-ethnicity,All,0.064982,1
2025,05,079,race-ethnicity,Majority Non-White,0.0434783,1
2025,05,079,race-ethnicity,Majority White,0.0721154,1
2025,05,081,race-ethnicity,All,0.1304348,1
2025,05,081,race-ethnicity,Majority Non-White,NA,NA
2025,05,081,race-ethnicity,Majority White,0.1304348,1
2025,05,083,race-ethnicity,All,0.0423601,1
2025,05,083,race-ethnicity,Majority Non-White,NA,NA
2025,05,083,race-ethnicity,Majority White,0.0423601,1
2025,05,085,race-ethnicity,All,0.0366064,1
2025,05,085,race-ethnicity,Majority Non-White,0.0138889,1
2025,05,085,race-ethnicity,Majority White,0.0373333,1
2025,05,087,race-ethnicity,All,0.0395683,1
2025,05,087,race-ethnicity,Majority Non-White,NA,NA
2025,05,087,race-ethnicity,Majority White,0.0405904,1
2025,05,089,race-ethnicity,All,0.1314815,1
2025,05,089,race-ethnicity,Majority Non-White,NA,NA
2025,05,089,race-ethnicity,Majority White,0.1314815,1
2025,05,091,race-ethnicity,All,0.0982615,1
2025,05,091,race-ethnicity,Majority Non-White,NA,NA
2025,05,091,race-ethnicity,Majority White,0.0982615,1
2025,05,093,race-ethnicity,All,0.1272727,1
2025,05,093,race-ethnicity,Majority Non-White,0.131068,1
2025,05,093,race-ethnicity,Majority White,0.1259843,1
2025,05,095,race-ethnicity,All,0.0372093,1
2025,05,095,race-ethnicity,Majority Non-White,NA,NA
2025,05,095,race-ethnicity,Majority White,0.0416667,1
2025,05,097,race-ethnicity,All,0.0528302,1
2025,05,097,race-ethnicity,Majority Non-White,NA,NA
2025,05,097,race-ethnicity,Majority White,0.0528302,1
2025,05,099,race-ethnicity,All,0.1111111,1
2025,05,099,race-ethnicity,Majority Non-White,NA,NA
2025,05,099,race-ethnicity,Majority White,0.1111111,1
2025,05,101,race-ethnicity,All,0.036036,1
2025,05,101,race-ethnicity,Majority Non-White,NA,NA
2025,05,101,race-ethnicity,Majority White,0.036036,1
2025,05,103,race-ethnicity,All,0.0801187,1
2025,05,103,race-ethnicity,Majority Non-White,NA,NA
2025,05,103,race-ethnicity,Majority White,0.0813771,1
2025,05,105,race-ethnicity,All,0.05,1
2025,05,105,race-ethnicity,Majority Non-White,NA,NA
2025,05,105,race-ethnicity,Majority White,0.05,1
2025,05,107,race-ethnicity,All,0.107221,1
2025,05,107,race-ethnicity,Majority Non-White,0.1108545,1
2025,05,107,race-ethnicity,Majority White,NA,NA
2025,05,109,race-ethnicity,All,0.0482315,1
2025,05,109,race-ethnicity,Majority Non-White,NA,NA
2025,05,109,race-ethnicity,Majority White,0.0482315,1
2025,05,111,race-ethnicity,All,0.1335188,1
2025,05,111,race-ethnicity,Majority Non-White,NA,NA
2025,05,111,race-ethnicity,Majority White,0.1335188,1
2025,05,113,race-ethnicity,All,0.0801336,1
2025,05,113,race-ethnicity,Majority Non-White,NA,NA
2025,05,113,race-ethnicity,Majority White,0.0805604,1
