year,state,county,share_medical_debt_coll,share_medical_debt_coll_quality
2025,01,001,0.0417335,1
2025,01,003,0.0435797,1
2025,01,005,0.0816619,1
2025,01,007,0.0681431,1
2025,01,009,0.0457019,1
2025,01,011,0.0594406,1
2025,01,013,0.0332226,1
2025,01,015,0.0918453,1
2025,01,017,0.0425909,1
2025,01,019,0.1092637,1
2025,01,021,0.0550098,1
2025,01,023,0.0300546,1
2025,01,025,0.0264256,1
2025,01,027,0.0452489,1
2025,01,029,0.0659134,1
2025,01,031,0.063121,1
2025,01,033,0.0725983,1
2025,01,035,0.0402299,1
2025,01,037,0.0316092,1
2025,01,039,0.0689935,1
2025,01,041,0.1096197,1
2025,01,043,0.0680822,1
2025,01,045,0.0552452,1
2025,01,047,0.0667957,1
2025,01,049,0.0831376,1
2025,01,051,0.034407,1
2025,01,053,0.0670194,1
2025,01,055,0.0826395,1
2025,01,057,0.0259259,1
2025,01,059,0.1096634,1
2025,01,061,0.048478,1
2025,01,063,0.033195,1
2025,01,065,0.0218341,1
2025,01,067,0.0410448,1
2025,01,069,0.0386709,1
2025,01,071,0.0728673,1
2025,01,073,0.0617182,1
2025,01,075,0.046798,1
2025,01,077,0.0560081,1
2025,01,079,0.0481586,1
2025,01,081,0.0236618,1
2025,01,083,0.0578374,1
2025,01,085,0.0645161,1
2025,01,087,0.0436364,1
2025,01,089,0.0552905,1
2025,01,091,0.0322034,1
2025,01,093,0.0377778,1
2025,01,095,0.1209806,1
2025,01,097,0.0695625,1
2025,01,099,0.04769,1
2025,01,101,0.0451117,1
2025,01,103,0.0816901,1
2025,01,105,0.0354331,1
2025,01,107,0.047619,1
2025,01,109,0.1186441,1
2025,01,111,0.044,1
2025,01,113,0.1223796,1
2025,01,115,0.0492611,1
2025,01,117,0.0394718,1
2025,01,119,0.039039,1
2025,01,121,0.0864,1
2025,01,123,0.0288462,1
2025,01,125,0.0336808,1
2025,01,127,0.0656142,1
2025,01,129,0.0965251,1
2025,01,131,0.0479233,1
2025,01,133,0.0539474,1
2025,02,013,NA,NA
2025,02,016,0.0454545,1
2025,02,020,0.0644007,1
2025,02,050,0.0212014,1
2025,02,060,NA,NA
2025,02,063,0.0216216,1
2025,02,066,0.0789474,1
2025,02,068,0.0377358,1
2025,02,070,0.0784314,1
2025,02,090,0.0869407,1
2025,02,100,0.0410959,1
2025,02,105,0,1
2025,02,110,0.0309598,1
2025,02,122,0.0514505,1
2025,02,130,0.0188235,1
2025,02,150,0.0143678,1
2025,02,158,0.0314961,1
2025,02,164,NA,NA
2025,02,170,0.0560596,1
2025,02,180,0.0276243,1
2025,02,185,0.0326797,1
2025,02,188,0.0629921,1
2025,02,195,0.0375,1
2025,02,198,0.0248447,1
2025,02,220,0.055794,1
2025,02,230,NA,NA
2025,02,240,0.0550459,1
2025,02,275,0.0338983,1
2025,02,282,NA,NA
2025,02,290,0.0531915,1
2025,04,001,0.0665927,1
2025,04,003,0.0550122,1
2025,04,005,0.0543452,1
2025,04,007,0.0568112,1
2025,04,009,0.038038,1
2025,04,011,0.038961,1
2025,04,012,0.0662139,1
2025,04,013,0.0454549,1
2025,04,015,0.0353783,1
2025,04,017,0.0480421,1
2025,04,019,0.0396745,1
2025,04,021,0.0632911,1
2025,04,023,0.047619,1
2025,04,025,0.033588,1
2025,04,027,0.012734,1
2025,05,001,0.0309478,1
2025,05,003,0.1203852,1
2025,05,005,0.0957072,1
2025,05,007,0.034406,1
2025,05,009,0.0619323,1
2025,05,011,0.1308411,1
2025,05,013,0.1190476,1
2025,05,015,0.0376914,1
2025,05,017,0.1696113,1
2025,05,019,0.0437828,1
2025,05,021,0.1447368,1
2025,05,023,0.0360885,1
2025,05,025,0.1016949,1
2025,05,027,0.1085973,1
2025,05,029,0.0422961,1
2025,05,031,0.1394272,1
2025,05,033,0.0449735,1
2025,05,035,0.1227709,1
2025,05,037,0.0936902,1
2025,05,039,0.1173469,1
2025,05,041,0.0914826,1
2025,05,043,0.1353384,1
2025,05,045,0.0569127,1
2025,05,047,0.0442804,1
2025,05,049,0.0723982,1
2025,05,051,0.0574429,1
2025,05,053,0.035524,1
2025,05,055,0.1312632,1
2025,05,057,0.1009934,1
2025,05,059,0.0439443,1
2025,05,061,0.1219512,1
2025,05,063,0.0616319,1
2025,05,065,0.0973872,1
2025,05,067,0.0842333,1
2025,05,069,0.0699187,1
2025,05,071,0.0659767,1
2025,05,073,0.079602,1
2025,05,075,0.1394892,1
2025,05,077,0.1336898,1
2025,05,079,0.064982,1
2025,05,081,0.1304348,1
2025,05,083,0.0423601,1
2025,05,085,0.0366064,1
2025,05,087,0.0395683,1
2025,05,089,0.1314815,1
2025,05,091,0.0982615,1
2025,05,093,0.1272727,1
2025,05,095,0.0372093,1
2025,05,097,0.0528302,1
2025,05,099,0.1111111,1
2025,05,101,0.036036,1
2025,05,103,0.0801187,1
2025,05,105,0.05,1
2025,05,107,0.107221,1
2025,05,109,0.0482315,1
2025,05,111,0.1335188,1
2025,05,113,0.0801336,1
2025,05,115,0.0460317,1
2025,05,117,0.030303,1
2025,05,119,0.0394557,1
2025,05,121,0.1415771,1
2025,05,123,0.1057192,1
2025,05,125,0.0389513,1
2025,05,127,0.0972222,1
2025,05,129,0.0286885,1
2025,05,131,0.04947,1
2025,05,133,0.1231102,1
2025,05,135,0.0834753,1
2025,05,137,0.0487805,1
2025,05,139,0.1069959,1
2025,05,141,0.041502,1
2025,05,143,0.0422794,1
2025,05,145,0.0349451,1
2025,05,147,0.0614525,1
2025,05,149,0.047138,1
2025,06,001,0,1
2025,06,003,NA,NA
2025,06,005,0,1
2025,06,007,0,1
2025,06,009,0,1
2025,06,011,0,1
2025,06,013,0,1
2025,06,015,0,1
2025,06,017,0,1
2025,06,019,0,1
2025,06,021,0,1
2025,06,023,0,1
2025,06,025,0,1
2025,06,027,0,1
2025,06,029,0,1
2025,06,031,0,1
2025,06,033,0,1
2025,06,035,0,1
2025,06,037,0,1
2025,06,039,0,1
2025,06,041,0,1
2025,06,043,0,1
2025,06,045,0,1
2025,06,047,0,1
2025,06,049,0,1
2025,06,051,0,1
2025,06,053,0,1
2025,06,055,0,1
2025,06,057,0,1
2025,06,059,0,1
2025,06,061,0,1
2025,06,063,0,1
2025,06,065,0,1
2025,06,067,0,1
2025,06,069,0,1
2025,06,071,0,1
2025,06,073,0,1
2025,06,075,0,1
2025,06,077,0,1
2025,06,079,0,1
2025,06,081,0,1
2025,06,083,0,1
2025,06,085,0,1
2025,06,087,0,1
2025,06,089,0,1
2025,06,091,0,1
2025,06,093,0,1
2025,06,095,0,1
2025,06,097,0,1
2025,06,099,0,1
2025,06,101,0,1
2025,06,103,0,1
2025,06,105,0,1
2025,06,107,0,1
2025,06,109,0,1
2025,06,111,0,1
2025,06,113,0,1
2025,06,115,0,1
2025,08,001,0,1
2025,08,003,0,1
2025,08,005,0,1
2025,08,007,0,1
2025,08,009,0,1
2025,08,011,0,1
2025,08,013,0,1
2025,08,014,0,1
2025,08,015,0,1
2025,08,017,0,1
2025,08,019,0,1
2025,08,021,0,1
2025,08,023,0,1
2025,08,025,0,1
2025,08,027,0,1
2025,08,029,0,1
2025,08,031,0,1
2025,08,033,0,1
2025,08,035,0,1
2025,08,037,0,1
2025,08,039,0,1
2025,08,041,0,1
2025,08,043,0,1
2025,08,045,0,1
2025,08,047,0,1
2025,08,049,0,1
2025,08,051,0,1
2025,08,053,NA,NA
2025,08,055,0,1
2025,08,057,NA,NA
2025,08,059,0,1
2025,08,061,0,1
2025,08,063,0,1
2025,08,065,0,1
2025,08,067,0,1
2025,08,069,0,1
2025,08,071,0,1
2025,08,073,0,1
2025,08,075,0,1
2025,08,077,0,1
