year,state,county,subgroup_type,subgroup,share_debt_coll,share_debt_coll_quality
2025,01,001,race-ethnicity,All,0.2680578,1
2025,01,001,race-ethnicity,Majority Non-White,0.368932,1
2025,01,001,race-ethnicity,Majority White,0.2623229,1
2025,01,003,race-ethnicity,All,0.223177,1
2025,01,003,race-ethnicity,Majority Non-White,NA,NA
2025,01,003,race-ethnicity,Majority White,0.2239822,1
2025,01,005,race-ethnicity,All,0.3681948,1
2025,01,005,race-ethnicity,Majority Non-White,0.3718887,1
2025,01,005,race-ethnicity,Majority White,NA,NA
2025,01,007,race-ethnicity,All,0.3816014,1
2025,01,007,race-ethnicity,Majority Non-White,0.4457831,1
2025,01,007,race-ethnicity,Majority White,0.3710317,1
2025,01,009,race-ethnicity,All,0.273123,1
2025,01,009,race-ethnicity,Majority Non-White,NA,NA
2025,01,009,race-ethnicity,Majority White,0.2724796,1
2025,01,011,race-ethnicity,All,0.465035,1
2025,01,011,race-ethnicity,Majority Non-White,0.4941176,1
2025,01,011,race-ethnicity,Majority White,NA,NA
2025,01,013,race-ethnicity,All,0.3671096,1
2025,01,013,race-ethnicity,Majority Non-White,0.3835294,1
2025,01,013,race-ethnicity,Majority White,0.3276836,1
2025,01,015,race-ethnicity,All,0.3556916,1
2025,01,015,race-ethnicity,Majority Non-White,0.4972274,1
2025,01,015,race-ethnicity,Majority White,0.3306029,1
2025,01,017,race-ethnicity,All,0.3593611,1
2025,01,017,race-ethnicity,Majority Non-White,0.3709273,1
2025,01,017,race-ethnicity,Majority White,0.353022,1
2025,01,019,race-ethnicity,All,0.3230404,1
2025,01,019,race-ethnicity,Majority Non-White,NA,NA
2025,01,019,race-ethnicity,Majority White,0.3230404,1
2025,01,021,race-ethnicity,All,0.3045187,1
2025,01,021,race-ethnicity,Majority Non-White,NA,NA
2025,01,021,race-ethnicity,Majority White,0.306163,1
2025,01,023,race-ethnicity,All,0.4071038,1
2025,01,023,race-ethnicity,Majority Non-White,0.4603175,1
2025,01,023,race-ethnicity,Majority White,0.3960396,1
2025,01,025,race-ethnicity,All,0.3198887,1
2025,01,025,race-ethnicity,Majority Non-White,0.3504823,1
2025,01,025,race-ethnicity,Majority White,0.2965686,1
2025,01,027,race-ethnicity,All,0.3031674,1
2025,01,027,race-ethnicity,Majority Non-White,NA,NA
2025,01,027,race-ethnicity,Majority White,0.3047619,1
2025,01,029,race-ethnicity,All,0.2900188,1
2025,01,029,race-ethnicity,Majority Non-White,NA,NA
2025,01,029,race-ethnicity,Majority White,0.2900188,1
2025,01,031,race-ethnicity,All,0.2711864,1
2025,01,031,race-ethnicity,Majority Non-White,NA,NA
2025,01,031,race-ethnicity,Majority White,0.2711864,1
2025,01,033,race-ethnicity,All,0.2974891,1
2025,01,033,race-ethnicity,Majority Non-White,NA,NA
2025,01,033,race-ethnicity,Majority White,0.2974891,1
2025,01,035,race-ethnicity,All,0.3764368,1
2025,01,035,race-ethnicity,Majority Non-White,0.368421,1
2025,01,035,race-ethnicity,Majority White,0.3884892,1
2025,01,037,race-ethnicity,All,0.3793103,1
2025,01,037,race-ethnicity,Majority Non-White,NA,NA
2025,01,037,race-ethnicity,Majority White,0.3793103,1
2025,01,039,race-ethnicity,All,0.3311688,1
2025,01,039,race-ethnicity,Majority Non-White,NA,NA
2025,01,039,race-ethnicity,Majority White,0.3314379,1
2025,01,041,race-ethnicity,All,0.360179,1
2025,01,041,race-ethnicity,Majority Non-White,NA,NA
2025,01,041,race-ethnicity,Majority White,0.3609866,1
2025,01,043,race-ethnicity,All,0.2689585,1
2025,01,043,race-ethnicity,Majority Non-White,NA,NA
2025,01,043,race-ethnicity,Majority White,0.2689585,1
2025,01,045,race-ethnicity,All,0.3128492,1
2025,01,045,race-ethnicity,Majority Non-White,NA,NA
2025,01,045,race-ethnicity,Majority White,0.3130435,1
2025,01,047,race-ethnicity,All,0.4249758,1
2025,01,047,race-ethnicity,Majority Non-White,0.4249758,1
2025,01,047,race-ethnicity,Majority White,NA,NA
2025,01,049,race-ethnicity,All,0.2916862,1
2025,01,049,race-ethnicity,Majority Non-White,NA,NA
2025,01,049,race-ethnicity,Majority White,0.2916862,1
2025,01,051,race-ethnicity,All,0.249634,1
2025,01,051,race-ethnicity,Majority Non-White,NA,NA
2025,01,051,race-ethnicity,Majority White,0.249634,1
2025,01,053,race-ethnicity,All,0.3835979,1
2025,01,053,race-ethnicity,Majority Non-White,0.3941441,1
2025,01,053,race-ethnicity,Majority White,0.3768116,1
2025,01,055,race-ethnicity,All,0.3308665,1
2025,01,055,race-ethnicity,Majority Non-White,NA,NA
2025,01,055,race-ethnicity,Majority White,0.3314798,1
2025,01,057,race-ethnicity,All,0.3148148,1
2025,01,057,race-ethnicity,Majority Non-White,NA,NA
2025,01,057,race-ethnicity,Majority White,0.3135436,1
2025,01,059,race-ethnicity,All,0.3051032,1
2025,01,059,race-ethnicity,Majority Non-White,NA,NA
2025,01,059,race-ethnicity,Majority White,0.3051032,1
2025,01,061,race-ethnicity,All,0.3382187,1
2025,01,061,race-ethnicity,Majority Non-White,NA,NA
2025,01,061,race-ethnicity,Majority White,0.3382187,1
2025,01,063,race-ethnicity,All,0.4771784,1
2025,01,063,race-ethnicity,Majority Non-White,0.4769875,1
2025,01,063,race-ethnicity,Majority White,NA,NA
2025,01,065,race-ethnicity,All,0.3755459,1
2025,01,065,race-ethnicity,Majority Non-White,0.4045307,1
2025,01,065,race-ethnicity,Majority White,0.3154362,1
2025,01,067,race-ethnicity,All,0.255597,1
2025,01,067,race-ethnicity,Majority Non-White,NA,NA
2025,01,067,race-ethnicity,Majority White,0.2568628,1
2025,01,069,race-ethnicity,All,0.3136637,1
2025,01,069,race-ethnicity,Majority Non-White,NA,NA
2025,01,069,race-ethnicity,Majority White,0.3136637,1
2025,01,071,race-ethnicity,All,0.2731043,1
2025,01,071,race-ethnicity,Majority Non-White,NA,NA
2025,01,071,race-ethnicity,Majority White,0.2731043,1
2025,01,073,race-ethnicity,All,0.3326384,1
2025,01,073,race-ethnicity,Majority Non-White,0.4831353,1
2025,01,073,race-ethnicity,Majority White,0.2080638,1
2025,01,075,race-ethnicity,All,0.2586207,1
2025,01,075,race-ethnicity,Majority Non-White,NA,NA
2025,01,075,race-ethnicity,Majority White,0.2586207,1
2025,01,077,race-ethnicity,All,0.2545825,1
2025,01,077,race-ethnicity,Majority Non-White,NA,NA
2025,01,077,race-ethnicity,Majority White,0.2545825,1
2025,01,079,race-ethnicity,All,0.3106704,1
2025,01,079,race-ethnicity,Majority Non-White,0.4642857,1
2025,01,079,race-ethnicity,Majority White,0.3020937,1
2025,01,081,race-ethnicity,All,0.2492242,1
2025,01,081,race-ethnicity,Majority Non-White,NA,NA
