year,state,county,subgroup_type,subgroup,share_medical_debt_coll,share_medical_debt_coll_quality
2023,17,045,race-ethnicity,Majority White,0.0836576,1
2023,17,047,race-ethnicity,All,0.04375,1
2023,17,047,race-ethnicity,Majority Non-White,NA,NA
2023,17,047,race-ethnicity,Majority White,0.04375,1
2023,17,049,race-ethnicity,All,0.056239,1
2023,17,049,race-ethnicity,Majority Non-White,NA,NA
2023,17,049,race-ethnicity,Majority White,0.056239,1
2023,17,051,race-ethnicity,All,0.0486381,1
2023,17,051,race-ethnicity,Majority Non-White,NA,NA
2023,17,051,race-ethnicity,Majority White,0.0486381,1
2023,17,053,race-ethnicity,All,0.065534,1
2023,17,053,race-ethnicity,Majority Non-White,NA,NA
2023,17,053,race-ethnicity,Majority White,0.065534,1
2023,17,055,race-ethnicity,All,0.0342523,1
2023,17,055,race-ethnicity,Majority Non-White,NA,NA
2023,17,055,race-ethnicity,Majority White,0.0342523,1
2023,17,057,race-ethnicity,All,0.0794118,1
2023,17,057,race-ethnicity,Majority Non-White,NA,NA
2023,17,057,race-ethnicity,Majority White,0.0794118,1
2023,17,059,race-ethnicity,All,0.0681818,1
2023,17,059,race-ethnicity,Majority Non-White,NA,NA
2023,17,059,race-ethnicity,Majority White,0.0681818,1
2023,17,061,race-ethnicity,All,0.0364146,1
2023,17,061,race-ethnicity,Majority Non-White,NA,NA
2023,17,061,race-ethnicity,Majority White,0.0364146,1
2023,17,063,race-ethnicity,All,0.0990354,1
2023,17,063,race-ethnicity,Majority Non-White,NA,NA
2023,17,063,race-ethnicity,Majority White,0.0990354,1
2023,17,065,race-ethnicity,All,0.039604,1
2023,17,065,race-ethnicity,Majority Non-White,NA,NA
2023,17,065,race-ethnicity,Majority White,0.039604,1
2023,17,067,race-ethnicity,All,0.0659537,1
2023,17,067,race-ethnicity,Majority Non-White,NA,NA
2023,17,067,race-ethnicity,Majority White,0.0659537,1
2023,17,069,race-ethnicity,All,0.0168067,1
2023,17,069,race-ethnicity,Majority Non-White,NA,NA
2023,17,069,race-ethnicity,Majority White,0.0168067,1
2023,17,071,race-ethnicity,All,0.0695187,1
2023,17,071,race-ethnicity,Majority Non-White,NA,NA
2023,17,071,race-ethnicity,Majority White,0.0695187,1
2023,17,073,race-ethnicity,All,0.0300401,1
2023,17,073,race-ethnicity,Majority Non-White,NA,NA
2023,17,073,race-ethnicity,Majority White,0.0300401,1
2023,17,075,race-ethnicity,All,0.0544835,1
2023,17,075,race-ethnicity,Majority Non-White,0.0153846,1
2023,17,075,race-ethnicity,Majority White,0.0576687,1
2023,17,077,race-ethnicity,All,0.0394644,1
2023,17,077,race-ethnicity,Majority Non-White,NA,NA
2023,17,077,race-ethnicity,Majority White,0.0394644,1
2023,17,079,race-ethnicity,All,0.0466667,1
2023,17,079,race-ethnicity,Majority Non-White,NA,NA
2023,17,079,race-ethnicity,Majority White,0.0466667,1
2023,17,081,race-ethnicity,All,0.1091073,1
2023,17,081,race-ethnicity,Majority Non-White,NA,NA
2023,17,081,race-ethnicity,Majority White,0.1091073,1
2023,17,083,race-ethnicity,All,0.0231023,1
2023,17,083,race-ethnicity,Majority Non-White,NA,NA
2023,17,083,race-ethnicity,Majority White,0.0231023,1
2023,17,085,race-ethnicity,All,0.0446194,1
2023,17,085,race-ethnicity,Majority Non-White,NA,NA
2023,17,085,race-ethnicity,Majority White,0.0446194,1
2023,17,087,race-ethnicity,All,0.0482574,1
2023,17,087,race-ethnicity,Majority Non-White,NA,NA
2023,17,087,race-ethnicity,Majority White,0.0482574,1
2023,17,089,race-ethnicity,All,0.0660539,1
2023,17,089,race-ethnicity,Majority Non-White,0.1010966,1
2023,17,089,race-ethnicity,Majority White,0.0404783,1
2023,17,091,race-ethnicity,All,0.0429602,1
2023,17,091,race-ethnicity,Majority Non-White,0.0634921,1
2023,17,091,race-ethnicity,Majority White,0.0425464,1
2023,17,093,race-ethnicity,All,0.0813858,1
2023,17,093,race-ethnicity,Majority Non-White,0.0603448,1
2023,17,093,race-ethnicity,Majority White,0.082079,1
2023,17,095,race-ethnicity,All,0.0572776,1
2023,17,095,race-ethnicity,Majority Non-White,NA,NA
2023,17,095,race-ethnicity,Majority White,0.0574713,1
2023,17,097,race-ethnicity,All,0.0477155,1
2023,17,097,race-ethnicity,Majority Non-White,0.0820135,1
2023,17,097,race-ethnicity,Majority White,0.0334551,1
2023,17,099,race-ethnicity,All,0.0688746,1
2023,17,099,race-ethnicity,Majority Non-White,NA,NA
2023,17,099,race-ethnicity,Majority White,0.0688746,1
2023,17,101,race-ethnicity,All,0.0473684,1
2023,17,101,race-ethnicity,Majority Non-White,NA,NA
2023,17,101,race-ethnicity,Majority White,0.0473684,1
2023,17,103,race-ethnicity,All,0.0393542,1
2023,17,103,race-ethnicity,Majority Non-White,NA,NA
2023,17,103,race-ethnicity,Majority White,0.0394338,1
2023,17,105,race-ethnicity,All,0.0662432,1
2023,17,105,race-ethnicity,Majority Non-White,NA,NA
2023,17,105,race-ethnicity,Majority White,0.0662432,1
2023,17,107,race-ethnicity,All,0.039312,1
2023,17,107,race-ethnicity,Majority Non-White,NA,NA
2023,17,107,race-ethnicity,Majority White,0.039312,1
2023,17,109,race-ethnicity,All,0.0421607,1
2023,17,109,race-ethnicity,Majority Non-White,NA,NA
2023,17,109,race-ethnicity,Majority White,0.0421607,1
2023,17,111,race-ethnicity,All,0.045006,1
2023,17,111,race-ethnicity,Majority Non-White,NA,NA
2023,17,111,race-ethnicity,Majority White,0.045006,1
2023,17,113,race-ethnicity,All,0.0464931,1
2023,17,113,race-ethnicity,Majority Non-White,NA,NA
2023,17,113,race-ethnicity,Majority White,0.0464931,1
2023,17,115,race-ethnicity,All,0.0987496,1
2023,17,115,race-ethnicity,Majority Non-White,NA,NA
2023,17,115,race-ethnicity,Majority White,0.0984188,1
2023,17,117,race-ethnicity,All,0.0644728,1
2023,17,117,race-ethnicity,Majority Non-White,NA,NA
2023,17,117,race-ethnicity,Majority White,0.0644728,1
2023,17,119,race-ethnicity,All,0.0620398,1
2023,17,119,race-ethnicity,Majority Non-White,0.073033699999999993,1
2023,17,119,race-ethnicity,Majority White,0.0617984,1
2023,17,121,race-ethnicity,All,0.115894,1
2023,17,121,race-ethnicity,Majority Non-White,NA,NA
2023,17,121,race-ethnicity,Majority White,0.1159901,1
2023,17,123,race-ethnicity,All,0.0550725,1
2023,17,123,race-ethnicity,Majority Non-White,NA,NA
2023,17,123,race-ethnicity,Majority White,0.0555556,1
2023,17,125,race-ethnicity,All,0.0295567,1
2023,17,125,race-ethnicity,Majority Non-White,NA,NA
2023,17,125,race-ethnicity,Majority White,0.0295567,1
2023,17,127,race-ethnicity,All,0.0694444,1
2023,17,127,race-ethnicity,Majority Non-White,NA,NA
2023,17,127,race-ethnicity,Majority White,0.0694444,1
2023,17,129,race-ethnicity,All,0.0250696,1
2023,17,129,race-ethnicity,Majority Non-White,NA,NA
2023,17,129,race-ethnicity,Majority White,0.0250696,1
2023,17,131,race-ethnicity,All,0.0263692,1
2023,17,131,race-ethnicity,Majority Non-White,NA,NA
2023,17,131,race-ethnicity,Majority White,0.0263692,1
2023,17,133,race-ethnicity,All,0.0188501,1
2023,17,133,race-ethnicity,Majority Non-White,NA,NA
2023,17,133,race-ethnicity,Majority White,0.0188501,1
2023,17,135,race-ethnicity,All,0.078478,1
2023,17,135,race-ethnicity,Majority Non-White,NA,NA
2023,17,135,race-ethnicity,Majority White,0.078478,1
2023,17,137,race-ethnicity,All,0.0500511,1
2023,17,137,race-ethnicity,Majority Non-White,NA,NA
2023,17,137,race-ethnicity,Majority White,0.0500511,1
2023,17,139,race-ethnicity,All,0.0947631,1
2023,17,139,race-ethnicity,Majority Non-White,NA,NA
2023,17,139,race-ethnicity,Majority White,0.0947631,1
2023,17,141,race-ethnicity,All,0.0511883,1
2023,17,141,race-ethnicity,Majority Non-White,NA,NA
2023,17,141,race-ethnicity,Majority White,0.0508578,1
2023,17,143,race-ethnicity,All,0.04536,1
2023,17,143,race-ethnicity,Majority Non-White,0.0832266,1
2023,17,143,race-ethnicity,Majority White,0.0388027,1
2023,17,145,race-ethnicity,All,0.0447227,1
2023,17,145,race-ethnicity,Majority Non-White,NA,NA
2023,17,145,race-ethnicity,Majority White,0.0447227,1
2023,17,147,race-ethnicity,All,0.0634615,1
2023,17,147,race-ethnicity,Majority Non-White,NA,NA
2023,17,147,race-ethnicity,Majority White,0.0634615,1
2023,17,149,race-ethnicity,All,0.0480167,1
2023,17,149,race-ethnicity,Majority Non-White,NA,NA
2023,17,149,race-ethnicity,Majority White,0.0480167,1
2023,17,151,race-ethnicity,All,0.0375,1
2023,17,151,race-ethnicity,Majority Non-White,NA,NA
2023,17,151,race-ethnicity,Majority White,0.0375,1
2023,17,153,race-ethnicity,All,0.0632911,1
2023,17,153,race-ethnicity,Majority Non-White,NA,NA
2023,17,153,race-ethnicity,Majority White,0.0703125,1
2023,17,155,race-ethnicity,All,0.0899471,1
2023,17,155,race-ethnicity,Majority Non-White,NA,NA
2023,17,155,race-ethnicity,Majority White,0.0899471,1
2023,17,157,race-ethnicity,All,0.0924658,1
2023,17,157,race-ethnicity,Majority Non-White,NA,NA
2023,17,157,race-ethnicity,Majority White,0.0924658,1
2023,17,159,race-ethnicity,All,0.0672098,1
2023,17,159,race-ethnicity,Majority Non-White,NA,NA
2023,17,159,race-ethnicity,Majority White,0.0672098,1
2023,17,161,race-ethnicity,All,0.0347541,1
2023,17,161,race-ethnicity,Majority Non-White,NA,NA
2023,17,161,race-ethnicity,Majority White,0.0347541,1
2023,17,163,race-ethnicity,All,0.0614149,1
2023,17,163,race-ethnicity,Majority Non-White,0.1092767,1
2023,17,163,race-ethnicity,Majority White,0.0519702,1
2023,17,165,race-ethnicity,All,0.0406091,1
2023,17,165,race-ethnicity,Majority Non-White,NA,NA
2023,17,165,race-ethnicity,Majority White,0.0406091,1
2023,17,167,race-ethnicity,All,0.0386676,1
2023,17,167,race-ethnicity,Majority Non-White,NA,NA
2023,17,167,race-ethnicity,Majority White,0.0386676,1
2023,17,169,race-ethnicity,All,0.0654206,1
2023,17,169,race-ethnicity,Majority Non-White,NA,NA
2023,17,169,race-ethnicity,Majority White,0.0654206,1
2023,17,171,race-ethnicity,All,0.035461,1
2023,17,171,race-ethnicity,Majority Non-White,NA,NA
2023,17,171,race-ethnicity,Majority White,0.035461,1
2023,17,173,race-ethnicity,All,0.1162029,1
2023,17,173,race-ethnicity,Majority Non-White,NA,NA
2023,17,173,race-ethnicity,Majority White,0.1162029,1
2023,17,175,race-ethnicity,All,0.0227273,1
2023,17,175,race-ethnicity,Majority Non-White,NA,NA
2023,17,175,race-ethnicity,Majority White,0.0227273,1
2023,17,177,race-ethnicity,All,0.0343378,1
2023,17,177,race-ethnicity,Majority Non-White,NA,NA
2023,17,177,race-ethnicity,Majority White,0.0343378,1
2023,17,179,race-ethnicity,All,0.0391912,1
2023,17,179,race-ethnicity,Majority Non-White,NA,NA
2023,17,179,race-ethnicity,Majority White,0.0391912,1
2023,17,181,race-ethnicity,All,0.0366599,1
2023,17,181,race-ethnicity,Majority Non-White,NA,NA
2023,17,181,race-ethnicity,Majority White,0.0366599,1
2023,17,183,race-ethnicity,All,0.1101966,1
2023,17,183,race-ethnicity,Majority Non-White,NA,NA
2023,17,183,race-ethnicity,Majority White,0.1101966,1
2023,17,185,race-ethnicity,All,0.0640668,1
2023,17,185,race-ethnicity,Majority Non-White,NA,NA
2023,17,185,race-ethnicity,Majority White,0.0640668,1
2023,17,187,race-ethnicity,All,0.0472028,1
2023,17,187,race-ethnicity,Majority Non-White,NA,NA
2023,17,187,race-ethnicity,Majority White,0.0472028,1
2023,17,189,race-ethnicity,All,0.0424528,1
2023,17,189,race-ethnicity,Majority Non-White,NA,NA
2023,17,189,race-ethnicity,Majority White,0.0424528,1
2023,17,191,race-ethnicity,All,0.0517647,1
2023,17,191,race-ethnicity,Majority Non-White,NA,NA
2023,17,191,race-ethnicity,Majority White,0.0517647,1
2023,17,193,race-ethnicity,All,0.0473118,1
2023,17,193,race-ethnicity,Majority Non-White,NA,NA
2023,17,193,race-ethnicity,Majority White,0.0473118,1
2023,17,195,race-ethnicity,All,0.067446999999999993,1
2023,17,195,race-ethnicity,Majority Non-White,NA,NA
2023,17,195,race-ethnicity,Majority White,0.067446999999999993,1
2023,17,197,race-ethnicity,All,0.0638848,1
2023,17,197,race-ethnicity,Majority Non-White,0.0939908,1
2023,17,197,race-ethnicity,Majority White,0.0490878,1
2023,17,199,race-ethnicity,All,0.0379805,1
2023,17,199,race-ethnicity,Majority Non-White,NA,NA
2023,17,199,race-ethnicity,Majority White,0.0379805,1
2023,17,201,race-ethnicity,All,0.0740072,1
2023,17,201,race-ethnicity,Majority Non-White,0.1322957,1
2023,17,201,race-ethnicity,Majority White,0.0617318,1
2023,17,203,race-ethnicity,All,0.0302506,1
2023,17,203,race-ethnicity,Majority Non-White,NA,NA
2023,17,203,race-ethnicity,Majority White,0.0302506,1
2023,18,001,race-ethnicity,All,0.061117,1
2023,18,001,race-ethnicity,Majority Non-White,NA,NA
2023,18,001,race-ethnicity,Majority White,0.0611814,1
2023,18,003,race-ethnicity,All,0.052812,1
2023,18,003,race-ethnicity,Majority Non-White,0.1067639,1
2023,18,003,race-ethnicity,Majority White,0.0445705,1
2023,18,005,race-ethnicity,All,0.0382555,1
2023,18,005,race-ethnicity,Majority Non-White,NA,NA
2023,18,005,race-ethnicity,Majority White,0.0382555,1
2023,18,007,race-ethnicity,All,0.0857143,1
2023,18,007,race-ethnicity,Majority Non-White,NA,NA
2023,18,007,race-ethnicity,Majority White,0.0866426,1
2023,18,009,race-ethnicity,All,0.0659341,1
2023,18,009,race-ethnicity,Majority Non-White,NA,NA
2023,18,009,race-ethnicity,Majority White,0.0659341,1
2023,18,011,race-ethnicity,All,0.0615862,1
2023,18,011,race-ethnicity,Majority Non-White,NA,NA
2023,18,011,race-ethnicity,Majority White,0.0616135,1
2023,18,013,race-ethnicity,All,0.0289575,1
2023,18,013,race-ethnicity,Majority Non-White,NA,NA
2023,18,013,race-ethnicity,Majority White,0.0289575,1
2023,18,015,race-ethnicity,All,0.0867508,1
2023,18,015,race-ethnicity,Majority Non-White,NA,NA
2023,18,015,race-ethnicity,Majority White,0.0867508,1
2023,18,017,race-ethnicity,All,0.119403,1
2023,18,017,race-ethnicity,Majority Non-White,NA,NA
2023,18,017,race-ethnicity,Majority White,0.119403,1
2023,18,019,race-ethnicity,All,0.0977387,1
2023,18,019,race-ethnicity,Majority Non-White,NA,NA
2023,18,019,race-ethnicity,Majority White,0.0977387,1
2023,18,021,race-ethnicity,All,0.0547445,1
2023,18,021,race-ethnicity,Majority Non-White,NA,NA
2023,18,021,race-ethnicity,Majority White,0.0547445,1
2023,18,023,race-ethnicity,All,0.1237425,1
2023,18,023,race-ethnicity,Majority Non-White,NA,NA
2023,18,023,race-ethnicity,Majority White,0.1237425,1
2023,18,025,race-ethnicity,All,0.0835579,1
2023,18,025,race-ethnicity,Majority Non-White,NA,NA
2023,18,025,race-ethnicity,Majority White,0.0835579,1
2023,18,027,race-ethnicity,All,0.0465394,1
2023,18,027,race-ethnicity,Majority Non-White,NA,NA
2023,18,027,race-ethnicity,Majority White,0.0465394,1
2023,18,029,race-ethnicity,All,0.0720775,1
2023,18,029,race-ethnicity,Majority Non-White,NA,NA
2023,18,029,race-ethnicity,Majority White,0.0720775,1
2023,18,031,race-ethnicity,All,0.0993865,1
2023,18,031,race-ethnicity,Majority Non-White,NA,NA
2023,18,031,race-ethnicity,Majority White,0.0993865,1
2023,18,033,race-ethnicity,All,0.0921626,1
2023,18,033,race-ethnicity,Majority Non-White,NA,NA
2023,18,033,race-ethnicity,Majority White,0.0921626,1
2023,18,035,race-ethnicity,All,0.0473245,1
2023,18,035,race-ethnicity,Majority Non-White,NA,NA
2023,18,035,race-ethnicity,Majority White,0.0473245,1
2023,18,037,race-ethnicity,All,0.0430267,1
2023,18,037,race-ethnicity,Majority Non-White,NA,NA
2023,18,037,race-ethnicity,Majority White,0.0430267,1
2023,18,039,race-ethnicity,All,0.0735342,1
2023,18,039,race-ethnicity,Majority Non-White,NA,NA
2023,18,039,race-ethnicity,Majority White,0.0735342,1
2023,18,041,race-ethnicity,All,0.0503401,1
2023,18,041,race-ethnicity,Majority Non-White,NA,NA
2023,18,041,race-ethnicity,Majority White,0.0503401,1
2023,18,043,race-ethnicity,All,0.0786008,1
2023,18,043,race-ethnicity,Majority Non-White,NA,NA
2023,18,043,race-ethnicity,Majority White,0.0786008,1
2023,18,045,race-ethnicity,All,0.0709091,1
2023,18,045,race-ethnicity,Majority Non-White,NA,NA
2023,18,045,race-ethnicity,Majority White,0.0709091,1
2023,18,047,race-ethnicity,All,0.0601399,1
2023,18,047,race-ethnicity,Majority Non-White,NA,NA
2023,18,047,race-ethnicity,Majority White,0.0601399,1
2023,18,049,race-ethnicity,All,0.1004566,1
2023,18,049,race-ethnicity,Majority Non-White,NA,NA
2023,18,049,race-ethnicity,Majority White,0.101227,1
2023,18,051,race-ethnicity,All,0.0630798,1
2023,18,051,race-ethnicity,Majority Non-White,NA,NA
2023,18,051,race-ethnicity,Majority White,0.0630798,1
2023,18,053,race-ethnicity,All,0.1101902,1
2023,18,053,race-ethnicity,Majority Non-White,NA,NA
2023,18,053,race-ethnicity,Majority White,0.1101902,1
2023,18,055,race-ethnicity,All,0.0691489,1
2023,18,055,race-ethnicity,Majority Non-White,NA,NA
2023,18,055,race-ethnicity,Majority White,0.0691489,1
2023,18,057,race-ethnicity,All,0.0319838,1
2023,18,057,race-ethnicity,Majority Non-White,NA,NA
2023,18,057,race-ethnicity,Majority White,0.0319869,1
2023,18,059,race-ethnicity,All,0.0681897,1
2023,18,059,race-ethnicity,Majority Non-White,0.0555556,1
2023,18,059,race-ethnicity,Majority White,0.0684303,1
2023,18,061,race-ethnicity,All,0.0662202,1
2023,18,061,race-ethnicity,Majority Non-White,NA,NA
2023,18,061,race-ethnicity,Majority White,0.0662202,1
2023,18,063,race-ethnicity,All,0.0622951,1
2023,18,063,race-ethnicity,Majority Non-White,NA,NA
2023,18,063,race-ethnicity,Majority White,0.0622951,1
2023,18,065,race-ethnicity,All,0.0558408,1
2023,18,065,race-ethnicity,Majority Non-White,NA,NA
2023,18,065,race-ethnicity,Majority White,0.0554839,1
2023,18,067,race-ethnicity,All,0.0857678,1
2023,18,067,race-ethnicity,Majority Non-White,NA,NA
2023,18,067,race-ethnicity,Majority White,0.0858434,1
2023,18,069,race-ethnicity,All,0.0594142,1
2023,18,069,race-ethnicity,Majority Non-White,NA,NA
2023,18,069,race-ethnicity,Majority White,0.0594142,1
2023,18,071,race-ethnicity,All,0.0976479,1
2023,18,071,race-ethnicity,Majority Non-White,NA,NA
2023,18,071,race-ethnicity,Majority White,0.0976479,1
2023,18,073,race-ethnicity,All,0.0607211,1
2023,18,073,race-ethnicity,Majority Non-White,NA,NA
2023,18,073,race-ethnicity,Majority White,0.0607787,1
2023,18,075,race-ethnicity,All,0.0752864,1
2023,18,075,race-ethnicity,Majority Non-White,NA,NA
2023,18,075,race-ethnicity,Majority White,0.0752864,1
2023,18,077,race-ethnicity,All,0.0864917,1
2023,18,077,race-ethnicity,Majority Non-White,NA,NA
2023,18,077,race-ethnicity,Majority White,0.0864917,1
2023,18,079,race-ethnicity,All,0.062645,1
2023,18,079,race-ethnicity,Majority Non-White,NA,NA
2023,18,079,race-ethnicity,Majority White,0.062645,1
2023,18,081,race-ethnicity,All,0.0644094,1
2023,18,081,race-ethnicity,Majority Non-White,NA,NA
2023,18,081,race-ethnicity,Majority White,0.0644094,1
2023,18,083,race-ethnicity,All,0.0971323,1
2023,18,083,race-ethnicity,Majority Non-White,NA,NA
2023,18,083,race-ethnicity,Majority White,0.0971323,1
2023,18,085,race-ethnicity,All,0.0682183,1
2023,18,085,race-ethnicity,Majority Non-White,NA,NA
2023,18,085,race-ethnicity,Majority White,0.0683005,1
2023,18,087,race-ethnicity,All,0.0322917,1
2023,18,087,race-ethnicity,Majority Non-White,NA,NA
2023,18,087,race-ethnicity,Majority White,0.0323591,1
2023,18,089,race-ethnicity,All,0.0651376,1
2023,18,089,race-ethnicity,Majority Non-White,0.1085987,1
2023,18,089,race-ethnicity,Majority White,0.0356022,1
2023,18,091,race-ethnicity,All,0.0516336,1
2023,18,091,race-ethnicity,Majority Non-White,NA,NA
2023,18,091,race-ethnicity,Majority White,0.0516336,1
2023,18,093,race-ethnicity,All,0.0720165,1
2023,18,093,race-ethnicity,Majority Non-White,NA,NA
2023,18,093,race-ethnicity,Majority White,0.0720659,1
2023,18,095,race-ethnicity,All,0.0441826,1
2023,18,095,race-ethnicity,Majority Non-White,NA,NA
2023,18,095,race-ethnicity,Majority White,0.0441826,1
2023,18,097,race-ethnicity,All,0.0789154,1
2023,18,097,race-ethnicity,Majority Non-White,0.0861058,1
2023,18,097,race-ethnicity,Majority White,0.0736496,1
2023,18,099,race-ethnicity,All,0.0552727,1
2023,18,099,race-ethnicity,Majority Non-White,NA,NA
2023,18,099,race-ethnicity,Majority White,0.0553532,1
2023,18,101,race-ethnicity,All,0.0463215,1
2023,18,101,race-ethnicity,Majority Non-White,NA,NA
2023,18,101,race-ethnicity,Majority White,0.0463215,1
2023,18,103,race-ethnicity,All,0.0672182,1
2023,18,103,race-ethnicity,Majority Non-White,NA,NA
2023,18,103,race-ethnicity,Majority White,0.0672182,1
2023,18,105,race-ethnicity,All,0.0480211,1
2023,18,105,race-ethnicity,Majority Non-White,NA,NA
2023,18,105,race-ethnicity,Majority White,0.0478203,1
2023,18,107,race-ethnicity,All,0.057971,1
2023,18,107,race-ethnicity,Majority Non-White,NA,NA
2023,18,107,race-ethnicity,Majority White,0.057971,1
2023,18,109,race-ethnicity,All,0.0776699,1
2023,18,109,race-ethnicity,Majority Non-White,NA,NA
2023,18,109,race-ethnicity,Majority White,0.0776699,1
2023,18,111,race-ethnicity,All,0.0782241,1
2023,18,111,race-ethnicity,Majority Non-White,NA,NA
2023,18,111,race-ethnicity,Majority White,0.0782241,1
2023,18,113,race-ethnicity,All,0.0842857,1
2023,18,113,race-ethnicity,Majority Non-White,NA,NA
2023,18,113,race-ethnicity,Majority White,0.0842857,1
2023,18,115,race-ethnicity,All,0.0779221,1
2023,18,115,race-ethnicity,Majority Non-White,NA,NA
2023,18,115,race-ethnicity,Majority White,0.0779221,1
2023,18,117,race-ethnicity,All,0.0528926,1
2023,18,117,race-ethnicity,Majority Non-White,NA,NA
2023,18,117,race-ethnicity,Majority White,0.0528926,1
2023,18,119,race-ethnicity,All,0.085034,1
2023,18,119,race-ethnicity,Majority Non-White,NA,NA
2023,18,119,race-ethnicity,Majority White,0.085034,1
2023,18,121,race-ethnicity,All,0.0568928,1
2023,18,121,race-ethnicity,Majority Non-White,NA,NA
2023,18,121,race-ethnicity,Majority White,0.0548246,1
2023,18,123,race-ethnicity,All,0.0750916,1
2023,18,123,race-ethnicity,Majority Non-White,NA,NA
2023,18,123,race-ethnicity,Majority White,0.0750916,1
2023,18,125,race-ethnicity,All,0.056701,1
2023,18,125,race-ethnicity,Majority Non-White,NA,NA
2023,18,125,race-ethnicity,Majority White,0.056701,1
2023,18,127,race-ethnicity,All,0.0387539,1
2023,18,127,race-ethnicity,Majority Non-White,NA,NA
2023,18,127,race-ethnicity,Majority White,0.0387539,1
2023,18,129,race-ethnicity,All,0.0227818,1
2023,18,129,race-ethnicity,Majority Non-White,NA,NA
2023,18,129,race-ethnicity,Majority White,0.0227818,1
2023,18,131,race-ethnicity,All,0.0725995,1
2023,18,131,race-ethnicity,Majority Non-White,NA,NA
2023,18,131,race-ethnicity,Majority White,0.0725995,1
2023,18,133,race-ethnicity,All,0.0840787,1
2023,18,133,race-ethnicity,Majority Non-White,NA,NA
2023,18,133,race-ethnicity,Majority White,0.0843806,1
2023,18,135,race-ethnicity,All,0.0603217,1
2023,18,135,race-ethnicity,Majority Non-White,NA,NA
2023,18,135,race-ethnicity,Majority White,0.0603217,1
2023,18,137,race-ethnicity,All,0.0521832,1
2023,18,137,race-ethnicity,Majority Non-White,NA,NA
2023,18,137,race-ethnicity,Majority White,0.0521832,1
2023,18,139,race-ethnicity,All,0.1380671,1
2023,18,139,race-ethnicity,Majority Non-White,NA,NA
2023,18,139,race-ethnicity,Majority White,0.1380671,1
2023,18,141,race-ethnicity,All,0.0436463,1
2023,18,141,race-ethnicity,Majority Non-White,0.0685714,1
2023,18,141,race-ethnicity,Majority White,0.0398909,1
2023,18,143,race-ethnicity,All,0.0988447,1
2023,18,143,race-ethnicity,Majority Non-White,NA,NA
2023,18,143,race-ethnicity,Majority White,0.0988447,1
2023,18,145,race-ethnicity,All,0.0886981,1
2023,18,145,race-ethnicity,Majority Non-White,NA,NA
2023,18,145,race-ethnicity,Majority White,0.0886981,1
2023,18,147,race-ethnicity,All,0.0521327,1
2023,18,147,race-ethnicity,Majority Non-White,NA,NA
2023,18,147,race-ethnicity,Majority White,0.0521327,1
2023,18,149,race-ethnicity,All,0.0682788,1
2023,18,149,race-ethnicity,Majority Non-White,NA,NA
2023,18,149,race-ethnicity,Majority White,0.0682788,1
2023,18,151,race-ethnicity,All,0.0858447,1
2023,18,151,race-ethnicity,Majority Non-White,NA,NA
2023,18,151,race-ethnicity,Majority White,0.0858447,1
2023,18,153,race-ethnicity,All,0.048951,1
2023,18,153,race-ethnicity,Majority Non-White,NA,NA
2023,18,153,race-ethnicity,Majority White,0.048951,1
2023,18,155,race-ethnicity,All,0.0916031,1
2023,18,155,race-ethnicity,Majority Non-White,NA,NA
2023,18,155,race-ethnicity,Majority White,0.0916031,1
2023,18,157,race-ethnicity,All,0.0767373,1
2023,18,157,race-ethnicity,Majority Non-White,NA,NA
2023,18,157,race-ethnicity,Majority White,0.0768515,1
2023,18,159,race-ethnicity,All,0.055666,1
2023,18,159,race-ethnicity,Majority Non-White,NA,NA
2023,18,159,race-ethnicity,Majority White,0.055666,1
2023,18,161,race-ethnicity,All,0.0202429,1
2023,18,161,race-ethnicity,Majority Non-White,NA,NA
2023,18,161,race-ethnicity,Majority White,0.0202429,1
2023,18,163,race-ethnicity,All,0.0545455,1
2023,18,163,race-ethnicity,Majority Non-White,NA,NA
2023,18,163,race-ethnicity,Majority White,0.0545455,1
2023,18,165,race-ethnicity,All,0.049505,1
2023,18,165,race-ethnicity,Majority Non-White,NA,NA
2023,18,165,race-ethnicity,Majority White,0.0509165,1
2023,18,167,race-ethnicity,All,0.0617785,1
2023,18,167,race-ethnicity,Majority Non-White,NA,NA
2023,18,167,race-ethnicity,Majority White,0.0619137,1
2023,18,169,race-ethnicity,All,0.0322906,1
2023,18,169,race-ethnicity,Majority Non-White,NA,NA
2023,18,169,race-ethnicity,Majority White,0.0322906,1
2023,18,171,race-ethnicity,All,0.0759494,1
2023,18,171,race-ethnicity,Majority Non-White,NA,NA
2023,18,171,race-ethnicity,Majority White,0.0759494,1
2023,18,173,race-ethnicity,All,0.038661,1
2023,18,173,race-ethnicity,Majority Non-White,NA,NA
2023,18,173,race-ethnicity,Majority White,0.038661,1
2023,18,175,race-ethnicity,All,0.0653983,1
2023,18,175,race-ethnicity,Majority Non-White,NA,NA
2023,18,175,race-ethnicity,Majority White,0.0653983,1
2023,18,177,race-ethnicity,All,0.0285855,1
2023,18,177,race-ethnicity,Majority Non-White,NA,NA
2023,18,177,race-ethnicity,Majority White,0.0285855,1
2023,18,179,race-ethnicity,All,0.0290503,1
2023,18,179,race-ethnicity,Majority Non-White,NA,NA
2023,18,179,race-ethnicity,Majority White,0.0290503,1
2023,18,181,race-ethnicity,All,0.1198402,1
2023,18,181,race-ethnicity,Majority Non-White,NA,NA
