year,state,place,subgroup_type,subgroup,share_debt_coll,share_debt_coll_quality
2021,32,51800,race-ethnicity,White neighborhoods,NA,3
2021,32,60600,all,All,NA,3
2021,32,60600,race-ethnicity,Neighborhoods of color,NA,3
2021,32,60600,race-ethnicity,White neighborhoods,NA,3
2021,33,45140,all,All,NA,3
2021,33,45140,race-ethnicity,Neighborhoods of color,NA,3
2021,33,45140,race-ethnicity,White neighborhoods,NA,3
2021,34,21000,all,All,NA,3
2021,34,21000,race-ethnicity,Neighborhoods of color,NA,3
2021,34,21000,race-ethnicity,White neighborhoods,NA,3
2021,34,36000,all,All,0.26744431,1
2021,34,36000,race-ethnicity,Neighborhoods of color,0.2683782,1
2021,34,36000,race-ethnicity,White neighborhoods,0.049180299,1
2021,34,51000,all,All,0.49631321,1
2021,34,51000,race-ethnicity,Neighborhoods of color,0.49631321,1
2021,34,51000,race-ethnicity,White neighborhoods,NA,3
2021,34,57000,all,All,NA,3
2021,34,57000,race-ethnicity,Neighborhoods of color,NA,3
2021,34,57000,race-ethnicity,White neighborhoods,NA,3
2021,34,74000,all,All,NA,3
2021,34,74000,race-ethnicity,Neighborhoods of color,NA,3
2021,34,74000,race-ethnicity,White neighborhoods,NA,3
2021,35,02000,all,All,0.3288492,1
2021,35,02000,race-ethnicity,Neighborhoods of color,0.3553727,1
2021,35,02000,race-ethnicity,White neighborhoods,0.2476649,1
2021,36,01000,all,All,NA,3
2021,36,01000,race-ethnicity,Neighborhoods of color,NA,3
2021,36,01000,race-ethnicity,White neighborhoods,NA,3
2021,36,11000,all,All,0.39016849,1
2021,36,11000,race-ethnicity,Neighborhoods of color,0.45337749,1
2021,36,11000,race-ethnicity,White neighborhoods,0.2571927,1
2021,36,51000,all,All,0.220489,1
2021,36,51000,race-ethnicity,Neighborhoods of color,0.26426819,1
2021,36,51000,race-ethnicity,White neighborhoods,0.13075539,1
2021,36,63000,all,All,0.29795381,1
2021,36,63000,race-ethnicity,Neighborhoods of color,0.54860771,1
2021,36,63000,race-ethnicity,White neighborhoods,0.2327915,1
2021,36,73000,all,All,NA,3
2021,36,73000,race-ethnicity,Neighborhoods of color,NA,3
2021,36,73000,race-ethnicity,White neighborhoods,NA,3
2021,36,84000,all,All,NA,3
2021,36,84000,race-ethnicity,Neighborhoods of color,NA,3
2021,36,84000,race-ethnicity,White neighborhoods,NA,3
2021,37,12000,all,All,0.3408224,1
2021,37,12000,race-ethnicity,Neighborhoods of color,0.4283019,1
2021,37,12000,race-ethnicity,White neighborhoods,0.1975759,1
2021,37,19000,all,All,0.26555881,1
2021,37,19000,race-ethnicity,Neighborhoods of color,0.32503411,1
2021,37,19000,race-ethnicity,White neighborhoods,0.1903591,1
2021,37,22920,all,All,0.42408651,1
2021,37,22920,race-ethnicity,Neighborhoods of color,0.42803639,1
2021,37,22920,race-ethnicity,White neighborhoods,0.32432431,1
2021,37,28000,all,All,0.3854636,1
2021,37,28000,race-ethnicity,Neighborhoods of color,0.48478439,1
2021,37,28000,race-ethnicity,White neighborhoods,0.2429972,1
2021,37,74440,all,All,NA,3
2021,37,74440,race-ethnicity,Neighborhoods of color,NA,3
2021,37,74440,race-ethnicity,White neighborhoods,NA,3
2021,37,75000,all,All,0.39150259,1
2021,37,75000,race-ethnicity,Neighborhoods of color,0.470166,1
2021,37,75000,race-ethnicity,White neighborhoods,0.3009809,1
2021,38,25700,all,All,NA,3
2021,38,25700,race-ethnicity,Neighborhoods of color,NA,3
2021,38,25700,race-ethnicity,White neighborhoods,NA,3
2021,39,01000,all,All,0.46853659,1
2021,39,01000,race-ethnicity,Neighborhoods of color,0.57579249,1
2021,39,01000,race-ethnicity,White neighborhoods,0.38985199,1
2021,39,15000,all,All,0.37610981,1
2021,39,15000,race-ethnicity,Neighborhoods of color,0.58813792,1
2021,39,15000,race-ethnicity,White neighborhoods,0.28014401,1
2021,39,16000,all,All,0.54826719,1
2021,39,16000,race-ethnicity,Neighborhoods of color,0.56214201,1
2021,39,16000,race-ethnicity,White neighborhoods,0.34848481,1
2021,39,18000,all,All,0.38045719,1
2021,39,18000,race-ethnicity,Neighborhoods of color,0.51918399,1
2021,39,18000,race-ethnicity,White neighborhoods,0.32114601,1
2021,39,21000,all,All,NA,3
2021,39,21000,race-ethnicity,Neighborhoods of color,NA,3
2021,39,21000,race-ethnicity,White neighborhoods,NA,3
2021,39,77000,all,All,0.4860388,1
2021,39,77000,race-ethnicity,Neighborhoods of color,0.5920555,1
2021,39,77000,race-ethnicity,White neighborhoods,0.4506627,1
2021,40,41850,all,All,NA,3
2021,40,41850,race-ethnicity,Neighborhoods of color,NA,3
2021,40,41850,race-ethnicity,White neighborhoods,NA,3
2021,41,59000,all,All,0.16410179,1
2021,41,59000,race-ethnicity,Neighborhoods of color,0.29547471,1
2021,41,59000,race-ethnicity,White neighborhoods,0.15834311,1
2021,42,02000,all,All,NA,3
2021,42,02000,race-ethnicity,Neighborhoods of color,NA,3
2021,42,02000,race-ethnicity,White neighborhoods,NA,3
2021,42,24000,all,All,NA,3
2021,42,24000,race-ethnicity,Neighborhoods of color,NA,3
2021,42,24000,race-ethnicity,White neighborhoods,NA,3
2021,42,60000,all,All,0.37874249,1
2021,42,60000,race-ethnicity,Neighborhoods of color,0.45958841,1
2021,42,60000,race-ethnicity,White neighborhoods,0.2216963,1
2021,42,61000,all,All,0.25711831,1
2021,42,61000,race-ethnicity,Neighborhoods of color,0.40011221,1
2021,42,61000,race-ethnicity,White neighborhoods,0.2408236,1
2021,44,59000,all,All,NA,3
2021,44,59000,race-ethnicity,Neighborhoods of color,NA,3
2021,44,59000,race-ethnicity,White neighborhoods,NA,3
2021,46,59020,all,All,NA,3
2021,46,59020,race-ethnicity,Neighborhoods of color,NA,3
2021,46,59020,race-ethnicity,White neighborhoods,NA,3
2021,47,14000,all,All,0.33079931,1
2021,47,14000,race-ethnicity,Neighborhoods of color,0.55573678,1
2021,47,14000,race-ethnicity,White neighborhoods,0.27840409,1
2021,47,40000,all,All,NA,3
2021,47,40000,race-ethnicity,Neighborhoods of color,NA,3
2021,47,40000,race-ethnicity,White neighborhoods,NA,3
2021,47,48000,all,All,0.4701741,1
2021,47,48000,race-ethnicity,Neighborhoods of color,0.52115762,1
2021,47,48000,race-ethnicity,White neighborhoods,0.2469074,1
2021,47,52006,all,All,0.27905369,1
2021,47,52006,race-ethnicity,Neighborhoods of color,0.41282621,1
2021,47,52006,race-ethnicity,White neighborhoods,0.2057212,1
2021,48,01000,all,All,NA,3
2021,48,01000,race-ethnicity,Neighborhoods of color,NA,3
2021,48,01000,race-ethnicity,White neighborhoods,NA,3
2021,48,03000,all,All,0.41725779,1
2021,48,03000,race-ethnicity,Neighborhoods of color,0.60368419,1
2021,48,03000,race-ethnicity,White neighborhoods,0.35674009,1
2021,48,05000,all,All,0.30488729,1
2021,48,05000,race-ethnicity,Neighborhoods of color,0.4317489,1
2021,48,05000,race-ethnicity,White neighborhoods,0.1914299,1
2021,48,07000,all,All,NA,3
2021,48,07000,race-ethnicity,Neighborhoods of color,NA,3
2021,48,07000,race-ethnicity,White neighborhoods,NA,3
2021,48,10768,all,All,NA,3
2021,48,10768,race-ethnicity,Neighborhoods of color,NA,3
2021,48,10768,race-ethnicity,White neighborhoods,NA,3
2021,48,17000,all,All,0.50704968,1
2021,48,17000,race-ethnicity,Neighborhoods of color,0.52159673,1
2021,48,17000,race-ethnicity,White neighborhoods,0.38557211,1
2021,48,19000,all,All,0.48766711,1
2021,48,19000,race-ethnicity,Neighborhoods of color,0.56459677,1
2021,48,19000,race-ethnicity,White neighborhoods,0.25177631,1
2021,48,24000,all,All,0.38645101,1
2021,48,24000,race-ethnicity,Neighborhoods of color,0.38645101,1
2021,48,24000,race-ethnicity,White neighborhoods,NA,3
2021,48,35000,all,All,0.40627971,1
2021,48,35000,race-ethnicity,Neighborhoods of color,0.45881331,1
2021,48,35000,race-ethnicity,White neighborhoods,0.1909477,1
2021,48,41464,all,All,0.54344469,1
2021,48,41464,race-ethnicity,Neighborhoods of color,0.54344469,1
2021,48,41464,race-ethnicity,White neighborhoods,NA,3
2021,48,42508,all,All,NA,3
2021,48,42508,race-ethnicity,Neighborhoods of color,NA,3
2021,48,42508,race-ethnicity,White neighborhoods,NA,3
2021,48,45000,all,All,0.43752709,1
2021,48,45000,race-ethnicity,Neighborhoods of color,0.59533072,1
2021,48,45000,race-ethnicity,White neighborhoods,0.3443602,1
2021,48,45384,all,All,NA,3
2021,48,45384,race-ethnicity,Neighborhoods of color,NA,3
2021,48,45384,race-ethnicity,White neighborhoods,NA,3
2021,48,58016,all,All,0.210813,1
2021,48,58016,race-ethnicity,Neighborhoods of color,0.1794562,1
2021,48,58016,race-ethnicity,White neighborhoods,0.27383119,1
2021,48,64472,all,All,NA,3
2021,48,64472,race-ethnicity,Neighborhoods of color,NA,3
2021,48,64472,race-ethnicity,White neighborhoods,NA,3
2021,48,65000,all,All,0.43277591,1
2021,48,65000,race-ethnicity,Neighborhoods of color,0.47703031,1
2021,48,65000,race-ethnicity,White neighborhoods,0.21532319,1
2021,48,74144,all,All,NA,3
2021,48,74144,race-ethnicity,Neighborhoods of color,NA,3
2021,48,74144,race-ethnicity,White neighborhoods,NA,3
2021,48,76000,all,All,NA,3
2021,48,76000,race-ethnicity,Neighborhoods of color,NA,3
2021,48,76000,race-ethnicity,White neighborhoods,NA,3
2021,48,79000,all,All,NA,3
2021,48,79000,race-ethnicity,Neighborhoods of color,NA,3
2021,48,79000,race-ethnicity,White neighborhoods,NA,3
2021,49,62470,all,All,NA,3
2021,49,62470,race-ethnicity,Neighborhoods of color,NA,3
2021,49,62470,race-ethnicity,White neighborhoods,NA,3
2021,51,01000,all,All,NA,3
2021,51,01000,race-ethnicity,Neighborhoods of color,NA,3
2021,51,01000,race-ethnicity,White neighborhoods,NA,3
2021,51,03000,all,All,0.1128356,1
2021,51,03000,race-ethnicity,Neighborhoods of color,0.1878487,1
2021,51,03000,race-ethnicity,White neighborhoods,0.096063197,1
2021,51,16000,all,All,0.30819169,1
2021,51,16000,race-ethnicity,Neighborhoods of color,0.4782609,1
2021,51,16000,race-ethnicity,White neighborhoods,0.26592049,1
2021,51,35000,all,All,NA,3
2021,51,35000,race-ethnicity,Neighborhoods of color,NA,3
2021,51,35000,race-ethnicity,White neighborhoods,NA,3
2021,51,56000,all,All,NA,3
2021,51,56000,race-ethnicity,Neighborhoods of color,NA,3
2021,51,56000,race-ethnicity,White neighborhoods,NA,3
2021,51,57000,all,All,NA,3
2021,51,57000,race-ethnicity,Neighborhoods of color,NA,3
2021,51,57000,race-ethnicity,White neighborhoods,NA,3
2021,51,64000,all,All,NA,3
2021,51,64000,race-ethnicity,Neighborhoods of color,NA,3
2021,51,64000,race-ethnicity,White neighborhoods,NA,3
2021,51,67000,all,All,NA,3
2021,51,67000,race-ethnicity,Neighborhoods of color,NA,3
2021,51,67000,race-ethnicity,White neighborhoods,NA,3
2021,51,68000,all,All,NA,3
2021,51,68000,race-ethnicity,Neighborhoods of color,NA,3
2021,51,68000,race-ethnicity,White neighborhoods,NA,3
2021,51,82000,all,All,0.30013061,1
2021,51,82000,race-ethnicity,Neighborhoods of color,0.3791641,1
2021,51,82000,race-ethnicity,White neighborhoods,0.27692309,1
2021,53,05210,all,All,NA,3
2021,53,05210,race-ethnicity,Neighborhoods of color,NA,3
2021,53,05210,race-ethnicity,White neighborhoods,NA,3
2021,53,63000,all,All,0.129003,1
2021,53,63000,race-ethnicity,Neighborhoods of color,0.1900478,1
2021,53,63000,race-ethnicity,White neighborhoods,0.1131832,1
2021,53,67000,all,All,0.20478129,1
2021,53,67000,race-ethnicity,Neighborhoods of color,NA,3
2021,53,67000,race-ethnicity,White neighborhoods,0.20478129,1
2021,53,80010,all,All,NA,3
2021,53,80010,race-ethnicity,Neighborhoods of color,NA,3
2021,53,80010,race-ethnicity,White neighborhoods,NA,3
2021,55,31000,all,All,NA,3
2021,55,31000,race-ethnicity,Neighborhoods of color,NA,3
2021,55,31000,race-ethnicity,White neighborhoods,NA,3
2021,55,53000,all,All,0.59022927,1
2021,55,53000,race-ethnicity,Neighborhoods of color,0.59027427,1
2021,55,53000,race-ethnicity,White neighborhoods,NA,3
2023,01,51000,all,All,0.36286482,1
2023,01,51000,race-ethnicity,Neighborhoods of color,0.42461738,1
2023,01,51000,race-ethnicity,White neighborhoods,0.25511363,1
2023,01,77256,all,All,0.31480262,1
2023,01,77256,race-ethnicity,Neighborhoods of color,0.39743143,1
2023,01,77256,race-ethnicity,White neighborhoods,0.24038762,1
2023,02,03000,all,All,0.2133922,1
2023,02,03000,race-ethnicity,Neighborhoods of color,0.30455828,1
2023,02,03000,race-ethnicity,White neighborhoods,0.17356828,1
2023,04,12000,all,All,0.17067675,1
2023,04,12000,race-ethnicity,Neighborhoods of color,0.26750892,1
2023,04,12000,race-ethnicity,White neighborhoods,0.13582444,1
2023,04,27400,all,All,0.16851228,1
2023,04,27400,race-ethnicity,Neighborhoods of color,NA,3
2023,04,27400,race-ethnicity,White neighborhoods,0.16851228,1
2023,04,27820,all,All,0.2210926,1
2023,04,27820,race-ethnicity,Neighborhoods of color,0.31699648,1
2023,04,27820,race-ethnicity,White neighborhoods,0.17361048,1
2023,04,46000,all,All,0.21166307,1
2023,04,46000,race-ethnicity,Neighborhoods of color,0.33690923,1
2023,04,46000,race-ethnicity,White neighborhoods,0.1702902,1
2023,04,55000,all,All,0.25561467,1
2023,04,55000,race-ethnicity,Neighborhoods of color,0.36625388,1
2023,04,55000,race-ethnicity,White neighborhoods,0.1769803,1
2023,04,73000,all,All,0.24788414,1
2023,04,73000,race-ethnicity,Neighborhoods of color,0.31683981,1
2023,04,73000,race-ethnicity,White neighborhoods,0.21172592,1
2023,04,77000,all,All,0.24805145,1
2023,04,77000,race-ethnicity,Neighborhoods of color,0.33875078,1
2023,04,77000,race-ethnicity,White neighborhoods,0.18812399,1
2023,05,41000,all,All,0.33327848,1
2023,05,41000,race-ethnicity,Neighborhoods of color,0.44483986,1
2023,05,41000,race-ethnicity,White neighborhoods,0.22796352,1
2023,06,00884,all,All,0.13216025,1
2023,06,00884,race-ethnicity,Neighborhoods of color,0.13216025,1
2023,06,00884,race-ethnicity,White neighborhoods,NA,3
2023,06,02000,all,All,0.1556944,1
2023,06,02000,race-ethnicity,Neighborhoods of color,0.17421503,1
2023,06,02000,race-ethnicity,White neighborhoods,0.08145421,1
2023,06,02252,all,All,0.2677626,1
2023,06,02252,race-ethnicity,Neighborhoods of color,0.2677626,1
2023,06,02252,race-ethnicity,White neighborhoods,NA,3
2023,06,03526,all,All,0.28527454,1
2023,06,03526,race-ethnicity,Neighborhoods of color,0.31076902,1
2023,06,03526,race-ethnicity,White neighborhoods,0.23022209,1
2023,06,06000,all,All,0.077708185,1
2023,06,06000,race-ethnicity,Neighborhoods of color,0.091512568,1
2023,06,06000,race-ethnicity,White neighborhoods,0.064486831,1
2023,06,08954,all,All,0.11080711,1
2023,06,08954,race-ethnicity,Neighborhoods of color,NA,3
2023,06,08954,race-ethnicity,White neighborhoods,0.11080711,1
2023,06,13392,all,All,0.18980169,1
2023,06,13392,race-ethnicity,Neighborhoods of color,0.18980169,1
2023,06,13392,race-ethnicity,White neighborhoods,NA,3
2023,06,19766,all,All,0.22508824,1
2023,06,19766,race-ethnicity,Neighborhoods of color,0.22508824,1
2023,06,19766,race-ethnicity,White neighborhoods,NA,3
2023,06,20802,all,All,0.22545317,1
2023,06,20802,race-ethnicity,Neighborhoods of color,0.22545317,1
2023,06,20802,race-ethnicity,White neighborhoods,NA,3
2023,06,22020,all,All,0.13172042,1
2023,06,22020,race-ethnicity,Neighborhoods of color,0.13172042,1
2023,06,22020,race-ethnicity,White neighborhoods,NA,3
2023,06,22230,all,All,0.18008123,1
2023,06,22230,race-ethnicity,Neighborhoods of color,0.18008123,1
2023,06,22230,race-ethnicity,White neighborhoods,NA,3
2023,06,22804,all,All,0.16804309,1
2023,06,22804,race-ethnicity,Neighborhoods of color,0.18397827,1
2023,06,22804,race-ethnicity,White neighborhoods,0.13695364,1
2023,06,24680,all,All,0.27670801,1
2023,06,24680,race-ethnicity,Neighborhoods of color,0.27670801,1
2023,06,24680,race-ethnicity,White neighborhoods,NA,3
2023,06,27000,all,All,0.25257686,1
2023,06,27000,race-ethnicity,Neighborhoods of color,0.27277839,1
2023,06,27000,race-ethnicity,White neighborhoods,0.12690839,1
2023,06,28000,all,All,0.17767265,1
2023,06,28000,race-ethnicity,Neighborhoods of color,0.20731707,1
2023,06,28000,race-ethnicity,White neighborhoods,0.094604313,1
2023,06,29000,all,All,0.19211769,1
2023,06,29000,race-ethnicity,Neighborhoods of color,0.19767043,1
2023,06,29000,race-ethnicity,White neighborhoods,0.1045045,1
2023,06,30000,all,All,NA,3
2023,06,30000,race-ethnicity,Neighborhoods of color,NA,3
2023,06,30000,race-ethnicity,White neighborhoods,NA,3
2023,06,33000,all,All,0.13301887,1
2023,06,33000,race-ethnicity,Neighborhoods of color,0.13300349,1
2023,06,33000,race-ethnicity,White neighborhoods,NA,3
2023,06,36000,all,All,0.15101744,1
2023,06,36000,race-ethnicity,Neighborhoods of color,0.19124217,1
2023,06,36000,race-ethnicity,White neighborhoods,0.1316243,1
2023,06,36546,all,All,0.2739726,1
2023,06,36546,race-ethnicity,Neighborhoods of color,0.2739726,1
2023,06,36546,race-ethnicity,White neighborhoods,NA,3
2023,06,36770,all,All,0.10525447,1
2023,06,36770,race-ethnicity,Neighborhoods of color,0.10525447,1
2023,06,36770,race-ethnicity,White neighborhoods,NA,3
2023,06,40130,all,All,0.32081878,1
2023,06,40130,race-ethnicity,Neighborhoods of color,0.32068273,1
2023,06,40130,race-ethnicity,White neighborhoods,0.34545454,1
2023,06,43000,all,All,0.23801157,1
2023,06,43000,race-ethnicity,Neighborhoods of color,0.27190557,1
2023,06,43000,race-ethnicity,White neighborhoods,0.13137485,1
2023,06,44000,all,All,0.20924971,1
2023,06,44000,race-ethnicity,Neighborhoods of color,0.23384346,1
2023,06,44000,race-ethnicity,White neighborhoods,0.12939633,1
2023,06,48354,all,All,0.24173361,1
2023,06,48354,race-ethnicity,Neighborhoods of color,0.25537372,1
2023,06,48354,race-ethnicity,White neighborhoods,0.17714286,1
2023,06,49270,all,All,0.26869521,1
2023,06,49270,race-ethnicity,Neighborhoods of color,0.29330772,1
2023,06,49270,race-ethnicity,White neighborhoods,0.16688742,1
2023,06,52526,all,All,0.20433605,1
2023,06,52526,race-ethnicity,Neighborhoods of color,0.24056138,1
2023,06,52526,race-ethnicity,White neighborhoods,0.125377,1
2023,06,53000,all,All,0.18005054,1
2023,06,53000,race-ethnicity,Neighborhoods of color,0.19544967,1
2023,06,53000,race-ethnicity,White neighborhoods,0.082482025,1
2023,06,53896,all,All,0.2583853,1
2023,06,53896,race-ethnicity,Neighborhoods of color,0.2583853,1
2023,06,53896,race-ethnicity,White neighborhoods,NA,3
2023,06,53980,all,All,0.20243444,1
2023,06,53980,race-ethnicity,Neighborhoods of color,0.20243444,1
2023,06,53980,race-ethnicity,White neighborhoods,NA,3
2023,06,54652,all,All,0.18993175,1
2023,06,54652,race-ethnicity,Neighborhoods of color,0.21139343,1
2023,06,54652,race-ethnicity,White neighborhoods,0.1204955,1
2023,06,55156,all,All,0.21880154,1
2023,06,55156,race-ethnicity,Neighborhoods of color,0.22099786,1
2023,06,55156,race-ethnicity,White neighborhoods,0.19946092,1
2023,06,56000,all,All,0.22612821,1
2023,06,56000,race-ethnicity,Neighborhoods of color,0.22661631,1
2023,06,56000,race-ethnicity,White neighborhoods,0.22480853,1
2023,06,58072,all,All,0.21365908,1
2023,06,58072,race-ethnicity,Neighborhoods of color,0.21365908,1
2023,06,58072,race-ethnicity,White neighborhoods,NA,3
2023,06,59451,all,All,0.19634297,1
2023,06,59451,race-ethnicity,Neighborhoods of color,0.19634297,1
2023,06,59451,race-ethnicity,White neighborhoods,NA,3
2023,06,62000,all,All,0.25839865,1
2023,06,62000,race-ethnicity,Neighborhoods of color,0.25839865,1
2023,06,62000,race-ethnicity,White neighborhoods,NA,3
2023,06,62938,all,All,0.11550786,1
2023,06,62938,race-ethnicity,Neighborhoods of color,NA,3
2023,06,62938,race-ethnicity,White neighborhoods,0.11571792,1
2023,06,64000,all,All,0.22057296,1
2023,06,64000,race-ethnicity,Neighborhoods of color,0.24709599,1
2023,06,64000,race-ethnicity,White neighborhoods,0.16961926,1
2023,06,64224,all,All,0.2345351,1
2023,06,64224,race-ethnicity,Neighborhoods of color,0.23517071,1
2023,06,64224,race-ethnicity,White neighborhoods,NA,3
2023,06,66000,all,All,0.17167035,1
2023,06,66000,race-ethnicity,Neighborhoods of color,0.20720294,1
2023,06,66000,race-ethnicity,White neighborhoods,0.12670001,1
2023,06,67000,all,All,0.097973697,1
2023,06,67000,race-ethnicity,Neighborhoods of color,0.10597826,1
2023,06,67000,race-ethnicity,White neighborhoods,0.05249406,1
2023,06,68000,all,All,0.11987861,1
2023,06,68000,race-ethnicity,Neighborhoods of color,0.12089273,1
2023,06,68000,race-ethnicity,White neighborhoods,0.052313883,1
2023,06,69000,all,All,0.21509643,1
2023,06,69000,race-ethnicity,Neighborhoods of color,0.21509643,1
2023,06,69000,race-ethnicity,White neighborhoods,NA,3
2023,06,69084,all,All,0.0768262,1
2023,06,69084,race-ethnicity,Neighborhoods of color,0.0768262,1
2023,06,69084,race-ethnicity,White neighborhoods,NA,3
2023,06,70000,all,All,0.087543555,1
2023,06,70000,race-ethnicity,Neighborhoods of color,0.15374507,1
2023,06,70000,race-ethnicity,White neighborhoods,0.074393108,1
2023,06,70098,all,All,0.15244582,1
2023,06,70098,race-ethnicity,Neighborhoods of color,0.18447368,1
2023,06,70098,race-ethnicity,White neighborhoods,0.12397661,1
2023,06,72016,all,All,0.13370354,1
2023,06,72016,race-ethnicity,Neighborhoods of color,NA,3
2023,06,72016,race-ethnicity,White neighborhoods,0.13370354,1
2023,06,75000,all,All,0.25395569,1
2023,06,75000,race-ethnicity,Neighborhoods of color,0.27919185,1
2023,06,75000,race-ethnicity,White neighborhoods,0.13174114,1
2023,06,77000,all,All,0.095347844,1
2023,06,77000,race-ethnicity,Neighborhoods of color,0.10425131,1
2023,06,77000,race-ethnicity,White neighborhoods,0.040024631,1
2023,06,78582,all,All,0.1022878,1
2023,06,78582,race-ethnicity,Neighborhoods of color,NA,3
2023,06,78582,race-ethnicity,White neighborhoods,0.1022878,1
2023,06,80000,all,All,0.10419517,1
2023,06,80000,race-ethnicity,Neighborhoods of color,0.112423,1
2023,06,80000,race-ethnicity,White neighborhoods,0.038775511,1
2023,06,81666,all,All,0.22788727,1
2023,06,81666,race-ethnicity,Neighborhoods of color,0.24658315,1
2023,06,81666,race-ethnicity,White neighborhoods,0.11481056,1
2023,06,82954,all,All,0.24710175,1
2023,06,82954,race-ethnicity,Neighborhoods of color,0.24710175,1
2023,06,82954,race-ethnicity,White neighborhoods,NA,3
2023,08,04000,all,All,0.1747738,1
2023,08,04000,race-ethnicity,Neighborhoods of color,0.26464778,1
2023,08,04000,race-ethnicity,White neighborhoods,0.12754697,1
2023,08,07850,all,All,0.071975067,1
2023,08,07850,race-ethnicity,Neighborhoods of color,NA,3
2023,08,07850,race-ethnicity,White neighborhoods,0.071975067,1
2023,08,16000,all,All,0.18789513,1
2023,08,16000,race-ethnicity,Neighborhoods of color,0.28856486,1
2023,08,16000,race-ethnicity,White neighborhoods,0.17478639,1
2023,08,20000,all,All,0.18565284,1
2023,08,20000,race-ethnicity,Neighborhoods of color,0.24784875,1
2023,08,20000,race-ethnicity,White neighborhoods,0.14727001,1
2023,08,32155,all,All,0.19365944,1
2023,08,32155,race-ethnicity,Neighborhoods of color,0.30031949,1
2023,08,32155,race-ethnicity,White neighborhoods,0.15432948,1
2023,09,08000,all,All,0.36570662,1
2023,09,08000,race-ethnicity,Neighborhoods of color,0.36570662,1
2023,09,08000,race-ethnicity,White neighborhoods,NA,3
2023,09,37000,all,All,0.45953158,1
2023,09,37000,race-ethnicity,Neighborhoods of color,0.45953158,1
2023,09,37000,race-ethnicity,White neighborhoods,NA,3
2023,09,52000,all,All,0.32834646,1
2023,09,52000,race-ethnicity,Neighborhoods of color,0.32834646,1
2023,09,52000,race-ethnicity,White neighborhoods,NA,3
2023,09,80000,all,All,0.39827484,1
2023,09,80000,race-ethnicity,Neighborhoods of color,0.39827484,1
2023,09,80000,race-ethnicity,White neighborhoods,NA,3
2023,11,50000,all,All,0.2216409,1
2023,11,50000,race-ethnicity,Neighborhoods of color,0.30102968,1
2023,11,50000,race-ethnicity,White neighborhoods,0.0875016,1
2023,12,10275,all,All,0.2089088,1
2023,12,10275,race-ethnicity,Neighborhoods of color,NA,3
2023,12,10275,race-ethnicity,White neighborhoods,0.2089088,1
2023,12,25175,all,All,0.24081038,1
2023,12,25175,race-ethnicity,Neighborhoods of color,0.47356322,1
2023,12,25175,race-ethnicity,White neighborhoods,0.22784324,1
2023,12,30000,all,All,0.31733999,1
2023,12,30000,race-ethnicity,Neighborhoods of color,0.31733999,1
2023,12,30000,race-ethnicity,White neighborhoods,NA,3
2023,12,35000,all,All,0.33154291,1
2023,12,35000,race-ethnicity,Neighborhoods of color,0.43983313,1
2023,12,35000,race-ethnicity,White neighborhoods,0.25093693,1
2023,12,45000,all,All,0.21102025,1
2023,12,45000,race-ethnicity,Neighborhoods of color,0.21090186,1
2023,12,45000,race-ethnicity,White neighborhoods,NA,3
2023,12,58715,all,All,0.27725059,1
2023,12,58715,race-ethnicity,Neighborhoods of color,0.35736513,1
2023,12,58715,race-ethnicity,White neighborhoods,0.23785232,1
2023,12,63000,all,All,0.2860319,1
2023,12,63000,race-ethnicity,Neighborhoods of color,0.44539693,1
2023,12,63000,race-ethnicity,White neighborhoods,0.25810033,1
2023,12,71000,all,All,0.29662466,1
2023,12,71000,race-ethnicity,Neighborhoods of color,0.33947921,1
2023,12,71000,race-ethnicity,White neighborhoods,0.17420515,1
2023,13,03440,all,All,0.28042924,1
2023,13,03440,race-ethnicity,Neighborhoods of color,0.38271606,1
2023,13,03440,race-ethnicity,White neighborhoods,0.24603774,1
2023,13,04000,all,All,0.32986918,1
2023,13,04000,race-ethnicity,Neighborhoods of color,0.40129435,1
2023,13,04000,race-ethnicity,White neighborhoods,0.15927935,1
2023,13,04204,all,All,0.45593807,1
2023,13,04204,race-ethnicity,Neighborhoods of color,0.45687491,1
2023,13,04204,race-ethnicity,White neighborhoods,0.40000001,1
2023,17,14000,all,All,0.25871101,1
2023,17,14000,race-ethnicity,Neighborhoods of color,0.31339988,1
2023,17,14000,race-ethnicity,White neighborhoods,0.13467345,1
2023,17,65000,all,All,0.24858229,1
2023,17,65000,race-ethnicity,Neighborhoods of color,0.4474026,1
2023,17,65000,race-ethnicity,White neighborhoods,0.22581604,1
2023,18,25000,all,All,0.22646694,1
2023,18,25000,race-ethnicity,Neighborhoods of color,0.42695883,1
2023,18,25000,race-ethnicity,White neighborhoods,0.19558102,1
2023,18,31000,all,All,0.37714663,1
2023,18,31000,race-ethnicity,Neighborhoods of color,0.37714663,1
2023,18,31000,race-ethnicity,White neighborhoods,NA,3
2023,18,36003,all,All,0.32003519,1
2023,18,36003,race-ethnicity,Neighborhoods of color,0.3830854,1
2023,18,36003,race-ethnicity,White neighborhoods,0.27859998,1
2023,18,71000,all,All,0.24421562,1
2023,18,71000,race-ethnicity,Neighborhoods of color,0.38063064,1
2023,18,71000,race-ethnicity,White neighborhoods,0.2277725,1
2023,19,12000,all,All,0.2008922,1
2023,19,12000,race-ethnicity,Neighborhoods of color,NA,3
2023,19,12000,race-ethnicity,White neighborhoods,0.2008922,1
2023,19,21000,all,All,0.19766223,1
