state,puma12,place,place_name,afact,afact2,afact_product,afact_sum
6,5916,69000,Santa Ana city,0.9366,0.4395,0.411636,0.897647
6,5917,69000,Santa Ana city,0.9958,0.4867,0.484656,0.897647
6,5918,69000,Santa Ana city,0.0008,0.0008,6.40E-07,0.897647
13,401,69000,Savannah city,0.5629,0.6976,0.392679,0.425187
13,402,69000,Savannah city,0.1075,0.3024,0.032508,0.425187
42,701,69000,Scranton city,0.513,1,0.513,0.513
26,2903,69035,Rochester Hills city,0.4528,0.9567,0.433194,0.434086
26,2904,69035,Rochester Hills city,0.0206,0.0433,0.000892,0.434086
6,8303,69070,Santa Barbara city,0.056,1,0.056,0.056
6,8502,69084,Santa Clara city,0.0139,0.0331,0.00046,0.617591
6,8503,69084,Santa Clara city,0.6615,0.9326,0.616915,0.617591
6,8507,69084,Santa Clara city,0.0043,0.0248,0.000107,0.617591
6,8509,69084,Santa Clara city,0.0115,0.0095,0.000109,0.617591
6,3701,69088,Santa Clarita city,0.0068,0.202,0.001374,0.690926
6,3702,69088,Santa Clarita city,0.8641,0.798,0.689552,0.690926
6,8301,69196,Santa Maria city,0.6037,0.9372,0.565788,0.565826
6,8302,69196,Santa Maria city,0.0006,0.0628,0.000038,0.565826
12,1106,69700,Sunrise city,0.3999,0.9203,0.368028,0.368542
12,1107,69700,Sunrise city,0.0002,0.0001,2.00E-08,0.368542
12,1110,69700,Sunrise city,0.0126,0.0297,0.000374,0.368542
12,1111,69700,Sunrise city,0.0028,0.0499,0.00014,0.368542
6,3727,70000,Santa Monica city,0.0012,0.007,8.40E-06,0.8665
6,3728,70000,Santa Monica city,0.8726,0.993,0.866492,0.8665
22,100,70000,Shreveport city,0.0914,0.4684,0.042812,0.127317
22,101,70000,Shreveport city,0.1662,0.5082,0.084463,0.127317
22,200,70000,Shreveport city,0.0018,0.0234,0.000042,0.127317
29,2601,70000,Springfield city,0.0002,0.0044,8.80E-07,0.478147
29,2602,70000,Springfield city,0.6104,0.6267,0.382538,0.478147
29,2603,70000,Springfield city,0.2591,0.369,0.095608,0.478147
53,11501,70000,Tacoma city,0.9947,0.4986,0.495957,0.553492
53,11502,70000,Tacoma city,0.0474,0.1292,0.006124,0.553492
53,11503,70000,Tacoma city,0.0033,0.0095,0.000031,0.553492
53,11504,70000,Tacoma city,0.1442,0.1265,0.018241,0.553492
53,11505,70000,Tacoma city,0.1403,0.2362,0.033139,0.553492
6,9701,70098,Santa Rosa city,0.0045,0.1428,0.000643,0.337608
6,9703,70098,Santa Rosa city,0.3931,0.8572,0.336965,0.337608
35,500,70500,Santa Fe city,0.027,1,0.027,0.027
12,7300,70600,Tallahassee city,0.0899,0.5493,0.049382,0.444375
12,7301,70600,Tallahassee city,0.8764,0.4507,0.394993,0.444375
48,4901,70808,Sugar Land city,0.0173,0.0157,0.000272,0.49996
48,4902,70808,Sugar Land city,0.6145,0.7506,0.461244,0.49996
48,4903,70808,Sugar Land city,0.1645,0.2337,0.038444,0.49996
49,35006,70850,South Jordan city,0.0561,0.334,0.018737,0.195297
49,35007,70850,South Jordan city,0.2904,0.6023,0.174908,0.195297
49,35009,70850,South Jordan city,0.0259,0.0638,0.001652,0.195297
12,5701,71000,Tampa city,0.94,0.2542,0.238948,0.754915
12,5702,71000,Tampa city,0.9385,0.4749,0.445694,0.754915
12,5703,71000,Tampa city,0.0029,0.002,5.80E-06,0.754915
12,5704,71000,Tampa city,0.0143,0.0077,0.00011,0.754915
12,5705,71000,Tampa city,0.2764,0.2535,0.070067,0.754915
12,5707,71000,Tampa city,0.0116,0.0078,0.00009,0.754915
18,401,71000,South Bend city,0.7313,0.901,0.658901,0.659911
18,402,71000,South Bend city,0.0102,0.099,0.00101,0.659911
20,801,71000,Topeka city,0.8609,0.7402,0.637238,0.638537
20,802,71000,Topeka city,0.005,0.2598,0.001299,0.638537
27,1201,71428,Woodbury city,0.0006,0.0042,2.50E-06,0.25881
27,1202,71428,Woodbury city,0.2599,0.9958,0.258808,0.25881
4,129,71510,Surprise city,0.0001,0.0001,1.00E-08,0.34286
4,130,71510,Surprise city,0.0649,0.027,0.001752,0.34286
4,131,71510,Surprise city,0.9771,0.342,0.334168,0.34286
4,132,71510,Surprise city,0,0,0,0.34286
4,134,71510,Surprise city,0.011,0.6309,0.00694,0.34286
15,303,71550,Urban Honolulu CDP,0.3377,0.1771,0.059807,0.665872
15,304,71550,Urban Honolulu CDP,1,0.1932,0.1932,0.665872
15,305,71550,Urban Honolulu CDP,1,0.329,0.329,0.665872
15,306,71550,Urban Honolulu CDP,0.2789,0.3007,0.083865,0.665872
17,1300,72000,Springfield city,0.0704,1,0.0704,0.0704
6,11101,72016,Simi Valley city,0.6521,0.7679,0.500748,0.502146
6,11102,72016,Simi Valley city,0.0065,0.0141,0.000092,0.502146
6,11105,72016,Simi Valley city,0.0052,0.175,0.00091,0.502146
6,11106,72016,Simi Valley city,0.0092,0.043,0.000396,0.502146
13,1003,72122,South Fulton city,0.1741,0.1444,0.02514,0.368219
13,1004,72122,South Fulton city,0.4014,0.8547,0.343077,0.368219
13,4600,72122,South Fulton city,0.002,0.0009,1.80E-06,0.368219
48,3502,72176,Temple city,0.0747,1,0.0747,0.0747
4,102,73000,Tempe city,0.0027,0.003,8.10E-06,0.780133
4,106,73000,Tempe city,0.0006,0.0004,2.40E-07,0.780133
4,108,73000,Tempe city,0.5803,0.396,0.229799,0.780133
4,109,73000,Tempe city,0.9366,0.5875,0.550252,0.780133
4,117,73000,Tempe city,0.004,0.0023,9.20E-06,0.780133
4,118,73000,Tempe city,0.0082,0.0071,0.000058,0.780133
4,119,73000,Tempe city,0.002,0.0016,3.20E-06,0.780133
4,120,73000,Tempe city,0.0016,0.0021,3.40E-06,0.780133
9,102,73000,Stamford city,0.4408,1,0.4408,0.4408
36,701,73000,Syracuse city,0.9116,0.9439,0.860459,0.860857
36,703,73000,Syracuse city,0.0071,0.0561,0.000398,0.860857
6,3741,73080,South Gate city,0.0169,0.0334,0.000564,0.549853
6,3742,73080,South Gate city,0.001,0.0017,1.70E-06,0.549853
6,3752,73080,South Gate city,0.5698,0.964,0.549287,0.549853
6,3756,73080,South Gate city,0.0007,0.0009,6.30E-07,0.549853
19,2000,73335,Sioux City city,0.0337,1,0.0337,0.0337
34,2301,74000,Trenton city,0.3093,0.9828,0.30398,0.304014
34,2302,74000,Trenton city,0,0.0009,0,0.304014
34,2303,74000,Trenton city,0.0021,0.0163,0.000034,0.304014
53,11101,74060,Vancouver city,0.7927,0.6644,0.52667,0.576939
53,11102,74060,Vancouver city,0.1033,0.0783,0.008088,0.576939
53,11103,74060,Vancouver city,0.1649,0.2558,0.042181,0.576939
53,11104,74060,Vancouver city,0.0001,0.0015,1.50E-07,0.576939
48,1501,74144,Tyler city,0.0039,0.0556,0.000217,0.462406
48,1502,74144,Tyler city,0.4894,0.9444,0.462189,0.462406
44,201,74300,Warwick city,0.2109,1,0.2109,0.2109
37,4600,74440,Wilmington city,0.0008,0.0153,0.000012,0.555284
37,4700,74440,Wilmington city,0.5639,0.9847,0.555272,0.555284
26,2906,74900,Southfield city,0.0005,0.0015,7.50E-07,0.414978
26,2907,74900,Southfield city,0.4156,0.9985,0.414977,0.414978
6,7701,75000,Stockton city,0.7205,0.4397,0.316804,0.60853
6,7702,75000,Stockton city,0.7508,0.386,0.289809,0.60853
6,7704,75000,Stockton city,0.011,0.1743,0.001917,0.60853
37,1801,75000,Winston-Salem city,0.8393,0.415,0.348309,0.710803
37,1802,75000,Winston-Salem city,0.7716,0.4595,0.35455,0.710803
37,1803,75000,Winston-Salem city,0.0633,0.1255,0.007944,0.710803
37,3500,75000,Winston-Salem city,0,0,0,0.710803
40,1201,75000,Tulsa city,1,0.2863,0.2863,0.46635
40,1202,75000,Tulsa city,0.4433,0.2349,0.104131,0.46635
40,1203,75000,Tulsa city,0.2576,0.2582,0.066512,0.46635
40,1204,75000,Tulsa city,0.0492,0.1514,0.007449,0.46635
40,1301,75000,Tulsa city,0.0283,0.0692,0.001958,0.46635
48,3801,76000,Waco city,0.9079,0.4323,0.392485,0.421267
48,3802,76000,Waco city,0.0507,0.5677,0.028782,0.421267
51,51145,76432,Suffolk city,0.3019,1,0.3019,0.3019
26,3003,76460,Sterling Heights city,0.9978,1,0.9978,0.9978
12,9902,76600,West Palm Beach city,0.1994,0.3563,0.071046,0.285544
12,9903,76600,West Palm Beach city,0.5499,0.3848,0.211602,0.285544
12,9904,76600,West Palm Beach city,0.0006,0.0003,1.80E-07,0.285544
12,9911,76600,West Palm Beach city,0.0112,0.2586,0.002896,0.285544
4,201,77000,Tucson city,0.0005,0.0161,8.10E-06,0.408474
4,202,77000,Tucson city,0.0685,0.0935,0.006405,0.408474
4,203,77000,Tucson city,0.0012,0.001,1.20E-06,0.408474
4,204,77000,Tucson city,0.0246,0.0354,0.000871,0.408474
4,205,77000,Tucson city,0.0965,0.4643,0.044805,0.408474
4,206,77000,Tucson city,0.9275,0.0913,0.084681,0.408474
4,207,77000,Tucson city,0.8171,0.0667,0.054501,0.408474
4,208,77000,Tucson city,0.8615,0.095,0.081842,0.408474
4,209,77000,Tucson city,0.9902,0.1367,0.13536,0.408474
6,8501,77000,Sunnyvale city,0.0056,0.0245,0.000137,0.46511
6,8502,77000,Sunnyvale city,0.4846,0.9594,0.464925,0.46511
6,8503,77000,Sunnyvale city,0.0043,0.005,0.000022,0.46511
6,8507,77000,Sunnyvale city,0.0023,0.0111,0.000026,0.46511
39,300,77000,Toledo city,0.0085,0.0198,0.000168,0.935446
39,400,77000,Toledo city,0.9487,0.5108,0.484596,0.935446
39,500,77000,Toledo city,0.9939,0.4534,0.450634,0.935446
39,600,77000,Toledo city,0.003,0.016,0.000048,0.935446
1,1500,77256,Tuscaloosa city,0.0095,0.3253,0.00309,0.387264
1,1600,77256,Tuscaloosa city,0.5694,0.6747,0.384174,0.387264
8,802,77290,Thornton city,0,0.0003,0,0.441798
8,804,77290,Thornton city,0.0495,0.1549,0.007668,0.441798
8,805,77290,Thornton city,0.0196,0.0157,0.000308,0.441798
8,806,77290,Thornton city,0.6881,0.617,0.424558,0.441798
8,807,77290,Thornton city,0.0437,0.212,0.009264,0.441798
6,6503,78120,Temecula city,0.2189,0.9792,0.214347,0.2144
6,6504,78120,Temecula city,0.0017,0.0026,4.40E-06,0.2144
6,6506,78120,Temecula city,0.0027,0.0182,0.000049,0.2144
6,11101,78582,Thousand Oaks city,0.0419,0.0371,0.001554,0.493505
6,11102,78582,Thousand Oaks city,0.5486,0.8943,0.490613,0.493505
6,11106,78582,Thousand Oaks city,0.0195,0.0686,0.001338,0.493505
20,1301,79000,Wichita city,0.0539,0.2853,0.015378,0.250643
20,1302,79000,Wichita city,0.0368,0.2918,0.010738,0.250643
20,1303,79000,Wichita city,1,0.2157,0.2157,0.250643
20,1304,79000,Wichita city,0.0426,0.2072,0.008827,0.250643
48,700,79000,Wichita Falls city,0.1146,1,0.1146,0.1146
17,3307,79293,Waukegan city,0.215,0.698,0.15007,0.177582
17,3309,79293,Waukegan city,0.0911,0.302,0.027512,0.177582
6,3758,80000,Torrance city,0.0002,0.0001,2.00E-08,0.863575
6,3760,80000,Torrance city,0.0049,0.004,0.00002,0.863575
6,3761,80000,Torrance city,0.9905,0.8698,0.861537,0.863575
6,3768,80000,Torrance city,0.016,0.1261,0.002018,0.863575
9,901,80000,Waterbury city,0.9978,1,0.9978,0.9978
53,10901,80010,Yakima city,0.4278,0.9865,0.422025,0.422026
53,10902,80010,Yakima city,0.0001,0.0135,1.40E-06,0.422026
6,7703,80238,Tracy city,0.0809,1,0.0809,0.0809
13,1500,80508,Warner Robins city,0.0561,0.928,0.052061,0.052133
13,1600,80508,Warner Robins city,0.001,0.072,0.000072,0.052133
26,2903,80700,Troy city,0.4819,0.9987,0.481274,0.481275
26,2906,80700,Troy city,0.0006,0.0013,7.80E-07,0.481275
6,5904,80854,Tustin city,0.0701,0.3084,0.021619,0.059155
6,5905,80854,Tustin city,0.0553,0.6778,0.037482,0.059155
6,5911,80854,Tustin city,0.0039,0.009,0.000035,0.059155
6,5917,80854,Tustin city,0.004,0.0048,0.000019,0.059155
6,7111,81344,Upland city,0.0005,0.0015,7.50E-07,0.635147
6,7112,81344,Upland city,0.6361,0.9985,0.635146,0.635147
6,9502,81554,Vacaville city,0.0058,0.0411,0.000238,0.05106
6,9503,81554,Vacaville city,0.053,0.9589,0.050822,0.05106
6,5500,81666,Vallejo city,0.0021,0.0528,0.000111,0.367649
6,9501,81666,Vallejo city,0.4061,0.9044,0.367277,0.367649
6,9502,81666,Vallejo city,0.0061,0.0428,0.000261,0.367649
25,300,82000,Worcester city,0.9998,1,0.9998,0.9998
51,51154,82000,Virginia Beach city,0.0024,0.0005,1.20E-06,0.998622
51,51164,82000,Virginia Beach city,1,0.204,0.204,0.998622
51,51165,82000,Virginia Beach city,0.9973,0.1409,0.14052,0.998622
51,51167,82000,Virginia Beach city,1,0.6541,0.6541,0.998622
51,55001,82000,Virginia Beach city,0.0025,0.0005,1.20E-06,0.998622
6,7101,82590,Victorville city,0.0001,0.0304,3.00E-06,0.181019
6,7102,82590,Victorville city,0.2003,0.8969,0.179649,0.181019
6,7103,82590,Victorville city,0.0224,0.0606,0.001357,0.181019
6,7104,82590,Victorville city,0.0008,0.0121,9.70E-06,0.181019
49,35001,82950,West Jordan city,0.0184,0.0853,0.00157,0.165568
49,35003,82950,West Jordan city,0.0002,0.0002,4.00E-08,0.165568
49,35006,82950,West Jordan city,0.1379,0.5641,0.077789,0.165568
49,35007,82950,West Jordan city,0.2461,0.3503,0.086209,0.165568
6,10701,82954,Visalia city,0.2815,1,0.2815,0.2815
6,7301,82996,Vista city,0.001,0.0131,0.000013,0.288817
6,7303,82996,Vista city,0.347,0.8123,0.281868,0.288817
6,7304,82996,Vista city,0.0444,0.0918,0.004076,0.288817
6,7305,82996,Vista city,0.0345,0.0829,0.00286,0.288817
49,35001,83470,West Valley City city,0.0953,0.3983,0.037958,0.238571
49,35003,83470,West Valley City city,0.3977,0.3586,0.142615,0.238571
49,35004,83470,West Valley City city,0.2632,0.2198,0.057851,0.238571
49,35006,83470,West Valley City city,0.0063,0.0233,0.000147,0.238571
8,804,83835,Westminster city,0.0868,0.3092,0.026839,0.460624
8,805,83835,Westminster city,0.6887,0.6288,0.433055,0.460624
8,806,83835,Westminster city,0.0077,0.0078,0.00006,0.460624
8,807,83835,Westminster city,0.005,0.0278,0.000139,0.460624
8,817,83835,Westminster city,0.0201,0.0264,0.000531,0.460624
26,3006,84000,Warren city,0.9515,1,0.9515,0.9515
36,3106,84000,Yonkers city,0.9974,0.9941,0.991515,0.991537
36,3107,84000,Yonkers city,0.004,0.0049,0.00002,0.991537
36,3702,84000,Yonkers city,0.0025,0.0009,2.30E-06,0.991537
6,3713,84200,West Covina city,0.1099,0.167,0.018353,0.693587
6,3715,84200,West Covina city,0.8329,0.8101,0.674732,0.693587
6,3716,84200,West Covina city,0.0219,0.0229,0.000502,0.693587
6,5908,84550,Westminster city,0.001,0.0033,3.30E-06,0.47652
6,5912,84550,Westminster city,0.5022,0.9476,0.475885,0.47652
6,5913,84550,Westminster city,0.0024,0.0036,8.60E-06,0.47652
6,5914,84550,Westminster city,0.0146,0.0425,0.000621,0.47652
6,5916,84550,Westminster city,0.0007,0.001,7.00E-07,0.47652
6,5918,84550,Westminster city,0.0008,0.0021,1.70E-06,0.47652
6,3738,85292,Whittier city,0.0038,0.0039,0.000015,0.364477
6,3739,85292,Whittier city,0.381,0.9537,0.36336,0.364477
6,3754,85292,Whittier city,0.026,0.0424,0.001102,0.364477
4,700,85540,Yuma city,0.0219,1,0.0219,0.0219
26,3204,86000,Westland city,0.5298,1,0.5298,0.5298
26,1001,88940,Wyoming city,0.2549,0.9864,0.251433,0.251449
26,1002,88940,Wyoming city,0.0022,0.0039,8.60E-06,0.251449
26,1003,88940,Wyoming city,0.0008,0.0097,7.80E-06,0.251449
