state,county,puma12,afact,afact2,afact_product,afact_sum
29,145,2800,0.331,1,0.331,0.331
30,29,100,0.733,1,0.733,0.733
30,35,100,0.108,1,0.108,0.108
30,53,100,0.159,1,0.159,0.159
30,47,200,0.148,1,0.148,0.148
30,61,200,0.022,1,0.022,0.022
30,63,200,0.564,1,0.564,0.564
30,81,200,0.207,1,0.207,0.207
30,89,200,0.059,1,0.059,0.059
30,1,300,0.061,1,0.061,0.061
30,7,300,0.037,1,0.037,0.037
30,23,300,0.062,1,0.062,0.062
30,39,300,0.02,1,0.02,0.02
30,43,300,0.076,1,0.076,0.076
30,49,300,0.42,1,0.42,0.42
30,57,300,0.051,1,0.051,0.051
30,77,300,0.047,1,0.047,0.047
30,93,300,0.227,1,0.227,0.227
30,5,400,0.044,1,0.044,0.044
30,13,400,0.55,1,0.55,0.55
30,15,400,0.039,1,0.039,0.039
30,27,400,0.078,1,0.078,0.078
30,41,400,0.109,1,0.109,0.109
30,45,400,0.014,1,0.014,0.014
30,51,400,0.016,1,0.016,0.016
30,59,400,0.013,1,0.013,0.013
30,69,400,0.003,1,0.003,0.003
30,73,400,0.042,1,0.042,0.042
30,99,400,0.041,1,0.041,0.041
30,101,400,0.036,1,0.036,0.036
30,107,400,0.015,1,0.015,0.015
30,9,500,0.079,1,0.079,0.079
30,31,500,0.699,1,0.699,0.699
30,67,500,0.122,1,0.122,0.122
30,95,500,0.071,1,0.071,0.071
30,97,500,0.029,1,0.029,0.029
30,3,600,0.091,1,0.091,0.091
30,11,600,0.008,1,0.008,0.008
30,17,600,0.083,1,0.083,0.083
30,19,600,0.012,1,0.012,0.012
30,21,600,0.063,1,0.063,0.063
30,25,600,0.02,1,0.02,0.02
30,33,600,0.009,1,0.009,0.009
30,37,600,0.006,1,0.006,0.006
30,55,600,0.012,1,0.012,0.012
30,65,600,0.032,1,0.032,0.032
30,71,600,0.03,1,0.03,0.03
30,75,600,0.012,1,0.012,0.012
30,79,600,0.008,1,0.008,0.008
30,83,600,0.069,1,0.069,0.069
30,85,600,0.074,1,0.074,0.074
30,87,600,0.065,1,0.065,0.065
30,91,600,0.024,1,0.024,0.024
30,103,600,0.005,1,0.005,0.005
30,105,600,0.052,1,0.052,0.052
30,109,600,0.007,1,0.007,0.007
30,111,600,0.315,0.301,0.094815,0.793815
30,111,700,1,0.699,0.699,0.793815
31,7,100,0.006,1,0.006,0.006
31,13,100,0.101,1,0.101,0.101
31,15,100,0.019,1,0.019,0.019
31,17,100,0.028,1,0.028,0.028
31,31,100,0.051,1,0.051,0.051
31,33,100,0.09,1,0.09,0.09
31,45,100,0.082,1,0.082,0.082
31,49,100,0.017,1,0.017,0.017
31,69,100,0.018,1,0.018,0.018
31,89,100,0.094,1,0.094,0.094
31,103,100,0.007,1,0.007,0.007
31,105,100,0.034,1,0.034,0.034
31,123,100,0.045,1,0.045,0.045
31,149,100,0.014,1,0.014,0.014
31,157,100,0.331,1,0.331,0.331
31,161,100,0.049,1,0.049,0.049
31,165,100,0.012,1,0.012,0.012
31,3,200,0.036,1,0.036,0.036
31,11,200,0.03,1,0.03,0.03
31,21,200,0.037,1,0.037,0.037
31,27,200,0.048,1,0.048,0.048
31,37,200,0.057,1,0.057,0.057
31,39,200,0.05,1,0.05,0.05
31,43,200,0.114,1,0.114,0.114
31,51,200,0.033,1,0.033,0.033
31,107,200,0.047,1,0.047,0.047
31,119,200,0.19,1,0.19,0.19
31,125,200,0.02,1,0.02,0.02
31,139,200,0.039,1,0.039,0.039
31,141,200,0.175,1,0.175,0.175
31,167,200,0.033,1,0.033,0.033
31,173,200,0.038,1,0.038,0.038
31,179,200,0.052,1,0.052,0.052
31,9,300,0.004,1,0.004,0.004
31,41,300,0.103,1,0.103,0.103
31,71,300,0.019,1,0.019,0.019
31,77,300,0.024,1,0.024,0.024
31,79,300,0.549,1,0.549,0.549
31,81,300,0.085,1,0.085,0.085
31,93,300,0.059,1,0.059,0.059
31,115,300,0.006,1,0.006,0.006
31,121,300,0.074,1,0.074,0.074
31,163,300,0.03,1,0.03,0.03
31,175,300,0.04,1,0.04,0.04
31,183,300,0.008,1,0.008,0.008
31,5,400,0.004,1,0.004,0.004
31,29,400,0.037,1,0.037,0.037
31,47,400,0.229,1,0.229,0.229
31,57,400,0.019,1,0.019,0.019
31,63,400,0.026,1,0.026,0.026
31,65,400,0.047,1,0.047,0.047
31,73,400,0.019,1,0.019,0.019
31,75,400,0.006,1,0.006,0.006
31,85,400,0.009,1,0.009,0.009
31,87,400,0.027,1,0.027,0.027
31,91,400,0.007,1,0.007,0.007
31,101,400,0.079,1,0.079,0.079
31,111,400,0.341,1,0.341,0.341
31,113,400,0.007,1,0.007,0.007
31,117,400,0.005,1,0.005,0.005
31,135,400,0.028,1,0.028,0.028
31,145,400,0.104,1,0.104,0.104
31,171,400,0.006,1,0.006,0.006
31,1,500,0.274,1,0.274,0.274
31,19,500,0.402,1,0.402,0.402
31,35,500,0.057,1,0.057,0.057
31,61,500,0.028,1,0.028,0.028
31,83,500,0.03,1,0.03,0.03
31,99,500,0.057,1,0.057,0.057
31,129,500,0.039,1,0.039,0.039
31,137,500,0.08,1,0.08,0.08
31,181,500,0.033,1,0.033,0.033
31,23,600,0.061,1,0.061,0.061
31,59,600,0.042,1,0.042,0.042
31,67,600,0.161,1,0.161,0.161
31,95,600,0.054,1,0.054,0.054
31,97,600,0.038,1,0.038,0.038
31,127,600,0.052,1,0.052,0.052
31,131,600,0.113,1,0.113,0.113
31,133,600,0.02,1,0.02,0.02
31,143,600,0.039,1,0.039,0.039
31,147,600,0.06,1,0.06,0.06
31,151,600,0.102,1,0.102,0.102
31,159,600,0.121,1,0.121,0.121
31,169,600,0.038,1,0.038,0.038
31,185,600,0.098,1,0.098,0.098
31,25,701,0.245,1,0.245,0.245
31,53,701,0.356,1,0.356,0.356
31,155,701,0.202,1,0.202,0.202
31,177,701,0.197,1,0.197,0.197
31,153,702,1,1,1,1
31,109,801,1,0.539,0.539,1
31,109,802,1,0.461,0.461,1
31,55,901,1,0.312,0.312,1
31,55,902,1,0.272,0.272,1
31,55,903,1,0.207,0.207,1
31,55,904,1,0.209,0.209,1
32,31,101,1,0.421,0.421,1
32,31,102,1,0.255,0.255,1
32,31,103,1,0.324,0.324,1
32,5,200,0.297,1,0.297,0.297
32,19,200,0.328,1,0.328,0.328
32,29,200,0.025,1,0.025,0.025
32,510,200,0.349,1,0.349,0.349
32,1,300,0.147,1,0.147,0.147
32,7,300,0.288,1,0.288,0.288
32,9,300,0.005,1,0.005,0.005
32,11,300,0.012,1,0.012,0.012
32,13,300,0.097,1,0.097,0.097
32,15,300,0.034,1,0.034,0.034
32,17,300,0.032,1,0.032,0.032
32,21,300,0.028,1,0.028,0.028
32,23,300,0.259,1,0.259,0.259
32,27,300,0.04,1,0.04,0.04
32,33,300,0.059,1,0.059,0.059
32,3,401,1,0.062,0.062,1
32,3,402,1,0.063,0.063,1
32,3,403,1,0.092,0.092,1
32,3,404,1,0.074,0.074,1
32,3,405,1,0.068,0.068,1
32,3,406,1,0.07,0.07,1
32,3,407,1,0.075,0.075,1
32,3,408,1,0.098,0.098,1
32,3,409,1,0.077,0.077,1
32,3,410,1,0.076,0.076,1
32,3,411,1,0.102,0.102,1
32,3,412,1,0.071,0.071,1
32,3,413,1,0.072,0.072,1
33,7,100,0.271,1,0.271,0.271
33,9,100,0.729,1,0.729,0.729
33,1,200,0.489,1,0.489,0.489
33,3,200,0.342,0.879,0.300618,0.305337
33,13,200,0.168,0.141,0.023688,0.798876
33,3,300,0.039,0.121,0.004719,0.305337
33,15,300,0.132,0.067,0.008844,0.8162619
33,17,300,0.829,1,0.829,0.829
33,13,400,1,0.767,0.767,0.798876
33,5,500,0.638,1,0.638,0.638
33,19,500,0.362,1,0.362,0.362
33,11,600,1,0.265,0.265,0.914068
33,11,700,0.349,0.132,0.046068,0.914068
33,13,700,0.089,0.092,0.008188,0.798876
33,15,700,0.562,0.289,0.162418,0.8162619
33,11,800,1,0.273,0.273,0.914068
33,11,900,1,0.33,0.33,0.914068
33,15,1000,1,0.645,0.645,0.8162619
34,1,101,1,0.411,0.411,0.9649
34,1,102,1,0.55,0.55,0.9649
34,3,301,1,0.121,0.121,1
34,3,302,1,0.128,0.128,1
34,3,303,1,0.151,0.151,1
34,3,304,1,0.133,0.133,1
34,3,305,1,0.113,0.113,1
34,3,306,1,0.115,0.115,1
34,3,307,1,0.125,0.125,1
34,3,308,1,0.114,0.114,1
34,31,400,1,0.292,0.292,1
34,31,501,1,0.274,0.274,1
34,31,502,1,0.218,0.218,1
34,31,503,1,0.216,0.216,1
34,17,601,1,0.21,0.21,0.998
34,17,602,1,0.17,0.17,0.998
34,17,701,1,0.217,0.217,0.998
34,17,702,1,0.203,0.203,0.998
34,17,703,1,0.198,0.198,0.998
34,19,800,1,1,1,1
34,23,901,1,0.14,0.14,0.999
34,23,902,1,0.137,0.137,0.999
34,23,903,1,0.138,0.138,0.999
34,23,904,1,0.131,0.131,0.999
34,23,905,1,0.135,0.135,0.999
34,23,906,1,0.183,0.183,0.999
34,23,907,1,0.135,0.135,0.999
34,35,1001,1,0.333,0.333,1
34,35,1002,1,0.316,0.316,1
34,35,1003,1,0.351,0.351,1
34,25,1101,1,0.163,0.163,1
34,25,1102,1,0.173,0.173,1
34,25,1103,1,0.169,0.169,1
34,25,1104,1,0.161,0.161,1
34,25,1105,1,0.171,0.171,1
34,25,1106,1,0.163,0.163,1
34,29,1201,1,0.201,0.201,1
34,29,1202,1,0.188,0.188,1
34,29,1203,1,0.24,0.24,1
34,29,1204,1,0.189,0.189,1
34,29,1205,1,0.182,0.182,1
34,13,1301,1,0.196,0.196,0.999
34,13,1302,1,0.157,0.157,0.999
34,13,1401,1,0.142,0.142,0.999
34,13,1402,1,0.24,0.24,0.999
34,13,1403,1,0.134,0.134,0.999
34,13,1404,1,0.13,0.13,0.999
34,27,1501,1,0.264,0.264,1
34,27,1502,1,0.263,0.263,1
34,27,1503,1,0.23,0.23,1
34,27,1504,1,0.243,0.243,1
34,37,1600,1,1,1,1
34,41,1700,1,1,1,1
34,39,1800,1,0.233,0.233,1
34,39,1901,1,0.196,0.196,1
34,39,1902,1,0.19,0.19,1
34,39,1903,1,0.188,0.188,1
34,39,1904,1,0.193,0.193,1
34,5,2001,1,0.283,0.283,1
34,5,2002,1,0.344,0.344,1
34,5,2003,1,0.373,0.373,1
34,7,2101,1,0.247,0.247,1
34,7,2102,1,0.238,0.238,1
34,7,2103,1,0.286,0.286,1
34,7,2104,1,0.229,0.229,1
34,15,2201,1,0.45,0.45,1
34,15,2202,1,0.55,0.55,1
34,21,2301,1,0.329,0.329,1
34,21,2302,1,0.392,0.392,1
34,21,2303,1,0.279,0.279,1
34,11,2400,1,0.723,0.723,0.832969
34,11,2500,0.397,0.277,0.109969,0.832969
34,33,2500,0.603,1,0.603,0.603
34,1,2600,0.1,0.039,0.0039,0.9649
34,9,2600,0.9,1,0.9,0.9
35,6,100,0.213,1,0.213,0.213
35,31,100,0.559,1,0.559,0.559
35,45,100,0.228,0.224,0.051072,0.827072
35,45,200,1,0.776,0.776,0.827072
35,28,300,0.143,1,0.143,0.143
35,33,300,0.039,1,0.039,0.039
35,39,300,0.321,1,0.321,0.321
35,47,300,0.234,1,0.234,0.234
35,55,300,0.263,1,0.263,0.263
35,7,400,0.134,1,0.134,0.134
35,9,400,0.47,1,0.47,0.47
35,11,400,0.02,1,0.02,0.02
35,19,400,0.046,1,0.046,0.046
35,21,400,0.007,1,0.007,0.007
35,37,400,0.088,1,0.088,0.088
35,41,400,0.193,1,0.193,0.193
35,59,400,0.044,1,0.044,0.044
35,49,500,1,1,1,1
35,43,600,1,1,1,1
35,1,700,0.242,0.037,0.008954,0.971954
35,61,700,0.758,1,0.758,0.758
35,1,801,1,0.152,0.152,0.971954
35,1,802,1,0.153,0.153,0.971954
35,1,803,1,0.157,0.157,0.971954
35,1,804,1,0.156,0.156,0.971954
35,1,805,1,0.177,0.177,0.971954
35,1,806,1,0.168,0.168,0.971954
35,3,900,0.034,1,0.034,0.034
35,17,900,0.27,1,0.27,0.27
35,23,900,0.045,1,0.045,0.045
35,29,900,0.229,1,0.229,0.229
35,51,900,0.11,1,0.11,0.11
35,53,900,0.163,1,0.163,0.163
35,57,900,0.15,1,0.15,0.15
35,13,1001,1,0.483,0.483,1
35,13,1002,1,0.517,0.517,1
35,5,1100,0.438,1,0.438,0.438
35,27,1100,0.137,1,0.137,0.137
35,35,1100,0.425,1,0.425,0.425
35,15,1200,0.454,1,0.454,0.454
35,25,1200,0.546,1,0.546,0.546
36,89,100,1,1,1,1
36,19,200,0.462,1,0.462,0.462
36,31,200,0.221,1,0.221,0.221
36,33,200,0.29,1,0.29,0.29
36,41,200,0.027,1,0.027,0.027
36,113,300,0.51,1,0.51,0.51
36,115,300,0.49,1,0.49,0.49
36,43,401,0.502,0.902,0.452804,0.458194
36,65,401,0.498,0.245,0.12201,0.829004
36,65,402,1,0.701,0.701,0.829004
36,43,403,0.055,0.098,0.00539,0.458194
36,65,403,0.111,0.054,0.005994,0.829004
36,77,403,0.546,1,0.546,0.546
36,95,403,0.287,1,0.287,0.287
36,45,500,0.811,1,0.811,0.811
36,49,500,0.189,1,0.189,0.189
36,75,600,1,1,1,1
36,67,701,1,0.311,0.311,0.94795
36,67,702,1,0.266,0.266,0.94795
36,67,703,1,0.348,0.348,0.94795
36,11,704,0.694,1,0.694,0.694
36,67,704,0.306,0.075,0.02295,0.94795
36,99,800,0.273,1,0.273,0.273
36,117,800,0.727,1,0.727,0.727
36,55,901,1,0.175,0.175,0.998
36,55,902,1,0.145,0.145,0.998
36,55,903,1,0.137,0.137,0.998
36,55,904,1,0.167,0.167,0.998
36,55,905,1,0.14,0.14,0.998
36,55,906,1,0.234,0.234,0.998
36,37,1000,0.584,1,0.584,0.584
36,73,1000,0.416,1,0.416,0.416
36,63,1101,1,0.5,0.5,1
36,63,1102,1,0.5,0.5,1
36,29,1201,1,0.119,0.119,0.999
36,29,1202,1,0.133,0.133,0.999
36,29,1203,1,0.118,0.118,0.999
36,29,1204,1,0.164,0.164,0.999
36,29,1205,1,0.158,0.158,0.999
36,29,1206,1,0.126,0.126,0.999
36,29,1207,1,0.181,0.181,0.999
36,51,1300,0.608,1,0.608,0.608
36,121,1300,0.392,1,0.392,0.392
36,69,1400,0.81,1,0.81,0.81
36,123,1400,0.19,1,0.19,0.19
36,23,1500,0.402,1,0.402,0.402
36,53,1500,0.598,1,0.598,0.598
36,35,1600,0.525,1,0.525,0.525
36,57,1600,0.475,1,0.475,0.475
36,93,1700,1,1,1,1
36,91,1801,1,0.481,0.481,1
36,91,1802,1,0.519,0.519,1
36,83,1900,1,1,1,1
36,1,2001,1,0.35,0.35,1
36,1,2002,1,0.65,0.65,1
36,21,2100,0.562,1,0.562,0.562
36,39,2100,0.438,1,0.438,0.438
36,7,2201,1,0.635,0.635,0.801971
36,7,2202,0.537,0.295,0.158415,0.801971
36,107,2202,0.463,1,0.463,0.463
36,7,2203,0.124,0.069,0.008556,0.801971
36,17,2203,0.449,1,0.449,0.449
36,25,2203,0.427,1,0.427,0.427
36,109,2300,1,1,1,1
36,15,2401,0.757,0.894,0.6767581,0.6866161
36,101,2401,0.243,0.258,0.062694,0.601386
36,15,2402,0.093,0.106,0.009858,0.6866161
36,97,2402,0.181,1,0.181,0.181
36,101,2402,0.726,0.742,0.538692,0.601386
36,3,2500,0.379,1,0.379,0.379
36,9,2500,0.621,1,0.621,0.621
36,13,2600,1,1,1,1
36,105,2701,0.691,1,0.691,0.691
36,111,2701,0.309,0.19,0.05871,0.86871
36,111,2702,1,0.81,0.81,0.86871
36,27,2801,1,0.429,0.429,1
36,27,2802,1,0.571,0.571,1
36,71,2901,1,0.32,0.32,1
36,71,2902,1,0.333,0.333,1
36,71,2903,1,0.347,0.347,1
36,87,3001,1,0.332,0.332,1
36,87,3002,1,0.332,0.332,1
36,87,3003,1,0.336,0.336,1
36,79,3101,0.975,1,0.975,0.975
36,119,3101,0.025,0.003,0.000075,0.996075
36,119,3102,1,0.154,0.154,0.996075
36,119,3103,1,0.141,0.141,0.996075
36,119,3104,1,0.125,0.125,0.996075
36,119,3105,1,0.171,0.171,0.996075
36,119,3106,1,0.206,0.206,0.996075
36,119,3107,1,0.199,0.199,0.996075
36,59,3201,1,0.084,0.084,1
36,59,3202,1,0.083,0.083,1
36,59,3203,1,0.076,0.076,1
36,59,3204,1,0.085,0.085,1
36,59,3205,1,0.085,0.085,1
36,59,3206,1,0.107,0.107,1
36,59,3207,1,0.085,0.085,1
36,59,3208,1,0.08,0.08,1
36,59,3209,1,0.078,0.078,1
36,59,3210,1,0.078,0.078,1
36,59,3211,1,0.081,0.081,1
36,59,3212,1,0.078,0.078,1
36,103,3301,1,0.068,0.068,1.001
36,103,3302,1,0.068,0.068,1.001
36,103,3303,1,0.079,0.079,1.001
36,103,3304,1,0.08,0.08,1.001
36,103,3305,1,0.092,0.092,1.001
36,103,3306,1,0.087,0.087,1.001
36,103,3307,1,0.085,0.085,1.001
36,103,3308,1,0.074,0.074,1.001
36,103,3309,1,0.068,0.068,1.001
36,103,3310,1,0.086,0.086,1.001
36,103,3311,1,0.071,0.071,1.001
36,103,3312,1,0.067,0.067,1.001
36,103,3313,1,0.076,0.076,1.001
36,5,3701,1,0.078,0.078,1.001
36,5,3702,1,0.1,0.1,1.001
36,5,3703,1,0.083,0.083,1.001
36,5,3704,1,0.089,0.089,1.001
36,5,3705,1,0.117,0.117,1.001
36,5,3706,1,0.092,0.092,1.001
36,5,3707,1,0.097,0.097,1.001
36,5,3708,1,0.101,0.101,1.001
36,5,3709,1,0.131,0.131,1.001
36,5,3710,1,0.113,0.113,1.001
36,61,3801,1,0.125,0.125,0.999
36,61,3802,1,0.08,0.08,0.999
36,61,3803,1,0.075,0.075,0.999
36,61,3804,1,0.074,0.074,0.999
36,61,3805,1,0.139,0.139,0.999
36,61,3806,1,0.122,0.122,0.999
36,61,3807,1,0.091,0.091,0.999
36,61,3808,1,0.095,0.095,0.999
36,61,3809,1,0.104,0.104,0.999
36,61,3810,1,0.094,0.094,0.999
36,85,3901,1,0.341,0.341,1
36,85,3902,1,0.284,0.284,1
36,85,3903,1,0.375,0.375,1
36,47,4001,1,0.059,0.059,1.001
36,47,4002,1,0.052,0.052,1.001
36,47,4003,1,0.054,0.054,1.001
36,47,4004,1,0.047,0.047,1.001
36,47,4005,1,0.042,0.042,1.001
36,47,4006,1,0.049,0.049,1.001
36,47,4007,1,0.048,0.048,1.001
36,47,4008,1,0.062,0.062,1.001
36,47,4009,1,0.077,0.077,1.001
36,47,4010,1,0.054,0.054,1.001
36,47,4011,1,0.043,0.043,1.001
36,47,4012,1,0.059,0.059,1.001
36,47,4013,1,0.049,0.049,1.001
36,47,4014,1,0.065,0.065,1.001
36,47,4015,1,0.063,0.063,1.001
36,47,4016,1,0.059,0.059,1.001
36,47,4017,1,0.073,0.073,1.001
36,47,4018,1,0.046,0.046,1.001
36,81,4101,1,0.078,0.078,0.999
36,81,4102,1,0.082,0.082,0.999
36,81,4103,1,0.111,0.111,0.999
36,81,4104,1,0.052,0.052,0.999
36,81,4105,1,0.085,0.085,0.999
36,81,4106,1,0.069,0.069,0.999
36,81,4107,1,0.066,0.066,0.999
36,81,4108,1,0.05,0.05,0.999
36,81,4109,1,0.06,0.06,0.999
36,81,4110,1,0.076,0.076,0.999
36,81,4111,1,0.064,0.064,0.999
36,81,4112,1,0.099,0.099,0.999
36,81,4113,1,0.055,0.055,0.999
36,81,4114,1,0.052,0.052,0.999
37,9,100,0.211,1,0.211,0.211
37,11,100,0.137,1,0.137,0.137
37,121,100,0.12,1,0.12,0.12
37,189,100,0.394,1,0.394,0.394
37,199,100,0.138,1,0.138,0.138
37,5,200,0.072,1,0.072,0.072
37,171,200,0.478,1,0.478,0.478
37,193,200,0.45,1,0.45,0.45
37,157,300,0.664,1,0.664,0.664
37,169,300,0.336,1,0.336,0.336
37,33,400,0.193,1,0.193,0.193
37,77,400,0.487,1,0.487,0.487
37,145,400,0.321,1,0.321,0.321
37,69,500,0.502,1,0.502,0.502
37,181,500,0.376,1,0.376,0.376
37,185,500,0.123,0.706,0.086838,0.103596
37,83,600,0.508,1,0.508,0.508
37,91,600,0.229,1,0.229,0.229
37,131,600,0.205,1,0.205,0.205
37,185,600,0.057,0.294,0.016758,0.103596
37,29,700,0.087,1,0.087,0.087
37,41,700,0.129,1,0.129,0.129
37,53,700,0.205,1,0.205,0.205
37,73,700,0.106,1,0.106,0.106
37,139,700,0.355,1,0.355,0.355
37,143,700,0.117,1,0.117,0.117
37,15,800,0.206,1,0.206,0.206
37,55,800,0.329,1,0.329,0.329
37,95,800,0.056,1,0.056,0.056
37,117,800,0.238,1,0.238,0.238
37,177,800,0.043,1,0.043,0.043
37,187,800,0.128,1,0.128,0.128
37,65,900,0.371,1,0.371,0.371
37,127,900,0.629,1,0.629,0.629
37,79,1000,0.208,1,0.208,0.208
37,195,1000,0.792,1,0.792,0.792
37,101,1100,1,1,1,1
37,183,1201,1,0.147,0.147,0.999
37,183,1202,1,0.14,0.14,0.999
37,183,1203,1,0.112,0.112,0.999
37,183,1204,1,0.121,0.121,0.999
37,183,1205,1,0.114,0.114,0.999
37,183,1206,1,0.114,0.114,0.999
37,183,1207,1,0.139,0.139,0.999
37,183,1208,1,0.112,0.112,0.999
37,63,1301,1,0.527,0.527,1
37,63,1302,1,0.473,0.473,1
37,135,1400,1,1,1,1
37,37,1500,0.523,1,0.523,0.523
37,105,1500,0.477,1,0.477,0.477
37,1,1600,1,1,1,1
37,81,1701,1,0.268,0.268,1
37,81,1702,1,0.225,0.225,1
37,81,1703,1,0.235,0.235,1
37,81,1704,1,0.272,0.272,1
37,67,1801,1,0.3,0.3,1
37,67,1802,1,0.34,0.34,1
37,67,1803,1,0.36,0.36,1
37,59,1900,0.394,1,0.394,0.394
37,97,1900,0.239,0.157,0.037523,0.880523
37,197,1900,0.367,1,0.367,0.367
37,3,2000,0.309,1,0.309,0.309
37,27,2000,0.691,1,0.691,0.691
37,23,2100,0.669,1,0.669,0.669
37,111,2100,0.331,1,0.331,0.331
37,21,2201,1,0.505,0.505,1
37,21,2202,1,0.495,0.495,1
37,75,2300,0.082,1,0.082,0.082
37,87,2300,0.544,1,0.544,0.544
37,99,2300,0.054,0.147,0.007938,0.283457
37,115,2300,0.191,1,0.191,0.191
37,173,2300,0.129,1,0.129,0.129
37,39,2400,0.258,1,0.258,0.258
37,43,2400,0.1,1,0.1,0.1
37,99,2400,0.323,0.853,0.275519,0.283457
37,113,2400,0.319,1,0.319,0.319
37,89,2500,0.763,1,0.763,0.763
37,175,2500,0.237,1,0.237,0.237
37,45,2600,0.361,0.51,0.18411,0.3708
37,149,2600,0.148,1,0.148,0.148
37,161,2600,0.49,1,0.49,0.49
37,45,2700,0.381,0.49,0.18669,0.3708
37,109,2700,0.619,1,0.619,0.619
37,35,2800,1,1,1,1
37,97,2900,1,0.843,0.843,0.880523
37,71,3001,1,0.494,0.494,1
37,71,3002,1,0.506,0.506,1
37,119,3101,1,0.112,0.112,1
37,119,3102,1,0.124,0.124,1
37,119,3103,1,0.119,0.119,1
37,119,3104,1,0.155,0.155,1
37,119,3105,1,0.109,0.109,1
37,119,3106,1,0.149,0.149,1
37,119,3107,1,0.118,0.118,1
37,119,3108,1,0.114,0.114,1
37,25,3200,1,0.749,0.749,0.855675
37,25,3300,0.425,0.251,0.106675,0.855675
37,167,3300,0.575,1,0.575,0.575
37,159,3400,1,1,1,1
37,57,3500,1,1,1,1
37,151,3600,1,1,1,1
37,123,3700,0.24,1,0.24,0.24
37,125,3700,0.76,1,0.76,0.76
37,85,3800,1,1,1,1
37,61,3900,0.48,1,0.48,0.48
37,163,3900,0.52,1,0.52,0.52
37,191,4000,1,1,1,1
37,103,4100,0.093,1,0.093,0.093
37,107,4100,0.543,1,0.543,0.543
37,133,4100,0.365,0.225,0.082125,0.857125
37,147,4200,1,1,1,1
37,49,4300,1,1,1,1
37,13,4400,0.375,1,0.375,0.375
37,31,4400,0.522,1,0.522,0.522
37,137,4400,0.103,1,0.103,0.103
37,133,4500,1,0.775,0.775,0.857125
37,129,4600,0.494,0.252,0.124488,0.872488
37,141,4600,0.506,1,0.506,0.506
37,129,4700,1,0.748,0.748,0.872488
37,19,4800,1,1,1,1
37,17,4900,0.33,1,0.33,0.33
37,47,4900,0.544,1,0.544,0.544
37,155,4900,0.126,0.101,0.012726,0.911726
37,51,5001,1,0.34,0.34,0.999
37,51,5002,1,0.328,0.328,0.999
37,51,5003,1,0.331,0.331,0.999
37,155,5100,1,0.899,0.899,0.911726
37,93,5200,0.362,1,0.362,0.362
37,153,5200,0.359,1,0.359,0.359
37,165,5200,0.279,1,0.279,0.279
37,7,5300,0.231,1,0.231,0.231
37,179,5300,0.769,0.447,0.343743,0.8967429
37,179,5400,1,0.553,0.553,0.8967429
38,1,100,0.013,1,0.013,0.013
38,7,100,0.004,1,0.004,0.004
38,11,100,0.018,1,0.018,0.018
38,13,100,0.011,1,0.011,0.011
38,23,100,0.012,1,0.012,0.012
38,25,100,0.02,1,0.02,0.02
38,33,100,0.01,1,0.01,0.01
38,37,100,0.014,1,0.014,0.014
38,41,100,0.014,1,0.014,0.014
38,49,100,0.031,1,0.031,0.031
38,53,100,0.036,1,0.036,0.036
38,55,100,0.051,1,0.051,0.051
38,57,100,0.048,1,0.048,0.048
38,61,100,0.044,1,0.044,0.044
38,65,100,0.011,1,0.011,0.011
38,75,100,0.014,1,0.014,0.014
38,85,100,0.024,1,0.024,0.024
38,87,100,0.004,1,0.004,0.004
38,89,100,0.139,1,0.139,0.139
38,101,100,0.353,1,0.353,0.353
38,105,100,0.128,1,0.128,0.128
38,3,200,0.089,1,0.089,0.089
38,5,200,0.054,1,0.054,0.054
38,9,200,0.052,1,0.052,0.052
38,21,200,0.043,1,0.043,0.043
38,27,200,0.019,1,0.019,0.019
38,31,200,0.027,1,0.027,0.027
38,45,200,0.033,1,0.033,0.033
38,63,200,0.025,1,0.025,0.025
38,69,200,0.035,1,0.035,0.035
38,71,200,0.092,1,0.092,0.092
38,73,200,0.044,1,0.044,0.044
38,77,200,0.131,1,0.131,0.131
38,79,200,0.112,1,0.112,0.112
38,81,200,0.031,1,0.031,0.031
38,83,200,0.011,1,0.011,0.011
38,93,200,0.17,1,0.17,0.17
38,103,200,0.034,1,0.034,0.034
38,15,300,0.68,1,0.68,0.68
38,29,300,0.03,1,0.03,0.03
38,43,300,0.02,1,0.02,0.02
38,47,300,0.017,1,0.017,0.017
38,51,300,0.023,1,0.023,0.023
38,59,300,0.23,1,0.23,0.23
38,19,400,0.038,1,0.038,0.038
38,35,400,0.642,1,0.642,0.642
38,39,400,0.023,1,0.023,0.023
38,67,400,0.071,1,0.071,0.071
38,91,400,0.019,1,0.019,0.019
38,95,400,0.022,1,0.022,0.022
38,97,400,0.078,1,0.078,0.078
38,99,400,0.107,1,0.107,0.107
38,17,500,1,1,1,1
39,39,100,0.314,1,0.314,0.314
39,69,100,0.227,1,0.227,0.227
39,125,100,0.158,1,0.158,0.158
39,171,100,0.302,1,0.302,0.302
39,51,200,0.377,1,0.377,0.377
39,95,200,0.03,0.008,0.00024,0.898313
39,173,200,0.593,0.534,0.316662,0.436574
39,95,300,0.843,0.291,0.245313,0.898313
39,173,300,0.157,0.191,0.029987,0.436574
39,95,400,1,0.302,0.302,0.898313
39,95,500,1,0.332,0.332,0.898313
39,95,600,0.28,0.067,0.01876,0.898313
39,123,600,0.393,1,0.393,0.393
39,173,600,0.327,0.275,0.089925,0.436574
39,43,700,0.558,1,0.558,0.558
