year,state,county,subgroup_type,subgroup,count_homeless,count_homeless_lb,count_homeless_ub,share_homeless,count_homeless_quality,share_homeless_quality
2019,01,017,race-ethnicity,"Black, Non-Hispanic",13,12,14,0.005423446,3,3
2019,01,017,race-ethnicity,Hispanic,,,,,,
2019,01,017,race-ethnicity,Other Races and Ethnicities,,,,,,
2019,01,017,race-ethnicity,"White, Non-Hispanic",10,9,11,0.0057504313,3,3
2019,01,019,all,All,276,276,276,0.0708237105,1,1
2019,01,019,race-ethnicity,"Black, Non-Hispanic",12,12,12,0.0655737705,1,1
2019,01,019,race-ethnicity,Hispanic,16,16,16,0.170212766,1,1
2019,01,019,race-ethnicity,Other Races and Ethnicities,17,17,17,0.0928961749,1,1
2019,01,019,race-ethnicity,"White, Non-Hispanic",230,230,230,0.0669188246,1,1
2019,01,021,all,All,,,,,,
2019,01,021,race-ethnicity,"Black, Non-Hispanic",,,,,,
2019,01,021,race-ethnicity,Hispanic,,,,,,
2019,01,021,race-ethnicity,Other Races and Ethnicities,,,,,,
2019,01,021,race-ethnicity,"White, Non-Hispanic",,,,,,
2019,01,023,all,All,,,,,,
2019,01,023,race-ethnicity,"Black, Non-Hispanic",,,,,,
2019,01,023,race-ethnicity,Hispanic,,,,,,
2019,01,023,race-ethnicity,Other Races and Ethnicities,,,,,,
2019,01,023,race-ethnicity,"White, Non-Hispanic",,,,,,
2019,01,025,all,All,,,,,,
2019,01,025,race-ethnicity,"Black, Non-Hispanic",,,,,,
2019,01,025,race-ethnicity,Hispanic,,,,,,
2019,01,025,race-ethnicity,Other Races and Ethnicities,,,,,,
2019,01,025,race-ethnicity,"White, Non-Hispanic",,,,,,
2019,01,027,all,All,11,11,11,0.0059782609,3,3
2019,01,027,race-ethnicity,"Black, Non-Hispanic",7,7,7,0.0217391304,3,3
2019,01,027,race-ethnicity,Hispanic,,,,,,
2019,01,027,race-ethnicity,Other Races and Ethnicities,,,,,,
2019,01,027,race-ethnicity,"White, Non-Hispanic",4,4,4,0.0029784066,3,3
2019,01,029,all,All,38,38,38,0.0149665223,1,1
2019,01,029,race-ethnicity,"Black, Non-Hispanic",,,,,,
2019,01,029,race-ethnicity,Hispanic,,,,,,
2019,01,029,race-ethnicity,Other Races and Ethnicities,,,,,,
2019,01,029,race-ethnicity,"White, Non-Hispanic",35,35,35,0.015171218,1,1
2019,01,031,all,All,353,353,353,0.0355488419,1,1
2019,01,031,race-ethnicity,"Black, Non-Hispanic",79,78,80,0.0424502955,1,1
2019,01,031,race-ethnicity,Hispanic,136,136,136,0.1098546042,1,1
2019,01,031,race-ethnicity,Other Races and Ethnicities,6,5,7,0.0103448276,3,3
2019,01,031,race-ethnicity,"White, Non-Hispanic",127,127,127,0.0203167493,1,1
2019,01,033,all,All,268,267,269,0.0332423716,1,1
2019,01,033,race-ethnicity,"Black, Non-Hispanic",49,48,50,0.0320680628,1,1
2019,01,033,race-ethnicity,Hispanic,22,22,22,0.0569948187,1,1
2019,01,033,race-ethnicity,Other Races and Ethnicities,8,5,11,0.0180586907,3,3
2019,01,033,race-ethnicity,"White, Non-Hispanic",188,187,189,0.0329535495,1,1
2019,01,035,all,All,,,,,,
2019,01,035,race-ethnicity,"Black, Non-Hispanic",,,,,,
2019,01,035,race-ethnicity,Hispanic,,,,,,
2019,01,035,race-ethnicity,Other Races and Ethnicities,,,,,,
2019,01,035,race-ethnicity,"White, Non-Hispanic",,,,,,
2019,01,037,all,All,,,,,,
2019,01,037,race-ethnicity,"Black, Non-Hispanic",,,,,,
2019,01,037,race-ethnicity,Hispanic,,,,,,
2019,01,037,race-ethnicity,Other Races and Ethnicities,,,,,,
2019,01,037,race-ethnicity,"White, Non-Hispanic",,,,,,
2019,01,039,all,All,,,,,,
2019,01,039,race-ethnicity,"Black, Non-Hispanic",,,,,,
2019,01,039,race-ethnicity,Hispanic,,,,,,
2019,01,039,race-ethnicity,Other Races and Ethnicities,,,,,,
2019,01,039,race-ethnicity,"White, Non-Hispanic",,,,,,
2019,01,041,all,All,,,,,,
2019,01,041,race-ethnicity,"Black, Non-Hispanic",,,,,,
2019,01,041,race-ethnicity,Hispanic,,,,,,
2019,01,041,race-ethnicity,Other Races and Ethnicities,,,,,,
2019,01,041,race-ethnicity,"White, Non-Hispanic",,,,,,
2019,01,043,all,All,28,28,28,0.0022389253,3,3
2019,01,043,race-ethnicity,"Black, Non-Hispanic",,,,,,
2019,01,043,race-ethnicity,Hispanic,,,,,,
2019,01,043,race-ethnicity,Other Races and Ethnicities,,,,,,
2019,01,043,race-ethnicity,"White, Non-Hispanic",17,16,18,0.0016139751,3,3
2019,01,045,all,All,48,48,48,0.0073959938,1,1
2019,01,045,race-ethnicity,"Black, Non-Hispanic",25,24,26,0.0125502008,2,2
2019,01,045,race-ethnicity,Hispanic,,,,,,
2019,01,045,race-ethnicity,Other Races and Ethnicities,3,0,6,0.0092879257,3,3
2019,01,045,race-ethnicity,"White, Non-Hispanic",12,10,14,0.0032266738,3,3
2019,01,047,all,All,256,256,256,0.0446615492,1,1
2019,01,047,race-ethnicity,"Black, Non-Hispanic",209,209,209,0.0414353688,1,1
2019,01,047,race-ethnicity,Hispanic,,,,,,
2019,01,047,race-ethnicity,Other Races and Ethnicities,,,,,,
2019,01,047,race-ethnicity,"White, Non-Hispanic",38,37,39,0.0611916264,2,2
2019,01,049,all,All,302,302,302,0.0244376113,1,1
2019,01,049,race-ethnicity,"Black, Non-Hispanic",,,,,,
2019,01,049,race-ethnicity,Hispanic,170,170,170,0.0411821705,1,1
2019,01,049,race-ethnicity,Other Races and Ethnicities,17,16,18,0.0127436282,3,3
2019,01,049,race-ethnicity,"White, Non-Hispanic",113,113,113,0.0168934071,1,1
2019,01,051,all,All,70,70,70,0.0060569352,1,1
2019,01,051,race-ethnicity,"Black, Non-Hispanic",19,19,19,0.0060164661,1,1
2019,01,051,race-ethnicity,Hispanic,,,,,,
2019,01,051,race-ethnicity,Other Races and Ethnicities,9,9,9,0.0182555781,1,1
2019,01,051,race-ethnicity,"White, Non-Hispanic",37,37,37,0.0048486437,1,1
2019,01,053,all,All,24,24,24,0.0057471264,3,3
2019,01,053,race-ethnicity,"Black, Non-Hispanic",,,,,,
2019,01,053,race-ethnicity,Hispanic,,,,,,
2019,01,053,race-ethnicity,Other Races and Ethnicities,,,,,,
2019,01,053,race-ethnicity,"White, Non-Hispanic",,,,,,
2019,01,055,all,All,185,185,185,0.0121694514,1,1
2019,01,055,race-ethnicity,"Black, Non-Hispanic",68,68,68,0.0230118443,1,1
2019,01,055,race-ethnicity,Hispanic,3,0,6,0.0021536253,3,3
2019,01,055,race-ethnicity,Other Races and Ethnicities,3,0,6,0.0049423394,3,3
2019,01,055,race-ethnicity,"White, Non-Hispanic",93,93,93,0.0090758271,1,1
2019,01,057,all,All,,,,,,
2019,01,057,race-ethnicity,"Black, Non-Hispanic",,,,,,
2019,01,057,race-ethnicity,Hispanic,,,,,,
2019,01,057,race-ethnicity,Other Races and Ethnicities,,,,,,
2019,01,057,race-ethnicity,"White, Non-Hispanic",,,,,,
2019,01,059,all,All,,,,,,
2019,01,059,race-ethnicity,"Black, Non-Hispanic",,,,,,
2019,01,059,race-ethnicity,Hispanic,,,,,,
2019,01,059,race-ethnicity,Other Races and Ethnicities,,,,,,
2019,01,059,race-ethnicity,"White, Non-Hispanic",,,,,,
2019,01,061,all,All,,,,,,
2019,01,061,race-ethnicity,"Black, Non-Hispanic",,,,,,
2019,01,061,race-ethnicity,Hispanic,,,,,,
2019,01,061,race-ethnicity,Other Races and Ethnicities,,,,,,
2019,01,061,race-ethnicity,"White, Non-Hispanic",,,,,,
2019,01,063,all,All,,,,,,
2019,01,063,race-ethnicity,"Black, Non-Hispanic",,,,,,
2019,01,063,race-ethnicity,Hispanic,,,,,,
2019,01,063,race-ethnicity,Other Races and Ethnicities,,,,,,
2019,01,063,race-ethnicity,"White, Non-Hispanic",,,,,,
2019,01,065,all,All,,,,,,
2019,01,065,race-ethnicity,"Black, Non-Hispanic",,,,,,
2019,01,065,race-ethnicity,Hispanic,,,,,,
2019,01,065,race-ethnicity,Other Races and Ethnicities,,,,,,
2019,01,065,race-ethnicity,"White, Non-Hispanic",,,,,,
2019,01,067,all,All,,,,,,
2019,01,067,race-ethnicity,"Black, Non-Hispanic",,,,,,
2019,01,067,race-ethnicity,Hispanic,,,,,,
2019,01,067,race-ethnicity,Other Races and Ethnicities,,,,,,
2019,01,067,race-ethnicity,"White, Non-Hispanic",,,,,,
2019,01,069,all,All,96,95,97,0.0063241107,1,1
2019,01,069,race-ethnicity,"Black, Non-Hispanic",71,71,71,0.0115278454,1,1
2019,01,069,race-ethnicity,Hispanic,5,5,5,0.0050505051,1,1
2019,01,069,race-ethnicity,Other Races and Ethnicities,3,2,4,0.0068807339,3,3
2019,01,069,race-ethnicity,"White, Non-Hispanic",14,13,15,0.001843318,3,3
2019,01,071,all,All,77,76,78,0.0100640439,1,1
2019,01,071,race-ethnicity,"Black, Non-Hispanic",5,5,5,0.0149700599,1,1
2019,01,071,race-ethnicity,Hispanic,9,8,10,0.0181818182,3,3
2019,01,071,race-ethnicity,Other Races and Ethnicities,6,5,7,0.0058881256,3,3
2019,01,071,race-ethnicity,"White, Non-Hispanic",58,58,58,0.0099948303,1,1
2019,01,073,all,All,1367,1365,1369,0.0132249794,1,1
2019,01,073,race-ethnicity,"Black, Non-Hispanic",1155,1152,1158,0.0229448925,1,1
2019,01,073,race-ethnicity,Hispanic,101,97,105,0.010758415,2,2
2019,01,073,race-ethnicity,Other Races and Ethnicities,31,24,38,0.0073199528,3,3
2019,01,073,race-ethnicity,"White, Non-Hispanic",74,68,80,0.0018779819,3,3
2019,01,075,all,All,,,,,,
2019,01,075,race-ethnicity,"Black, Non-Hispanic",,,,,,
2019,01,075,race-ethnicity,Hispanic,,,,,,
2019,01,075,race-ethnicity,Other Races and Ethnicities,,,,,,
2019,01,075,race-ethnicity,"White, Non-Hispanic",,,,,,
2019,01,077,all,All,63,63,63,0.0049826004,1,1
2019,01,077,race-ethnicity,"Black, Non-Hispanic",,,,,,
2019,01,077,race-ethnicity,Hispanic,,,,,,
2019,01,077,race-ethnicity,Other Races and Ethnicities,,,,,,
2019,01,077,race-ethnicity,"White, Non-Hispanic",,,,,,
2019,01,079,all,All,122,122,122,0.0261914985,1,1
2019,01,079,race-ethnicity,"Black, Non-Hispanic",14,14,14,0.0292887029,1,1
2019,01,079,race-ethnicity,Hispanic,3,3,3,0.0204081633,1,1
2019,01,079,race-ethnicity,Other Races and Ethnicities,9,9,9,0.0175097276,1,1
2019,01,079,race-ethnicity,"White, Non-Hispanic",96,96,96,0.0272804774,1,1
2019,01,081,all,All,74,74,74,0.0032098551,1,1
2019,01,081,race-ethnicity,"Black, Non-Hispanic",27,26,28,0.0041171089,2,2
2019,01,081,race-ethnicity,Hispanic,5,3,7,0.0027382256,3,3
2019,01,081,race-ethnicity,Other Races and Ethnicities,3,0,6,0.001497006,3,3
2019,01,081,race-ethnicity,"White, Non-Hispanic",31,31,31,0.0024474972,1,1
2019,01,083,all,All,157,157,157,0.0100984113,1,1
2019,01,083,race-ethnicity,"Black, Non-Hispanic",25,25,25,0.012254902,1,1
2019,01,083,race-ethnicity,Hispanic,34,34,34,0.0172588832,1,1
2019,01,083,race-ethnicity,Other Races and Ethnicities,9,9,9,0.0105757932,1,1
2019,01,083,race-ethnicity,"White, Non-Hispanic",85,85,85,0.0079543328,1,1
2019,01,085,all,All,27,27,27,0.0210772834,3,3
2019,01,085,race-ethnicity,"Black, Non-Hispanic",,,,,,
2019,01,085,race-ethnicity,Hispanic,,,,,,
2019,01,085,race-ethnicity,Other Races and Ethnicities,,,,,,
2019,01,085,race-ethnicity,"White, Non-Hispanic",,,,,,
2019,01,087,all,All,59,59,59,0.0316863588,1,1
2019,01,087,race-ethnicity,"Black, Non-Hispanic",46,46,46,0.0265895954,1,1
2019,01,087,race-ethnicity,Hispanic,,,,,,
2019,01,087,race-ethnicity,Other Races and Ethnicities,5,5,5,0.0704225352,1,1
2019,01,087,race-ethnicity,"White, Non-Hispanic",8,8,8,0.2162162162,1,1
2019,01,089,all,All,450,450,450,0.0081736445,1,1
2019,01,089,race-ethnicity,"Black, Non-Hispanic",229,229,229,0.0148508431,1,1
2019,01,089,race-ethnicity,Hispanic,52,51,53,0.0098428923,1,1
2019,01,089,race-ethnicity,Other Races and Ethnicities,34,34,34,0.005670447,1,1
2019,01,089,race-ethnicity,"White, Non-Hispanic",129,129,129,0.0045493017,1,1
2019,01,091,all,All,,,,,,
2019,01,091,race-ethnicity,"Black, Non-Hispanic",,,,,,
2019,01,091,race-ethnicity,Hispanic,,,,,,
2019,01,091,race-ethnicity,Other Races and Ethnicities,,,,,,
2019,01,091,race-ethnicity,"White, Non-Hispanic",,,,,,
2019,01,093,all,All,26,25,27,0.005711775,3,3
2019,01,093,race-ethnicity,"Black, Non-Hispanic",6,5,7,0.0303030303,3,3
2019,01,093,race-ethnicity,Hispanic,10,10,10,0.0632911392,3,3
2019,01,093,race-ethnicity,Other Races and Ethnicities,,,,,,
2019,01,093,race-ethnicity,"White, Non-Hispanic",10,10,10,0.0024485798,3,3
2019,01,095,all,All,529,529,529,0.0284760726,1,1
2019,01,095,race-ethnicity,"Black, Non-Hispanic",37,36,38,0.0659536542,2,2
2019,01,095,race-ethnicity,Hispanic,235,234,236,0.041740675,1,1
2019,01,095,race-ethnicity,Other Races and Ethnicities,13,11,15,0.0220713073,3,3
2019,01,095,race-ethnicity,"White, Non-Hispanic",238,238,238,0.0201746207,1,1
2019,01,097,all,All,4037,4035,4039,0.0666193604,1,1
2019,01,097,race-ethnicity,"Black, Non-Hispanic",2403,2401,2405,0.0838567839,1,1
2019,01,097,race-ethnicity,Hispanic,367,367,367,0.1307445672,1,1
2019,01,097,race-ethnicity,Other Races and Ethnicities,185,181,189,0.0474967908,1,1
2019,01,097,race-ethnicity,"White, Non-Hispanic",1084,1083,1085,0.0429477021,1,1
2019,01,099,all,All,119,119,119,0.0359842758,1,1
2019,01,099,race-ethnicity,"Black, Non-Hispanic",73,73,73,0.043017089,1,1
2019,01,099,race-ethnicity,Hispanic,,,,,,
2019,01,099,race-ethnicity,Other Races and Ethnicities,9,9,9,0.0463917526,1,1
2019,01,099,race-ethnicity,"White, Non-Hispanic",35,35,35,0.0254360465,1,1
2019,01,101,all,All,288,288,288,0.0102182012,1,1
2019,01,101,race-ethnicity,"Black, Non-Hispanic",275,275,275,0.0124108674,1,1
2019,01,101,race-ethnicity,Hispanic,6,6,6,0.0024824162,1,1
2019,01,101,race-ethnicity,Other Races and Ethnicities,,,,,,
2019,01,101,race-ethnicity,"White, Non-Hispanic",3,3,3,0.0013049152,1,1
2019,01,103,all,All,124,124,124,0.0062071382,1,1
2019,01,103,race-ethnicity,"Black, Non-Hispanic",48,47,49,0.0168126095,1,1
2019,01,103,race-ethnicity,Hispanic,20,19,21,0.005320564,3,3
2019,01,103,race-ethnicity,Other Races and Ethnicities,4,2,6,0.0046082949,3,3
2019,01,103,race-ethnicity,"White, Non-Hispanic",22,20,24,0.0017607043,3,3
2019,01,105,all,All,148,148,148,0.1256366723,1,1
2019,01,105,race-ethnicity,"Black, Non-Hispanic",148,148,148,0.1267123288,1,1
2019,01,105,race-ethnicity,Hispanic,,,,,,
2019,01,105,race-ethnicity,Other Races and Ethnicities,,,,,,
2019,01,105,race-ethnicity,"White, Non-Hispanic",,,,,,
2019,01,107,all,All,10,10,10,0.0040683483,3,3
2019,01,107,race-ethnicity,"Black, Non-Hispanic",,,,,,
2019,01,107,race-ethnicity,Hispanic,,,,,,
2019,01,107,race-ethnicity,Other Races and Ethnicities,,,,,,
2019,01,107,race-ethnicity,"White, Non-Hispanic",,,,,,
2019,01,109,all,All,73,73,73,0.0182911551,1,1
2019,01,109,race-ethnicity,"Black, Non-Hispanic",38,37,39,0.017288444,2,2
2019,01,109,race-ethnicity,Hispanic,4,4,4,0.0248447205,1,1
2019,01,109,race-ethnicity,Other Races and Ethnicities,,,,,,
2019,01,109,race-ethnicity,"White, Non-Hispanic",19,18,20,0.0127860027,3,3
2019,01,111,all,All,22,22,22,0.0101102941,3,3
2019,01,111,race-ethnicity,"Black, Non-Hispanic",,,,,,
2019,01,111,race-ethnicity,Hispanic,,,,,,
2019,01,111,race-ethnicity,Other Races and Ethnicities,,,,,,
2019,01,111,race-ethnicity,"White, Non-Hispanic",17,17,17,0.0103785104,3,3
2019,01,113,all,All,59,59,59,0.0053841942,1,1
2019,01,113,race-ethnicity,"Black, Non-Hispanic",24,24,24,0.0042651502,1,1
2019,01,113,race-ethnicity,Hispanic,5,4,6,0.005387931,3,3
2019,01,113,race-ethnicity,Other Races and Ethnicities,,,,,,
2019,01,113,race-ethnicity,"White, Non-Hispanic",23,22,24,0.0062483021,2,2
2019,01,115,all,All,66,66,66,0.004788855,1,1
2019,01,115,race-ethnicity,"Black, Non-Hispanic",7,6,8,0.0049964311,3,3
2019,01,115,race-ethnicity,Hispanic,8,8,8,0.0121212121,1,1
2019,01,115,race-ethnicity,Other Races and Ethnicities,3,2,4,0.0062893082,3,3
2019,01,115,race-ethnicity,"White, Non-Hispanic",41,40,42,0.0036463892,1,1
2019,01,117,all,All,321,321,321,0.0104672775,1,1
2019,01,117,race-ethnicity,"Black, Non-Hispanic",95,95,95,0.0183326901,1,1
2019,01,117,race-ethnicity,Hispanic,39,38,40,0.0095121951,2,2
2019,01,117,race-ethnicity,Other Races and Ethnicities,21,19,23,0.0130922693,3,3
2019,01,117,race-ethnicity,"White, Non-Hispanic",161,161,161,0.0081391234,1,1
2019,01,119,all,All,,,,,,
2019,01,119,race-ethnicity,"Black, Non-Hispanic",,,,,,
2019,01,119,race-ethnicity,Hispanic,,,,,,
2019,01,119,race-ethnicity,Other Races and Ethnicities,,,,,,
2019,01,119,race-ethnicity,"White, Non-Hispanic",,,,,,
2019,01,121,all,All,20,19,21,0.0021717885,3,3
2019,01,121,race-ethnicity,"Black, Non-Hispanic",,,,,,
2019,01,121,race-ethnicity,Hispanic,,,,,,
2019,01,121,race-ethnicity,Other Races and Ethnicities,,,,,,
2019,01,121,race-ethnicity,"White, Non-Hispanic",,,,,,
2019,01,123,all,All,11,11,11,0.0036231884,3,3
2019,01,123,race-ethnicity,"Black, Non-Hispanic",11,11,11,0.0087719298,3,3
2019,01,123,race-ethnicity,Hispanic,,,,,,
2019,01,123,race-ethnicity,Other Races and Ethnicities,,,,,,
2019,01,123,race-ethnicity,"White, Non-Hispanic",,,,,,
2019,01,125,all,All,357,357,357,0.0119150925,1,1
2019,01,125,race-ethnicity,"Black, Non-Hispanic",257,257,257,0.0197555538,1,1
2019,01,125,race-ethnicity,Hispanic,,,,,,
2019,01,125,race-ethnicity,Other Races and Ethnicities,,,,,,
2019,01,125,race-ethnicity,"White, Non-Hispanic",89,89,89,0.0064713153,1,1
2019,01,127,all,All,75,75,75,0.007334246,1,1
2019,01,127,race-ethnicity,"Black, Non-Hispanic",8,7,9,0.0092378753,3,3
2019,01,127,race-ethnicity,Hispanic,,,,,,
2019,01,127,race-ethnicity,Other Races and Ethnicities,3,2,4,0.0135135135,3,3
2019,01,127,race-ethnicity,"White, Non-Hispanic",60,59,61,0.0070430802,1,1
2019,01,129,all,All,19,19,19,0.0072574484,3,3
2019,01,129,race-ethnicity,"Black, Non-Hispanic",9,9,9,0.0138461538,3,3
2019,01,129,race-ethnicity,Hispanic,,,,,,
2019,01,129,race-ethnicity,Other Races and Ethnicities,,,,,,
2019,01,129,race-ethnicity,"White, Non-Hispanic",6,6,6,0.0035928144,3,3
2019,01,131,all,All,72,72,72,0.0483221477,1,1
2019,01,131,race-ethnicity,"Black, Non-Hispanic",68,68,68,0.0462899932,1,1
2019,01,131,race-ethnicity,Hispanic,,,,,,
2019,01,131,race-ethnicity,Other Races and Ethnicities,,,,,,
2019,01,131,race-ethnicity,"White, Non-Hispanic",,,,,,
2019,01,133,all,All,,,,,,
2019,01,133,race-ethnicity,"Black, Non-Hispanic",,,,,,
2019,01,133,race-ethnicity,Hispanic,,,,,,
2019,01,133,race-ethnicity,Other Races and Ethnicities,,,,,,
2019,01,133,race-ethnicity,"White, Non-Hispanic",,,,,,
2019,02,013,all,All,,,,,,
2019,02,013,race-ethnicity,"Black, Non-Hispanic",,,,,,
2019,02,013,race-ethnicity,Hispanic,,,,,,
2019,02,013,race-ethnicity,Other Races and Ethnicities,,,,,,
2019,02,013,race-ethnicity,"White, Non-Hispanic",,,,,,
2019,02,016,all,All,,,,,,
2019,02,016,race-ethnicity,"Black, Non-Hispanic",,,,,,
2019,02,016,race-ethnicity,Hispanic,,,,,,
2019,02,016,race-ethnicity,Other Races and Ethnicities,,,,,,
2019,02,016,race-ethnicity,"White, Non-Hispanic",,,,,,
2019,02,020,all,All,1709,1709,1709,0.0366321566,1,1
2019,02,020,race-ethnicity,"Black, Non-Hispanic",166,166,166,0.0740740741,1,1
2019,02,020,race-ethnicity,Hispanic,204,204,204,0.0378197998,1,1
2019,02,020,race-ethnicity,Other Races and Ethnicities,1113,1113,1113,0.0566816052,1,1
2019,02,020,race-ethnicity,"White, Non-Hispanic",226,225,227,0.0116603034,1,1
2019,02,050,all,All,23,23,23,0.005418139,3,3
2019,02,050,race-ethnicity,"Black, Non-Hispanic",,,,,,
2019,02,050,race-ethnicity,Hispanic,,,,,,
2019,02,050,race-ethnicity,Other Races and Ethnicities,23,23,23,0.0056400196,3,3
2019,02,050,race-ethnicity,"White, Non-Hispanic",,,,,,
2019,02,060,all,All,,,,,,
2019,02,060,race-ethnicity,"Black, Non-Hispanic",,,,,,
2019,02,060,race-ethnicity,Hispanic,,,,,,
2019,02,060,race-ethnicity,Other Races and Ethnicities,,,,,,
2019,02,060,race-ethnicity,"White, Non-Hispanic",,,,,,
2019,02,068,all,All,,,,,,
2019,02,068,race-ethnicity,"Black, Non-Hispanic",,,,,,
2019,02,068,race-ethnicity,Hispanic,,,,,,
2019,02,068,race-ethnicity,Other Races and Ethnicities,,,,,,
2019,02,068,race-ethnicity,"White, Non-Hispanic",,,,,,
2019,02,070,all,All,10,10,10,0.0226244344,3,3
2019,02,070,race-ethnicity,"Black, Non-Hispanic",,,,,,
2019,02,070,race-ethnicity,Hispanic,,,,,,
2019,02,070,race-ethnicity,Other Races and Ethnicities,,,,,,
2019,02,070,race-ethnicity,"White, Non-Hispanic",,,,,,
2019,02,090,all,All,370,369,371,0.0241877492,1,1
2019,02,090,race-ethnicity,"Black, Non-Hispanic",37,37,37,0.063464837,1,1
2019,02,090,race-ethnicity,Hispanic,19,19,19,0.0142215569,1,1
2019,02,090,race-ethnicity,Other Races and Ethnicities,175,174,176,0.038093165,1,1
2019,02,090,race-ethnicity,"White, Non-Hispanic",130,129,131,0.0147996357,1,1
2019,02,100,all,All,,,,,,
2019,02,100,race-ethnicity,"Black, Non-Hispanic",,,,,,
2019,02,100,race-ethnicity,Hispanic,,,,,,
2019,02,100,race-ethnicity,Other Races and Ethnicities,,,,,,
2019,02,100,race-ethnicity,"White, Non-Hispanic",,,,,,
2019,02,105,all,All,30,30,30,0.2362204724,1,1
2019,02,105,race-ethnicity,"Black, Non-Hispanic",,,,,,
2019,02,105,race-ethnicity,Hispanic,,,,,,
2019,02,105,race-ethnicity,Other Races and Ethnicities,,,,,,
2019,02,105,race-ethnicity,"White, Non-Hispanic",,,,,,
2019,02,110,all,All,85,85,85,0.017989418,1,1
2019,02,110,race-ethnicity,"Black, Non-Hispanic",,,,,,
2019,02,110,race-ethnicity,Hispanic,3,3,3,0.0085227273,1,1
2019,02,110,race-ethnicity,Other Races and Ethnicities,63,63,63,0.0293569432,1,1
2019,02,110,race-ethnicity,"White, Non-Hispanic",17,17,17,0.0077910174,1,1
2019,02,122,all,All,175,175,175,0.0199452929,1,1
2019,02,122,race-ethnicity,"Black, Non-Hispanic",,,,,,
2019,02,122,race-ethnicity,Hispanic,11,11,11,0.0278481013,1,1
2019,02,122,race-ethnicity,Other Races and Ethnicities,68,68,68,0.0340681363,1,1
2019,02,122,race-ethnicity,"White, Non-Hispanic",94,94,94,0.0148218228,1,1
2019,02,130,all,All,,,,,,
2019,02,130,race-ethnicity,"Black, Non-Hispanic",,,,,,
2019,02,130,race-ethnicity,Hispanic,,,,,,
2019,02,130,race-ethnicity,Other Races and Ethnicities,,,,,,
2019,02,130,race-ethnicity,"White, Non-Hispanic",,,,,,
2019,02,150,all,All,27,27,27,0.0116984402,3,3
2019,02,150,race-ethnicity,"Black, Non-Hispanic",,,,,,
2019,02,150,race-ethnicity,Hispanic,,,,,,
2019,02,150,race-ethnicity,Other Races and Ethnicities,21,21,21,0.0178875639,3,3
