year,state,county,descriptive_representation_asian_other,descriptive_representation_asian_other_quality,descriptive_representation_black_nonhispanic,descriptive_representation_black_nonhispanic_quality,descriptive_representation_hispanic,descriptive_representation_hispanic_quality,descriptive_representation_white_nonhispanic,descriptive_representation_white_nonhispanic_quality
2018,13,045,0,3,0.4466343748080936,3,0,3,1.7395204760292695,3
2018,13,047,0,3,0,3,0,3,1.12878093492209,3
2018,13,049,0,3,0.9726915520628684,3,0,3,1.8258143822987092,3
2018,13,051,0,2,0.7007004145702361,2,0,2,1.5579575789184228,2
2018,13,053,0,1,1.0200852676456655,1,0,1,1.365504121750159,1
2018,13,055,0,3,1.002078521939954,3,0,3,1.032173654475171,3
2018,13,057,0,3,0,3,0,3,1.613984085501323,3
2018,13,059,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,061,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,063,0,3,0,3,0,3,7.103359173126615,3
2018,13,065,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,067,0,3,0.5958173282116943,3,0,3,1.5098420938784338,3
2018,13,069,0,3,1.1270572745227123,3,0,3,1.2774236338848153,3
2018,13,071,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,073,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,075,0,3,0.7969868173258003,3,0,3,1.4271582733812949,3
2018,13,077,0,3,0.28658163956733257,3,0,3,1.206297477503267,3
2018,13,079,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,081,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,083,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,085,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,087,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,089,0,3,0.950680412371134,3,0,3,1.1935801190784363,3
2018,13,091,0,3,0.9983708672735984,3,0,3,1.2715215622457283,3
2018,13,093,0,2,1.137655131215001,2,0,2,1.1042524791895991,2
2018,13,095,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,097,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,099,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,101,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,103,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,105,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,107,0,3,0.8107481792098874,3,0,3,1.447399527186761,3
2018,13,109,0,3,0.5780445969125214,3,0,3,1.7925531914893618,3
2018,13,111,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,113,0,3,0,3,0,3,1.631495707184817,3
2018,13,115,0,3,1.237601751145769,3,0,3,1.3067894546767784,3
2018,13,117,0,3,0,3,0,3,1.600371747211896,3
2018,13,119,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,121,0,3,0,3,0,3,1.7266986315604247,3
2018,13,123,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,125,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,127,0,3,1.077312430011198,3,0,3,1.3169609856262836,3
2018,13,129,0,3,3.4808333333333334,3,0.8978933791917455,3,0.8068379370291675,3
2018,13,131,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,133,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,135,0,3,0.443827442406678,3,0,3,2.231374524190908,3
2018,13,137,0,3,2.422816265060241,3,0,3,1.5675291281297137,3
2018,13,139,0,3,0.9397634311126044,3,0,3,2.016145321390983,3
2018,13,141,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,143,0,3,0,3,0,3,1.1670251497139443,3
2018,13,145,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,147,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,149,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,151,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,153,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,155,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,157,0,3,0,3,0,3,1.1318281136198105,3
2018,13,159,0,3,1.0092095165003836,3,0,3,1.1115807269653424,3
2018,13,161,0,3,1.092339979013641,3,0,3,1.234387351778656,3
2018,13,163,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,165,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,167,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,169,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,171,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,173,0,3,1.0558424790187215,3,0,3,1.1624022743425728,3
2018,13,175,0,3,0.782483847810481,3,0,3,1.3704945515507123,3
2018,13,177,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,179,0,3,1.8622100954979537,3,0,3,0,3
2018,13,181,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,183,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,185,0,3,1.6467605633802818,3,0,3,1.084098284654613,3
2018,13,187,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,189,0,3,1.0576081153230112,3,0,3,1.1037191809444211,3
2018,13,191,38.46153846153847,3,0.3508771929824562,3,0,3,0,3
2018,13,193,20.80774365821095,3,0.44065879691807447,3,0,3,0,3
2018,13,195,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,197,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,199,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,201,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,205,0,3,0.6880092161267064,3,0,3,1.6553338774974655,3
2018,13,207,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,209,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,211,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,213,0,3,0,3,0,3,1.1577663323393874,3
2018,13,215,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,217,0,3,0.8677663956596775,3,0,3,1.3292679990467526,3
2018,13,219,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,221,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,223,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,225,0,3,0.8738252349530093,3,0,3,2.1871871871871873,3
2018,13,227,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,229,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,231,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,233,0,3,0,3,0,3,2.3631603998096145,3
2018,13,235,0,3,0.34683213585891576,3,0,3,1.9450549450549457,3
2018,13,237,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,239,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,241,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,243,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,245,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,247,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,249,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,251,0,3,0.3873239436619718,3,0,3,1.56041388518024,3
2018,13,253,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,255,0,3,0.7732046454656807,3,0,3,1.5514592933947773,3
2018,13,257,0,3,0,3,0,3,1.2974753018660812,3
2018,13,259,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,261,0,2,0.8522716449185637,2,0,2,1.5335923217550271,2
2018,13,263,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,265,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,267,0,3,0.7056698165647582,3,0,3,1.2866554054054054,3
2018,13,269,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,271,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,273,0,3,1.0616576141621406,3,0,3,1.0549725137431285,3
2018,13,275,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,277,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,279,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,281,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,283,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,285,0,2,1.040327383654505,2,0,2,1.1926680519784465,2
2018,13,287,0,3,1.1304054881783658,3,0,3,0,3
2018,13,289,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,291,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,293,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,295,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,297,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,299,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,301,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,303,0,3,0.6535932499272622,3,0,3,1.615340364333653,3
2018,13,305,0,3,0.6571361612374034,3,0,3,1.7270263611727024,3
2018,13,307,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,309,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,311,0,3,0,3,0,3,1.1079545454545454,3
2018,13,313,0,3,2.442309239153177,3,0,3,1.9362813946739963,3
2018,13,315,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,317,0,3,0.7286447513136991,3,0,3,1.4504652435686918,3
2018,13,319,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,321,0,3,0.9698854337152208,3,0,3,1.1642436149312376,3
2018,15,001,NA,NA,NA,NA,NA,NA,NA,NA
2018,15,003,NA,NA,NA,NA,NA,NA,NA,NA
2018,15,005,NA,NA,NA,NA,NA,NA,NA,NA
2018,15,007,NA,NA,NA,NA,NA,NA,NA,NA
2018,15,009,NA,NA,NA,NA,NA,NA,NA,NA
2018,16,001,0,3,0,3,0,3,1.1096605744125327,3
2018,16,003,NA,NA,NA,NA,NA,NA,NA,NA
2018,16,005,NA,NA,NA,NA,NA,NA,NA,NA
2018,16,007,NA,NA,NA,NA,NA,NA,NA,NA
2018,16,009,0,3,0,3,0,3,1.0540540540540542,3
2018,16,011,0,3,0,3,0,3,1.1923601637107777,3
2018,16,013,0,3,0,3,0,3,1.0679970436067996,3
2018,16,015,NA,NA,NA,NA,NA,NA,NA,NA
2018,16,017,NA,NA,NA,NA,NA,NA,NA,NA
2018,16,019,0,3,0,3,0,3,1.12521002264592,3
2018,16,021,NA,NA,NA,NA,NA,NA,NA,NA
2018,16,023,NA,NA,NA,NA,NA,NA,NA,NA
2018,16,025,NA,NA,NA,NA,NA,NA,NA,NA
2018,16,027,NA,NA,NA,NA,NA,NA,NA,NA
2018,16,029,0,3,0,3,0,3,1.0878402903811253,3
2018,16,031,0,3,0,3,0,3,1.6596799999999998,3
2018,16,033,NA,NA,NA,NA,NA,NA,NA,NA
2018,16,035,0,3,0,3,0,3,1.147547030616009,3
2018,16,037,NA,NA,NA,NA,NA,NA,NA,NA
2018,16,039,0,2,8.214788732394366,2,0,2,1.006085289889794,2
2018,16,041,0,3,0,3,0,3,1.159606986899563,3
2018,16,043,0,3,0,3,0,3,1.352487466255303,3
2018,16,045,NA,NA,NA,NA,NA,NA,NA,NA
2018,16,047,0,3,0,3,0,3,1.951936872309899,3
2018,16,049,NA,NA,NA,NA,NA,NA,NA,NA
2018,16,051,NA,NA,NA,NA,NA,NA,NA,NA
2018,16,053,0,3,0,3,0,3,1.5976388888888888,3
2018,16,055,0,3,0,3,0,3,1.126864570493679,3
2018,16,057,0,2,0,2,0,2,1.1519172691498123,2
2018,16,059,NA,NA,NA,NA,NA,NA,NA,NA
2018,16,061,NA,NA,NA,NA,NA,NA,NA,NA
2018,16,063,NA,NA,NA,NA,NA,NA,NA,NA
2018,16,065,NA,NA,NA,NA,NA,NA,NA,NA
2018,16,067,NA,NA,NA,NA,NA,NA,NA,NA
2018,16,069,NA,NA,NA,NA,NA,NA,NA,NA
2018,16,071,NA,NA,NA,NA,NA,NA,NA,NA
2018,16,073,NA,NA,NA,NA,NA,NA,NA,NA
2018,16,075,NA,NA,NA,NA,NA,NA,NA,NA
2018,16,077,NA,NA,NA,NA,NA,NA,NA,NA
2018,16,079,NA,NA,NA,NA,NA,NA,NA,NA
2018,16,081,NA,NA,NA,NA,NA,NA,NA,NA
2018,16,083,0,2,0,2,0,2,1.2824263772422075,2
2018,16,085,NA,NA,NA,NA,NA,NA,NA,NA
2018,16,087,NA,NA,NA,NA,NA,NA,NA,NA
2018,17,001,NA,NA,NA,NA,NA,NA,NA,NA
2018,17,003,NA,NA,NA,NA,NA,NA,NA,NA
2018,17,005,0,3,0,3,0,3,1.3135188866799206,3
2018,17,007,0,3,0,3,0,3,1.3193473193473195,3
2018,17,009,NA,NA,NA,NA,NA,NA,NA,NA
2018,17,011,NA,NA,NA,NA,NA,NA,NA,NA
2018,17,013,NA,NA,NA,NA,NA,NA,NA,NA
2018,17,015,0,3,0,3,0,3,1.1240384615384615,3
2018,17,017,NA,NA,NA,NA,NA,NA,NA,NA
2018,17,019,0.3722760314671275,2,1.428022170041954,2,0,2,1.1063650920068626,2
2018,17,021,0,3,0,3,0,3,1.032027128862095,3
2018,17,023,NA,NA,NA,NA,NA,NA,NA,NA
2018,17,025,0,3,0,3,0,3,1.0426356589147288,3
2018,17,027,0,3,0,3,0,3,1.0698096672370752,3
2018,17,029,NA,NA,NA,NA,NA,NA,NA,NA
2018,17,031,0.31929506731799573,3,0.19906553850348663,3,0.11337310679220708,3,1.580881970474573,3
2018,17,033,0,1,0,1,0,1,1.290741397117671,1
2018,17,035,NA,NA,NA,NA,NA,NA,NA,NA
2018,17,037,0,3,0,3,0,3,1.2318089094243732,3
2018,17,039,NA,NA,NA,NA,NA,NA,NA,NA
2018,17,041,0,3,0,3,0,3,1.0355934152949828,3
2018,17,043,0.01944252681657969,3,0.8386970060095907,3,0.02025883546025064,3,1.5152288894229151,3
2018,17,045,NA,NA,NA,NA,NA,NA,NA,NA
2018,17,047,NA,NA,NA,NA,NA,NA,NA,NA
2018,17,049,NA,NA,NA,NA,NA,NA,NA,NA
2018,17,051,NA,NA,NA,NA,NA,NA,NA,NA
2018,17,053,0,3,0,3,0,3,1.02684356680037,3
2018,17,055,0,3,0,3,0,3,1.0538020086083213,3
2018,17,057,0,3,0,3,0,3,1.0477252453166814,3
2018,17,059,NA,NA,NA,NA,NA,NA,NA,NA
2018,17,061,NA,NA,NA,NA,NA,NA,NA,NA
2018,17,063,0,3,0,3,0,3,1.0910489567430546,3
2018,17,065,NA,NA,NA,NA,NA,NA,NA,NA
2018,17,067,0,3,0,3,0,3,1.067950104816956,3
2018,17,069,NA,NA,NA,NA,NA,NA,NA,NA
2018,17,071,NA,NA,NA,NA,NA,NA,NA,NA
2018,17,073,0,3,0,3,0.9804329948038352,3,1.0105581151238157,3
2018,17,075,NA,NA,NA,NA,NA,NA,NA,NA
2018,17,077,0,2,1.446264194222534,2,0,2,1.018739772970176,2
2018,17,079,0,3,0,3,0,3,1.0418079096045196,3
2018,17,081,0,3,1.3211958946898708,3,0,3,1.0483491192351952,3
2018,17,083,NA,NA,NA,NA,NA,NA,NA,NA
2018,17,085,0,3,0,3,0,3,1.131848762253374,3
2018,17,087,NA,NA,NA,NA,NA,NA,NA,NA
2018,17,089,0,2,2.2065469386759835,2,0.1585322337457276,2,1.6524474961903273,2
2018,17,091,0,3,0,3,0,3,1.1269254467036351,3
2018,17,093,1.9129826017918237,3,0,3,0.7921447164444894,3,1.101690931429811,3
2018,17,095,0,2,0,2,0,2,1.3052801114600396,2
2018,17,097,0,3,0.5389450030304738,3,0,3,1.0907245979376448,3
2018,17,099,0,3,0,3,0,3,1.352883652032491,3
2018,17,101,0,3,0,3,0,3,1.1314036885245902,3
2018,17,103,0,3,0,3,0,3,1.1179549114331722,3
2018,17,105,0,3,0,3,0,3,1.0554057329655795,3
2018,17,107,NA,NA,NA,NA,NA,NA,NA,NA
2018,17,109,0,2,1.6649875410198465,2,0,2,1.0312972292000784,2
2018,17,111,0,3,0,3,0,3,1.234931436757037,3
2018,17,113,0,1,0.9724201170856636,1,0,1,1.2177729487665865,1
2018,17,115,NA,NA,NA,NA,NA,NA,NA,NA
2018,17,117,0,3,0,3,0,3,1.017814134713534,3
2018,17,119,0,3,0.02701298190610582,3,0,3,1.0830957875703977,3
2018,17,121,0,3,0,3,0,3,1.034324942791762,3
2018,17,123,0,3,0,3,0,3,1.024390243902439,3
2018,17,125,NA,NA,NA,NA,NA,NA,NA,NA
2018,17,127,NA,NA,NA,NA,NA,NA,NA,NA
2018,17,129,NA,NA,NA,NA,NA,NA,NA,NA
2018,17,131,0,3,0,3,0,3,1.041198685257107,3
2018,17,133,0,3,0,3,0,3,1.0449706496865985,3
2018,17,135,0,3,0,3,0,3,1.1807691821251831,3
2018,17,137,NA,NA,NA,NA,NA,NA,NA,NA
2018,17,139,0,3,0,3,0,3,1.0024979184013325,3
2018,17,141,0,3,0,3,0,3,1.0801805285035695,3
2018,17,143,0,2,0.6388767843809511,2,1.431355909572878,2,1.291205995797451,2
2018,17,145,0,3,0,3,0,3,1.6001757469244284,3
2018,17,147,0,3,0,3,0,3,1.0430555555555556,3
2018,17,149,0,3,0,3,0,3,1.0326014637391885,3
2018,17,151,NA,NA,NA,NA,NA,NA,NA,NA
2018,17,153,NA,NA,NA,NA,NA,NA,NA,NA
2018,17,155,NA,NA,NA,NA,NA,NA,NA,NA
2018,17,157,0,3,0,3,0,3,1.5655249441548773,3
2018,17,159,0,2,0,2,0,2,1.0698408842463258,2
2018,17,161,0.44162740936276385,2,0.1565323817630241,2,1.0489969718905532,2,1.1086195914529762,2
2018,17,163,0,3,0,3,0.06589557753777574,3,1.3498443956650008,3
2018,17,165,0,3,0,3,0,3,1.2014879107253564,3
2018,17,167,0,3,0,3,0,3,1.0286824021511802,3
2018,17,169,NA,NA,NA,NA,NA,NA,NA,NA
2018,17,171,NA,NA,NA,NA,NA,NA,NA,NA
2018,17,173,NA,NA,NA,NA,NA,NA,NA,NA
2018,17,175,NA,NA,NA,NA,NA,NA,NA,NA
2018,17,177,NA,NA,NA,NA,NA,NA,NA,NA
2018,17,179,0,3,0,3,0,3,1.0761130971725708,3
2018,17,181,0,3,0,3,0,3,1.1632765255634965,3
2018,17,183,0,2,0,2,0,2,1.4138837675124132,2
2018,17,185,NA,NA,NA,NA,NA,NA,NA,NA
2018,17,187,0,2,0,2,0.7448929961089493,2,1.2138247282608696,2
2018,17,189,0,3,0,3,0,3,1.0228174603174602,3
2018,17,191,NA,NA,NA,NA,NA,NA,NA,NA
2018,17,193,0,1,0,1,0,1,1.0468549047334232,1
2018,17,195,0,3,0,3,0,3,1.3885453363394806,3
2018,17,197,0,3,0.4579643108912224,3,0.607370440011408,3,1.447226913370704,3
2018,17,199,0,3,0,3,0,3,1.0975692963752666,3
2018,17,201,0,3,0,3,0,3,1.2146537699425115,3
2018,17,203,0,3,0,3,0,3,1.0580286510101973,3
2018,18,001,0,3,0,3,0,3,1.0585092172054502,3
2018,18,003,0,3,2.695310245310245,3,0,3,1.0459913511495504,3
2018,18,005,1.0199114566461505,2,0,2,0,2,1.1025544250111865,2
2018,18,007,NA,NA,NA,NA,NA,NA,NA,NA
2018,18,009,0,3,0,3,0,3,1.0690586419753083,3
2018,18,011,0,3,0,3,0,3,1.013275923932544,3
2018,18,013,NA,NA,NA,NA,NA,NA,NA,NA
2018,18,015,0,3,0,3,0,3,1.2520941364180296,3
2018,18,017,NA,NA,NA,NA,NA,NA,NA,NA
2018,18,019,NA,NA,NA,NA,NA,NA,NA,NA
2018,18,021,20.824120603015075,3,0,3,0,3,0,3
2018,18,023,NA,NA,NA,NA,NA,NA,NA,NA
2018,18,025,NA,NA,NA,NA,NA,NA,NA,NA
2018,18,027,NA,NA,NA,NA,NA,NA,NA,NA
2018,18,029,0,3,0,3,0,3,1.046888141295206,3
2018,18,031,NA,NA,NA,NA,NA,NA,NA,NA
2018,18,033,0,3,0,3,0,3,1.0411883353349145,3
2018,18,035,0,3,0,3,0,3,1.0465328467153283,3
2018,18,037,0,3,0,3,0,3,1.0703277645669012,3
2018,18,039,0,3,0.720492107799145,3,0,3,1.576309049135089,3
2018,18,041,NA,NA,NA,NA,NA,NA,NA,NA
2018,18,043,NA,NA,NA,NA,NA,NA,NA,NA
2018,18,045,0,3,0,3,11.512903225806452,3,0.8515359379660006,3
2018,18,047,0,3,0,3,0,3,1.0066422881809565,3
2018,18,049,0,2,0,2,0,2,1.0336065994414516,2
2018,18,051,11.233462109955424,3,0,3,0,3,0.9882468788463832,3
2018,18,053,0,3,0,3,0,3,1.106686541737649,3
2018,18,055,NA,NA,NA,NA,NA,NA,NA,NA
2018,18,057,0,2,0,2,0,2,1.1892585963961395,2
2018,18,059,0,2,0,2,0,2,1.0744597624229877,2
2018,18,061,0,3,0,3,0,3,1.0671641791044777,3
2018,18,063,0,1,0,1,0,1,1.2334445929956968,1
2018,18,065,0,3,0,3,0,3,1.0153960764837349,3
2018,18,067,0,1,1.003685325414826,1,0,1,1.0933999154929943,1
2018,18,069,0,2,0,2,0,2,1.0623379241514277,2
2018,18,071,0,3,0,3,0,3,1.028282122905028,3
2018,18,073,0,3,0,3,0,3,1.1348314606741572,3
2018,18,075,0,3,0,3,0,3,1.0289687137891077,3
2018,18,077,0,3,0,3,0,3,1.1480158347011682,3
2018,18,079,NA,NA,NA,NA,NA,NA,NA,NA
2018,18,081,0,2,0,2,0,2,1.186781468579572,2
2018,18,083,NA,NA,NA,NA,NA,NA,NA,NA
2018,18,085,0,3,0,3,0,3,1.1691613209788547,3
2018,18,087,0,3,0,3,0.6976955638197897,3,1.1471060642967357,3
2018,18,089,0,3,0,3,0.10967763825252969,3,1.2593660658504813,3
2018,18,091,NA,NA,NA,NA,NA,NA,NA,NA
2018,18,093,NA,NA,NA,NA,NA,NA,NA,NA
2018,18,095,0,2,1.3537412993236946,2,0,2,0.9622597355308984,2
2018,18,097,NA,NA,NA,NA,NA,NA,NA,NA
2018,18,099,0,3,0,3,0,3,1.0288870008496176,3
2018,18,101,0,3,0,3,0,3,1.0170838299562972,3
2018,18,103,0,3,0,3,0,3,1.2084225553176302,3
2018,18,105,0,3,0,3,0,3,1.0821176856253072,3
2018,18,107,0,3,0,3,0,3,1.1563062738601166,3
2018,18,109,0,3,0,3,0,3,0.9104276820494228,3
2018,18,111,NA,NA,NA,NA,NA,NA,NA,NA
2018,18,113,0,3,0,3,0,3,1.0901639344262295,3
2018,18,115,NA,NA,NA,NA,NA,NA,NA,NA
2018,18,117,NA,NA,NA,NA,NA,NA,NA,NA
2018,18,119,0,3,0,3,0,3,1.030674846625767,3
2018,18,121,NA,NA,NA,NA,NA,NA,NA,NA
2018,18,123,NA,NA,NA,NA,NA,NA,NA,NA
2018,18,125,0,3,0,3,0,3,1.0335899230230932,3
2018,18,127,0,3,0,3,0,3,1.1352973834454791,3
2018,18,129,NA,NA,NA,NA,NA,NA,NA,NA
2018,18,131,NA,NA,NA,NA,NA,NA,NA,NA
2018,18,133,8.93170731707317,3,0,3,0,3,0.8243106359032076,3
2018,18,135,0,3,0,3,0,3,1.1620386098051836,3
2018,18,137,NA,NA,NA,NA,NA,NA,NA,NA
2018,18,139,NA,NA,NA,NA,NA,NA,NA,NA
2018,18,141,0,3,0,3,0,3,1.259490556754097,3
2018,18,143,NA,NA,NA,NA,NA,NA,NA,NA
2018,18,145,NA,NA,NA,NA,NA,NA,NA,NA
2018,18,147,NA,NA,NA,NA,NA,NA,NA,NA
2018,18,149,NA,NA,NA,NA,NA,NA,NA,NA
2018,18,151,NA,NA,NA,NA,NA,NA,NA,NA
2018,18,153,NA,NA,NA,NA,NA,NA,NA,NA
2018,18,155,NA,NA,NA,NA,NA,NA,NA,NA
2018,18,157,0.4131583552055993,3,3.291788651889028,3,0,3,1.1885120948025427,3
2018,18,159,NA,NA,NA,NA,NA,NA,NA,NA
2018,18,161,NA,NA,NA,NA,NA,NA,NA,NA
2018,18,163,6.440520623983156,3,0,3,0,3,0.8529242156359511,3
2018,18,165,NA,NA,NA,NA,NA,NA,NA,NA
2018,18,167,0,2,0,2,0,2,1.1903788528885058,2
2018,18,169,0,2,0,2,0,2,1.0781546067944745,2
2018,18,171,NA,NA,NA,NA,NA,NA,NA,NA
2018,18,173,NA,NA,NA,NA,NA,NA,NA,NA
2018,18,175,0,3,0,3,0,3,1.0282872423626075,3
2018,18,177,NA,NA,NA,NA,NA,NA,NA,NA
2018,18,179,0,3,0,3,0,3,1.0595838587641866,3
2018,18,181,NA,NA,NA,NA,NA,NA,NA,NA
2018,18,183,0,3,0,3,0,3,1.0636942675159236,3
2018,19,001,NA,NA,NA,NA,NA,NA,NA,NA
2018,19,003,NA,NA,NA,NA,NA,NA,NA,NA
2018,19,005,0,3,0,3,0,3,2.0552396425670185,3
2018,19,007,0,3,0,3,0,3,1.062548412083656,3
2018,19,009,0,3,0,3,0,3,1.0507131537242471,3
2018,19,011,0,3,0,3,0,3,1.0467753366406802,3
2018,19,013,0,3,0,3,0,3,1.1067940891486363,3
2018,19,015,0,2,0,2,0,2,1.0729857482369178,2
2018,19,017,0,3,0,3,0,3,1.0891891891891892,3
2018,19,019,0,3,0,3,0,3,1.050874637481212,3
2018,19,021,NA,NA,NA,NA,NA,NA,NA,NA
2018,19,023,NA,NA,NA,NA,NA,NA,NA,NA
2018,19,025,NA,NA,NA,NA,NA,NA,NA,NA
2018,19,027,0,3,0,3,0,3,1.015386193455739,3
2018,19,029,0,2,0,2,0,2,1.0690138260305315,2
2018,19,031,0,3,0,3,0,3,1.0678381844950806,3
2018,19,033,NA,NA,NA,NA,NA,NA,NA,NA
2018,19,035,0,3,0,3,0,3,1.0615647712697736,3
2018,19,037,NA,NA,NA,NA,NA,NA,NA,NA
2018,19,039,NA,NA,NA,NA,NA,NA,NA,NA
2018,19,041,NA,NA,NA,NA,NA,NA,NA,NA
2018,19,043,0,3,0,3,0,3,1.0347409247112591,3
2018,19,045,0,2,0,2,0,2,1.123370999111034,2
2018,19,047,NA,NA,NA,NA,NA,NA,NA,NA
2018,19,049,0,3,0,3,0,3,1.3024001484061511,3
2018,19,051,NA,NA,NA,NA,NA,NA,NA,NA
2018,19,053,0,3,0,3,0,3,1.0334855403348553,3
2018,19,055,0,3,0,3,0,3,1.027120717781403,3
2018,19,057,NA,NA,NA,NA,NA,NA,NA,NA
2018,19,059,0,3,0,3,0,3,1.0535424829349491,3
2018,19,061,0,2,0,2,11.263315037068873,2,0.8183247660640522,2
2018,19,063,0,2,0,2,0,2,1.218847514042022,2
2018,19,065,0,3,0,3,0,3,1.080821715979836,3
2018,19,067,0,3,0,3,0,3,1.161366128779571,3
2018,19,069,NA,NA,NA,NA,NA,NA,NA,NA
2018,19,071,NA,NA,NA,NA,NA,NA,NA,NA
2018,19,073,NA,NA,NA,NA,NA,NA,NA,NA
2018,19,075,NA,NA,NA,NA,NA,NA,NA,NA
2018,19,077,0,3,0,3,0,3,1.039046988749173,3
2018,19,079,NA,NA,NA,NA,NA,NA,NA,NA
2018,19,081,0,3,0,3,0,3,1.0646263679704011,3
2018,19,083,0,3,0,3,0,3,1.1231915826391934,3
2018,19,085,0,3,0,3,0,3,1.0953697304768486,3
2018,19,087,NA,NA,NA,NA,NA,NA,NA,NA
2018,19,089,NA,NA,NA,NA,NA,NA,NA,NA
2018,19,091,0,3,0,3,0,3,1.1022126022126022,3
2018,19,093,0,2,0,2,0,2,1.0528503208951745,2
2018,19,095,0,3,0,3,0,3,1.070235227978,3
2018,19,097,NA,NA,NA,NA,NA,NA,NA,NA
2018,19,099,0,3,0,3,0,3,1.0682462978784035,3
2018,19,101,0,2,0,2,0,2,1.416331623457646,2
2018,19,103,8.212980620278225,3,0,3,0,3,0.7545957473092592,3
2018,19,105,0,3,0,3,0,3,1.0579310344827586,3
2018,19,107,NA,NA,NA,NA,NA,NA,NA,NA
2018,19,109,0,3,0,3,0,3,1.047427035330261,3
2018,19,111,NA,NA,NA,NA,NA,NA,NA,NA
