year,state,place,subgroup_type,subgroup,share_affordable_30_ami,share_affordable_50_ami,share_affordable_80_ami,share_affordable_30_ami_quality,share_affordable_50_ami_quality,share_affordable_80_ami_quality,share_affordable_available_30_ami,share_affordable_available_50_ami,share_affordable_available_80_ami,share_affordable_available_30_ami_quality,share_affordable_available_50_ami_quality,share_affordable_available_80_ami_quality
2017,02,03000,tenure,All,1.051254023197911,1.440521957711075,1.5445496310733677,2,2,2,0.35525596647841134,0.7650450983291439,0.8551672931458536,2,2,2
2016,02,03000,tenure,All,1.0840830204717715,1.5807200929152148,1.502456378112824,2,2,2,0.2830629737196288,0.5892522112034307,0.8490355993320587,2,2,2
2015,02,03000,tenure,All,0.798100106085447,1.109863722830324,1.4353183210715803,2,2,2,0.3539878483942521,0.567312190101974,0.813345557816588,2,2,2
2014,02,03000,tenure,All,0.7745098039215687,1.024567757807695,1.3305604007334855,2,2,2,0.2560419516643867,0.5409007038884712,0.8365311507670289,2,2,2
2024,04,04720,tenure,All,1.3774748855552965,0.8243817284575615,1.5536110645493992,2,2,2,0.3649281521031111,0.33696570892404626,1.017455706771916,2,2,2
2023,04,04720,tenure,All,1.261062037721611,1.1336592137178216,1.6108621255014748,2,2,2,0.24426349375069417,0.3386558632051116,0.7859477217250941,2,2,2
2022,04,04720,tenure,All,NA,1.105597834849214,1.2631314529464897,NA,2,2,NA,0.4144060224322006,0.6954638376508443,NA,2,2
2021,04,04720,tenure,All,1.1798443459644539,1.2830034663805323,1.5371339629015746,2,2,2,0.3447141619825437,0.4709122801942716,0.7907668993012011,2,2,2
2019,04,04720,tenure,All,0.9290528806200863,1.1304736735032734,1.8094711904480418,2,2,2,0.15553616749488233,0.34822954889163776,0.9401828818397219,2,2,2
2018,04,04720,tenure,All,1.0540901573905828,1.075324635593398,1.5944470303374616,2,2,2,0.2258317645725477,0.34484380771931333,0.9378213015258806,2,2,2
2017,04,04720,tenure,All,1.0893174271950263,1.0152526395515153,1.75979811351794,2,2,2,0.24378615515026067,0.3490584978275312,0.9698103994875851,2,2,2
2016,04,04720,tenure,All,0.8752554128013692,0.7918062223234887,1.606960453608794,2,2,2,0.3191563161056141,0.37112376332590696,0.8654199097247748,2,2,2
2015,04,04720,tenure,All,0.922573704829172,1.0910268911698162,1.7365188914656955,2,2,2,0.4262245659045661,0.5962634480449925,1.0414360528239763,2,2,2
2014,04,04720,tenure,All,1.0077313626489124,1.0596034157411385,1.7064489571906252,2,2,2,0.2918394491548548,0.46332893254126556,1.0803242905009798,2,2,2
2024,04,07940,tenure,All,1.5748848838184146,1.509260115373814,1.5607790167254725,2,2,2,0.4128264643494751,0.5175380174640983,0.8406938201246248,2,2,2
2023,04,07940,tenure,All,NA,1.7042233398355353,1.6246647155118163,NA,2,2,NA,0.5296458807254545,0.7072467849806923,NA,2,2
2022,04,07940,tenure,All,1.6161876331583434,1.535645485491367,1.4907838918169207,2,2,2,0.4322511452310701,0.6090177391640934,0.75562135195921,2,2,2
2021,04,07940,tenure,All,NA,1.7705812478857494,1.8917795061643765,NA,2,2,NA,0.6020846309333443,0.8332852159116839,NA,2,2
2019,04,07940,tenure,All,1.861216451295492,1.7186505241956962,1.8562076135355685,2,2,2,0.33072254154292857,0.4664799949571145,0.8841260343506544,2,2,2
2018,04,07940,tenure,All,NA,1.6917409119215674,1.75517365319192,NA,2,2,NA,0.5770086535856175,0.9246680251466515,NA,2,2
2017,04,07940,tenure,All,1.8077759561118865,1.6181785411908534,1.8803886404642332,2,2,2,0.6048059986675337,0.726435275271173,1.0669413764916316,2,2,2
2016,04,07940,tenure,All,1.5747232121053216,1.3883162821809274,1.720225596348389,2,2,2,0.43810617167172355,0.514423338166597,0.8142932789644113,2,2,2
2015,04,07940,tenure,All,1.6770755124200387,1.663813311631964,1.7466918612037934,2,2,2,0.6560711987947119,0.8057729326845946,1.055170984632178,2,2,2
2014,04,07940,tenure,All,1.3783560085576974,1.3725442262971357,1.6270653604703524,2,2,2,0.5609526211999684,0.7017037282391091,1.0076894527530793,2,2,2
2024,04,12000,tenure,All,1.7802191225411006,1.2761515147916604,1.5538046944526491,1,1,1,0.3063748217578918,0.3634435031251186,0.807746043014034,1,1,1
2023,04,12000,tenure,All,1.8665382203724028,1.5505547956337178,1.6706828635286761,1,1,1,0.4301578046453029,0.515767187644142,0.7347386404554641,1,1,1
2022,04,12000,tenure,All,1.620419205695566,1.412147841653879,1.5843003183366537,1,1,1,0.2594458645012815,0.4066237253384504,0.6820836003948864,1,1,1
2021,04,12000,tenure,All,1.2824155450403099,1.2612747228184022,1.4701171107001467,3,3,3,0.2821238674673584,0.38226322855901157,0.7046346781103477,3,3,3
2019,04,12000,tenure,All,1.9696064865500993,1.7389815325453863,1.798333286244739,3,3,3,0.38394630021707427,0.5157225203665398,0.8576731509512374,3,3,3
2018,04,12000,tenure,All,1.2726233512949807,1.2763082827291563,1.6403795097247378,3,3,3,0.20276920388809086,0.41726615390792515,0.7899323627790263,3,3,3
2017,04,12000,tenure,All,1.4901993378484615,1.338968697888476,1.5560982314167007,3,3,3,0.35668179134214756,0.4416746055233211,0.7838709064096111,3,3,3
2016,04,12000,tenure,All,1.225260392156044,1.1125410853646394,1.5379396446169138,3,3,3,0.281288882704717,0.39226126459081156,0.7867200250245118,3,3,3
2015,04,12000,tenure,All,1.137346737235068,1.137064359875552,1.6840312656523615,3,3,3,0.33413006118243715,0.4340967787264436,0.8613060835080134,3,3,3
2014,04,12000,tenure,All,1.4842503293906688,1.3199165770118746,1.7482351557793492,3,3,3,0.36433424534436676,0.4308006613259874,0.8430044389561822,3,3,3
2024,04,23620,tenure,All,1.6101818282944937,1.4288875008843924,1.379625395120441,2,2,2,0.4201686132671174,0.6204442830575516,0.85299970764066,2,2,2
2023,04,23620,tenure,All,1.3345580301239723,1.3119880681188498,1.2778899043039327,2,2,2,0.40500924367666824,0.5763233077564832,0.8130060667642363,2,2,2
2022,04,23620,tenure,All,1.4193414963438142,1.2537971007621471,1.3225238504529488,2,2,2,0.41649484804262044,0.6042678120592178,0.8574218934254386,2,2,2
2021,04,23620,tenure,All,1.1574563005190612,1.167476184135334,1.3822590767304996,3,3,3,0.3972366543933754,0.5870894733138409,0.8558397617042727,3,3,3
2019,04,23620,tenure,All,1.5964298312950576,1.3828887036237418,1.4002622668700955,3,3,3,0.5659431135200541,0.6933502969226183,0.9791296325013059,3,3,3
2018,04,23620,tenure,All,1.6472322919624407,1.738065158126598,1.677273063148904,3,3,3,0.6250359068023105,0.7855037878527014,0.9514028099843473,3,3,3
2017,04,23620,tenure,All,1.360036160198599,1.2724565038822935,1.429919976374575,3,3,3,0.4362880570119523,0.47049358130868413,0.7804550206141644,3,3,3
2016,04,23620,tenure,All,1.4341359459743384,1.3099025098760069,1.4245887000637758,3,3,3,0.48257415330797243,0.5789720256996465,0.7918226276704736,3,3,3
2015,04,23620,tenure,All,1.2993506228668388,1.5048282398047776,1.4735936544614978,3,3,3,0.4378670692833533,0.6042804100534094,0.819823461520798,3,3,3
2014,04,23620,tenure,All,1.3920521251274907,1.2993878817568099,1.4762854929017837,3,3,3,0.460880055302054,0.5898247176481913,0.8811931880215047,3,3,3
2024,04,27400,tenure,All,1.6206850300469324,1.430730883226408,1.7004729936970204,1,1,1,0.27055597525741043,0.3584695190082058,0.6513132788626943,1,1,1
2023,04,27400,tenure,All,1.9949505431169052,1.8018512688527695,2.0382390289587082,1,1,1,0.22494855535670893,0.319868159803762,0.6974766321870887,1,1,1
2022,04,27400,tenure,All,2.168668014262954,1.7339154917407784,1.682361058582724,1,1,1,0.465591329467925,0.49365754133973655,0.6937820012666618,1,1,1
2021,04,27400,tenure,All,2.5297111813223916,1.765481678356482,1.6656677320237456,1,1,1,0.40510856624724423,0.4294232483204381,0.6240427430681191,1,1,1
2019,04,27400,tenure,All,2.1405101093089747,1.8991552117785462,1.7683887825210245,1,1,1,0.29619486232919856,0.41959199657545493,0.7163258428168511,1,1,1
2018,04,27400,tenure,All,1.8257754717602481,1.5425985425255448,1.5620936144934932,1,1,1,0.3318424186553467,0.36897955388528836,0.6067973434506566,1,1,1
2017,04,27400,tenure,All,1.1880251555292187,1.047426908620725,1.2703662984509918,1,1,1,0.13563603392784673,0.216306400927544,0.5869248567508442,1,1,1
2016,04,27400,tenure,All,1.4913662595107344,1.2120830325951308,1.734489281167136,1,1,1,0.30702539462981127,0.3094790030156402,0.6802068883498485,1,1,1
2015,04,27400,tenure,All,1.2018218416798205,1.3122480872215683,1.7725074063112185,1,1,1,0.2710900303712694,0.4105578827878848,0.8178311079130801,1,1,1
2014,04,27400,tenure,All,1.6991661314832414,1.4757856019814575,1.8565142439228686,1,1,1,0.4199836737499139,0.4334697857334876,0.7996851060396416,1,1,1
2024,04,27820,tenure,All,1.2358595503509395,1.321942393890947,1.473752927093578,1,1,1,0.3288825192484478,0.5236473264238906,0.9248952336882259,1,1,1
2023,04,27820,tenure,All,0.9450461712261645,1.084234716533559,1.3499381337455048,1,1,1,0.2720585739828372,0.46181859980818396,0.8342047599524913,1,1,1
2022,04,27820,tenure,All,1.1594076784517349,1.3203309228974276,1.5414807691643957,1,1,1,0.2504474510221588,0.4555555099108689,0.8296046946293487,1,1,1
2021,04,27820,tenure,All,1.010845901625102,1.1655875003392895,1.4754638552622534,1,1,1,0.3387583748779523,0.5216192910936063,0.8763615942704502,1,1,1
2019,04,27820,tenure,All,0.9287288339851605,1.2486858374690508,1.5444116090838693,1,1,1,0.32837782115690933,0.5981382769471643,0.9856524423294412,1,1,1
2018,04,27820,tenure,All,1.0134979333489142,1.1778686528479712,1.4743199538776013,1,1,1,0.383889211970975,0.6246456158101484,0.9201485151986782,1,1,1
2017,04,27820,tenure,All,0.904140585708666,1.144095997321029,1.5216714559606672,1,1,1,0.30175138382483957,0.5441656337444544,0.9665500429637959,1,1,1
2016,04,27820,tenure,All,0.92222814992815,1.191689591827511,1.509814681751138,1,1,1,0.2995187154393747,0.5505035704352514,0.9646744634734942,1,1,1
2015,04,27820,tenure,All,0.8875984183384392,1.166216110771484,1.5311079767640392,1,1,1,0.4439141831121472,0.6692238694918142,1.0335547397134188,1,1,1
2014,04,27820,tenure,All,0.8596623891161975,1.0429547508371573,1.521466305211578,1,1,1,0.45761092686423827,0.6575897986061384,1.0704760102779005,1,1,1
2024,04,28380,tenure,All,NA,1.3401752915246052,1.5677241123887693,NA,2,2,NA,0.36115532722761673,0.838232428349796,NA,2,2
2023,04,28380,tenure,All,NA,1.5615745608788227,1.527097430700586,NA,2,2,NA,0.48495324094280706,0.7278878973429249,NA,2,2
2022,04,28380,tenure,All,NA,1.3314333273417462,1.514492388419405,NA,2,2,NA,0.5094023902150081,0.6894294138226006,NA,2,2
2021,04,28380,tenure,All,NA,1.3066870888065594,1.5511773934999864,NA,2,2,NA,0.327626596065246,0.6594849902743183,NA,2,2
2019,04,28380,tenure,All,NA,1.4427568178598082,1.580368468406149,NA,2,2,NA,0.26667756796392517,0.6798057513126439,NA,2,2
2018,04,28380,tenure,All,NA,NA,1.9743022025492798,NA,NA,2,NA,NA,0.8496088461079845,NA,NA,2
2017,04,28380,tenure,All,NA,NA,1.8106082564396622,NA,NA,2,NA,NA,0.9486873848781109,NA,NA,2
2016,04,28380,tenure,All,NA,1.3575405118713642,1.6956302468943645,NA,2,2,NA,0.4623174724872154,0.8151618635928084,NA,2,2
2015,04,28380,tenure,All,NA,1.4824059073607228,1.6187981277920025,NA,2,2,NA,0.6418855332447387,0.8507653950504653,NA,2,2
2014,04,28380,tenure,All,NA,1.1718302984560527,1.7769337064824995,NA,2,2,NA,0.4199032482842927,0.9395644523456694,NA,2,2
2024,04,46000,tenure,All,1.2075994580617029,1.2509886151062837,1.4933372281315436,1,1,1,0.35120293197275554,0.5283138271099127,0.9056053700132747,1,1,1
2023,04,46000,tenure,All,1.3273555941520048,1.2955732745026012,1.452466699281039,1,1,1,0.33549248086692374,0.5190095163289714,0.8356103812204687,1,1,1
2022,04,46000,tenure,All,1.3434783727542254,1.3232843794576012,1.5184301381325043,1,1,1,0.3342073398052523,0.5708944141142525,0.8513298751179219,1,1,1
2021,04,46000,tenure,All,1.205130334263696,1.2663345024506172,1.4293840561717532,2,2,2,0.31335101784490166,0.5135819327867531,0.8496715612984075,2,2,2
2019,04,46000,tenure,All,1.29234038339121,1.3473637355805745,1.5668634348056756,2,2,2,0.35774334884132436,0.5471193869363427,0.9395233327556658,2,2,2
2018,04,46000,tenure,All,1.138533093685274,1.260295254832477,1.4886029621424213,2,2,2,0.3592550433592108,0.5537148325027247,0.9282986078351522,2,2,2
2017,04,46000,tenure,All,0.9730020561168768,1.2268544309473608,1.4586608663773433,2,2,2,0.2864486825621949,0.5370782435303219,0.9269820167405923,2,2,2
2016,04,46000,tenure,All,0.9864472996455558,1.1983134406274492,1.51686543437417,2,2,2,0.34414251536554025,0.5656358074470574,0.9352452006703295,2,2,2
2015,04,46000,tenure,All,0.9635191883020527,1.2583570218081117,1.4774185603132934,2,2,2,0.31032027581706806,0.596373158696185,0.9581500201419144,2,2,2
2014,04,46000,tenure,All,1.0394475199740556,1.22887034067936,1.4882610737578417,2,2,2,0.3746575874293158,0.6440265053387452,0.9559308188290149,2,2,2
2024,04,54050,tenure,All,1.7052535479375004,1.501447004243872,1.55393398657502,2,2,2,0.31284230792408924,0.49781388368069074,0.8477372706719972,2,2,2
2023,04,54050,tenure,All,1.7599669956049626,1.407149857966098,1.5739689315359435,2,2,2,0.36427380085672817,0.49004541754260345,0.7862850944279417,2,2,2
2022,04,54050,tenure,All,1.4950463684155564,1.4500699348838484,1.3464739720119103,2,2,2,0.34607287181333257,0.5457540738860331,0.772873297855164,2,2,2
2021,04,54050,tenure,All,1.598800042933189,1.510269559287541,1.6365673763365691,2,2,2,0.4278811468797135,0.5837200030844487,0.8944883787507509,2,2,2
2019,04,54050,tenure,All,1.2061678804206726,1.3459927448879656,1.836095374079798,2,2,2,0.3622173646127669,0.4777750206003848,1.00480059993305,2,2,2
2018,04,54050,tenure,All,1.5382174575695913,1.6621627240177042,1.6315880311039257,2,2,2,0.39444635427934865,0.5453459511919088,0.9480145945457341,2,2,2
2017,04,54050,tenure,All,1.4153487319892395,1.463192254946056,1.7328217309310514,2,2,2,0.4677054338341902,0.694964035457422,1.0026973250138302,2,2,2
2016,04,54050,tenure,All,1.4348197830657452,1.566279210390462,1.8589925546100838,2,2,2,0.33727015766613944,0.6945953628252662,1.0528979343153424,2,2,2
2015,04,54050,tenure,All,1.6174085855831033,1.6590186523520385,1.8669885485245916,2,2,2,0.6127347609020684,0.7717038176410906,1.1235855942366282,2,2,2
2014,04,54050,tenure,All,1.5492398484056484,1.5672211260886233,1.751552857283514,2,2,2,0.5497428970896567,0.7436548882260378,1.1274697233649433,2,2,2
2024,04,55000,tenure,All,1.177641453280924,1.176663062472124,1.4819269199955583,1,1,1,0.2933470489236437,0.4906832971165481,0.8574685516164983,1,1,1
2023,04,55000,tenure,All,1.12984410123932,1.1363383445435158,1.4229234252569756,1,1,1,0.34448478540567956,0.48804343621754853,0.8303984759215336,1,1,1
2022,04,55000,tenure,All,1.0724310535907804,1.1680122257417438,1.4630297060972695,1,1,1,0.28544542498813924,0.47426259397246046,0.83304601456274,1,1,1
2021,04,55000,tenure,All,1.0062391686728536,1.1028972655960112,1.4159657436067699,2,2,2,0.2888654757332462,0.47521850204941485,0.833232757783086,2,2,2
