year,state,county,subgroup_type,subgroup,share_affordable_30_ami,share_affordable_50_ami,share_affordable_80_ami,share_affordable_30_ami_quality,share_affordable_50_ami_quality,share_affordable_80_ami_quality,share_affordable_available_30_ami,share_affordable_available_50_ami,share_affordable_available_80_ami,share_affordable_available_30_ami_quality,share_affordable_available_50_ami_quality,share_affordable_available_80_ami_quality
2022,01,007,tenure,All,1.8310872433883214,1.7822067700247877,1.516078157774674,3,3,3,0.8359056497004326,1.00615091171416,1.095180218177158,3,3,3
2021,01,007,tenure,All,1.3431385941745215,1.3787878242906326,1.339290059204947,3,3,3,0.7534113504242369,0.9161686572058358,1.0266401448702807,3,3,3
2019,01,007,tenure,All,NA,1.4440732771904032,1.4618941778560164,NA,3,3,NA,0.8358597748750245,1.0710723328467937,NA,3,3
2018,01,007,tenure,All,1.464568335052298,1.6158151955632256,1.5022738612981437,3,3,3,0.9231476532773981,1.0753750145397467,1.1603467622230061,3,3,3
2017,01,007,tenure,All,1.5680320699352297,1.6337989999176037,1.7416438163619161,3,3,3,0.9089829901806283,1.0962907107929354,1.3716518743796442,3,3,3
2016,01,007,tenure,All,1.191712039038596,1.6392112362642048,1.4977852462013026,3,3,3,0.6583910468134945,1.0964809810029437,1.173419419192473,3,3,3
2015,01,007,tenure,All,1.2095839378361368,1.3092132456258991,1.4258679877076694,3,3,3,0.717265769559336,0.8614181251531002,1.1136887858088407,3,3,3
2014,01,007,tenure,All,1.3167332591799283,1.3654123409614138,1.4067588429554638,3,3,3,0.7327566945003036,0.9247496037561234,1.1158266090807023,3,3,3
2024,01,009,tenure,All,2.2286125896146802,1.9593932266179024,1.73324922440649,2,2,2,0.7168646366064941,0.8553584382653978,0.9624889517935076,2,2,2
2023,01,009,tenure,All,2.2116980946657447,1.9894405200437597,1.6997466566629134,2,2,2,0.7349895869948934,0.8784963527260127,0.9361323536153073,2,2,2
2022,01,009,tenure,All,1.8330242059270672,1.809611244906625,1.6480139991020655,2,2,2,0.6455758161665395,0.8575408672333347,0.9465835267135105,2,2,2
2021,01,009,tenure,All,2.3256006282459913,1.771882903452408,1.5598147538712284,2,2,2,0.7351755723175809,0.7581702219213394,0.9877860014505758,2,2,2
2019,01,009,tenure,All,2.1515027935239193,2.0476311140414087,1.798422275517282,2,2,2,0.7688335968129757,0.9344818115777697,1.0190450499698926,2,2,2
2018,01,009,tenure,All,1.73738630041097,1.6454844003999884,1.6785475034775514,2,2,2,0.8434517433479216,0.9964388012483437,1.0968170805973547,2,2,2
2017,01,009,tenure,All,2.027105520611053,1.765662382965943,1.651834573796873,2,2,2,0.7940192566148377,0.8480461134059409,0.9957066747396284,2,2,2
2016,01,009,tenure,All,2.3855638371652486,2.059919901913047,1.7920926362579164,2,2,2,0.8286005184771926,0.8734942538912173,1.0295512259408317,2,2,2
2015,01,009,tenure,All,1.9995516700291422,2.1419150351105087,1.9154527381256519,2,2,2,0.8482403048643802,1.0031784128186785,1.1464305455676664,2,2,2
2014,01,009,tenure,All,1.5200149231962827,1.7812581833543015,1.6661834886968614,2,2,2,0.7823323526023204,0.9426241896108183,1.0187438183025124,2,2,2
2024,01,011,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,01,011,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,011,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,01,011,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,01,011,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,01,011,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,01,011,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,01,011,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,01,011,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,01,011,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,01,013,tenure,All,2.2096159878958184,2.071835176148623,1.9940244330590136,3,3,3,1.2179101703678339,1.1627778553421213,1.3855758073441988,3,3,3
2023,01,013,tenure,All,1.9813410456826486,2.2131837307152864,2.1734066734676762,3,3,3,1.0493559883594492,1.2443500900800648,1.4879234514510984,3,3,3
2022,01,013,tenure,All,1.9905513778589887,2.345532524136533,2.3078627892482397,3,3,3,1.2065488879741448,1.5264044801459586,1.7996987774095916,3,3,3
2021,01,013,tenure,All,3.2712205032875534,3.236639436536963,2.8454516713988514,3,3,3,2.199199777898953,2.2133852763890474,2.049697576124891,3,3,3
