year,state,place,pctl_income_20,pctl_income_20_lb,pctl_income_20_ub,pctl_income_50,pctl_income_50_lb,pctl_income_50_ub,pctl_income_80,pctl_income_80_lb,pctl_income_80_ub,pctl_income_quality
2018,05,35710,17526.5781,15196.454999999998,20261.94,42554.126388,37484.589,47412.9396,85100.14799999999,80034.663,92698.3755,2
2018,05,41000,18438.3654,16209.551999999998,25327.425,50148.301499999994,45589.365,55315.09619999999,116506.15499999998,108401.37899999999,131712.74096999998,1
2018,05,66080,22288.134,18235.746,25327.425,49641.753,46602.462,54605.92829999999,104348.991,100296.60299999999,115493.05799999999,3
2018,06,00562,37079.35019999999,32419.103999999996,44069.7195,94420.64039999999,82060.85699999999,107408.54393999999,176278.878,162602.0685,193298.90759999998,2
2018,06,00884,25327.425,20261.94,30392.909999999996,65851.305,55517.715599999996,78008.469,137477.2629,123192.5952,149938.356,2
2018,06,02000,32419.103999999996,30088.9809,36674.111399999994,76995.37199999999,70916.79,83073.954,144568.94189999998,134843.2107,155003.841,3
2018,06,02252,28366.715999999997,25064.01978,39115.675169999995,79122.87569999999,66560.4729,86113.245,137983.81139999998,127143.67349999999,162095.52,1
2018,06,02364,21254.77506,17627.887799999997,24314.327999999998,60076.65209999999,52377.11489999999,67269.6408,102322.79699999999,97257.31199999999,118431.03929999999,2
2018,06,03526,24314.327999999998,21984.204899999997,26340.521999999997,55720.33499999999,50654.85,60785.81999999999,118431.03929999999,111440.66999999998,122584.737,2
2018,06,04982,26745.760799999996,22490.753399999998,32419.103999999996,60785.81999999999,57250.111469999996,67877.499,102120.1776,96852.0732,112453.76699999999,2
2018,06,06000,26340.521999999997,21882.8952,33006.70026,85404.0771,74260.0101,94218.021,202619.4,178203.76229999997,233012.30999999997,1
2018,06,08786,33634.8204,30696.839099999997,38396.376299999996,83073.954,75982.275,89760.3942,157941.8223,151052.7627,169693.7475,3
2018,06,08954,26340.521999999997,17830.5072,33432.200999999994,75678.3459,67269.6408,84289.67039999999,151964.55,139807.386,168174.10199999998,1
2018,06,11194,41739.596399999995,29886.3615,50046.991799999996,101309.7,95028.49859999999,117559.77587999999,199225.52505,183167.93759999998,222881.33999999997,1
2018,06,11530,36471.492,28670.645099999998,48527.3463,87126.34199999999,74969.178,99486.12539999999,155409.07979999998,141002.84045999998,167870.17289999998,1
2018,06,13014,20261.94,19654.0818,25631.354099999997,54707.238,50462.361569999994,62812.013999999996,120558.54299999999,107590.90139999999,136768.095,1
2018,06,13210,40523.88,36471.492,45589.365,91178.73,86113.245,97257.31199999999,159056.229,149269.71198,182357.46,2
2018,06,13214,40523.88,35762.3241,45589.365,91178.73,85100.14799999999,97257.31199999999,164121.71399999998,151964.55,186105.9189,2
2018,06,13392,31406.006999999998,29845.83762,35964.943499999994,86113.245,78312.39809999999,96244.215,143211.39192,137781.19199999998,156624.79619999998,1
2018,06,13588,24010.398899999997,20261.94,30392.909999999996,63521.181899999996,55720.33499999999,71524.6482,116607.4647,108401.37899999999,132817.01669999998,1
2018,06,14218,31608.626399999997,29683.742099999996,33837.4398,73956.08099999999,65851.305,86113.245,139047.56324999998,130182.96449999999,155409.07979999998,1
2018,06,15044,18235.746,16209.551999999998,23503.8504,49641.753,44880.1971,55416.4059,91482.65909999999,80034.663,100296.60299999999,2
2018,06,16000,41536.977,37889.8278,48527.3463,101816.24849999999,96244.215,107388.28199999999,187726.8741,178305.072,205658.691,3
2018,06,16350,38497.685999999994,33736.130099999995,41536.977,90570.8718,82263.4764,98503.42130999999,170200.29599999997,157030.03499999997,180736.5048,2
2018,06,16532,35458.395,29754.65889,42550.07399999999,84087.05099999999,76590.1332,95231.11799999999,168174.10199999998,156016.938,192488.43,2
2018,06,17918,42550.07399999999,31811.245799999997,52883.6634,93204.924,85100.14799999999,109414.476,185396.751,160778.49389999997,207684.88499999998,2
2018,06,19766,37991.1375,31406.006999999998,41536.977,73044.2937,65851.305,79021.56599999999,128865.93839999998,119545.446,144872.87099999998,1
2018,06,21712,27353.619,22895.992199999997,32216.484599999996,60785.81999999999,54504.618599999994,67269.6408,129676.41599999998,119697.41054999999,143353.2255,2
2018,06,22020,39510.782999999996,34445.297999999995,45589.365,89557.7748,81655.6182,98270.40899999999,159056.229,147000.3747,175265.781,1
2018,06,22230,22490.753399999998,19147.5333,28366.715999999997,52174.4955,47109.0105,59164.864799999996,95737.66649999999,85606.69649999999,107388.28199999999,1
2018,06,22804,25833.973499999996,21984.204899999997,31102.077899999997,66256.5438,60785.81999999999,75982.275,133728.80399999997,128258.08019999998,152724.37274999998,1
2018,06,23182,40827.8091,35458.395,48628.655999999995,83073.954,78109.7787,92090.51729999999,155003.841,137781.19199999998,173442.2064,1
2018,06,24638,45994.6038,39105.5442,51667.94699999999,99283.506,89152.536,109414.476,178305.072,170402.9154,194514.62399999998,2
2018,06,24680,30696.839099999997,27556.2384,35458.395,67877.499,63014.63339999999,73753.4616,132715.707,124610.93099999998,148418.7105,1
2018,06,26000,55517.715599999996,50654.85,66661.78259999999,136768.095,125117.47949999999,149229.1881,248512.6941,226933.72799999997,263405.22,2
2018,06,27000,20261.94,18539.675099999997,22592.0631,51870.566399999996,49641.753,55720.33499999999,105362.08799999999,101309.7,113162.9349,3
2018,06,28000,34445.297999999995,29379.813,37991.1375,75982.275,70916.79,85829.57784,163108.617,153990.74399999998,174252.68399999998,3
2018,06,29000,27353.619,23807.779499999997,31122.339839999997,72132.5064,65851.305,79021.56599999999,130689.51299999999,121571.63999999998,141833.58,3
2018,06,30000,21578.966099999998,18843.604199999998,25935.283199999998,70916.79,62812.013999999996,80642.52119999999,148317.40079999997,131702.61,164121.71399999998,2
2018,06,32548,31406.006999999998,27353.619,36876.7308,63723.80129999999,58354.3872,73449.53249999999,109313.1663,98270.40899999999,120355.9236,2
2018,06,33000,39004.2345,34749.2271,46197.22319999999,85535.77970999999,76995.37199999999,92394.44639999999,166654.4565,149938.356,184383.65399999998,1
2018,06,33182,22065.25266,18843.604199999998,24314.327999999998,52681.043999999994,47818.1784,59772.723,117823.18109999999,105362.08799999999,133323.56519999998,2
2018,06,33434,21254.77506,17627.887799999997,24314.327999999998,60076.65209999999,52275.805199999995,67269.6408,102322.79699999999,97257.31199999999,118431.03929999999,2
2018,06,36000,41536.977,37484.589,49439.133599999994,95231.11799999999,89963.01359999999,102322.79699999999,182357.46,171213.39299999998,196540.81799999997,3
2018,06,36448,15804.313199999999,14588.5968,18235.746,38497.685999999994,34445.297999999995,43563.170999999995,87977.34348,80034.663,101309.7,2
2018,06,36546,23199.921299999998,18235.746,29075.883899999997,54301.9992,50046.991799999996,60988.439399999996,101309.7,96244.215,116506.15499999998,1
2018,06,36770,35458.395,29379.813,39713.4024,96548.14409999999,90165.63299999999,106375.185,182357.46,169187.199,192589.73969999998,2
2018,06,37692,36775.4211,29886.3615,41131.7382,86113.245,78515.01749999999,102322.79699999999,157283.30925,143859.77399999998,177393.2847,2
2018,06,39496,45589.365,43563.170999999995,53694.140999999996,103943.75219999999,98270.40899999999,111440.66999999998,192994.9785,183269.2473,202619.4,3
2018,06,39892,40118.6412,34445.297999999995,45184.1262,89152.536,81047.76,96244.215,151964.55,141833.58,172226.49,2
2018,06,40130,16189.29006,11245.376699999999,20261.94,60785.81999999999,52984.973099999996,65851.305,114479.961,105899.02940999999,130182.96449999999,1
2018,06,41992,69113.47734,60887.1297,76083.58469999999,149938.356,142846.677,158549.6805,253071.63059999997,238665.39125999997,273536.19,2
2018,06,43000,27353.619,25327.425,30392.909999999996,63521.181899999996,60785.81999999999,68606.92884,126637.12499999999,119849.37509999999,135754.998,2
2018,06,44000,23605.160099999997,22490.753399999998,24314.327999999998,61798.916999999994,60785.81999999999,63825.111,132715.707,131196.06149999998,136768.095,1
2018,06,45484,40523.88,35458.395,45589.365,88747.29719999999,80338.5921,94218.021,151964.55,148925.259,164729.5722,3
2018,06,46842,32793.949889999996,28133.70369,38193.7569,70916.79,64838.20799999999,80541.21149999999,121571.63999999998,113669.4834,131702.61,2
2018,06,46898,20667.178799999998,17222.648999999998,25327.425,53694.140999999996,45791.984399999994,60583.2006,104348.991,97085.08550999999,117519.252,2
2018,06,47766,57908.62452,34850.536799999994,69194.5251,136768.095,123597.83399999999,151964.55,235241.12339999998,225464.73734999998,258339.735,2
2018,06,48256,53694.140999999996,45285.4359,64432.96919999999,119545.446,107388.28199999999,127457.73356999998,192488.43,184221.55847999998,232201.83239999998,1
2018,06,48354,25023.495899999998,23098.611599999997,26745.760799999996,56733.43199999999,52853.270489999995,62913.32369999999,115493.05799999999,106679.11409999999,126971.44700999999,1
2018,06,49270,32419.103999999996,29075.883899999997,36978.040499999996,67877.499,62812.013999999996,73956.08099999999,120761.16239999999,115594.36769999999,129473.79659999999,1
2018,06,49670,52681.043999999994,45589.365,62508.084899999994,158043.13199999998,149938.356,169187.199,374035.4124,345567.3867,402199.50899999996,2
2018,06,50076,49540.4433,40523.88,57746.528999999995,90368.2524,81047.76,101309.7,161386.3521,142846.677,184383.65399999998,2
2018,06,50258,36481.62297,32419.103999999996,43563.170999999995,87187.12782,81047.76,96244.215,170301.6057,156320.86709999997,185396.751,2
2018,06,51182,40523.88,36066.2532,46602.462,105362.08799999999,99891.3642,113770.7931,211737.273,197351.29559999998,240103.98899999997,3
2018,06,52526,31811.245799999997,24415.6377,37079.35019999999,66965.7117,63825.111,75982.275,120558.54299999999,112453.76699999999,125725.33769999999,1
2018,06,53000,25327.425,22592.0631,30088.9809,76630.65707999999,72942.984,81149.0697,175265.781,165540.04979999998,183877.10549999998,3
2018,06,53322,31608.626399999997,26340.521999999997,35357.0853,67877.499,60785.81999999999,76995.37199999999,132715.707,125320.09889999998,151559.3112,2
2018,06,53896,35762.3241,29379.813,42550.07399999999,68890.59599999999,62812.013999999996,75982.275,121571.63999999998,111440.66999999998,135754.998,1
2018,06,53980,38497.685999999994,30392.909999999996,44089.981439999996,89152.536,84087.05099999999,101309.7,180331.26599999997,166350.5274,200086.65749999997,2
2018,06,54652,34445.297999999995,29177.1936,36471.492,73956.08099999999,68586.6669,79528.1145,135754.998,126637.12499999999,143961.0837,1
2018,06,55156,27758.857799999998,23645.683979999998,30899.458499999997,66864.40199999999,61292.3685,74969.178,122584.737,116506.15499999998,131702.61,1
2018,06,56000,21984.204899999997,16209.551999999998,27252.309299999997,75880.9653,66864.40199999999,83681.81219999999,167161.00499999998,157030.03499999997,187422.94499999998,3
2018,06,56700,33432.200999999994,28366.715999999997,38193.7569,67067.0214,60380.58119999999,76995.37199999999,124003.0728,115594.36769999999,133323.56519999998,2
2018,06,57456,38193.7569,27252.309299999997,41131.7382,83073.954,70916.79,94927.1889,144872.87099999998,134498.75772,177291.97499999998,2
2018,06,57792,69113.47734,60887.1297,76083.58469999999,149938.356,142846.677,158549.6805,253071.63059999997,238665.39125999997,273536.19,3
2018,06,58072,25327.425,22288.134,30392.909999999996,56632.122299999995,50654.85,66256.5438,106375.185,98270.40899999999,115796.98709999998,1
2018,06,59444,29278.503299999997,22288.134,35458.395,73956.08099999999,67573.56989999999,85708.00619999999,141833.58,131702.61,167161.00499999998,2
2018,06,59451,37484.589,29177.1936,47615.558999999994,91178.73,81452.99879999999,100397.91269999999,159258.8484,141833.58,179926.02719999998,1
2018,06,59920,20261.94,17121.3393,25327.425,54808.547699999996,50553.54029999999,61089.749099999994,115493.05799999999,110022.3342,119950.68479999999,2
2018,06,60102,52984.973099999996,43563.170999999995,65942.48372999999,141833.58,126637.12499999999,158043.13199999998,286443.04578,276575.48099999997,331789.26749999996,2
2018,06,60466,30392.909999999996,26340.521999999997,39004.2345,68384.0475,60177.9618,76590.1332,125725.33769999999,112453.76699999999,139959.35054999997,2
2018,06,60620,32419.103999999996,29177.1936,35458.395,74462.6295,67674.8796,81047.76,133019.63609999997,126637.12499999999,141853.84193999998,2
2018,06,62000,29886.3615,25327.425,33837.4398,68890.59599999999,62812.013999999996,74969.178,128663.31899999999,119545.446,138287.74049999999,2
2018,06,62938,33432.200999999994,28366.715999999997,42043.525499999996,91482.65909999999,78109.7787,100499.2224,172226.49,157030.03499999997,186815.0868,1
2018,06,64000,26340.521999999997,23301.231,29379.813,64949.648669999995,61798.916999999994,68485.3572,121571.63999999998,117519.252,128359.3899,2
2018,06,64224,31406.006999999998,26340.521999999997,35458.395,63521.181899999996,58759.626,70106.3124,109515.7857,103335.89399999999,121571.63999999998,1
2018,06,65000,20667.178799999998,18235.746,22490.753399999998,50654.85,47615.558999999994,56936.0514,99790.0545,91178.73,108300.06929999999,3
2018,06,65042,38497.685999999994,32216.484599999996,42550.07399999999,80034.663,74462.6295,88139.439,143859.77399999998,131702.61,162602.0685,1
2018,06,66000,31608.626399999997,30392.909999999996,33938.7495,77096.68169999999,74361.3198,81047.76,157030.03499999997,152369.78879999998,162703.37819999998,1
2018,06,67000,33432.200999999994,30696.839099999997,37180.6599,113466.86399999999,108198.75959999999,121571.63999999998,254338.00184999997,243143.27999999997,268470.70499999996,2
2018,06,68000,42570.33594,40523.88,46349.18775,111805.38492,105412.74285,116506.15499999998,221564.31389999998,213763.46699999998,229973.01899999997,1
2018,06,68084,37079.35019999999,32419.103999999996,44069.7195,94420.64039999999,82060.85699999999,107408.54393999999,176278.878,162602.0685,193298.90759999998,2
2018,06,68196,24314.327999999998,16918.7199,31406.006999999998,66155.2341,54707.238,75982.275,151964.55,135147.13979999998,177291.97499999998,2
2018,06,68252,60785.81999999999,52579.7343,67877.499,141833.58,133019.63609999997,151964.55,278297.7459,258339.735,294203.3688,2
2018,06,68378,74969.178,59874.032699999996,89152.536,173239.587,155510.3895,193501.52699999997,324191.04,301700.2866,365626.70729999995,2
2018,06,69000,31406.006999999998,27758.857799999998,36066.2532,65648.6856,60785.81999999999,71423.3385,126637.12499999999,118329.72959999999,133728.80399999997,2
2018,06,69070,33432.200999999994,28164.096599999997,37484.589,86113.245,79021.56599999999,93306.2337,182357.46,174252.68399999998,197553.91499999998,2
2018,06,69084,50148.301499999994,37889.8278,62812.013999999996,131702.61,124610.93099999998,141833.58,222881.33999999997,208718.24394,234045.66893999997,1
2018,06,69088,40321.260599999994,36471.492,48628.655999999995,96750.76349999999,87126.34199999999,104348.991,172226.49,162095.52,188436.042,1
2018,06,69196,35458.395,32419.103999999996,40523.88,75982.275,68890.59599999999,88139.439,136768.095,122584.737,154395.9828,2
2018,06,70000,30088.9809,18742.2945,35458.395,93204.924,81047.76,107286.9723,222881.33999999997,189449.139,283667.16,3
2018,06,70098,32419.103999999996,27606.893249999997,37281.9696,72456.69743999999,63318.56249999999,80135.9727,126637.12499999999,119950.68479999999,140364.58935,1
2018,06,72016,40321.260599999994,33655.08233999999,42550.07399999999,88382.58227999999,79021.56599999999,99283.506,169187.199,160879.80359999998,187422.94499999998,1
2018,06,73080,25327.425,24314.327999999998,30190.290599999997,54707.238,51161.398499999996,59772.723,93610.16279999999,84087.05099999999,103335.89399999999,2
2018,06,75000,21680.2758,19654.0818,24314.327999999998,54707.238,51667.94699999999,57645.2193,101714.93879999999,97358.62169999999,111136.74089999999,3
2018,06,77000,63014.63339999999,54200.68949999999,71524.6482,150444.90449999998,137983.81139999998,159056.229,288732.64499999996,263405.22,325335.83960999997,3
2018,06,78120,52782.35369999999,36370.1823,63825.111,100296.60299999999,89355.15539999999,112453.76699999999,167161.00499999998,152977.647,191475.33299999998,1
2018,06,78582,41131.7382,35458.395,49033.894799999995,111440.66999999998,105362.08799999999,122584.737,215890.97069999998,190360.9263,233012.30999999997,1
2018,06,80000,42043.525499999996,37687.208399999996,50654.85,97257.31199999999,91178.73,105372.21896999999,182357.46,168984.5796,199580.109,2
2018,06,80238,40523.88,35458.395,45589.365,89152.536,81047.76,95129.80829999999,151964.55,148925.259,164729.5722,2
2018,06,80854,45386.745599999995,40321.260599999994,48628.655999999995,103943.75219999999,98574.3381,111440.66999999998,192994.9785,183269.2473,202619.4,3
2018,06,81344,33938.7495,28569.335399999996,37494.71997,70916.79,63804.84905999999,77704.53989999999,136768.095,123597.83399999999,146088.5874,2
2018,06,81554,43360.5516,36471.492,51667.94699999999,87126.34199999999,81047.76,98776.95749999999,151964.55,140212.6248,169744.40235,2
2018,06,81666,37079.35019999999,31000.7682,44576.268,79122.87569999999,72942.984,83884.4316,148925.259,141833.58,162095.52,1
2018,06,82590,22288.134,19806.046349999997,28569.335399999996,50654.85,43867.100099999996,61697.607299999996,111238.05059999999,95028.49859999999,131702.61,2
2018,06,82954,30190.290599999997,22490.753399999998,36268.872599999995,61798.916999999994,54707.238,72740.3646,127042.36379999999,119545.446,151964.55,1
2018,06,82996,40523.88,35661.0144,44576.268,79021.56599999999,69295.8348,86467.82895,141833.58,126637.12499999999,161994.21029999998,2
2018,06,84200,30392.909999999996,25530.0444,38902.92479999999,79730.73389999999,70916.79,86822.4129,137679.8823,128177.03244,146189.8971,2
2018,06,84550,24719.566799999997,21680.2758,30392.909999999996,68384.0475,63247.64571,79021.56599999999,142481.96208,134640.5913,157030.03499999997,2
2018,06,85292,32419.103999999996,27353.619,37484.589,81047.76,70916.79,91178.73,147912.16199999998,140820.48299999998,162602.0685,2
2018,08,03455,37484.589,32419.103999999996,46399.842599999996,84097.18196999999,78008.469,91178.73,149938.356,140820.48299999998,159106.88384999998,1
2018,08,04000,30392.909999999996,28164.096599999997,34343.9883,63825.111,60785.81999999999,69295.8348,118532.34899999999,111845.90879999999,126343.32686999999,3
2018,08,07850,24314.327999999998,18640.9848,28366.715999999997,75982.275,63318.56249999999,86113.245,175265.781,167768.8632,196206.49599,2
2018,08,12815,47919.488099999995,43867.100099999996,53795.450699999994,100296.60299999999,92191.82699999999,108401.37899999999,192994.9785,176481.4974,211635.96329999997,2
2018,08,16000,29481.122699999996,27049.689899999998,32013.865199999997,65851.305,63521.181899999996,70410.24149999999,121571.63999999998,115695.67739999999,129676.41599999998,3
2018,08,20000,27657.548099999996,25418.60373,30392.909999999996,67877.499,65446.066199999994,71119.40939999999,141630.9606,136869.40469999998,146899.06499999997,1
2018,08,27425,28062.7869,24314.327999999998,30595.529399999996,68890.59599999999,64432.96919999999,72639.05489999999,131702.61,122584.737,146899.06499999997,2
2018,08,32155,27353.619,24111.708599999998,30392.909999999996,65851.305,60785.81999999999,72942.984,121571.63999999998,110427.57299999999,132918.3264,2
2018,08,43000,32419.103999999996,28366.715999999997,36471.492,76995.37199999999,71929.88699999999,81149.0697,136768.095,127650.222,146899.06499999997,3
2018,08,45970,44778.8874,38497.685999999994,50148.301499999994,89557.7748,84390.98009999999,94724.5695,157232.6544,146899.06499999997,167161.00499999998,2
2018,08,46465,36481.62297,31203.3876,40017.3315,74969.178,66864.40199999999,85100.14799999999,129676.41599999998,120558.54299999999,145885.968,2
2018,08,62000,17222.648999999998,14993.835599999999,20261.94,47818.1784,41739.596399999995,50654.85,86113.245,81250.37939999999,95231.11799999999,3
2018,08,77290,34445.297999999995,29379.813,40422.5703,72942.984,67269.6408,80743.83089999999,123192.5952,119038.89749999999,128663.31899999999,2
2018,08,83835,40523.88,37079.35019999999,45589.365,78515.01749999999,70916.79,84087.05099999999,137781.19199999998,131702.61,150951.45299999998,2
2018,09,08000,13170.260999999999,11144.067,18843.604199999998,45184.1262,40523.88,50148.301499999994,89152.536,82060.85699999999,101309.7,1
2018,09,18430,33736.130099999995,30392.909999999996,41536.977,86113.245,76995.37199999999,98067.78959999999,172226.49,164121.71399999998,197553.91499999998,2
2018,09,37000,11549.305799999998,10232.2797,13170.260999999999,30392.909999999996,26340.521999999997,37484.589,79021.56599999999,69093.2154,88848.6069,3
2018,09,52000,13808.51211,11853.2349,18235.746,44576.268,40017.3315,50654.85,91178.73,82466.0958,101816.24849999999,1
2018,09,55990,37281.9696,30392.909999999996,41638.2867,101309.7,88139.439,118329.72959999999,291771.936,251248.05599999998,342426.78599999996,2
2018,09,73000,35053.1562,26340.521999999997,42550.07399999999,96142.9053,88848.6069,106375.185,235038.504,212750.37,258339.735,3
2018,09,80000,17729.1975,14284.667699999998,21781.585499999997,41131.7382,35458.395,46906.39109999999,90570.8718,82770.02489999999,101309.7,2
2018,11,50000,27049.689899999998,23301.231,29582.432399999998,85100.14799999999,81047.76,89152.536,187422.94499999998,176785.42649999997,198567.012,1
2018,12,07300,28873.264499999997,24982.972019999997,36471.492,89051.2263,79021.56599999999,99283.506,187422.94499999998,172226.49,228959.922,2
2018,12,07875,24314.327999999998,22288.134,27708.20295,57239.9805,50857.469399999994,63926.420699999995,114581.2707,105362.08799999999,128663.31899999999,2
2018,12,10275,27353.619,23301.231,33533.5107,60785.81999999999,56733.43199999999,66560.4729,110731.5021,103639.8231,120051.99449999999,1
2018,12,12875,18134.436299999998,15196.454999999998,22288.134,46024.99671,41536.977,50654.85,98270.40899999999,90165.63299999999,106071.25589999999,2
2018,12,14400,40523.88,35458.395,45589.365,84087.05099999999,75273.1071,95231.11799999999,171213.39299999998,154395.9828,182357.46,1
2018,12,16475,31406.006999999998,24314.327999999998,38700.3054,78515.01749999999,69903.693,85201.4577,147912.16199999998,133019.63609999997,162095.52,2
2018,12,16725,19755.391499999998,14385.977399999998,24111.708599999998,45994.6038,43765.7904,53491.52159999999,96345.5247,84289.67039999999,111440.66999999998,2
2018,12,17200,30291.6003,23909.0892,32419.103999999996,56733.43199999999,50654.85,63318.56249999999,99283.506,91381.34939999999,110427.57299999999,2
2018,12,17935,27353.619,22288.134,33432.200999999994,62812.013999999996,55922.954399999995,72335.1258,118532.34899999999,111440.66999999998,126637.12499999999,2
2018,12,24000,22895.992199999997,19248.842999999997,25530.0444,57746.528999999995,53694.140999999996,62812.013999999996,126637.12499999999,120558.54299999999,138794.289,3
2018,12,24125,20160.630299999997,16837.67214,23706.4698,44576.268,41030.428499999995,50654.85,99283.506,90266.9427,113669.4834,2
2018,12,25175,11549.305799999998,10130.97,16209.551999999998,40523.88,36471.492,48578.00115,91178.73,81149.0697,101714.93879999999,1
2018,12,30000,18235.746,17222.648999999998,20869.798199999997,39510.782999999996,35559.704699999995,44110.24338,76792.75259999999,72942.984,85201.4577,2
2018,12,32000,25327.425,24314.327999999998,28164.096599999997,53795.450699999994,49236.5142,57543.90959999999,101309.7,96142.9053,114479.961,2
2018,12,32275,23706.4698,20363.249699999997,26340.521999999997,48527.3463,43968.409799999994,53592.8313,94218.021,89253.84569999999,107388.28199999999,3
2018,12,35000,23909.0892,21882.8952,25327.425,55720.33499999999,52701.30594,58759.626,105554.57642999999,101309.7,109414.476,3
2018,12,36950,22288.134,20261.94,27556.2384,50452.230599999995,44474.9583,56226.883499999996,86113.245,78312.39809999999,103335.89399999999,2
2018,12,38250,24314.327999999998,21275.036999999997,26340.521999999997,51667.94699999999,47615.558999999994,58455.696899999995,89152.536,83073.954,99283.506,2
2018,12,39425,23301.231,20464.5594,26340.521999999997,45589.365,41334.357599999996,51667.94699999999,94319.33069999999,85100.14799999999,103335.89399999999,2
2018,12,43975,22288.134,19248.842999999997,25631.354099999997,63825.111,55720.33499999999,69903.693,121065.0915,106375.185,133222.2555,2
2018,12,45000,15196.454999999998,14385.977399999998,17222.648999999998,41536.977,38497.685999999994,45589.365,101309.7,96244.215,111440.66999999998,2
2018,12,45025,22794.6825,16716.100499999997,27556.2384,60785.81999999999,56733.43199999999,68991.90569999999,133931.4234,113466.86399999999,151964.55,2
2018,12,45060,21072.417599999997,19147.5333,25226.115299999998,47615.558999999994,44322.993749999994,52681.043999999994,88139.439,80034.663,100296.60299999999,2
2018,12,45975,23909.0892,18033.1266,28366.715999999997,52681.043999999994,49033.894799999995,60785.81999999999,106577.8044,101309.7,117519.252,2
2018,12,49675,30413.171939999997,26340.521999999997,33482.85585,62609.39459999999,56733.43199999999,70916.79,113466.86399999999,103335.89399999999,134235.35249999998,3
2018,12,53000,20261.94,19856.7012,23301.231,50654.85,50350.9209,55720.33499999999,101309.7,96244.215,105564.70739999998,3
