year,state,place,subgroup_type,subgroup,pctl_20,pctl_20_quality,pctl_50,pctl_50_quality,pctl_80,pctl_80_quality
2021,04,04720,race-ethnicity,Other Races and Ethnicities,41197.12,2,80880.293514,2,130709.732565,2
2021,04,04720,race-ethnicity,"White, Non-Hispanic",40018.570326,2,81570.2976,2,133187.747946,2
2021,04,04720,all,All,36047.48,2,74566.7872,2,131830.784,2
2021,04,07940,race-ethnicity,"Black, Non-Hispanic",31488.40895462399,2,80025.4056,2,142377.91746,2
2021,04,07940,race-ethnicity,Hispanic,39492.354399,2,73428.500424,2,123591.36000000002,2
2021,04,07940,race-ethnicity,Other Races and Ethnicities,24718.272,2,69805.75161440641,2,134379.248142,2
2021,04,07940,race-ethnicity,"White, Non-Hispanic",43462.49877,2,83499.595845,2,143436.60144,2
2021,04,07940,all,All,44286.904,2,78892.4848,2,140379.1864,2
2021,04,12000,race-ethnicity,"Black, Non-Hispanic",32247.075450000004,1,64822.270845,1,128060.632422,1
2021,04,12000,race-ethnicity,Hispanic,33699.954606,1,74154.816,1,131170.734075,1
2021,04,12000,race-ethnicity,Other Races and Ethnicities,50282.030304,1,103625.639742,1,192692.229765,1
2021,04,12000,race-ethnicity,"White, Non-Hispanic",42276.24943432351,1,89280.65568,1,164788.48,1
2021,04,12000,all,All,42433.0336,1,92693.52,1,161698.696,1
2021,04,23620,race-ethnicity,"Black, Non-Hispanic",19675.356837,3,44705.676879,3,84250.892664,3
2021,04,23620,race-ethnicity,Hispanic,25907.330601,2,61886.492804129986,2,109192.63392,2
2021,04,23620,race-ethnicity,Other Races and Ethnicities,15521.659137,2,44705.676879,2,94782.254247,2
2021,04,23620,race-ethnicity,"White, Non-Hispanic",30897.840000000004,2,72300.9456,2,137239.309845,2
2021,04,23620,all,All,22967.3944,2,63546.5576,2,139761.2296,2
2021,04,27400,race-ethnicity,"Black, Non-Hispanic",37077.408,1,69292.737414,1,134884.66185,1
2021,04,27400,race-ethnicity,Hispanic,50293.507293,1,99253.11309,1,153033.367335,1
2021,04,27400,race-ethnicity,Other Races and Ethnicities,53525.56326,1,109525.355544,1,180488.66802,1
2021,04,27400,race-ethnicity,"White, Non-Hispanic",54586.184,1,108999.139617,1,180237.4,1
2021,04,27400,all,All,54792.1696,1,108142.44,1,185387.04,1
2021,04,27820,race-ethnicity,"Black, Non-Hispanic",23551.530675,1,46442.831691,1,77244.6,1
2021,04,27820,race-ethnicity,Hispanic,23302.850505,1,51375.16196699999,1,99343.72017,1
2021,04,27820,race-ethnicity,Other Races and Ethnicities,27065.4081,1,74112.097938,1,134116.019448,1
2021,04,27820,race-ethnicity,"White, Non-Hispanic",29558.9336,1,71296.0341,1,132774.171645,1
2021,04,27820,all,All,26675.1352,1,63855.53599999999,1,119471.648,1
2021,04,28380,race-ethnicity,"Black, Non-Hispanic",53311.41252,2,80564.362728,2,130416.83244470634,2
2021,04,28380,race-ethnicity,Hispanic,47390.624049,2,91095.724311,2,150880.521879,2
2021,04,28380,race-ethnicity,Other Races and Ethnicities,45254.029893,2,99468.639552,2,168500.779179,2
2021,04,28380,race-ethnicity,"White, Non-Hispanic",52340.153386103404,2,103843.455597,2,165632.7582,2
2021,04,28380,all,All,48406.616,2,97431.1888,2,156549.056,2
2021,04,46000,race-ethnicity,"Black, Non-Hispanic",26778.128,1,52656.807915,1,94205.112555,1
2021,04,46000,race-ethnicity,Hispanic,26572.1424,1,55881.337707,1,105057.481155,1
2021,04,46000,race-ethnicity,Other Races and Ethnicities,25705.435569,1,55616.112,1,115843.97126399999,1
2021,04,46000,race-ethnicity,"White, Non-Hispanic",32245.864413,1,66945.32,1,126375.332847,1
2021,04,46000,all,All,31515.796799999996,1,65400.428,1,123931.23624,1
2021,04,54050,race-ethnicity,"Black, Non-Hispanic",32133.753599999996,2,61432.175886,2,118441.72,2
2021,04,54050,race-ethnicity,Hispanic,32957.696,2,67058.009724,2,109584.3392,2
2021,04,54050,race-ethnicity,Other Races and Ethnicities,38027.09935022995,2,88852.3542,2,165632.7582,2
2021,04,54050,race-ethnicity,"White, Non-Hispanic",37386.484542,2,79304.456,2,146249.776,2
2021,04,54050,all,All,37077.408,2,81776.2832,2,149365.07749612784,2
2021,04,55000,race-ethnicity,"Black, Non-Hispanic",21062.723166,1,48406.616,1,94224.099582,1
2021,04,55000,race-ethnicity,Hispanic,26976.93237,1,54428.259114,1,98378.810379,1
2021,04,55000,race-ethnicity,Other Races and Ethnicities,31293.265983,1,72795.08928,1,141982.50098010138,1
2021,04,55000,race-ethnicity,"White, Non-Hispanic",33529.004862,1,77244.6,1,151399.416,1
2021,04,55000,all,All,30691.8544,1,67151.3056,1,132860.712,1
2021,04,65000,race-ethnicity,"Black, Non-Hispanic",35648.01705,2,83606.671215,2,135543.260727,2
2021,04,65000,race-ethnicity,Hispanic,41197.12,2,80288.34489,2,157969.417596,2
2021,04,65000,race-ethnicity,Other Races and Ethnicities,37468.29834,2,107051.12652,2,211135.24,2
2021,04,65000,race-ethnicity,"White, Non-Hispanic",41537.990097,2,97843.16,2,205887.263721,2
2021,04,65000,all,All,43668.9472,2,100932.944,2,207736.4776,2
2021,04,71510,race-ethnicity,"Black, Non-Hispanic",42712.97118,1,91310.3667,1,139166.666505,1
2021,04,71510,race-ethnicity,Hispanic,44231.316189,1,76516.177119,1,124168.953255,1
2021,04,71510,race-ethnicity,Other Races and Ethnicities,42820.04655,1,84250.892664,1,123498.53494800001,1
2021,04,71510,race-ethnicity,"White, Non-Hispanic",41197.12,1,75825.400938,1,127892.35218300001,1
2021,04,71510,all,All,42330.0408,1,78274.528,1,127711.072,1
2021,04,73000,race-ethnicity,"Black, Non-Hispanic",19447.186848,1,43723.240326,1,74881.579017,1
2021,04,73000,race-ethnicity,Hispanic,29848.371132538505,1,60351.804276,1,107051.12652,1
2021,04,73000,race-ethnicity,Other Races and Ethnicities,17211.447969,1,55616.111999999994,1,129534.640707,1
2021,04,73000,race-ethnicity,"White, Non-Hispanic",31103.8256,1,70653.58188,1,139223.855577,1
2021,04,73000,all,All,30897.84,1,69211.1616,1,131006.8416,1
2021,04,77000,race-ethnicity,"Black, Non-Hispanic",16987.9752,1,41197.12,1,81466.17396,1
2021,04,77000,race-ethnicity,Hispanic,19269.526019999998,1,44126.676693,1,87140.158425,1
2021,04,77000,race-ethnicity,Other Races and Ethnicities,17128.01862,1,46346.76,1,93723.448,1
2021,04,77000,race-ethnicity,"White, Non-Hispanic",22658.416,1,54596.31696,1,110578.79354700001,1
2021,04,77000,all,All,21834.4736,1,51496.4,1,104756.64480549212,1
2021,04,85540,race-ethnicity,"Black, Non-Hispanic",33613.58502,2,51970.058655,2,96898.197114,2
2021,04,85540,race-ethnicity,Hispanic,21430.9737,2,50293.507293,2,89633.757075,2
2021,04,85540,race-ethnicity,Other Races and Ethnicities,24718.272,2,58117.076585999996,2,94115.698203,2
2021,04,85540,race-ethnicity,"White, Non-Hispanic",22837.58654703325,2,53556.256,2,108722.72209478746,2
2021,04,85540,all,All,24718.272,2,56646.04,2,103507.764,2
2021,05,23290,race-ethnicity,"Black, Non-Hispanic",13554.224763,2,34121.531037,2,84763.0744,2
2021,05,23290,race-ethnicity,Hispanic,30540.646746,2,50282.030304,2,88852.3542,2
2021,05,23290,race-ethnicity,Other Races and Ethnicities,26327.900882999995,2,58343.562063,2,109315.07040300002,2
2021,05,23290,race-ethnicity,"White, Non-Hispanic",25275.469029,2,60120.21527100001,2,124269.46299,2
2021,05,23290,all,All,25748.2,2,64885.46399999999,2,115351.936,2
2021,05,24550,race-ethnicity,"Black, Non-Hispanic",12242.264148,2,35648.01705,2,73116.31539,2
2021,05,24550,race-ethnicity,Hispanic,24718.272,2,48172.804905,2,78233.670552,2
2021,05,24550,race-ethnicity,Other Races and Ethnicities,24643.607457,2,48279.880275,2,100363.36275,2
2021,05,24550,race-ethnicity,"White, Non-Hispanic",23482.3584,2,52656.807915,2,104022.728,2
2021,05,24550,all,All,23070.3872,2,49436.544,2,97843.16,2
2021,05,35710,race-ethnicity,"Black, Non-Hispanic",13411.399707,2,30716.087943,2,64231.07997,2
2021,05,35710,race-ethnicity,Hispanic,21410.023275,2,34263.72669369841,2,77675.494224,2
2021,05,35710,race-ethnicity,Other Races and Ethnicities,15647.138585999997,2,35763.732552,2,100047.431964,2
2021,05,35710,race-ethnicity,"White, Non-Hispanic",22480.776975,2,52528.234983,2,103946.950935,2
2021,05,35710,all,All,19671.6248,2,51496.4,2,107431.78968,2
2021,05,41000,race-ethnicity,"Black, Non-Hispanic",15796.5393,1,38438.916396,1,78233.670552,1
2021,05,41000,race-ethnicity,Hispanic,23688.344,1,43771.94,1,92693.52,1
2021,05,41000,race-ethnicity,Other Races and Ethnicities,27512.30922,1,71612.655075,1,110202.296,1
2021,05,41000,race-ethnicity,"White, Non-Hispanic",31172.508318,1,74935.586535,1,162728.624,1
2021,05,41000,all,All,22761.4088,1,53556.256,1,120913.5472,1
2021,05,66080,race-ethnicity,"Black, Non-Hispanic",13554.224763,3,34422.895938,3,84763.0744,3
2021,05,66080,race-ethnicity,Hispanic,30606.673467,3,52776.03567,3,90118.7,3
2021,05,66080,race-ethnicity,Other Races and Ethnicities,26935.041393,3,60982.03688,3,110578.79354700001,3
2021,05,66080,race-ethnicity,"White, Non-Hispanic",25705.435569,3,61795.68000000001,3,127409.81399999998,3
2021,05,66080,all,All,26778.128,3,65493.12152,3,116474.55752,3
2021,06,00562,race-ethnicity,"Black, Non-Hispanic",23611.238681999996,2,78984.708798,2,147458.294544,2
2021,06,00562,race-ethnicity,Hispanic,43140.356307,2,87410.200524,2,162718.19718,2
2021,06,00562,race-ethnicity,Other Races and Ethnicities,37663.756683,2,98487.11721,2,198044.98812,2
2021,06,00562,race-ethnicity,"White, Non-Hispanic",42125.446332,2,114750.75919813805,2,228529.640817,2
2021,06,00562,all,All,37077.408,2,97843.16,2,198364.1328,2
2021,06,00884,race-ethnicity,"Black, Non-Hispanic",60120.215270999994,2,102153.301821,2,149339.56,2
2021,06,00884,race-ethnicity,Hispanic,38258.595108,2,80450.6873574606,2,134116.019448,2
2021,06,00884,race-ethnicity,Other Races and Ethnicities,26822.799414,2,73719.531081,2,155219.630661,2
2021,06,00884,race-ethnicity,"White, Non-Hispanic",49024.5728,2,111385.962762,2,215090.16352,2
2021,06,00884,all,All,33369.6672,2,79304.456,2,154489.2,2
2021,06,02000,race-ethnicity,"Black, Non-Hispanic",29545.731105,1,74154.816,1,138920.926125,1
2021,06,02000,race-ethnicity,Hispanic,34041.8865,1,73763.203983,1,135229.5464,1
2021,06,02000,race-ethnicity,Other Races and Ethnicities,34577.26335,1,94880.586438,1,175662.547761,1
2021,06,02000,race-ethnicity,"White, Non-Hispanic",35433.86631,1,94552.132614441,1,184298.324628,1
2021,06,02000,all,All,36047.48,1,87234.9016,1,171997.97599999997,1
2021,06,02252,race-ethnicity,"Black, Non-Hispanic",24408.133635,1,77089.124082,1,150266.4952,1
2021,06,02252,race-ethnicity,Hispanic,34422.895938,1,78681.627279,1,144288.314031,1
2021,06,02252,race-ethnicity,Other Races and Ethnicities,40368.687258,1,101962.872,1,195585.187569,1
2021,06,02252,race-ethnicity,"White, Non-Hispanic",35738.5016,1,86057.239845,1,156755.0416,1
2021,06,02252,all,All,31721.7824,1,82394.24,1,182297.256,1
2021,06,02364,race-ethnicity,"Black, Non-Hispanic",12637.23144,2,43723.240326,2,109941.151365,2
2021,06,02364,race-ethnicity,Hispanic,25275.469029,2,55616.112,2,107419.485687,2
2021,06,02364,race-ethnicity,Other Races and Ethnicities,22748.4654,2,61280.716,2,117823.7632,2
2021,06,02364,race-ethnicity,"White, Non-Hispanic",28420.410141,2,67058.009724,2,126370.30684055714,2
2021,06,02364,all,All,31721.7824,2,66945.32,2,121943.47520000002,2
2021,06,03526,race-ethnicity,"Black, Non-Hispanic",13117.579956,2,41352.574155,2,98165.8911,2
2021,06,03526,race-ethnicity,Hispanic,25692.02793,2,53920.531059,2,104163.590079,2
2021,06,03526,race-ethnicity,Other Races and Ethnicities,35481.0196,2,76935.6216,2,171496.35723,2
2021,06,03526,race-ethnicity,"White, Non-Hispanic",32411.641017,2,78233.670552,2,144062.074452,2
2021,06,03526,all,All,25676.10504,2,61795.68000000001,2,127093.1152,2
2021,06,04982,race-ethnicity,"Black, Non-Hispanic",16787.8264,2,56998.701552,2,109172.368,2
2021,06,04982,race-ethnicity,Hispanic,32015.661180000003,2,65257.630158,2,113681.640564,2
2021,06,04982,race-ethnicity,Other Races and Ethnicities,27275.693241,2,69582.82818,2,143310.60433115246,2
2021,06,04982,race-ethnicity,"White, Non-Hispanic",22138.02336186151,2,64926.66112,2,128984.470749,2
2021,06,04982,all,All,32957.696,2,67357.2912,2,117940.40048614402,2
2021,06,06000,race-ethnicity,"Black, Non-Hispanic",15954.504693,1,40679.549295,1,128741,1
2021,06,06000,race-ethnicity,Hispanic,24718.272,1,78774.423657,1,182400.2488,1
2021,06,06000,race-ethnicity,Other Races and Ethnicities,22116.161169,1,73763.203983,1,200094.863928,1
2021,06,06000,race-ethnicity,"White, Non-Hispanic",44705.676879,1,122939.347431,1,258305.9424,1
2021,06,06000,all,All,36047.48,1,101138.9296,1,249294.0724,1
2021,06,08786,race-ethnicity,"Black, Non-Hispanic",34979.200119,3,71747.92134725199,3,128083.68800979508,3
2021,06,08786,race-ethnicity,Hispanic,37165.463445,3,75423.045456,3,141008.919042,3
2021,06,08786,race-ethnicity,Other Races and Ethnicities,39822.946335,3,102992.8,3,187705.599063,3
2021,06,08786,race-ethnicity,"White, Non-Hispanic",37596.1263019771,3,97342.02278340001,3,192232.084845,3
2021,06,08786,all,All,37489.3792,3,95989.2896,3,176529.6592,3
2021,06,08954,race-ethnicity,"Black, Non-Hispanic",44705.676879,1,83499.595845,1,187339.47141,1
2021,06,08954,race-ethnicity,Hispanic,31952.273793,1,74507.285055,1,132263.865738,1
2021,06,08954,race-ethnicity,Other Races and Ethnicities,46874.469612,1,104434.6992,1,178278.02719513103,1
2021,06,08954,race-ethnicity,"White, Non-Hispanic",24306.3008,1,81359.09859,1,176323.6736,1
2021,06,08954,all,All,28848.28328,1,82394.24,1,164891.4728,1
2021,06,11194,race-ethnicity,"Black, Non-Hispanic",11205.61664,1,97285.678716,1,195686.32,1
2021,06,11194,race-ethnicity,Hispanic,32188.168248,1,71973.53441734418,1,156738.263064,1
2021,06,11194,race-ethnicity,Other Races and Ethnicities,61795.68000000001,1,141008.919042,1,230801.97018,1
2021,06,11194,race-ethnicity,"White, Non-Hispanic",50063.201352,1,119147.29887899998,1,226276.39535904463,1
2021,06,11194,all,All,46346.76,1,122973.4032,1,208560.42,1
2021,06,11530,race-ethnicity,"Black, Non-Hispanic",39549.2352,1,87447.493749,1,173555.67175500002,1
2021,06,11530,race-ethnicity,Hispanic,32411.641017,1,72195.89507678873,1,131641.516713,1
2021,06,11530,race-ethnicity,Other Races and Ethnicities,55987.286625,1,107215.5048,1,188476.824,1
2021,06,11530,race-ethnicity,"White, Non-Hispanic",34322.713263,1,80038.146801,1,131641.516713,1
2021,06,11530,all,All,40167.192,1,90118.7,1,158917.8904,1
2021,06,13014,race-ethnicity,"Black, Non-Hispanic",17881.866275999997,1,25275.469029,1,89387.73105,1
2021,06,13014,race-ethnicity,Hispanic,24408.133635,1,53968.227199999994,1,112768.80846899998,1
2021,06,13014,race-ethnicity,Other Races and Ethnicities,21642.791211,1,55881.337707,1,116086.732842,1
2021,06,13014,race-ethnicity,"White, Non-Hispanic",24622.284375,1,69083.08443,1,141307.16376,1
2021,06,13014,all,All,26160.1712,1,70344.0824,1,139658.2368,1
2021,06,13210,race-ethnicity,"Black, Non-Hispanic",32015.66118,2,69083.08443,2,218630.140806,2
2021,06,13210,race-ethnicity,Hispanic,46758.762477,2,92913.152064,2,158029.10409,2
2021,06,13210,race-ethnicity,Other Races and Ethnicities,43587.301844999995,2,106082.584,2,189563.502345,2
2021,06,13210,race-ethnicity,"White, Non-Hispanic",47002.635315,2,104936.58726,2,187446.896,2
2021,06,13210,all,All,47376.688,2,106185.5768,2,185387.04,2
2021,06,13214,race-ethnicity,"Black, Non-Hispanic",32015.66118,2,71065.032,2,218630.140806,2
2021,06,13214,race-ethnicity,Hispanic,47169.13351141874,2,96345.60981,2,159022.855599,2
2021,06,13214,race-ethnicity,Other Races and Ethnicities,43587.301845,2,106599.54438,2,190704.42950255013,2
2021,06,13214,race-ethnicity,"White, Non-Hispanic",47381.93080200146,2,105312.609681,2,189197.77359999996,2
2021,06,13214,all,All,51084.4288,2,108142.44,2,190536.68,2
2021,06,13392,race-ethnicity,"Black, Non-Hispanic",31293.265983,1,73297.95465,1,157443.201669,1
2021,06,13392,race-ethnicity,Hispanic,31876.755221326064,1,75998.942862,1,139740.31499614342,1
2021,06,13392,race-ethnicity,Other Races and Ethnicities,44705.676879,1,111762.675414,1,177353.6016,1
2021,06,13392,race-ethnicity,"White, Non-Hispanic",44816.371989,1,110369.45284499999,1,191290.94934600004,1
2021,06,13392,all,All,32957.696,1,85793.0024,1,153459.272,1
2021,06,13588,race-ethnicity,"Black, Non-Hispanic",24728.3496,1,50672.4576,1,97843.16,1
2021,06,13588,race-ethnicity,Hispanic,33130.82992248554,1,61795.68000000001,1,103206.739824,1
2021,06,13588,race-ethnicity,Other Races and Ethnicities,32857.807893,1,68453.347215,1,127711.072,1
2021,06,13588,race-ethnicity,"White, Non-Hispanic",34199.423169,1,74154.816,1,133813.90815,1
2021,06,13588,all,All,27808.055999999997,1,66945.32,1,127711.072,1
2021,06,14218,race-ethnicity,"Black, Non-Hispanic",39608.795595,1,105312.609681,1,202659.01822922815,1
2021,06,14218,race-ethnicity,Hispanic,37425.68341357564,1,77244.6,1,149753.972346,1
2021,06,14218,race-ethnicity,Other Races and Ethnicities,50070.034524,1,109309.113912,1,203559.5855240683,1
2021,06,14218,race-ethnicity,"White, Non-Hispanic",38558.658948,1,91138.32872,1,167680.723761,1
2021,06,14218,all,All,45831.796,1,92693.52,1,176117.688,1
2021,06,15044,race-ethnicity,"Black, Non-Hispanic",19348.126506,2,60028.861638,2,115454.9288,2
2021,06,15044,race-ethnicity,Hispanic,27833.53533,2,64264.094517,2,111762.675414,2
2021,06,15044,race-ethnicity,Other Races and Ethnicities,22352.332845,2,65585.873586,2,132860.712,2
2021,06,15044,race-ethnicity,"White, Non-Hispanic",19911.97824,2,68620.159995,2,111762.675414,2
2021,06,15044,all,All,24100.3152,2,72094.96,2,121531.504,2
2021,06,16000,race-ethnicity,"Black, Non-Hispanic",35219.71557,3,88180.736745,3,169554.217182,3
2021,06,16000,race-ethnicity,Hispanic,41319.161145,3,91529.23845,3,163656.171744,3
2021,06,16000,race-ethnicity,Other Races and Ethnicities,52340.877129,3,122561.432,3,211232.326155,3
2021,06,16000,race-ethnicity,"White, Non-Hispanic",51181.793481,3,116381.864,3,221290.62313799997,3
2021,06,16000,all,All,44286.904,3,108142.44,3,205985.6,3
2021,06,16350,race-ethnicity,"Black, Non-Hispanic",60871.008351,2,111762.675414,2,173422.703745,2
2021,06,16350,race-ethnicity,Hispanic,40553.259813,2,81359.09859,2,143448.67116,2
2021,06,16350,race-ethnicity,Other Races and Ethnicities,54654.556956,2,109309.113912,2,195249.47282100003,2
2021,06,16350,race-ethnicity,"White, Non-Hispanic",43029.125517,2,106836.97578,2,185850.5076,2
2021,06,16350,all,All,41197.12,2,94753.376,2,156137.0848,2
2021,06,16532,race-ethnicity,"Black, Non-Hispanic",44705.67687899999,2,76516.177119,2,120501.576,2
2021,06,16532,race-ethnicity,Hispanic,39549.2352,2,82394.24,2,147527.419155,2
2021,06,16532,race-ethnicity,Other Races and Ethnicities,42125.446332,2,105052.656,2,201173.017983,2
2021,06,16532,race-ethnicity,"White, Non-Hispanic",42149.65305971787,2,104609.356929,2,200192.9647228138,2
2021,06,16532,all,All,49333.5512,2,102374.8432,2,198776.104,2
2021,06,17918,race-ethnicity,"Black, Non-Hispanic",25692.02793,2,90610.78889977376,2,186825.770916,2
2021,06,17918,race-ethnicity,Hispanic,36768.4296,2,91646.081448,2,163397.019321,2
2021,06,17918,race-ethnicity,Other Races and Ethnicities,57711.700491,2,124284.713766,2,211679.663514,2
2021,06,17918,race-ethnicity,"White, Non-Hispanic",51496.4,2,110164.996794,2,224316.894954,2
2021,06,17918,all,All,43256.976,2,107400.89184,2,212062.1752,2
2021,06,19766,race-ethnicity,"Black, Non-Hispanic",7724.46,1,40966.362684,1,102890.809038,1
2021,06,19766,race-ethnicity,Hispanic,39702.63954,1,76214.672,1,137047.382295,1
2021,06,19766,race-ethnicity,Other Races and Ethnicities,47067.7096,1,92693.52,1,194961.7951670459,1
2021,06,19766,race-ethnicity,"White, Non-Hispanic",33975.9504,1,82394.24,1,172718.9256,1
2021,06,19766,all,All,29970.9048,1,72712.9168,1,150369.488,1
2021,06,21712,race-ethnicity,"Black, Non-Hispanic",32746.344576000003,2,50299.013217105,2,104512.721226,2
2021,06,21712,race-ethnicity,Hispanic,37468.29834,2,70241.0896,2,123737.641386,2
2021,06,21712,race-ethnicity,Other Races and Ethnicities,27657.49992557564,2,82474.200576,2,150597.363873,2
2021,06,21712,race-ethnicity,"White, Non-Hispanic",28837.983999999997,2,77172.663975,2,159195.821565,2
2021,06,21712,all,All,33987.624,2,78664.87586163997,2,150369.488,2
2021,06,22020,race-ethnicity,"Black, Non-Hispanic",32792.936793,1,90244.33401,1,153897.909855,1
2021,06,22020,race-ethnicity,Hispanic,51523.113117,1,99664.94628,1,167644.013121,1
2021,06,22020,race-ethnicity,Other Races and Ethnicities,42820.04655,1,102992.8,1,178261.497621,1
2021,06,22020,race-ethnicity,"White, Non-Hispanic",52193.531424,1,107051.12652,1,182285.018652,1
2021,06,22020,all,All,51496.4,1,102992.8,1,178074.5512,1
2021,06,22230,race-ethnicity,"Black, Non-Hispanic",13900.954584,1,21861.620163,1,45254.029893,1
2021,06,22230,race-ethnicity,Hispanic,25705.435569,1,54204.786345,1,100587.014586,1
2021,06,22230,race-ethnicity,Other Races and Ethnicities,21861.620163,1,62104.6584,1,127391.40624,1
2021,06,22230,race-ethnicity,"White, Non-Hispanic",26889.620574,1,64679.47839999999,1,117779.92682561385,1
2021,06,22230,all,All,24203.308,1,56646.04,1,123591.36000000002,1
2021,06,22804,race-ethnicity,"Black, Non-Hispanic",11773.955598,1,51393.4072,1,94998.172983,1
2021,06,22804,race-ethnicity,Hispanic,24853.892598,1,56998.701552,1,114790.30256937756,1
2021,06,22804,race-ethnicity,Other Races and Ethnicities,36974.4152,1,93728.816244,1,177662.771973,1
2021,06,22804,race-ethnicity,"White, Non-Hispanic",32574.107841000005,1,92359.447455,1,184273.226427,1
2021,06,22804,all,All,33884.6312,1,82394.24,1,159741.8328,1
2021,06,23182,race-ethnicity,"Black, Non-Hispanic",34605.5808,1,72473.86317,1,141735.46524,1
2021,06,23182,race-ethnicity,Hispanic,39351.726771,1,82394.24,1,134116.019448,1
2021,06,23182,race-ethnicity,Other Races and Ethnicities,52081.289445,1,105057.481155,1,185387.04,1
2021,06,23182,race-ethnicity,"White, Non-Hispanic",44849.80419,1,100236.830277,1,168081.056985,1
2021,06,23182,all,All,37489.3792,1,92693.52,1,150369.488,1
2021,06,24638,race-ethnicity,"Black, Non-Hispanic",67337.60101894852,3,95918.31847500001,3,154489.19999999998,3
2021,06,24638,race-ethnicity,Hispanic,46046.513493,2,102992.8,2,212521.81022699998,2
2021,06,24638,race-ethnicity,Other Races and Ethnicities,64980.63248982096,2,142102.050705,2,219133.785285,2
