year,state,place,subgroup,subgroup_type,pctl_income_20,pctl_income_20_lb,pctl_income_20_ub,pctl_income_50,pctl_income_50_lb,pctl_income_50_ub,pctl_income_80,pctl_income_80_lb,pctl_income_80_ub,pctl_income_quality
2018,06,82996,all,All,34476.033899999995,32111.317883999996,37083.334197,72508.31843399999,69295.8348,75252.99971199999,129684.63630399999,123213.37964999999,137007.95943999998,2
2018,06,14218,all,All,31630.202495999998,30392.909999999996,33837.4398,72301.024689,67919.742176,75912.68750799999,134244.44045099997,130402.03895999999,140933.915584,1
2018,06,27000,all,All,18783.712639999998,18023.432736,19826.382723,49720.16312999999,48500.24838,50749.996549999996,101360.35484999999,99334.16084999999,104348.991,3
2018,06,16350,all,All,33432.200999999994,31156.298799999997,36403.134074999994,80236.247616,75982.275,83941.29699999999,146452.88275199998,142336.91882,150782.34828799998,2
2018,06,56700,all,All,28589.346596999996,25695.677424999998,31406.006999999998,62771.579552999996,58886.977875,66845.403096,115676.02991999999,108401.37899999999,121777.08567999999,2
2018,06,33182,all,All,20565.8691,19314.38256,21752.697767999998,51392.363274999996,49027.21690399999,53771.948796,106124.97262399999,101512.25252099999,111166.336864,2
2018,06,46842,all,All,28760.307136,27252.309299999997,30457.449615999998,65851.305,63675.384079999996,68981.082016,120675.29525999998,114403.42337599999,124300.40782499999,2
2018,06,78120,all,All,44282.485012,39903.374191999996,47445.303744,94219.16459999999,90206.87755199999,97257.31199999999,167641.48385199998,160249.299408,175172.498325,1
2018,06,62938,all,All,36082.550768,33004.665232,38735.900367999995,86456.08833999999,82866.93854999999,91360.92614999998,160600.75707499997,156411.725709,166654.4565,1
2018,06,67000,all,All,31731.057424,30392.909999999996,32824.3428,104619.63631799999,102092.88249599999,106549.50855999999,226684.125476,221151.079056,233012.30999999997,2
2018,06,30000,all,All,20876.215772,19102.114591999998,22477.720280999998,62189.508303999995,59042.31452099999,64315.349627999996,134779.145776,129479.71788299999,141910.26426,2
2018,06,56000,all,All,26358.50208,23909.0892,29521.320811999998,79075.50623999999,75982.275,83479.19279999999,167025.43274999998,159208.67448299998,173967.12131599998,3
2018,06,78582,all,All,46038.63494999999,43122.751224,49033.894799999995,106881.73349999999,103584.17878199999,111431.67182399999,211020.98765399997,201213.012176,222485.78247499999,1
2018,06,36546,all,All,22288.134,20717.240231999996,24946.41765,49785.94224999999,46612.779333,51792.089390999994,97161.10625399998,92799.68519999999,100819.27468799999,1
2018,06,44000,all,All,21413.904874999997,21275.036999999997,21855.839045999997,58006.85698499999,57709.137474999996,58759.626,127410.46504999998,126626.606724,128663.31899999999,1
2018,06,32548,all,All,24410.943975,22270.057699999998,26766.624774999997,53694.140999999996,50940.307263999995,58137.71809999999,104826.93006299999,98574.3381,107542.89000399999,2
2018,06,13210,all,All,38544.02035,35458.395,41536.610553,87341.25998399999,83838.83851199999,91178.73,160249.299408,156003.940048,165540.04979999998,2
2018,06,13214,all,All,40398.011738999994,36471.492,42933.694375,89806.72865699999,85100.14799999999,95231.11799999999,163321.36737,159187.959568,168695.4209,2
2018,06,53896,all,All,29379.813,26766.624774999997,31630.202495999998,62150.70950699999,60076.65209999999,65258.093303999995,112420.22742499999,109308.99214399999,116737.36975999999,1
2018,06,03526,all,All,24461.213875999998,23347.473951999997,25327.425,56971.399449,55184.66536,59148.438363999994,112757.69609999999,109208.39379999999,117309.04707899998,2
2018,06,24680,all,All,27911.235264,26124.258049999997,30140.048927999997,64221.624578999996,62150.70950699999,67240.885184,115888.29788799999,110834.403912,119017.95648899999,1
2018,06,60466,all,All,26766.624774999997,25409.354184,29003.934086999998,58368.68487999999,55720.33499999999,61764.972367999995,107388.28199999999,103747.77242499999,111431.67182399999,2
2018,06,13014,all,All,18134.436299999998,16209.551999999998,19806.046349999997,51792.089390999994,48995.140617,55184.66536,114562.122125,108780.8216,121038.523676,1
2018,06,02364,all,All,22788.155303999996,21224.794272,24314.327999999998,53533.24954999999,51667.94699999999,55720.33499999999,103326.134224,99283.506,106805.33558799999,2
2018,06,33434,all,All,22788.155303999996,21224.794272,24314.327999999998,53533.24954999999,51663.067112,55720.33499999999,103326.134224,99283.506,107067.507525,2
2018,06,82590,all,All,22352.332191999998,20694.124352,24135.059051999997,49870.56806,45336.42206,54899.473187999996,100643.052224,92495.7561,107067.507525,2
2018,06,22230,all,All,22085.5146,21199.11035,23195.683348,47648.23686899999,45336.42206,50515.771327999995,91178.73,87217.07362799998,95290.11194999999,1
2018,06,21712,all,All,27592.833312,26441.8317,29100.149027999996,63675.384079999996,61552.704399999995,66647.13563199999,123091.28549999998,119284.58537599999,127350.76815999999,2
2018,06,02000,all,All,30140.048927999997,28382.052851999997,31630.202495999998,69505.08710399999,67978.8087,71735.32079999999,133006.908496,128967.24809999998,137065.21840399998,3
2018,06,08786,all,All,32548.933724999995,31200.387504,34343.9883,80130.45087599999,76967.63214399999,83276.5734,150039.4104,146026.706076,155048.734192,3
2018,06,28000,all,All,32111.317883999996,29715.512991999996,35458.395,74963.539612,72197.88341099999,78021.569192,152977.647,146899.06499999997,157613.01824099998,3
2018,06,59920,all,All,20665.629879999997,19272.010175,21520.797925,50321.415924999994,48393.091647999994,52478.4246,101201.81749799999,96361.0593,106124.97262399999,2
2018,06,26000,all,All,54825.885844,52691.17496999999,58886.977875,122574.73887999999,118844.9031,126289.42831999999,214135.01505,206944.247312,223521.30674399997,2
2018,06,36448,all,All,17080.631776,15815.101247999999,18235.746,41224.455431999995,39054.302319999995,42676.22055599999,91007.33097499999,87010.79107199999,96361.0593,2
2018,06,16532,all,All,34161.263552,31630.202495999998,38273.23018,83512.71637499999,79593.479152,86724.54999999999,157447.183245,151964.55,165733.87709999998,2
2018,06,36770,all,All,36775.4211,33285.669579999994,39713.4024,95406.44150399999,91280.0397,98715.30374699998,181347.70341599997,175107.05590399998,187422.94499999998,2
2018,06,51182,all,All,38167.43344,35847.965864,41176.981999999996,99688.74479999999,95231.11799999999,103584.17878199999,221412.42505999998,210724.17599999998,238077.79499999998,3
2018,06,22020,all,All,37462.292559999994,35218.701681,41389.249968,88046.248608,84938.86481099999,92189.08994099998,156125.36692499998,151758.580688,160815.55159999998,1
2018,06,64000,all,All,22668.714824,21752.697767999998,23617.862719999997,58368.68487999999,56971.399449,60491.364559999995,117773.95575,115898.2968,120558.54299999999,2
2018,06,39496,all,All,42826.80132499999,41119.66628,45386.745599999995,101309.7,97688.1466,105140.40735,188663.20797499997,183298.39378399999,195053.92297999997,3
2018,06,48256,all,All,51927.83695,48180.52965,54070.29820799999,112740.49517699999,107174.40057499999,116842.88895,192721.11017499998,186725.20057199997,200009.240764,1
2018,06,69070,all,All,29715.512991999996,27413.446716,31840.788387999997,78158.98804999999,74712.31715199999,81831.48101399999,173239.587,165024.327424,181265.402175,2
2018,06,13392,all,All,29871.565349999997,27967.465361999995,31074.849158999998,74181.64723199999,70746.783832,77603.23019999999,135415.94968,130533.78641599999,140228.037136,1
2018,06,66000,all,All,31049.405749999998,30392.909999999996,31630.202495999998,74858.75046,73803.805824,75912.68750799999,150198.611376,148575.56243199998,151964.55,1
2018,06,29000,all,All,26253.712927999997,24518.845449999997,28154.542415999997,64315.349627999996,62733.43646799999,67776.1893,119295.59928,116013.71396999998,123780.17062399999,3
2018,06,48354,all,All,23098.611599999997,21680.2758,24518.845449999997,54604.196899999995,52928.59763999999,56453.670680999996,106655.64254399999,103747.77242499999,110476.46596799999,1
2018,06,84200,all,All,32898.531248,31074.849158999998,35839.571726999995,75985.92495999999,73226.44137599999,79593.479152,136221.867248,131551.644144,141146.183552,2
2018,06,49670,all,All,52717.00416,47225.61782399999,56971.399449,147324.84194999997,139174.10008799998,152395.66982399998,335281.960116,317473.780272,350215.113072,2
2018,06,00562,all,All,34490.541008,31837.191408,36901.902912,81554.3085,77705.18655999999,86113.245,162095.52,158995.344475,169166.31902499998,2
2018,06,53000,all,All,23617.330283999996,22389.4437,24860.081564999997,69712.380849,67919.542752,71316.029664,157536.58349999998,153484.19549999997,161409.552072,3
2018,06,68084,all,All,34490.541008,31837.191408,36901.902912,81554.3085,77705.18655999999,86113.245,162095.52,158995.344475,169166.31902499998,2
2018,06,58072,all,All,24314.327999999998,22288.134,25894.689567999998,55720.33499999999,52827.546926999996,58759.626,105033.5143,101304.95877599998,110172.4481,1
2018,06,23182,all,All,35847.965864,33429.201168,37992.962479999995,79075.50623999999,75385.71898399999,82121.08987499999,142844.327296,137781.19199999998,152458.14028,1
2018,06,81554,all,All,36471.492,33146.77542,39051.107991,80135.9727,76018.10177499999,83902.396086,145877.158707,141570.719488,153513.084916,2
2018,06,81666,all,All,28866.44112,26885.470604,31127.430986999996,70916.79,68005.13688399999,73803.805824,138801.869274,131693.246025,145017.64805699998,1
2018,06,82954,all,All,23195.683348,21613.770188,25530.0444,57307.34503999999,53533.24954999999,61697.607299999996,119121.09776699998,111760.65337199999,124697.41855999999,1
2018,06,37692,all,All,34808.94296,31406.006999999998,38008.546675,80654.818992,76198.19292799999,85100.14799999999,145391.542912,138116.913275,153090.90554399998,2
2018,06,85292,all,All,32367.861328,30392.909999999996,34688.232076,79062.809232,75349.12105599999,81831.48101399999,145017.64805699998,141328.7469,150300.09939299998,2
2018,06,60620,all,All,26620.561614,25385.046191999998,28908.519474999997,65851.305,63260.404991999996,69593.4261,128055.46079999999,123341.470175,133627.4943,2
2018,06,60102,all,All,48020.190075,43897.748674999995,51792.089390999994,126786.921576,121193.02402799999,132587.10168,269318.05588199996,261031.36202699997,279676.67599799996,2
2018,06,80854,all,All,42826.80132499999,41119.66628,45386.745599999995,101208.39029999998,96998.45126399999,103943.75219999999,188263.16801999998,183269.2473,194421.157716,3
2018,06,06000,all,All,26674.884712,25226.115299999998,29003.934086999998,83095.90062399999,79021.56599999999,89081.706144,190076.22989699998,182560.0794,202112.8515,1
2018,06,68252,all,All,52681.043999999994,49512.869385,55880.83048,127133.42348799999,123091.28549999998,131551.644144,251501.91689099997,241965.45823999998,263405.22,2
2018,06,22804,all,All,27752.034288,25895.539101,29978.458399999996,65158.70078399999,62733.43646799999,68272.44771299999,129479.71788299999,124305.52447499998,134032.73309999998,1
2018,06,47766,all,All,53864.015651999995,48500.24838,59671.41329999999,116842.88895,110213.53386599998,123127.68407499998,211737.273,203106.87924999997,221240.12285999997,2
2018,06,69084,all,All,50321.415924999994,44996.80416,53854.937125,122584.737,116206.69983999999,127048.786096,210869.024228,205597.323812,218417.796025,1
2018,06,53980,all,All,40685.915049999996,37601.062965,43505.395535999996,89145.53771199999,85100.14799999999,94219.16459999999,172226.49,165740.69929999998,178926.878064,2
2018,06,69000,all,All,28654.173152,27353.619,30140.048927999997,61995.88205199999,60097.58626,64206.054,118532.34899999999,114149.08145399998,122044.06895999999,2
2018,06,84550,all,All,24860.081564999997,22693.372799999997,26724.714081,63260.404991999996,60519.765631999995,66167.806375,129479.71788299999,124197.26654699999,134437.97189999997,2
2018,06,65000,all,All,17829.508048,16595.650224999998,18944.9139,44282.485012,42468.926811,45577.321797,86492.18811199999,84263.37444799999,89152.536,3
2018,06,70000,all,All,29715.512991999996,26531.493472,31904.024138999997,87511.03297599999,82777.498672,93836.67043999999,191681.99802899998,183343.73353499998,202719.91449599998,3
2018,06,80000,all,All,36797.11376,34261.239375,39432.963968,91411.40612399999,88564.970024,94261.01620199998,173967.12131599998,167702.66208299997,181275.48642499998,2
2018,06,41992,all,All,59042.31452099999,55184.66536,62150.70950699999,134701.3778,129676.41599999998,137963.165296,236235.224368,230291.721264,243143.27999999997,2
2018,06,57792,all,All,59042.31452099999,55184.66536,62150.70950699999,134701.3778,129676.41599999998,137963.165296,236235.224368,230291.721264,243143.27999999997,3
2018,06,36000,all,All,39116.581335999996,36164.348496,41536.977,90206.87755199999,88046.248608,92782.733392,169800.35670399998,165637.39132,175055.521025,3
2018,06,72016,all,All,40523.88,37473.073,42661.856512,89983.27553999999,86456.08833999999,93389.89580799999,162095.52,157065.279888,170755.56256,1
2018,06,62000,all,All,27062.163392,26000.823551999998,29210.216642999996,64843.505814,62812.013999999996,68215.722776,119915.85044999998,115978.41673999999,123358.99883999999,2
2018,06,40130,all,All,16060.176549999998,13265.746736,18629.64345,51663.067112,48605.037531999995,54235.439276,103584.17878199999,99440.32625999999,106124.97262399999,1
2018,06,55156,all,All,25304.565032,22912.531550999996,26766.624774999997,59871.489501,56934.767528,62150.70950699999,111456.28514699999,106898.856324,117012.70349999999,1
2018,06,68196,all,All,27860.167499999996,25895.539101,29978.458399999996,69903.693,65851.305,75171.7974,143981.17933199997,137173.3338,148850.05436699998,2
2018,06,43000,all,All,25304.565032,23933.237763999998,25937.330295999996,61028.872574999994,59854.560655999994,62614.044239999996,124300.40782499999,121400.31777299999,127575.75461999999,2
2018,06,24638,all,All,43016.954483999994,40398.011738999994,45994.6038,96367.731496,91267.216128,100819.27468799999,176660.93362499998,170331.026624,184155.54822499998,2
2018,06,49270,all,All,30681.0546,28654.173152,32419.103999999996,63260.404991999996,61393.678199999995,65904.19774399999,111885.762175,108556.19509499999,116506.15499999998,1
2018,06,69088,all,All,42173.603328,40003.648028999996,43897.748674999995,91007.33097499999,88139.439,94891.61507599999,164698.41956399998,160554.56704199998,170653.433632,1
2018,06,50076,all,All,39614.967699999994,37143.890607999994,42933.694375,84900.17835199999,81478.72314999999,88459.17328399999,146147.00155,140084.843712,152607.65256,2
2018,06,50258,all,All,36151.017939,33229.5816,38902.92479999999,82866.93854999999,80300.88274999999,86113.245,166383.06602499998,159205.95711599998,173399.70090899998,2
2018,06,45484,all,All,36254.15921699999,33739.08418,38902.92479999999,82866.93854999999,79344.967263,86034.916556,144498.90809999997,137963.165296,151750.144419,3
2018,06,75000,all,All,20509.946486999997,19400.099351999997,21413.904874999997,50940.307263999995,49554.185428,52681.043999999994,102941.95436799999,101071.41247499999,106124.97262399999,3
2018,06,02252,all,All,29379.813,26137.902599999998,33739.08418,72589.637472,67495.20624,79122.87569999999,134659.02794099998,127407.79162199999,144330.203072,1
2018,06,16000,all,All,40064.721644,37956.847548,41863.75545,92078.27832499999,89910.88112399999,94219.16459999999,175531.59183999998,171923.03638399998,180412.75384,3
2018,06,57456,all,All,32419.103999999996,29314.369109999996,35891.309344,74580.24469499999,70916.79,79137.673518,135840.485616,129684.63630399999,143981.17933199997,2
2018,06,80238,all,All,36254.15921699999,33739.08418,38947.966712999994,83073.954,79426.8048,86113.245,144656.386396,137963.165296,151750.144419,2
2018,06,77000,all,All,53062.986944,49236.5142,58317.292008,131793.51798799998,125957.74659599998,137963.165296,245149.47775999998,235863.75542399997,253780.12570799998,3
2018,06,64224,all,All,27486.699328,25470.153631999998,30392.909999999996,60097.58626,57816.030524999995,63049.81909999999,110224.9536,104818.71977499999,116399.58852399999,1
2018,06,17918,all,All,42173.603328,39053.103292,44915.250276,96998.45126399999,92293.24240799999,102729.68639999999,179238.82173199998,171900.55832799998,186451.117332,2
2018,06,13588,all,All,27086.719742999998,25682.421599999998,29107.075364999997,58200.29805599999,55396.933328,61128.168463999995,107923.66034999999,104619.63631799999,112453.76699999999,1
2018,06,46898,all,All,19102.114591999998,17818.186191999997,20906.39232,46391.366696,44540.115399999995,49251.477,95290.11194999999,90368.2524,100163.315492,2
2018,06,54652,all,All,31709.9361,29832.097877999997,33110.799216,68365.477101,66357.8535,71119.40939999999,126637.12499999999,124412.41752499998,131793.51798799998,1
2018,06,65042,all,All,32895.733024,31074.849158999998,35531.583232,76967.63214399999,73863.24527999999,80300.88274999999,138116.913275,131702.61,144395.76682199998,1
2018,06,68378,all,All,76018.10177499999,71695.931728,80130.45087599999,156204.431964,150196.958115,163108.617,290783.085824,276233.82655,303929.1,2
2018,06,11530,all,All,33739.08418,30942.512699999996,36691.317019999995,76237.583466,72536.57048,80657.4194,137065.21840399998,132109.90062,142945.721796,1
2018,06,39892,all,All,36901.902912,34055.466812,39361.543013999995,84583.66372499999,81047.76,87010.79107199999,152682.460677,148125.03185399997,156827.41559999998,2
2018,06,81344,all,All,30039.391622999996,26977.055952,32372.794852,63675.384079999996,61028.872574999994,67067.0214,126637.12499999999,120982.72911999999,133931.4234,2
2018,06,59444,all,All,30277.222095999998,27592.833312,32762.719824999996,67573.56989999999,64533.07079099999,70916.79,127097.35659899999,121571.63999999998,135694.48547699998,2
2018,06,59451,all,All,37745.254067999995,33959.871088,41435.667299999994,85974.322347,82866.93854999999,90206.87755199999,153881.260368,148418.7105,160474.5648,1
2018,06,00884,all,All,25327.425,22604.536064,27035.149103999996,65904.19774399999,62150.70950699999,70664.37345,137781.19199999998,131551.644144,145017.64805699998,2
2018,06,70098,all,All,30775.851568,29003.934086999998,32419.103999999996,70106.502752,67478.16836,73593.21993199999,130109.25047999999,125228.08847999999,136094.91116,1
2018,06,04982,all,All,24860.081564999997,23554.791149999997,26724.714081,53533.24954999999,52681.043999999994,56246.0052,98378.19305599999,95512.57548799999,102120.1776,2
2018,06,11194,all,All,45396.26822499999,41334.357599999996,49539.538927999994,103584.17878199999,101309.7,107186.31246399999,200325.62339599998,191025.15097599998,207793.319184,1
2018,06,15044,all,All,21330.928256,20137.653768,22839.725942999998,49764.77132,47972.27226799999,52073.18579999999,92116.288,88865.43627499999,96681.73844999999,2
2018,06,33000,all,All,36254.15921699999,33739.08418,38167.43344,81585.61619999999,78587.56867499999,84348.21424399999,149212.36633599998,142207.523392,156317.97609999997,1
2018,06,69196,all,All,30696.839099999997,28889.563135999997,33146.77542,65691.92977599999,62614.044239999996,69400.934637,120761.16239999999,116202.22589999999,126501.69628799999,2
2018,06,19766,all,All,34689.82,32120.353099999997,37991.1375,70916.79,67919.742176,73876.207075,123395.21459999999,115898.2968,130622.29867499998,1
2018,06,52526,all,All,31620.126615999998,28265.4063,33959.871088,67329.008376,64838.20799999999,70042.421856,120558.54299999999,115766.82325999999,124300.40782499999,1
2018,06,73080,all,All,23347.473951999997,22141.7463,24840.066963999998,49027.21690399999,47445.303744,51667.94699999999,91178.73,88437.86407499999,96244.215,2
2018,06,08954,all,All,28229.637216,25327.425,31507.316699999996,73544.787159,70219.81530799999,77178.21803599999,149160.48938999997,141081.08928,157032.595755,1
2018,08,77290,all,All,33110.799216,31630.202495999998,35458.395,69093.2154,66810.1731,72508.31843399999,121764.12842999998,117519.252,126289.42831999999,2
2018,08,83835,all,All,35218.701681,33432.200999999994,36901.902912,75204.30279999999,72806.26814999999,78008.469,134895.29239999998,130836.08477499998,139024.505136,2
2018,08,27425,all,All,26644.4511,25695.677424999998,28158.251275,65851.305,63825.111,68532.10540799999,128411.10673599999,124104.38249999999,131702.61,2
2018,08,43000,all,All,31838.192671999997,31074.849158999998,33191.300449999995,70148.55584,67978.8087,71990.58966599999,131447.49167699998,128266.61787499998,134659.02794099998,3
2018,08,20000,all,All,26340.521999999997,25327.425,26932.007825999997,63675.384079999996,62507.910255999996,65369.286675999996,132847.455036,130689.51299999999,136730.954202,1
2018,08,16000,all,All,27486.699328,26531.493472,28467.383764,62402.777535999994,60906.94703699999,63812.12557499999,119121.09776699998,116506.15499999998,122304.05420399999,3
2018,08,07850,all,All,25695.677424999998,23301.231,28373.045799999996,74225.985196,68981.082016,79075.50623999999,171416.01239999998,164698.41956399998,178184.884684,2
2018,08,04000,all,All,31049.405749999998,30049.296924,31837.191408,62944.022359999995,61552.704399999995,64221.624578999996,115633.06947499998,112906.330173,117256.46525099999,3
2018,08,12815,all,All,49785.94224999999,47752.38933599999,51792.089390999994,100296.60299999999,96750.76349999999,103584.17878199999,181474.09368,176982.6212,188626.18487099998,2
2018,08,46465,all,All,31630.202495999998,28589.346596999996,34047.453275,70640.987092,65568.52832699999,74062.51592699999,125971.02636799999,121250.117156,132217.627025,2
2018,08,03455,all,All,37851.050808,35053.1562,40523.88,76995.37199999999,74580.24469499999,80130.45087599999,140150.90649999998,136116.070508,145017.64805699998,1
2018,08,32155,all,All,27353.619,26231.1511,28573.180503999996,62614.044239999996,59851.03217499999,64668.278399999996,111127.888108,106375.185,115495.98520199998,2
2018,08,45970,all,All,37473.073,34688.232076,39854.135751999995,84289.67039999999,80300.88274999999,87328.96139999999,150771.43796799998,145710.32344399998,156003.940048,2
2018,08,62000,all,All,17617.24008,16573.38771,19046.223599999998,44069.7195,42291.32765,46612.779333,89659.0845,86561.88508,95231.11799999999,3
2018,09,73000,all,All,37473.073,35425.786492,39983.424248999996,101309.7,96361.0593,107015.92147999999,245493.431853,237227.52630799997,258959.43576599998,3
2018,09,55990,all,All,39221.370488,36616.920175,42450.589808,106124.97262399999,100182.47078399999,112814.59042,264492.734275,250537.1407,282266.331027,2
2018,09,08000,all,All,16447.866512,14677.408334999998,18033.1266,45589.365,43469.16804999999,48223.417199999996,94472.262192,91482.65909999999,99283.506,1
2018,09,18430,all,All,38640.82915,35225.29367499999,41755.853975,91178.73,87088.85360399999,96146.26477499999,181479.101019,172226.49,190580.22389999998,2
2018,09,80000,all,All,15077.546831999998,13673.297657999998,16768.168208,40523.88,38015.650454999995,43510.928384,90673.85170799999,85760.49569999998,95512.57548799999,2
2018,09,37000,all,All,12087.259007999999,11461.469008,12765.0222,34476.033899999995,31837.191408,36605.8275,74733.36832499999,71379.54909599999,80034.663,3
2018,09,52000,all,All,14233.188087999999,12765.0222,16209.551999999998,42173.603328,40033.486416,45289.375174999994,91413.72624999999,87528.51984,97368.39999899999,1
2018,11,50000,all,All,25327.425,24090.411839999997,26425.359488,82141.91603699999,80341.03676799999,83732.70452799999,180731.15579199998,176299.790961,185761.96925,1
2018,12,35000,all,All,22655.276049999997,21930.15282,23406.269239999998,52681.043999999994,51792.089390999994,53449.428162,102514.018296,101309.7,104069.45999999999,3
2018,12,30000,all,All,14605.613915999998,13796.416656,15196.454999999998,34261.239375,32898.531248,35551.880848,70343.69429999999,68365.477101,73348.22279999999,2
2018,12,07300,all,All,29503.245023999996,26932.007825999997,31837.191408,79034.53223999999,73969.37926399999,82870.34964999999,186554.25861,174252.68399999998,202619.4,2
2018,12,71000,all,All,18041.776016,17402.56269,18783.712639999998,46923.214356,45633.608064,48270.118103999994,107067.507525,105435.01590799999,110706.716324,2
2018,12,70600,all,All,17045.407775,15919.096335999999,18556.748196,43765.7904,42238.32184,45421.340096,92720.64504999999,90165.63299999999,95297.48492699998,1
2018,12,58715,all,All,26340.521999999997,25134.936569999998,29003.934086999998,55720.33499999999,53062.986944,57816.030524999995,97161.10625399998,94319.33069999999,102941.95436799999,1
2018,12,14400,all,All,37901.653625,35053.1562,40523.88,82866.93854999999,79075.50623999999,88046.248608,167025.43274999998,160397.93372,174020.57095499997,1
2018,12,63000,all,All,21413.904874999997,20717.240231999996,22731.696592,52770.406323999996,51768.863851999995,53771.948796,109009.23719999999,106124.97262399999,112174.60971199999,3
2018,12,45000,all,All,13372.880399999998,12848.342924999999,14183.357999999998,36471.492,35445.746864,37911.497987999996,88046.248608,85653.60264999999,91622.999604,2
