year,state,county,injury_death_rate,injury_death_rate_lb,injury_death_rate_ub,injury_deaths_quality
2019,05,029,80.29,64.038622669,99.398545089,1
2019,05,031,70.21,63.168834326,77.250401639,1
2019,05,033,70.72,61.436554247,80.000330336,1
2019,05,035,106.66,93.641840085,119.67120922,1
2019,05,037,110.66,89.208156135,135.71554543,1
2019,05,039,86.46,58.744933703,122.72214615,2
2019,05,041,86.77,64.403039997,114.39662403,1
2019,05,043,86.13,68.189795207,107.34346303,1
2019,05,045,67.19,60.755596916,73.622615212,1
2019,05,047,93.32,74.331598077,115.68844341,1
2019,05,049,99.5,76.111518736,127.81510793,1
2019,05,051,122.35,112.60483562,132.10458711,1
2019,05,053,87.77,69.594866198,109.23534539,1
2019,05,055,84.99,72.971625839,97.016598935,1
2019,05,057,70.14,55.259139244000004,87.785580572,1
2019,05,059,108.2,92.480190703,123.91984021,1
2019,05,061,79.69,59.693922343,104.23760646,1
2019,05,063,76.09,63.619718272,88.56298611,1
2019,05,065,97.12,75.116100919,123.56621015,1
2019,05,067,100.57,80.328176102,124.35083921,1
2019,05,069,110.18,99.012922224,121.34613341,1
2019,05,071,79.21,64.058038562,94.359595583,1
2019,05,073,80.33,52.93853242,116.87716059,2
2019,05,075,129.68,105.10920174,154.25329978,1
2019,05,077,111.51,82.761231323,147.00556782,1
2019,05,079,104.94,81.809292237,132.59091007,1
2019,05,081,103.94,80.045145832,132.72687163,1
2019,05,083,93.41,75.191435796,111.62591787,1
2019,05,085,82.78,73.46255063,92.105339035,1
2019,05,087,90.12,70.764219899,113.13842496,1
2019,05,089,103.67,82.919151923,128.02625439,1
2019,05,091,80.81,68.870398419,92.747989346,1
2019,05,093,125.63,110.36286525,140.90555708,1
2019,05,095,142.28,105.25993713,188.10243791,1
2019,05,097,127.48,96.549723494,165.1610489,1
2019,05,099,96.61,69.022236708,131.56042453,1
2019,05,101,110.47,79.948908673,148.80463932,1
2019,05,103,88.89,71.888975287,105.89482268,1
2019,05,105,98.81,73.570833181,129.91742817,1
2019,05,107,152.22,126.8244188,177.61980503,1
2019,05,109,87.7,64.438409029,116.62195167,1
2019,05,111,116.84,97.419294228,136.26877423,1
2019,05,113,111.99,91.247272521,132.72809019,1
2019,05,115,69.68,60.537140908,78.829148699,1
2019,05,117,73.89,49.853141601,105.48229205,2
2019,05,119,93.09,88.823161777,97.355727736,1
2019,05,121,98.7,79.161234293,121.60261697,1
2019,05,123,91.17,74.575140054,107.75602679,1
2019,05,125,82.53,75.294472518,89.762340037,1
2019,05,127,108.77,82.16174918,141.24355749,1
2019,05,129,126.31,93.747698018,166.52040283,1
2019,05,131,73.7,67.044773272,80.356919813,1
2019,05,133,65.98,49.841290142,85.681733894,1
2019,05,135,116.38,93.685607364,139.08155633,1
2019,05,137,97.27,74.402702089,124.94546891,1
2019,05,139,104.42,90.09157341,118.7504284,1
2019,05,141,111.08,89.546363651,136.23007257,1
2019,05,143,51.81,47.697779836,55.913435611,1
2019,05,145,86.19,77.026268411,95.349063665,1
2019,05,147,126.99,91.130235608,172.27631037,1
2019,05,149,83.08,66.716114832,102.23104058,1
2019,06,001,44.78,43.343693152,46.22112698,1
2019,06,003,270.76,151.54126593,446.57434786,2
2019,06,005,102.44,88.246714941,116.64297757,1
2019,06,007,100.77,94.89236606,106.6542541,1
2019,06,009,94.9,82.275294359,107.52947788,1
2019,06,011,71.21,56.200874779,89.005122312,1
2019,06,013,50.46,48.62691487,52.302922165,1
2019,06,015,113.98,96.209137359,131.75548484,1
2019,06,017,73.18,67.744727308,78.61858597,1
2019,06,019,65.05,62.809881931,67.297586676,1
2019,06,021,95.81,79.648875051,111.97367112,1
2019,06,023,105.54,97.820513187,113.26035019,1
2019,06,025,60.53,55.464556748,65.590941355,1
2019,06,027,93.08,74.246680858,115.24314152,1
2019,06,029,84.94,82.237543255,87.637362776,1
2019,06,031,61.44,55.851998066,67.020198995,1
2019,06,033,156.09,142.43553547,169.74478287,1
2019,06,035,109.5,92.942105839,126.05883274,1
2019,06,037,44.65,44.065117558,45.231984892,1
2019,06,039,68.97,63.162294606,74.786852902,1
2019,06,041,61.35,57.089908123,65.614206935,1
2019,06,043,105.97,85.430735911,129.96882149,1
2019,06,045,121.54,111.19460339,131.89009558,1
2019,06,047,67.08,62.745200486,71.409472132,1
2019,06,049,131.71,100.01551421,170.27012546,1
2019,06,051,54.64,38.853990066,74.693926427,1
2019,06,053,57.37,54.183500076,60.551743978,1
2019,06,055,58.45,52.775665535,64.133844494,1
2019,06,057,88.16,79.909843285,96.403166527,1
2019,06,059,44.07,43.035594167,45.099855282,1
2019,06,061,55.78,52.478637782,59.089977171,1
2019,06,063,109.64,88.46282748,130.8097411,1
2019,06,065,60.5,59.120921192,61.878965974,1
2019,06,067,64.23,62.440259561,66.021137191,1
2019,06,069,60.37,51.689957249,69.040657698,1
2019,06,071,57.81,56.381629521,59.244602502,1
2019,06,073,55.26,54.127965915,56.384882208,1
2019,06,075,69.46,66.993457743,71.926142596,1
2019,06,077,68.93,66.274716019,71.580861524,1
2019,06,079,64.92,60.71947788,69.113773277,1
2019,06,081,39.24,37.252685231,41.219984951,1
2019,06,083,59.09,55.902958382,62.281075394,1
2019,06,085,41.57,40.279950253,42.855375074,1
2019,06,087,69.01,64.605535189,73.409893591,1
2019,06,089,104.82,98.124471456,111.5119029,1
2019,06,091,141.34,87.490449482,216.05014628,2
2019,06,093,119.29,104.78608836,133.78541886,1
2019,06,095,61.07,57.82684225,64.318624918,1
2019,06,097,60.21,57.160579277,63.254418973,1
2019,06,099,62.12,59.16535518,65.067541355,1
2019,06,101,68.05,60.6973909,75.404308924,1
2019,06,103,98.85,87.965921659,109.72909169,1
2019,06,105,179.12,145.94864574,212.29659232,1
2019,06,107,58.52,55.411748822,61.6299932,1
2019,06,109,92.42,80.987009597,103.85451273,1
2019,06,111,54.33,52.115329923,56.551600279,1
2019,06,113,48.65,44.520843901,52.781525494,1
2019,06,115,85.05,75.888976789,94.214447121,1
2019,08,001,79.55,76.090693914,83.013741798,1
2019,08,003,99.63,79.242091187,123.67239904,1
2019,08,005,72.44,69.513195573,75.369818018,1
2019,08,007,95.37,73.600885766,121.55083821,1
2019,08,009,134.45,86.14224892,200.04536213,2
2019,08,011,125.81,88.117555802,174.17758611,1
2019,08,013,67.73,63.723907936,71.728642112,1
2019,08,014,58.82,50.745766196,66.88840307,1
2019,08,015,100.26,80.609584921,119.9117706,1
2019,08,017,NA,NA,NA,NA
2019,08,019,81.42,57.8961034,111.300983,1
2019,08,021,141.94,107.78451746,183.4963651,1
2019,08,023,151.57,101.50919949,217.68064307,2
2019,08,025,109.89,75.167335112,155.1373745,2
2019,08,027,149.91,105.55250827,206.63516933,1
2019,08,029,130.36,112.33540269,148.37851243,1
2019,08,031,85.24,82.215189722,88.266582036,1
2019,08,033,135.29,73.965309976,226.99672518,2
2019,08,035,55.98,52.438183819,59.512688135,1
2019,08,037,56.97,48.033164547,65.914463370000007,1
2019,08,039,67.07,53.79587435,82.637911875,1
2019,08,041,100.53,97.23450081,103.83110748,1
2019,08,043,112.68,99.213180405,126.14412402,1
2019,08,045,87.19,76.591018714,97.787422745,1
2019,08,047,62.21,37.452906278,97.144529259,2
2019,08,049,85.29,65.964171537,108.511259,1
2019,08,051,84.07,65.775693175,105.86596773,1
2019,08,053,NA,NA,NA,NA
2019,08,055,161.73,121.83464765,210.50946829,1
2019,08,057,NA,NA,NA,NA
2019,08,059,81.13,77.848781554,84.41351576,1
2019,08,061,NA,NA,NA,NA
2019,08,063,111.61,80.095573225,151.41593501,1
2019,08,065,86.44,59.861667729,120.790136,2
2019,08,067,78.13,67.780914772,88.476331747,1
2019,08,069,69.01,65.123892861,72.904459464,1
2019,08,071,164.41,134.74843282,194.07976838,1
2019,08,073,92.26,60.269919147,135.18816211,2
2019,08,075,92.05,74.095696355,109.99923101,1
2019,08,077,110.5,103.04765384,117.94855523,1
2019,08,079,NA,NA,NA,NA
2019,08,081,127.55,101.74123414,157.91924041,1
2019,08,083,131.17,111.62518575,150.71862112,1
2019,08,085,134.25,118.63421377,149.86150117,1
2019,08,087,100.68,84.232310026,117.11982549,1
2019,08,089,103.79,83.971368552,126.87647339,1
2019,08,091,106.4,69.501424952,155.89484832,2
2019,08,093,114.85,92.878445644,136.81300218,1
2019,08,095,120.94,79.002991979,177.20729409,2
2019,08,097,75.07,58.176285083,95.333077463,1
2019,08,099,82.73,61.407425849,109.07563071,1
2019,08,101,116.55,109.24242245,123.86727525,1
2019,08,103,93.85,63.318028033,133.9721131,2
2019,08,105,151.96,121.55019038,187.67215094,1
2019,08,107,67.82,54.250348381,83.761938487,1
2019,08,109,118.98,84.998769904,162.01263225,1
2019,08,111,NA,NA,NA,NA
2019,08,113,79.09,54.099152998,111.65489033,2
2019,08,115,121.09,66.199016401,203.16226537,2
2019,08,117,46.22,36.09941478,58.302197221,1
2019,08,119,75.39,60.920825734,92.255286135,1
2019,08,121,142.64,99.351138652,198.37202449,1
2019,08,123,74.92,70.641549468,79.198339361,1
2019,08,125,87.54,63.605099789,117.51541119,1
2019,09,001,57.75,55.584401301,59.918790174,1
2019,09,003,78.29,75.696994442,80.889921831,1
2019,09,005,86.44,80.387878495,92.49758654,1
2019,09,007,81.99,75.767641054,88.21232733,1
2019,09,009,84.57,81.815883389,87.325110647,1
2019,09,011,87.81,82.785802336,92.836267354,1
2019,09,013,66.9,61.068051643,72.738506468,1
2019,09,015,89.9,82.198241428,97.592460236,1
2019,10,001,77.35,71.587186878,83.113639162,1
2019,10,003,88.11,84.634136925,91.592503122,1
2019,10,005,91.68,86.149416449,97.214202297,1
2019,11,001,94.88,91.646695184,98.10423741,1
2019,12,001,69,64.549614644,73.442429555,1
2019,12,003,86.5,71.27565465,101.72627767,1
2019,12,005,94.57,88.20779767,100.92254763,1
2019,12,007,111.92,94.301535698,129.54134104,1
2019,12,009,117.83,113.92699174,121.72755455,1
2019,12,011,74.8,73.076215816,76.517099891,1
2019,12,013,78.13,59.018078831,101.45747253,1
2019,12,015,75.13,69.551779628,80.698404148,1
2019,12,017,138.13,129.66454375,146.60244586,1
2019,12,019,88.25,82.639943556,93.857664633,1
2019,12,021,82.08,78.005001265,86.164892932,1
2019,12,023,99.79,89.377065224,110.19664984,1
2019,12,027,92.68,78.865724362,106.48612273,1
2019,12,029,122.07,98.383084782,145.76455273,1
2019,12,031,112.26,109.24670744,115.28019812,1
2019,12,033,94.96,90.160350392,99.755436783,1
2019,12,035,91.42,83.533218862,99.309669134,1
2019,12,037,100.52,76.706853661,129.38832871,1
2019,12,039,80.82,69.172382705,92.464606828,1
2019,12,041,104.77,84.762205897,128.07138846,1
2019,12,043,100.78,78.564340683,127.33171434,1
2019,12,045,100.68,79.324063582,126.01551653,1
2019,12,047,103.06,80.922951707,129.3802901,1
2019,12,049,95.75,79.287469466,112.20580986,1
2019,12,051,94.16,80.911506677,107.41241046,1
2019,12,053,119.21,112.27474102,126.13905172,1
2019,12,055,114.16,104.99274101,123.32300894,1
2019,12,057,75.07,73.070956641,77.076082613,1
2019,12,059,103.34,83.188118427,123.49744326,1
2019,12,061,97.35,90.454196817,104.25183525,1
2019,12,063,102.37,89.502839008,115.24684818,1
2019,12,065,104.04,81.693191395,130.61175574,1
2019,12,067,86.64,61.004623846,119.42587613,1
2019,12,069,119.46,114.38277827,124.5364576,1
2019,12,071,98.13,94.974237819,101.29240739,1
2019,12,073,58.03,54.119362326,61.935220323,1
2019,12,075,124.02,108.76927594,139.27396562,1
2019,12,077,84.1,58.576088812,116.95746503,1
2019,12,079,88.74,70.579677353,110.15304986,1
2019,12,081,100.32,95.893293459,104.73731788,1
2019,12,083,158.34,152.53146734,164.15001256,1
2019,12,085,94.44,87.716997299,101.16347475,1
2019,12,086,53,51.780162548,54.222775792,1
2019,12,087,113.12,102.41502518,123.82394962,1
2019,12,089,102.58,92.999441181,112.17037181,1
2019,12,091,86.67,80.99756628,92.341293799,1
2019,12,093,105.33,91.378287316,119.27864488,1
2019,12,095,64.68,62.769994891,66.58126833,1
2019,12,097,65.26,61.549055832,68.977767375,1
2019,12,099,92.34,90.150965269,94.528299001,1
2019,12,101,111.51,107.52827649,115.49170871,1
2019,12,103,110.43,107.47137254,113.38118419,1
2019,12,105,82.61,79.608608572,85.605260101,1
2019,12,107,140.83,128.72525277,152.9343724,1
2019,12,109,71.68,67.033334834,76.322138955,1
2019,12,111,81.35,76.94029146,85.761124677,1
2019,12,113,77.21,71.459965173,82.956960527,1
2019,12,115,98.1,93.897560413,102.29903513,1
2019,12,117,71.18,67.760115334,74.608966218,1
2019,12,119,127.51,118.82612713,136.19694969,1
2019,12,121,101.61,88.329728192,114.88283667,1
2019,12,123,118.57,98.105403754,139.02694919,1
2019,12,125,107.87,85.791567087,133.89410552,1
2019,12,127,112.81,108.82111118,116.78892407,1
2019,12,129,89.95,75.459832058,104.4443811,1
2019,12,131,80.54,71.21904997,89.854474201,1
2019,12,133,106.04,88.020488845,124.06520653,1
2019,13,001,95.48,76.576836906,117.63262474,1
2019,13,003,96.46,68.909058215,131.3446997,1
2019,13,005,82.03,60.057388917,109.41856358,1
2019,13,007,103.55,59.189582898,168.16385734,2
2019,13,009,72.04,60.949948306,83.138425897,1
2019,13,011,85.62,67.993966486,106.41679,1
2019,13,013,74.42,66.023407067,82.809584575,1
2019,13,015,83.77,75.992157571,91.540658765,1
2019,13,017,96.04,76.269494895,119.36875051,1
2019,13,019,87.29,69.62227206,108.06529341,1
2019,13,021,86.58,79.984312731,93.175181026,1
2019,13,023,76.01,56.231920313,100.488007,1
2019,13,025,102.87,83.420435631,125.49236848,1
2019,13,027,78.61,60.128305771,100.97428115,1
2019,13,029,75.61,63.300574419,87.913570883,1
2019,13,031,56.61,49.130628832,64.092260719,1
2019,13,033,106.51,87.454089812,125.56870363,1
2019,13,035,111.08,92.41341537,129.75253933,1
2019,13,037,69.73,43.698402181,105.56959965,2
2019,13,039,59.31,50.117221302,68.496627607,1
2019,13,043,90.19,66.721521321,119.23321601,1
2019,13,045,86.9,79.397486198,94.392843852,1
2019,13,047,73.82,64.633953615,83.009701279,1
2019,13,049,89.23,67.754579367,115.34791198,1
2019,13,051,77.99,73.43815227,82.536513245,1
2019,13,053,52.43,34.837749089,75.772456688,2
2019,13,055,110.47,91.97102646,128.96820719,1
2019,13,057,56.89,52.733200737,61.037827573,1
2019,13,059,49.12,43.666200808,54.566399507,1
2019,13,061,130.41,78.517682506,203.65744781,2
2019,13,063,65.18,61.007016737,69.349336954,1
2019,13,065,74.84,48.433366806,110.48057627,2
2019,13,067,56.53,54.133994714,58.9253358,1
2019,13,069,91.37,78.609567765,104.12778208,1
2019,13,071,94.18,81.594185369,106.7734557,1
2019,13,073,56.85,51.528371078,62.177170509,1
2019,13,075,85.88,67.43407133,107.81415565,1
2019,13,077,61.05,55.381369135,66.726794001,1
2019,13,079,105.57,81.477387898999993,134.55877183,1
2019,13,081,89.81,72.291794514,107.32123721,1
2019,13,083,70.42,53.336681488,91.239435395,1
2019,13,085,98.19,80.906477862,115.47161331,1
2019,13,087,88.74,72.727713867,104.75059016,1
2019,13,089,60.48,57.998852457,62.96296635,1
2019,13,091,96.07,78.077060651,116.95594367,1
2019,13,093,70.83,52.222828425,93.907387018,1
2019,13,095,81.31,72.936231701,89.689134711,1
2019,13,097,65.03,59.167378622,70.901734373,1
2019,13,099,93.92,69.246924854,124.52021402,1
2019,13,101,50.24,24.090167267000002,92.385994384,3
2019,13,103,73.65,64.107741863,83.185187754,1
2019,13,105,90.72,72.661842458,111.9010006,1
2019,13,107,82.35,66.468611284,100.88664042,1
2019,13,109,102.88,77.506691181,133.91832836,1
2019,13,111,110.17,92.046940871,128.28743983,1
2019,13,113,51.24,45.355755677,57.131226539,1
2019,13,115,86.06,77.837817982,94.279221605,1
2019,13,117,40.06,36.451050633,43.671793101,1
2019,13,119,110.42,91.215067267,129.62377255,1
2019,13,121,67.06,64.849580792,69.277429306,1
2019,13,123,106.1,89.862038552,122.33955296,1
2019,13,125,113.2,65.941713075,181.24015725,2
2019,13,127,82.89,74.243346643,91.537667439,1
2019,13,129,71.08,61.346805786,80.806504826,1
2019,13,131,82.59,66.563267979,98.620255775,1
2019,13,133,74.04,57.261249025,94.194925505,1
2019,13,135,44.76,42.829446865,46.681829765,1
2019,13,137,82.9,71.017042199,94.780737707,1
2019,13,139,66,60.983709831,71.008299302,1
2019,13,141,101.18,73.22191344,136.28404191,1
2019,13,143,116.89,99.469092457,134.30521399,1
2019,13,145,74.41,61.571245218,87.25372969,1
2019,13,147,63.82,50.830817794,79.112226022,1
2019,13,149,120.36,93.998489718,151.81183738,1
2019,13,151,62.96,58.378185072,67.544415082,1
2019,13,153,59.69,54.263350937,65.113884979,1
2019,13,155,82.92,58.964583355,113.3550568,1
2019,13,157,74.77,65.735884568,83.809792254,1
2019,13,159,78.17,58.887900755,101.7482376,1
2019,13,161,97,76.0312347,121.960882,1
2019,13,163,96.62,75.99842534,121.11506828,1
2019,13,165,80.05,55.759892048,111.33443281,1
2019,13,167,66.24,45.306402913,93.507590568,2
2019,13,169,76.8,62.446919016,91.151114929,1
2019,13,171,73.09,56.867273856,92.498269278,1
2019,13,173,59.25,40.254942243,84.095301398,2
2019,13,175,82.2,70.661719062,93.736394153,1
2019,13,177,76.61,62.550270923,90.67862482,1
2019,13,179,68.73,59.5029048,77.964341854,1
2019,13,181,85.91,59.497127946,120.05455994,2
2019,13,183,48.87,35.905792498,64.983038231,1
2019,13,185,59.1,52.850210183,65.340103709,1
2019,13,187,94.51,79.67553438,109.33633338,1
2019,13,189,85.99,69.317604672,105.45534101,1
2019,13,191,94.18,72.990637529,119.60925473,1
2019,13,193,93.04,71.16518708,119.50866595,1
2019,13,195,85.07,70.216020583,99.924345219,1
2019,13,197,78.2,53.828629319,109.82054329,2
2019,13,199,111.83,91.648139949,132.00190459,1
2019,13,201,111.15,76.026315774,156.9102191,2
2019,13,205,91.48,73.638000673,109.31975601,1
2019,13,207,98.14,81.584525857,114.69488879,1
2019,13,209,76.98,53.61745052,107.05667144,1
2019,13,211,96.45,77.65750209,118.42224439,1
2019,13,213,79.34,66.967542418,91.710010734,1
2019,13,215,87.64,81.768116401,93.502919703,1
2019,13,217,80.96,73.437389991,88.481770503,1
2019,13,219,58.81,48.061972171,69.559817521,1
2019,13,221,68.88,51.442614248,90.326491828,1
2019,13,223,60.39,55.074479192,65.703761244,1
2019,13,225,91.54,75.495275488,107.59186667,1
2019,13,227,81.81,67.804228532,95.825094842,1
2019,13,229,87.76,70.100337627,108.51778586,1
2019,13,231,73.22,56.85562396,92.81959963,1
2019,13,233,106.71,92.799616165,120.62538289,1
2019,13,235,69.83,49.656775393,95.461483403,1
2019,13,237,87.55,70.913600123,106.91024668,1
2019,13,239,95.3,47.575466706,170.52537267,3
2019,13,241,113.69,92.091603561,138.83847438,1
2019,13,243,66.58,42.205896764,99.902425517,2
2019,13,245,96.18,90.127425878,102.22636246,1
2019,13,247,71,63.23517863,78.770059195,1
2019,13,249,88.46,56.077027066,132.7357419,2
2019,13,251,81.53,61.749951172,105.63144394,1
2019,13,253,106.73,77.551163998,143.28185878,1
2019,13,255,88.38,78.240059963,98.513783071,1
2019,13,257,113.33,95.010533599,131.65243245,1
2019,13,259,83.34,54.437844853,122.10655496,2
2019,13,261,77.97,63.780980646,92.159197475,1
2019,13,263,90.24,59.960672433,130.4150691,2
2019,13,265,NA,NA,NA,NA
2019,13,267,88.56,72.158419301,104.96148455,1
2019,13,269,106.15,76.824532086,142.98940383,1
2019,13,271,74.24,56.515626617,95.765375247,1
2019,13,273,80.72,56.222832505,112.25877486,1
2019,13,275,65.38,54.77757521,75.989381951,1
2019,13,277,66.38,55.186299137,77.583173719,1
2019,13,279,90.45,74.397518187,106.49731816,1
2019,13,281,99.94,76.082078886,128.92060604,1
2019,13,283,58.98,36.027366143,91.091975295,2
2019,13,285,82.87,73.328857422,92.403895656,1
2019,13,287,80.46,55.036400079,113.58926849,2
2019,13,289,107.96,78.443584646,144.93067593,1
2019,13,291,93.13,75.885237218,110.38250603,1
2019,13,293,69.18,55.703192757,84.943462364,1
2019,13,295,81.19,71.692759477,90.677734164,1
2019,13,297,79.27,71.193377091,87.348041855,1
2019,13,299,92.82,78.696088038,106.93536643,1
2019,13,301,151.05,107.90947225,205.68177239,1
2019,13,303,75.73,59.763174522,94.646723545,1
2019,13,305,100.88,84.791531727,116.97357894,1
2019,13,307,115.23,64.495552991,190.06083484,2
2019,13,309,65.96,43.090354473,96.653619391,2
2019,13,311,79.89,65.599155617,94.18885895,1
2019,13,313,58.45,51.894128794,65.014724464,1
2019,13,315,78.14,54.116268409,109.19694805,2
2019,13,317,83.6,59.991656204,113.41067116,1
2019,13,319,91.39,65.57964531,123.97443345,1
2019,13,321,90.37,72.854335275,110.83589525,1
2019,15,001,69.67,64.513308334,74.836485528,1
2019,15,003,59.96,57.794306189,62.130816124,1
2019,15,005,NA,NA,NA,NA
2019,15,007,70.19,61.538371689,78.835867142,1
2019,15,009,62.22,56.864545904,67.570222944,1
2019,16,001,63.66,60.432247066,66.888490832,1
2019,16,003,156.86,107.97452977,220.28837945,2
2019,16,005,93.45,84.348575494,102.55135459,1
2019,16,007,99.04,66.821412371,141.38478556,2
2019,16,009,103.83,76.555074245,137.66176981,1
2019,16,011,86.44,74.45917882,98.418851408,1
2019,16,013,63.79,49.914999327,80.338183501,1
2019,16,015,102.78,73.088795302,140.50781116,1
