year,state,county,injury_death_rate
2020,26,085,81.59
2020,26,087,67.08
2020,26,089,72.68
2020,26,091,71.39
2020,26,093,64.79
2020,26,095,86.11
2020,26,097,94.52
2020,26,099,89.43
2020,26,101,109.28
2020,26,103,77.11
2020,26,105,98.38
2020,26,107,64.82
2020,26,109,103.75
2020,26,111,54
2020,26,113,58.29
2020,26,115,87.02
2020,26,117,85.57
2020,26,119,131.6
2020,26,121,92.5
2020,26,123,99.42
2020,26,125,57.29
2020,26,127,86.12
2020,26,129,117.41
2020,26,131,107.03
2020,26,133,81.45
2020,26,135,135.15
2020,26,137,71.48
2020,26,139,54.23
2020,26,141,73.96
2020,26,143,95.41
2020,26,145,90.32
2020,26,147,98.78
2020,26,149,93.55
2020,26,151,70.95
2020,26,153,79.37
2020,26,155,77.41
2020,26,157,89.3
2020,26,159,89.61
2020,26,161,60.03
2020,26,163,103.75
2020,26,165,85.49
2020,27,001,129.04
2020,27,003,58.09
2020,27,005,87.09
2020,27,007,102.09
2020,27,009,72.66
2020,27,011,88.07
2020,27,013,56.72
2020,27,015,66.14
2020,27,017,76.1
2020,27,019,43.08
2020,27,021,115.87
2020,27,023,90.61
2020,27,025,54.41
2020,27,027,60.44
2020,27,029,110.48
2020,27,031,70.48
2020,27,033,67.28
2020,27,035,85.82
2020,27,037,59.37
2020,27,039,79.8
2020,27,041,70.73
2020,27,043,72.75
2020,27,045,82.67
2020,27,047,84.17
2020,27,049,86.19
2020,27,051,60.17
2020,27,053,74.05
2020,27,055,67.54
2020,27,057,76.17
2020,27,059,76.77
2020,27,061,104.04
2020,27,063,68.81
2020,27,065,95.28
2020,27,067,57.83
2020,27,069,79.65
2020,27,071,100.19
2020,27,073,81.31
2020,27,075,77.23
2020,27,077,53.16
2020,27,079,67.69
2020,27,081,74.1
2020,27,083,62.55
2020,27,085,63.62
2020,27,087,188.54
2020,27,089,59.92
2020,27,091,62.86
2020,27,093,57.79
2020,27,095,113.58
2020,27,097,81.51
2020,27,099,82.43
2020,27,101,70.22
2020,27,103,48.09
2020,27,105,68.97
2020,27,107,135.95
2020,27,109,60.62
2020,27,111,75.5
2020,27,113,84.93
2020,27,115,91.47
2020,27,117,54.85
2020,27,119,63.67
2020,27,121,70.09
2020,27,123,75.15
2020,27,125,84.42
2020,27,127,80.23
2020,27,129,80.97
2020,27,131,62.32
2020,27,133,91.33
2020,27,135,69.39
2020,27,137,89.54
2020,27,139,49.55
2020,27,141,61.02
2020,27,143,64.6
2020,27,145,63.71
2020,27,147,62.59
2020,27,149,47.28
2020,27,151,100.83
2020,27,153,79.04
2020,27,155,109.36
2020,27,157,65.87
2020,27,159,107.73
2020,27,161,69.48
2020,27,163,54.07
2020,27,165,82.69
2020,27,167,86.25
2020,27,169,62.3
2020,27,171,46.93
2020,27,173,63.41
2020,28,001,124.34
2020,28,003,102.55
2020,28,005,95.57
2020,28,007,103.31
2020,28,009,123.02
2020,28,011,82.92
2020,28,013,113.67
2020,28,015,110.04
2020,28,017,98.11
2020,28,019,109.57
2020,28,021,102.24
2020,28,023,107.47
2020,28,025,61.51
2020,28,027,109.46
2020,28,029,85.49
2020,28,031,131
2020,28,033,76.08
2020,28,035,83.16
2020,28,037,113.68
2020,28,039,106.64
2020,28,041,56.38
2020,28,043,108.79
2020,28,045,97.12
2020,28,047,84.8
2020,28,049,102.16
2020,28,051,127.45
2020,28,053,97.55
2020,28,055,NA
2020,28,057,101.53
2020,28,059,91.73
2020,28,061,85.05
2020,28,063,115
2020,28,065,137.62
2020,28,067,93.41
2020,28,069,63.18
2020,28,071,56.74
2020,28,073,61.17
2020,28,075,90.43
2020,28,077,104.91
2020,28,079,88.01
2020,28,081,95.68
2020,28,083,124.28
2020,28,085,96.98
2020,28,087,88.59
2020,28,089,63.39
2020,28,091,112.05
2020,28,093,117.21
2020,28,095,102.43
2020,28,097,108.39
2020,28,099,108.9
2020,28,101,107.48
2020,28,103,111.39
2020,28,105,54.7
2020,28,107,109.17
2020,28,109,117.53
2020,28,111,84.94
2020,28,113,94.42
2020,28,115,98.34
2020,28,117,100.02
2020,28,119,110.73
2020,28,121,69.71
2020,28,123,104.18
2020,28,125,114.44
2020,28,127,82.9
2020,28,129,112.95
2020,28,131,88.49
2020,28,133,106.27
2020,28,135,107.11
2020,28,137,113.17
2020,28,139,91.89
2020,28,141,126.61
2020,28,143,109.7
2020,28,145,82.43
2020,28,147,83.17
2020,28,149,94.66
2020,28,151,117.64
2020,28,153,101.25
2020,28,155,121.19
2020,28,157,160.46
2020,28,159,100.7
2020,28,161,113.91
2020,28,163,102.7
2020,29,001,69.39
2020,29,003,71.75
2020,29,005,92.39
2020,29,007,72.24
2020,29,009,92.79
2020,29,011,67.91
2020,29,013,94.5
2020,29,015,120.51
2020,29,017,83.92
2020,29,019,56.66
2020,29,021,74.47
2020,29,023,102.49
2020,29,025,114.69
2020,29,027,73.01
2020,29,029,96.65
2020,29,031,85.23
2020,29,033,121.32
2020,29,035,118.56
2020,29,037,80.14
2020,29,039,97.29
2020,29,041,64.46
2020,29,043,66.96
2020,29,045,50.13
2020,29,047,70.79
2020,29,049,64.34
2020,29,051,71.79
2020,29,053,47.85
2020,29,055,112.48
2020,29,057,97.58
2020,29,059,103.6
2020,29,061,82.04
2020,29,063,68.49
2020,29,065,113.75
2020,29,067,93.15
2020,29,069,109.4
2020,29,071,132.94
2020,29,073,130.59
2020,29,075,87.85
2020,29,077,93.38
2020,29,079,97.02
2020,29,081,94.86
2020,29,083,112.84
2020,29,085,113.96
2020,29,087,54.79
2020,29,089,89.4
2020,29,091,102.11
2020,29,093,100.69
2020,29,095,102.03
2020,29,097,75.13
2020,29,099,127.4
2020,29,101,56.34
2020,29,103,80.98
2020,29,105,103.78
2020,29,107,95.37
2020,29,109,85.55
2020,29,111,84.78
2020,29,113,104.07
2020,29,115,89.78
2020,29,117,95.75
2020,29,119,91.02
2020,29,121,75.21
2020,29,123,94.97
2020,29,125,93.21
2020,29,127,87.37
2020,29,129,76.95
2020,29,131,77.84
2020,29,133,136.65
2020,29,135,67.57
2020,29,137,64.89
2020,29,139,95.76
2020,29,141,77.41
2020,29,143,125.92
2020,29,145,76.73
2020,29,147,58.41
2020,29,149,113.58
2020,29,151,90.92
2020,29,153,102.85
2020,29,155,101.75
2020,29,157,80.22
2020,29,159,97.1
2020,29,161,96.38
2020,29,163,79.9
2020,29,165,67.97
2020,29,167,85.67
2020,29,169,85.86
2020,29,171,88.22
2020,29,173,95.58
2020,29,175,62.17
2020,29,177,100.5
2020,29,179,114.46
2020,29,181,114.29
2020,29,183,81.75
2020,29,185,106.12
2020,29,186,92.66
2020,29,187,98.28
2020,29,189,99.51
2020,29,195,74.46
2020,29,197,88.13
2020,29,199,69.01
2020,29,201,88.92
2020,29,203,104.94
2020,29,205,83.33
2020,29,207,80.03
2020,29,209,117.05
2020,29,211,110.27
2020,29,213,79.86
2020,29,215,105.02
2020,29,217,77.94
2020,29,219,97.64
2020,29,221,113.58
2020,29,223,118.1
2020,29,225,95.22
2020,29,227,109.05
2020,29,229,85.14
2020,29,510,174.87
2020,30,001,78.43
2020,30,003,198.73
2020,30,005,143.86
2020,30,007,62.4
2020,30,009,112.12
2020,30,011,NA
2020,30,013,102.02
2020,30,015,101.39
2020,30,017,91.5
2020,30,019,NA
2020,30,021,67.99
2020,30,023,140.15
2020,30,025,NA
2020,30,027,123.28
2020,30,029,85.91
2020,30,031,57.25
2020,30,033,NA
2020,30,035,132.99
2020,30,037,NA
2020,30,039,83.33
2020,30,041,81.51
2020,30,043,102.61
2020,30,045,NA
2020,30,047,104.14
2020,30,049,89.69
2020,30,051,NA
2020,30,053,98.16
2020,30,055,154.67
2020,30,057,91.92
2020,30,059,NA
2020,30,061,101.4
2020,30,063,79.85
2020,30,065,159.61
2020,30,067,115.06
2020,30,069,NA
2020,30,071,99.01
2020,30,073,111.08
2020,30,075,NA
2020,30,077,113.61
2020,30,079,NA
2020,30,081,103.86
2020,30,083,95.88
2020,30,085,171.39
2020,30,087,169.71
2020,30,089,117.93
2020,30,091,111.04
2020,30,093,104.45
2020,30,095,71
2020,30,097,103.01
2020,30,099,133.55
2020,30,101,74.57
2020,30,103,NA
2020,30,105,126.47
2020,30,107,129.92
2020,30,109,197.82
2020,30,111,93.66
2020,31,001,68.55
2020,31,003,75.98
2020,31,005,NA
2020,31,007,NA
2020,31,009,NA
2020,31,011,72.49
2020,31,013,92.03
2020,31,015,NA
2020,31,017,67.19
2020,31,019,54.33
2020,31,021,104.6
2020,31,023,79.72
2020,31,025,66
2020,31,027,75.36
2020,31,029,76.34
2020,31,031,93.49
2020,31,033,80.75
2020,31,035,64.51
2020,31,037,65.82
2020,31,039,60.48
2020,31,041,88.98
2020,31,043,37.69
2020,31,045,57.43
2020,31,047,75.32
2020,31,049,130.89
2020,31,051,52.71
2020,31,053,74.85
2020,31,055,55.74
2020,31,057,114.08
2020,31,059,71.92
2020,31,061,120.43
2020,31,063,84.14
2020,31,065,72
2020,31,067,82.53
2020,31,069,127.43
2020,31,071,120.74
2020,31,073,NA
2020,31,075,NA
2020,31,077,127.08
2020,31,079,60.22
2020,31,081,49.75
2020,31,083,94.07
2020,31,085,NA
2020,31,087,107.14
2020,31,089,67.12
2020,31,091,NA
2020,31,093,65.08
2020,31,095,70.23
2020,31,097,101.49
2020,31,099,82.38
2020,31,101,57.32
2020,31,103,NA
2020,31,105,116.39
2020,31,107,90.27
2020,31,109,51.17
2020,31,111,70.18
2020,31,113,NA
2020,31,115,NA
2020,31,117,NA
2020,31,119,74.09
2020,31,121,51.27
2020,31,123,106.04
2020,31,125,NA
2020,31,127,68.78
2020,31,129,76.13
2020,31,131,71.19
2020,31,133,144.61
2020,31,135,69.02
2020,31,137,77.16
2020,31,139,64.3
2020,31,141,73.39
2020,31,143,125.84
2020,31,145,87.81
2020,31,147,70.67
2020,31,149,NA
2020,31,151,72.9
2020,31,153,46.47
2020,31,155,59.87
2020,31,157,93.49
2020,31,159,69.58
2020,31,161,95.75
2020,31,163,NA
2020,31,165,NA
2020,31,167,53.87
2020,31,169,71.78
2020,31,171,NA
2020,31,173,116.35
2020,31,175,95.95
2020,31,177,48.25
2020,31,179,36.2
2020,31,181,142.32
2020,31,183,NA
2020,31,185,81.68
2020,32,001,129.93
2020,32,003,73.21
2020,32,005,89.38
2020,32,007,89.33
2020,32,009,NA
2020,32,011,NA
2020,32,013,109.2
2020,32,015,107.08
2020,32,017,77.46
2020,32,019,107.55
2020,32,021,111.39
2020,32,023,131.4
2020,32,027,118.07
2020,32,029,83.27
2020,32,031,94.01
2020,32,033,94.15
2020,32,510,107.28
2020,33,001,109.68
2020,33,003,111.47
2020,33,005,91.97
2020,33,007,131.65
2020,33,009,79.57
2020,33,011,88.66
2020,33,013,90.18
2020,33,015,76.82
2020,33,017,93.78
2020,33,019,84.4
2020,34,001,106.53
2020,34,003,44.32
2020,34,005,73.15
2020,34,007,94.44
2020,34,009,103.2
2020,34,011,105.99
2020,34,013,70.8
2020,34,015,87.69
2020,34,017,45.28
2020,34,019,47.47
2020,34,021,64.26
2020,34,023,51.62
2020,34,025,61.14
2020,34,027,45.77
2020,34,029,73.77
2020,34,031,56.69
2020,34,033,115.41
2020,34,035,44.5
2020,34,037,68.32
2020,34,039,51.8
2020,34,041,71.5
2020,35,001,116.62
2020,35,003,179.54
2020,35,005,109.82
2020,35,006,123.03
2020,35,007,135.75
2020,35,009,94.63
2020,35,011,113.33
2020,35,013,75.27
2020,35,015,120.25
2020,35,017,132.54
2020,35,019,119.7
2020,35,021,NA
2020,35,023,122.93
2020,35,025,98.29
2020,35,027,135.87
2020,35,028,74.88
2020,35,029,109.07
2020,35,031,173.22
2020,35,033,115.25
2020,35,035,103.16
2020,35,037,149.85
2020,35,039,182.47
2020,35,041,94.1
2020,35,043,90.16
2020,35,045,137.39
2020,35,047,130.89
2020,35,049,101.77
2020,35,051,171.12
2020,35,053,133.75
2020,35,055,128.04
2020,35,057,133.17
2020,35,059,68.05
2020,35,061,109.08
2020,36,001,52.32
2020,36,003,63.34
2020,36,005,54.93
2020,36,007,76.52
2020,36,009,72.69
2020,36,011,66.46
2020,36,013,77.57
2020,36,015,88.11
2020,36,017,66.41
2020,36,019,57.32
2020,36,021,71.21
2020,36,023,59.56
2020,36,025,74.4
2020,36,027,68.92
2020,36,029,70.6
2020,36,031,55.04
2020,36,033,53.61
2020,36,035,62.06
2020,36,037,80.84
2020,36,039,74.74
2020,36,041,NA
2020,36,043,60.85
2020,36,045,67.76
2020,36,047,37.18
2020,36,049,75.56
2020,36,051,67.91
2020,36,053,57.26
2020,36,055,81.66
2020,36,057,62.51
2020,36,059,44.29
2020,36,061,41.99
2020,36,063,71.06
2020,36,065,74.73
2020,36,067,75.48
2020,36,069,60.97
2020,36,071,60.72
2020,36,073,61
2020,36,075,69.46
2020,36,077,61.05
2020,36,079,50.61
2020,36,081,36.6
2020,36,083,54.64
2020,36,085,49.64
2020,36,087,44.94
2020,36,089,51.78
2020,36,091,44.8
2020,36,093,56.82
2020,36,095,57.06
2020,36,097,59.22
2020,36,099,82.76
2020,36,101,64.92
2020,36,103,66.11
2020,36,105,97.34
2020,36,107,64.46
2020,36,109,60.69
2020,36,111,77.53
2020,36,113,53.88
2020,36,115,59.39
2020,36,117,72.54
2020,36,119,43.21
2020,36,121,63.28
2020,36,123,69.13
2020,37,001,92.24
2020,37,003,83.42
2020,37,005,110.17
2020,37,007,107.38
2020,37,009,82
2020,37,011,88.95
2020,37,013,106.89
2020,37,015,100.25
2020,37,017,126.47
2020,37,019,93.23
2020,37,021,102.97
2020,37,023,100.79
2020,37,025,74.78
2020,37,027,85.66
2020,37,029,95.22
2020,37,031,102.5
2020,37,033,122.68
2020,37,035,80.21
2020,37,037,82
2020,37,039,109.81
2020,37,041,95.34
2020,37,043,114.56
2020,37,045,102.64
2020,37,047,116.04
2020,37,049,102.28
2020,37,051,90.93
2020,37,053,79.4
2020,37,055,93.93
2020,37,057,95.94
2020,37,059,96.56
2020,37,061,79.14
2020,37,063,67.89
2020,37,065,116.76
2020,37,067,86.21
2020,37,069,89.12
2020,37,071,82.17
2020,37,073,95.45
2020,37,075,98.83
2020,37,077,73.09
2020,37,079,79.85
2020,37,081,83.24
2020,37,083,112.59
2020,37,085,85.26
2020,37,087,125.56
2020,37,089,102.48
2020,37,091,95.37
2020,37,093,78.7
2020,37,095,104.29
2020,37,097,73.33
2020,37,099,96.07
2020,37,101,70.74
2020,37,103,92.15
2020,37,105,93.9
2020,37,107,103.25
2020,37,109,74.25
2020,37,111,91.52
2020,37,113,116.32
2020,37,115,99.68
2020,37,117,90.07
2020,37,119,58.87
2020,37,121,127.93
2020,37,123,93.75
2020,37,125,84.28
2020,37,127,92.11
2020,37,129,86.39
2020,37,131,104.99
2020,37,133,74.34
2020,37,135,50.11
2020,37,137,130.46
2020,37,139,84.74
2020,37,141,91.63
2020,37,143,96.5
2020,37,145,97.68
2020,37,147,78.01
2020,37,149,120.09
2020,37,151,108.73
2020,37,153,99.2
2020,37,155,130.64
2020,37,157,114.2
2020,37,159,114.1
2020,37,161,98.53
2020,37,163,93.66
2020,37,165,96.79
2020,37,167,104.06
2020,37,169,115.92
2020,37,171,115.08
2020,37,173,123.36
2020,37,175,106.14
2020,37,177,114.35
2020,37,179,51.01
2020,37,181,114.27
2020,37,183,47.68
2020,37,185,111.28
2020,37,187,89.63
2020,37,189,56.19
2020,37,191,84.86
2020,37,193,103.7
2020,37,195,85.91
2020,37,197,95.67
2020,37,199,102.8
2020,38,001,88.33
2020,38,003,92.42
2020,38,005,146.07
2020,38,007,NA
2020,38,009,93.49
2020,38,011,NA
2020,38,013,NA
2020,38,015,57.7
2020,38,017,56.2
2020,38,019,95.27
2020,38,021,73.76
2020,38,023,NA
2020,38,025,100.57
2020,38,027,104.78
2020,38,029,134.39
2020,38,031,105.26
2020,38,033,NA
2020,38,035,60.87
2020,38,037,94.7
2020,38,039,107.1
2020,38,041,NA
2020,38,043,NA
2020,38,045,78.67
2020,38,047,105.35
2020,38,049,116.76
2020,38,051,140.8
2020,38,053,95.32
2020,38,055,94.1
2020,38,057,78.97
2020,38,059,67.5
2020,38,061,137.14
2020,38,063,83.14
2020,38,065,NA
2020,38,067,92.9
2020,38,069,88.45
2020,38,071,85.29
2020,38,073,132.93
2020,38,075,NA
2020,38,077,62.75
2020,38,079,118.33
2020,38,081,66.91
2020,38,083,NA
2020,38,085,194.39
2020,38,087,NA
2020,38,089,67.31
2020,38,091,NA
2020,38,093,88.18
2020,38,095,109.04
2020,38,097,84.84
2020,38,099,72.89
2020,38,101,68.8
2020,38,103,66.26
2020,38,105,75.28
2020,39,001,121.22
2020,39,003,86.59
2020,39,005,64.21
2020,39,007,104.46
2020,39,009,62.23
2020,39,011,57.25
2020,39,013,90.17
2020,39,015,116.63
2020,39,017,99.98
2020,39,019,93.42
2020,39,021,89.09
2020,39,023,126.41
2020,39,025,84.65
2020,39,027,109.6
2020,39,029,97.38
2020,39,031,83.14
2020,39,033,89.33
2020,39,035,107.02
2020,39,037,110.91
2020,39,039,74.6
2020,39,041,48.22
2020,39,043,102.54
2020,39,045,73.3
2020,39,047,96.37
2020,39,049,92.39
2020,39,051,85.27
2020,39,053,129.62
2020,39,055,65.68
2020,39,057,77.27
2020,39,059,91.87
2020,39,061,98.75
2020,39,063,80.53
2020,39,065,85.9
2020,39,067,84.49
2020,39,069,87.62
2020,39,071,100.22
2020,39,073,102.43
2020,39,075,41.41
2020,39,077,103.88
2020,39,079,111.56
2020,39,081,103.92
2020,39,083,71.91
2020,39,085,101.92
2020,39,087,122.19
2020,39,089,80.33
2020,39,091,104.92
2020,39,093,100.4
2020,39,095,109.82
2020,39,097,82.75
2020,39,099,106.71
2020,39,101,111.92
2020,39,103,66.67
2020,39,105,126.2
2020,39,107,66.28
2020,39,109,80.3
2020,39,111,88.17
2020,39,113,142.87
2020,39,115,105.58
2020,39,117,84.72
2020,39,119,92.19
2020,39,121,65.42
2020,39,123,79.37
2020,39,125,89.56
2020,39,127,93.16
2020,39,129,90.85
2020,39,131,145.75
2020,39,133,68.34
2020,39,135,114.1
2020,39,137,56.73
2020,39,139,96.72
2020,39,141,125.41
2020,39,143,87.36
2020,39,145,156.16
2020,39,147,85.89
2020,39,149,91.79
2020,39,151,89.93
2020,39,153,95.44
2020,39,155,116.01
2020,39,157,79.23
2020,39,159,51.9
2020,39,161,71.48
2020,39,163,119.62
2020,39,165,66.14
2020,39,167,89.11
2020,39,169,85.19
2020,39,171,101.16
2020,39,173,58.01
2020,39,175,89.44
2020,40,001,101.6
2020,40,003,107.24
2020,40,005,98.26
2020,40,007,131.91
2020,40,009,131.69
2020,40,011,170.52
2020,40,013,97.85
2020,40,015,126.07
2020,40,017,70.6
2020,40,019,116.82
2020,40,021,95.93
2020,40,023,143.76
2020,40,025,NA
2020,40,027,71.01
2020,40,029,154.15
2020,40,031,89.28
2020,40,033,135.03
2020,40,035,117.33
2020,40,037,104.58
2020,40,039,87.03
2020,40,041,92.45
2020,40,043,115.24
2020,40,045,121.91
2020,40,047,94.13
2020,40,049,123.78
2020,40,051,104.74
2020,40,053,127.91
2020,40,055,96.29
2020,40,057,180.9
2020,40,059,75.18
2020,40,061,97.7
2020,40,063,148.63
2020,40,065,106.91
2020,40,067,104.96
2020,40,069,181.8
2020,40,071,127.46
2020,40,073,86.41
2020,40,075,129.11
2020,40,077,105.34
2020,40,079,105.87
2020,40,081,107.36
2020,40,083,73.7
2020,40,085,130.31
2020,40,087,95.08
2020,40,089,131.76
2020,40,091,118.66
2020,40,093,151.37
2020,40,095,105.42
2020,40,097,104.29
2020,40,099,133.33
2020,40,101,107.73
2020,40,103,117.45
2020,40,105,88.07
2020,40,107,129.65
2020,40,109,100.73
2020,40,111,109.74
2020,40,113,93.78
2020,40,115,105.64
2020,40,117,114.49
2020,40,119,60.01
2020,40,121,105.21
2020,40,123,106.54
2020,40,125,110.53
2020,40,127,144.21
2020,40,129,137.63
2020,40,131,69.44
2020,40,133,129.09
2020,40,135,95.73
2020,40,137,107.87
2020,40,139,78.1
2020,40,141,95.3
2020,40,143,84.82
2020,40,145,73.13
2020,40,147,88.98
2020,40,149,122.62
2020,40,151,123.29
2020,40,153,104.41
2020,41,001,137.84
2020,41,003,53.19
2020,41,005,64.34
2020,41,007,96.36
2020,41,009,75.72
2020,41,011,109.58
2020,41,013,100.78
2020,41,015,117.11
2020,41,017,82.84
2020,41,019,104.82
2020,41,021,NA
2020,41,023,139.26
2020,41,025,141.78
2020,41,027,57.41
2020,41,029,85.65
2020,41,031,110.33
2020,41,033,119.03
2020,41,035,107.1
2020,41,037,121.84
2020,41,039,96.03
2020,41,041,125.68
2020,41,043,93.55
2020,41,045,79.64
2020,41,047,71.91
2020,41,049,54.28
2020,41,051,75.2
2020,41,053,75.13
2020,41,055,137.03
2020,41,057,97.69
2020,41,059,81.21
2020,41,061,75.67
2020,41,063,126.88
2020,41,065,82.49
2020,41,067,44.65
2020,41,069,NA
2020,41,071,68.17
2020,42,001,78.35
2020,42,003,108.02
2020,42,005,123.2
2020,42,007,102.08
2020,42,009,109.27
2020,42,011,78.52
2020,42,013,89.17
2020,42,015,87.13
2020,42,017,81.45
2020,42,019,84.57
2020,42,021,133.36
2020,42,023,70.99
2020,42,025,128.78
2020,42,027,45.14
2020,42,029,62.5
2020,42,031,81.04
2020,42,033,91.31
2020,42,035,73.9
2020,42,037,83.02
2020,42,039,92.3
2020,42,041,64.88
2020,42,043,87.82
2020,42,045,87.75
2020,42,047,124.37
2020,42,049,85.01
2020,42,051,120.08
2020,42,053,80.31
2020,42,055,67.09
2020,42,057,92.05
2020,42,059,99.82
2020,42,061,80.08
2020,42,063,109.08
2020,42,065,91.72
2020,42,067,73.71
2020,42,069,93.96
2020,42,071,72.62
2020,42,073,118.99
2020,42,075,70.94
2020,42,077,85.92
2020,42,079,104.11
2020,42,081,83.44
2020,42,083,69.22
2020,42,085,106.63
2020,42,087,86.96
2020,42,089,91.82
2020,42,091,69.84
2020,42,093,126.2
2020,42,095,81.16
2020,42,097,99.4
2020,42,099,98.02
2020,42,101,120.44
2020,42,103,98.9
2020,42,105,98.45
2020,42,107,110.38
2020,42,109,69.14
2020,42,111,99.76
2020,42,113,89.18
2020,42,115,92.22
2020,42,117,79.9
2020,42,119,50.86
2020,42,121,89.24
2020,42,123,79.07
2020,42,125,110.78
2020,42,127,107.54
2020,42,129,111.93
2020,42,131,103.52
2020,42,133,95.82
2020,44,001,72.29
2020,44,003,89.26
2020,44,005,74.39
2020,44,007,83.14
2020,44,009,74.93
2020,45,001,91.82
2020,45,003,102.5
2020,45,005,111.44
2020,45,007,102.42
2020,45,009,92.88
2020,45,011,101.32
2020,45,013,72.69
2020,45,015,81.52
2020,45,017,108.03
2020,45,019,89.22
2020,45,021,96.69
2020,45,023,133.37
2020,45,025,100.45
2020,45,027,88.23
2020,45,029,140.16
2020,45,031,97.48
2020,45,033,126.17
2020,45,035,80.31
2020,45,037,64.69
2020,45,039,124.92
2020,45,041,93.59
2020,45,043,108.58
2020,45,045,91.78
2020,45,047,98.27
2020,45,049,112.32
2020,45,051,104.35
2020,45,053,109.11
2020,45,055,97.64
2020,45,057,101.58
2020,45,059,117.26
2020,45,061,115.58
2020,45,063,87.96
2020,45,065,109.49
2020,45,067,99.44
2020,45,069,106.17
2020,45,071,84.39
2020,45,073,111.09
2020,45,075,111.33
2020,45,077,100.46
2020,45,079,76.31
2020,45,081,75.5
2020,45,083,96.8
2020,45,085,89.35
2020,45,087,108.82
2020,45,089,127.37
2020,45,091,95.75
2020,46,003,NA
2020,46,005,80.34
2020,46,007,134.14
2020,46,009,95.11
2020,46,011,54.5
2020,46,013,69.16
2020,46,015,94.95
2020,46,017,280.11
2020,46,019,66.02
2020,46,021,145.14
2020,46,023,137
2020,46,025,59.14
2020,46,027,46.85
2020,46,029,65.54
2020,46,031,223.12
2020,46,033,134.08
2020,46,035,77.79
2020,46,037,109.63
2020,46,039,NA
2020,46,041,178.31
2020,46,043,109.4
2020,46,045,123.76
2020,46,047,142.37
2020,46,049,86.07
2020,46,051,93.2
2020,46,053,85.66
2020,46,055,115.63
2020,46,057,68.89
2020,46,059,74.18
2020,46,061,75.96
2020,46,063,NA
2020,46,065,76.33
2020,46,067,98.15
2020,46,069,153.05
2020,46,071,144.69
2020,46,073,NA
2020,46,075,NA
2020,46,077,100.81
2020,46,079,54.64
2020,46,081,87.15
2020,46,083,42.84
2020,46,085,125.02
2020,46,087,54
2020,46,089,NA
2020,46,091,44.83
2020,46,093,71.67
2020,46,095,134.85
2020,46,097,107.72
2020,46,099,75.63
2020,46,101,61.04
2020,46,102,238.35
2020,46,103,90.56
2020,46,105,NA
2020,46,107,126.66
2020,46,109,129.58
2020,46,111,NA
2020,46,115,74.95
2020,46,117,65.6
2020,46,119,NA
2020,46,121,231.4
2020,46,123,113.77
2020,46,125,66.97
2020,46,127,60.48
2020,46,129,116.32
2020,46,135,91.47
2020,46,137,102.11
2020,47,001,120.56
2020,47,003,86.29
2020,47,005,150.36
2020,47,007,104.79
2020,47,009,97.14
2020,47,011,81.09
2020,47,013,108.24
2020,47,015,148.14
2020,47,017,98.2
2020,47,019,109.16
2020,47,021,141.79
2020,47,023,87.78
2020,47,025,109.36
2020,47,027,148.38
2020,47,029,112.99
2020,47,031,100.15
2020,47,033,86.57
2020,47,035,100.16
2020,47,037,109.07
2020,47,039,109.42
2020,47,041,122.17
2020,47,043,120.32
2020,47,045,83.18
2020,47,047,81.33
2020,47,049,115.6
2020,47,051,89.08
2020,47,053,94.37
2020,47,055,124.32
2020,47,057,107.53
2020,47,059,119.37
2020,47,061,135.8
2020,47,063,93.9
2020,47,065,84.2
2020,47,067,127.9
2020,47,069,93.66
2020,47,071,136.15
2020,47,073,101.73
2020,47,075,86.14
2020,47,077,95.26
2020,47,079,123.82
2020,47,081,138.64
2020,47,083,126.51
2020,47,085,135.15
2020,47,087,112.53
2020,47,089,84.09
2020,47,091,108.04
2020,47,093,117.68
2020,47,095,71.34
2020,47,097,95.38
2020,47,099,100.1
2020,47,101,126.95
2020,47,103,102.1
2020,47,105,109.55
2020,47,107,118.72
2020,47,109,116.13
2020,47,111,123.74
2020,47,113,85.03
2020,47,115,107.48
2020,47,117,93.5
2020,47,119,82.97
2020,47,121,117.39
2020,47,123,116.23
2020,47,125,91.11
2020,47,127,93.62
2020,47,129,111.52
2020,47,131,70
2020,47,133,98.25
2020,47,135,144.36
2020,47,137,82.66
2020,47,139,97.51
2020,47,141,89.93
2020,47,143,94.67
2020,47,145,139.33
2020,47,147,101.29
2020,47,149,73
2020,47,151,106.24
2020,47,153,109.76
2020,47,155,111.09
2020,47,157,102.79
2020,47,159,116.62
2020,47,161,110.83
2020,47,163,100.94
2020,47,165,81.48
2020,47,167,96.5
2020,47,169,109.39
2020,47,171,127.14
2020,47,173,123.95
2020,47,175,127.52
2020,47,177,97.6
2020,47,179,95.25
2020,47,181,92.71
2020,47,183,88.66
2020,47,185,113.6
2020,47,187,56.34
2020,47,189,92.51
2020,48,001,94.79
2020,48,003,73.47
2020,48,005,69.01
2020,48,007,111.92
2020,48,009,75.72
2020,48,011,NA
2020,48,013,69.33
2020,48,015,80.92
2020,48,017,111.49
2020,48,019,87.78
2020,48,021,85.1
2020,48,023,95.04
2020,48,025,71.18
2020,48,027,66.36
2020,48,029,61.67
2020,48,031,83.16
2020,48,033,NA
2020,48,035,100.65
2020,48,037,66.75
2020,48,039,54.95
2020,48,041,36.93
2020,48,043,112.45
2020,48,045,158.92
2020,48,047,72.99
2020,48,049,66.93
2020,48,051,81.21
2020,48,053,84.73
2020,48,055,71.37
2020,48,057,61.36
