year,state,county,pctl_20,pctl_50,pctl_80
2018,17,053,22085.51,50654.85,101107.1
2018,17,055,17121.34,42043.53,84087.05
2018,17,057,20768.49,51698.34,99283.51
2018,17,059,19552.77,47210.32,92191.83
2018,17,061,22288.13,53998.07,100600.5
2018,17,063,43259.24,86113.24,139807.4
2018,17,065,19552.77,47210.32,92191.83
2018,17,067,20768.49,51698.34,99283.51
2018,17,069,19552.77,47210.32,92191.83
2018,17,071,20768.49,51698.34,99283.51
2018,17,073,20768.49,51698.34,99283.51
2018,17,075,22085.51,50654.85,101107.1
2018,17,077,17121.34,42043.53,84087.05
2018,17,079,22288.13,49135.20,91178.73
2018,17,081,24314.33,57746.53,104764.4
2018,17,083,22288.13,53998.07,100600.5
2018,17,085,25327.42,55720.33,100296.6
2018,17,087,19552.77,47210.32,92191.83
2018,17,089,34546.61,82060.86,149938.4
2018,17,091,23503.85,49641.75,106385.3
2018,17,093,43259.24,86113.24,139807.4
2018,17,095,22186.82,54707.24,104349.0
2018,17,097,33432.20,86113.24,177798.5
2018,17,099,22085.51,52681.04,108806.6
2018,17,101,22288.13,49135.20,91178.73
2018,17,103,25327.42,55720.33,100296.6
2018,17,105,22085.51,50654.85,101107.1
2018,17,107,23503.85,53592.83,101309.7
2018,17,109,20768.49,51698.34,99283.51
2018,17,111,42550.07,88139.44,151964.5
2018,17,113,22288.13,65344.76,124610.9
2018,17,115,20261.94,49844.37,99891.36
2018,17,117,22288.13,53998.07,100600.5
2018,17,119,24010.40,59124.34,111035.4
2018,17,121,24314.33,57746.53,104764.4
2018,17,123,22186.82,54707.24,104349.0
2018,17,125,23402.54,52681.04,103842.4
2018,17,127,19552.77,47210.32,92191.83
2018,17,129,23503.85,53592.83,101309.7
2018,17,131,20768.49,51698.34,99283.51
2018,17,133,24314.33,57746.53,104764.4
2018,17,135,21680.28,56530.81,103386.5
2018,17,137,22288.13,53998.07,100600.5
2018,17,139,23503.85,53592.83,101309.7
2018,17,141,22257.74,48628.66,102322.8
2018,17,143,20667.18,58759.63,109414.5
2018,17,145,17121.34,42043.53,84087.05
2018,17,147,23503.85,53592.83,101309.7
2018,17,149,23402.54,52681.04,103842.4
2018,17,151,19552.77,47210.32,92191.83
2018,17,153,19552.77,47210.32,92191.83
2018,17,155,22186.82,54707.24,104349.0
2018,17,157,24314.33,57746.53,104764.4
2018,17,159,22288.13,49135.20,91178.73
2018,17,161,22693.37,50857.47,101309.7
2018,17,163,22288.13,56733.43,108300.1
2018,17,165,19552.77,47210.32,92191.83
2018,17,167,24314.33,60785.82,118735.0
2018,17,169,23402.54,52681.04,103842.4
2018,17,171,22288.13,53998.07,100600.5
2018,17,173,23503.85,53592.83,101309.7
2018,17,175,22186.82,54707.24,104349.0
2018,17,177,22257.74,48628.66,102322.8
2018,17,179,25833.97,62508.08,109414.5
2018,17,181,19552.77,47210.32,92191.83
2018,17,183,22085.51,50654.85,101107.1
2018,17,185,19552.77,47210.32,92191.83
2018,17,187,20768.49,51698.34,99283.51
2018,17,189,24314.33,57746.53,104764.4
2018,17,191,22288.13,49135.20,91178.73
2018,17,193,19552.77,47210.32,92191.83
2018,17,195,25327.42,55720.33,100296.6
2018,17,197,40523.88,85100.15,155003.8
2018,17,199,17121.34,42043.53,84087.05
2018,17,201,20971.11,52681.04,105058.2
2018,17,203,22186.82,54707.24,104349.0
2018,18,001,26948.38,55234.05,96244.21
2018,18,003,25023.50,53694.14,102829.3
2018,18,005,23199.92,53694.14,104349.0
2018,18,007,25023.50,50654.85,96244.21
2018,18,009,21984.20,48324.73,83073.95
2018,18,011,38599.00,82770.02,156422.2
2018,18,013,27353.62,64432.97,113466.9
2018,18,015,25023.50,50654.85,96244.21
2018,18,017,20869.80,53694.14,99384.82
2018,18,019,28569.34,57341.29,104956.8
2018,18,021,23503.85,51667.95,96244.21
2018,18,023,25023.50,50654.85,96244.21
2018,18,025,24314.33,53694.14,96041.60
2018,18,027,22997.30,52681.04,96244.21
2018,18,029,21072.42,60785.82,107894.8
2018,18,031,22288.13,52681.04,94420.64
2018,18,033,30392.91,60684.51,101917.6
2018,18,035,19451.46,41942.22,85302.77
2018,18,037,24314.33,53694.14,96041.60
2018,18,039,27961.48,60785.82,101309.7
2018,18,041,21882.90,47412.94,83073.95
2018,18,043,26948.38,58962.25,111440.7
2018,18,045,23503.85,51667.95,96244.21
2018,18,047,21072.42,60785.82,107894.8
2018,18,049,26847.07,55315.10,97865.17
2018,18,051,29785.05,67877.50,123597.8
2018,18,053,22288.13,45994.60,82668.72
2018,18,055,22997.30,52681.04,96244.21
2018,18,057,49844.37,101309.7,181040.4
2018,18,059,32419.10,64838.21,105362.1
2018,18,061,26948.38,58962.25,111440.7
2018,18,063,43563.17,81047.76,140820.5
2018,18,065,21984.20,48324.73,83073.95
2018,18,067,20869.80,53694.14,99384.82
2018,18,069,26948.38,55234.05,96244.21
2018,18,071,23199.92,53694.14,104349.0
2018,18,073,26847.07,55315.10,97865.17
2018,18,075,21984.20,48324.73,83073.95
2018,18,077,22288.13,52681.04,94420.64
2018,18,079,22288.13,52681.04,94420.64
2018,18,081,30392.91,65851.30,115493.1
2018,18,083,24314.33,53694.14,96041.60
2018,18,085,26340.52,54605.93,105362.1
2018,18,087,30392.91,60684.51,101917.6
2018,18,089,22997.30,55112.48,110630.2
2018,18,091,20667.18,50654.85,92191.83
2018,18,093,22997.30,52681.04,96244.21
2018,18,095,21173.73,49773.46,91178.73
2018,18,097,20261.94,48426.04,97156.00
2018,18,099,26340.52,54605.93,105362.1
2018,18,101,22997.30,52681.04,96244.21
2018,18,103,22288.13,45994.60,82668.72
2018,18,105,17729.20,45285.44,101816.2
2018,18,107,25023.50,50654.85,96244.21
2018,18,109,27353.62,64432.97,113466.9
2018,18,111,26847.07,55315.10,97865.17
2018,18,113,30392.91,60684.51,101917.6
2018,18,115,21072.42,60785.82,107894.8
2018,18,117,22997.30,52681.04,96244.21
2018,18,119,22997.30,52681.04,96244.21
2018,18,121,23503.85,51667.95,96244.21
2018,18,123,24314.33,53694.14,96041.60
2018,18,125,24314.33,53694.14,96041.60
2018,18,127,28771.95,65446.07,126637.1
2018,18,129,29785.05,67877.50,123597.8
2018,18,131,26847.07,55315.10,97865.17
2018,18,133,27353.62,64432.97,113466.9
2018,18,135,21984.20,48324.73,83073.95
2018,18,137,21072.42,60785.82,107894.8
2018,18,139,21882.90,47412.94,83073.95
2018,18,141,23301.23,56834.74,105362.1
2018,18,143,22288.13,52681.04,94420.64
2018,18,145,32419.10,64838.21,105362.1
2018,18,147,24314.33,53694.14,96041.60
2018,18,149,26847.07,55315.10,97865.17
2018,18,151,30392.91,60684.51,101917.6
2018,18,153,23503.85,51667.95,96244.21
2018,18,155,21072.42,60785.82,107894.8
2018,18,157,20261.94,50654.85,103842.4
2018,18,159,20869.80,53694.14,99384.82
2018,18,161,21882.90,47412.94,83073.95
2018,18,163,20768.49,50654.85,98574.34
2018,18,165,23503.85,51667.95,96244.21
2018,18,167,21173.73,48628.66,87328.96
2018,18,169,22288.13,45994.60,82668.72
2018,18,171,23503.85,51667.95,96244.21
2018,18,173,29785.05,67877.50,123597.8
2018,18,175,26948.38,58962.25,111440.7
2018,18,177,21882.90,47412.94,83073.95
2018,18,179,26948.38,55234.05,96244.21
2018,18,181,25023.50,50654.85,96244.21
2018,18,183,26948.38,55234.05,96244.21
2018,19,001,21275.04,48426.04,95231.12
2018,19,003,21275.04,48426.04,95231.12
2018,19,005,28366.72,58293.60,103335.9
2018,19,007,21275.04,48426.04,95231.12
2018,19,009,21275.04,48426.04,95231.12
2018,19,011,29177.19,60785.82,96244.21
2018,19,013,25327.42,56733.43,101107.1
2018,19,015,22895.99,56733.43,108300.1
2018,19,017,28366.72,58293.60,103335.9
2018,19,019,25327.42,60785.82,115523.5
2018,19,021,23807.78,50654.85,99486.13
2018,19,023,24314.33,54707.24,100296.6
2018,19,025,23807.78,50654.85,99486.13
2018,19,027,23807.78,50654.85,99486.13
2018,19,029,23199.92,53207.85,103335.9
2018,19,031,23301.23,55720.33,105159.5
2018,19,033,24618.26,51161.40,95231.12
2018,19,035,23807.78,50654.85,99486.13
2018,19,037,28366.72,58293.60,103335.9
2018,19,039,21275.04,48426.04,95231.12
2018,19,041,29278.50,60785.82,99891.36
2018,19,043,28366.72,58293.60,103335.9
2018,19,045,23301.23,55720.33,105159.5
2018,19,047,23807.78,50654.85,99486.13
2018,19,049,36471.49,79528.11,147912.2
2018,19,051,21882.90,52194.76,100701.8
2018,19,053,21275.04,48426.04,95231.12
2018,19,055,25327.42,60785.82,115523.5
2018,19,057,21984.20,45285.44,90165.63
2018,19,059,29278.50,60785.82,99891.36
2018,19,061,25327.42,60785.82,115523.5
2018,19,063,29278.50,60785.82,99891.36
2018,19,065,28366.72,58293.60,103335.9
2018,19,067,24618.26,51161.40,95231.12
2018,19,069,24314.33,54707.24,100296.6
2018,19,071,23199.92,53207.85,103335.9
2018,19,073,23807.78,50654.85,99486.13
2018,19,075,24314.33,54707.24,100296.6
2018,19,077,21275.04,48426.04,95231.12
2018,19,079,24314.33,54707.24,100296.6
2018,19,081,24618.26,51161.40,95231.12
2018,19,083,24314.33,54707.24,100296.6
2018,19,085,23199.92,53207.85,103335.9
2018,19,087,21984.20,45285.44,90165.63
2018,19,089,28366.72,58293.60,103335.9
2018,19,091,24314.33,54707.24,100296.6
2018,19,093,23807.78,50654.85,99486.13
2018,19,095,29177.19,60785.82,96244.21
2018,19,097,25327.42,60785.82,115523.5
2018,19,099,27404.27,62710.70,111440.7
2018,19,101,21882.90,52194.76,100701.8
2018,19,103,22997.30,69528.85,130618.6
2018,19,105,23301.23,55720.33,105159.5
2018,19,107,21882.90,52194.76,100701.8
2018,19,109,24618.26,51161.40,95231.12
2018,19,111,21984.20,45285.44,90165.63
2018,19,113,28569.34,57645.22,116100.9
2018,19,115,21984.20,45285.44,90165.63
2018,19,117,21275.04,48426.04,95231.12
2018,19,119,29278.50,60785.82,99891.36
2018,19,121,27404.27,62710.70,111440.7
2018,19,123,21882.90,52194.76,100701.8
2018,19,125,27404.27,62710.70,111440.7
2018,19,127,29177.19,60785.82,96244.21
2018,19,129,23199.92,53207.85,103335.9
2018,19,131,24618.26,51161.40,95231.12
2018,19,133,23807.78,50654.85,99486.13
2018,19,135,21275.04,48426.04,95231.12
2018,19,137,23199.92,53207.85,103335.9
2018,19,139,23301.23,55720.33,105159.5
2018,19,141,29278.50,60785.82,99891.36
2018,19,143,29278.50,60785.82,99891.36
2018,19,145,23199.92,53207.85,103335.9
2018,19,147,29278.50,60785.82,99891.36
2018,19,149,27758.86,64027.73,114480.0
2018,19,151,23807.78,50654.85,99486.13
2018,19,153,32419.10,70916.79,132715.7
2018,19,155,23199.92,53207.85,103335.9
2018,19,157,29177.19,60785.82,96244.21
2018,19,159,21275.04,48426.04,95231.12
2018,19,161,23807.78,50654.85,99486.13
2018,19,163,22288.13,55517.72,118025.8
2018,19,165,23199.92,53207.85,103335.9
2018,19,167,29278.50,60785.82,99891.36
2018,19,169,22895.99,56733.43,108300.1
2018,19,171,29177.19,60785.82,96244.21
2018,19,173,21275.04,48426.04,95231.12
2018,19,175,21275.04,48426.04,95231.12
2018,19,177,21882.90,52194.76,100701.8
2018,19,179,21882.90,52194.76,100701.8
2018,19,181,27404.27,62710.70,111440.7
2018,19,183,21882.90,52194.76,100701.8
2018,19,185,21275.04,48426.04,95231.12
2018,19,187,24314.33,54707.24,100296.6
2018,19,189,24618.26,51161.40,95231.12
2018,19,191,28366.72,58293.60,103335.9
2018,19,193,27758.86,64027.73,114480.0
2018,19,195,24618.26,51161.40,95231.12
2018,19,197,24314.33,54707.24,100296.6
2018,20,001,22895.99,53795.45,98270.41
2018,20,003,22895.99,53795.45,98270.41
2018,20,005,26340.52,60785.82,117519.3
2018,20,007,22926.39,48041.06,98270.41
2018,20,009,22926.39,48041.06,98270.41
2018,20,011,22895.99,53795.45,98270.41
2018,20,013,33432.20,65263.71,127923.8
2018,20,015,29278.50,67006.24,126637.1
2018,20,017,20768.49,43461.86,90165.63
2018,20,019,20768.49,43461.86,90165.63
2018,20,021,21173.73,41536.98,79528.11
2018,20,023,21781.59,50654.85,91178.73
2018,20,025,27353.62,54605.93,91178.73
2018,20,027,21984.20,51667.95,94218.02
2018,20,029,21984.20,51667.95,94218.02
2018,20,031,20768.49,43461.86,90165.63
2018,20,033,22926.39,48041.06,98270.41
2018,20,035,22186.82,45589.36,92698.38
2018,20,037,21173.73,41536.98,79528.11
2018,20,039,21781.59,50654.85,91178.73
2018,20,041,21984.20,51667.95,94218.02
2018,20,043,26340.52,60785.82,117519.3
2018,20,045,21680.28,52174.50,113466.9
2018,20,047,22926.39,48041.06,98270.41
2018,20,049,20768.49,43461.86,90165.63
2018,20,051,21781.59,50654.85,91178.73
2018,20,053,21984.20,51667.95,94218.02
2018,20,055,27353.62,54605.93,91178.73
2018,20,057,27353.62,54605.93,91178.73
2018,20,059,22895.99,53795.45,98270.41
2018,20,061,22186.82,50654.85,101309.7
2018,20,063,21781.59,50654.85,91178.73
2018,20,065,21781.59,50654.85,91178.73
2018,20,067,27353.62,54605.93,91178.73
2018,20,069,27353.62,54605.93,91178.73
2018,20,071,21781.59,50654.85,91178.73
2018,20,073,20768.49,43461.86,90165.63
2018,20,075,27353.62,54605.93,91178.73
2018,20,077,22926.39,48041.06,98270.41
2018,20,079,30392.91,67370.95,125117.5
2018,20,081,27353.62,54605.93,91178.73
2018,20,083,27353.62,54605.93,91178.73
2018,20,085,33432.20,65263.71,127923.8
2018,20,087,26340.52,60785.82,117519.3
2018,20,089,21984.20,51667.95,94218.02
2018,20,091,40523.88,86113.24,167161.0
2018,20,093,27353.62,54605.93,91178.73
2018,20,095,22926.39,48041.06,98270.41
2018,20,097,22926.39,48041.06,98270.41
2018,20,099,21173.73,41536.98,79528.11
2018,20,101,21781.59,50654.85,91178.73
2018,20,103,26340.52,60785.82,117519.3
2018,20,105,21984.20,51667.95,94218.02
2018,20,107,22895.99,53795.45,98270.41
2018,20,109,21781.59,50654.85,91178.73
2018,20,111,20768.49,43461.86,90165.63
2018,20,113,26340.52,51262.71,97257.31
2018,20,115,20768.49,43461.86,90165.63
2018,20,117,21984.20,51667.95,94218.02
2018,20,119,27353.62,54605.93,91178.73
2018,20,121,22895.99,53795.45,98270.41
2018,20,123,21984.20,51667.95,94218.02
2018,20,125,21173.73,41536.98,79528.11
2018,20,127,20768.49,43461.86,90165.63
2018,20,129,27353.62,54605.93,91178.73
2018,20,131,21984.20,51667.95,94218.02
2018,20,133,21173.73,41536.98,79528.11
2018,20,135,21781.59,50654.85,91178.73
2018,20,137,21781.59,50654.85,91178.73
2018,20,139,33432.20,65263.71,127923.8
2018,20,141,21781.59,50654.85,91178.73
2018,20,143,21984.20,51667.95,94218.02
2018,20,145,22926.39,48041.06,98270.41
2018,20,147,21781.59,50654.85,91178.73
2018,20,149,22186.82,50654.85,101309.7
2018,20,151,22926.39,48041.06,98270.41
2018,20,153,21781.59,50654.85,91178.73
2018,20,155,26340.52,51262.71,97257.31
2018,20,157,21984.20,51667.95,94218.02
2018,20,159,26340.52,51262.71,97257.31
2018,20,161,22186.82,50654.85,101309.7
2018,20,163,21781.59,50654.85,91178.73
2018,20,165,22926.39,48041.06,98270.41
2018,20,167,21781.59,50654.85,91178.73
2018,20,169,21984.20,51667.95,94218.02
2018,20,171,21781.59,50654.85,91178.73
2018,20,173,23301.23,54909.86,105159.5
2018,20,175,27353.62,54605.93,91178.73
2018,20,177,22186.82,46298.53,96852.07
2018,20,179,21781.59,50654.85,91178.73
2018,20,181,21781.59,50654.85,91178.73
2018,20,183,21781.59,50654.85,91178.73
2018,20,185,22926.39,48041.06,98270.41
2018,20,187,27353.62,54605.93,91178.73
2018,20,189,27353.62,54605.93,91178.73
2018,20,191,22926.39,48041.06,98270.41
2018,20,193,21781.59,50654.85,91178.73
2018,20,195,21781.59,50654.85,91178.73
2018,20,197,33432.20,65263.71,127923.8
2018,20,199,21781.59,50654.85,91178.73
2018,20,201,21984.20,51667.95,94218.02
2018,20,203,21781.59,50654.85,91178.73
2018,20,205,20768.49,43461.86,90165.63
2018,20,207,20768.49,43461.86,90165.63
2018,20,209,19654.08,49033.89,93204.92
2018,21,001,15196.45,37687.21,70916.79
2018,21,003,16310.86,44677.58,83073.95
2018,21,005,29886.36,55720.33,101309.7
2018,21,007,16412.17,44576.27,96953.38
2018,21,009,16310.86,44677.58,83073.95
2018,21,011,16209.55,39764.06,77708.59
2018,21,013,13778.12,31203.39,71119.41
2018,21,015,35559.70,75982.27,142745.4
2018,21,017,25530.04,57746.53,111440.7
2018,21,019,12157.16,42550.07,90165.63
2018,21,021,19350.15,53390.21,101816.2
2018,21,023,16209.55,39764.06,77708.59
2018,21,025,9725.731,29785.05,70815.48
2018,21,027,22288.13,49337.82,97257.31
2018,21,029,30392.91,70106.31,116506.2
2018,21,031,16310.86,44677.58,83073.95
2018,21,033,17222.65,45488.06,89152.54
2018,21,035,16412.17,44576.27,96953.38
2018,21,037,19958.01,56733.43,111440.7
2018,21,039,16412.17,44576.27,96953.38
2018,21,041,19958.01,56733.43,111440.7
2018,21,043,12157.16,42550.07,90165.63
2018,21,045,15196.45,37687.21,70916.79
2018,21,047,19654.08,44910.59,93204.92
2018,21,049,25530.04,57746.53,111440.7
2018,21,051,13372.88,34445.30,66256.54
2018,21,053,15196.45,37687.21,70916.79
2018,21,055,17222.65,45488.06,89152.54
2018,21,057,15196.45,37687.21,70916.79
2018,21,059,22288.13,50654.85,99283.51
2018,21,061,16310.86,44677.58,83073.95
2018,21,063,12157.16,42550.07,90165.63
2018,21,065,20768.49,47615.56,94218.02
2018,21,067,25530.04,54302.00,124610.9
2018,21,069,16209.55,39764.06,77708.59
2018,21,071,14892.53,35255.78,79021.57
2018,21,073,29886.36,55720.33,101309.7
2018,21,075,16412.17,44576.27,96953.38
2018,21,077,19958.01,56733.43,111440.7
2018,21,079,19350.15,53390.21,101816.2
2018,21,081,19958.01,56733.43,111440.7
2018,21,083,16412.17,44576.27,96953.38
2018,21,085,22288.13,49337.82,97257.31
2018,21,087,15196.45,37687.21,70916.79
2018,21,089,12157.16,42550.07,90165.63
2018,21,091,22288.13,50654.85,99283.51
2018,21,093,22186.82,49337.82,97257.31
2018,21,095,13778.12,31203.39,71119.41
2018,21,097,25530.04,57746.53,111440.7
2018,21,099,16310.86,44677.58,83073.95
2018,21,101,20261.94,48223.42,91178.73
2018,21,103,30392.91,70916.79,141833.6
2018,21,105,16412.17,44576.27,96953.38
2018,21,107,17222.65,45488.06,89152.54
2018,21,109,13372.88,34445.30,66256.54
2018,21,111,24010.40,56226.88,115493.1
2018,21,113,19350.15,53390.21,101816.2
2018,21,115,14892.53,35255.78,79021.57
2018,21,117,30392.91,62812.01,120558.5
2018,21,119,9725.731,29785.05,70815.48
2018,21,121,13778.12,31203.39,71119.41
2018,21,123,20565.87,49337.82,99283.51
2018,21,125,13372.88,34445.30,66256.54
2018,21,127,12157.16,42550.07,90165.63
2018,21,129,9725.731,29785.05,70815.48
2018,21,131,9725.731,29785.05,70815.48
2018,21,133,9725.731,29785.05,70815.48
2018,21,135,16209.55,39764.06,77708.59
2018,21,137,19350.15,53390.21,101816.2
2018,21,139,17222.65,45488.06,89152.54
2018,21,141,16310.86,44677.58,83073.95
2018,21,143,19654.08,44910.59,93204.92
2018,21,145,16412.17,44576.27,96953.38
2018,21,147,15095.15,39814.71,89152.54
2018,21,149,20261.94,48223.42,91178.73
2018,21,151,20768.49,47615.56,94218.02
2018,21,153,14892.53,35255.78,79021.57
2018,21,155,20565.87,49337.82,99283.51
2018,21,157,16412.17,44576.27,96953.38
2018,21,159,14892.53,35255.78,79021.57
2018,21,161,16209.55,39764.06,77708.59
2018,21,163,22288.13,49337.82,97257.31
2018,21,165,16209.55,39764.06,77708.59
2018,21,167,29886.36,55720.33,101309.7
2018,21,169,16310.86,44677.58,83073.95
2018,21,171,16310.86,44677.58,83073.95
2018,21,173,16209.55,39764.06,77708.59
2018,21,175,16209.55,39764.06,77708.59
2018,21,177,17222.65,45488.06,89152.54
2018,21,179,20565.87,49337.82,99283.51
2018,21,181,25530.04,57746.53,111440.7
2018,21,183,20261.94,48223.42,91178.73
2018,21,185,30392.91,70916.79,141833.6
2018,21,187,19958.01,56733.43,111440.7
2018,21,189,9725.731,29785.05,70815.48
2018,21,191,19958.01,56733.43,111440.7
2018,21,193,9725.731,29785.05,70815.48
2018,21,195,14892.53,35255.78,79021.57
2018,21,197,20768.49,47615.56,94218.02
2018,21,199,15095.15,39814.71,89152.54
2018,21,201,16209.55,39764.06,77708.59
2018,21,203,13372.88,34445.30,66256.54
2018,21,205,16209.55,39764.06,77708.59
2018,21,207,15196.45,37687.21,70916.79
2018,21,209,25530.04,57746.53,111440.7
2018,21,211,30392.91,70916.79,136180.5
2018,21,213,16310.86,44677.58,83073.95
2018,21,215,30392.91,70106.31,116506.2
2018,21,217,15196.45,37687.21,70916.79
2018,21,219,19654.08,44910.59,93204.92
2018,21,221,19654.08,44910.59,93204.92
2018,21,223,30392.91,70916.79,141833.6
2018,21,225,20261.94,48223.42,91178.73
2018,21,227,20971.11,53694.14,100195.3
2018,21,229,20565.87,49337.82,99283.51
2018,21,231,15095.15,39814.71,89152.54
2018,21,233,20261.94,48223.42,91178.73
2018,21,235,13778.12,31203.39,71119.41
2018,21,237,9725.731,29785.05,70815.48
2018,21,239,29886.36,55720.33,101309.7
2018,22,001,19248.84,44981.51,101309.7
2018,22,003,24314.33,55011.17,115999.6
2018,22,005,29177.19,81047.76,141833.6
2018,22,007,17425.27,45589.36,93508.85
2018,22,009,16716.10,38497.69,91178.73
2018,22,011,24314.33,55011.17,115999.6
2018,22,013,12157.16,30088.98,70916.79
2018,22,015,18944.91,47919.49,103335.9
2018,22,017,17729.20,38497.69,90692.44
2018,22,019,20565.87,48628.66,106375.2
2018,22,021,14588.60,33432.20,81047.76
2018,22,023,20261.94,45589.36,101309.7
2018,22,025,16716.10,38497.69,91178.73
2018,22,027,12157.16,30088.98,70916.79
2018,22,029,16716.10,38497.69,91178.73
2018,22,031,12157.16,30088.98,70916.79
2018,22,033,20768.49,53380.08,118127.1
2018,22,035,14588.60,33432.20,81047.76
2018,22,037,17222.65,50654.85,98270.41
2018,22,039,10232.28,30392.91,75779.66
2018,22,041,14588.60,33432.20,81047.76
2018,22,043,16716.10,38497.69,91178.73
2018,22,045,16513.48,40321.26,88139.44
2018,22,047,17222.65,50654.85,98270.41
2018,22,049,14588.60,33432.20,81047.76
2018,22,051,20565.87,48679.31,108907.9
2018,22,053,20261.94,45589.36,101309.7
2018,22,055,22895.99,60785.82,111440.7
2018,22,057,17425.27,45589.36,93508.85
2018,22,059,16716.10,38497.69,91178.73
2018,22,061,12157.16,30088.98,70916.79
2018,22,063,27556.24,62305.47,135755.0
2018,22,065,14588.60,33432.20,81047.76
2018,22,067,14588.60,33432.20,81047.76
2018,22,069,12157.16,30088.98,70916.79
2018,22,071,12157.16,39004.23,95940.29
2018,22,073,17222.65,44373.65,104349.0
2018,22,075,20261.94,54504.62,102018.9
2018,22,077,17222.65,50654.85,98270.41
2018,22,079,18640.98,47818.18,97865.17
2018,22,081,12157.16,30088.98,70916.79
2018,22,083,14588.60,33432.20,81047.76
2018,22,085,12157.16,30088.98,70916.79
2018,22,087,20261.94,54504.62,102018.9
2018,22,089,24314.33,57341.29,123597.8
2018,22,091,27556.24,62305.47,135755.0
2018,22,093,24314.33,57341.29,123597.8
2018,22,095,24314.33,57341.29,123597.8
2018,22,097,10232.28,30392.91,75779.66
2018,22,099,16513.48,40321.26,88139.44
2018,22,101,16513.48,40321.26,88139.44
2018,22,103,26745.76,68687.98,134741.9
2018,22,105,18235.75,45791.98,93204.92
2018,22,107,14588.60,33432.20,81047.76
2018,22,109,24213.02,50654.85,93204.92
2018,22,111,14588.60,33432.20,81047.76
2018,22,113,19248.84,44981.51,101309.7
2018,22,115,18640.98,47818.18,97865.17
2018,22,117,18235.75,45791.98,93204.92
2018,22,119,18944.91,47919.49,103335.9
2018,22,121,17222.65,50654.85,98270.41
2018,22,123,14588.60,33432.20,81047.76
2018,22,125,17222.65,50654.85,98270.41
2018,22,127,16716.10,38497.69,91178.73
2018,23,001,23098.61,51262.71,103234.6
2018,23,003,15196.45,40523.88,86113.24
2018,23,005,31152.73,69903.69,131702.6
2018,23,007,16412.17,43968.41,83276.57
2018,23,009,25327.42,53694.14,103335.9
2018,23,011,24314.33,50654.85,95838.98
2018,23,013,25327.42,53694.14,103335.9
2018,23,015,25327.42,53694.14,103335.9
2018,23,017,16412.17,43968.41,83276.57
2018,23,019,18843.60,46805.08,101309.7
2018,23,021,16412.17,43968.41,83276.57
2018,23,023,36066.25,76286.20,137781.2
2018,23,025,16412.17,43968.41,83276.57
2018,23,027,25327.42,53694.14,103335.9
2018,23,029,15196.45,40523.88,86113.24
2018,23,031,33482.86,70410.24,128156.8
2018,24,001,21275.04,43563.17,87227.65
2018,24,003,48628.66,97257.31,172226.5
2018,24,005,34445.30,75982.27,146220.3
2018,24,009,44069.72,106375.2,173239.6
2018,24,011,29177.19,63622.49,126637.1
2018,24,013,44981.51,97713.21,166553.1
2018,24,015,38183.63,76995.37,139199.5
2018,24,017,44272.34,91178.73,162095.5
2018,24,019,29177.19,63622.49,126637.1
2018,24,021,42043.53,95332.43,170706.8
2018,24,023,21275.04,43563.17,87227.65
2018,24,025,35863.63,88139.44,155510.4
2018,24,027,53187.59,116506.2,217815.9
2018,24,029,29177.19,63622.49,126637.1
2018,24,031,46602.46,111440.7,214776.6
2018,24,033,39510.78,83681.81,151964.5
2018,24,035,29177.19,63622.49,126637.1
2018,24,037,44069.72,106375.2,173239.6
2018,24,039,24314.33,56936.05,104045.1
2018,24,041,29177.19,63622.49,126637.1
2018,24,043,25833.97,64534.28,119545.4
2018,24,045,24314.33,56936.05,104045.1
2018,24,047,24314.33,56936.05,104045.1
2018,24,510,16817.41,50654.85,107894.8
2018,25,001,30899.46,69903.69,138794.3
2018,25,003,20768.49,57746.53,113973.4
2018,25,005,24820.88,65851.30,131702.6
2018,25,007,30190.29,68890.60,136160.2
2018,25,009,29278.50,75982.27,162602.1
2018,25,011,25428.73,64838.21,125320.1
2018,25,013,19552.77,52681.04,115493.1
2018,25,015,28771.95,70916.79,133728.8
2018,25,017,38193.76,98574.34,195527.7
2018,25,019,30190.29,68890.60,136160.2
2018,25,021,41536.98,101309.7,210116.3
2018,25,023,36471.49,91178.73,167161.0
2018,25,025,20261.94,69903.69,151964.5
2018,25,027,28376.85,74361.32,146392.5
2018,26,001,21376.35,45589.36,87116.21
2018,26,003,19552.77,49540.44,91178.73
2018,26,005,29177.19,62812.01,107388.3
2018,26,007,21376.35,45589.36,87116.21
2018,26,009,23909.09,50654.85,90165.63
2018,26,011,19958.01,43563.17,75171.80
2018,26,013,20261.94,47210.32,91178.73
2018,26,015,25327.42,52681.04,98270.41
2018,26,017,22288.13,53795.45,101309.7
2018,26,019,29886.36,62609.39,118532.3
2018,26,021,20261.94,47848.57,102930.7
2018,26,023,24415.64,49337.82,84492.29
2018,26,025,25327.42,52681.04,98270.41
2018,26,027,27353.62,61089.75,108401.4
2018,26,029,23909.09,50654.85,90165.63
2018,26,031,21376.35,45589.36,87116.21
2018,26,033,19552.77,49540.44,91178.73
2018,26,035,21477.66,45994.60,86518.48
2018,26,037,32419.10,69903.69,115898.3
2018,26,039,21376.35,45589.36,87116.21
2018,26,041,19552.77,49540.44,91178.73
2018,26,043,20261.94,47210.32,91178.73
2018,26,045,32419.10,69903.69,115898.3
2018,26,047,23909.09,50654.85,90165.63
2018,26,049,20261.94,46501.15,92900.99
