year,state,place,pctl_20,pctl_20_quality,pctl_50,pctl_50_quality,pctl_80,pctl_80_quality
2021,06,59451,42124.0552,1,88573.808,1,185387.04,1
2021,06,59920,25233.236000000004,2,63649.5504,2,133890.64,2
2021,06,60102,71991.9672,2,165612.4224,2,400641.992,2
2021,06,60466,39137.264,2,79458.9452,2,130800.856,2
2021,06,60620,34605.5808,2,87543.88,2,177624.04421395206,2
2021,06,62000,39858.2136,1,93929.4336,1,226584.15999999997,1
2021,06,62938,42433.0336,1,107112.512,1,205985.6,1
2021,06,64000,31330.409760000002,1,78274.528,1,149648.5384,1
2021,06,64224,40579.1632,1,82188.2544,1,146249.776,1
2021,06,65000,30897.839999999997,2,69005.176,2,140688.1648,2
2021,06,65042,40579.1632,1,100932.94400000002,1,169938.12,1
2021,06,66000,41197.12,1,102992.8,1,239973.224,1
2021,06,67000,38107.336,1,129667.9352,1,324427.32,1
2021,06,68000,53041.292,1,133581.6616,1,286422.9768,1
2021,06,68084,37077.408,2,98770.0952,2,205985.6,2
2021,06,68196,31927.768,2,93464.33871376065,2,185632.2699765128,2
2021,06,68252,55616.112,2,150678.4664,2,331842.8016,2
2021,06,68378,87337.8944,2,185387.04,2,334726.6,2
2021,06,69000,36150.4728,1,85381.0312,1,157578.984,1
2021,06,69070,49436.544,2,133890.64,2,1069065.264,2
2021,06,69084,73124.888,2,171997.976,2,321337.536,2
2021,06,69088,46346.76,1,113086.0944,1,213195.096,1
2021,06,69196,30908.13928,2,76986.62363455974,2,148309.632,2
2021,06,70000,30279.8832,1,104166.91792,1,241116.44408,1
2021,06,70098,41197.12,1,94547.3904,1,188785.8024,1
2021,06,72016,38519.3072,1,98873.088,1,180237.4,1
2021,06,73080,29867.912000000004,2,67027.71424,2,144498.8984,2
2021,06,75000,29146.9624,1,73124.888,1,144292.9128,1
2021,06,77000,64885.464,1,155004.164,1,329576.96,1
2021,06,78120,49436.544,1,102992.8,1,188476.824,1
2021,06,78582,53556.255999999994,1,122149.4608,1,257482,1
2021,06,80000,46037.7816,1,106195.87608,1,214225.024,1
2021,06,80238,49230.5584,2,103003.09928,2,178177.544,2
2021,06,80854,51496.4,3,113292.08,3,246770.7488,3
2021,06,81344,39034.2712,2,93620.4552,2,151811.3872,2
2021,06,81554,46552.7456,2,98873.088,2,222670.4336,2
2021,06,81666,29661.9264,1,84454.096,1,175087.76,1
2021,06,82590,36047.48,2,76626.6432,2,166848.336,2
2021,06,82954,28323.02,1,67975.248,1,179207.472,1
2021,06,82996,41197.12,2,91251.6208,2,196716.248,2
2021,06,84200,40167.192,2,83836.1392,2,155519.128,2
2021,06,84550,25748.2,2,73124.888,2,157578.984,2
2021,06,85292,40924.64842788796,2,98873.088,2,181885.2848,2
2021,08,03455,41197.12,1,93311.4768,1,164839.9764,1
2021,08,04000,34049.41968,1,74154.816,1,146249.776,1
2021,08,07850,38313.3216,1,115362.23528,1,584999.104,1
2021,08,12815,52011.364,2,108142.44,2,209899.3264,2
2021,08,16000,39137.264,1,79613.4344,1,158681.00696,1
2021,08,20000,32957.696,1,84454.096,1,178692.508,1
2021,08,27425,40167.192,2,90633.664,2,189733.33616,2
2021,08,32155,33472.66,2,82394.24,2,154489.2,2
2021,08,43000,37077.408,2,86513.952,2,178692.508,2
2021,08,45970,43256.976,2,92693.52,2,180237.4,2
2021,08,46465,38107.336,2,77450.5856,2,154489.2,2
2021,08,62000,18538.704,2,58979.779603399686,2,125136.252,2
2021,08,77290,33369.6672,2,83939.132,2,142130.064,2
2021,08,83835,41197.12,2,85484.024,2,162934.6096,2
2021,09,08000,18538.704,1,52897.10208,1,128741,1
2021,09,18430,41197.12,2,110614.2672,2,246667.756,2
2021,09,37000,18950.6752,1,53638.65024,1,167260.3072,1
2021,09,52000,19568.632,1,60559.7664,1,162213.66,1
2021,09,55990,39343.2496,2,113292.08,2,306712.5584,2
2021,09,73000,42639.0192,2,111232.224,2,264176.532,2
2021,09,80000,20598.56,1,51496.40000000001,1,120501.576,1
2021,11,50000,32957.696,1,105052.656,1,293529.48,1
2021,12,07300,36047.48,1,98255.1312,1,249036.5904,1
2021,12,07875,31412.804000000004,2,67563.2768,2,136259.4744,2
2021,12,10275,29455.9408,1,65503.42080000001,1,116381.864,1
2021,12,12875,25336.228800000004,2,63855.53600000001,2,155622.1208,2
2021,12,14400,43359.9688,1,85690.0096,1,180237.4,1
2021,12,16475,35635.5088,2,81364.312,2,165148.9548,2
2021,12,16725,25954.1856,1,55616.112,1,113189.0872,1
2021,12,17200,32957.696,2,66327.3632,2,119986.612,2
2021,12,17935,31145.02272,2,65915.392,2,146249.776,2
2021,12,24000,26778.128,1,69211.1616,1,157578.984,1
2021,12,24125,21731.4808,2,60456.7736,2,135950.496,2
2021,12,25175,21422.5024,1,56646.04,1,223391.3832,1
2021,12,30000,19568.632,1,47582.67360000001,1,95783.304,1
2021,12,32000,24718.271999999997,2,61795.68,2,124775.77720000001,2
2021,12,32275,20639.75712,2,57675.968,2,113395.0728,2
2021,12,35000,26778.128,1,61795.68000000001,1,129667.9352,1
2021,12,36950,25233.236000000004,2,53968.2272,2,94753.376,2
2021,12,38250,24718.272,2,58705.89600000001,2,118977.28256,2
2021,12,39425,26572.1424,2,61795.68,2,126681.144,2
2021,12,43975,30794.8472,2,71940.4708,2,135126.5536,2
2021,12,45000,17755.95872,1,51496.4,1,132242.7552,1
2021,12,45025,23688.344,2,67666.2696,2,175087.76,2
2021,12,45060,21628.488,2,53350.2704,2,102271.8504,2
2021,12,45975,25027.2504,2,66945.32,2,125651.216,2
2021,12,49675,29867.911999999997,2,67604.47392,2,124209.3168,2
2021,12,53000,23379.3656,2,54586.184,2,118441.72,2
2021,12,54000,23585.3512,1,52680.8172,1,107112.512,1
2021,12,54200,30897.840000000004,2,65297.4352,2,127917.0576,2
2021,12,55775,32957.696,2,82394.24,2,164788.48,2
2021,12,57425,28220.0272,2,69108.1688,2,132860.712,2
2021,12,58050,25748.2,2,56646.04,2,134714.5824,2
2021,12,58715,35017.552,1,70035.104,1,121531.504,1
2021,12,63000,26469.1496,1,65915.392,1,137907.3592,1
2021,12,69700,28837.984,2,70962.0392,2,135950.496,2
2021,12,70600,24718.272,1,61795.67999999999,1,164788.48,1
2021,12,71000,22246.4448,1,64885.46399999999,1,169938.12,1
2021,12,76600,20598.56,2,60044.8024,2,135950.496,2
2021,13,03440,24821.2648,1,66945.32,1,268605.2224,1
2021,13,04000,28220.0272,1,88573.808,1,280140.416,1
2021,13,04204,21628.488,1,56440.05439999999,1,165818.408,1
2021,13,19000,24306.3008,1,61280.716,1,150369.488,1
2021,13,42425,63340.572,2,139452.2512,2,257482,2
2021,13,49008,20598.56,1,56852.0256,1,139040.28,1
2021,13,67284,49900.0116,2,122664.4248,2,234205.6272,2
2021,13,68516,49436.544,1,98873.088,1,233072.7064,1
2021,13,69000,25748.2,2,59735.824,2,127711.072,2
2021,13,72122,28487.80848,2,63855.536,2,125136.252,2
2021,13,80508,31927.768,2,76791.43168,2,145631.8192,2
2021,15,71550,31927.767999999996,1,83424.168,1,199806.032,1
2021,16,08830,36150.4728,2,75184.744,2,164788.48,2
2021,16,52120,35017.552,2,78068.5424,2,137392.3952,2
2021,16,56260,33472.66,2,75967.48928,2,136259.4744,2
2021,17,02154,40167.192,3,92693.52,3,177147.616,3
2021,17,03012,41094.1272,2,87543.88,2,168908.19200000004,2
2021,17,06613,29867.912,2,80334.384,2,200835.95999999996,2
2021,17,12385,30897.839999999997,2,72094.96,2,191875.5864,2
2021,17,14000,23482.3584,1,71579.996,1,163552.5664,1
2021,17,14351,31309.8112,2,75390.7296,2,154489.2,2
2021,17,23074,39240.2568,2,82394.24,2,154489.2,2
2021,17,24582,40579.1632,2,109790.3248,2,295589.336,2
2021,17,38570,36047.48,2,78274.528,2,152326.3512,2
2021,17,51622,49436.544,2,106082.584,2,207221.5136,2
2021,17,59000,25851.1928,2,57675.968,2,136980.424,2
2021,17,65000,24718.272,1,54493.49048,1,113302.37928,1
2021,17,68003,38313.3216,2,82713.51768,2,154509.79856,2
2021,17,72000,27602.0704,2,69417.1472,2,141872.582,2
2021,17,79293,32957.696,2,73330.8736,2,154489.2,2
2021,18,05860,22658.416,2,75184.744,2,10299278.970072,2
2021,18,10342,48612.6016,2,105052.656,2,214842.9808,2
2021,18,22000,29764.9192,2,56646.04,2,114002.73032,2
2021,18,23278,52629.3208,2,107421.4904,2,195686.32,2
2021,18,25000,26366.1568,1,59735.824,1,110202.296,1
2021,18,31000,19362.6464,2,45213.8392,2,88172.13608,2
2021,18,36003,26984.1136,1,61795.67999999999,1,123591.36,1
2021,18,71000,25748.2,1,63649.5504,1,272930.92,1
2021,19,12000,32957.696,2,70230.79032,2,144189.92,2
2021,19,19000,30691.854400000004,2,72094.96,2,160462.7824,2
2021,19,21000,29867.912000000004,1,64885.464,1,129770.92799999999,1
2021,19,73335,31515.796799999996,2,67975.248,2,146249.776,2
2021,20,36000,22658.416,1,54483.1912,1,107112.512,1
2021,20,38900,25439.2216,1,68284.2264,1,215254.952,1
2021,20,52575,45934.7888,2,95062.35439999998,2,170247.0984,2
2021,20,53775,46346.76,2,99079.0736,2,195706.91856,2
2021,20,71000,21010.5312,1,50569.4648,1,110820.2528,1
2021,20,79000,26778.128,2,61280.716,2,126681.144,2
2021,21,46027,25645.2072,1,66945.32,1,147897.6608,1
2021,21,48006,28837.984,2,63340.572,2,126069.46316926142,2
2021,22,05000,17920.7472,2,49436.544,2,148618.6104,2
2021,22,40735,24718.272,2,64473.4928,2,154489.2,2
2021,22,41155,20495.5672,2,55616.112,2,132654.7264,2
2021,22,55000,15448.92,1,52732.3136,1,144189.92,1
2021,22,70000,18538.704,1,46552.7456,1,108842.79104,1
2021,24,04000,20598.560000000005,1,60765.752,1,154489.2,1
2021,24,30325,44904.8608,2,92075.5632,2,181874.98552,2
2021,25,07000,26572.142399999997,1,102992.8,1,339876.24,1
2021,25,09000,31515.7968,1,75205.34256,1,154489.2,1
2021,25,11000,51496.40000000001,1,151399.416,1,10299278.970072,1
2021,25,23000,20598.56,1,58087.9392,1,125239.2448,1
2021,25,34550,23688.344,2,68696.1976,2,133993.6328,2
2021,25,37000,28734.9912,1,72094.96,1,156549.056,1
2021,25,37490,25748.2,1,77244.6,1,149236.5672,1
2021,25,45000,20083.596,1,53350.2704,1,116175.8784,1
2021,25,45560,72094.96,2,187034.9248,2,701380.9680000001,2
2021,25,55745,35635.5088,1,97637.1744,1,214945.9736,1
2021,25,62535,37901.3504,2,101962.872,2,222361.4552,2
2021,25,67000,17611.7688,1,50054.5008,1,117411.79199999999,1
2021,25,82000,24718.272,1,80746.3552,1,241724.1016,1
2021,26,03000,31824.7752,1,101962.872,1,10299278.970072,1
2021,26,21000,20598.56,2,59735.82399999999,2,124827.2736,2
2021,26,22000,12874.099999999999,1,38107.336,1,89706.7288,1
2021,26,27440,29764.9192,2,73021.8952,2,150472.4808,2
2021,26,29000,15963.884,1,41197.119999999995,1,92487.5344,1
2021,26,34000,28837.984,1,63855.536,1,134302.6112,1
2021,26,46000,26160.1712,1,52474.8316,1,92590.52720000001,1
2021,26,49000,35532.516,2,72094.96,2,148206.6392,2
2021,26,69035,46964.7168,2,113292.08,2,212165.168,2
2021,26,74900,29764.9192,2,72506.9312,2,150369.488,2
2021,26,76460,28220.027199999997,1,66224.3704,1,126475.1584,1
2021,26,80700,48303.6232,2,114322.008,2,212680.132,2
2021,26,84000,28837.983999999997,1,63546.5576,1,113807.044,1
2021,26,86000,24409.2936,2,51702.3856,2,104743.6776,2
2021,26,88940,29352.948,2,64885.464,2,110202.296,2
2021,27,06616,38364.818,2,80746.3552,2,166024.3936,2
2021,27,07966,43256.976,2,81364.312,2,158608.912,2
2021,27,17000,28220.0272,1,82806.2112,1,202895.816,1
2021,27,43000,29558.9336,1,78068.5424,1,184563.0976,1
2021,27,51730,50147.19432,2,127402.0936,2,234823.584,2
2021,27,54880,41197.12,2,88089.74184,2,169011.1848,2
2021,27,58000,31526.09608,1,74154.816,1,155992.89488,1
2021,27,71428,51496.4,2,102580.8288,2,183327.184,2
2021,28,36000,15139.9416,1,42227.048,1,101756.8864,1
2021,29,15670,27808.056,2,72094.96,2,175087.76,2
2021,29,35000,29043.9696,2,62619.6224,2,114322.008,2
2021,29,38000,27190.099200000004,1,64906.062560000006,1,128741,1
2021,29,41348,46346.76,1,97843.16,1,167970.95752,1
2021,29,54074,49436.544,3,102378.87021848018,3,180443.3856,3
2021,29,65000,17920.7472,1,53556.256,1,125136.252,1
2021,29,70000,24718.272,2,53659.2488,2,134766.0788,2
2021,30,06550,28220.0272,1,63855.536,1,131006.8416,1
2021,31,28000,29146.9624,1,70035.104,1,157167.0128,1
2021,31,37000,29043.9696,1,72094.96,1,153459.272,1
2021,32,31900,31773.2788,1,74556.48792,1,151811.3872,1
2021,32,40000,24821.2648,1,61898.6728,1,136568.4528,1
2021,32,51800,32957.696,1,72300.9456,1,139040.28,1
2021,32,60600,28631.9984,1,72609.924,1,154489.2,1
2021,32,68400,41197.12,2,83939.132,2,143777.9488,2
2021,33,45140,41197.12,1,75184.744,1,136877.4312,1
2021,33,50260,45316.832,2,94959.3616,2,175139.2564,2
2021,34,13690,27808.056,2,69829.1184,2,154077.2288,2
2021,34,21000,24718.272,1,55616.112,1,123591.36,1
2021,34,36000,24718.272,1,82394.24,1,205985.6,1
2021,34,51000,16478.848,1,51496.4,1,124683.08368,1
2021,34,57000,16787.8264,1,49436.544,1,117411.792,1
2021,34,74000,20186.5888,2,67563.2768,2,155313.1424,2
2021,35,02000,23688.344,1,61950.1692,1,136568.4528,1
2021,35,39380,21628.488,1,46552.7456,1,133890.64,1
2021,35,63460,41197.12,2,70756.0536,2,135229.5464,2
2021,35,70500,28837.984,2,71579.996,2,162728.624,2
2021,36,01000,19259.6536,1,67254.2984,1,271695.0064,1
2021,36,11000,15345.9272,1,43462.9616,1,106082.584,1
2021,36,50617,38828.2856,2,113086.0944,2,261807.6976,2
2021,36,51000,23482.3584,1,73124.888,1,180958.3496,1
2021,36,63000,14727.9704,1,45316.832,1,115557.9216,1
2021,36,73000,16066.8768,1,53556.256,1,288379.84,1
2021,36,84000,21422.5024,1,72609.924,1,175190.7528,1
2021,37,02140,27087.106400000004,2,67975.248,2,160256.7968,2
2021,37,10740,48406.616,2,113086.0944,2,208045.456,2
2021,37,12000,32957.696,1,75184.744,1,164788.48,1
2021,37,14100,36047.48,2,81158.3264,2,142336.0496,2
2021,37,19000,32545.724799999996,1,82394.24,1,182297.256,1
2021,37,22920,22658.416,1,55204.140799999994,1,113292.08,1
2021,37,25580,24398.994320000005,2,57675.968,2,126681.144,2
2021,37,28000,26057.1784,1,63134.5864,1,160668.768,1
2021,37,28080,17714.7616,2,50466.472,2,126887.12960000001,2
2021,37,31400,24718.272,2,65400.428,2,134714.5824,2
2021,37,55000,31927.768,1,84248.1104,1,205985.60000000003,1
2021,37,74440,29352.948,2,65503.4208,2,165818.408,2
2021,37,75000,23173.38,1,58705.896,1,140070.208,1
2021,38,25700,31927.768,2,68284.2264,2,149339.56,2
2021,39,01000,18847.6824,1,45419.8248,1,100932.944,1
2021,39,15000,16066.876800000002,1,50466.472,1,126990.1224,1
2021,39,16000,14110.0136,1,40064.1992,1,87543.88,1
2021,39,18000,30897.84,2,67975.248,2,147279.704,2
2021,39,21000,22224.90694566405,1,54586.184,1,162728.624,1
2021,39,61000,33884.6312,2,61280.716,2,110452.73329247662,2
2021,39,77000,16478.848,1,47685.6664,1,98873.088,1
2021,40,09050,30176.8904,2,72094.96,2,143159.992,2
2021,40,23200,40888.1416,2,79304.456,2,191875.5864,2
2021,40,41850,27808.056,1,61795.68,1,234514.6056,1
2021,40,52500,30897.84,2,77141.6072,2,145219.848,2
2021,40,55000,25954.1856,2,64164.5144,2,131315.82,2
2021,40,75000,24718.272,2,58705.896,2,128226.036,2
2021,41,05350,37077.408,2,90674.86111999999,2,189918.7232,2
2021,41,05800,36047.48,2,78274.528,2,153871.2432,2
2021,41,23850,28014.0416,2,68181.2336,2,142645.028,2
2021,41,31250,31515.796799999996,2,71655.49384211232,2,132860.712,2
2021,41,34100,50981.436,1,105052.656,1,180237.4,1
2021,41,47000,25336.2288,2,65915.392,2,123591.36000000002,2
2021,41,59000,31927.768,1,83424.168,1,182091.2704,1
2021,41,64900,35017.552,2,75596.7152,2,158917.8904,2
2021,42,02000,22864.4016,1,51908.3712,1,129770.928,1
2021,42,06088,35017.552,2,79716.4272,2,204028.7368,2
2021,42,24000,20186.5888,1,54586.184,1,118441.72,1
2021,42,60000,18950.6752,1,58911.88160000001,1,144189.92,1
2021,42,61000,21422.5024,1,68799.1904,1,237913.368,1
2021,42,63624,19980.6032,2,55307.1336,2,127669.87488,2
2021,42,69000,26263.164,2,67975.248,2,147279.704,2
2021,44,19180,28734.991199999997,2,82394.24,2,171688.9976,2
2021,44,54640,27808.056000000004,2,69211.1616,2,141615.1,2
2021,44,59000,24872.7612,1,73536.8592,1,283848.1568,1
2021,44,74300,32751.7104,2,74154.816,2,154489.2,2
2021,45,13330,31721.782399999996,2,82394.24,2,180237.39999999997,2
2021,45,16000,23688.344,2,67769.2624,2,10299278.970072,2
2021,45,48535,33472.66,2,87543.88,2,168908.192,2
2021,45,50875,29146.9624,2,69829.1184,2,139074.68783462478,2
2021,46,59020,34811.5664,1,79407.4488,1,175087.76,1
2021,47,14000,23688.344,2,61795.68,2,141512.1072,2
2021,47,15160,32597.2212,2,66945.32,2,122479.03776,2
2021,47,27740,57675.968,3,119471.648,3,231733.8,3
2021,47,40000,20598.56,1,53556.256,1,134096.6256,1
2021,47,48000,19774.617599999998,1,48509.6088,1,113292.08,1
2021,47,51560,41197.12,2,82703.2184,2,151399.416,2
2021,47,52006,30691.8544,1,70447.0752,1,159638.84,1
2021,48,01000,25954.1856,1,59323.8528,1,142130.064,1
2021,48,01924,60044.8024,2,118029.7488,2,204955.672,2
2021,48,03000,25748.2,1,66945.32,1,150369.488,1
2021,48,04000,30897.84,2,65297.4352,2,128741,2
2021,48,05000,35017.552,1,85690.0096,1,196716.248,1
2021,48,06128,26778.128,2,59632.8312,2,123591.36,2
2021,48,07000,21422.5024,1,53968.2272,1,111129.2312,1
2021,48,10768,16478.848,1,47170.702399999995,1,93620.4552,1
2021,48,10912,23688.344,2,64885.464,2,366139.404,2
2021,48,13024,39137.264,2,82394.24,2,154489.2,2
2021,48,13552,51352.30277352013,3,106752.0372,3,188476.824,3
2021,48,15976,23688.344,2,64885.46399999999,2,366139.404,2
2021,48,16432,33472.66,3,82394.24,3,169526.1488,3
2021,48,17000,25130.2432,1,64267.5072,1,132860.712,1
2021,48,19000,25439.2216,1,62207.6512,1,144395.9056,1
2021,48,19972,27705.0632,2,81364.312,2,188476.824,2
2021,48,22660,17508.776,2,47994.6448,2,100520.9728,2
2021,48,24000,19568.632,1,50878.4432,1,108142.44,1
2021,48,26232,64885.464,2,147279.704,2,247182.72,2
2021,48,27000,32545.7248,2,72403.9384,2,146146.7832,2
2021,48,27684,63464.163360000006,2,129564.9424,2,223288.3904,2
2021,48,29000,30176.8904,2,63855.536,2,125898.39872,2
2021,48,30464,28837.984,2,63443.5648,2,128741,2
2021,48,35000,25233.236,1,61795.68,1,148309.632,1
2021,48,37000,33987.624,1,70241.0896,1,139040.28,1
2021,48,39148,23688.344,1,53968.2272,1,101948.29645894427,1
2021,48,41464,19568.632,1,52526.328,1,116381.864,1
2021,48,41980,46346.76,2,94341.4048,2,190742.6656,2
2021,48,42508,38416.3144,1,75802.7008,1,135950.496,1
2021,48,43888,25954.1856,2,64885.464,2,127299.1008,2
2021,48,45000,22555.4232,1,62413.63680000001,1,154489.2,1
2021,48,45384,21422.5024,1,58087.9392,1,120501.576,1
2021,48,45744,43256.976,1,99933.91384,1,212165.168,1
2021,48,47892,30897.84,2,62825.608,2,115351.936,2
2021,48,48072,36047.48,1,87543.88,1,164788.48,1
2021,48,48768,16787.8264,2,47170.7024,2,104022.728,2
2021,48,50820,42433.0336,2,91972.5704,2,181267.328,2
2021,48,53388,25748.2,2,61795.68,2,123591.35999999999,2
2021,48,56000,29661.9264,1,61795.68,1,111335.2168,1
2021,48,56348,54586.18400000001,2,115836.00216,2,186416.968,2
2021,48,57200,14830.9632,2,36047.48,2,94238.412,2
2021,48,58016,41197.12,1,92693.52,1,191875.5864,1
2021,48,61796,30897.84,2,82394.24,2,171586.0048,2
2021,48,63500,43256.976,2,94753.376,2,165818.408,2
2021,48,64472,27087.1064,1,66945.32,1,144189.92,1
2021,48,65000,25253.83456,1,60765.752,1,126063.1872,1
2021,48,70808,38622.3,2,102992.8,2,215357.9448,2
2021,48,72176,28825.623216115477,2,71785.9816,2,174572.796,2
2021,48,74144,29970.9048,1,63855.536,1,187961.86,1
2021,48,76000,20701.5528,1,53556.256,1,131830.784,1
2021,48,79000,27808.056,1,70344.0824,1,10299278.970072,1
2021,49,43660,44080.9184,3,90633.664,3,169938.12,3
2021,49,44320,54998.1552,3,100932.944,3,181267.328,3
2021,49,55980,30897.84,2,73124.888,2,152429.344,2
2021,49,57300,41197.12000000001,2,82394.24,2,172203.9616,2
2021,49,62470,32339.7392,1,72506.9312,1,10299278.970072,1
2021,49,65330,31927.768,2,65194.4424,2,123591.36,2
