year,state,place,subgroup,pctl_20,pctl_20_quality,pctl_50,pctl_50_quality,pctl_80,pctl_80_quality
2021,06,46842,Hispanic,36859.262466,2,78233.670552,2,137025.159105,2
2021,06,46842,Other Races and Ethnicities,45447.35374304814,2,93096.954672,2,142172.878296,2
2021,06,46842,"White, Non-Hispanic",31968.96512,2,80888.703771,2,159638.84,2
2021,06,46898,"Black, Non-Hispanic",17598.507987,2,66350.761821,2,10101448.989855,2
2021,06,46898,Hispanic,24718.272,2,55920.755271,2,118468.880862,2
2021,06,46898,Other Races and Ethnicities,25584.95256,2,89962.00050300002,2,194829.68621099996,2
2021,06,46898,"White, Non-Hispanic",26711.568624,2,68865.268575,2,144416.55280779564,2
2021,06,47766,"Black, Non-Hispanic",59245.91256,2,134116.019448,2,311518.61655,2
2021,06,47766,Hispanic,63160.326270000005,2,145332.186156,2,10061488.993851,2
2021,06,47766,Other Races and Ethnicities,76516.177119,2,157969.417596,2,283539.1784,2
2021,06,47766,"White, Non-Hispanic",66385.47262013653,2,148660.840683,2,290436.4494128964,2
2021,06,48256,"Black, Non-Hispanic",95918.318475,1,131170.734075,1,221640.5056,1
2021,06,48256,Hispanic,57683.611323063196,1,107051.12652,1,189214.100496,1
2021,06,48256,Other Races and Ethnicities,58152.780897,1,144278.748153,1,242471.16522,1
2021,06,48256,"White, Non-Hispanic",61795.68,1,136636.39239,1,238724.537415,1
2021,06,48354,"Black, Non-Hispanic",18744.691905782714,1,42916.883538,1,110797.754325,1
2021,06,48354,Hispanic,29908.785174,1,58878.321615,1,112832.186355,1
2021,06,48354,Other Races and Ethnicities,25284.53645855116,1,66371.577225,1,126375.332847,1
2021,06,48354,"White, Non-Hispanic",31044.331371,1,73948.8304,1,149443.881735,1
2021,06,49270,"Black, Non-Hispanic",33529.004862,1,74771.962935,1,142102.050705,1
2021,06,49270,Hispanic,39116.835276,1,72771.738723,1,126413.38910618413,1
2021,06,49270,Other Races and Ethnicities,35755.09242,1,77244.6,1,161444.656242,1
2021,06,49270,"White, Non-Hispanic",42125.446332,1,94886.942193,1,166605.194463,1
2021,06,49670,"Black, Non-Hispanic",45284.754192,2,117107.694408,2,10061488.993851,2
2021,06,49670,Hispanic,45007.8536,2,139040.28,2,10101448.989855,2
2021,06,49670,Other Races and Ethnicities,83239.712919,2,253143.07663800003,2,620221.022691,2
2021,06,49670,"White, Non-Hispanic",80128.3984,2,212349.69,2,607906.2129606506,2
2021,06,50076,"Black, Non-Hispanic",64010.02519999999,2,125352.53688,2,208749.494685,2
2021,06,50076,Hispanic,52468.29363,2,94782.254247,2,149818.773429,2
2021,06,50076,Other Races and Ethnicities,63188.169498,2,111204.499086,2,178821.855621,2
2021,06,50076,"White, Non-Hispanic",48865.638483,2,97793.099379,2,174130.099263,2
2021,06,50258,"Black, Non-Hispanic",66834.536955,2,370289.862795,2,10111888.988811,2
2021,06,50258,Hispanic,42639.0192,2,86251.116876,2,169938.12,2
2021,06,50258,Other Races and Ethnicities,62961.952356,2,138738.365025,2,311312.550936,2
2021,06,50258,"White, Non-Hispanic",42820.04655,2,109309.113912,2,224083.886139,2
2021,06,51182,"Black, Non-Hispanic",64151.852538,3,120501.576,3,318524.535,3
2021,06,51182,Hispanic,37468.29834,3,98378.810379,3,214468.12394952585,3
2021,06,51182,Other Races and Ethnicities,42469.938,3,109309.113912,3,238638.67509,3
2021,06,51182,"White, Non-Hispanic",46128.332604,3,119660.37062447704,3,272782.086135,3
2021,06,52526,"Black, Non-Hispanic",48849.48504,1,109309.113912,1,10101448.989855,1
2021,06,52526,Hispanic,42021.0624,1,87543.88,1,153033.367335,1
2021,06,52526,Other Races and Ethnicities,38107.336,1,86584.92880763466,1,175087.76,1
2021,06,52526,"White, Non-Hispanic",37789.52445,1,102992.8,1,206594.792628,1
2021,06,53000,"Black, Non-Hispanic",16943.034228,1,53930.592549,1,131899.8460589339,1
2021,06,53000,Hispanic,32115.539984999996,1,72143.650467,1,150847.104009,1
2021,06,53000,Other Races and Ethnicities,23168.593023,1,88963.397031,1,202222.265976,1
2021,06,53000,"White, Non-Hispanic",58190.932,1,136636.39239,1,284775.092,1
2021,06,53322,"Black, Non-Hispanic",38258.595108,2,93134.358855,2,10101448.989855,2
2021,06,53322,Hispanic,36397.54464,2,77244.6,2,223526.362017,2
2021,06,53322,Other Races and Ethnicities,44705.67687899999,2,120089.6048,2,251466.525276,2
2021,06,53322,"White, Non-Hispanic",46128.332604,2,110621.074527,2,10061488.993851,2
2021,06,53896,"Black, Non-Hispanic",20598.56,1,56646.04,1,117351.517017,1
2021,06,53896,Hispanic,34399.5952,1,74140.101363,1,129645.552879,1
2021,06,53896,Other Races and Ethnicities,35969.24316,1,82394.23999999999,1,145291.680276,1
2021,06,53896,"White, Non-Hispanic",41240.332176,1,85641.103245,1,162815.98700019816,1
2021,06,53980,"Black, Non-Hispanic",34437.461823,2,92874.676083,2,10061488.993851,2
2021,06,53980,Hispanic,45909.503652,2,90527.706414,2,181370.3208,2
2021,06,53980,Other Races and Ethnicities,60028.861638,2,141203.1288,2,302239.96903608757,2
2021,06,53980,"White, Non-Hispanic",52528.234983,2,122252.4536,2,249242.576,2
2021,06,54652,"Black, Non-Hispanic",35648.01705,1,100810.487355,1,214838.971374,1
2021,06,54652,Hispanic,36768.4296,1,75663.228114,1,135903.8016,1
2021,06,54652,Other Races and Ethnicities,50516.980062,1,111842.516691,1,201129.134313,1
2021,06,54652,"White, Non-Hispanic",44816.37198900001,1,96993.769749,1,201464.232717,1
2021,06,55156,"Black, Non-Hispanic",12637.23144,1,47390.624049,1,117756.64323,1
2021,06,55156,Hispanic,33529.004862,1,69506.785218,1,116896.828,1
2021,06,55156,Other Races and Ethnicities,37901.3504,1,85589.473851,1,142913.29431,1
2021,06,55156,"White, Non-Hispanic",34015.885392,1,87175.614879,1,160268.400555,1
2021,06,56000,"Black, Non-Hispanic",24011.745885,1,73742.8448,1,171615.592509,1
2021,06,56000,Hispanic,30188.183325,1,67763.557035,1,150880.521879,1
2021,06,56000,Other Races and Ethnicities,34015.885392,1,107301.73638365822,1,221157.58709399996,1
2021,06,56000,"White, Non-Hispanic",45827.70799285349,1,121840.4824,1,262084.009776,1
2021,06,56700,"Black, Non-Hispanic",27941.174448,2,72815.9096,2,142102.050705,2
2021,06,56700,Hispanic,37468.29834,2,72795.08928,2,123519.825531,2
2021,06,56700,Other Races and Ethnicities,31594.084749,2,79819.42,2,197231.212,2
2021,06,56700,"White, Non-Hispanic",41267.20308778662,2,96888.124104,2,177978.702759,2
2021,06,57456,"Black, Non-Hispanic",29558.9336,2,74935.586535,2,149339.56,2
2021,06,57456,Hispanic,35763.732552,2,74667.323439,2,146255.748405,2
2021,06,57456,Other Races and Ethnicities,49243.558605,2,114786.44302472715,2,196756.607661,2
2021,06,57456,"White, Non-Hispanic",51496.4,2,107516.94531899999,2,183421.21185,2
2021,06,57792,"Black, Non-Hispanic",50466.472,3,109527.947724,3,332885.37069190736,3
2021,06,57792,Hispanic,56869.553778,3,112725.110985,3,251908.518981,3
2021,06,57792,Other Races and Ethnicities,98049.14560000002,3,188510.064342,3,324112.365414,3
2021,06,57792,"White, Non-Hispanic",70653.58188,3,158703.079983,3,294877.118175,3
2021,06,58072,"Black, Non-Hispanic",15311.423838,1,75685.114125,1,244326.180117,1
2021,06,58072,Hispanic,33987.624,1,71925.834612,1,128527.177845,1
2021,06,58072,Other Races and Ethnicities,20003.600265,1,78233.670552,1,207221.5136,1
2021,06,58072,"White, Non-Hispanic",32115.539985000003,1,94753.376,1,10061488.993851,1
2021,06,59444,"Black, Non-Hispanic",34780.856844,2,76006.340235,2,128502.51256331525,2
2021,06,59444,Hispanic,38258.595108,2,74434.633479,2,131170.734075,2
2021,06,59444,Other Races and Ethnicities,33448.410552,2,87447.493749,2,159022.855599,2
2021,06,59444,"White, Non-Hispanic",42820.04655,2,83074.967097,2,159020.8832,2
2021,06,59451,"Black, Non-Hispanic",28904.28903,1,83822.512155,1,185160.45584,1
2021,06,59451,Hispanic,41240.332176,1,97502.66215784731,1,188011.554357,1
2021,06,59451,Other Races and Ethnicities,42794.529669,1,103816.7424,1,194133.699528,1
2021,06,59451,"White, Non-Hispanic",50282.030304,1,108657.25707000002,1,202326.992775,1
2021,06,59920,"Black, Non-Hispanic",30934.916895000002,2,128461.149795,2,10101448.989855,2
2021,06,59920,Hispanic,25233.236,2,61447.12035,2,144189.92,2
2021,06,59920,Other Races and Ethnicities,24991.621730504205,2,65503.42079999999,2,129645.552879,2
2021,06,59920,"White, Non-Hispanic",25263.72645,2,65294.039355,2,138586.486017,2
2021,06,60102,"Black, Non-Hispanic",42920.183425948264,2,144507.142983,2,10101448.989855,2
2021,06,60102,Hispanic,42820.04655,2,97843.16,2,224978.429421,2
2021,06,60102,Other Races and Ethnicities,88650.039888,2,208781.055954,2,401559.096645,2
2021,06,60102,"White, Non-Hispanic",72043.7646649881,2,181986.713055,2,415199.259345,2
2021,06,60466,"Black, Non-Hispanic",24222.031026,2,69582.82818,2,139487.892615,2
2021,06,60466,Hispanic,35017.552,2,72645.840138,2,128482.208853,2
2021,06,60466,Other Races and Ethnicities,37180.4008,2,84939.876,2,144714.35084905702,2
2021,06,60466,"White, Non-Hispanic",32115.539985,2,91646.081448,2,163173.546552,2
2021,06,60620,"Black, Non-Hispanic",17096.8048,2,60765.75199999999,2,123429.61755,2
2021,06,60620,Hispanic,40679.549295,2,79217.59119,2,135952.74882729602,2
2021,06,60620,Other Races and Ethnicities,38538.041895,2,88321.79646,2,176117.688,2
2021,06,60620,"White, Non-Hispanic",44336.961834,2,109309.113912,2,221309.0228092112,2
2021,06,62000,"Black, Non-Hispanic",26562.390243,1,73719.531081,1,213467.053845,1
2021,06,62000,Hispanic,36882.107586,1,80288.34489,1,167157.3144,1
2021,06,62000,Other Races and Ethnicities,41537.990097,1,146659.922115,1,10111888.988811,1
2021,06,62000,"White, Non-Hispanic",41576.046924,1,102821.742276,1,223657.372302,1
2021,06,62938,"Black, Non-Hispanic",55072.033790646885,1,105052.656,1,192692.229765,1
2021,06,62938,Hispanic,35973.85287461281,1,82144.016658,1,160576.68978,1
2021,06,62938,Other Races and Ethnicities,55238.76918,1,125596.674381,1,216714.46741155162,1
2021,06,62938,"White, Non-Hispanic",43252.598286,1,102929.73491999999,1,198177.982752,1
2021,06,64000,"Black, Non-Hispanic",21234.969,1,56655.423531,1,129853.129605,1
2021,06,64000,Hispanic,29487.208743,1,67225.064532,1,129203.299701,1
2021,06,64000,Other Races and Ethnicities,28275.878007,1,78274.528,1,147438.056013,1
2021,06,64000,"White, Non-Hispanic",37254.1476,1,87447.493749,1,174894.987498,1
2021,06,64224,"Black, Non-Hispanic",37468.29834,1,90633.664,1,10101448.989855,1
2021,06,64224,Hispanic,36859.262466,1,73297.95465,1,125249.89884,1
2021,06,64224,Other Races and Ethnicities,32331.591966,1,90726.888738,1,225370.332957,1
2021,06,64224,"White, Non-Hispanic",41712.084,1,100841.765205,1,213467.053845,1
2021,06,65000,"Black, Non-Hispanic",19259.6536,2,45909.503652,2,143341.59579,2
2021,06,65000,Hispanic,29952.429369,2,62587.54315500001,2,117756.64323,2
2021,06,65000,Other Races and Ethnicities,19805.51544,2,61213.346934,2,221157.587094,2
2021,06,65000,"White, Non-Hispanic",28223.485599,2,74881.579017,2,184357.112,2
2021,06,65042,"Black, Non-Hispanic",28946.296314,1,96345.60981,1,246217.793025,1
2021,06,65042,Hispanic,40579.1632,1,84168.09876,1,157969.417596,1
2021,06,65042,Other Races and Ethnicities,60120.215271,1,101100.869967,1,175441.046781,1
2021,06,65042,"White, Non-Hispanic",37468.29834,1,93096.954672,1,184769.0832,1
2021,06,66000,"Black, Non-Hispanic",25748.2,1,67058.009724,1,214328.0168,1
2021,06,66000,Hispanic,32133.7536,1,73192.309005,1,157969.417596,1
2021,06,66000,Other Races and Ethnicities,41352.574155,1,107051.12652,1,217826.289624,1
2021,06,66000,"White, Non-Hispanic",46565.990508,1,110402.245575,1,249242.576,1
2021,06,67000,"Black, Non-Hispanic",13634.872476,1,59581.3348,1,273595.385352,1
2021,06,67000,Hispanic,34365.8794620715,1,97416.36351,1,253711.048635,1
2021,06,67000,Other Races and Ethnicities,34322.713263,1,116381.864,1,264877.924983,1
2021,06,67000,"White, Non-Hispanic",60643.37282725129,1,168500.779179,1,360720.278529,1
2021,06,68000,"Black, Non-Hispanic",37468.29834,1,106366.047684,1,263435.61291,1
2021,06,68000,Hispanic,44533.25247,1,96045.977391,1,183121.1984,1
2021,06,68000,Other Races and Ethnicities,57606.707282285184,1,156337.443918,1,297825.134745,1
2021,06,68000,"White, Non-Hispanic",57781.361838,1,144519.42486,1,292875.887814,1
2021,06,68084,"Black, Non-Hispanic",23611.238682,2,78984.708798,2,158703.079983,2
2021,06,68084,Hispanic,43140.356307,2,87993.553032,2,164837.973579,2
2021,06,68084,Other Races and Ethnicities,37999.471431,2,98873.088,2,203822.7512,2
2021,06,68084,"White, Non-Hispanic",42861.9474,2,117756.64323,2,239061.0024,2
2021,06,68196,"Black, Non-Hispanic",12953.162226,2,105231.855375,2,10061488.993851,2
2021,06,68196,Hispanic,32635.113786,2,73948.8304,2,140803.509507,2
2021,06,68196,Other Races and Ethnicities,28013.200458,2,110052.57762,2,196975.436613,2
2021,06,68196,"White, Non-Hispanic",32650.916835,2,94998.172983,2,207679.75113,2
2021,06,68252,"Black, Non-Hispanic",29908.785174,2,158475.510543,2,245900.94102,2
2021,06,68252,Hispanic,41197.12,2,98378.810379,2,224811.920262,2
2021,06,68252,Other Races and Ethnicities,72645.840138,2,180237.4,2,349789.974996,2
2021,06,68252,"White, Non-Hispanic",66799.878705,2,158299.9336,2,333940.072431,2
2021,06,68378,"Black, Non-Hispanic",19588.714881,2,135456.856062,2,294807.174612,2
2021,06,68378,Hispanic,58705.896,2,126375.33284700001,2,275920.264866,2
2021,06,68378,Other Races and Ethnicities,106366.047684,2,217314.808,2,360720.278529,2
2021,06,68378,"White, Non-Hispanic",78233.670552,2,174350.218569,2,343645.26813,2
2021,06,69000,"Black, Non-Hispanic",42739.523139,1,76516.177119,1,10061488.993851,1
2021,06,69000,Hispanic,38258.595108,1,76516.177119,1,137468.110983,1
2021,06,69000,Other Races and Ethnicities,26052.71147561211,1,83822.512155,1,178786.293075,1
2021,06,69000,"White, Non-Hispanic",45554.23919533704,1,107292.208845,1,231735.80778000003,1
2021,06,69070,"Black, Non-Hispanic",23829.054537,2,146385.624159,2,10111888.988811,2
2021,06,69070,Hispanic,39351.726771,2,85212.801765,2,255910.979703,2
2021,06,69070,Other Races and Ethnicities,57079.838919,2,266273.308254,2,10111888.988811,2
2021,06,69070,"White, Non-Hispanic",48172.804905,2,127428.77085,2,396758.205552,2
2021,06,69084,"Black, Non-Hispanic",45496.9308,2,85589.473851,2,201173.017983,2
2021,06,69084,Hispanic,44325.019944,2,104910.629265,2,226486.152198,2
2021,06,69084,Other Races and Ethnicities,93254.883147,2,183271.617495,2,321337.53599999996,2
2021,06,69084,"White, Non-Hispanic",64240.601352,2,157404.88089,2,319277.68,2
2021,06,69088,"Black, Non-Hispanic",42125.446332,1,111975.583395,1,315157.968,1
2021,06,69088,Hispanic,41193.7131,1,93131.981016,1,185387.04,1
2021,06,69088,Other Races and Ethnicities,59323.8528,1,136636.39239,1,234712.49714513804,1
2021,06,69088,"White, Non-Hispanic",44929.149648,1,111333.131175,1,201173.017983,1
2021,06,69196,"Black, Non-Hispanic",86356.762521,2,164788.48,2,10111888.988811,2
2021,06,69196,Hispanic,37789.52445,2,70560.223221,2,123750.84366,2
2021,06,69196,Other Races and Ethnicities,26162.012464350675,2,84351.1032,2,175087.76,2
2021,06,69196,"White, Non-Hispanic",37280.838897,2,95308.470174,2,175564.211145,2
2021,06,70000,"Black, Non-Hispanic",28946.296314,1,60120.215271,1,550991.830155,1
2021,06,70000,Hispanic,25275.469029,1,69958.400238,1,196756.607661,1
2021,06,70000,Other Races and Ethnicities,34979.200119,1,124056.71127599999,1,272289.067593,1
2021,06,70000,"White, Non-Hispanic",30622.847676,1,107404.450824,1,242666.111313,1
2021,06,70098,"Black, Non-Hispanic",14528.763552,1,78046.966686,1,10111888.988811,1
2021,06,70098,Hispanic,36825.84612,1,72795.08928,1,131641.516713,1
2021,06,70098,Other Races and Ethnicities,31809.219606,1,87353.29902,1,161050.049652,1
2021,06,70098,"White, Non-Hispanic",39394.644855,1,95202.824529,1,182928.955839,1
2021,06,72016,"Black, Non-Hispanic",35969.24316,1,150369.488,1,408634.23328,1
2021,06,72016,Hispanic,36047.48,1,85261.230423,1,162182.163459,1
2021,06,72016,Other Races and Ethnicities,65585.873586,1,130377.793569,1,224643.725862,1
2021,06,72016,"White, Non-Hispanic",43723.240326,1,102992.8,1,191728.551435,1
2021,06,73080,"Black, Non-Hispanic",25481.9628,2,65978.83059804,2,10061488.993851,2
2021,06,73080,Hispanic,29974.032585,2,62592.62478,2,113292.08,2
2021,06,73080,Other Races and Ethnicities,32792.936793,2,55881.337707,2,10061488.993851,2
2021,06,73080,"White, Non-Hispanic",30897.84,2,128482.208853,2,10111888.988811,2
2021,06,75000,"Black, Non-Hispanic",15270.323373,1,54428.259114,1,113104.523217,1
2021,06,75000,Hispanic,27808.056,1,59573.142891,1,110402.245575,1
2021,06,75000,Other Races and Ethnicities,28904.28903,1,71785.9816,1,153725.88639,1
2021,06,75000,"White, Non-Hispanic",30540.646746,1,82353.04288,1,187232.39604,1
2021,06,77000,"Black, Non-Hispanic",33529.004862,1,65294.039355,1,108142.44,1
2021,06,77000,Hispanic,40793.386638,1,92693.52,1,182173.787862,1
2021,06,77000,Other Races and Ethnicities,93929.4336,1,189480.97881,1,357641.370276,1
2021,06,77000,"White, Non-Hispanic",66722.294976,1,161904.6816,1,346846.417635,1
2021,06,78120,"Black, Non-Hispanic",55616.112,1,102992.79999999999,1,133890.64,1
2021,06,78120,Hispanic,49001.654198051285,1,92693.52,1,149872.183215,1
2021,06,78120,Other Races and Ethnicities,55607.83755844803,1,108410.583879,1,208457.4272,1
2021,06,78120,"White, Non-Hispanic",53981.313576,1,109284.69196935746,1,193626.464,1
2021,06,78582,"Black, Non-Hispanic",45316.832,1,96239.544585,1,234426.680106,1
2021,06,78582,Hispanic,36397.54464,1,83424.168,1,189084.90671749966,1
2021,06,78582,Other Races and Ethnicities,67058.009724,1,160576.68978,1,285331.244886,1
2021,06,78582,"White, Non-Hispanic",50672.45760000001,1,126375.332847,1,260123.72556599998,1
2021,06,80000,"Black, Non-Hispanic",51496.4,1,101100.869967,1,201041.9456,1
2021,06,80000,Hispanic,39702.63954,1,89410.342569,1,174493.457445,1
2021,06,80000,Other Races and Ethnicities,47390.62404899999,1,114010.015425,1,206623.764789,1
2021,06,80000,"White, Non-Hispanic",46091.005809,1,106906.5264,1,236883.44,1
2021,06,80238,"Black, Non-Hispanic",61357.937331,2,145912.48196947205,2,365624.44,2
2021,06,80238,Hispanic,42357.69602100001,2,92693.52,2,170968.048,2
2021,06,80238,Other Races and Ethnicities,56132.04656100001,2,124179.14514,2,208653.53091,2
2021,06,80238,"White, Non-Hispanic",47390.624049000005,2,97630.51425,2,174350.218569,2
2021,06,80854,"Black, Non-Hispanic",33640.235652,3,87447.49374900002,3,227476.202814,3
2021,06,80854,Hispanic,42125.446332,3,93311.4768,3,178486.5224,3
2021,06,80854,Other Races and Ethnicities,56646.04,3,136906.69443,3,255161.52492018917,3
2021,06,80854,"White, Non-Hispanic",55881.337707,3,127202.20373973498,3,242241.90248740796,3
2021,06,81344,"Black, Non-Hispanic",22909.078455,2,64659.38145,2,158608.912,2
2021,06,81344,Hispanic,33699.954606,2,75193.539366,2,136906.69443,2
2021,06,81344,Other Races and Ethnicities,29331.580365,2,86356.762521,2,184235.295825,2
2021,06,81344,"White, Non-Hispanic",39132.897819,2,91198.124721,2,185666.687268,2
2021,06,81554,"Black, Non-Hispanic",63604.799289,2,599212.1104,2,10130968.986903,2
2021,06,81554,Hispanic,42227.048,2,95518.755315,2,222631.595379,2
2021,06,81554,Other Races and Ethnicities,54723.35340325947,2,110597.11481865711,2,233636.853141,2
2021,06,81554,"White, Non-Hispanic",49671.860085,2,99236.6448,2,183771.102552,2
2021,06,81666,"Black, Non-Hispanic",21062.723166,1,64711.57087499999,1,121840.4824,1
2021,06,81666,Hispanic,37468.29834,1,78147.84763500001,1,153033.367335,1
2021,06,81666,Other Races and Ethnicities,44863.177761,1,103843.455597,1,189997.35715500003,1
2021,06,81666,"White, Non-Hispanic",41537.990097,1,92913.152064,1,188410.22511,1
2021,06,82590,"Black, Non-Hispanic",24047.883489,2,67442.330925,2,255852.556035,2
2021,06,82590,Hispanic,29974.032585,2,68930.27451,2,169764.502323,2
2021,06,82590,Other Races and Ethnicities,25130.2432,2,74935.586535,2,171282.20649,2
2021,06,82590,"White, Non-Hispanic",37440.283914,2,78274.528,2,184556.521935,2
2021,06,82954,"Black, Non-Hispanic",23979.832155,1,56028.0832,1,121634.4968,1
2021,06,82954,Hispanic,32115.539984999996,1,68453.347215,1,134450.129064,1
2021,06,82954,Other Races and Ethnicities,29487.208743,1,77965.5496,1,161647.44348,1
2021,06,82954,"White, Non-Hispanic",34470.18798,1,78984.708798,1,164788.48,1
2021,06,82996,"Black, Non-Hispanic",26822.799414,2,68511.088317,2,292910.5684582996,2
2021,06,82996,Hispanic,36974.4152,2,75825.400938,2,142172.878296,2
2021,06,82996,Other Races and Ethnicities,44705.676879,2,100587.014586,2,178400.27918999997,2
2021,06,82996,"White, Non-Hispanic",45832.9372707389,2,102992.80000000002,2,213172.589098309,2
2021,06,84200,"Black, Non-Hispanic",27619.38459,2,87721.92445299611,2,195031.80230630207,2
2021,06,84200,Hispanic,37147.07223,2,88573.808,2,153033.367335,2
2021,06,84200,Other Races and Ethnicities,40679.549295,2,93517.4624,2,171834.421461,2
2021,06,84200,"White, Non-Hispanic",38538.041895,2,87447.493749,2,182805.33828518796,2
2021,06,84550,"Black, Non-Hispanic",14987.521365,2,63374.47701,2,98873.088,2
2021,06,84550,Hispanic,30830.635545,2,63399.61026,2,126384.291675,2
2021,06,84550,Other Races and Ethnicities,19129.297554,2,65940.645879,2,147973.68882556737,2
2021,06,84550,"White, Non-Hispanic",40793.386638,2,98049.1456,2,186930.410412,2
2021,06,85292,"Black, Non-Hispanic",29913.156629484438,2,233157.182871,2,10111888.988811,2
2021,06,85292,Hispanic,40444.858434,2,92253.80181,2,163963.670868,2
2021,06,85292,Other Races and Ethnicities,32792.936793,2,93201.594168,2,181885.2848,2
2021,06,85292,"White, Non-Hispanic",37489.3792,2,89516.070381,2,201173.017983,2
2021,08,03455,"Black, Non-Hispanic",10598.44134,1,107188.071417,1,234367.319286,1
2021,08,03455,Hispanic,27190.0992,1,68622.319107,1,134116.643253,1
2021,08,03455,Other Races and Ethnicities,41197.12,1,107292.208845,1,184128.220455,1
2021,08,03455,"White, Non-Hispanic",48444.062052,1,98183.418333,1,173977.248186,1
2021,08,04000,"Black, Non-Hispanic",23590.169454,1,56749.0328,1,112365.1448,1
2021,08,04000,Hispanic,33699.954606,1,66275.349438,1,118441.72,1
2021,08,04000,Other Races and Ethnicities,32225.946321,1,77116.306707,1,142172.878296,1
2021,08,04000,"White, Non-Hispanic",40679.549295,1,85641.103245,1,153579.426618,1
2021,08,07850,"Black, Non-Hispanic",16057.26492,1,119586.244707,1,10111888.988811,1
2021,08,07850,Hispanic,30606.673467,1,92693.52,1,10101448.989855,1
2021,08,07850,Other Races and Ethnicities,24515.209005,1,133492.68204,1,10101448.989855,1
2021,08,07850,"White, Non-Hispanic",34646.368707,1,112158.447477,1,386814.989199,1
2021,08,12815,"Black, Non-Hispanic",44705.676879,2,113434.48633568521,2,229319.83832114303,2
2021,08,12815,Hispanic,43599.454617,2,81673.2904,2,165682.51004457515,2
2021,08,12815,Other Races and Ethnicities,55373.41797688272,2,117756.64323000002,2,219050.711088,2
2021,08,12815,"White, Non-Hispanic",57675.968,2,119471.648,2,239387.729421,2
2021,08,16000,"Black, Non-Hispanic",25692.02793,1,65585.873586,1,132139.7624,1
2021,08,16000,Hispanic,31293.265983,1,61795.68,1,119003.279124,1
2021,08,16000,Other Races and Ethnicities,33938.08190960086,1,74329.913793,1,164323.317585,1
2021,08,16000,"White, Non-Hispanic",36727.805541,1,79304.456,1,156916.985742,1
2021,08,20000,"Black, Non-Hispanic",15796.5393,1,51410.871138,1,116233.141983,1
2021,08,20000,Hispanic,27941.174448,1,64492.741923,1,123591.36,1
2021,08,20000,Other Races and Ethnicities,29032.320729,1,76983.478437,1,190536.68,1
2021,08,20000,"White, Non-Hispanic",42072.5588,1,96227.778807,1,198044.98812,1
2021,08,27425,"Black, Non-Hispanic",41197.12,2,73804.14489681301,2,10061488.993851,2
2021,08,27425,Hispanic,30278.430039,2,72666.093078,2,229371.78753,2
2021,08,27425,Other Races and Ethnicities,23482.3584,2,74154.816,2,193626.464,2
2021,08,27425,"White, Non-Hispanic",36397.54464,2,89923.1079,2,185246.116986,2
2021,08,32155,"Black, Non-Hispanic",22954.751826,2,86420.149908,2,10111888.988811,2
2021,08,32155,Hispanic,24622.284375,2,58340.549355,2,119471.64800000002,2
2021,08,32155,Other Races and Ethnicities,24408.133635,2,67442.330925,2,174057.832,2
2021,08,32155,"White, Non-Hispanic",38368.009584,2,90726.88873800001,2,158075.063241,2
2021,08,43000,"Black, Non-Hispanic",34979.200119,2,92384.5416,2,10061488.993851,2
2021,08,43000,Hispanic,31594.084749,2,69048.461475,2,139166.666505,2
2021,08,43000,Other Races and Ethnicities,44231.316189,2,94753.37599999999,2,186404.19448500001,2
2021,08,43000,"White, Non-Hispanic",40679.549295,2,94740.489405,2,183124.29318384724,2
2021,08,45970,"Black, Non-Hispanic",22246.444799999997,3,52511.856800999994,3,72645.840138,3
2021,08,45970,Hispanic,37077.408,2,78984.708798,2,130077.602412,2
2021,08,45970,Other Races and Ethnicities,61018.81887,2,103939.106121,2,170326.697538,2
2021,08,45970,"White, Non-Hispanic",47390.624049,2,102680.523897,2,185387.04,2
2021,08,46465,"Black, Non-Hispanic",119636.146845,3,160076.293602,3,160076.293602,3
2021,08,46465,Hispanic,32792.936793,2,81364.31199999999,2,139915.787379,2
2021,08,46465,Other Races and Ethnicities,29058.538293,2,93027.283485,2,240290.864448,2
2021,08,46465,"White, Non-Hispanic",39386.708754,2,85641.103245,2,156803.055852,2
2021,08,62000,"Black, Non-Hispanic",21347.210979,2,85484.024,2,10101448.989855,2
2021,08,62000,Hispanic,17302.7904,2,50956.764525,2,98159.981427,2
2021,08,62000,Other Races and Ethnicities,18364.409319,2,52656.807915,2,124336.810629,2
2021,08,62000,"White, Non-Hispanic",25263.72645,2,61574.009466,2,129645.552879,2
2021,08,77290,"Black, Non-Hispanic",25064.177739,2,53525.56326,2,92763.445293,2
2021,08,77290,Hispanic,33529.004862,2,69211.1616,2,113948.38654800001,2
2021,08,77290,Other Races and Ethnicities,47002.635315,2,90726.888738,2,166848.336,2
2021,08,77290,"White, Non-Hispanic",40619.111118,2,86711.856945,2,148701.779157,2
2021,08,83835,"Black, Non-Hispanic",29867.912,2,82841.87506350504,2,197959.1538,2
2021,08,83835,Hispanic,33699.954606,2,65294.039355,2,117756.64323,2
2021,08,83835,Other Races and Ethnicities,46655.7384,2,90993.8616,2,165409.285431,2
2021,08,83835,"White, Non-Hispanic",45152.622417,2,91411.655097,2,167735.430999,2
2021,09,08000,"Black, Non-Hispanic",17881.866276,1,58417.695495,1,120240.430542,1
2021,09,08000,Hispanic,14830.9632,1,43723.240326,1,84454.096,1
2021,09,08000,Other Races and Ethnicities,29661.9264,1,66022.518393,1,157969.417596,1
