year,state,county,violent_crime_rate,property_crime_rate,coverage_indicator_crime,crime_rate_quality
2017,16,017,57.392101,1377.4105,91.66666666666666,2
2017,16,019,322.87622,1732.1873,87.32292294430417,2
2017,16,021,159.36923,914.27612,21.64116361190517,3
2017,16,023,345.88779,1460.415,74.80985701247337,3
2017,16,025,0,725.95282,91.66666666666666,2
2017,16,027,230.27333,1886.0262,100,1
2017,16,029,156.38329,995.16632,88.40265373819852,2
2017,16,031,338.06625,2767.9175,69.39788588448286,3
2017,16,033,0,1030.9279,91.66666666666666,2
2017,16,035,526.56213,2574.3037,94.67036011080332,2
2017,16,037,23.969318,719.07959,100,1
2017,16,039,208.77605,1271.297,95.52320891691721,2
2017,16,041,81.097023,840.46002,100,1
2017,16,043,99.282112,778.98273,100,1
2017,16,045,184.13028,632.94781,100,1
2017,16,047,191.74821,733.9328,99.04106596767147,2
2017,16,049,177.16415,879.71167,83.92370292929914,2
2017,16,051,66.793221,671.44763,100,1
2017,16,053,232.78453,1532.1454,100,1
2017,16,055,246.1351,2010.9492,99.83542156671102,2
2017,16,057,147.45888,2077.1362,97.99572092565722,2
2017,16,059,165.07936,926.98413,60.75900348522008,3
2017,16,061,128.63391,694.62311,100,1
2017,16,063,413.68936,2012.0345,0,3
2017,16,065,79.200836,654.04565,100,1
2017,16,067,159.19727,1138.5016,97.360605479977,2
2017,16,069,178.28401,2656.927,97.26584808680754,2
2017,16,071,316.24124,2191.1001,67.97334986055159,3
2017,16,073,300.99759,1074.9915,100,1
2017,16,075,185.22507,1240.5773,93.89747106037994,2
2017,16,077,210.52632,947.36841,100,1
2017,16,079,438.52655,1921.5436,89.31131961987249,2
2017,16,081,184.51805,738.0722,86.46581691772886,2
2017,16,083,339.50473,1896.0575,97.57431608089719,2
2017,16,085,196.50043,1235.1455,97.72642390289448,2
2017,16,087,256.8916,553.30499,60.61987904799063,3
2017,17,001,416.70441,2152.9729,97.48957644276064,2
2017,17,003,965.9541,2596.9912,75.49491706795078,3
2017,17,005,70.804817,1097.4746,97.29826658696952,2
2017,17,007,188.73918,945.56464,100,1
2017,17,009,89.33889,565.81299,71.42433234421365,3
2017,17,011,153.41576,1449.9293,93.83240735149063,2
2017,17,013,165.52866,2069.1082,0,3
2017,17,015,227.30403,1556.6882,83.52417302798982,2
2017,17,017,535.78571,1719.3123,88.18834796488429,2
2017,17,019,456.06714,2551.1106,99.44894944111122,2
2017,17,021,117.81766,1422.8748,59.21911176594401,3
2017,17,023,126.84721,1160.652,83.10373026357173,2
2017,17,025,45.218178,1213.3545,100,1
2017,17,027,116.97772,752.37946,81.92992755075743,2
2017,17,029,292.42578,1083.1298,100,1
2017,17,031,670.7395,2534.1458,97.37455562050307,2
2017,17,033,210.95934,1060.0707,87.34014348097318,2
2017,17,035,73.340668,595.89294,100,1
2017,17,037,286.44266,1868.561,98.56978417266187,2
2017,17,039,106.63656,1160.4567,40.03297269448738,3
2017,17,041,197.48836,911.48468,74.96086056259786,3
2017,17,043,82.461769,1181.2352,100,1
2017,17,045,317.40536,1177.2853,92.86001262698731,2
2017,17,047,354.60992,2065.9883,0,3
2017,17,049,99.613266,1634.8295,95.36754668757806,2
2017,17,051,114.76313,1285.347,59.62078016110055,3
2017,17,053,399.09637,1378.0121,94.58417992012892,2
2017,17,055,186.98291,1923.6188,74.87958598073376,3
2017,17,057,213.61435,1640.5582,81.62934705928461,2
2017,17,059,295.2756,2578.7402,74.22926247657979,3
2017,17,061,166.99559,1184.1506,87.13481846912818,2
2017,17,063,171.98434,1585.4189,73.43850049479015,3
2017,17,065,353.91751,2221.1375,0,3
2017,17,067,210.8768,1842.3973,62.04042038593378,3
2017,17,069,543.74689,1334.6515,79.38185443668992,3
2017,17,071,338.48419,1972.0382,0,3
2017,17,073,164.20694,1558.9523,87.09384010663184,2
2017,17,075,168.60382,1682.4508,84.76200359762004,2
2017,17,077,391.18799,2643.9502,99.0166169578185,2
2017,17,079,0,396.74252,100,1
2017,17,081,602.42542,1671.0757,100,1
2017,17,083,159.51871,1184.9961,100,1
2017,17,085,125.03473,991.01605,97.77628862803094,2
2017,17,087,395.34885,736.43408,85.21391268554963,2
2017,17,089,203.49115,1413.4031,98.33931271012433,2
2017,17,091,342.13766,2061.9497,91.02872012687533,2
2017,17,093,89.527641,617.97839,100,1
2017,17,095,310.04385,1814.8427,85.66322399731432,2
2017,17,097,161.90016,1367.4095,93.53886991017175,2
2017,17,099,168.07944,1599.026,96.58635450653918,2
2017,17,101,235.03217,1212.2711,33.06535747161706,3
2017,17,103,191.82701,1488.1125,100,1
2017,17,105,219.07005,1103.5653,95.38384426335533,2
2017,17,107,229.09898,1323.3031,94.49107022962266,2
2017,17,109,269.27942,1557.2787,89.71731273825438,2
2017,17,111,109.66544,1005.7518,96.27119630330444,2
2017,17,113,314.00546,1639.6772,96.6452765585863,2
2017,17,115,486.76288,2719.2559,96.37925010573547,2
2017,17,117,217.84096,1573.2958,86.71669813982766,2
2017,17,119,308.935,2121.856,89.8016299480566,2
2017,17,121,701.80994,2933.8821,94.44971690920005,2
2017,17,123,161.97783,852.51489,100,1
2017,17,125,306.23404,1582.2092,68.50173689774959,3
2017,17,127,411.32181,3430.0056,100,1
2017,17,129,106.16578,702.32745,77.82730225881997,3
2017,17,131,179.28032,1267.7679,34.670062917728,3
2017,17,133,167.17014,1322.697,62.90418415655608,3
2017,17,135,173.67142,2007.6416,91.6937997921718,2
2017,17,137,343.21558,2742.7659,85.99630400985598,2
2017,17,139,245.09804,891.88452,48.90947968638631,3
2017,17,141,109.66845,963.51569,75.89949673251709,3
2017,17,143,576.46808,3418.9202,98.07445852454919,2
2017,17,145,197.32205,949.02515,92.74723297039503,2
2017,17,147,127.69839,851.32257,77.53627039379285,3
2017,17,149,63.20713,815.37195,100,1
2017,17,151,462.42773,2566.4739,0,3
2017,17,153,417.49863,2432.3833,0,3
2017,17,155,87.305748,715.9071,76.83717579250721,3
2017,17,157,135.70613,690.86761,79.30525214608781,3
2017,17,159,339.60129,2754.5437,100,1
2017,17,161,400.53036,2629.689,96.3581679470764,2
2017,17,163,547.85333,2237.1313,98.08492815258715,2
2017,17,165,535.22528,2759.1072,89.24928769046538,2
2017,17,167,860.26105,3446.6436,96.09880428788551,2
2017,17,169,85.287849,454.8685,100,1
2017,17,171,119.95202,1259.4962,56.57946888624653,3
2017,17,173,87.48101,630.78412,78.76654857355958,3
2017,17,175,276.03976,2171.5127,52.31892356140852,3
2017,17,177,197.54073,2530.2969,90.48348768516668,2
2017,17,179,261.37231,1493.3422,76.33529995300997,3
2017,17,181,258.82352,1576.4706,96.0695262125035,2
2017,17,183,897.20056,3432.2095,98.3888015261272,2
2017,17,185,235.0074,1967.099,100,1
2017,17,187,308.73187,1642.6865,60.09547283132189,3
2017,17,189,349.25162,1454.0271,70.90368115139773,3
2017,17,191,163.68596,1327.675,30.61299400464945,3
2017,17,193,480.70026,1987.3727,62.12222519390211,3
2017,17,195,172.85007,1728.5006,97.58378522535337,2
2017,17,197,172.66743,1089.9993,98.80653609673898,2
2017,17,199,154.46768,1861.0385,67.79063247056045,3
2017,17,201,936.51898,2699.6467,98.78014719231361,2
2017,17,203,167.84589,1115.5297,82.61232471620718,2
2017,18,001,61.987545,631.14594,38.57602801626751,3
2017,18,003,311.09454,2563.0435,100,1
2017,18,005,130.42418,3050.9507,100,1
2017,18,007,185.7657,1451.2946,0,3
2017,18,009,133.60054,993.65399,53.47111595539533,3
2017,18,011,142.6945,1363.1879,38.86158948074006,3
2017,18,013,246.09245,1543.0662,91.66666666666666,2
2017,18,015,189.63022,1716.6526,0,3
2017,18,017,89.487816,1931.884,46.79444811632519,3
2017,18,019,301.77905,2924.6064,100,1
2017,18,021,156.5005,1332.1627,0,3
2017,18,023,99.019089,2153.6653,100,1
2017,18,025,321.78687,1003.2179,100,1
2017,18,027,72.479088,1247.2443,90.83007224563517,2
2017,18,029,289.4996,1917.9349,19.00528413204241,3
2017,18,031,201.96732,1963.571,0,3
2017,18,033,109.72079,1624.8015,77.51824987755673,3
2017,18,035,281.28906,2673.9824,100,1
2017,18,037,162.13168,744.86584,50.84864801591947,3
2017,18,039,373.60022,2104.0618,44.90537405337574,3
2017,18,041,228.3597,2257.7449,0,3
2017,18,043,162.18811,1830.7794,40.3098123744251,3
2017,18,045,236.29204,2114.5107,0,3
2017,18,047,84.000175,1242.3184,89.21835174171623,2
2017,18,049,134.60292,1066.8528,0,3
2017,18,051,157.85085,1250.8936,67.28257972816914,3
2017,18,053,209.05084,2204.8096,100,1
2017,18,055,96.34211,1783.8829,86.13802773017603,2
2017,18,057,59.305569,1017.1523,88.13621056335637,2
2017,18,059,210.7088,1088.2177,100,1
2017,18,061,210.53687,1731.9164,0,3
2017,18,063,188.77722,1468.0636,47.81504780204426,3
2017,18,065,111.39533,1089.1987,0,3
2017,18,067,586.42834,2356.6406,84.27831621232471,2
2017,18,069,90.816521,941.18939,96.68299933935256,2
2017,18,071,221.03728,2677.5134,97.8004949638556,2
2017,18,073,257.1232,2036.057,0,3
2017,18,075,124.13464,1131.5349,89.02836109669198,2
2017,18,077,190.0963,1651.6564,0,3
2017,18,079,180.98892,1498.5883,100,1
2017,18,081,341.78705,2610.1873,99.12484810879289,2
2017,18,083,127.9727,3316.6257,47.35710874064639,3
2017,18,085,204.52995,1475.8983,93.40413143638297,2
2017,18,087,104.31773,463.06897,100,1
2017,18,089,338.72827,2803.7229,93.69715571672266,2
2017,18,091,308.10059,1885.8665,94.16261819416899,2
2017,18,093,218.98129,1648.9292,90.70278828392998,2
2017,18,095,248.6525,2539.0354,98.08414871282373,2
2017,18,097,1257.5757,4304.4707,100,1
2017,18,099,103.23025,1114.0264,31.11946712505371,3
2017,18,101,293.68576,2124.3269,0,3
2017,18,103,203.65462,1950.0627,100,1
2017,18,105,354.45554,2630.1824,100,1
2017,18,107,225.82738,1261.5186,42.00047218068781,3
2017,18,109,176.43768,1879.1331,13.89441447114215,3
2017,18,111,169.85138,1450.8138,0,3
2017,18,113,168.59142,1135.8846,100,1
2017,18,115,68.634178,360.32944,0,3
2017,18,117,175.02316,1106.7642,0,3
2017,18,119,153.55823,1511.5889,0,3
2017,18,121,142.12958,1255.4779,0,3
2017,18,123,136.2612,1624.6528,38.69006713538088,3
2017,18,125,218.35828,1455.7218,0,3
2017,18,127,134.79489,1329.5409,91.9943617460986,2
2017,18,129,148.46649,1379.1757,74.54509726861859,3
2017,18,131,71.804688,566.45923,0,3
2017,18,133,310.32837,2647.0745,0,3
2017,18,135,168.5258,1532.7822,22.39132178376645,3
2017,18,137,133.60522,734.8288,21.9325504563148,3
2017,18,139,102.13277,1814.3586,36.38011236633842,3
2017,18,141,487.73453,3299.5112,98.51275942181496,2
2017,18,143,142.4382,2982.8237,59.93301529671691,3
2017,18,145,601.41907,1696.137,100,1
2017,18,147,73.551041,392.27225,0,3
2017,18,149,131.04442,3079.5439,92.45463643879727,2
2017,18,151,144.99478,1896.5317,74.85142137775566,3
2017,18,153,207.26888,1682.252,6.68306880859344,3
2017,18,155,102.84219,682.49811,0,3
2017,18,157,260.77328,2173.8103,98.76340819575967,2
2017,18,159,112.3744,971.70807,33.77760095484385,3
2017,18,161,83.333336,291.66666,0,3
2017,18,163,503.25961,3678.6406,100,1
2017,18,165,296.6785,2334.7307,30.68531827515401,3
2017,18,167,230.66335,4068.2317,74.48554244737451,3
2017,18,169,194.00185,2162.6436,49.21101729753661,3
2017,18,171,121.93635,877.94171,0,3
2017,18,173,195.10635,1217.0159,100,1
2017,18,175,168.90071,1286.5203,0,3
2017,18,177,182.82088,1950.593,43.8095094385176,3
2017,18,179,35.734707,1611.6353,94.6429420858604,2
2017,18,181,107.51799,318.41867,96.34848294797284,2
2017,18,183,85.910652,921.31769,14.00121360430531,3
2017,19,001,56.705414,552.87781,100,1
2017,19,003,135.64839,461.20456,75,3
2017,19,005,0,352.92422,69.70564525689356,3
2017,19,007,291.45078,3359.7798,100,1
2017,19,009,197.20329,645.39264,100,1
2017,19,011,194.99258,772.17065,91.25756688146846,2
2017,19,013,368.64484,2345.3049,100,1
2017,19,015,404.01752,1287.5698,91.0647496825996,2
2017,19,017,248.88603,1694.0308,39.49295774647887,3
2017,19,019,80.181114,1127.2522,100,1
2017,19,021,407.75732,1546.4943,100,1
2017,19,023,54.772011,390.25058,86.69332971800434,2
2017,19,025,71.824341,369.38232,100,1
2017,19,027,24.606298,841.53546,100,1
2017,19,029,296.69077,1376.9495,100,1
2017,19,031,113.25028,523.10846,100,1
2017,19,033,190.67107,2518.2532,100,1
2017,19,035,220.92612,866.0304,91.51943462897526,2
2017,19,037,133.2778,466.47229,100,1
2017,19,039,128.01366,1365.479,100,1
2017,19,041,148.423,1669.7588,100,1
2017,19,043,85.048477,532.97046,90.40067216299953,2
2017,19,045,799.82983,3299.2981,97.70761890562099,2
2017,19,047,111.39775,463.18011,100,1
2017,19,049,108.90125,1246.0594,100,1
2017,19,051,89.225967,167.29869,95.02989958253413,2
2017,19,053,188.67924,968.55347,66.97462900909525,3
2017,19,055,198.21605,1142.6572,100,1
2017,19,057,624.09619,3452.825,100,1
2017,19,059,174.42874,767.48651,100,1
2017,19,061,193.73254,1863.13,100,1
2017,19,063,434.69043,1113.2316,100,1
2017,19,065,212.16408,1333.6028,81.85344424712591,2
2017,19,067,101.62601,1155.996,100,1
2017,19,069,68.870522,118.06375,100,1
2017,19,071,302.24524,849.16522,100,1
2017,19,073,178.15388,1848.3466,100,1
2017,19,075,137.84157,591.9079,100,1
2017,19,077,56.232426,506.09186,100,1
2017,19,079,132.31889,913.00031,100,1
2017,19,081,213.53635,1225.5129,75.48502572953623,3
2017,19,083,164.24214,1126.2318,52.67704446517414,3
2017,19,085,120.26033,481.04132,98.43199562029896,2
2017,19,087,176.20702,1752.0012,91.3777901526753,2
2017,19,089,10.836584,910.27307,100,1
2017,19,091,52.279381,920.11713,100,1
2017,19,093,131.09978,335.03278,100,1
2017,19,095,155.25058,589.95221,100,1
2017,19,097,92.946404,1017.2467,100,1
2017,19,099,292.16037,1793.54,100,1
2017,19,101,86.852676,2079.0359,100,1
2017,19,103,237.24951,2182.1594,100,1
2017,19,105,175.30191,861.90106,100,1
2017,19,107,108.34236,778.09515,100,1
2017,19,109,193.34622,280.01868,100,1
2017,19,111,533.60547,3224.96,100,1
2017,19,113,227.11554,2750.8198,95.27351804264745,2
2017,19,115,268.24036,894.13446,100,1
2017,19,117,316.38153,2132.646,51.47178592204771,3
2017,19,119,212.00815,1339.8915,82.1869981146568,2
2017,19,121,112.40867,655.71722,100,1
2017,19,123,278.83966,1686.5303,99.51541186223528,2
2017,19,125,244.67603,1045.1593,74.43036519840244,3
2017,19,127,193.60603,915.90546,100,1
2017,19,129,252.19008,1380.4088,100,1
2017,19,131,197.53551,874.80011,90.28326468857695,2
2017,19,133,251.71625,1052.6316,100,1
2017,19,135,216.69853,866.79413,100,1
2017,19,137,503.10742,2397.1589,53.65107558713242,3
2017,19,139,536.38062,1350.2799,95.66687655962126,2
2017,19,141,289.83408,1195.5656,100,1
2017,19,143,314.30936,2928.0398,69.79506287843502,3
2017,19,145,236.46873,1497.6353,100,1
2017,19,147,285.9657,1099.868,100,1
2017,19,149,91.197464,753.37036,100,1
2017,19,151,43.821209,189.89191,100,1
2017,19,153,400.97128,2763.0078,95.75160619438238,2
2017,19,155,229.1564,4338.98,97.30241413612005,2
2017,19,157,409.52277,1250.4095,100,1
2017,19,159,0,794.59674,83.33333333333334,2
2017,19,161,112.05052,763.98083,100,1
2017,19,163,513.59637,3628.7961,99.72716981204604,2
2017,19,165,120.39904,249.39801,100,1
2017,19,167,63.109581,384.39471,100,1
2017,19,169,166.15044,1822.5267,100,1
2017,19,171,375.19052,762.10577,100,1
2017,19,173,242.79703,1829.0709,68.76943580630831,3
2017,19,175,152.61044,1678.7148,100,1
2017,19,177,55.889339,740.53375,100,1
2017,19,179,470.83667,4223.2622,100,1
2017,19,181,328.9277,1467.2169,92.82131724082807,2
2017,19,183,417.396,951.48334,100,1
2017,19,185,200.7412,833.84808,100,1
2017,19,187,538.17786,3283.7043,100,1
2017,19,189,160.5743,698.97046,84.09476771106652,2
2017,19,191,59.403,574.229,100,1
2017,19,193,389.53812,3663.0251,100,1
2017,19,195,133.88673,669.43365,100,1
2017,19,197,234.66833,1681.7898,51.51252560264692,3
2017,20,001,391.40506,3131.2405,81.17310897690292,2
2017,20,003,255.33002,2042.6401,95.00305436774588,2
2017,20,005,263.2868,2412.4419,100,1
2017,20,007,130.83298,1133.8857,37.92659368963297,3
2017,20,009,396.5856,3082.0366,99.13908765652951,2
2017,20,011,345.66898,2731.4626,100,1
2017,20,013,217.81973,2043.3564,100,1
2017,20,015,179.4312,2380.4539,94.63663018261006,2
2017,20,017,37.271709,74.543419,100,1
2017,20,019,148.67677,1724.6506,53.72596153846154,3
2017,20,021,308.22769,2207.3079,96.15236814295322,2
2017,20,023,260.90198,1341.7816,65.09096816114361,3
2017,20,025,99.8004,798.4032,100,1
2017,20,027,226.18748,1507.9165,92.97735380797269,2
2017,20,029,367.03369,2791.6807,88.46453624318005,2
2017,20,031,218.8716,814.68872,65.68341469222527,3
2017,20,033,223.46368,2346.3687,12.21264367816092,3
2017,20,035,328.04501,3337.0098,96.8304423487145,2
2017,20,037,361.22354,3550.7507,97.73836929848972,2
2017,20,039,311.9584,2357.019,60.04980434009249,3
2017,20,041,174.5847,2036.8215,89.73265073947667,2
2017,20,043,129.41634,931.79761,95.71672579161739,2
2017,20,045,116.72861,1105.1965,12.49040685957852,3
2017,20,047,207.39717,2039.4055,57.72885283893395,3
2017,20,049,400.32025,2682.1458,6.346025384101539,3
2017,20,051,306.73776,2136.7075,95.28235605772663,2
2017,20,053,347.55133,1563.9811,85.15604302442642,2
2017,20,055,533.92297,2526.696,100,1
2017,20,057,430.47031,2736.9768,99.80522478975085,2
2017,20,059,314.7709,1702.0946,95.34526662672259,2
2017,20,061,602.56976,1586.1764,100,1
2017,20,063,152.03345,1254.276,72.79161947904869,3
2017,20,065,40.080162,1082.1643,85.80234833659492,2
2017,20,067,239.17087,677.65082,100,1
2017,20,069,318.89896,1997.3146,71.4539637397796,3
2017,20,071,320.2562,2642.1138,62.48799231508166,3
2017,20,073,342.96915,1600.5226,66.83572216097024,3
2017,20,075,378.78787,1022.7273,91.66666666666666,2
2017,20,077,178.89087,2093.0232,93.1093731484773,2
2017,20,079,445.80826,2596.6882,97.0798552747785,2
2017,20,081,98.692329,1776.4619,61.95618153364633,3
2017,20,083,54.288818,542.88818,100,1
2017,20,085,247.78496,1411.6234,92.2114668652271,2
2017,20,087,136.85651,1242.2361,94.64083510261854,2
2017,20,089,0,0,100,1
2017,20,091,183.53186,1658.3838,94.79346624693949,2
2017,20,093,176.76767,1313.1313,100,1
2017,20,095,258.15216,2173.9131,93.87837837837839,2
2017,20,097,0,1126.7606,100,1
2017,20,099,516.25714,2948.6226,86.01549871636398,2
2017,20,101,256.57474,192.43105,100,1
2017,20,103,411.86264,2162.8953,100,1
2017,20,105,65.724617,788.69537,91.66666666666666,2
2017,20,107,154.22578,534.64941,79.63604852686308,3
2017,20,109,35.448421,1949.6632,93.90491081769747,2
2017,20,111,188.66794,2392.7886,99.33943089430895,2
2017,20,113,142.81734,1922.809,90.1399913743866,2
2017,20,115,133.48907,2119.1389,92.17384064607444,2
2017,20,117,164.18677,1570.0359,85.7640663872133,2
2017,20,119,255.6356,1626.772,37.65952323621479,3
2017,20,121,182.30179,1443.4716,100,1
2017,20,123,114.22977,1174.9347,92.79742765273312,2
2017,20,125,430.02826,3796.5352,100,1
2017,20,127,274.97708,1393.2173,90.70570817568679,2
2017,20,129,109.48905,2262.7737,86.17594254937163,2
2017,20,131,39.533504,1344.1392,100,1
2017,20,133,124.88292,999.06335,100,1
2017,20,135,348.5535,1673.0568,68.10484806309441,3
2017,20,137,257.30563,1415.181,100,1
2017,20,139,152.1684,1249.049,91.16629641383687,2
2017,20,141,221.60664,2077.5623,81.18388476254783,2
2017,20,143,85.280571,1671.4993,80.28320589068252,2
2017,20,145,194.61078,2200.5989,100,1
2017,20,147,335.19553,3091.2476,63.63314447592068,3
2017,20,149,221.68312,1233.8966,96.68459902414612,2
2017,20,151,136.16843,1592.1232,100,1
2017,20,153,80.096115,2402.8835,100,1
2017,20,155,449.52808,3722.6045,97.22626287636113,2
2017,20,157,85.269669,852.69666,100,1
2017,20,159,186.3354,1614.9069,74.38454719039825,3
2017,20,161,439.51895,3350.3208,57.05435372567263,3
2017,20,163,118.9768,832.83759,93.89592402057775,2
2017,20,165,257.81503,2997.0996,71.30352495859948,3
2017,20,167,448.30078,1359.3636,100,1
2017,20,169,403.77097,3401.9075,100,1
2017,20,171,282.20117,826.44629,100,1
2017,20,173,840.20038,4705.1997,99.909057037793,2
2017,20,175,356.51428,1398.9801,100,1
2017,20,177,498.35284,4234.3154,98.5783021024403,2
2017,20,179,39.572617,633.16187,96.09999999999999,2
2017,20,181,252.9511,1652.6138,100,1
2017,20,183,190.83969,1035.9869,46.9329992576095,3
2017,20,185,118.84953,1069.6459,100,1
2017,20,187,0,194.17476,100,1
2017,20,189,196.00856,908.76691,68.76125315088224,3
2017,20,191,315.21222,3100.3066,89.00492311342438,2
2017,20,193,192.604,2555.2131,100,1
2017,20,195,34.674065,520.11096,84.53508771929825,2
2017,20,197,130.92813,1512.9474,91.81044242177241,2
2017,20,199,131.2336,1509.1864,61.09752482584852,3
2017,20,201,54.694622,765.72473,83.74676609344087,2
2017,20,203,235.29411,1082.3529,100,1
2017,20,205,207.4928,1752.1614,100,1
2017,20,207,127.10518,1811.2488,100,1
2017,20,209,355.1377,2618.46,7.354646749855787,3
2017,21,001,328.45779,877.59814,100,1
2017,21,003,85.988632,1700.6641,100,1
2017,21,005,53.22924,745.20935,100,1
2017,21,007,124.39358,1641.9952,84.95204478197311,2
2017,21,009,86.756012,1630.0997,98.73922437796539,2
2017,21,011,8.0788498,266.60205,100,1
2017,21,013,145.01376,2628.8391,100,1
2017,21,015,95.618385,1838.1678,97.03766651012666,2
2017,21,017,109.84073,1942.1838,96.87620702974121,2
2017,21,019,225.09848,2684.5078,100,1
2017,21,021,96.912178,992.51434,99.57716701902748,2
2017,21,023,24.192574,350.7923,98.72406391605057,2
2017,21,025,7.7243938,679.74664,85.98585322723254,2
2017,21,027,39.779224,452.48868,100,1
2017,21,029,92.216431,1434.3394,99.52341844607038,2
2017,21,031,46.761749,779.36249,100,1
2017,21,033,110.76826,2294.4854,100,1
2017,21,035,120.76363,2525.7585,100,1
2017,21,037,134.07144,1906.1932,98.97163272750682,2
2017,21,039,0,185.72018,97.6264618365511,2
2017,21,041,37.337814,560.0672,100,1
2017,21,043,40.524609,633.65753,100,1
2017,21,045,6.3492064,209.5238,98.86423582536769,2
2017,21,047,195.97818,2419.9045,98.90414125876687,2
2017,21,049,152.58281,3739.666,100,1
2017,21,051,9.8202887,643.22888,100,1
2017,21,053,19.462826,262.74814,96.70437776684703,2
2017,21,055,55.041832,979.74463,100,1
2017,21,057,0,119.29615,96.26736111111111,2
2017,21,059,187.2995,2990.8145,100,1
2017,21,061,24.53787,261.73727,100,1
2017,21,063,0,0,83.33333333333334,2
2017,21,065,35.021362,182.11108,86.80516563728243,2
2017,21,067,357.18832,4002.9941,100,1
2017,21,069,34.611656,339.19424,100,1
2017,21,071,38.598328,308.78662,99.49507344386271,2
2017,21,073,318.90662,2670.1001,100,1
2017,21,075,129.19896,1372.739,97.05366441922929,2
2017,21,077,34.184139,877.39288,96.00891861761427,2
2017,21,079,45.654282,313.8732,100,1
2017,21,081,208.13321,2237.4319,85.84098174693204,2
2017,21,083,350.20609,2785.4854,99.71496181563946,2
2017,21,085,75.878288,743.60724,99.0485439358164,2
2017,21,087,81.337547,325.35019,100,1
2017,21,089,42.232109,425.13654,96.77441278816877,2
2017,21,091,22.724689,204.52222,98.0806142034549,2
2017,21,093,201.71924,1574.8906,100,1
2017,21,095,344.40161,1377.6064,98.25263339878239,2
2017,21,097,37.271709,1368.4043,100,1
2017,21,099,37.319401,399.85071,100,1
2017,21,101,248.2146,2212.1582,98.50962357349685,2
2017,21,103,337.37347,1818.0682,89.09484788546671,2
2017,21,105,132.74336,730.0885,100,1
2017,21,107,201.98915,1716.9078,94.41328642384106,2
2017,21,109,37.22731,521.18231,99.02004843582255,2
2017,21,111,596.76489,4059.4795,98.76515138863732,2
2017,21,113,146.13583,2583.6064,100,1
2017,21,115,57.537399,345.2244,100,1
2017,21,117,175.93819,1673.5288,97.0903342895615,2
2017,21,119,0,130.7959,98.50274784715911,2
2017,21,121,73.654213,768.56567,100,1
2017,21,123,42.238647,492.78424,100,1
2017,21,125,270.8811,2015.8208,100,1
2017,21,127,25.446911,470.76785,100,1
2017,21,129,15.2207,182.64841,100,1
2017,21,131,29.030386,19.35359,100,1
2017,21,133,0,94.005997,99.47550893412748,2
2017,21,135,22.490442,164.9299,100,1
2017,21,137,24.533857,470.23224,99.15832543834357,2
2017,21,139,53.943253,712.0509,100,1
2017,21,141,158.90613,1518.847,99.57707415634451,2
2017,21,143,0,816.62958,100,1
2017,21,145,192.70474,2875.2771,100,1
2017,21,147,22.902948,211.85228,100,1
2017,21,149,108.68384,1260.7325,81.84567527866587,2
2017,21,151,232.38989,2682.3494,100,1
2017,21,153,23.927261,55.830276,100,1
2017,21,155,92.807426,1201.3406,95.00472190466724,2
2017,21,157,114.71544,1303.2949,98.08570534876446,2
2017,21,159,26.196297,130.98149,99.06580130366375,2
2017,21,161,163.03716,2404.7979,100,1
2017,21,163,46.17461,717.48242,100,1
2017,21,165,61.967468,433.77228,100,1
2017,21,167,83.639236,794.57275,99.62452338882173,2
2017,21,169,49.470665,900.36609,100,1
2017,21,171,9.3817434,93.817429,99.09948406292534,2
2017,21,173,100.2578,1904.8983,100,1
2017,21,175,7.5826507,227.47952,100,1
2017,21,177,45.430946,632.78815,99.60565019232635,2
2017,21,179,96.406662,1286.1525,99.67252633948345,2
2017,21,181,0,196.35344,100,1
2017,21,183,66.164917,599.61957,99.69630113853026,2
2017,21,185,52.69894,906.42175,99.60727334778768,2
2017,21,187,27.868092,510.91501,100,1
2017,21,189,0,112.73957,99.71897482014388,2
2017,21,191,34.310024,658.7525,99.32111103453029,2
2017,21,193,327.64661,1788.8751,99.80662271170209,2
2017,21,195,157.94032,1316.1693,99.87176916779444,2
2017,21,197,24.244383,775.82025,98.51377444181556,2
2017,21,199,89.993637,1196.2948,100,1
2017,21,201,93.720711,1546.3917,86.0652436568667,2
2017,21,203,29.943707,425.20062,99.8890276043834,2
2017,21,205,273.27975,2382.0208,100,1
2017,21,207,28.129395,551.33612,100,1
2017,21,209,133.03445,2119.4395,99.89515539360538,2
2017,21,211,109.65606,1490.9006,100,1
2017,21,213,198.80716,1452.3967,100,1
2017,21,215,10.806722,534.93274,100,1
2017,21,217,117.77638,2328.0464,100,1
2017,21,219,49.007595,792.28949,97.57968181571374,2
2017,21,221,166.15897,733.86871,100,1
2017,21,223,11.680879,163.5323,100,1
2017,21,225,74.993179,852.19525,100,1
2017,21,227,237.49466,2991.967,100,1
2017,21,229,82.467422,354.60992,100,1
2017,21,231,48.271866,535.81775,100,1
2017,21,233,7.6816716,422.49194,98.56235246848476,2
2017,21,235,82.840889,1093.4998,100,1
2017,21,237,27.533039,619.49341,94.39957632728718,2
2017,21,239,109.9818,2085.8616,93.88264669163546,2
2017,22,001,663.04523,3208.1802,97.6870512659025,2
2017,22,003,195.15242,1459.7401,65.43110394842869,3
2017,22,005,351.36807,3235.5142,92.50473885713001,2
2017,22,007,284.11612,1282.9619,97.27847005884389,2
2017,22,009,751.58612,2879.4534,84.89464517869845,2
