year,state,county,violent_crime_rate,property_crime_rate,crime_rate_quality
2015,28,035,204.09776,4621.8267,2
2015,28,037,542.42542,4739.7651,3
2015,28,039,94.125702,958.37079,3
2015,28,041,133.11641,998.37305,2
2015,28,043,250.25488,3563.8149,3
2015,28,045,170.18527,2998.7075,3
2015,28,047,253.71133,4310.6104,2
2015,28,049,737.3678,4712.8135,2
2015,28,051,490.73065,3964.0132,3
2015,28,053,484.48495,4233.4756,3
2015,28,055,2243.8296,20718.025,3
2015,28,057,84.713455,1537.5492,2
2015,28,059,233.33922,3589.8887,2
2015,28,061,325.90982,2758.1628,3
2015,28,063,559.47784,4888.7705,3
2015,28,065,257.1796,2374.625,3
2015,28,067,282.92899,3103.4231,3
2015,28,069,310.96399,1655.1309,2
2015,28,071,118.52354,1873.8007,3
2015,28,073,107.22887,1200.9634,2
2015,28,075,313.28003,3561.9683,2
2015,28,077,237.68024,2194.5808,3
2015,28,079,153.75829,1546.3691,3
2015,28,081,230.94958,3498.2415,3
2015,28,083,216.136,2477.4993,3
2015,28,085,193.36777,2773.5288,3
2015,28,087,123.93234,1329.7605,3
2015,28,089,148.84261,1927.2218,2
2015,28,091,89.973793,1122.7164,2
2015,28,093,467.75809,3068.2705,3
2015,28,095,150.72432,1931.5042,3
2015,28,097,462.96295,4649.3301,3
2015,28,099,546.44806,2552.3538,3
2015,28,101,271.30179,2584.2644,3
2015,28,103,425.60898,4274.2007,3
2015,28,105,174.69879,2809.2371,2
2015,28,107,503.40973,4217.52,2
2015,28,109,163.07007,1574.5321,3
2015,28,111,342.10312,3282.5608,3
2015,28,113,255.28081,3095.9055,3
2015,28,115,97.062248,896.20813,3
2015,28,117,184.61055,1956.0863,3
2015,28,119,561.0473,4902.4849,3
2015,28,121,132.18016,1871.9933,3
2015,28,123,364.40826,2126.3047,3
2015,28,125,916.03052,8004.3618,3
2015,28,127,88.163986,1094.7028,2
2015,28,129,186.81113,1724.8895,3
2015,28,131,243.49751,2047.5927,2
2015,28,133,533.23456,3503.0549,3
2015,28,135,287.90787,2515.7664,3
2015,28,137,208.51004,2113.3728,3
2015,28,139,212.37178,2132.7549,3
2015,28,141,30.687397,501.22751,3
2015,28,143,348.06149,4138.0645,2
2015,28,145,165.32414,1660.2765,3
2015,28,147,286.92444,2507.1731,3
2015,28,149,246.3936,3580.0779,2
2015,28,151,330.35529,6364.0142,3
2015,28,153,228.53253,2295.05,3
2015,28,155,424.28528,3707.4453,3
2015,28,157,328.87524,3036.6147,3
2015,28,159,196.53874,1741.5515,3
2015,28,161,377.60101,3792.0784,3
2015,28,163,262.89847,3527.2209,3
2015,29,001,240.36568,2080.5422,2
2015,29,003,92.506935,896.16095,2
2015,29,005,56.539764,433.47153,2
2015,29,007,191.60025,1981.1465,2
2015,29,009,318.17801,2648.6924,2
2015,29,011,269.36026,2314.8147,2
2015,29,013,462.11844,2572.054,2
2015,29,015,578.46814,1794.3224,2
2015,29,017,410.44165,1190.2808,2
2015,29,019,430.92117,2688.9709,2
2015,29,021,491.58249,5337.8228,2
2015,29,023,479.6163,4123.3032,2
2015,29,025,299.53406,1530.9519,2
2015,29,027,383.63742,2359.8162,2
2015,29,029,350.38544,2301.241,2
2015,29,031,360.1792,3258.1582,2
2015,29,033,255.78291,1367.8826,2
2015,29,035,351.26935,1516.845,2
2015,29,037,187.98657,1911.3608,2
2015,29,039,387.54126,2533.3716,2
2015,29,041,474.37079,1436.2893,2
2015,29,043,228.14876,1503.3802,2
2015,29,045,132.33348,735.18597,2
2015,29,047,89.968895,1128.855,2
2015,29,049,582.2699,1751.6619,2
2015,29,051,298.48801,2589.9375,2
2015,29,053,158.71216,2193.6289,2
2015,29,055,216.0972,2148.7402,2
2015,29,057,276.49768,908.49243,2
2015,29,059,164.70445,1701.9459,2
2015,29,061,60.58403,727.00836,2
2015,29,063,31.528336,331.04752,2
2015,29,065,134.67581,1526.3259,2
2015,29,067,157.03282,1562.8505,2
2015,29,069,598.80237,2961.6443,2
2015,29,071,198.19186,2341.2024,2
2015,29,073,148.06837,1278.7723,2
2015,29,075,134.48894,836.82007,2
2015,29,077,829.65369,5293.8154,2
2015,29,079,128.75111,1931.2667,2
2015,29,081,104.46895,1218.8044,2
2015,29,083,455.44464,4347.4263,2
2015,29,085,21.736767,1195.5222,2
2015,29,087,245.31668,1471.9001,2
2015,29,089,315.61298,1006.0164,2
2015,29,091,239.30005,2482.738,2
2015,29,093,246.91357,1333.3334,2
2015,29,095,1133.1791,4938.7529,2
2015,29,097,428.34497,4576.0396,2
2015,29,099,323.92783,1734.754,2
2015,29,101,205.74225,2669.0886,2
2015,29,103,102.30179,997.44244,2
2015,29,105,262.17123,2748.5693,2
2015,29,107,159.01654,1409.7428,2
2015,29,109,505.50027,2802.5144,2
2015,29,111,254.72714,930.73383,2
2015,29,113,332.74829,978.13367,2
2015,29,115,259.9935,1868.7032,2
2015,29,117,286.13254,1437.317,2
2015,29,119,565.29614,2402.5085,2
2015,29,121,254.32018,1460.7108,2
2015,29,123,249.83881,1442.6177,2
2015,29,125,167.35468,758.67456,2
2015,29,127,315.09695,3829.6399,2
2015,29,129,81.212776,351.92203,2
2015,29,131,314.57809,1756.0626,2
2015,29,133,448.84583,1745.5116,2
2015,29,135,156.61217,877.02814,2
2015,29,137,34.952812,932.07501,2
2015,29,139,239.2549,1871.3151,2
2015,29,141,287.54153,1988.0026,2
2015,29,143,203.20738,1043.4973,2
2015,29,145,133.07175,2431.1184,2
2015,29,147,157.82552,1262.6041,2
2015,29,149,155.20862,703.00372,2
2015,29,151,14.675668,520.98621,2
2015,29,153,286.95929,1530.4496,2
2015,29,155,1058.2313,3632.3076,2
2015,29,157,349.26758,1188.5524,2
2015,29,159,463.85043,3488.3445,2
2015,29,161,363.88803,2386.4802,2
2015,29,163,125.35426,1460.6497,2
2015,29,165,78.046951,908.46655,2
2015,29,167,406.67328,2981.2034,2
2015,29,169,165.34827,1597.1139,2
2015,29,171,102.92301,905.72253,2
2015,29,173,78.462143,1245.5865,2
2015,29,175,139.42001,2186.9026,2
2015,29,177,420.86804,1718.5446,2
2015,29,179,342.03979,1508.0846,2
2015,29,181,340.53036,2441.675,2
2015,29,183,90.251305,1267.149,2
2015,29,185,190.67796,1938.5593,2
2015,29,186,267.8721,1372.8445,2
2015,29,187,332.2309,2681.9001,2
2015,29,189,387.79623,2523.0176,2
2015,29,195,214.9798,1659.644,2
2015,29,197,247.97115,991.88458,2
2015,29,199,123.6094,741.65637,2
2015,29,201,1153.6095,2730.2092,2
2015,29,203,181.64204,823.44391,2
2015,29,205,228.45953,1664.4908,2
2015,29,207,194.22678,1614.0914,2
2015,29,209,429.82257,2162.0398,2
2015,29,211,188.88715,865.73273,2
2015,29,213,423.13892,3901.6707,2
2015,29,215,206.30595,1580.3815,2
2015,29,217,811.48566,4527.9937,2
2015,29,219,405.81268,2115.5969,2
2015,29,221,294.49734,1920.2841,2
2015,29,223,469.97388,1820.2163,2
2015,29,225,282.79486,1891.5242,2
2015,29,227,97.228973,1409.8201,2
2015,29,229,251.80644,1286.4025,2
2015,29,510,1825.8707,6363.6221,2
2015,30,001,150.53763,451.61292,2
2015,30,003,641.89697,2643.1052,3
2015,30,005,714.61151,2006.994,2
2015,30,007,421.86676,562.48901,2
2015,30,009,509.22366,2008.0707,2
2015,30,011,1271.1864,3813.5593,3
2015,30,013,271.03235,3574.467,2
2015,30,015,468.18103,2878.4463,3
2015,30,017,131.85002,2060.1565,2
2015,30,019,852.27271,2784.0908,3
2015,30,021,446.75323,2358.4417,2
2015,30,023,667.46912,4190.8306,3
2015,30,025,31.347963,815.047,2
2015,30,027,533.82343,1478.9534,2
2015,30,029,308.84418,3729.0073,2
2015,30,031,255.1147,1851.3187,2
2015,30,033,228.3105,152.207,2
2015,30,035,190.51807,1011.2112,2
2015,30,037,120.91898,846.43286,2
2015,30,039,123.45679,1851.8518,2
2015,30,041,1007.7239,4712.7686,2
2015,30,043,437.95621,1150.7085,2
2015,30,045,51.921082,311.52649,2
2015,30,047,580.5072,2797.2979,2
2015,30,049,463.72971,2601.7043,2
2015,30,051,996.67773,5855.4819,3
2015,30,053,209.95171,1711.1064,2
2015,30,055,59.417706,415.92395,2
2015,30,057,37.902718,467.46683,2
2015,30,059,109.28962,928.96173,2
2015,30,061,70.571632,94.095505,2
2015,30,063,426.51581,3032.0281,2
2015,30,065,1200.3492,2815.3645,3
2015,30,067,187.8287,1634.1097,2
2015,30,069,0,1894.7368,3
2015,30,071,647.63733,2038.8583,3
2015,30,073,339.58603,1358.3441,2
2015,30,075,282.0079,282.0079,2
2015,30,077,350.8772,1608.1871,2
2015,30,079,344.82758,775.86206,2
2015,30,081,256.20575,1099.7511,2
2015,30,083,418.06021,1638.796,2
2015,30,085,1315.7894,2875.5664,2
2015,30,087,563.94977,1170.4618,2
2015,30,089,388.14395,1182.0748,2
2015,30,091,705.18036,2847.8438,3
2015,30,093,736.52588,7685.8643,3
2015,30,095,274.08813,959.30847,2
2015,30,097,82.553658,687.94714,2
2015,30,099,425.9502,1654.6527,3
2015,30,101,1120.5033,4580.3027,3
2015,30,103,0,143.47202,2
2015,30,105,326.41336,1619.0103,2
2015,30,107,142.1801,189.57346,2
2015,30,109,1327.4336,4778.7612,3
2015,30,111,378.86505,4011.5125,2
2015,31,001,212.11258,2811.2832,2
2015,31,003,155.90895,732.77203,2
2015,31,005,0,0,2
2015,31,007,253.80711,1903.5533,3
2015,31,009,410.67761,3080.082,3
2015,31,011,451.55222,2031.985,3
2015,31,013,105.84811,1534.7976,2
2015,31,015,348.95316,1994.0179,3
2015,31,017,305.49899,1968.7712,3
2015,31,019,313.12036,2034.259,2
2015,31,021,288.53455,1230.0684,3
2015,31,023,197.16574,1589.6488,3
2015,31,025,94.07338,1556.1305,2
2015,31,027,233.53574,1296.1233,3
2015,31,029,252.78059,1794.7422,2
2015,31,031,170.99863,752.39398,2
2015,31,033,481.95142,2006.4916,2
2015,31,035,158.50372,808.36902,3
2015,31,037,76.045624,950.57031,3
2015,31,039,186.30138,800,2
2015,31,041,64.778824,795.85413,2
2015,31,043,182.85934,2560.0308,2
2015,31,045,242.95969,1954.7212,2
2015,31,047,142.34279,1733.2329,2
2015,31,049,260.2811,2134.3049,3
2015,31,051,120.75211,1776.7811,2
2015,31,053,256.08893,1743.5841,2
2015,31,055,449.40225,3137.2712,2
2015,31,057,277.93219,2223.4575,3
2015,31,059,391.52875,1067.8057,3
2015,31,061,0,603.01508,2
2015,31,063,266.76828,1524.3903,3
2015,31,065,473.05637,2447.5525,3
2015,31,067,251.14156,2228.3105,2
2015,31,069,364.9635,2085.5056,3
2015,31,071,394.47733,1282.0513,3
2015,31,073,50.684238,861.63202,2
2015,31,075,312.01248,2808.1123,3
2015,31,077,82.338409,617.53809,3
2015,31,079,251.29701,2720.4929,2
2015,31,081,239.39064,761.69751,2
2015,31,083,202.78099,1158.7485,3
2015,31,085,107.29613,1072.9614,2
2015,31,087,138.74437,589.66357,2
2015,31,089,106.66149,455.73547,2
2015,31,091,0,273.22403,2
2015,31,093,109.22141,592.9162,3
2015,31,095,261.59988,2147.8728,3
2015,31,097,115.98685,889.23254,3
2015,31,099,91.116173,1412.3007,2
2015,31,101,198.4373,2356.4431,2
2015,31,103,0,995.0249,2
2015,31,105,189.75333,650.58282,2
2015,31,107,327.75372,1802.6454,3
2015,31,109,344.57104,3072.0989,2
2015,31,111,204.73413,3012.1157,2
2015,31,113,257.40027,1930.502,3
2015,31,115,341.88034,2564.1025,3
2015,31,117,421.05264,3157.8948,3
2015,31,119,176.94569,2109.0784,2
2015,31,121,77.051498,873.25031,2
2015,31,123,41.203133,927.07043,2
2015,31,125,500.6954,1724.6176,3
2015,31,127,170.3094,2299.1768,3
2015,31,129,138.60014,1108.8011,3
2015,31,131,106.35635,1482.7328,2
2015,31,133,112.82437,940.20306,2
2015,31,135,237.77174,2004.076,3
2015,31,137,204.38898,1947.074,2
2015,31,139,208.10211,943.39624,3
2015,31,141,115.68789,1391.2991,2
2015,31,143,96.116875,1633.9869,2
2015,31,145,110.81355,2234.74,2
2015,31,147,123.54831,963.67682,2
2015,31,149,362.05649,1810.2823,3
2015,31,151,182.04733,1918.4988,2
2015,31,153,93.345169,1353.505,2
2015,31,155,76.132469,747.04987,2
2015,31,157,168.22481,2410.303,2
2015,31,159,87.66803,701.34424,2
2015,31,161,363.98468,1800.7662,3
2015,31,163,161.75995,1391.1355,3
2015,31,165,158.73016,1190.4762,3
2015,31,167,117.90466,1246.4208,3
2015,31,169,96.842918,677.90045,2
2015,31,171,292.39767,2339.1814,3
2015,31,173,721.97058,764.43939,2
2015,31,175,168.51228,1107.3663,3
2015,31,177,79.020149,967.99683,2
2015,31,179,106.75777,1259.7417,3
2015,31,181,303.44827,1379.3103,3
2015,31,183,0,266.66666,2
2015,31,185,21.729683,1412.4293,2
2015,32,001,268.59503,2359.5042,2
2015,32,003,814.35559,2815.3003,2
2015,32,005,188.63969,1903.1649,2
2015,32,007,367.7674,2691.8264,2
2015,32,009,0,844.39081,2
2015,32,011,396.82541,1934.5238,2
2015,32,013,317.29245,1521.8285,2
2015,32,015,592.91888,1727.9349,2
2015,32,017,377.28357,3395.552,2
2015,32,019,262.43225,1521.3464,2
2015,32,021,1339.8839,1429.2095,2
2015,32,023,103.58547,1664.4302,2
2015,32,027,467.28973,1477.2385,2
2015,32,029,777.52698,2382.7439,2
2015,32,031,444.61551,2587.8098,2
2015,32,033,479.05411,2588.9309,3
2015,32,510,315.47476,1834.1556,2
2015,33,001,211.07831,2740.72,2
2015,33,003,192.45004,2150.7878,2
2015,33,005,247.66496,2271.1404,3
2015,33,007,221.06882,2104.9597,2
2015,33,009,217.19659,1996.1935,2
2015,33,011,286.46744,1955.1095,2
2015,33,013,165.54726,1500.7366,2
2015,33,015,113.99146,1331.7781,2
2015,33,017,238.91188,1934.1613,2
2015,33,019,172.22519,1785.0909,3
2015,34,001,414.99677,2824.0203,2
2015,34,003,79.381485,971.22449,2
2015,34,005,156.1438,1464.1536,2
2015,34,007,466.21506,2532.2798,2
2015,34,009,234.35768,3345.4031,2
2015,34,011,603.7702,4364.9824,2
2015,34,013,641.05621,2115.1594,2
2015,34,015,113.90186,2055.3796,2
2015,34,017,345.12088,1606.3162,2
2015,34,019,63.751114,869.40582,2
2015,34,021,374.26157,1684.1771,2
2015,34,023,156.85574,1346.2957,2
2015,34,025,150.78374,1479.8438,2
2015,34,027,57.65662,824.60974,2
2015,34,029,96.480339,1328.473,2
2015,34,031,362.29047,1776.2216,2
2015,34,033,280.46121,2167.3418,2
2015,34,035,61.740604,1041.498,2
2015,34,037,65.426353,908.31262,2
2015,34,039,365.9682,1767.2269,2
2015,34,041,74.858002,1426.9807,2
2015,35,001,927.61035,5496.0581,2
2015,35,003,173.61111,173.61111,2
2015,35,005,570.22076,4201.3867,2
2015,35,006,757.43713,1562.4429,2
2015,35,007,443.04816,2682.4553,2
2015,35,009,396.84116,5498.2339,2
2015,35,011,0,820.56891,2
2015,35,013,254.78896,3071.9336,2
2015,35,015,574.87238,4031.0535,2
2015,35,017,744.52094,3131.8816,3
2015,35,019,617.70764,2630.9768,2
2015,35,021,10171.92,36246.418,3
2015,35,023,248.69998,35224.961,2
2015,35,025,521.21381,3499.5786,2
2015,35,027,350.15448,2723.9958,2
2015,35,028,118.07703,809.67108,2
2015,35,029,660.73907,4033.771,2
2015,35,031,582.72931,3021.8491,2
2015,35,033,435.16101,1523.0635,2
2015,35,035,441.25415,2036.9161,2
2015,35,037,272.02838,2069.7813,2
2015,35,039,940.07349,1946.0281,2
2015,35,041,706.06696,3457.113,3
2015,35,043,274.04337,1924.0426,2
2015,35,045,454.78662,2272.2488,2
2015,35,047,554.22461,1655.5226,2
2015,35,049,738.46899,3090.4053,3
2015,35,051,398.86545,3093.4231,2
2015,35,053,486.7872,4044.97,2
2015,35,055,522.68512,2115.0515,2
2015,35,057,574.74976,1892.1537,2
2015,35,059,119.01928,880.74268,2
2015,35,061,629.81104,2231.406,2
2015,36,001,328.07443,2402.2161,2
2015,36,003,149.59335,1660.2756,2
2015,36,005,921.29962,1572.7159,1
2015,36,007,320.5014,3021.8704,2
2015,36,009,186.08353,1846.7185,2
2015,36,011,255.467,1822.757,2
2015,36,013,304.3302,2779.4983,2
2015,36,015,207.87633,2302.7185,2
2015,36,017,217.01744,1713.6189,2
2015,36,019,153.84425,1582.7498,2
2015,36,021,193.46762,1642.0361,2
2015,36,023,113.41609,1600.198,2
2015,36,025,171.54149,1433.1313,2
2015,36,027,193.06586,1416.0417,2
2015,36,029,422.07813,2560.3254,2
2015,36,031,135.14217,1169.4995,2
2015,36,033,189.49861,1561.3896,2
2015,36,035,231.51578,2267.0024,2
2015,36,037,198.51706,1903.7277,2
2015,36,039,285.5643,1570.6036,3
2015,36,041,63.667233,848.89642,2
2015,36,043,167.98732,1640.2535,2
2015,36,045,196.37013,2142.2195,2
2015,36,047,621.41248,1424.9441,1
2015,36,049,129.83641,1472.7158,2
2015,36,051,122.06994,1299.504,2
2015,36,053,161.44971,1589.4446,2
2015,36,055,338.31378,2420.7578,2
2015,36,057,199.4279,2342.7742,2
2015,36,059,166.30551,1283.285,2
2015,36,061,534.44232,2342.2061,1
2015,36,063,365.85596,2418.9756,2
2015,36,065,255.91397,2173.7634,2
2015,36,067,379.53903,2600.4187,2
2015,36,069,136.91003,1644.7458,2
2015,36,071,244.67293,1691.262,2
2015,36,073,175.55673,1632.9181,2
2015,36,075,222.22961,1949.295,2
2015,36,077,141.82994,1509.0045,2
2015,36,079,69.667412,887.50226,2
2015,36,081,421.26413,1114.3364,1
2015,36,083,349.4191,2393.5208,2
2015,36,085,347.90268,1014.4176,1
2015,36,087,166.2388,1238.203,2
2015,36,089,132.42409,1485.4919,2
2015,36,091,122.87347,1276.9117,2
2015,36,093,325.34735,2390.6238,2
2015,36,095,140.44048,1525.6942,2
2015,36,097,76.982292,731.33179,2
2015,36,099,180.86298,1989.4927,2
2015,36,101,215.09561,1801.6819,2
2015,36,103,3806.3728,11557.105,3
2015,36,105,268.44025,2052.6997,2
2015,36,107,125.37157,1128.3441,2
2015,36,109,142.00484,2098.6218,2
2015,36,111,183.18781,1683.1073,2
2015,36,113,323.08929,2832.0554,3
2015,36,115,149.4456,883.81812,2
2015,36,117,226.3631,1699.3635,2
2015,36,119,230.64412,1122.8026,2
2015,36,121,141.41858,914.34424,2
2015,36,123,107.79304,1241.6161,2
2015,37,001,391.08899,2486.1633,2
2015,37,003,166.10851,1685.1976,2
2015,37,005,101.5041,1541.0168,2
2015,37,007,566.79218,3738.4993,2
2015,37,009,88.823097,1076.98,2
2015,37,011,158.29047,1605.5176,3
2015,37,013,335.77469,2390.2961,2
2015,37,015,188.12813,2925.8875,2
2015,37,017,259.33911,2794.4519,3
2015,37,019,140.91965,1761.9028,2
2015,37,021,239.75227,2708.7661,2
2015,37,023,118.18735,1710.9025,2
2015,37,025,132.64757,2000.3862,2
2015,37,027,141.47403,2894.6819,2
2015,37,029,67.901833,669.31805,2
2015,37,031,233.74323,2511.6509,2
2015,37,033,283.33551,2140.2729,2
2015,37,035,279.89886,2913.1411,2
2015,37,037,167.77577,1813.1062,2
2015,37,039,246.52292,2888.3655,2
2015,37,041,201.47284,1966.0969,2
2015,37,043,177.52032,2971.1296,2
2015,37,045,279.73038,2486.6069,2
2015,37,047,389.81198,3328.3945,2
2015,37,049,202.99466,2188.4756,2
2015,37,051,510.13162,4114.4028,2
2015,37,053,146.45924,1535.8429,2
2015,37,055,207.49797,3726.5513,2
2015,37,057,163.40465,2143.0916,2
2015,37,059,138.91217,2050.1521,2
2015,37,061,251.86362,2359.7424,2
2015,37,063,751.61487,3930.5271,2
2015,37,065,241.92059,1809.7876,2
2015,37,067,494.82547,3734.7671,2
2015,37,069,152.2524,1610.4222,2
2015,37,071,391.67548,3129.1873,2
2015,37,073,288.68866,3131.8345,3
2015,37,075,626.74097,6302.2285,3
2015,37,077,274.39752,2576.9507,2
2015,37,079,274.4393,2853.2224,3
2015,37,081,487.63525,3025.3091,2
2015,37,083,589.06512,4049.1079,2
2015,37,085,195.8795,1955.6735,2
2015,37,087,268.92496,2221.5542,2
2015,37,089,110.95824,1129.9987,2
2015,37,091,305.98743,3481.6409,2
2015,37,093,119.61041,1429.6292,2
2015,37,095,886.71735,8668.1143,3
2015,37,097,224.29445,2173.478,2
2015,37,099,230.21931,2389.4341,2
2015,37,101,190.67111,2076.9148,2
2015,37,103,19.974033,109.85719,3
2015,37,105,103.92223,879.98657,3
2015,37,107,740.02686,3867.0706,2
2015,37,109,165.36064,1857.2222,2
2015,37,111,148.92529,3005.179,2
2015,37,113,90.640625,2251.3962,2
2015,37,115,89.881264,1457.0226,2
2015,37,117,577.98517,4662.4141,2
2015,37,119,600.44293,3552.0806,2
2015,37,121,367.30945,3902.6631,3
2015,37,123,188.76143,2697.1106,2
2015,37,125,201.37358,2086.8662,2
2015,37,127,533.43842,3274.0979,2
2015,37,129,491.47296,3574.6377,2
2015,37,131,288.84753,4127.0928,3
2015,37,133,150.82309,2219.4072,2
2015,37,135,135.82919,1917.1725,2
2015,37,137,148.65816,2355.0583,2
2015,37,139,318.86313,2405.2825,2
2015,37,141,166.63484,2273.8713,2
2015,37,143,200.89285,1651.7858,2
2015,37,145,254.71866,2022.4662,2
2015,37,147,449.26697,2986.2036,2
2015,37,149,54.011589,1433.7622,3
2015,37,151,201.68208,3289.2388,3
2015,37,153,596.43024,5017.937,2
2015,37,155,353.21207,3275.781,2
2015,37,157,263.73721,2655.8992,2
2015,37,159,328.44144,2458.6394,2
2015,37,161,218.40639,3089.3208,2
2015,37,163,193.0199,2193.8359,2
2015,37,165,644.90692,4120.082,2
2015,37,167,243.76585,2689.6597,2
2015,37,169,213.58763,1989.1696,2
2015,37,171,197.9572,2716.4126,2
2015,37,173,886.79504,6928.0864,2
2015,37,175,132.48622,1342.9286,2
2015,37,177,294.8403,3071.2532,2
2015,37,179,140.97028,1914.7714,2
2015,37,181,655.17859,4124.0352,2
2015,37,183,367.70233,2568.7417,3
2015,37,185,183.57727,1677.0032,2
2015,37,187,621.71985,5514.7354,3
2015,37,189,98.287529,1487.5439,2
2015,37,191,507.52426,3766.1521,2
2015,37,193,194.15492,1979.5043,2
2015,37,195,422.20428,3121.864,2
2015,37,197,353.86456,2461.0881,2
2015,37,199,90.976288,653.89209,2
2015,38,001,169.56337,296.7359,2
2015,38,003,189.20624,1765.9248,2
2015,38,005,725.60345,1006.9599,2
2015,38,007,0,534.18805,2
2015,38,009,208.45741,1876.1167,3
2015,38,011,242.86581,1457.1949,2
2015,38,013,43.327557,259.96533,2
2015,38,015,260.24023,2836.8337,2
2015,38,017,295.60614,2627.2214,2
2015,38,019,182.86311,1227.7952,3
2015,38,021,58.777428,411.44202,2
2015,38,023,204.08163,979.59186,3
2015,38,025,172.19113,1442.1007,2
2015,38,027,380.54968,1902.7484,3
2015,38,029,205.76132,1704.8795,3
2015,38,031,119.18951,864.12396,2
2015,38,033,0,271.00272,2
2015,38,035,283.43393,2704.6082,2
2015,38,037,460.63651,1968.1742,3
2015,38,039,345.72168,1080.3802,3
2015,38,041,147.929,961.53845,2
2015,38,043,41.373604,786.09845,2
2015,38,045,169.69698,727.27271,2
2015,38,047,155.03876,155.03876,2
2015,38,049,117.29223,1256.7024,2
2015,38,051,217.47009,942.37042,2
2015,38,053,350.84982,3586.4651,2
2015,38,055,174.46634,1405.9934,2
2015,38,057,271.09454,734.21442,2
2015,38,059,287.034,3206.8623,2
2015,38,061,454.94144,1858.4841,2
2015,38,063,101.07817,1145.5526,2
2015,38,065,325.0271,487.54062,2
2015,38,067,141.02383,1283.3169,2
2015,38,069,162.33766,2319.1094,2
2015,38,071,85.98452,3774.7205,2
2015,38,073,220.26431,1266.5198,2
2015,38,075,116.68611,466.74445,2
2015,38,077,91.452263,1743.6898,2
2015,38,079,634.85565,3065.0557,2
2015,38,081,180.59856,1109.3911,2
2015,38,083,0,2061.0686,2
2015,38,085,1647.5973,1029.7483,2
2015,38,087,0,130.3781,2
2015,38,089,155.50165,2292.0942,2
2015,38,091,0,0,2
2015,38,093,265.36511,2302.99,2
2015,38,095,44.014084,352.11267,2
2015,38,097,224.60693,1434.9888,3
2015,38,099,211.06726,1881.2517,2
2015,38,101,277.79727,2667.1343,2
2015,38,103,191.93858,1343.5701,2
2015,38,105,357.00119,3810.8459,2
2015,39,001,89.209251,1209.6774,2
2015,39,003,397.4144,3604.5007,2
2015,39,005,78.928078,1477.0826,2
2015,39,007,170.33011,2166.6396,3
2015,39,009,101.6908,2382.9038,2
2015,39,011,69.75325,1403.7841,2
2015,39,013,130.14432,1107.6727,2
2015,39,015,91.242958,1651.4976,2
2015,39,017,260.12811,3368.3801,2
2015,39,019,93.48819,1693.5745,3
2015,39,021,133.37779,2034.0114,2
2015,39,023,303.76804,3697.4382,2
2015,39,025,110.90591,2265.6494,2
2015,39,027,85.88401,1689.0521,2
2015,39,029,87.781235,1199.3588,2
2015,39,031,172.27707,2316.1694,3
2015,39,033,163.09743,3165.0356,2
2015,39,035,462.13098,2446.0933,2
2015,39,037,94.093246,1071.5109,2
2015,39,039,114.72674,1687.0046,2
2015,39,041,96.884666,1664.1366,2
2015,39,043,111.18465,2635.3408,2
2015,39,045,121.52594,2508.4539,2
2015,39,047,292.89725,3908.7834,2
2015,39,049,451.05862,3501.2566,2
2015,39,051,101.08846,1600.9591,2
2015,39,053,136.02283,2478.2695,2
2015,39,055,34.005653,624.85388,2
2015,39,057,131.97346,2196.7195,2
2015,39,059,178.3076,2282.3374,3
2015,39,061,453.81488,3891.0449,2
2015,39,063,168.04944,2273.2986,2
2015,39,065,94.690994,1931.6963,2
2015,39,067,110.03236,1177.9935,2
2015,39,069,129.42192,2128.2715,2
2015,39,071,95.291222,1945.3353,2
2015,39,073,122.84581,2077.8491,2
2015,39,075,56.935936,792.54822,2
2015,39,077,94.06694,1884.7594,3
2015,39,079,153.39305,1899.006,2
2015,39,081,132.1514,1572.4531,3
2015,39,083,116.27717,2268.2236,2
2015,39,085,189.31711,1797.6401,3
2015,39,087,150.55066,1844.2455,2
2015,39,089,128.39304,2002.6969,2
2015,39,091,114.57278,2234.1692,2
2015,39,093,106.83376,1435.7015,2
2015,39,095,774.28754,3596.5864,2
2015,39,097,106.59047,1902.7532,2
2015,39,099,304.44156,3003.0186,2
2015,39,101,253.99741,4515.3394,2
2015,39,103,59.525497,960.34467,2
2015,39,105,103.19474,1281.3346,2
2015,39,107,75.668816,1178.969,2
2015,39,109,146.79919,2451.4507,2
2015,39,111,83.281281,957.73474,2
2015,39,113,395.29703,3267.7761,2
2015,39,115,230.0873,1624.1456,2
2015,39,117,62.724525,969.37903,2
2015,39,119,179.62685,3178.8157,2
2015,39,121,13.960631,572.38586,2
2015,39,123,136.99635,2218.8516,3
2015,39,125,142.28499,1517.7065,3
2015,39,127,119.49423,2195.3591,2
2015,39,129,138.60135,2875.5396,2
2015,39,131,102.77493,1697.5582,2
2015,39,133,104.76044,1723.6173,2
2015,39,135,75.007866,1592.1024,3
2015,39,137,58.750954,831.32599,2
2015,39,139,269.49969,4029.3491,2
2015,39,141,228.0679,4001.5549,2
2015,39,143,142.42867,2828.4656,3
2015,39,145,178.32736,3054.9951,2
2015,39,147,178.02553,1573.458,2
2015,39,149,110.42719,2482.5669,2
2015,39,151,349.44626,2760.9185,2
2015,39,153,291.1611,2993.3501,2
2015,39,155,211.04192,2372.5037,3
2015,39,157,39.820915,936.32959,2
2015,39,159,55.27203,876.98291,2
2015,39,161,136.54506,1666.5499,2
2015,39,163,91.968117,1486.8179,2
2015,39,165,66.824371,1335.5964,2
2015,39,167,94.907707,1223.9822,2
