year,state,place,state_place,black_nh_exposure,black_nh_exposure_quality,hispanic_exposure,hispanic_exposure_quality,other_nh_exposure,other_nh_exposure_quality,white_nh_exposure,white_nh_exposure_quality
2021,01,03076,0103076,0.7353047024927499,1,0.9383778630444197,1,0.8812354229697016,1,0.295436364396506,1
2021,01,07000,0107000,0.2009281555705351,1,0.8901237154239698,1,0.8810776161095992,1,0.451659160837067,1
2021,01,35896,0135896,0.6713174081264263,1,0.8919065087731985,1,0.9061861199800325,1,0.2550056158736042,1
2021,01,37000,0137000,0.45270453299573554,1,0.8855358320295351,1,0.9179443203878614,1,0.28232502789793634,1
2021,01,50000,0150000,0.3192487795226639,1,0.9253124530629319,1,0.9209443750175087,1,0.4124388454296979,1
2021,01,51000,0151000,0.26543261000603646,1,0.8709254473454044,1,0.8826940921290937,1,0.5114905627229599,1
2021,01,77256,0177256,0.3403292123289628,1,0.9080242693251371,1,0.935344333293273,1,0.3528523586626455,1
2021,02,03000,0203000,0.8827106816906489,1,0.8753652879085865,1,0.6488716462066622,1,0.3835313416133329,1
2021,04,04720,0404720,0.8821553333240272,1,0.4031504771297959,1,0.8920613997217884,1,0.6806806931835474,1
2021,04,07940,0407940,0.9281028804098808,1,0.5090123286004581,1,0.9229658529869045,1,0.5254188002144229,1
2021,04,12000,0412000,0.9285632990724264,1,0.7090118266000542,1,0.805314419794287,1,0.40675870570505074,1
2021,04,23620,0423620,0.9646500491722508,1,0.7485133739048588,1,0.8057866854141654,1,0.3439224888881432,1
2021,04,27400,0427400,0.9320490739674531,1,0.806160257911281,1,0.8722705699634852,1,0.3021391873300559,1
2021,04,27820,0427820,0.8841620982214783,1,0.48131405201224714,1,0.8920641096650809,1,0.4433931437015736,1
2021,04,28380,0428380,0.9266613026428605,1,0.6157964991715442,1,0.8938861744257911,1,0.412635139230646,1
2021,04,46000,0446000,0.9241840083247842,1,0.6207190818263361,1,0.8963297208014397,1,0.33630269130532486,1
2021,04,54050,0454050,0.9488341647418149,1,0.7153678911058892,1,0.856744977972449,1,0.30573299869788456,1
2021,04,55000,0455000,0.8597257628777221,1,0.39795579807520953,1,0.8624664808331841,1,0.41665195053546933,1
2021,04,65000,0465000,0.9490847533142648,1,0.8401499575340587,1,0.8968899065231187,1,0.20077969442946325,1
2021,04,71510,0471510,0.9192435460667461,1,0.7097916183536184,1,0.9171579318734363,1,0.2890014936801502,1
2021,04,73000,0473000,0.8903485940778101,1,0.7310548928022408,1,0.801393828312025,1,0.42020046272261097,1
2021,04,77000,0477000,0.9269297065928147,1,0.4223909242027316,1,0.8886608402526399,1,0.45586323953488034,1
2021,04,85540,0485540,0.9438850160067482,1,0.34847582961811013,1,0.9264691734697428,1,0.5984532273875858,1
2021,05,23290,0523290,0.9148126172827759,1,0.8984893590663889,1,0.8737524171664517,1,0.21541331764966756,1
2021,05,24550,0524550,0.8859039606477436,1,0.6818046129563623,1,0.8511254495976892,1,0.33736111149852244,1
