year,state,county,share_black_nh_exposure,share_black_nh_exposure_quality,share_hispanic_exposure,share_hispanic_exposure_quality,share_other_nh_exposure,share_other_nh_exposure_quality,share_white_nh_exposure,share_white_nh_exposure_quality
2016,01,053,0.5578281091344682,1,0.9653885928703452,2,0.8919252012041633,1,0.3328654577063048,1
2016,01,075,0.885527683122028,1,0.9829526665251994,2,0.9816747630487525,3,0.13843601589064386,1
2016,01,129,0.7463209579886415,1,0.9758853787812872,2,0.7955012854677882,1,0.3285406493331673,1
2016,01,131,0.2681495458612803,1,0.9802547770700637,3,NA,NA,0.6966509202996054,1
2016,01,133,0.987185089892815,3,0.9414317696066755,1,0.9644175221194428,2,0.056556830401579654,1
2016,01,099,0.4631780819379598,1,0.984876277358991,3,0.943940640100718,2,0.37587735750207374,1
2016,02,110,0.9842111663596366,2,0.9339997148173577,1,0.6742458820030599,1,0.31923839192688785,1
2016,02,164,NA,NA,NA,NA,0.2310418143160879,1,0.7973068745570517,1
2016,02,240,0.981601505331382,2,0.9298073807505524,1,0.6337621178649497,1,0.21888728614318084,1
2016,02,290,NA,NA,0.9785564201444797,2,0.21604405091418594,1,0.7211951859456288,1
2016,02,020,0.915872928967666,1,0.8954577071794156,1,0.6803267691126575,1,0.3599222984134881,1
2016,02,068,NA,NA,NA,NA,0.8705882352941177,1,0.14729411764705883,1
2016,02,261,NA,NA,0.9210830882026669,1,0.7226292120058757,1,0.29392905131338093,1
2016,02,195,0.9765331664580726,2,0.896433041301627,2,0.7972465581977471,1,0.32978723404255317,1
2016,02,158,NA,NA,0.9866132866257976,1,0.0541724008507444,1,0.9627173777054923,1
2016,02,050,0.980601247463363,1,0.9668782425069197,1,0.11395077422924693,1,0.8010187954923488,1
2016,02,185,0.9916617300190653,3,0.9534505691452043,1,0.18833223071399613,1,0.3391259115177019,1
2016,02,220,0.9778222726596757,2,0.9376727857381704,1,0.6991431146369229,1,0.375879401715421,1
2016,02,090,0.9084667514536707,1,0.8893981123682964,1,0.802469243255048,1,0.26252432436290735,1
2016,02,130,0.9920735377602812,3,0.9425458171528459,1,0.660285861448599,1,0.3296613501165664,1
2016,02,170,0.9819969081726911,1,0.9479611727174834,1,0.8518881083993698,1,0.19439443417178587,1
2016,02,198,NA,NA,0.9417956714268292,1,0.425738020127072,1,0.45608501973041377,1
2016,02,230,NA,NA,0.9368836291913215,2,0.8323471400394478,3,0.2357001972386588,1
2016,02,275,NA,NA,0.9700124947938359,3,0.6967930029154519,1,0.33610995418575595,1
2016,02,013,0.9339193695059109,2,0.8996665656259473,1,0.31555016671718705,1,0.8508638981509549,1
2016,02,105,0.9642682329907,2,0.9486049926578561,2,0.5544209636207919,1,0.5092415464973599,1
2016,02,122,0.9908877671083638,1,0.9512249529641444,1,0.8060448775329361,1,0.17733684182579273,1
2016,02,016,0.9439162295935422,1,0.8588074400240957,1,0.4478127247104998,1,0.7373526301501296,1
2016,02,060,NA,NA,0.9511677282377919,2,0.5828025477707006,1,0.4692144373673036,1
2016,02,150,NA,NA,0.8979835504809642,1,0.5406108637004827,1,0.4387201143221935,1
2016,02,100,NA,NA,0.9837816455696202,3,0.7856012658227848,1,0.2310126582278481,1
2016,02,282,NA,NA,NA,NA,0.47058823529411764,1,0.5681114551083591,1
2016,02,188,NA,NA,0.9657497091477913,1,0.1237634568693822,1,0.8274169433890735,1
2016,02,180,0.9813941949888365,1,0.9561209170551871,1,0.14873522767940645,1,0.7303020857353346,1
2016,02,070,NA,NA,0.938779184145124,1,0.17910559556180547,1,0.7742842178394216,1
2016,04,012,0.9746960236608609,3,0.6501427604024934,1,0.658815631681766,1,0.25625017036659475,1
2016,04,013,0.8996690959952822,1,0.5112432008160752,1,0.8701221728080907,1,0.31738140590648695,1
2016,04,019,0.9372602008106194,1,0.476793823319427,1,0.8077634797245459,1,0.3535311466828,1
2016,04,007,0.9820611507685659,2,0.6639174414614932,1,0.2380473074873516,1,0.22041089615477552,1
2016,04,021,0.9205777079229109,1,0.6003650360018223,1,0.7207112621682655,1,0.3443219149000165,1
2016,04,015,0.9599365675848373,1,0.80361346220074,1,0.8428248759330318,1,0.2037558346036562,1
2016,04,001,0.9872259299035472,2,0.8184583825132024,1,0.07218236623212557,1,0.37253129732875917,1
2016,04,003,0.9254356793818868,1,0.5166167026267946,1,0.9133466837869888,1,0.3612467990156391,1
2016,04,017,0.975041338889247,1,0.7890276844560963,1,0.14384743723674887,1,0.2488577363259083,1
2016,04,027,0.9525363274368633,1,0.26279211482343506,1,0.9254183083301328,1,0.47674084251563464,1
2016,04,005,0.9694802774242275,1,0.793300329994616,1,0.3448865149255324,1,0.3129094863583763,1
2016,04,009,0.9493677860334553,1,0.6352820559186196,1,0.2923426914479777,1,0.4000543781476857,1
2016,04,011,0.9735310955661409,2,0.49693466130643715,1,0.9516243777514974,2,0.4679212322784355,1
2016,04,025,0.9889573783328846,1,0.8091317848064058,1,0.9301442737024789,1,0.17743088329693776,1
2016,04,023,0.993908896363781,3,0.1145180346705731,1,0.9672207845862328,1,0.5809225378502207,1
2016,05,119,0.46303373543938003,1,0.8752137405930643,1,0.9226367408548338,1,0.3355651526043106,1
2016,05,051,0.8117653057473632,1,0.9112811786541068,1,0.9486990227631261,1,0.15399885526406554,1
2016,05,035,0.33964205235020895,1,0.9432018410457845,1,0.9508401230641125,1,0.40414754409443643,1
2016,05,007,0.9719409555369847,1,0.7106793489960682,1,0.8724361247663469,1,0.2215331821844805,1
2016,05,059,0.7070570730123795,1,0.9632566291597999,2,0.9641397382368179,2,0.14773207294175764,1
2016,05,047,0.9902565469572714,2,0.9642508388614013,1,0.9567776669459394,1,0.07288616890946853,1
2016,05,045,0.8288572493688338,1,0.938135671442035,1,0.9473004508707277,1,0.17236654261507733,1
2016,05,131,0.8655473777706456,1,0.6855581594478571,1,0.8873712267203664,1,0.2136840021441425,1
2016,05,033,0.9749145438002282,2,0.8617571281473105,1,0.9251216725216227,1,0.1340829144000627,1
2016,05,139,0.5267885893783472,1,0.9213017186571679,2,0.973118877119475,1,0.3017834017150799,1
2016,05,025,0.8707688895740447,1,0.9590441385349275,1,0.9675571687035522,2,0.15085949413523392,1
2016,05,137,NA,NA,0.979087396976859,2,0.955533403158297,2,0.04733485046641826,1
2016,05,143,0.9406700218354218,1,0.6729593647557932,1,0.8938503627541169,1,0.22394137357881552,1
2016,05,091,0.590398110439958,1,0.9478741417135873,1,0.9567523624659097,1,0.23654075360082683,1
2016,05,109,0.9454852326207882,1,0.8924971889946276,1,0.9680690001864529,2,0.12085876790738757,1
2016,05,001,0.5402112593680125,1,0.9611574835541998,2,0.9860133452107666,2,0.21993370802472306,1
2016,05,121,0.9815161690269534,2,0.9808399936342717,2,0.9755115321712852,2,0.04688368411811763,1
2016,05,125,0.8855091512007373,1,0.9252424578905059,1,0.9586693499193318,1,0.12506863789525766,1
2016,05,065,0.9588171106199833,3,0.963205570396946,2,0.9868172832517207,2,0.042590832934309916,1
2016,05,099,0.6563549449938134,1,NA,NA,0.9779688853606968,3,0.36026810425727207,1
2016,05,101,NA,NA,0.9811458802012255,3,0.9548922278702735,2,0.05441933455073843,1
2016,05,107,0.3372977518796954,1,0.9661746155634792,2,0.9829234751995662,2,0.5887100353044484,1
2016,05,079,0.5502198803180026,1,0.961723245983372,2,0.9855492150135325,3,0.2911969830281973,1
2016,05,083,0.9708489726605765,2,0.965250418342885,2,0.9326270086045191,1,0.08583094261897035,1
2016,05,005,0.9943771199211382,3,0.9708392154239197,2,0.9679722180778009,1,0.047322198891659846,1
2016,05,003,0.7094099607489404,1,0.9358039213346385,2,0.9863767033298902,2,0.3084684883821842,1
2016,05,031,0.7730197777887897,1,0.9235895782854016,1,0.954397399840214,1,0.1923496111331719,1
2016,05,049,NA,NA,0.9754238606315134,1,0.9671297432681878,2,0.04339927007113763,1
2016,05,009,0.9891741668763266,3,0.9448358920542785,1,0.9670223425380762,1,0.05535353606002444,1
2016,05,017,0.33579001869583286,1,0.9355557852995864,2,0.9839988682568795,2,0.4730268014603454,1
2016,05,013,0.781042047412366,1,0.9581955425720339,3,0.9823352992892704,3,0.27140096175571277,1
2016,05,093,0.46128178019589877,1,0.9535154699547378,1,0.9656461034463988,1,0.30749527045150743,1
2016,05,015,0.9895736259703394,2,0.7617330503314776,1,0.9580596953913179,1,0.1728163693118906,1
2016,05,021,0.9816636942610552,3,0.9732046976070784,2,0.9715196323429297,2,0.03938203271585627,1
2016,05,037,0.6038855719030967,1,0.9304790971741523,1,0.9799418528695638,2,0.21686982342331929,1
2016,05,039,0.5138983271849242,1,0.9523704661970535,2,0.9586518017871284,3,0.4094596162994805,1
2016,05,027,0.5813885149585298,1,0.9493449240837929,2,0.9237733072831846,2,0.3687270494025,1
2016,05,019,0.7249001172528531,1,0.9406900944990458,2,0.9651781068060346,1,0.28974546359423015,1
2016,05,011,0.6934074592345686,1,0.8424119764426459,1,0.9949259131360068,3,0.42549328920610985,1
2016,05,095,0.5734409838319323,1,0.9659277317570456,2,0.9707977120094303,2,0.4328554813980102,1
2016,05,023,0.9819682450300079,2,0.9702151636609248,2,0.964572276870724,2,0.04966132059120491,1
2016,05,067,0.7591171657863968,1,0.9642198739436272,1,0.9606124269352495,2,0.2056114128424119,1
2016,05,073,0.5923364368377975,1,0.9886113767064821,3,0.9894377034435038,2,0.39294460795427444,1
2016,05,069,0.2582891709023427,1,0.9545294581150807,1,0.9583533834352209,1,0.36827480349529634,1
2016,05,075,0.9742116108835135,2,0.9809646807685859,2,0.9789255358086204,1,0.03975033423932011,1
2016,05,077,0.3902998949398426,1,0.9637688073336341,2,0.9915609199695175,3,0.5496966891016218,1
2016,05,085,0.780874223609334,1,0.9417084609602204,1,0.9569516976845354,1,0.12107121383386223,1
2016,05,089,0.9889979109654504,3,0.9764555366016966,1,0.9711625691245914,1,0.05117246025017817,1
2016,05,123,0.4054982676267192,1,0.9322298403422121,1,0.9678662400862555,2,0.5044813006094233,1
2016,05,113,0.9859511179798032,3,0.7870545354757611,1,0.9494290841256867,1,0.10436470161587943,1
2016,05,029,0.8102335221669531,1,0.9310162877410685,1,0.9687623407803517,1,0.16733200990335922,1
2016,05,053,0.9346330385007123,1,0.9712414046940421,2,0.982983391514961,2,0.06759084615050963,1
2016,05,055,0.9807941808952225,2,0.9593482946546124,2,0.9709606402263015,1,0.05674033574873574,1
2016,05,057,0.6153874801066623,1,0.8171858406787966,1,0.9766784353900138,2,0.3551734111267439,1
2016,05,063,0.9641947002573863,1,0.8534305120389178,1,0.9513764339017878,1,0.09501600382383532,1
2016,05,145,0.935759766171564,1,0.9465097438024128,1,0.9559039706199771,1,0.10981857353440663,1
2016,05,149,0.9651034451561894,2,0.7067468603655838,1,0.9652763246274956,2,0.21202457011524864,1
2016,05,043,0.6497164648063719,1,0.9604489125883839,2,0.9760253477932479,3,0.3074824290527672,1
2016,05,103,0.5361947409429294,1,0.9679699272181077,2,0.9754954189564994,2,0.39486433114212827,1
2016,05,115,0.9366769012369762,1,0.8475300261263438,1,0.9541404540274803,1,0.13516216442107135,1
2016,05,105,0.9636121269150214,2,0.9552306017436656,2,0.9685307886158667,2,0.07629400143884818,1
2016,05,147,0.6851298454274286,1,0.9935955415489999,3,0.9652506026606249,2,0.289350094867869,1
2016,05,081,0.7283551861832908,1,0.9514407902906565,2,0.9523104679662153,1,0.25765105977572933,1
2016,05,133,0.931525974451388,1,0.5625755587170307,1,0.9571434034912856,1,0.34012348521427305,1
2016,05,135,0.9942471602310903,3,0.9707213425492397,2,0.9603827474934068,1,0.05955891208924842,1
2016,05,141,NA,NA,0.9637003668696774,2,0.9600791120462545,2,0.06259661048818096,1
2016,05,071,0.9510989316711567,1,0.8130041916370143,1,0.9430356835880596,1,0.1761348434256878,1
2016,05,087,NA,NA,0.8945506807504364,1,0.9443964047868858,1,0.09201217352141201,1
2016,05,041,0.44507128354068726,1,0.906931516172884,2,0.9820867419630831,2,0.4633679840394982,1
2016,05,061,0.7219439126117776,1,0.8523752028055438,1,0.9717764873633177,2,0.2966177507395269,1
2016,05,097,0.9894819150684727,3,0.9556810998506651,2,0.9527461404792323,2,0.08587056241598276,1
2016,05,127,NA,NA,0.9012044535925481,1,0.908665308946872,1,0.15235711646373123,1
2016,05,129,0.9916121123834085,3,0.9781725885868647,2,0.9487106470216886,2,0.06226150850835339,1
2016,05,111,0.8569445810928726,1,0.9577864676493264,1,0.9488609380499566,1,0.11065014225200688,1
2016,05,117,0.8547826828957783,1,0.9938755891601575,3,0.9831360897884645,2,0.14727880163782558,1
2016,06,071,0.8715879385780143,1,0.3934647251526666,1,0.8285021943859295,1,0.558469467348205,1
2016,06,111,0.967729768220818,1,0.39540948276651633,1,0.8694176413329767,1,0.38535207147513895,1
2016,06,059,0.966114549571824,1,0.47057024852137014,1,0.6660785796780103,1,0.44377048093257376,1
2016,06,013,0.8200178500772581,1,0.6171187576285504,1,0.7135009310715078,1,0.4200300801997987,1
2016,06,015,0.9321757335960881,1,0.7462582588236532,1,0.8198972259818663,1,0.3516446209303605,1
2016,06,017,0.9781213004753815,1,0.803104650842137,1,0.8771499394575589,1,0.19528899635932176,1
2016,06,033,0.9453060685389669,1,0.7732717593441999,1,0.9164303307345417,1,0.2636832844925397,1
2016,06,035,0.8165031610475233,1,0.7051989000314192,1,0.9206379647597015,1,0.2535624541528432,1
2016,06,037,0.7261083533375154,1,0.34679825297153805,1,0.6780504168333702,1,0.4958703217553591,1
2016,06,053,0.9016656876746947,1,0.2688936604061713,1,0.8427738263128611,1,0.46707531811288394,1
2016,06,073,0.8955515929524991,1,0.5149272266317522,1,0.7419631186302943,1,0.4058133455009531,1
2016,06,065,0.8880779591438194,1,0.42438593481305903,1,0.8480552857082913,1,0.5140630257756926,1
2016,06,001,0.7651822986270553,1,0.6490310643229411,1,0.5533234715154884,1,0.5446819475429504,1
2016,06,067,0.8495674368772236,1,0.7179873563675115,1,0.706644291520501,1,0.4322001323161255,1
2016,06,029,0.8888152900337813,1,0.3484933543940312,1,0.8849126994970792,1,0.46369650289068953,1
2016,06,085,0.957325674973835,1,0.5817913025739447,1,0.5151517577341277,1,0.5437180434883155,1
2016,06,099,0.9567012169073081,1,0.4802867660774803,1,0.8707849664952448,1,0.4862443507751883,1
2016,06,113,0.947888923270356,1,0.6008217789643657,1,0.7386249016592829,1,0.49123785467834347,1
2016,06,075,0.827203974814583,1,0.7529666906972912,1,0.530372535387881,1,0.47935346086508285,1
2016,06,041,0.8822435931971727,1,0.6611040882367748,1,0.879478021671736,1,0.22566028575951538,1
2016,06,097,0.9741430313471255,1,0.6466504533697008,1,0.9018805008597035,1,0.31128027772438094,1
2016,06,087,0.9863286560563997,1,0.4341044831368513,1,0.8750773081287846,1,0.29696486212214634,1
2016,06,089,0.9768474771455421,1,0.8813642804588592,1,0.8878769950983189,1,0.18372416545952552,1
2016,06,083,0.9575135149943701,1,0.41586964688881073,1,0.881663240559214,1,0.4178350127454224,1
2016,06,107,0.9696265130488781,1,0.31072065386411685,1,0.9147550097534933,1,0.5930844255298695,1
2016,06,061,0.9767116595761116,1,0.8093036890519492,1,0.8526583218535186,1,0.24199717222770642,1
2016,06,039,0.9060943092704272,1,0.3078510054871401,1,0.9288470324326957,1,0.45680310942932467,1
2016,06,081,0.9324666552578217,1,0.6023586582756005,1,0.5698427667773708,1,0.4621962406372218,1
2016,06,007,0.9633321887031717,1,0.7913283233389651,1,0.8570754901162759,1,0.24653518618184456,1
2016,06,031,0.8950663873735437,1,0.39617638162933255,1,0.8925426434211678,1,0.5881723568158151,1
2016,06,093,0.9618179767852906,1,0.7907255996856805,1,0.8826911451333046,1,0.2094155811023032,1
2016,06,077,0.8857196744027537,1,0.5291287026818943,1,0.7306305075243664,1,0.5612089404030953,1
2016,06,025,0.8810989105023002,1,0.14893545046551243,1,0.8805288213674476,1,0.7855483072714601,1
2016,06,095,0.8051770876711133,1,0.6924386814570569,1,0.7219926709075855,1,0.5262854954648507,1
2016,06,019,0.8947008858222585,1,0.3754791768128168,1,0.8201693785986574,1,0.5401369278631105,1
2016,06,047,0.9441257347488073,1,0.3798786120157462,1,0.8579919093907356,1,0.628967315964266,1
2016,06,045,0.9904131270692248,1,0.7062329596305973,1,0.8727103206733426,1,0.315709156961488,1
2016,06,079,0.8364970158974041,1,0.7005242679522555,1,0.9049894216420334,1,0.2726091665387683,1
2016,06,023,0.9837130489589803,1,0.8667082103245457,1,0.7553056637723301,1,0.22542729984871063,1
2016,06,057,0.984274862780255,2,0.8306224841953549,1,0.9381427177259287,1,0.13481514228501737,1
2016,06,043,0.9725681060363126,2,0.8894963750607755,1,0.9167179682041321,1,0.18078064376024203,1
2016,06,051,0.9941691102267096,3,0.6943457350234397,1,0.920113424679076,2,0.32985728712675294,1
2016,06,115,0.9478111665515985,1,0.6904376135876689,1,0.851685255670492,1,0.3939929486165945,1
2016,06,101,0.9722413364225856,1,0.6146726296751585,1,0.7292341918336784,1,0.48257082363521436,1
2016,06,049,0.988760184170839,3,0.8353906672213376,1,0.8974974135055184,1,0.21702789123967595,1
2016,06,055,0.9345911205576664,1,0.5938046971044582,1,0.7454926837695711,1,0.3992498029381894,1
2016,06,105,0.9879590765683282,3,0.8811147137822365,1,0.9042672607880893,1,0.16788216012531224,1
2016,06,005,0.8543821816842504,1,0.8331863412525616,1,0.9482629783191158,1,0.18558337554817256,1
2016,06,063,NA,NA,0.8979181632281229,1,0.9083008958402831,1,0.1616576567993358,1
2016,06,003,NA,NA,0.9222972972972973,2,0.7652027027027027,1,0.32094594594594594,1
2016,06,109,0.8252257982297723,1,0.8509084470960034,1,0.9347641118259165,1,0.16651480940381982,1
2016,06,027,0.9736015247442152,2,0.7730596426345745,1,0.8074560455445698,1,0.3401201714623604,1
2016,06,009,0.9873943045173453,2,0.8786350580933183,1,0.9204956585804271,1,0.1733686915929924,1
2016,06,069,0.9889226613791948,2,0.37034630105868205,1,0.9468437134701451,1,0.5683442410680015,1
2016,06,091,NA,NA,0.8959399522347322,1,0.9641760491299898,2,0.14056635960423064,1
2016,06,011,0.9769866820311175,2,0.3892856279600072,1,0.9524905813695967,1,0.5899424642174537,1
2016,06,021,0.9830499354224537,2,0.5548291532208051,1,0.9205037427506477,1,0.4383213727866483,1
2016,06,103,0.9899725084063975,2,0.7017478061808033,1,0.9311786742398149,1,0.2826929703711929,1
2016,08,101,0.9238191707167853,1,0.500974627050414,1,0.9553129685013715,1,0.41409531243519027,1
2016,08,059,0.9737703765975235,1,0.7689234132313392,1,0.9334134410200476,1,0.19460519123474326,1
2016,08,041,0.9110116515718222,1,0.779614914213276,1,0.9103997804404245,1,0.2679988292052341,1
2016,08,037,0.9755676876970596,2,0.6429051017493229,1,0.9646677757034618,1,0.30140454769562613,1
2016,08,065,NA,NA,0.5701920249322766,1,0.9675766692823261,2,0.33225246595248364,1
2016,08,067,0.9918913415866519,2,0.8534264205423507,1,0.8774516515487601,1,0.19429367985288615,1
2016,08,081,0.9865346835652586,3,0.8158571736168576,1,0.9719480800021825,2,0.175611470742792,1
2016,08,097,0.9751647209543278,3,0.885502752533418,1,0.9602125207686631,2,0.13768331961710004,1
2016,08,105,0.9882390463401092,3,0.4566472400666388,1,0.9657242395819907,2,0.3979842761092648,1
2016,08,123,0.9506453967581203,1,0.5967183547471187,1,0.9521494165998874,1,0.28036374278370374,1
2016,08,093,NA,NA,0.918019926111934,1,0.9444325886496858,1,0.09671650031611277,1
2016,08,109,NA,NA,0.40753315781126864,1,0.9349734702289813,1,0.31348143155438357,1
2016,08,077,0.9801599617538266,1,0.8266459690408323,1,0.9537103810192454,1,0.1729827056432731,1
2016,08,035,0.9814316437058592,1,0.9078358756742847,1,0.9052256037632133,1,0.15809859020731973,1
2016,08,005,0.8083147509376718,1,0.7046021748373564,1,0.8809736570224552,1,0.30924453644724575,1
2016,08,031,0.7956837672045974,1,0.50414846732132,1,0.917341750548972,1,0.33718722217565217,1
2016,08,099,0.9928064042235701,3,0.577157533151597,1,0.9651987267199177,2,0.36326057473185686,1
2016,08,053,NA,NA,NA,NA,NA,NA,0.06542056074766354,1
2016,08,007,0.9868069322355619,3,0.808380106292537,1,0.9515239757999037,2,0.23049220755343575,1
2016,08,061,NA,NA,0.9337883959044369,3,0.9610921501706484,3,0.1098976109215017,1
2016,08,063,0.9492305737997424,2,0.7879892037981611,1,0.9871272680217968,3,0.23517688827072164,1
2016,08,069,0.9785219795876094,1,0.8441055542447251,1,0.934335635002776,1,0.1584462595495181,1
2016,08,013,0.9805910372011268,1,0.752762553404061,1,0.8938502988202508,1,0.19603424148700296,1
2016,08,073,0.8868654088544277,1,0.7430470570708725,2,0.9664513865935134,2,0.29827722681912894,1
2016,08,075,0.9615673967033792,2,0.8249119040479778,1,0.9507755555576713,2,0.2104560399253589,1
2016,08,085,0.9831505348842811,2,0.7257703172721504,1,0.9693470648293423,1,0.21773012496475766,1
2016,08,089,0.99294576299222,3,0.538368418284782,1,0.940592875711775,1,0.4088038127204003,1
2016,08,045,0.9935459793318018,2,0.6988084437776151,1,0.9602215905530828,1,0.3015779204973755,1
2016,08,051,0.9903673776481441,3,0.8465490743775732,1,0.9488267979406708,1,0.11574466498494268,1
