year,state,county,desc_rep_total_population,desc_rep_total_nonhisp,desc_rep_asian_other,desc_rep_black_nonhispanic,desc_rep_total_hispanic,desc_rep_white_nonhispanic,desc_rep_total_population_quality,desc_rep_total_nonhisp_quality,desc_rep_asian_other_quality,desc_rep_black_nonhispanic_quality,desc_rep_total_hispanic_quality,desc_rep_white_nonhispanic_quality
2021,01,051,87146,84467,0.03182016386294264,0.2072384274665504,0.03074151424047001,0.730199894430037,1,1,1,1,1,1
2021,01,053,36879,35953,0.06423709970443885,0.3111255728192196,0.02510914070338132,0.5995281867729603,1,1,1,1,1,1
2021,01,055,103468,99052,0.03339196659836858,0.1531971237484053,0.04267986237290756,0.7707310472803186,1,1,1,1,1,1
2021,01,057,16365,16276,0.02859761686526122,0.1274671555148182,0.00543843568591506,0.8384967919340055,1,1,1,1,1,1
2021,01,059,32034,26209,0.01723169132796403,0.04286071049509896,0.18183804707498283,0.7580695511019542,1,1,1,1,1,1
2021,01,061,26604,25470,0.04939106901217862,0.0926176514809803,0.04262516914749662,0.8153661103593445,1,1,1,1,1,1
2021,01,063,7851,7650,0.00827920010189784,0.7918736466692141,0.02560183416125334,0.17424531906763469,1,1,1,1,1,1
2021,01,065,14819,14808,0.02611512247789999,0.5897833861934003,7.422903029894055e-4,0.38335920102571025,1,1,1,1,1,1
2021,01,067,17165,16695,0.0162540052432275,0.2638508593067288,0.02738129915525779,0.6925138362947859,1,1,1,1,1,1
2021,01,069,106355,102657,0.04116402613887452,0.27139297635278076,0.03477034460062996,0.6526726529077147,1,1,1,1,1,1
2021,01,071,52548,50898,0.0445307147750628,0.03474918170054045,0.03139986298241608,0.8893202405419807,1,1,1,1,1,1
2021,01,073,672550,645309,0.04004906698386737,0.4275815924466582,0.0405040517433648,0.4918652888261096,1,1,1,1,1,1
2021,01,075,13929,13786,0.01880967765094407,0.1112068346614976,0.01026635077895039,0.859717136908608,1,1,1,1,1,1
2021,01,077,93342,90644,0.03568597201688414,0.09723382828737331,0.0289044588716762,0.8381757408240663,1,1,1,1,1,1
2021,01,079,33089,32292,0.1093414729970685,0.10429447852760736,0.02408655444407507,0.762277494031249,1,1,1,1,1,1
2021,01,081,172223,165676,0.0703738757308838,0.22066739053436532,0.03801466703053599,0.6709440667042149,1,1,1,1,1,1
2021,01,083,101217,94960,0.05581078277364474,0.12954345613879092,0.06181767884841479,0.7528280822391495,1,1,1,1,1,1
2021,01,085,10334,10314,0.0031933423650087,0.7465647377588542,0.00193535900909618,0.24830656086704084,1,1,1,1,1,1
2021,01,087,19490,19387,0.02047203694202155,0.8095433555669574,0.00528476141611082,0.1646998460749102,1,1,1,1,1,1
2021,01,089,382149,362340,0.06690584039209838,0.2403905283017881,0.05183580226560844,0.6408678290405051,1,1,1,1,1,1
2021,01,091,19397,18863,0.01355879775222972,0.5125019332886529,0.0275300304170748,0.44640923854204256,1,1,1,1,1,1
2021,01,093,29392,28621,0.02514289602612955,0.03973870440936309,0.02623162765378334,0.908886771910724,1,1,1,1,1,1
2021,01,095,97179,82928,0.02636372055691044,0.02842177836775435,0.14664690931168256,0.7985675917636527,1,1,1,1,1,1
2021,01,097,414620,402302,0.04983117071053012,0.35848970141334235,0.02970913125271333,0.5619699966234142,1,1,1,1,1,1
2021,01,099,20115,20042,0.03564504101416853,0.4216753666418096,0.00362913248819289,0.539050459855829,1,1,1,1,1,1
2021,01,101,229072,220681,0.05593001327093665,0.5831703569183488,0.03663040441433261,0.3242692253963819,1,1,1,1,1,1
2021,01,103,122608,111998,0.03823567793292444,0.12815640088738092,0.0865359519770325,0.7470719692026622,1,1,1,1,1,1
2021,01,105,8702,8614,0.0026430705584923,0.6932888991036543,0.01011261778901402,0.29395541254883933,1,1,1,1,1,1
2021,01,107,19240,18249,0.01819126819126819,0.3950623700623701,0.05150727650727651,0.5352390852390853,1,1,1,1,1,1
2021,01,109,33176,32391,0.05579334458644804,0.3641789245237521,0.02366168314444176,0.5563660477453581,1,1,1,1,1,1
2021,01,111,21984,21343,0.03684497816593887,0.185589519650655,0.02915756914119359,0.7484079330422125,1,1,1,1,1,1
2021,01,113,58695,55326,0.05533691115086463,0.4424056563591447,0.05739841553795042,0.4448590169520402,1,1,1,1,1,1
2021,01,115,90412,88149,0.02790558775383798,0.09523072158563024,0.02502986329248329,0.8518338273680485,1,1,1,1,1,1
2021,01,117,220780,207954,0.05271310807138327,0.12433644351843463,0.0580940302563638,0.7648564181538183,1,1,1,1,1,1
2021,01,119,12482,12330,0.02804037814452812,0.7114244512097421,0.01217753565133792,0.24835763499439192,1,1,1,1,1,1
2021,01,121,81850,79846,0.03373243738546121,0.3207574832009774,0.02448381185094685,0.6210262675626146,1,1,1,1,1,1
2021,01,123,41284,40268,0.01819106675709718,0.2704437554500533,0.02461001840906888,0.6867551593837806,1,1,1,1,1,1
2021,01,125,223945,215103,0.03313760075018419,0.3219138627788073,0.03948290874991627,0.6054656277210922,1,1,1,1,1,1
2021,01,127,65194,63439,0.0375954842470166,0.05854833266865049,0.0269196551829923,0.8769365279013406,1,1,1,1,1,1
2021,01,129,15574,15409,0.10023115448824964,0.2380249133170669,0.01059458071144214,0.6511493514832413,1,1,1,1,1,1
2021,01,131,10686,10628,0.01880965749578888,0.7084970990080479,0.00542766236196893,0.2672655811341943,1,1,1,1,1,1
2021,01,133,23650,22900,0.02655391120507399,0.00917547568710359,0.03171247357293869,0.9325581395348838,1,1,1,1,1,1
2021,02,013,3409,3050,0.7491933118216486,0.01760046934584922,0.10530947491933118,0.12789674391317102,1,1,1,1,1,1
2021,02,016,5251,4740,0.639497238621215,0.03466006474957151,0.09731479718148923,0.22852789944772425,1,1,1,1,1,1
2021,02,020,292545,264762,0.2921089063221043,0.0516023175921653,0.09497000461467468,0.5613187714710557,1,1,1,1,1,1
2021,02,050,18514,18131,0.8781462676893161,0.00918224046667387,0.02068704763962407,0.09198444420438588,1,1,1,1,1,1
2021,02,060,849,740,0.4534746760895171,0.00588928150765606,0.12838633686690223,0.4122497055359246,1,1,1,1,1,1
2021,02,063,7015,6596,0.2105488239486814,0.016535994297933,0.05972915181753385,0.7131860299358518,1,1,1,1,1,1
2021,02,066,2635,2507,0.3726755218216319,0.00113851992409867,0.04857685009487666,0.5776091081593928,1,1,1,1,1,1
2021,02,068,2187,2174,0.1856424325560128,0.01188843164151806,0.00594421582075903,0.7965249199817102,1,1,1,1,1,1
2021,02,070,4899,4739,0.8097570932843438,0.01347213717085119,0.03265972647479077,0.1441110430700143,1,1,1,1,1,1
2021,02,090,97149,89133,0.19034678689435816,0.04344872309545131,0.08251242936108452,0.683692060649106,1,1,1,1,1,1
2021,02,100,2098,1960,0.13727359389895138,0,0.0657769304099142,0.7969494756911344,1,1,1,1,1,1
2021,02,105,2327,2097,0.4383326171035668,0.01933820369574559,0.09883970777825526,0.44348947142243234,1,1,1,1,1,1
2021,02,110,32240,29970,0.2948821339950372,0.00964640198511166,0.07040942928039702,0.6250620347394541,1,1,1,1,1,1
2021,02,122,58711,56151,0.16325731123639525,0.00614876258282093,0.04360341332969971,0.7869905128510841,1,1,1,1,1,1
2021,02,130,13939,13149,0.31099791950642086,0.00774804505344716,0.05667551474280795,0.624578520697324,1,1,1,1,1,1
2021,02,150,13218,12041,0.42797700105916175,0.00892722045695264,0.08904524133756998,0.4740505371463156,1,1,1,1,1,1
2021,02,158,8354,8268,0.9566674646875748,2.3940627244433804e-4,0.01029446971510653,0.03279865932487431,1,1,1,1,1,1
2021,02,164,986,985,0.7332657200811359,0.02231237322515213,0.00101419878296146,0.2434077079107505,1,1,1,1,1,1
2021,02,170,106807,101046,0.15591674702968908,0.01309839242746262,0.05393841227634893,0.7770464482664994,1,1,1,1,1,1
2021,02,180,10070,9868,0.8284011916583912,0.00863952333664349,0.02005958291956305,0.14289970208540215,1,1,1,1,1,1
2021,02,185,10865,10427,0.6691210308329498,0.00846755637367694,0.0403129314312011,0.28209848136217214,1,1,1,1,1,1
2021,02,188,7776,7579,0.8609825102880658,0.01118827160493827,0.02533436213991769,0.1024948559670782,1,1,1,1,1,1
2021,02,195,3368,3177,0.3263064133016627,0.01009501187648456,0.05671021377672209,0.6068883610451307,1,1,1,1,1,1
2021,02,198,5886,5669,0.5146109412164458,0.00271831464492014,0.03686714237172953,0.44580360176690453,1,1,1,1,1,1
2021,02,220,8518,7910,0.3094623150974407,0.00469593801361822,0.07137825780699694,0.6144634890819441,1,1,1,1,1,1
2021,02,230,1329,1279,0.1948833709556057,0.02934537246049661,0.03762227238525207,0.7381489841986456,1,1,1,1,1,1
2021,02,240,6849,6363,0.20046722149218865,0.00803036939699226,0.070959264126149793,0.7205431449846693,1,1,1,1,1,1
2021,02,275,2162,2053,0.379740980573543,0.00138760407030527,0.05041628122109158,0.5684551341350601,1,1,1,1,1,1
2021,02,282,562,499,0.5516014234875445,0.03202846975088968,0.11209964412811388,0.304270462633452,1,1,1,1,1,1
2021,02,290,5433,5284,0.7577765507086325,9.203018590097553e-4,0.0274249953984907,0.21387815203386712,1,1,1,1,1,1
2021,04,001,66473,61938,0.7461826606291276,0.00846960420020158,0.06822318836219217,0.17712454680847864,1,1,1,1,1,1
2021,04,003,125092,80417,0.07056406484827167,0.03301570044447287,0.357137147059764,0.5392830876474914,1,1,1,1,1,1
2021,04,005,144942,123841,0.31055180692966844,0.01357094561962716,0.14558237087938625,0.5302948765713181,1,1,1,1,1,1
2021,04,007,53211,43019,0.19099434327488676,0.0067091390877826,0.1915393433688523,0.6107571742684783,1,1,1,1,1,1
2021,04,009,38145,25448,0.14292829990824485,0.01981911128588281,0.3328614497312885,0.5043911390745838,1,1,1,1,1,1
2021,04,011,9542,4973,0.04768392370572207,0.01917836931460909,0.4788304338713058,0.45430727310836305,1,1,1,1,1,1
2021,04,012,16845,12083,0.1525081626595429,0.00379934698723656,0.28269516176907095,0.5609973285841496,1,1,1,1,1,1
2021,04,013,4367186,2990391,0.09383044367700392,0.05328213636881965,0.31525907071510123,0.5376283492390752,1,1,1,1,1,1
2021,04,015,211274,175032,0.05915540956293723,0.01008169486070221,0.171540274714352,0.7592226208620085,1,1,1,1,1,1
2021,04,017,106609,94047,0.46121809603316793,0.00833888320873472,0.11783245316999502,0.41261056758810233,1,1,1,1,1,1
2021,04,019,1035063,641704,0.08444316915975163,0.03165217962578123,0.380033872334341,0.5038707788801261,1,1,1,1,1,1
2021,04,021,420625,290607,0.09286419019316491,0.04393462109955423,0.3091066864784547,0.5540945022288262,1,1,1,1,1,1
2021,04,023,47463,7959,0.01460084697553884,0.00292859701240966,0.8323114847354781,0.15015907127657332,1,1,1,1,1,1
2021,04,025,233789,198771,0.05017772435828888,0.00628772097917352,0.1497846348630603,0.7937499197994773,1,1,1,1,1,1
2021,04,027,202944,71544,0.03853772469252602,0.01623107852412488,0.647469252601703,0.29776194418164614,1,1,1,1,1,1
2021,05,001,17273,16635,0.02008915648700283,0.25664331615816594,0.03693625890117524,0.686331268453656,1,1,1,1,1,1
2021,05,003,19362,18221,0.01585580002065902,0.2493544055366181,0.05892986261749819,0.6758599318252246,1,1,1,1,1,1
2021,05,005,41476,40409,0.04407368116501109,0.00272446716173208,0.02572572089883306,0.9274761307744238,1,1,1,1,1,1
2021,05,007,278774,231101,0.13440277787742042,0.01754826490275276,0.17100949155947112,0.6770394656603557,1,1,1,1,1,1
2021,05,009,37445,36419,0.03661370009347042,0.00245693684069969,0.02740018694084657,0.9335291761249832,1,1,1,1,1,1
2021,05,011,10597,8911,0.02859299801830707,0.2634707936208361,0.1591016325375106,0.5488345758233463,1,1,1,1,1,1
2021,05,013,4811,4596,0.01454998960715028,0.22074412803990853,0.04468925379339015,0.7200166285595511,1,1,1,1,1,1
2021,05,015,28154,23833,0.07998863394189103,0.00280599559565248,0.15347730340271365,0.7637280670597428,1,1,1,1,1,1
2021,05,017,10405,9773,0.01480057664584334,0.5363767419509851,0.06074002883229217,0.38808265257087937,1,1,1,1,1,1
2021,05,019,21569,20504,0.027029533126246,0.2434512494784181,0.04937641986183875,0.6801427975334972,1,1,1,1,1,1
2021,05,021,14661,14548,0.0429029397721847,0.00586590273514767,0.00770752336129868,0.943523634131369,1,1,1,1,1,1
2021,05,023,24848,24205,0.0379507405022537,0.00265614938828074,0.02587733419188667,0.9335157759175788,1,1,1,1,1,1
2021,05,025,7632,7632,0.01284067085953878,0.14544025157232704,0,0.8417190775681341,1,1,1,1,1,1
2021,05,027,22947,22290,0.02052555889658779,0.35786813091035863,0.02863119362008105,0.5929751165729725,1,1,1,1,1,1
2021,05,029,20687,19816,0.04461739256537922,0.102431478706434,0.04210373664620293,0.8108473920819839,1,1,1,1,1,1
2021,05,031,109875,104047,0.05301478953356086,0.15408418657565415,0.05304209328782707,0.7398589306029579,1,1,1,1,1,1
2021,05,033,60483,55504,0.0725493113767505,0.01382206570441281,0.08232065208405667,0.83130797083478,1,1,1,1,1,1
2021,05,035,48338,46962,0.07128966858372295,0.49418676817410734,0.02846621705490504,0.4060573461872647,1,1,1,1,1,1
2021,05,037,16935,16572,0.10002952465308532,0.15718925302627695,0.02143489813994685,0.7213463241806909,1,1,1,1,1,1
2021,05,039,6645,6572,0.02829194883370955,0.4323551542513168,0.0109857035364936,0.52836719337848,1,1,1,1,1,1
2021,05,041,11530,10762,0.01170858629661751,0.48152645273200345,0.06660884648742411,0.4401561144839549,1,1,1,1,1,1
2021,05,043,17511,16841,0.02038718519787562,0.28776197818514077,0.03826166409685341,0.6535891725201302,1,1,1,1,1,1
2021,05,045,123191,117910,0.04891591106493169,0.11664813176287228,0.04286839135975842,0.7915675658124376,1,1,1,1,1,1
2021,05,047,17159,16570,0.06025992190687103,0.00792586980593274,0.03432600967422344,0.8974881986129728,1,1,1,1,1,1
2021,05,049,12072,12017,0.05906229290921139,0.00281643472498343,0.0045559973492379,0.9335652750165672,1,1,1,1,1,1
2021,05,051,99694,93712,0.04652235841675527,0.08238208919293037,0.06000361104981242,0.8110919413405019,1,1,1,1,1,1
2021,05,053,17912,17368,0.03182224207235373,0.02210808396605627,0.03037070120589548,0.9156989727556945,1,1,1,1,1,1
2021,05,055,45665,44291,0.03324208912734041,0.02424176064819884,0.03008868936822512,0.9124274608562356,1,1,1,1,1,1
2021,05,057,20352,17646,0.02825275157232704,0.3017393867924528,0.13295990566037735,0.5370479559748428,1,1,1,1,1,1
2021,05,059,33096,31885,0.03223954556441866,0.11122189992748369,0.03659052453468697,0.8199480299734107,1,1,1,1,1,1
2021,05,061,12894,11189,0.03055684814642469,0.20497906002791996,0.13223204591282767,0.6322320459128277,1,1,1,1,1,1
2021,05,063,37796,35183,0.06109112075351889,0.01820298444279818,0.06913429992591809,0.8515715948777648,1,1,1,1,1,1
2021,05,065,13653,13303,0.07441587929392808,0.00878927708196,0.02563539148905002,0.8911594521350619,1,1,1,1,1,1
2021,05,067,16878,16357,0.09633842872378244,0.10889915866808864,0.030868586325394,0.7638938262827348,1,1,1,1,1,1
2021,05,069,68199,66640,0.03846097450109239,0.5574275282628778,0.02285957272100764,0.3812519245150222,1,1,1,1,1,1
2021,05,071,25853,22185,0.06165628747147333,0.01593625498007968,0.14187908559935017,0.7805283719490969,1,1,1,1,1,1
2021,05,073,6373,6171,0.03891416915110623,0.35399340969715987,0.03169621842146555,0.5753962027302684,1,1,1,1,1,1
2021,05,075,16292,16009,0.03738030935428431,0.01331942057451509,0.01737048858335379,0.9319297814878468,1,1,1,1,1,1
2021,05,077,8832,8593,0.01947463768115942,0.5475543478260869,0.0270606884057971,0.40591032608695654,1,1,1,1,1,1
2021,05,079,13092,12528,0.01863733577757409,0.2985029025358998,0.04307974335472044,0.6397800183318056,1,1,1,1,1,1
2021,05,081,12104,11892,0.0536186384666226,0.2029081295439524,0.01751487111698612,0.7259583608724388,1,1,1,1,1,1
2021,05,083,21299,20647,0.06995633597821493,0.01436687168411662,0.03061176581060143,0.885065026527067,1,1,1,1,1,1
2021,05,085,73824,70359,0.04713914174252275,0.05553749458170785,0.04693595578673602,0.8503874078890333,1,1,1,1,1,1
2021,05,087,16496,15502,0.10760184287099904,8.486905916585839e-4,0.06025703200775945,0.8312924345295829,1,1,1,1,1,1
2021,05,089,16750,16349,0.03683582089552239,0.0075820895522388,0.023940298507462682,0.931641791044776,1,1,1,1,1,1
2021,05,091,42875,41342,0.03363265306122449,0.25462390670553936,0.03575510204081632,0.6759883381924199,1,1,1,1,1,1
2021,05,093,41061,39180,0.03638489077226565,0.34784832322641923,0.0458098925988164,0.5699568934024988,1,1,1,1,1,1
2021,05,095,6903,6879,0.02622048384760249,0.4287990728668694,0.0034767492394611,0.5415036940460669,1,1,1,1,1,1
2021,05,097,8525,8142,0.0449266862170088,0.00504398826979472,0.0449266862170088,0.9051026392961876,1,1,1,1,1,1
2021,05,099,8340,8339,0.01942446043165467,0.3526378896882494,1.1990407673860912e-4,0.6278177458033574,1,1,1,1,1,1
2021,05,101,7343,7260,0.06468745744246221,5.447364837259975e-4,0.01130328203731445,0.9234645240364974,1,1,1,1,1,1
2021,05,103,22858,22285,0.00748096946364511,0.4201154956689124,0.0250678099571266,0.5473357249103159,1,1,1,1,1,1
2021,05,105,10056,9746,0.03072792362768496,0.02545743834526651,0.03082736674622116,0.9129872712808274,1,1,1,1,1,1
2021,05,107,16923,16581,0.00732730603320924,0.6323346924304202,0.02020918276901258,0.340128818767358,1,1,1,1,1,1
2021,05,109,10234,9552,0.03830369357045143,0.03996482313855775,0.066640609732265,0.8550908735587258,1,1,1,1,1,1
2021,05,111,23212,22430,0.07048078580044805,0.04118559365845252,0.03368947096329484,0.8546441495778045,1,1,1,1,1,1
2021,05,113,19476,18186,0.05868761552680222,0.00405627438899158,0.06623536660505237,0.8710207434791538,1,1,1,1,1,1
2021,05,115,63234,57208,0.04924565898092798,0.02361071575418287,0.09529683398171868,0.8318467912831704,1,1,1,1,1,1
2021,05,117,8306,8143,0.02949674933782807,0.11016132915964363,0.0196243679267999,0.8407175535757284,1,1,1,1,1,1
2021,05,119,397931,372910,0.05553977950951296,0.37146892300423945,0.06287773508472574,0.5101135624015218,1,1,1,1,1,1
2021,05,121,18442,17999,0.05693525647977442,0.00954343346708599,0.02402125582908578,0.9095000542240538,1,1,1,1,1,1
2021,05,123,23623,22325,0.02302840452101765,0.5317275536553359,0.05494645049316344,0.39029759133048303,1,1,1,1,1,1
2021,05,125,122308,115925,0.04070052653955587,0.08026457795074729,0.05218791902410309,0.8268469764855938,1,1,1,1,1,1
2021,05,127,9928,9134,0.05278001611603546,0.02931103948428686,0.07997582594681708,0.8379331184528606,1,1,1,1,1,1
2021,05,129,7872,7652,0.06859756097560976,0.0041920731707317,0.02794715447154471,0.8992632113821138,1,1,1,1,1,1
2021,05,131,127941,109010,0.10610359462564777,0.06036376142128012,0.14796664087352765,0.6855660030795445,1,1,1,1,1,1
2021,05,133,16074,10608,0.07247729252208536,0.02923976608187134,0.3400522583053378,0.5582306830907054,1,1,1,1,1,1
2021,05,135,17243,16820,0.05086121904540973,0.00962709505306501,0.02453169402076204,0.9149799918807632,1,1,1,1,1,1
2021,05,137,12364,12124,0.06405693950177936,0.00121319961177612,0.01941119378841798,0.9153186670980266,1,1,1,1,1,1
2021,05,139,39262,37667,0.02763486322652946,0.3262696755132189,0.04062452243899954,0.6054709388212521,1,1,1,1,1,1
2021,05,141,15851,15324,0.03602296385086114,0.00744432527916219,0.03324711374676677,0.92328559712321,1,1,1,1,1,1
2021,05,143,242793,201003,0.11933210595033628,0.03351414579497761,0.17212193102766554,0.6750318172270205,1,1,1,1,1,1
2021,05,145,77075,73557,0.04232241323386312,0.04411287706779111,0.04564385338955563,0.8679208563087901,1,1,1,1,1,1
2021,05,147,6333,6303,0.01689562608558345,0.28406758250434233,0.00473709142586451,0.6942996999842097,1,1,1,1,1,1
2021,05,149,20489,16215,0.03235882668749085,0.01669188344965591,0.20859973644394553,0.7423495534189077,1,1,1,1,1,1
2021,06,001,1673133,1298591,0.3782389086820952,0.09922522596828824,0.22385668084963956,0.298679184499977,1,1,1,1,1,1
2021,06,003,1344,1147,0.30431547619047616,0.00595238095238095,0.14657738095238096,0.5431547619047619,1,1,1,1,1,1
2021,06,005,40095,34129,0.07776530739493702,0.02319491208380097,0.1487966080558673,0.7502431724653947,1,1,1,1,1,1
2021,06,007,217884,179902,0.1048814965761598,0.01788566393126618,0.1743221163554919,0.7029107231370821,1,1,1,1,1,1
2021,06,009,45349,39421,0.06741052724426118,0.00968047807007872,0.13071953075040244,0.7921894639352577,1,1,1,1,1,1
2021,06,011,21780,8603,0.0418732782369146,0.01345270890725436,0.6050045913682277,0.3396694214876033,1,1,1,1,1,1
2021,06,013,1161643,857322,0.23892624498232248,0.08286194639833408,0.2619746342034515,0.416237174415892,1,1,1,1,1,1
2021,06,015,27655,21992,0.16546736575664436,0.02889170131983366,0.20477309708913397,0.600867835834388,1,1,1,1,1,1
2021,06,017,190568,165206,0.09629633516644975,0.00782922631291717,0.13308635237815372,0.7627880861424793,1,1,1,1,1,1
2021,06,019,1003150,461806,0.1389034541195235,0.04239146687933011,0.5396441210187908,0.2790609579823556,1,1,1,1,1,1
2021,06,021,28675,16380,0.0661900610287707,0.00408020924149956,0.428770706190061,0.5009590235396687,1,1,1,1,1,1
2021,06,023,137014,120137,0.14497058694731926,0.0108602040667377,0.12317719357145986,0.7209920154144832,1,1,1,1,1,1
2021,06,025,180051,26833,0.02708121587772353,0.02469855763089347,0.8509700029436105,0.09725022354777256,1,1,1,1,1,1
2021,06,027,18804,14352,0.16097638800255265,0.00382897255902999,0.23675813656668793,0.5984365028717294,1,1,1,1,1,1
2021,06,029,905644,409902,0.08012309472596296,0.05071418791489813,0.5473916903330669,0.3217710270260721,1,1,1,1,1,1
2021,06,031,151887,67518,0.07551666699585877,0.06049233969990848,0.5554721602243773,0.3085188330798554,1,1,1,1,1,1
2021,06,033,67749,52699,0.07710814919777413,0.0225833591639729,0.22214350027306676,0.6781649913651862,1,1,1,1,1,1
2021,06,035,32949,26455,0.07793863243194027,0.08340162068651552,0.19709247625117607,0.6415672706303681,1,1,1,1,1,1
2021,06,037,10019635,5141016,0.1820419606103416,0.07646885340633666,0.4869058603432161,0.25458332564010566,1,1,1,1,1,1
2021,06,039,156304,63904,0.05664602313440475,0.02811828232162964,0.5911556965912581,0.32407999795270753,1,1,1,1,1,1
2021,06,041,262387,219344,0.11816896416362092,0.02099189365326788,0.16404395034814986,0.6967951918349613,1,1,1,1,1,1
2021,06,043,17225,15088,0.08888243831640058,0.00824383164005805,0.12406386066763424,0.7788098693759071,1,1,1,1,1,1
2021,06,045,91534,67466,0.09655428583914176,0.00605239583105731,0.2629405466821072,0.6344527716476938,1,1,1,1,1,1
2021,06,047,279150,108420,0.10245029554003224,0.02652695683324377,0.6116066630843633,0.25941608454236076,1,1,1,1,1,1
2021,06,049,8723,7401,0.06224922618365241,0.01971798693110168,0.15155336466811878,0.7664794222171272,1,1,1,1,1,1
2021,06,051,13291,9663,0.0859228049055752,2.257166503649086e-4,0.2729666691746295,0.6408848092694305,1,1,1,1,1,1
2021,06,053,438953,176992,0.09229234109346558,0.02306397268044642,0.5967859884771263,0.28785769774896175,1,1,1,1,1,1
2021,06,055,138795,90597,0.12340502179473324,0.01981339385424547,0.3472603479952448,0.5095212363557765,1,1,1,1,1,1
2021,06,057,102090,92098,0.06038789303555686,0.00373200117543344,0.0978744245273778,0.8380056812616319,1,1,1,1,1,1
2021,06,059,3182923,2099830,0.2535229410199367,0.01575941359561635,0.3402825013360361,0.3904351440484109,1,1,1,1,1,1
2021,06,061,400330,341695,0.13513351485024855,0.0154797292233907,0.14646666500137387,0.7029200909249869,1,1,1,1,1,1
2021,06,063,19631,17742,0.06260506342010086,0.01523101217462177,0.09622535785237636,0.825938566552901,1,1,1,1,1,1
2021,06,065,2409331,1198146,0.10419033333319498,0.06065791707324564,0.5027059378723804,0.33244581172117904,1,1,1,1,1,1
2021,06,067,1571767,1197035,0.23983580263486892,0.09283564294198822,0.23841447237408597,0.4289140820490569,1,1,1,1,1,1
2021,06,069,63329,24785,0.05926194950180802,0.00876375752025138,0.6086311168658908,0.32334317611204977,1,1,1,1,1,1
2021,06,071,2171071,986116,0.11218334177002964,0.07622044603792322,0.5457928368072716,0.26580337538477555,1,1,1,1,1,1
