year,state_name,county_name,total_people,total_nonhisp,asian_other,black_nonhispanic,total_hispanic,white_nonhispanic,total_people_quality,total_nonhisp_quality,asian_other_quality,black_nonhispanic_quality,total_hispanic_quality,white_nonhispanic_quality
2020,Alaska,Fairbanks North Star Borough,97149,89133,0.19034678689435816,0.043448723095451315,0.08251242936108452,0.683692060649106,1,1,1,1,1,1
2020,Alaska,Haines Borough,2098,1960,0.13727359389895138,0,0.0657769304099142,0.7969494756911344,1,1,1,1,1,1
2020,Alaska,Hoonah-Angoon Census Area,2327,2097,0.4383326171035668,0.019338203695745595,0.09883970777825526,0.44348947142243234,1,1,1,1,1,1
2020,Alaska,Juneau City and Borough,32240,29970,0.2948821339950372,0.009646401985111663,0.07040942928039702,0.6250620347394541,1,1,1,1,1,1
2020,Alaska,Kenai Peninsula Borough,58711,56151,0.16325731123639523,0.006148762582820937,0.04360341332969971,0.7869905128510841,1,1,1,1,1,1
2020,Alaska,Ketchikan Gateway Borough,13939,13149,0.31099791950642086,0.007748045053447163,0.05667551474280795,0.624578520697324,1,1,1,1,1,1
2020,Alaska,Kodiak Island Borough,13218,12041,0.42797700105916175,0.00892722045695264,0.08904524133756998,0.4740505371463156,1,1,1,1,1,1
2020,Alaska,Kusilvak Census Area,8354,8268,0.9566674646875748,2.3940627244433804e-4,0.010294469715106535,0.03279865932487431,1,1,1,1,1,1
2020,Alaska,Lake and Peninsula Borough,986,985,0.7332657200811359,0.02231237322515213,0.0010141987829614604,0.2434077079107505,1,1,1,1,1,1
2020,Alaska,Matanuska-Susitna Borough,106807,101046,0.15591674702968908,0.01309839242746262,0.05393841227634893,0.7770464482664994,1,1,1,1,1,1
2020,Alaska,Nome Census Area,10070,9868,0.8284011916583912,0.008639523336643496,0.020059582919563057,0.14289970208540217,1,1,1,1,1,1
2020,Alaska,North Slope Borough,10865,10427,0.6691210308329498,0.008467556373676945,0.040312931431201106,0.28209848136217214,1,1,1,1,1,1
2020,Alaska,Northwest Arctic Borough,7776,7579,0.8609825102880658,0.011188271604938271,0.025334362139917695,0.10249485596707819,1,1,1,1,1,1
2020,Alaska,Petersburg Borough,3368,3177,0.3263064133016627,0.010095011876484561,0.05671021377672209,0.6068883610451307,1,1,1,1,1,1
2020,Alaska,Prince of Wales-Hyder Census Area,5886,5669,0.5146109412164458,0.0027183146449201497,0.03686714237172953,0.44580360176690453,1,1,1,1,1,1
2020,Alaska,Sitka City and Borough,8518,7910,0.3094623150974407,0.0046959380136182205,0.07137825780699694,0.6144634890819441,1,1,1,1,1,1
2020,Alaska,Skagway Municipality,1329,1279,0.1948833709556057,0.029345372460496615,0.03762227238525207,0.7381489841986456,1,1,1,1,1,1
2020,Alaska,Southeast Fairbanks Census Area,6849,6363,0.20046722149218865,0.008030369396992261,0.070959264126149807,0.7205431449846693,1,1,1,1,1,1
2020,Alaska,Wrangell City and Borough,2162,2053,0.379740980573543,0.0013876040703052729,0.05041628122109158,0.5684551341350601,1,1,1,1,1,1
2020,Alaska,Yakutat City and Borough,562,499,0.5516014234875445,0.03202846975088968,0.11209964412811388,0.304270462633452,1,1,1,1,1,1
2020,Alaska,Yukon-Koyukuk Census Area,5433,5284,0.7577765507086325,9.203018590097553e-4,0.027424995398490706,0.21387815203386712,1,1,1,1,1,1
2020,Arizona,Apache County,66473,61938,0.7461826606291276,0.008469604200201585,0.06822318836219217,0.17712454680847864,1,1,1,1,1,1
2020,Arizona,Cochise County,125092,80417,0.07056406484827167,0.03301570044447287,0.357137147059764,0.5392830876474914,1,1,1,1,1,1
2020,Arizona,Coconino County,144942,123841,0.31055180692966844,0.013570945619627161,0.14558237087938625,0.5302948765713181,1,1,1,1,1,1
