year,state,county,subgroup_type,subgroup,learning_rate,learning_rate_lb,learning_rate_ub,learning_rate_quality
2019,02,122,all,All,,,,
2019,02,122,income,Economically Disadvantaged,,,,
2019,02,122,income,Not Economically Disadvantaged,,,,
2019,02,130,all,All,,,,
2019,02,130,income,Economically Disadvantaged,,,,
2019,02,130,income,Not Economically Disadvantaged,,,,
2019,02,150,all,All,,,,
2019,02,150,income,Economically Disadvantaged,,,,
2019,02,150,income,Not Economically Disadvantaged,,,,
2019,02,164,all,All,,,,
2019,02,170,all,All,,,,
2019,02,170,income,Economically Disadvantaged,,,,
2019,02,170,income,Not Economically Disadvantaged,,,,
2019,02,180,all,All,,,,
2019,02,180,income,Economically Disadvantaged,,,,
2019,02,180,income,Not Economically Disadvantaged,,,,
2019,02,185,all,All,,,,
2019,02,185,income,Economically Disadvantaged,,,,
2019,02,185,income,Not Economically Disadvantaged,,,,
2019,02,188,all,All,,,,
2019,02,188,income,Economically Disadvantaged,,,,
2019,02,188,income,Not Economically Disadvantaged,,,,
2019,02,195,all,All,,,,
2019,02,198,all,All,,,,
2019,02,198,income,Economically Disadvantaged,,,,
2019,02,198,income,Not Economically Disadvantaged,,,,
2019,02,220,all,All,,,,
2019,02,220,income,Economically Disadvantaged,,,,
2019,02,220,income,Not Economically Disadvantaged,,,,
2019,02,240,all,All,,,,
2019,02,240,income,Economically Disadvantaged,,,,
2019,02,240,income,Not Economically Disadvantaged,,,,
2019,02,261,all,All,,,,
2019,02,261,income,Economically Disadvantaged,,,,
2019,02,261,income,Not Economically Disadvantaged,,,,
2019,04,001,all,All,1.01528072950563,0.881109799406691,1.14945165960458,2
2019,04,001,income,Economically Disadvantaged,0.732677152513888,0.533223541099804,0.932130763927971,2
2019,04,001,income,Not Economically Disadvantaged,1.18286120547292,1.03604130272208,1.32968110822376,2
2019,04,003,all,All,0.957235100505362,0.849355608661475,1.06511459234925,2
2019,04,003,income,Economically Disadvantaged,0.975398546854602,0.850780080376152,1.10001701333305,2
2019,04,003,income,Not Economically Disadvantaged,0.808813958447999,0.65653459765326,0.961093319242737,2
2019,04,005,all,All,0.963188411549106,0.853726327559827,1.07265049553839,2
2019,04,005,income,Economically Disadvantaged,0.92186209298102,0.77846758496198,1.06525660100006,2
2019,04,005,income,Not Economically Disadvantaged,0.933649044645476,0.801950310640214,1.06534777865074,2
2019,04,007,all,All,0.817766708586225,0.645054909380118,0.990478507792331,2
2019,04,007,income,Economically Disadvantaged,0.811068314188632,0.631876386685482,0.990260241691782,2
2019,04,007,income,Not Economically Disadvantaged,0.895397235723088,0.584845887396941,1.20594858404923,3
2019,04,009,all,All,1.09090431705783,0.924018399994129,1.25779023412152,1
2019,04,009,income,Economically Disadvantaged,1.00690076727646,0.79887142384006,1.21493011071287,2
2019,04,009,income,Not Economically Disadvantaged,1.20647444723846,0.994755387737037,1.41819350673987,1
2019,04,011,all,All,1.23626841325454,0.901151580892441,1.57138524561663,1
2019,04,011,income,Economically Disadvantaged,1.45837932384386,0.997949666273524,1.9188089814142,2
2019,04,011,income,Not Economically Disadvantaged,1.10791330148155,0.682180337080102,1.53364626588299,2
2019,04,012,all,All,1.08368572616188,0.789814819215239,1.37755663310852,2
2019,04,012,income,Economically Disadvantaged,0.96205699479228,0.662928467531479,1.26118552205308,3
2019,04,012,income,Not Economically Disadvantaged,1.05113483415843,0.351856977162388,1.75041269115447,3
2019,04,013,all,All,1.02113289253266,1.0046310234912,1.03763476157412,1
2019,04,013,income,Economically Disadvantaged,1.04283214756049,1.02131491843069,1.0643493766903,1
2019,04,013,income,Not Economically Disadvantaged,0.970541592276241,0.949402228694819,0.991680955857662,2
2019,04,015,all,All,0.85282454336047,0.753904031928959,0.951745054791981,2
2019,04,015,income,Economically Disadvantaged,0.953868949453771,0.832976505911927,1.07476139299562,2
2019,04,015,income,Not Economically Disadvantaged,0.660678599283477,0.531975809995038,0.789381388571917,2
2019,04,017,all,All,0.938595649237264,0.829286831549118,1.04790446692541,2
2019,04,017,income,Economically Disadvantaged,0.886913082140654,0.757208371529234,1.01661779275207,2
2019,04,017,income,Not Economically Disadvantaged,0.916686511849676,0.76894016120728,1.06443286249207,2
2019,04,019,all,All,0.951275709251834,0.913963757866649,0.988587660637019,1
2019,04,019,income,Economically Disadvantaged,0.919811223777124,0.873690927327264,0.965931520226985,1
2019,04,019,income,Not Economically Disadvantaged,0.826480821087949,0.775626670849232,0.877334971326667,2
2019,04,021,all,All,0.971511042453313,0.914027424308132,1.02899466059849,1
2019,04,021,income,Economically Disadvantaged,1.02613377246192,0.957573148433751,1.09469439649008,1
2019,04,021,income,Not Economically Disadvantaged,0.844471486506275,0.762628382394239,0.926314590618311,2
2019,04,023,all,All,0.998332349441929,0.855713129645773,1.14095156923809,1
2019,04,023,income,Economically Disadvantaged,1.06131546963506,0.842257198961247,1.28037374030886,1
2019,04,023,income,Not Economically Disadvantaged,0.898051172447883,0.742152171237362,1.0539501736584,1
2019,04,025,all,All,1.00262535168971,0.907336077600719,1.09791462577869,2
2019,04,025,income,Economically Disadvantaged,0.971037754026962,0.854024607527056,1.08805090052687,2
2019,04,025,income,Not Economically Disadvantaged,0.931869781269385,0.80790975988255,1.05582980265622,2
2019,04,027,all,All,1.05725368085645,0.985129162428354,1.12937819928454,1
2019,04,027,income,Economically Disadvantaged,1.11972102094882,1.03894623473663,1.20049580716101,1
2019,04,027,income,Not Economically Disadvantaged,1.06970415436631,0.946483833136879,1.19292447559574,2
2019,05,001,all,All,0.757353791992594,0.4858218600976,1.02888572388759,1
2019,05,001,income,Economically Disadvantaged,0.812859095153055,0.536524895230261,1.08919329507585,1
2019,05,001,income,Not Economically Disadvantaged,1.18012471893626,0.633502864625766,1.72674657324676,3
2019,05,003,all,All,0.71115636797658,0.458423790944099,0.96388894500906,1
2019,05,003,income,Economically Disadvantaged,0.666219796956128,0.382277332260919,0.950162261651337,1
2019,05,003,income,Not Economically Disadvantaged,0.72087247999699,0.348963833243025,1.09278112675096,1
2019,05,005,all,All,0.829402694207392,0.633992096309929,1.02481329210486,1
2019,05,005,income,Economically Disadvantaged,0.855246669970776,0.628665078460924,1.08182826148063,1
2019,05,005,income,Not Economically Disadvantaged,0.771943947616286,0.499372611346267,1.04451528388631,1
2019,05,007,all,All,1.03627034336277,0.969521497986375,1.10301918873916,1
2019,05,007,income,Economically Disadvantaged,0.967628882861676,0.877988990763035,1.05726877496032,1
2019,05,007,income,Not Economically Disadvantaged,1.03851058576062,0.959993134146801,1.11702803737444,1
2019,05,009,all,All,1.00318628941845,0.816428706370802,1.18994387246611,1
2019,05,009,income,Economically Disadvantaged,0.849936093419439,0.631048566918939,1.06882361991994,1
2019,05,009,income,Not Economically Disadvantaged,1.19936459752598,0.94335086105894,1.45537833399303,1
2019,05,011,all,All,1.11556459943802,0.801552098220389,1.42957710065565,1
2019,05,011,income,Economically Disadvantaged,1.33544998243494,1.02640062658498,1.64449933828489,1
2019,05,011,income,Not Economically Disadvantaged,0.989446890471247,-0.0239301021900098,2.0028238831325,3
2019,05,013,all,All,0.825545650451238,0.238973818129274,1.4121174827732,1
2019,05,013,income,Economically Disadvantaged,0.749386198289651,0.0794102566000365,1.41936213997927,3
2019,05,015,all,All,0.829497523972472,0.597250298385815,1.06174474955913,1
2019,05,015,income,Economically Disadvantaged,0.816573128854751,0.582681425871603,1.0504648318379,1
2019,05,015,income,Not Economically Disadvantaged,0.956748239988972,0.490300517258647,1.4231959627193,1
2019,05,017,all,All,0.941634378616078,0.548410498790685,1.33485825844147,1
2019,05,017,income,Economically Disadvantaged,0.945013655258633,0.587659833668051,1.30236747684922,1
2019,05,019,all,All,0.72576877681234,0.443403650561503,1.00813390306318,1
2019,05,019,income,Economically Disadvantaged,0.769363031714812,0.460634988081397,1.07809107534823,1
2019,05,019,income,Not Economically Disadvantaged,0.550669878458756,0.111022639873609,0.990317117043903,1
2019,05,021,all,All,0.949443908073018,0.661357122668483,1.23753069347755,1
2019,05,021,income,Economically Disadvantaged,0.993291599344584,0.665415091814341,1.32116810687483,1
2019,05,021,income,Not Economically Disadvantaged,0.923502566449046,0.509459687640436,1.33754544525766,1
2019,05,023,all,All,1.21681527947838,0.963203709820181,1.47042684913657,1
2019,05,023,income,Economically Disadvantaged,1.21585270898131,0.934356567298665,1.49734885066396,1
2019,05,023,income,Not Economically Disadvantaged,1.19768869682125,0.815470456083646,1.57990693755886,1
2019,05,025,all,All,0.903325383393979,0.535245659911653,1.27140510687631,1
2019,05,025,income,Economically Disadvantaged,0.906892923211222,0.474365377228596,1.33942046919385,1
2019,05,025,income,Not Economically Disadvantaged,0.855397978445246,0.352941951984787,1.35785400490571,1
2019,05,027,all,All,0.950731513725249,0.708389667305915,1.19307336014458,1
2019,05,027,income,Economically Disadvantaged,0.877397954900532,0.610101401694007,1.14469450810706,1
2019,05,027,income,Not Economically Disadvantaged,0.952549403044523,0.582238838665582,1.32285996742347,1
2019,05,029,all,All,0.831926829060459,0.579213463912919,1.084640194208,1
2019,05,029,income,Economically Disadvantaged,0.932231895629474,0.674017770920831,1.19044602033812,1
2019,05,029,income,Not Economically Disadvantaged,1.15812323647116,0.614102328047328,1.70214414489499,3
2019,05,031,all,All,0.926407884320717,0.821762166908586,1.03105360173285,1
2019,05,031,income,Economically Disadvantaged,0.9421913978516,0.822370781000751,1.06201201470245,1
2019,05,031,income,Not Economically Disadvantaged,0.949758069049319,0.800601442387066,1.09891469571157,1
2019,05,033,all,All,1.0373695628522,0.898381233944244,1.17635789176015,1
2019,05,033,income,Economically Disadvantaged,1.00226999968307,0.847483144352031,1.15705685501411,1
