year,state,county,subgroup_type,subgroup,learning_rate,learning_rate_lb,learning_rate_ub,learning_rate_quality
2019,01,001,all,All,1.08962605341927,0.942512636185257,1.23673947065327,1
2019,01,001,income,Economically Disadvantaged,1.06571285511695,0.878836857867115,1.25258885236678,1
2019,01,001,income,Not Economically Disadvantaged,1.08916529324849,0.906832988178485,1.2714975983185,1
2019,01,003,all,All,1.086284967917,1.00638401915591,1.16618591667809,1
2019,01,003,income,Economically Disadvantaged,0.973785060226533,0.867992739487281,1.07957738096578,1
2019,01,003,income,Not Economically Disadvantaged,1.10260131605923,1.00740165878153,1.19780097333693,1
2019,01,005,all,All,0.573813659057311,0.334711410286232,0.812915907828391,1
2019,01,005,income,Economically Disadvantaged,0.442522495776918,0.197350704257341,0.687694287296494,1
2019,01,005,income,Not Economically Disadvantaged,0.431027174961436,-0.124947364475094,0.987001714397966,3
2019,01,007,all,All,0.867001625303359,0.629634119436827,1.10436913116989,1
2019,01,007,income,Economically Disadvantaged,0.975428621913228,0.704274558451689,1.24658268537477,1
2019,01,007,income,Not Economically Disadvantaged,0.888745776627911,0.549060189615723,1.2284313636401,1
2019,01,009,all,All,0.825565388873394,0.676102018142571,0.975028759604217,1
2019,01,009,income,Economically Disadvantaged,0.809266665863693,0.630920765306435,0.987612566420951,1
2019,01,009,income,Not Economically Disadvantaged,0.815628326759865,0.616013485347994,1.01524316817174,1
2019,01,011,all,All,0.629972620463694,0.249326378579134,1.01061886234825,1
2019,01,011,income,Economically Disadvantaged,0.652466680060084,0.256956903455924,1.04797645666424,2
2019,01,011,income,Not Economically Disadvantaged,1.29555977595724,-2.01278862552689,4.60390817744138,3
2019,01,013,all,All,0.443480846780068,0.171679077595412,0.715282615964724,1
2019,01,013,income,Economically Disadvantaged,0.504181640531842,0.207399886775641,0.800963394288042,2
2019,01,013,income,Not Economically Disadvantaged,0.854877380603786,0.288883726461511,1.42087103474606,3
2019,01,015,all,All,0.888738121686441,0.780981591898271,0.996494651474612,1
2019,01,015,income,Economically Disadvantaged,0.84386939685145,0.719820304965037,0.967918488737863,1
2019,01,015,income,Not Economically Disadvantaged,0.877203663785098,0.713532502058177,1.04087482551202,2
2019,01,017,all,All,0.835321163192542,0.614682197855751,1.05596012852933,1
2019,01,017,income,Economically Disadvantaged,0.861460572724351,0.610887378741845,1.11203376670686,1
2019,01,017,income,Not Economically Disadvantaged,0.535202788962486,0.182381197428652,0.88802438049632,2
2019,01,019,all,All,0.71552701316632,0.479858319459011,0.951195706873629,1
2019,01,019,income,Economically Disadvantaged,0.80966121226429,0.551906172880185,1.06741625164839,1
2019,01,019,income,Not Economically Disadvantaged,0.559159973612288,0.192685999949915,0.925633947274662,1
2019,01,021,all,All,0.646706929956226,0.480093754371278,0.813320105541174,1
2019,01,021,income,Economically Disadvantaged,0.661241962657913,0.474767626235417,0.84771629908041,1
2019,01,021,income,Not Economically Disadvantaged,0.66460703394057,0.41763068022715,0.91158338765399,1
2019,01,023,all,All,0.636933433816857,0.239332269640601,1.03453459799311,1
2019,01,023,income,Economically Disadvantaged,0.646854949321994,0.180110399440503,1.11359949920348,2
2019,01,023,income,Not Economically Disadvantaged,0.806377225922317,0.208933995544137,1.4038204563005,3
2019,01,025,all,All,0.589509668110738,0.342526725613467,0.836492610608009,1
2019,01,025,income,Economically Disadvantaged,0.542947704272667,0.236863703535713,0.84903170500962,2
2019,01,025,income,Not Economically Disadvantaged,0.553665077435149,0.188317654488133,0.919012500382166,3
2019,01,027,all,All,0.932624258844957,0.612794052085004,1.25245446560491,1
2019,01,027,income,Economically Disadvantaged,0.944399530566901,0.601287041753273,1.28751201938053,1
2019,01,027,income,Not Economically Disadvantaged,0.756751326307027,0.234180834120138,1.27932181849392,1
2019,01,029,all,All,0.631973272159802,0.350117706008189,0.913828838311415,1
2019,01,029,income,Economically Disadvantaged,0.510181525514831,0.176645021896038,0.843718029133625,1
2019,01,029,income,Not Economically Disadvantaged,0.743511841053373,0.361926871439206,1.12509681066754,1
2019,01,031,all,All,0.809567658445893,0.66006627666007,0.959069040231715,1
2019,01,031,income,Economically Disadvantaged,0.721212492829118,0.528434235553791,0.913990750104446,1
2019,01,031,income,Not Economically Disadvantaged,0.839418058443585,0.657024833312049,1.02181128357512,1
2019,01,033,all,All,0.863690757556951,0.701868023743333,1.02551349137057,1
2019,01,033,income,Economically Disadvantaged,0.917601824778812,0.706420798203341,1.12878285135428,2
2019,01,033,income,Not Economically Disadvantaged,0.766027107182818,0.540990110402884,0.991064103962753,2
2019,01,035,all,All,0.858907676864869,0.47736861564871,1.24044673808103,2
2019,01,035,income,Economically Disadvantaged,0.842342067253226,0.42577206536467,1.25891206914178,3
2019,01,035,income,Not Economically Disadvantaged,0.518146026427796,-1.97508467416344,3.01137672701903,3
2019,01,037,all,All,0.995782176784323,0.567128188405144,1.4244361651635,1
2019,01,037,income,Economically Disadvantaged,0.930344716327047,0.454198193545047,1.40649123910905,1
2019,01,037,income,Not Economically Disadvantaged,0.844864984939962,0.117531840538027,1.5721981293419,3
2019,01,039,all,All,0.771906813101567,0.5924445740664,0.951369052136733,1
2019,01,039,income,Economically Disadvantaged,0.788134927542381,0.579253036889991,0.997016818194772,1
2019,01,039,income,Not Economically Disadvantaged,0.771598056876485,0.523100449878631,1.02009566387434,1
2019,01,041,all,All,0.805205491842694,0.491453157094409,1.11895782659098,1
2019,01,041,income,Economically Disadvantaged,0.630526660330836,0.256777614077496,1.00427570658418,1
2019,01,041,income,Not Economically Disadvantaged,0.580765527536566,0.134806775628376,1.02672427944476,1
2019,01,043,all,All,0.912265800521117,0.785946949527125,1.03858465151511,1
2019,01,043,income,Economically Disadvantaged,0.83034830197997,0.676052066679824,0.984644537280115,1
2019,01,043,income,Not Economically Disadvantaged,0.910941514300237,0.74688203356128,1.07500099503919,1
2019,01,045,all,All,0.800894509129641,0.618107972413586,0.983681045845696,1
2019,01,045,income,Economically Disadvantaged,0.614698249683537,0.410300892111002,0.819095607256072,1
2019,01,045,income,Not Economically Disadvantaged,1.06978101891204,0.797695656989241,1.34186638083484,1
2019,01,047,all,All,0.720892340664912,0.541388564152349,0.900396117177474,1
2019,01,047,income,Economically Disadvantaged,0.668893587620382,0.471378856939633,0.86640831830113,2
2019,01,047,income,Not Economically Disadvantaged,0.705699081122782,0.38347129121061,1.02792687103495,2
2019,01,049,all,All,0.779210324951792,0.649250542939096,0.909170106964487,1
2019,01,049,income,Economically Disadvantaged,0.711027239511986,0.55598060659084,0.866073872433132,2
2019,01,049,income,Not Economically Disadvantaged,0.707175696545064,0.499006941816371,0.915344451273758,2
2019,01,051,all,All,0.776941966249227,0.653913871247308,0.899970061251146,1
2019,01,051,income,Economically Disadvantaged,0.677968041850081,0.526300382100103,0.829635701600059,1
2019,01,051,income,Not Economically Disadvantaged,0.855271936770304,0.697574812212071,1.01296906132854,1
2019,01,053,all,All,0.764262689806794,0.572234117559238,0.95629126205435,1
2019,01,053,income,Economically Disadvantaged,0.65332471556516,0.440840366333676,0.865809064796645,1
2019,01,053,income,Not Economically Disadvantaged,0.71288120561661,0.409279695748386,1.01648271548483,1
2019,01,055,all,All,0.83032285239625,0.705758309610029,0.954887395182471,2
2019,01,055,income,Economically Disadvantaged,0.832570440660889,0.690570068296035,0.974570813025744,2
2019,01,055,income,Not Economically Disadvantaged,0.764788715627929,0.585641738930609,0.943935692325249,2
2019,01,057,all,All,0.771584028990839,0.464266820809454,1.07890123717222,1
2019,01,057,income,Economically Disadvantaged,0.576428822076118,0.208018428093473,0.944839216058764,1
2019,01,057,income,Not Economically Disadvantaged,1.00140287547684,0.593715178511057,1.40909057244262,1
2019,01,059,all,All,0.768812634932265,0.592952368370765,0.944672901493764,1
2019,01,059,income,Economically Disadvantaged,0.67874721702185,0.442453449126565,0.915040984917134,2
2019,01,059,income,Not Economically Disadvantaged,0.609696763028517,0.382700208550319,0.836693317506714,2
2019,01,061,all,All,0.774600511966016,0.553310374403323,0.995890649528709,1
2019,01,061,income,Economically Disadvantaged,0.713481228643396,0.461778282075943,0.965184175210848,1
2019,01,061,income,Not Economically Disadvantaged,0.862549728838716,0.543920861960236,1.1811785957172,1
2019,01,063,all,All,0.508638577603251,0.051726914140041,0.965550241066461,1
2019,01,063,income,Economically Disadvantaged,0.384377163308693,-0.0800921397001169,0.848846466317502,1
2019,01,063,income,Not Economically Disadvantaged,-0.202429359035572,-3.5107777605197,3.10591904244855,3
2019,01,065,all,All,0.431493039736872,0.139774464743283,0.723211614730462,1
2019,01,065,income,Economically Disadvantaged,0.401276450519791,0.0930798601602492,0.709473040879333,1
2019,01,065,income,Not Economically Disadvantaged,0.349078225345661,-0.146727516820608,0.84488396751193,1
2019,01,067,all,All,0.774725971843608,0.489700193634673,1.05975175005254,1
2019,01,067,income,Economically Disadvantaged,0.616287992263932,0.294806253230564,0.9377697312973,1
2019,01,067,income,Not Economically Disadvantaged,0.969560905670546,0.552000617780786,1.38712119356031,1
2019,01,069,all,All,0.652848443015451,0.537615958780729,0.768080927250172,1
2019,01,069,income,Economically Disadvantaged,0.600961679413465,0.472111569023427,0.729811789803502,1
2019,01,069,income,Not Economically Disadvantaged,0.653931929863329,0.482606255433426,0.825257604293232,1
2019,01,071,all,All,0.946262346349763,0.782802814510414,1.10972187818911,1
2019,01,071,income,Economically Disadvantaged,0.856253561377388,0.659326704743102,1.05318041801167,1
2019,01,071,income,Not Economically Disadvantaged,0.867940821249327,0.647648287822319,1.08823335467634,1
2019,01,073,all,All,0.76135786679301,0.716049609611473,0.806666123974548,1
2019,01,073,income,Economically Disadvantaged,0.686200257967366,0.626096819786998,0.746303696147734,2
2019,01,073,income,Not Economically Disadvantaged,0.79254355462482,0.731374053298915,0.853713055950724,2
2019,01,075,all,All,0.837897603132857,0.551508350973936,1.12428685529178,1
2019,01,075,income,Economically Disadvantaged,0.815179200677722,0.495363515511348,1.1349948858441,1
2019,01,075,income,Not Economically Disadvantaged,0.806848368202784,0.379139319975693,1.23455741642987,1
2019,01,077,all,All,0.769008967550586,0.641573526908212,0.89644440819296,1
2019,01,077,income,Economically Disadvantaged,0.725431120719118,0.565098373652967,0.88576386778527,1
2019,01,077,income,Not Economically Disadvantaged,0.675616455813757,0.515603266642209,0.835629644985304,1
2019,01,079,all,All,0.710134428652533,0.505113966028831,0.915154891276235,1
2019,01,079,income,Economically Disadvantaged,0.684065838087097,0.454119854923726,0.914011821250469,1
2019,01,079,income,Not Economically Disadvantaged,0.66963412355108,0.366762183899579,0.972506063202582,1
2019,01,081,all,All,0.743598347058886,0.651667988532218,0.835528705585555,1
2019,01,081,income,Economically Disadvantaged,0.650970481621836,0.532284033236143,0.76965693000753,1
2019,01,081,income,Not Economically Disadvantaged,0.803452181428573,0.691427060272381,0.915477302584766,1
2019,01,083,all,All,0.677113160336019,0.549583059956192,0.804643260715847,1
2019,01,083,income,Economically Disadvantaged,0.630465033767911,0.473621584192017,0.787308483343806,1
2019,01,083,income,Not Economically Disadvantaged,0.655648080918081,0.491548389425789,0.819747772410374,1
2019,01,085,all,All,1.18967542726365,0.817190662425404,1.5621601921019,1
2019,01,085,income,Economically Disadvantaged,0.918448271244489,0.514968895132967,1.32192764735601,2
2019,01,085,income,Not Economically Disadvantaged,1.24317940815679,0.47879487913744,2.00756393717614,3
2019,01,087,all,All,1.13977009323392,0.812869375272332,1.46667081119552,1
2019,01,087,income,Economically Disadvantaged,1.05173882367534,0.686099506938501,1.41737814041218,2
2019,01,087,income,Not Economically Disadvantaged,0.897960830200031,0.259025061758863,1.5368965986412,3
2019,01,089,all,All,0.778835508163569,0.716920662153087,0.840750354174051,1
2019,01,089,income,Economically Disadvantaged,0.691270385593666,0.595279338779929,0.787261432407403,2
2019,01,089,income,Not Economically Disadvantaged,0.752383669586016,0.678472973099695,0.826294366072337,2
2019,01,091,all,All,0.726738026858804,0.493027975515454,0.960448078202153,1
2019,01,091,income,Economically Disadvantaged,0.662112978295344,0.406166955724956,0.918059000865732,1
2019,01,091,income,Not Economically Disadvantaged,0.717307528904212,0.353707462023501,1.08090759578492,1
2019,01,093,all,All,0.603857444663663,0.38637029404378,0.821344595283546,1
2019,01,093,income,Economically Disadvantaged,0.567537580762155,0.319270608411287,0.815804553113023,1
2019,01,093,income,Not Economically Disadvantaged,0.584911580754864,0.27314792068562,0.896675240824107,1
2019,01,095,all,All,0.760998625360705,0.653202123192771,0.868795127528639,1
2019,01,095,income,Economically Disadvantaged,0.716397502978201,0.581278055021761,0.851516950934641,2
2019,01,095,income,Not Economically Disadvantaged,0.685198090634873,0.525383474244809,0.845012707024936,2
2019,01,097,all,All,0.739465692404752,0.681831225322026,0.797100159487478,1
2019,01,097,income,Economically Disadvantaged,0.688603593939062,0.615213633147986,0.761993554730137,2
2019,01,097,income,Not Economically Disadvantaged,0.776106157343117,0.693889536020851,0.858322778665383,2
2019,01,099,all,All,0.793832614774065,0.550348294649468,1.03731693489866,1
2019,01,099,income,Economically Disadvantaged,0.642376345508693,0.389215937986939,0.895536753030447,1
2019,01,099,income,Not Economically Disadvantaged,0.918270789837643,0.484693089486852,1.35184849018843,1
2019,01,101,all,All,0.803511478988062,0.72308574287919,0.883937215096935,1
2019,01,101,income,Economically Disadvantaged,0.725737802925439,0.625325139642981,0.826150466207896,2
2019,01,101,income,Not Economically Disadvantaged,0.777009920829406,0.660388950256535,0.893630891402277,2
2019,01,103,all,All,0.880275878717002,0.777074903380567,0.983476854053437,1
2019,01,103,income,Economically Disadvantaged,0.784270732549785,0.647640248160679,0.920901216938891,2
2019,01,103,income,Not Economically Disadvantaged,0.994901872914947,0.854361727650798,1.1354420181791,2
2019,01,105,all,All,0.802676911203882,0.402003674410058,1.20335014799771,1
2019,01,105,income,Economically Disadvantaged,0.774021480332665,0.310655230507664,1.23738773015767,2
2019,01,105,income,Not Economically Disadvantaged,0.878927328130949,0.26192692465729,1.49592773160461,3
2019,01,107,all,All,0.689106564773909,0.396446795819544,0.981766333728273,1
2019,01,107,income,Economically Disadvantaged,0.570878609302916,0.238273799318508,0.903483419287323,2
2019,01,107,income,Not Economically Disadvantaged,0.584613684179785,0.0736146116587326,1.09561275670084,2
2019,01,109,all,All,0.835238401891574,0.614326945080746,1.0561498587024,1
2019,01,109,income,Economically Disadvantaged,0.754230859771582,0.509622991219451,0.998838728323712,1
2019,01,109,income,Not Economically Disadvantaged,0.745877696952873,0.406965838312465,1.08478955559328,1
2019,01,111,all,All,0.757843199567851,0.520768205198766,0.994918193936937,1
2019,01,111,income,Economically Disadvantaged,0.721055723863836,0.450264421736925,0.991847025990746,1
2019,01,111,income,Not Economically Disadvantaged,0.785139099873912,0.44345213353497,1.12682606621285,1
2019,01,113,all,All,0.910679874056282,0.764471656388353,1.05688809172421,1
2019,01,113,income,Economically Disadvantaged,0.791510348680776,0.618797362767354,0.964223334594198,2
2019,01,113,income,Not Economically Disadvantaged,1.05548176574152,0.812306908840456,1.29865662264258,2
2019,01,115,all,All,0.901977836052099,0.777376193290897,1.0265794788133,1
2019,01,115,income,Economically Disadvantaged,0.833267077465793,0.674877184186243,0.991656970745344,1
2019,01,115,income,Not Economically Disadvantaged,0.916427319774383,0.761952016351572,1.07090262319719,1
2019,01,117,all,All,0.88809389349978,0.813744117968175,0.962443669031385,1
2019,01,117,income,Economically Disadvantaged,0.818932704852005,0.700985120293856,0.936880289410153,1
2019,01,117,income,Not Economically Disadvantaged,0.900437200191029,0.821929808346092,0.978944592035967,1
2019,01,119,all,All,0.937487015801544,0.59240211860001,1.28257191300308,1
2019,01,119,income,Economically Disadvantaged,0.844001377136203,0.468562217995027,1.21944053627738,2
2019,01,119,income,Not Economically Disadvantaged,1.56645385702034,0.739550859211828,2.39335685482884,3
2019,01,121,all,All,0.797862042378939,0.666773470923142,0.928950613834736,1
2019,01,121,income,Economically Disadvantaged,0.769725318008671,0.631090757319515,0.908359878697827,1
2019,01,121,income,Not Economically Disadvantaged,0.695855665602701,0.473088551220017,0.918622779985385,1
2019,01,123,all,All,0.792569638351094,0.599810651230746,0.985328625471442,1
2019,01,123,income,Economically Disadvantaged,0.797647406567831,0.584336820453806,1.01095799268186,1
2019,01,123,income,Not Economically Disadvantaged,0.68481836598394,0.390102992744738,0.979533739223141,1
2019,01,125,all,All,0.60409168965649,0.518812037233781,0.6893713420792,1
2019,01,125,income,Economically Disadvantaged,0.526490749247937,0.413871191807314,0.639110306688559,2
2019,01,125,income,Not Economically Disadvantaged,0.62320241643717,0.506491039449313,0.739913793425027,2
2019,01,127,all,All,0.804533064122951,0.661854510299102,0.9472116179468,1
2019,01,127,income,Economically Disadvantaged,0.76357499501941,0.59974530387168,0.92740468616714,1
2019,01,127,income,Not Economically Disadvantaged,0.801185692931822,0.598734648088228,1.00363673777542,1
2019,01,129,all,All,0.871337241107145,0.606125403812052,1.13654907840224,1
2019,01,129,income,Economically Disadvantaged,1.0008138849162,0.673735156801621,1.32789261303079,2
2019,01,129,income,Not Economically Disadvantaged,0.840188335985999,0.451691232392404,1.22868543957959,2
2019,01,131,all,All,0.463630840275739,0.0946515741156622,0.832610106435815,1
2019,01,131,income,Economically Disadvantaged,0.438208372416892,0.0246071999633034,0.851809544870481,2
2019,01,131,income,Not Economically Disadvantaged,0.757636987234378,0.128506728105968,1.38676724636279,3
2019,01,133,all,All,0.82145156826282,0.591401816611305,1.05150131991434,1
2019,01,133,income,Economically Disadvantaged,0.752607505423986,0.48904436414009,1.01617064670788,1
2019,01,133,income,Not Economically Disadvantaged,0.846345603001736,0.519085461554936,1.17360574444854,1
2019,02,016,all,All,,,,
2019,02,016,income,Not Economically Disadvantaged,,,,
2019,02,020,all,All,,,,
2019,02,020,income,Economically Disadvantaged,,,,
2019,02,020,income,Not Economically Disadvantaged,,,,
2019,02,050,all,All,,,,
2019,02,050,income,Economically Disadvantaged,,,,
2019,02,050,income,Not Economically Disadvantaged,,,,
2019,02,070,all,All,,,,
2019,02,070,income,Economically Disadvantaged,,,,
2019,02,070,income,Not Economically Disadvantaged,,,,
2019,02,110,all,All,,,,
2019,02,110,income,Economically Disadvantaged,,,,
2019,02,110,income,Not Economically Disadvantaged,,,,
