year,state,county,subgroup_type,subgroup,learning_rate,learning_rate_lb,learning_rate_ub,learning_rate_quality
2019,01,001,all,All,1.08962605341927,0.942512636185257,1.23673947065327,1
2019,01,001,gender,Female,1.05021454218208,0.891304942357774,1.20912414200638,1
2019,01,001,gender,Male,1.11439277804978,0.945547285020006,1.28323827107955,1
2019,01,003,all,All,1.086284967917,1.00638401915591,1.16618591667809,1
2019,01,003,gender,Female,1.07848729149883,0.99145666701829,1.16551791597938,1
2019,01,003,gender,Male,1.09100243210806,1.00004681407589,1.18195805014024,1
2019,01,005,all,All,0.573813659057311,0.334711410286232,0.812915907828391,1
2019,01,005,gender,Female,0.65475023961109,0.401963223979383,0.907537255242798,1
2019,01,005,gender,Male,0.49984509605058,0.219459052457835,0.780231139643325,1
2019,01,007,all,All,0.867001625303359,0.629634119436827,1.10436913116989,1
2019,01,007,gender,Female,0.990415667243063,0.728675452758914,1.25215588172721,1
2019,01,007,gender,Male,0.753828421619119,0.486655345277442,1.0210014979608,1
2019,01,009,all,All,0.825565388873394,0.676102018142571,0.975028759604217,1
2019,01,009,gender,Female,0.826512202696526,0.669899271055411,0.983125134337641,1
2019,01,009,gender,Male,0.830551931540837,0.653604780142768,1.00749908293891,1
2019,01,011,all,All,0.629972620463694,0.249326378579134,1.01061886234825,1
2019,01,011,gender,Female,0.374869182748193,-0.0477271946791478,0.797465560175534,1
2019,01,011,gender,Male,0.67904992790097,0.252768969968752,1.10533088583319,1
2019,01,013,all,All,0.443480846780068,0.171679077595412,0.715282615964724,1
2019,01,013,gender,Female,0.577913867268584,0.254801639043904,0.901026095493264,1
2019,01,013,gender,Male,0.227949808813616,-0.0604908116148629,0.516390429242096,1
2019,01,015,all,All,0.888738121686441,0.780981591898271,0.996494651474612,1
2019,01,015,gender,Female,0.943658252578489,0.823555940372358,1.06376056478462,1
2019,01,015,gender,Male,0.843836511584442,0.723687532724636,0.963985490444247,1
2019,01,017,all,All,0.835321163192542,0.614682197855751,1.05596012852933,1
2019,01,017,gender,Female,0.80750460680643,0.57688380503184,1.03812540858102,1
2019,01,017,gender,Male,0.85977926161061,0.597860985814619,1.1216975374066,1
2019,01,019,all,All,0.71552701316632,0.479858319459011,0.951195706873629,1
2019,01,019,gender,Female,0.777515105202921,0.527795708097205,1.02723450230864,1
2019,01,019,gender,Male,0.657113269378887,0.381229072783407,0.932997465974367,1
2019,01,021,all,All,0.646706929956226,0.480093754371278,0.813320105541174,1
2019,01,021,gender,Female,0.744822356592611,0.560963275291391,0.928681437893831,1
2019,01,021,gender,Male,0.532923113415636,0.345515339630049,0.720330887201224,1
2019,01,023,all,All,0.636933433816857,0.239332269640601,1.03453459799311,1
2019,01,023,gender,Female,0.636128551433627,0.19765534355295,1.0746017593143,1
2019,01,023,gender,Male,0.786429279900732,0.338955234667891,1.23390332513357,1
2019,01,025,all,All,0.589509668110738,0.342526725613467,0.836492610608009,1
2019,01,025,gender,Female,0.630315776153548,0.354619356838513,0.906012195468583,1
2019,01,025,gender,Male,0.563820968804409,0.288753014382825,0.838888923225992,1
