year,state,place,subgroup_type,subgroup,learning_rate,learning_rate_lb,learning_rate_ub,learning_rate_quality
2019,06,16532,income,Economically Disadvantaged,1.17288632614435,1.13049249314126,1.21528015914743,1
2019,06,16532,income,Not Economically Disadvantaged,1.03832351098138,1.00027009728789,1.07637692467488,1
2019,06,17918,all,All,1.02771147983991,0.970048775273058,1.08537418440677,1
2019,06,17918,income,Economically Disadvantaged,1.06480783377815,0.995718870045246,1.13389679751106,1
2019,06,17918,income,Not Economically Disadvantaged,0.905622968917726,0.838876115727834,0.972369822107617,1
2019,06,19766,all,All,0.843825603121829,0.811435073615849,0.87621613262781,1
2019,06,19766,income,Economically Disadvantaged,0.846692244407086,0.811165231332014,0.882219257482157,1
2019,06,19766,income,Not Economically Disadvantaged,0.812397517733106,0.758714163989633,0.866080871476579,1
2019,06,21712,all,All,0.937175546930376,0.905318119770894,0.969032974089857,1
2019,06,21712,income,Economically Disadvantaged,0.937778286493319,0.90581983405915,0.969736738927489,1
2019,06,21712,income,Not Economically Disadvantaged,0.920976590375547,0.87848589159023,0.963467289160864,1
2019,06,22020,all,All,1.03738149899047,1.01919392450527,1.05556907347567,1
2019,06,22020,income,Economically Disadvantaged,1.0241367551661,1.00163597984725,1.04663753048494,1
2019,06,22020,income,Not Economically Disadvantaged,1.01065018438983,0.986846923296604,1.03445344548306,1
2019,06,22230,all,All,1.33882298901524,1.29518200531595,1.38246397271453,1
2019,06,22230,income,Economically Disadvantaged,1.34850664185904,1.30588512477424,1.39112815894384,1
2019,06,22230,income,Not Economically Disadvantaged,1.41745472293325,1.26747724029636,1.56743220557013,1
2019,06,22804,all,All,1.16727701893641,1.13640202597736,1.19815201189545,1
2019,06,22804,income,Economically Disadvantaged,1.1826795974762,1.15216566606804,1.21319352888436,1
2019,06,22804,income,Not Economically Disadvantaged,1.10547497468333,1.04752479851983,1.16342515084683,1
2019,06,23182,all,All,1.03446457144697,0.997075202318978,1.07185394057496,1
2019,06,23182,income,Economically Disadvantaged,0.998408116436421,0.954039257370965,1.04277697550188,1
2019,06,23182,income,Not Economically Disadvantaged,1.0998102298221,1.0494645704367,1.15015588920751,1
2019,06,24680,all,All,1.16232870380943,1.13893875687008,1.18571865074879,1
2019,06,24680,income,Economically Disadvantaged,1.17274439763962,1.14946810210076,1.19602069317849,1
2019,06,24680,income,Not Economically Disadvantaged,1.11621822899913,1.05429158727919,1.17814487071907,1
2019,06,26000,all,All,1.0979798502628,1.07301612667919,1.12294357384642,1
2019,06,26000,income,Economically Disadvantaged,1.08315711239173,1.03228212261394,1.13403210216952,1
2019,06,26000,income,Not Economically Disadvantaged,1.1244691519749,1.10059294943017,1.14834535451962,1
2019,06,27000,all,All,1.15451292432949,1.1284748269557,1.18055102170328,1
2019,06,27000,income,Economically Disadvantaged,1.15479872264799,1.12831253043274,1.18128491486324,1
2019,06,27000,income,Not Economically Disadvantaged,1.22635868149553,1.17950454195243,1.27321282103863,1
2019,06,28000,all,All,1.13242390077483,1.0994490287079,1.16539877284176,1
2019,06,28000,income,Economically Disadvantaged,1.19886436481225,1.15493836170134,1.24279036792316,1
2019,06,28000,income,Not Economically Disadvantaged,1.01623479445717,0.976673234457756,1.05579635445657,1
2019,06,29000,all,All,1.34291568876424,1.32097210480331,1.36485927272517,1
2019,06,29000,income,Economically Disadvantaged,1.3706677518635,1.34659173057715,1.39474377314985,1
2019,06,29000,income,Not Economically Disadvantaged,1.14166536288359,1.10524004548561,1.17809068028157,1
2019,06,30000,all,All,1.01977550842145,0.989901191066454,1.04964982577645,1
2019,06,30000,income,Economically Disadvantaged,1.02001854429032,0.981496417621434,1.0585406709592,1
2019,06,30000,income,Not Economically Disadvantaged,1.09649456418325,1.05931228575991,1.13367684260659,1
2019,06,32548,all,All,1.16842431705298,1.10491398873851,1.23193464536744,1
2019,06,32548,income,Economically Disadvantaged,1.21013336742515,1.15113982306261,1.26912691178769,1
2019,06,32548,income,Not Economically Disadvantaged,0.996102590186702,0.836233759625622,1.15597142074778,1
2019,06,33000,all,All,1.10556171729905,1.07549534249733,1.13562809210077,1
2019,06,33000,income,Economically Disadvantaged,1.12708222732071,1.09228367941507,1.16188077522636,1
2019,06,33000,income,Not Economically Disadvantaged,1.16809145404023,1.12376817316434,1.21241473491611,1
2019,06,33182,all,All,1.00604797983291,0.97475749813387,1.03733846153195,1
2019,06,33182,income,Economically Disadvantaged,0.990604827749879,0.957827074144608,1.02338258135515,1
2019,06,33182,income,Not Economically Disadvantaged,1.4872759382915,1.42505920117026,1.54949267541273,1
2019,06,33434,all,All,0.903746778215204,0.873904949673023,0.933588606757386,1
2019,06,33434,income,Economically Disadvantaged,0.918282651698449,0.886422588097927,0.950142715298972,1
2019,06,33434,income,Not Economically Disadvantaged,0.938340815538369,0.884386929282221,0.992294701794517,1
2019,06,36000,all,All,1.01804273244212,0.974273925467678,1.06181153941656,1
2019,06,36000,income,Economically Disadvantaged,1.16877058460049,1.10033494521331,1.23720622398767,1
2019,06,36000,income,Not Economically Disadvantaged,0.974630229071896,0.928990100566301,1.02027035757749,1
2019,06,36546,all,All,1.06443004670878,1.02570903716063,1.10315105625693,1
2019,06,36546,income,Economically Disadvantaged,1.0301214917378,0.990924173781809,1.06931880969379,1
2019,06,36546,income,Not Economically Disadvantaged,1.23577188388931,1.13838736772168,1.33315640005694,1
2019,06,36770,all,All,0.995672348849247,0.970787078107089,1.0205576195914,1
2019,06,36770,income,Economically Disadvantaged,1.157145415726,1.09531384876054,1.21897698269146,1
2019,06,36770,income,Not Economically Disadvantaged,1.03103027819724,1.00815087301457,1.0539096833799,1
2019,06,37692,all,All,1.08853779986858,1.05577625074839,1.12129934898878,1
2019,06,37692,income,Economically Disadvantaged,1.07973593956364,1.04556074288391,1.11391113624336,1
2019,06,37692,income,Not Economically Disadvantaged,1.02741354427838,0.962375321736121,1.09245176682065,1
2019,06,40130,all,All,1.09718387983851,1.05881271774464,1.13555504193239,1
2019,06,40130,income,Economically Disadvantaged,1.11896448674193,1.07999398160439,1.15793499187946,1
2019,06,40130,income,Not Economically Disadvantaged,0.977475262887081,0.890532805840531,1.06441771993363,1
2019,06,41992,all,All,1.05655968531867,1.01759498008064,1.09552439055669,1
2019,06,41992,income,Economically Disadvantaged,1.17007482777366,1.10000525643593,1.24014439911138,1
2019,06,41992,income,Not Economically Disadvantaged,1.04826875360493,1.00948390208915,1.0870536051207,1
2019,06,43000,all,All,1.21405738926969,1.19704505511291,1.23106972342646,1
2019,06,43000,income,Economically Disadvantaged,1.19965011025527,1.1806496546043,1.21865056590624,1
2019,06,43000,income,Not Economically Disadvantaged,1.21762618471788,1.19074428746556,1.24450808197019,1
2019,06,44000,all,All,1.06706969809515,1.06119442511849,1.0729449710718,1
2019,06,44000,income,Economically Disadvantaged,1.08285680529405,1.07671282591142,1.08900078467668,1
2019,06,44000,income,Not Economically Disadvantaged,1.05912831214488,1.04692715435285,1.0713294699369,1
2019,06,45484,all,All,1.26400418804479,1.23458578496456,1.29342259112502,1
2019,06,45484,income,Economically Disadvantaged,1.2887770423297,1.25530476752116,1.32224931713825,1
2019,06,45484,income,Not Economically Disadvantaged,1.23696029833728,1.19239556648035,1.28152503019422,1
2019,06,46842,all,All,1.05234541978861,1.01552603963838,1.08916479993884,1
2019,06,46842,income,Economically Disadvantaged,1.06608050642141,1.01383948771959,1.11832152512323,1
2019,06,46842,income,Not Economically Disadvantaged,1.10805454370274,1.06596946045036,1.15013962695512,1
2019,06,46898,all,All,0.987776408895032,0.939405315848442,1.03614750194162,1
2019,06,46898,income,Economically Disadvantaged,0.97948085799708,0.930236923274509,1.02872479271965,1
2019,06,46898,income,Not Economically Disadvantaged,0.849827084980066,0.750228826630898,0.949425343329234,1
2019,06,47766,all,All,1.2295692085884,1.18383096766764,1.27530744950915,1
2019,06,47766,income,Economically Disadvantaged,1.21022981637965,1.13808162535301,1.28237800740629,1
2019,06,47766,income,Not Economically Disadvantaged,1.27415906489387,1.22577522713843,1.32254290264932,1
2019,06,48256,all,All,1.02735544231908,0.998867413946103,1.05584347069205,1
2019,06,48256,income,Economically Disadvantaged,1.21842629507505,1.17173635729241,1.2651162328577,1
2019,06,48256,income,Not Economically Disadvantaged,0.965677755781846,0.936153885629691,0.995201625934001,1
2019,06,48354,all,All,1.17355459984653,1.12590846979915,1.22120072989391,1
2019,06,48354,income,Economically Disadvantaged,1.14613093823171,1.10003900952758,1.19222286693584,1
2019,06,48354,income,Not Economically Disadvantaged,1.25196878269324,1.1784456113981,1.32549195398839,1
2019,06,49270,all,All,0.911989856967652,0.887470251697068,0.936509462238236,1
2019,06,49270,income,Economically Disadvantaged,0.945165005310122,0.920574239047734,0.969755771572511,1
2019,06,49270,income,Not Economically Disadvantaged,0.804378614382763,0.742033788654216,0.866723440111311,1
2019,06,49670,all,All,1.02615283098879,0.971151175179216,1.08115448679836,1
2019,06,49670,income,Economically Disadvantaged,1.21690568748702,1.13518055529406,1.29863081967999,1
2019,06,49670,income,Not Economically Disadvantaged,0.917018461537063,0.853034315510273,0.981002607563853,1
2019,06,50076,all,All,0.989503690650864,0.958335666555552,1.02067171474618,1
2019,06,50076,income,Economically Disadvantaged,1.04712490031198,0.999072853884368,1.0951769467396,1
2019,06,50076,income,Not Economically Disadvantaged,0.954777072801199,0.921391462872184,0.988162682730214,1
2019,06,50258,all,All,0.936593886829549,0.902719713461622,0.970468060197476,1
2019,06,50258,income,Economically Disadvantaged,0.966433666704094,0.923819305931035,1.00904802747715,1
2019,06,50258,income,Not Economically Disadvantaged,0.903757590193155,0.860405353071566,0.947109827314743,1
2019,06,52526,all,All,0.836273093774081,0.80106405059709,0.871482136951071,1
2019,06,52526,income,Economically Disadvantaged,0.851828411274458,0.813145107356643,0.890511715192274,1
2019,06,52526,income,Not Economically Disadvantaged,0.877309165844209,0.818952049578667,0.935666282109751,1
2019,06,53000,all,All,1.09600057564805,1.07552226458445,1.11647888671164,1
2019,06,53000,income,Economically Disadvantaged,1.14736772343359,1.12526172430926,1.16947372255792,1
2019,06,53000,income,Not Economically Disadvantaged,0.790905318070342,0.739015635685417,0.842795000455266,1
2019,06,53322,all,All,1.14549576677117,1.11107882215494,1.17991271138739,1
2019,06,53322,income,Economically Disadvantaged,1.19039491573971,1.15035159907257,1.23043823240684,1
2019,06,53322,income,Not Economically Disadvantaged,0.97234501550493,0.922545081849845,1.02214494916002,1
2019,06,53896,all,All,1.26157648424701,1.23016658727744,1.29298638121659,1
2019,06,53896,income,Economically Disadvantaged,1.28917428746279,1.25372548023226,1.32462309469332,1
2019,06,53896,income,Not Economically Disadvantaged,1.54054174206745,1.48459699898659,1.59648648514831,1
2019,06,53980,all,All,1.0523674677749,1.02469107261889,1.0800438629309,1
2019,06,53980,income,Economically Disadvantaged,1.08626028907471,1.04928620937988,1.12323436876954,1
2019,06,53980,income,Not Economically Disadvantaged,1.02491283749237,0.991809723840804,1.05801595114393,1
2019,06,54652,all,All,1.16701376633228,1.127914038051,1.20611349461356,1
2019,06,54652,income,Economically Disadvantaged,1.16168514799807,1.12170052465473,1.20166977134141,1
2019,06,54652,income,Not Economically Disadvantaged,0.987179669003388,0.900830907541369,1.07352843046541,1
2019,06,55156,all,All,0.979230158778159,0.947295148693153,1.01116516886317,1
2019,06,55156,income,Economically Disadvantaged,0.971108035493635,0.938729343513902,1.00348672747337,1
2019,06,55156,income,Not Economically Disadvantaged,1.10215239242071,1.03845274401332,1.1658520408281,1
2019,06,56000,all,All,0.857851061569973,0.824022362894868,0.891679760245078,1
2019,06,56000,income,Economically Disadvantaged,0.816955889517849,0.776540376374519,0.857371402661178,1
2019,06,56000,income,Not Economically Disadvantaged,0.838393565006581,0.791701124236212,0.885086005776949,1
2019,06,56700,all,All,0.934425364160991,0.898797916428596,0.970052811893387,1
2019,06,56700,income,Economically Disadvantaged,0.950586502280822,0.914925974803663,0.986247029757981,1
2019,06,56700,income,Not Economically Disadvantaged,0.912582157442596,0.822479291787739,1.00268502309745,1
2019,06,57456,all,All,0.891368214195181,0.848887699088208,0.933848729302153,1
2019,06,57456,income,Economically Disadvantaged,0.920205340247192,0.876681360919549,0.963729319574836,1
2019,06,57456,income,Not Economically Disadvantaged,0.768732707301739,0.676873186773877,0.860592227829602,1
2019,06,57792,all,All,0.915708465621357,0.877024159505451,0.954392771737262,1
2019,06,57792,income,Economically Disadvantaged,0.866695834773491,0.748034134454711,0.985357535092271,1
2019,06,57792,income,Not Economically Disadvantaged,0.935490158387574,0.901028728835069,0.96995158794008,1
2019,06,58072,all,All,1.11479109177549,1.08550251508101,1.14407966846997,1
2019,06,58072,income,Economically Disadvantaged,1.15754866516638,1.12818165488028,1.18691567545249,1
2019,06,58072,income,Not Economically Disadvantaged,1.06842423288067,0.993841921134647,1.14300654462669,1
2019,06,59444,all,All,1.00543543176926,0.972702330669921,1.0381685328686,1
2019,06,59444,income,Economically Disadvantaged,0.890661925572388,0.819241636646969,0.962082214497806,1
2019,06,59444,income,Not Economically Disadvantaged,0.93547636772457,0.900759957066012,0.970192778383128,1
2019,06,59451,all,All,1.1446663437416,1.08220927827874,1.20712340920446,1
2019,06,59451,income,Economically Disadvantaged,1.14102641204908,1.06653577050127,1.21551705359688,1
2019,06,59451,income,Not Economically Disadvantaged,1.1332619323358,1.04797563067558,1.21854823399602,1
2019,06,59920,all,All,0.922214760500647,0.840340537641944,1.00408898335935,1
2019,06,59920,income,Economically Disadvantaged,0.915221551915911,0.812153144644118,1.0182899591877,1
2019,06,59920,income,Not Economically Disadvantaged,0.893995350617022,0.783199420574377,1.00479128065967,1
2019,06,60102,all,All,1.28633224066024,1.24517222227031,1.32749225905018,1
2019,06,60102,income,Economically Disadvantaged,1.16361783004711,1.11379395564695,1.21344170444728,1
2019,06,60102,income,Not Economically Disadvantaged,1.57085579081833,1.51507603855954,1.62663554307711,1
2019,06,60466,all,All,0.802614535069798,0.774146601012264,0.831082469127331,1
2019,06,60466,income,Economically Disadvantaged,0.818183658991561,0.789735224035498,0.846632093947623,1
2019,06,60466,income,Not Economically Disadvantaged,0.788679190489586,0.715603811276637,0.861754569702536,1
2019,06,60620,all,All,1.01073262710306,0.985282152413307,1.0361831017928,1
2019,06,60620,income,Economically Disadvantaged,1.01413985180571,0.986580773318595,1.04169893029283,1
2019,06,60620,income,Not Economically Disadvantaged,0.871018499313991,0.827183217318755,0.914853781309226,1
2019,06,62000,all,All,1.10022050041541,1.07643351638291,1.12400748444791,1
2019,06,62000,income,Economically Disadvantaged,1.10462998782158,1.07805321255898,1.13120676308418,1
2019,06,62000,income,Not Economically Disadvantaged,1.04638513129678,1.00916785607879,1.08360240651477,1
2019,06,62938,all,All,0.917355983536226,0.877424247761663,0.95728771931079,1
2019,06,62938,income,Economically Disadvantaged,1.01506753967513,0.952512656536879,1.07762242281338,1
2019,06,62938,income,Not Economically Disadvantaged,0.911319960371771,0.868997375467545,0.953642545275997,1
2019,06,64000,all,All,1.19705134969267,1.16852680847432,1.22557589091102,1
2019,06,64000,income,Economically Disadvantaged,1.17851056235037,1.14611742535639,1.21090369934435,1
2019,06,64000,income,Not Economically Disadvantaged,1.24877783090776,1.20685158496334,1.29070407685218,1
2019,06,64224,all,All,1.33554909568222,1.2921086537227,1.37898953764174,1
2019,06,64224,income,Economically Disadvantaged,1.35031251454851,1.30902524751609,1.39159978158094,1
2019,06,64224,income,Not Economically Disadvantaged,1.16313791044922,1.05786777256035,1.26840804833808,1
2019,06,65000,all,All,1.32736029411643,1.30811743451623,1.34660315371664,1
2019,06,65000,income,Economically Disadvantaged,1.32598408100729,1.30707839919118,1.34488976282341,1
2019,06,65000,income,Not Economically Disadvantaged,1.21132192223221,1.15342611007854,1.26921773438587,1
2019,06,65042,all,All,0.984972784942119,0.950707789363306,1.01923778052093,1
2019,06,65042,income,Economically Disadvantaged,1.07448409418821,1.03016679520502,1.1188013931714,1
2019,06,65042,income,Not Economically Disadvantaged,1.04663836052186,1.00396440011378,1.08931232092994,1
