year,state,place,subgroup_type,subgroup,learning_rate,learning_rate_lb,learning_rate_ub,learning_rate_quality
2019,01,03076,all,All,0.767704088946861,0.717293633040003,0.818114544853719,1
2019,01,03076,income,Economically Disadvantaged,0.56125347470534,0.476163481593186,0.646343467817494,1
2019,01,03076,income,Not Economically Disadvantaged,0.783642937296666,0.732048787601844,0.835237086991488,1
2019,01,07000,all,All,0.705543998342209,0.67231144432415,0.738776552360267,1
2019,01,07000,income,Economically Disadvantaged,0.621921942460655,0.586354986045966,0.657488898875343,1
2019,01,07000,income,Not Economically Disadvantaged,0.791229880326736,0.739611871646578,0.842847889006895,1
2019,01,35896,all,All,1.02188482594291,0.982292664512661,1.06147698737316,1
2019,01,35896,income,Economically Disadvantaged,0.961046900703808,0.890057672073983,1.03203612933363,1
2019,01,35896,income,Not Economically Disadvantaged,1.05781194421883,1.01836299739545,1.09726089104221,1
2019,01,37000,all,All,0.753754470217065,0.721642803879459,0.78586613655467,1
2019,01,37000,income,Economically Disadvantaged,0.676943941399976,0.629319274645504,0.724568608154448,1
2019,01,37000,income,Not Economically Disadvantaged,0.749905541396644,0.712221792270763,0.787589290522525,1
2019,01,50000,all,All,0.712847631866187,0.693065768437949,0.732629495294424,1
2019,01,50000,income,Economically Disadvantaged,0.667755770550599,0.64171890027917,0.693792640822028,1
2019,01,50000,income,Not Economically Disadvantaged,0.756296288503943,0.728614147193862,0.783978429814025,1
2019,01,51000,all,All,0.77152080961083,0.744597846683839,0.798443772537821,1
2019,01,51000,income,Economically Disadvantaged,0.731561167036384,0.697186175844623,0.765936158228146,1
2019,01,51000,income,Not Economically Disadvantaged,0.74546289140066,0.706951215646767,0.783974567154554,1
2019,01,77256,all,All,0.60695781905315,0.567785350539629,0.64613028756667,1
2019,01,77256,income,Economically Disadvantaged,0.52509865403851,0.471259407632577,0.578937900444443,1
2019,01,77256,income,Not Economically Disadvantaged,0.625220348844602,0.572932191162997,0.677508506526206,1
2019,02,03000,all,All,,,,
2019,02,03000,income,Economically Disadvantaged,,,,
2019,02,03000,income,Not Economically Disadvantaged,,,,
2019,04,04720,all,All,1.22458271829013,1.17825482702526,1.27091060955499,1
2019,04,04720,income,Economically Disadvantaged,1.27108674280549,1.22127426426448,1.32089922134651,1
2019,04,04720,income,Not Economically Disadvantaged,1.04308380950597,0.960394234484267,1.12577338452768,1
2019,04,07940,all,All,0.816639310431852,0.76445381231908,0.868824808544625,1
2019,04,07940,income,Economically Disadvantaged,0.751707049770194,0.673321650121402,0.830092449418986,1
2019,04,07940,income,Not Economically Disadvantaged,0.685974416461336,0.627400497938921,0.744548334983751,1
2019,04,12000,all,All,0.885007507791307,0.864830174589453,0.90518484099316,1
2019,04,12000,income,Economically Disadvantaged,0.953334708317429,0.916868909160011,0.989800507474848,1
2019,04,12000,income,Not Economically Disadvantaged,0.825958846021323,0.805893799688659,0.846023892353987,1
2019,04,23620,all,All,1.04785344670304,1.00284313567395,1.09286375773213,1
2019,04,23620,income,Economically Disadvantaged,0.995684744755696,0.931882413167408,1.05948707634398,1
2019,04,23620,income,Not Economically Disadvantaged,0.998740056793418,0.94754108133858,1.04993903224826,1
2019,04,27400,all,All,0.886359115727775,0.860420385297397,0.912297846158152,1
2019,04,27400,income,Economically Disadvantaged,0.919841894254036,0.851857514269108,0.987826274238964,1
2019,04,27400,income,Not Economically Disadvantaged,0.960177208266865,0.935996805899733,0.984357610633996,1
2019,04,27820,all,All,1.00235845288101,0.977277280750637,1.02743962501138,1
2019,04,27820,income,Economically Disadvantaged,1.04372946643715,1.01522364427927,1.07223528859502,1
2019,04,27820,income,Not Economically Disadvantaged,0.938639563732391,0.904336070480147,0.972943056984635,1
2019,04,46000,all,All,1.01263725717634,0.995379097800553,1.02989541655214,1
2019,04,46000,income,Economically Disadvantaged,0.996357909056416,0.975228642136888,1.01748717597594,1
2019,04,46000,income,Not Economically Disadvantaged,0.872571860491215,0.848238143043503,0.896905577938927,1
2019,04,55000,all,All,1.01819939535203,0.983898684114468,1.0525001065896,1
2019,04,55000,income,Economically Disadvantaged,1.02347780450689,0.978745584646517,1.06821002436727,1
2019,04,55000,income,Not Economically Disadvantaged,0.956550913836373,0.917474997898311,0.995626829774436,1
2019,04,65000,all,All,0.927063664565212,0.892407482011226,0.961719847119197,1
2019,04,65000,income,Economically Disadvantaged,0.996031445995541,0.934068858933669,1.05799403305741,1
2019,04,65000,income,Not Economically Disadvantaged,0.869472758875676,0.833041051666266,0.905904466085086,1
2019,04,71510,all,All,1.09777841331174,1.07201943791928,1.1235373887042,1
2019,04,71510,income,Economically Disadvantaged,1.20431248024148,1.16582864195366,1.2427963185293,1
2019,04,71510,income,Not Economically Disadvantaged,0.899441605879442,0.869860491357519,0.929022720401365,1
2019,04,73000,all,All,0.977605464386369,0.947697071971961,1.00751385680078,1
2019,04,73000,income,Economically Disadvantaged,0.945206899275642,0.904000570658448,0.986413227892836,1
2019,04,73000,income,Not Economically Disadvantaged,0.942435911093749,0.909457094212886,0.975414727974613,1
2019,04,77000,all,All,0.943437317922846,0.909763905032937,0.977110730812754,1
2019,04,77000,income,Economically Disadvantaged,0.958202136966478,0.918957126739951,0.997447147193005,1
2019,04,77000,income,Not Economically Disadvantaged,0.776129870596322,0.72907178712157,0.823187954071074,1
2019,04,85540,all,All,0.929382833812583,0.885985391153836,0.972780276471329,1
2019,04,85540,income,Economically Disadvantaged,0.959771780938402,0.913163077745483,1.00638048413132,1
2019,04,85540,income,Not Economically Disadvantaged,1.01194519865212,0.902070583427055,1.12181981387718,2
2019,05,23290,all,All,0.843918979501852,0.796193504987761,0.891644454015943,1
2019,05,23290,income,Economically Disadvantaged,0.740237243710288,0.672368080776477,0.808106406644099,1
2019,05,23290,income,Not Economically Disadvantaged,0.94672551069132,0.892692842285799,1.00075817909684,1
2019,05,24550,all,All,1.04590996494734,1.00604815132159,1.0857717785731,1
2019,05,24550,income,Economically Disadvantaged,1.01447057856028,0.971217476883505,1.05772368023705,1
2019,05,24550,income,Not Economically Disadvantaged,1.02384372873197,0.955489754231085,1.09219770323286,1
2019,05,35710,all,All,0.998075839360715,0.921239005011275,1.07491267371015,1
2019,05,35710,income,Economically Disadvantaged,1.03040851641222,0.94633715458374,1.1144798782407,1
2019,05,35710,income,Not Economically Disadvantaged,1.05477099759584,0.900537427286596,1.20900456790509,1
2019,05,41000,all,All,0.597987199578079,0.566026983702437,0.629947415453721,1
2019,05,41000,income,Economically Disadvantaged,0.551695395782796,0.514581367183894,0.588809424381698,1
2019,05,41000,income,Not Economically Disadvantaged,0.634552876747576,0.588298289737281,0.680807463757871,1
2019,05,66080,all,All,1.03462223261559,1.00405461625706,1.06518984897412,1
2019,05,66080,income,Economically Disadvantaged,0.988981284256516,0.954318113652033,1.023644454861,1
2019,05,66080,income,Not Economically Disadvantaged,1.0199039083224,0.972861125410404,1.0669466912344,1
2019,06,00562,all,All,0.990363307717049,0.944257747523645,1.03646886791045,1
2019,06,00562,income,Economically Disadvantaged,1.03588776984733,0.959556772390322,1.11221876730433,1
2019,06,00562,income,Not Economically Disadvantaged,1.0341941906435,0.986514118304382,1.08187426298261,1
2019,06,00884,all,All,1.11488890225705,1.07573150468574,1.15404629982836,1
2019,06,00884,income,Economically Disadvantaged,1.16091196744422,1.11498384623305,1.20684008865538,1
2019,06,00884,income,Not Economically Disadvantaged,0.997433922102749,0.941616052196661,1.05325179200884,1
2019,06,02000,all,All,0.992133318751127,0.956752142578571,1.02751449492368,1
2019,06,02000,income,Economically Disadvantaged,0.995665771996261,0.960465907501663,1.03086563649086,1
2019,06,02000,income,Not Economically Disadvantaged,1.16925932193017,1.07341825244038,1.26510039141996,1
2019,06,02252,all,All,0.89059565663651,0.855334625099602,0.925856688173418,1
2019,06,02252,income,Economically Disadvantaged,0.883996097785118,0.844928289681293,0.923063905888944,1
2019,06,02252,income,Not Economically Disadvantaged,0.82441220924453,0.767342781619171,0.881481636869891,1
2019,06,02364,all,All,0.85077051082085,0.812725458035754,0.888815563605946,1
2019,06,02364,income,Economically Disadvantaged,0.861968453223035,0.818951632174237,0.904985274271833,1
2019,06,02364,income,Not Economically Disadvantaged,0.901696892244895,0.843214394952952,0.960179389536837,1
2019,06,03526,all,All,1.14353020747099,1.10282257481563,1.18423784012635,1
2019,06,03526,income,Economically Disadvantaged,1.18171462859385,1.13866955916308,1.22475969802463,1
2019,06,03526,income,Not Economically Disadvantaged,1.07246176516132,1.00819569280361,1.13672783751903,1
2019,06,04982,all,All,1.01293575349481,0.971388232428745,1.05448327456087,1
2019,06,04982,income,Economically Disadvantaged,1.02981951456973,0.985232255950551,1.07440677318891,1
2019,06,04982,income,Not Economically Disadvantaged,0.920441073479124,0.846688657853671,0.994193489104577,1
2019,06,06000,all,All,1.05172754267843,1.00057032009886,1.102884765258,1
2019,06,06000,income,Economically Disadvantaged,1.15258832423169,1.04781907191194,1.25735757655144,1
2019,06,06000,income,Not Economically Disadvantaged,0.946492389042771,0.890365955569966,1.00261882251558,1
2019,06,08786,all,All,0.844366864511346,0.793998590718691,0.894735138304001,1
2019,06,08786,income,Economically Disadvantaged,0.922198433804079,0.863965087551197,0.980431780056961,1
2019,06,08786,income,Not Economically Disadvantaged,0.912525660815301,0.838041710801999,0.987009610828603,1
2019,06,08954,all,All,0.928179552857327,0.889164858936788,0.967194246777867,1
2019,06,08954,income,Economically Disadvantaged,0.999706216012137,0.940587710464312,1.05882472155996,1
2019,06,08954,income,Not Economically Disadvantaged,0.914250368054546,0.871975896336517,0.956524839772575,1
2019,06,11194,all,All,0.82168653099133,0.778318924027495,0.865054137955164,1
2019,06,11194,income,Economically Disadvantaged,0.856852435075563,0.777767816384216,0.935937053766909,1
2019,06,11194,income,Not Economically Disadvantaged,0.87328931577307,0.830317010677638,0.916261620868502,1
2019,06,13014,all,All,1.11866908360658,1.07877669293433,1.15856147427883,1
2019,06,13014,income,Economically Disadvantaged,1.14551871546788,1.09352918772748,1.19750824320829,1
2019,06,13014,income,Not Economically Disadvantaged,1.10102867447333,1.05205533180258,1.15000201714409,1
2019,06,13210,all,All,0.993604587921189,0.966289449437576,1.0209197264048,1
2019,06,13210,income,Economically Disadvantaged,1.06001123609139,1.02383096939633,1.09619150278645,1
2019,06,13210,income,Not Economically Disadvantaged,0.943723088839123,0.910762838864967,0.976683338813278,1
2019,06,13392,all,All,0.988626657516136,0.969617348404342,1.00763596662793,1
2019,06,13392,income,Economically Disadvantaged,1.02964404940573,1.00586394291547,1.053424155896,1
2019,06,13392,income,Not Economically Disadvantaged,1.04894324915849,1.02435876270323,1.07352773561375,1
2019,06,14218,all,All,1.23986390101368,1.21730612984209,1.26242167218527,1
2019,06,14218,income,Economically Disadvantaged,1.3112586620871,1.27963877006318,1.34287855411102,1
2019,06,14218,income,Not Economically Disadvantaged,1.17028316475945,1.14444865713807,1.19611767238083,1
2019,06,15044,all,All,1.12205882074083,1.09323021589011,1.15088742559154,1
2019,06,15044,income,Economically Disadvantaged,1.13878139767128,1.11003496065752,1.16752783468504,1
2019,06,15044,income,Not Economically Disadvantaged,0.922115720636076,0.845150530590099,0.999080910682052,1
2019,06,16000,all,All,0.920518388869017,0.895511018086805,0.945525759651229,1
2019,06,16000,income,Economically Disadvantaged,0.917813329562308,0.884320209143402,0.951306449981214,1
2019,06,16000,income,Not Economically Disadvantaged,0.894301802766576,0.864466477849039,0.924137127684112,1
2019,06,16350,all,All,1.00385898136305,0.970913903000338,1.03680405972577,1
2019,06,16350,income,Economically Disadvantaged,1.01907273641573,0.985003406512385,1.05314206631908,1
2019,06,16350,income,Not Economically Disadvantaged,0.834747397664541,0.766822287529334,0.902672507799749,1
2019,06,16532,all,All,1.07667604804877,1.04490515820163,1.10844693789592,1
