statefip,puma,county,pop20,afact,afact2,products,sum_products,county_pop,puma_flag,small_county
35,00600,001,416,0.0028,6e-4,1.6799999999999998e-6,0.97196324,676444,1,0
35,00600,031,11,1e-4,2e-4,2e-8,0.57578484,72902,2,0
35,00600,039,17,1e-4,4e-4,4e-8,0.32147139999999996,40363,3,0
35,00600,043,148733,0.997,0.9993,0.9963021,0.9963027999999999,148831,1,0
35,00700,001,23793,0.2375,0.0352,0.00836,0.97196324,676444,1,0
35,00700,043,98,0.001,7e-4,7e-7,0.9963027999999999,148831,1,0
35,00700,049,84,8e-4,5e-4,4.0000000000000003e-7,0.99230599,154823,1,0
35,00700,061,76199,0.7607,0.9999,0.7606239300000001,0.7606239300000001,76199,1,0
35,00801,001,103621,1,0.1532,0.1532,0.97196324,676444,1,0
35,00802,001,99366,1,0.1469,0.1469,0.97196324,676444,1,0
35,00803,001,105453,1,0.1559,0.1559,0.97196324,676444,1,0
35,00804,001,101959,1,0.1507,0.1507,0.97196324,676444,1,0
35,00805,001,129691,1,0.1917,0.1917,0.97196324,676444,1,0
35,00806,001,111722,1,0.1652,0.1652,0.97196324,676444,1,0
35,00900,001,20,2e-4,0,0,0.97196324,676444,1,0
35,00900,003,3579,0.0343,1,0.0343,0.0343,3579,3,1
35,00900,006,9,1e-4,3e-4,3e-8,0.21453565000000002,27172,3,0
35,00900,017,28185,0.2703,1,0.2703,0.2703,28185,3,0
35,00900,023,4178,0.0401,1,0.0401,0.0401,4178,3,1
35,00900,029,25427,0.2439,1,0.2439,0.2439,25427,3,0
35,00900,049,30,3e-4,2e-4,6e-8,0.99230599,154823,1,0
35,00900,051,11576,0.111,1,0.111,0.111,11576,3,1
35,00900,053,16595,0.1592,1,0.1592,0.1592,16595,3,1
35,00900,057,14667,0.1407,0.9749,0.13716842999999998,0.13722866999999997,15045,3,1
35,01001,013,102938,1,0.4688,0.4688,1,219561,1,0
35,01002,013,116623,1,0.5312,0.5312,1,219561,1,0
35,01100,005,65131,0.425,0.9996,0.42483,0.42483003999999996,65157,2,0
35,01100,015,19,1e-4,3e-4,3e-8,0.45536338000000004,62314,2,0
35,01100,027,20265,0.1322,0.9998,0.13217356000000002,0.13217356000000002,20265,3,0
35,01100,035,67837,0.4426,1,0.4426,0.4426,67837,2,0
35,01200,005,13,1e-4,2e-4,2e-8,0.42483003999999996,65157,2,0
35,01200,015,62295,0.4555,0.9997,0.45536335000000006,0.45536338000000004,62314,2,0
35,01200,025,74452,0.5444,1,0.5444,0.5444,74452,2,0
36,00100,089,108505,1,1,1,1,108505,1,0
36,00200,019,79843,0.47,1,0.47,0.47,79843,2,0
36,00200,031,37381,0.22,1,0.22,0.22,37381,3,0
36,00200,033,47555,0.2799,1,0.2799,0.2799,47555,3,0
36,00200,041,5107,0.0301,1,0.0301,0.0301,5107,3,1
36,00300,113,65737,0.5175,1,0.5175,0.5175,65737,2,0
36,00300,115,61302,0.4825,1,0.4825,0.4825,61302,2,0
36,00401,043,54200,0.4939,0.9012,0.44510268000000003,0.4506256,60139,2,0
36,00401,065,55534,0.5061,0.2392,0.12105911999999999,0.83545368,232125,1,0
36,00402,065,164438,1,0.7084,0.7084,0.83545368,232125,1,0
36,00403,043,5939,0.0559,0.0988,0.00552292,0.4506256,60139,2,0
36,00403,065,12153,0.1144,0.0524,0.00599456,0.83545368,232125,1,0
36,00403,077,58464,0.5501,0.999,0.5495499,0.5495504,58524,2,0
36,00403,095,29714,0.2796,1,0.2796,0.2796,29714,3,0
36,00500,045,116721,0.8145,1,0.8145,0.8145,116721,1,0
36,00500,049,26582,0.1855,1,0.1855,0.1855,26582,3,0
36,00503,071,42,1,1e-4,1e-4,1,401310,1,0
36,00600,075,117523,1,1,1,1,117523,1,0
36,00701,067,146364,1,0.3072,0.3072,0.9505863499999999,476516,1,0
36,00702,067,128673,1,0.27,0.27,0.9505863499999999,476516,1,0
36,00703,067,167393,1,0.3513,0.3513,0.9505863499999999,476516,1,0
36,00704,011,76248,0.6911,1,0.6911,0.6911,76248,2,0
36,00704,067,34086,0.3089,0.0715,0.022086349999999998,0.9505863499999999,476516,1,0
36,00800,099,33814,0.2703,1,0.2703,0.2703,33814,3,0
36,00800,117,91283,0.7297,1,0.7297,0.7297,91283,2,0
36,00901,055,134818,1,0.1775,0.1775,0.9999,759443,1,0
36,00902,055,106776,1,0.1406,0.1406,0.9999,759443,1,0
36,00903,055,105437,1,0.1388,0.1388,0.9999,759443,1,0
36,00904,055,126093,1,0.166,0.166,0.9999,759443,1,0
36,00905,055,104966,1,0.1382,0.1382,0.9999,759443,1,0
36,00906,055,181353,1,0.2388,0.2388,0.9999,759443,1,0
36,01000,037,58388,0.5914,1,0.5914,0.5914,58388,2,0
36,01000,073,40343,0.4086,1,0.4086,0.4086,40343,2,0
36,01101,063,105708,1,0.4971,0.4971,1,212666,1,0
36,01102,063,106958,1,0.5029,0.5029,1,212666,1,0
36,01201,029,109154,1,0.1144,0.1144,1,954236,1,0
36,01202,029,129595,1,0.1358,0.1358,1,954236,1,0
36,01203,029,113381,1,0.1188,0.1188,1,954236,1,0
36,01204,029,155302,1,0.1628,0.1628,1,954236,1,0
36,01205,029,157850,1,0.1654,0.1654,1,954236,1,0
36,01206,029,120523,1,0.1263,0.1263,1,954236,1,0
36,01207,029,168431,1,0.1765,0.1765,1,954236,1,0
36,01300,051,61834,0.6041,1,0.6041,0.6041,61834,2,0
36,01300,121,40531,0.3959,1,0.3959,0.3959,40531,2,0
36,01400,069,112458,0.8195,1,0.8195,0.8195,112458,1,0
36,01400,123,24774,0.1805,1,0.1805,0.1805,24774,3,0
36,01500,023,46809,0.4074,1,0.4074,0.4074,46809,2,0
36,01500,053,68016,0.592,1,0.592,0.592,68016,2,0
36,01500,077,60,5e-4,0.001,5e-7,0.5495504,58524,2,0
36,01600,035,53324,0.5184,1,0.5184,0.5184,53324,2,0
36,01600,057,49532,0.4816,1,0.4816,0.4816,49532,2,0
36,01700,093,158061,1,1,1,1,158061,1,0
36,01801,091,115247,1,0.4894,0.4894,1,235509,1,0
36,01802,091,120262,1,0.5106,0.5106,1,235509,1,0
36,01900,083,161130,1,1,1,1,161130,1,0
36,02001,001,107800,1,0.3424,0.3424,1,314848,1,0
36,02002,001,207048,1,0.6576,0.6576,1,314848,1,0
36,02100,021,61570,0.5623,1,0.5623,0.5623,61570,2,0
36,02100,039,47931,0.4377,1,0.4377,0.4377,47931,2,0
36,02201,007,129258,1,0.6506,0.6506,0.81158447,198683,1,0
36,02202,007,56445,0.5381,0.2841,0.15287421,0.81158447,198683,1,0
36,02202,107,48455,0.4619,1,0.4619,0.4619,48455,2,0
36,02203,007,12980,0.1242,0.0653,0.00811026,0.81158447,198683,1,0
36,02203,017,47220,0.4518,1,0.4518,0.4518,47220,2,0
36,02203,025,44308,0.424,1,0.424,0.424,44308,2,0
36,02300,109,105740,1,1,1,1,105740,1,0
36,02401,015,74907,0.7526,0.8902,0.6699645200000001,0.6805272800000001,84148,2,0
36,02401,101,24629,0.2474,0.2632,0.06511568,0.59384336,93584,2,0
36,02402,015,9241,0.0962,0.1098,0.01056276,0.6805272800000001,84148,2,0
36,02402,097,17898,0.1863,1,0.1863,0.1863,17898,3,1
36,02402,101,68955,0.7176,0.7368,0.52872768,0.59384336,93584,2,0
36,02500,003,46456,0.3763,1,0.3763,0.3763,46456,2,0
36,02500,009,77008,0.6237,0.9996,0.62345052,0.6234506400000001,77042,2,0
36,02600,009,34,3e-4,4e-4,1.2e-7,0.6234506400000001,77042,2,0
36,02600,013,127653,0.9997,1,0.9997,0.9997,127653,1,0
36,02701,105,78624,0.6973,1,0.6973,0.6973,78624,2,0
36,02701,111,34136,0.3027,0.1877,0.056816790000000006,0.8691167900000001,181851,1,0
36,02702,111,147715,1,0.8123,0.8123,0.8691167900000001,181851,1,0
36,02801,027,122945,1,0.4155,0.4155,1,295911,1,0
36,02802,027,172966,1,0.5845,0.5845,1,295911,1,0
36,02901,071,124926,1,0.3113,0.3113,1,401310,1,0
36,02902,071,129612,1,0.323,0.323,1,401310,1,0
36,02903,071,146730,1,0.3656,0.3656,1,401310,1,0
36,03001,087,106671,1,0.3153,0.3153,1,338329,1,0
36,03002,087,109093,1,0.3224,0.3224,1,338329,1,0
36,03003,087,122565,1,0.3623,0.3623,1,338329,1,0
36,03101,079,97668,0.9616,1,0.9616,0.9616,97668,1,0
36,03101,119,3896,0.0384,0.0039,1.4975999999999998e-4,0.9960677800000001,1004457,1,0
36,03102,119,152284,1,0.1516,0.1516,0.9960677800000001,1004457,1,0
36,03103,119,136402,1,0.1358,0.1358,0.9960677800000001,1004457,1,0
36,03104,119,126659,1,0.1261,0.1261,0.9960677800000001,1004457,1,0
36,03105,119,171737,1,0.171,0.171,0.9960677800000001,1004457,1,0
36,03106,119,210354,1,0.2094,0.2094,0.9960677800000001,1004457,1,0
36,03107,005,176,9e-4,1e-4,9e-8,0.99980009,1472654,1,0
36,03107,119,203125,0.9991,0.2022,0.20201802,0.9960677800000001,1004457,1,0
36,03201,059,117359,1,0.0841,0.0841,0.99487736,1395774,1,0
36,03202,059,114900,1,0.0823,0.0823,0.99487736,1395774,1,0
36,03203,059,106221,0.9911,0.0761,0.07542271,0.99487736,1395774,1,0
36,03203,103,959,0.0089,6e-4,5.34e-6,0.99778449,1525920,1,0
36,03204,059,118216,1,0.0847,0.0847,0.99487736,1395774,1,0
36,03205,059,118337,1,0.0848,0.0848,0.99487736,1395774,1,0
36,03206,059,153696,1,0.1101,0.1101,0.99487736,1395774,1,0
36,03207,059,114103,1,0.0817,0.0817,0.99487736,1395774,1,0
36,03208,059,108486,0.9787,0.0777,0.07604499,0.99487736,1395774,1,0
36,03208,103,2360,0.0213,0.0015,3.195e-5,0.99778449,1525920,1,0
36,03209,059,105022,1,0.0752,0.0752,0.99487736,1395774,1,0
36,03210,059,109201,1,0.0782,0.0782,0.99487736,1395774,1,0
36,03211,059,115026,0.9997,0.0824,0.08237528000000001,0.99487736,1395774,1,0
36,03211,081,30,3e-4,0,0,0.99843048,2405464,1,0
36,03212,059,112063,0.9952,0.0803,0.07991456,0.99487736,1395774,1,0
36,03212,081,537,0.0048,2e-4,9.6e-7,0.99843048,2405464,1,0
36,03301,103,103421,1,0.0678,0.0678,0.99778449,1525920,1,0
36,03302,059,83,8e-4,1e-4,8e-8,0.99487736,1395774,1,0
36,03302,103,100702,0.9992,0.066,0.0659472,0.99778449,1525920,1,0
36,03303,103,116296,1,0.0762,0.0762,0.99778449,1525920,1,0
36,03304,103,118241,1,0.0775,0.0775,0.99778449,1525920,1,0
36,03305,103,161208,1,0.1056,0.1056,0.99778449,1525920,1,0
36,03306,103,133075,1,0.0872,0.0872,0.99778449,1525920,1,0
36,03307,103,126050,1,0.0826,0.0826,0.99778449,1525920,1,0
36,03308,103,108762,1,0.0713,0.0713,0.99778449,1525920,1,0
36,03309,103,98926,1,0.0648,0.0648,0.99778449,1525920,1,0
36,03310,103,134426,1,0.0881,0.0881,0.99778449,1525920,1,0
36,03311,103,106586,1,0.0699,0.0699,0.99778449,1525920,1,0
36,03312,103,100911,1,0.0661,0.0661,0.99778449,1525920,1,0
36,03313,103,113997,1,0.0747,0.0747,0.99778449,1525920,1,0
36,03701,005,113700,1,0.0772,0.0772,0.99980009,1472654,1,0
36,03702,005,148543,1,0.1009,0.1009,0.99980009,1472654,1,0
36,03703,005,123827,1,0.0841,0.0841,0.99980009,1472654,1,0
36,03704,005,130351,1,0.0885,0.0885,0.99980009,1472654,1,0
36,03705,005,178035,1,0.1209,0.1209,0.99980009,1472654,1,0
36,03706,005,134660,1,0.0914,0.0914,0.99980009,1472654,1,0
36,03707,005,140646,1,0.0955,0.0955,0.99980009,1472654,1,0
36,03708,005,144347,1,0.098,0.098,0.99980009,1472654,1,0
36,03709,005,198808,1,0.135,0.135,0.99980009,1472654,1,0
36,03710,005,159561,1,0.1083,0.1083,0.99980009,1472654,1,0
36,03801,061,188800,1,0.1114,0.1114,0.9999,1694251,1,0
36,03802,061,127022,1,0.075,0.075,0.9999,1694251,1,0
36,03803,061,134068,1,0.0791,0.0791,0.9999,1694251,1,0
36,03804,061,122143,1,0.0721,0.0721,0.9999,1694251,1,0
36,03805,061,231983,1,0.1369,0.1369,0.9999,1694251,1,0
36,03806,061,207780,1,0.1226,0.1226,0.9999,1694251,1,0
36,03807,061,184640,1,0.109,0.109,0.9999,1694251,1,0
36,03808,061,163839,1,0.0967,0.0967,0.9999,1694251,1,0
36,03809,061,164237,1,0.0969,0.0969,0.9999,1694251,1,0
36,03810,061,169739,1,0.1002,0.1002,0.9999,1694251,1,0
36,03901,085,164738,1,0.3323,0.3323,1,495747,1,0
36,03902,085,141346,1,0.2851,0.2851,1,495747,1,0
36,03903,085,189663,1,0.3826,0.3826,1,495747,1,0
36,04001,047,176226,1,0.0644,0.0644,1.0001,2736074,1,0
36,04002,047,136850,1,0.05,0.05,1.0001,2736074,1,0
36,04003,047,153236,1,0.056,0.056,1.0001,2736074,1,0
36,04004,047,152369,1,0.0557,0.0557,1.0001,2736074,1,0
36,04005,047,115390,1,0.0422,0.0422,1.0001,2736074,1,0
36,04006,047,137748,1,0.0503,0.0503,1.0001,2736074,1,0
36,04007,047,134109,1,0.049,0.049,1.0001,2736074,1,0
36,04008,047,169643,1,0.062,0.062,1.0001,2736074,1,0
36,04009,047,204016,1,0.0746,0.0746,1.0001,2736074,1,0
36,04010,047,143132,1,0.0523,0.0523,1.0001,2736074,1,0
36,04011,047,110492,1,0.0404,0.0404,1.0001,2736074,1,0
36,04012,047,155282,1,0.0568,0.0568,1.0001,2736074,1,0
36,04013,047,133143,1,0.0487,0.0487,1.0001,2736074,1,0
36,04014,047,176543,1,0.0645,0.0645,1.0001,2736074,1,0
36,04015,047,162557,1,0.0594,0.0594,1.0001,2736074,1,0
36,04016,047,156682,1,0.0573,0.0573,1.0001,2736074,1,0
36,04017,047,198527,1,0.0726,0.0726,1.0001,2736074,1,0
36,04018,047,120104,1,0.0439,0.0439,1.0001,2736074,1,0
36,04101,081,186153,1,0.0774,0.0774,0.99843048,2405464,1,0
36,04102,081,189960,1,0.079,0.079,0.99843048,2405464,1,0
36,04103,081,270730,1,0.1125,0.1125,0.99843048,2405464,1,0
36,04104,059,821,0.0067,6e-4,4.02e-6,0.99487736,1395774,1,0
36,04104,081,122366,0.9933,0.0509,0.05055897,0.99843048,2405464,1,0
36,04105,059,2091,0.0104,0.0015,1.56e-5,0.99487736,1395774,1,0
36,04105,081,198950,0.9896,0.0827,0.08183992,0.99843048,2405464,1,0
36,04106,081,164326,1,0.0683,0.0683,0.99843048,2405464,1,0
36,04107,081,153754,1,0.0639,0.0639,0.99843048,2405464,1,0
36,04108,081,119706,1,0.0498,0.0498,0.99843048,2405464,1,0
36,04109,081,162153,1,0.0674,0.0674,0.99843048,2405464,1,0
36,04110,047,25,1e-4,0,0,1.0001,2736074,1,0
36,04110,081,179263,0.9999,0.0745,0.07449254999999999,0.99843048,2405464,1,0
36,04111,081,151876,1,0.0631,0.0631,0.99843048,2405464,1,0
36,04112,081,251096,1,0.1044,0.1044,0.99843048,2405464,1,0
36,04113,081,130378,1,0.0542,0.0542,0.99843048,2405464,1,0
36,04114,059,149,0.0012,1e-4,1.2e-7,0.99487736,1395774,1,0
36,04114,081,124186,0.9988,0.0516,0.05153808,0.99843048,2405464,1,0
37,NA,071,13,1,1e-4,1e-4,0.9992165399999999,227943,1,0
37,00100,005,14,1e-4,0.0013,1.3e-7,0.07250575000000001,10888,3,1
37,00100,009,26182,0.198,0.9851,0.1950498,0.19508854,26577,3,0
37,00100,011,17806,0.1347,1,0.1347,0.1347,17806,3,1
37,00100,021,118,9e-4,4e-4,3.6e-7,0.98938815,269451,1,0
37,00100,023,14,1e-4,2e-4,2e-8,0.6613354100000001,87570,2,0
37,00100,027,27,2e-4,3e-4,6e-8,0.6858330100000001,80652,2,0
37,00100,111,438,0.0033,0.0098,3.234e-5,0.32989853999999996,44578,3,0
37,00100,121,14902,0.1127,0.9999,0.11268873,0.11268873,14902,3,1
37,00100,189,54086,0.409,1,0.409,0.409,54086,2,0
37,00100,193,297,0.0022,0.0045,9.9e-6,0.43624991,65969,2,0
37,00100,199,18343,0.1387,0.9931,0.13774297,0.13774692,18470,3,1
37,00200,005,10874,0.0726,0.9987,0.07250562,0.07250575000000001,10888,3,1
37,00200,009,395,0.0026,0.0149,3.874e-5,0.19508854,26577,3,0
37,00200,027,10,1e-4,1e-4,1e-8,0.6858330100000001,80652,2,0
37,00200,067,95,6e-4,2e-4,1.2e-7,0.9979952400000001,382590,1,0
37,00200,097,32,2e-4,2e-4,4e-8,0.8943972699999999,186693,1,0
37,00200,169,1423,0.0095,0.032,3.04e-4,0.30977720000000003,44520,3,0
37,00200,171,71328,0.4761,0.9996,0.47590956000000006,0.4759096400000001,71359,2,0
37,00200,193,65660,0.4383,0.9953,0.43623999,0.43624991,65969,2,0
37,00300,081,310,0.0023,6e-4,1.38e-6,0.99826293,541299,1,0
37,00300,157,91096,0.6774,1,0.6774,0.6774,91096,2,0
37,00300,169,43041,0.3201,0.9668,0.30947268,0.30977720000000003,44520,3,0
37,00300,171,31,2e-4,4e-4,8e-8,0.4759096400000001,71359,2,0
37,00400,033,22683,0.185,0.9977,0.1845745,0.18457519,22736,3,0
37,00400,063,22,2e-4,1e-4,2e-8,0.9950632899999999,324833,1,0
37,00400,077,60992,0.4976,1,0.4976,0.4976,60992,2,0
37,00400,145,38884,0.3172,0.9946,0.31548712,0.31549229,39097,3,0
37,00500,069,68544,0.5536,0.9996,0.55337856,0.5533786399999999,68573,2,0
37,00500,181,42578,0.3439,1,0.3439,0.3439,42578,3,0
37,00500,185,12685,0.1025,0.6805,0.06975125,0.09007145,18642,3,1
37,00600,065,46,5e-4,9e-4,4.5e-7,0.33604434,48900,3,0
37,00600,083,48622,0.5193,1,0.5193,0.5193,48622,2,0
37,00600,091,21537,0.23,0.9993,0.22983900000000002,0.22983914000000003,21552,3,0
37,00600,131,17463,0.1865,0.9995,0.18640675,0.1864068,17471,3,1
37,00600,185,5957,0.0636,0.3195,0.0203202,0.09007145,18642,3,1
37,00700,029,10355,0.0891,1,0.0891,0.0891,10355,3,1
37,00700,041,13708,0.118,1,0.118,0.118,13708,3,1
37,00700,053,28100,0.2418,1,0.2418,0.2418,28100,3,0
37,00700,073,10478,0.0902,1,0.0902,0.0902,10478,3,1
37,00700,139,40568,0.3491,1,0.3491,0.3491,40568,3,0
37,00700,143,13005,0.1119,1,0.1119,0.1119,13005,3,1
37,00800,015,17934,0.1873,1,0.1873,0.1873,17934,3,1
37,00800,055,36915,0.3856,1,0.3856,0.3856,36915,2,0
37,00800,065,6,1e-4,1e-4,1e-8,0.33604434,48900,3,0
37,00800,091,15,2e-4,7e-4,1.4e-7,0.22983914000000003,21552,3,0
37,00800,095,4589,0.0479,1,0.0479,0.0479,4589,3,1
37,00800,117,22031,0.2301,1,0.2301,0.2301,22031,3,0
37,00800,131,8,1e-4,5e-4,5.0000000000000004e-8,0.1864068,17471,3,1
37,00800,177,3245,0.0339,1,0.0339,0.0339,3245,3,1
37,00800,187,11003,0.1149,1,0.1149,0.1149,11003,3,1
37,00900,065,48615,0.338,0.9942,0.3360396,0.33604434,48900,3,0
37,00900,101,259,0.0018,0.0012,2.1599999999999996e-6,0.99491144,215999,1,0
37,00900,127,94670,0.6583,0.9968,0.65619344,0.6561958800000001,94970,2,0
37,00900,195,273,0.0019,0.0035,6.65e-6,0.78830522,78784,1,0
37,01000,065,111,0.0011,0.0023,2.53e-6,0.33604434,48900,3,0
37,01000,079,20445,0.2065,0.9997,0.20643804999999998,0.20643808,20451,3,0
37,01000,127,18,2e-4,2e-4,4e-8,0.6561958800000001,94970,2,0
37,01000,191,11,1e-4,1e-4,1e-8,0.9997000500000001,117333,1,0
37,01000,195,78409,0.7921,0.9952,0.78829792,0.78830522,78784,1,0
37,01100,101,215315,0.9981,0.9968,0.99490608,0.99491144,215999,1,0
37,01100,127,167,8e-4,0.0018,1.44e-6,0.6561958800000001,94970,2,0
37,01100,163,149,7e-4,0.0025,1.75e-6,0.53816962,59036,2,0
37,01100,195,102,5e-4,0.0013,6.5e-7,0.78830522,78784,1,0
37,01201,183,149128,1,0.132,0.132,0.9967143800000001,1129410,1,0
37,01202,183,139995,1,0.124,0.124,0.9967143800000001,1129410,1,0
37,01203,183,136345,1,0.1207,0.1207,0.9967143800000001,1129410,1,0
37,01204,069,29,2e-4,4e-4,8e-8,0.5533786399999999,68573,2,0
37,01204,101,285,0.002,0.0013,2.6e-6,0.99491144,215999,1,0
37,01204,127,115,8e-4,0.0012,9.6e-7,0.6561958800000001,94970,2,0
37,01204,183,138612,0.9969,0.1227,0.12231963,0.9967143800000001,1129410,1,0
37,01205,085,733,0.0055,0.0055,3.0249999999999997e-5,0.9883685499999999,133568,1,0
37,01205,101,130,0.001,6e-4,6e-7,0.99491144,215999,1,0
37,01205,183,132145,0.9935,0.117,0.11623950000000001,0.9967143800000001,1129410,1,0
37,01206,037,71,5e-4,9e-4,4.5e-7,0.5364279299999999,76285,2,0
37,01206,063,441,0.0032,0.0014,4.48e-6,0.9950632899999999,324833,1,0
37,01206,183,135524,0.9962,0.12,0.119544,0.9967143800000001,1129410,1,0
37,01207,183,139685,1,0.1237,0.1237,0.9967143800000001,1129410,1,0
37,01208,183,156052,1,0.1382,0.1382,0.9967143800000001,1129410,1,0
37,01301,063,177707,0.9997,0.5471,0.5469358700000001,0.9950632899999999,324833,1,0
37,01301,135,47,3e-4,3e-4,8.999999999999999e-8,0.99280722,148696,1,0
37,01302,063,146530,0.9934,0.4511,0.44812273999999996,0.9950632899999999,324833,1,0
37,01302,145,42,3e-4,0.0011,3.3e-7,0.31549229,39097,3,0
37,01302,183,930,0.0063,8e-4,5.04e-6,0.9967143800000001,1129410,1,0
37,01400,001,328,0.0022,0.0019,4.180000000000001e-6,0.99381598,171415,1,0
37,01400,037,352,0.0024,0.0046,1.104e-5,0.5364279299999999,76285,2,0
37,01400,063,62,4e-4,2e-4,8e-8,0.9950632899999999,324833,1,0
37,01400,135,148538,0.9939,0.9989,0.99280671,0.99280722,148696,1,0
37,01400,145,171,0.0011,0.0044,4.84e-6,0.31549229,39097,3,0
37,01500,001,28,2e-4,2e-4,4e-8,0.99381598,171415,1,0
37,01500,037,75835,0.5396,0.9941,0.5364163599999999,0.5364279299999999,76285,2,0
37,01500,063,71,5e-4,2e-4,1.0000000000000001e-7,0.9950632899999999,324833,1,0
37,01500,105,63285,0.4503,1,0.4503,0.4503,63285,2,0
37,01500,125,16,1e-4,2e-4,2e-8,0.7921979200000001,99727,1,0
37,01500,151,337,0.0024,0.0023,5.52e-6,0.99740555,144171,1,0
37,01500,183,972,0.0069,9e-4,6.21e-6,0.9967143800000001,1129410,1,0
37,01600,001,170657,0.9982,0.9956,0.9938079200000001,0.99381598,171415,1,0
37,01600,033,53,3e-4,0.0023,6.9e-7,0.18457519,22736,3,0
37,01600,081,145,8e-4,3e-4,2.4e-7,0.99826293,541299,1,0
37,01600,135,111,6e-4,7e-4,4.1999999999999995e-7,0.99280722,148696,1,0
37,01701,081,138306,1,0.2555,0.2555,0.99826293,541299,1,0
37,01702,081,121474,1,0.2244,0.2244,0.99826293,541299,1,0
37,01703,001,135,0.001,8e-4,8.000000000000001e-7,0.99381598,171415,1,0
37,01703,067,46,3e-4,1e-4,3e-8,0.9979952400000001,382590,1,0
37,01703,081,138400,0.9987,0.2557,0.25536759,0.99826293,541299,1,0
37,01704,001,267,0.0019,0.0016,3.04e-6,0.99381598,171415,1,0
37,01704,057,46,3e-4,3e-4,8.999999999999999e-8,0.99611471,168930,1,0
37,01704,081,142664,0.9977,0.2636,0.26299372,0.99826293,541299,1,0
37,01704,151,15,1e-4,1e-4,1e-8,0.99740555,144171,1,0
37,01801,067,110792,1,0.2896,0.2896,0.9979952400000001,382590,1,0
37,01802,057,550,0.0041,0.0033,1.3530000000000001e-5,0.99611471,168930,1,0
37,01802,067,132823,0.9959,0.3472,0.34577648,0.9979952400000001,382590,1,0
37,01803,057,17,1e-4,1e-4,1e-8,0.99611471,168930,1,0
37,01803,067,138809,0.9995,0.3628,0.3626186,0.9979952400000001,382590,1,0
37,01803,169,56,4e-4,0.0013,5.2e-7,0.30977720000000003,44520,3,0
37,01900,059,42712,0.4069,1,0.4069,0.4069,42712,2,0
37,01900,097,24810,0.2364,0.1329,0.03141756,0.8943972699999999,186693,1,0
37,01900,159,213,0.002,0.0015,3e-6,0.99461172,146875,1,0
37,01900,193,12,1e-4,2e-4,2e-8,0.43624991,65969,2,0
37,01900,197,37214,0.3546,1,0.3546,0.3546,37214,2,0
37,02000,003,36444,0.3109,1,0.3109,0.3109,36444,3,0
37,02000,027,80517,0.687,0.9983,0.68583210000000006,0.6858330100000001,80652,2,0
37,02000,097,244,0.0021,0.0013,2.7299999999999997e-6,0.8943972699999999,186693,1,0
37,02100,021,324,0.0024,0.0012,2.8799999999999995e-6,0.98938815,269451,1,0
37,02100,023,87533,0.6616,0.9996,0.66133536,0.6613354100000001,87570,2,0
37,02100,027,98,7e-4,0.0012,8.399999999999999e-7,0.6858330100000001,80652,2,0
37,02100,035,144,0.0011,9e-4,9.9e-7,0.9960121799999999,160610,1,0
37,02100,111,44104,0.3334,0.9894,0.32986595999999996,0.32989853999999996,44578,3,0
37,02100,161,7,1e-4,1e-4,1e-8,0.47770445,64440,2,0
37,02100,199,90,7e-4,0.0049,3.4299999999999998e-6,0.13774692,18470,3,1
37,02201,021,134703,0.9999,0.4999,0.49985001,0.98938815,269451,1,0
37,02202,021,132523,0.9953,0.4918,0.48948853999999997,0.98938815,269451,1,0
37,02202,087,508,0.0038,0.0082,3.116e-5,0.5423191600000001,62089,2,0
37,02202,089,89,7e-4,8e-4,5.6e-7,0.77088336,116276,1,0
37,02202,115,23,2e-4,0.0011,2.2e-7,0.18949155,21193,3,0
37,02202,199,8,1e-4,4e-4,4e-8,0.13774692,18470,3,1
37,02300,021,634,0.0057,0.0024,1.368e-5,0.98938815,269451,1,0
37,02300,039,159,0.0014,0.0055,7.699999999999999e-6,0.25042280000000006,28774,3,0
37,02300,075,8030,0.0719,1,0.0719,0.0719,8030,3,1
37,02300,087,61305,0.5492,0.98740000000000006,0.54228008,0.5423191600000001,62089,2,0
37,02300,099,6175,0.0553,0.1432,0.00791896,0.28637895999999996,43109,3,0
37,02300,113,6,1e-4,2e-4,2e-8,0.3255349,37014,3,0
37,02300,115,21170,0.1897,0.9989,0.18949133,0.18949155,21193,3,0
37,02300,173,14117,0.1265,1,0.1265,0.1265,14117,3,1
37,02300,199,29,3e-4,0.0016,4.8e-7,0.13774692,18470,3,1
37,02400,039,28615,0.2518,0.9945,0.25041510000000006,0.25042280000000006,28774,3,0
37,02400,043,11089,0.0976,1,0.0976,0.0976,11089,3,1
37,02400,099,36934,0.325,0.8568,0.27846,0.28637895999999996,43109,3,0
37,02400,113,37008,0.3256,0.9998,0.32553488,0.3255349,37014,3,0
37,02500,021,1149,0.0076,0.0043,3.268e-5,0.98938815,269451,1,0
37,02500,087,276,0.0018,0.0044,7.92e-6,0.5423191600000001,62089,2,0
37,02500,089,116187,0.7715,0.9992,0.7708828,0.77088336,116276,1,0
37,02500,175,32986,0.219,1,0.219,0.219,32986,3,0
37,02600,045,51067,0.3786,0.5131,0.19425966,0.36778131000000003,99519,2,0
37,02600,111,36,3e-4,8e-4,2.4e-7,0.32989853999999996,44578,3,0
37,02600,149,19327,0.1433,0.9999,0.14328567,0.14328567,19327,3,0
37,02600,161,64433,0.4778,0.9998,0.47770444,0.47770445,64440,2,0
37,02700,035,486,0.0036,0.003,1.08e-5,0.9960121799999999,160610,1,0
