"state","puma2k","placefp14","stab","placefp","placenm","placenm14","PUMA2kName","pop10","afact","AFACT2"
"26","02502","59440","MI"," "," ","Novi city, MI","2602502",55224,0.2628,1 
"26","02502","75100","MI"," "," ","South Lyon city, MI","2602502",11327,0.0539,0.8384 
"26","02502","83060","MI"," "," ","Walled Lake city, MI","2602502",6999,0.0333,1 
"26","02502","88140","MI"," "," ","Wixom city, MI","2602502",13498,0.0642,0.9827 
"26","02502","88260","MI"," "," ","Wolverine Lake village, MI","2602502",4312,0.0205,1 
"26","02502","99999","MI"," "," "," ","2602502",109351,0.5204,0.0014 
"26","02503","04105","MI"," "," ","Auburn Hills city, MI","2602503",21412,0.1366,0.9934 
"26","02503","42460","MI"," "," ","Keego Harbor city, MI","2602503",2970,0.019,0.6145 
"26","02503","44440","MI"," "," ","Lake Angelus city, MI","2602503",290,0.0019,1 
"26","02503","65440","MI"," "," ","Pontiac city, MI","2602503",59515,0.3798,1 
"26","02503","69035","MI"," "," ","Rochester Hills city, MI","2602503",799,0.0051,0.0113 
"26","02503","99999","MI"," "," "," ","2602503",71707,0.4576,0.0009 
"26","02504","08640","MI"," "," ","Birmingham city, MI","2602504",4,0,0.0001 
"26","02504","69020","MI"," "," ","Rochester city, MI","2602504",12711,0.0776,0.3786 
"26","02504","69035","MI"," "," ","Rochester Hills city, MI","2602504",70196,0.4283,0.9887 
"26","02504","80700","MI"," "," ","Troy city, MI","2602504",80980,0.4941,0.9828 
"26","02505","08160","MI"," "," ","Beverly Hills village, MI","2602505",10267,0.0692,1 
"26","02505","08460","MI"," "," ","Bingham Farms village, MI","2602505",1111,0.0075,0.0511 
"26","02505","08640","MI"," "," ","Birmingham city, MI","2602505",20099,0.1355,0.6265 
"26","02505","09180","MI"," "," ","Bloomfield Hills city, MI","2602505",3869,0.0261,0.6662 
"26","02505","30340","MI"," "," ","Franklin village, MI","2602505",3150,0.0212,0.2053 
"26","02505","61020","MI"," "," ","Orchard Lake Village city, MI","2602505",2375,0.016,0.8744 
"26","02505","77860","MI"," "," ","Sylvan Lake city, MI","2602505",1720,0.0116,1 
"26","02505","99999","MI"," "," "," ","2602505",105779,0.7129,0.0013 
"26","02506","27380","MI"," "," ","Farmington city, MI","2602506",10372,0.0625,0.5503 
"26","02506","27440","MI"," "," ","Farmington Hills city, MI","2602506",79740,0.4806,0.8774 
"26","02506","46320","MI"," "," ","Lathrup Village city, MI","2602506",4075,0.0246,1 
"26","02506","74900","MI"," "," ","Southfield city, MI","2602506",71739,0.4324,1 
"26","02507","07660","MI"," "," ","Berkley city, MI","2602507",14970,0.1631,0.6951 
"26","02507","27880","MI"," "," ","Ferndale city, MI","2602507",19900,0.2168,1 
"26","02507","37420","MI"," "," ","Hazel Park city, MI","2602507",16422,0.1789,0.4256 
"26","02507","40000","MI"," "," ","Huntington Woods city, MI","2602507",6228,0.0678,0.0081 
"26","02507","59920","MI"," "," ","Oak Park city, MI","2602507",29319,0.3194,0.2348 
"26","02507","64900","MI"," "," ","Pleasant Ridge city, MI","2602507",2526,0.0275,0.0156 
"26","02507","70040","MI"," "," ","Royal Oak city, MI","2602507",8,0.0001,0.0001 
"26","02507","99999","MI"," "," "," ","2602507",2419,0.0264,0 
"26","02508","16160","MI"," "," ","Clawson city, MI","2602508",11825,0.1197,0.8216 
"26","02508","40000","MI"," "," ","Huntington Woods city, MI","2602508",10,0.0001,0 
"26","02508","50560","MI"," "," ","Madison Heights city, MI","2602508",29694,0.3007,0.9749 
"26","02508","70040","MI"," "," ","Royal Oak city, MI","2602508",57228,0.5795,0.941 
"26","02601","24500","MI"," "," ","Eastwood CDP, MI","2602601",8,0.0001,0.0009 
"26","02601","42160","MI"," "," ","Kalamazoo city, MI","2602601",74261,0.5918,0.9899 
"26","02601","65560","MI"," "," ","Portage city, MI","2602601",46292,0.3689,0.9634 
"26","02601","99999","MI"," "," "," ","2602601",4924,0.0392,0.0001 
"26","02602","04160","MI"," "," ","Augusta village, MI","2602602",885,0.0044,0.7018 
"26","02602","05140","MI"," "," ","Bangor city, MI","2602602",1885,0.0094,0.0895 
"26","02602","09220","MI"," "," ","Bloomingdale village, MI","2602602",454,0.0023,1 
"26","02602","10180","MI"," "," ","Breedsville village, MI","2602602",199,0.001,0.0158 
"26","02602","16440","MI"," "," ","Climax village, MI","2602602",767,0.0038,1 
"26","02602","17690","MI"," "," ","Comstock Northwest CDP, MI","2602602",5455,0.0271,1 
"26","02602","21040","MI"," "," ","Decatur village, MI","2602602",1819,0.009,0.541 
"26","02602","24500","MI"," "," ","Eastwood CDP, MI","2602602",6332,0.0315,0.6863 
"26","02602","31260","MI"," "," ","Galesburg city, MI","2602602",2009,0.01,0.2201 
"26","02602","32640","MI"," "," ","Gobles city, MI","2602602",829,0.0041,0.0396 
"26","02602","36960","MI"," "," ","Hartford city, MI","2602602",2688,0.0134,0.3151 
"26","02602","42160","MI"," "," ","Kalamazoo city, MI","2602602",1,0,0 
"26","02602","46440","MI"," "," ","Lawrence village, MI","2602602",996,0.005,0.1651 
"26","02602","46500","MI"," "," ","Lawton village, MI","2602602",1900,0.0094,0.0864 
"26","02602","52380","MI"," "," ","Mattawan village, MI","2602602",1997,0.0099,1 
"26","02602","62340","MI"," "," ","Parchment city, MI","2602602",1804,0.009,0.8669 
"26","02602","62980","MI"," "," ","Paw Paw village, MI","2602602",3534,0.0176,0.565 
"26","02602","68240","MI"," "," ","Richland village, MI","2602602",751,0.0037,1 
"26","02602","71860","MI"," "," ","Schoolcraft village, MI","2602602",1525,0.0076,0.2069 
"26","02602","74975","MI"," "," ","South Gull Lake CDP, MI","2602602",1182,0.0059,0.3984 
"26","02602","74980","MI"," "," ","South Haven city, MI","2602602",4392,0.0218,0.9433 
"26","02602","82300","MI"," "," ","Vicksburg village, MI","2602602",2906,0.0145,0.3365 
"26","02602","86380","MI"," "," ","Westwood CDP, MI","2602602",8653,0.043,0.6926 
"26","02602","99999","MI"," "," "," ","2602602",148141,0.7366,0.0019 
"26","02700","10860","MI"," "," ","Bronson city, MI","2602700",2349,0.0148,0.8265 
"26","02700","11920","MI"," "," ","Burr Oak village, MI","2602700",828,0.0052,0.7077 
"26","02700","13900","MI"," "," ","Cassopolis village, MI","2602700",1774,0.0112,0.026 
"26","02700","14460","MI"," "," ","Centreville village, MI","2602700",1425,0.009,0.5975 
"26","02700","17020","MI"," "," ","Coldwater city, MI","2602700",10945,0.0689,0.9926 
"26","02700","17360","MI"," "," ","Colon village, MI","2602700",1173,0.0074,1 
"26","02700","17840","MI"," "," ","Constantine village, MI","2602700",2076,0.0131,0.3866 
"26","02700","22880","MI"," "," ","Dowagiac city, MI","2602700",5879,0.037,1 
"26","02700","25040","MI"," "," ","Edwardsburg village, MI","2602700",1259,0.0079,1 
"26","02700","51460","MI"," "," ","Marcellus village, MI","2602700",1198,0.0075,0.641 
"26","02700","52980","MI"," "," ","Mendon village, MI","2602700",870,0.0055,0.0126 
"26","02700","57760","MI"," "," ","Niles city, MI","2602700",1,0,0.0001 
"26","02700","66640","MI"," "," ","Quincy village, MI","2602700",1652,0.0104,1 
"26","02700","73420","MI"," "," ","Sherwood village, MI","2602700",309,0.0019,0.0366 
"26","02700","76960","MI"," "," ","Sturgis city, MI","2602700",10994,0.0692,1 
"26","02700","79760","MI"," "," ","Three Rivers city, MI","2602700",7811,0.0492,1 
"26","02700","81360","MI"," "," ","Union City village, MI","2602700",1559,0.0098,0.6697 
"26","02700","81680","MI"," "," ","Vandalia village, MI","2602700",301,0.0019,1 
"26","02700","86920","MI"," "," ","White Pigeon village, MI","2602700",1522,0.0096,0.3847 
"26","02700","99999","MI"," "," "," ","2602700",104911,0.6605,0.0013 
"26","02800","00980","MI"," "," ","Albion city, MI","2602800",8616,0.0633,0.8823 
"26","02800","03880","MI"," "," ","Athens village, MI","2602800",1024,0.0075,0.9234 
"26","02800","05920","MI"," "," ","Battle Creek city, MI","2602800",52347,0.3845,0.994 
"26","02800","11200","MI"," "," ","Brownlee Park CDP, MI","2602800",2108,0.0155,0.1576 
"26","02800","11800","MI"," "," ","Burlington village, MI","2602800",261,0.0019,0.0039 
"26","02800","38920","MI"," "," ","Homer village, MI","2602800",1668,0.0123,0.5191 
"26","02800","47230","MI"," "," ","Level Park-Oak Park CDP, MI","2602800",3409,0.025,1 
"26","02800","51940","MI"," "," ","Marshall city, MI","2602800",7092,0.0521,0.2898 
"26","02800","75700","MI"," "," ","Springfield city, MI","2602800",5260,0.0386,1 
"26","02800","79160","MI"," "," ","Tekonsha village, MI","2602800",717,0.0053,1 
"26","02800","81360","MI"," "," ","Union City village, MI","2602800",40,0.0003,0.0172 
"26","02800","99999","MI"," "," "," ","2602800",53604,0.3937,0.0007 
"26","02900","11000","MI"," "," ","Brooklyn village, MI","2602900",1206,0.0075,0.0032 
"26","02900","14260","MI"," "," ","Cement City village, MI","2602900",33,0.0002,0.0005 
"26","02900","17740","MI"," "," ","Concord village, MI","2602900",1050,0.0066,0.2658 
"26","02900","34480","MI"," "," ","Grass Lake village, MI","2602900",1173,0.0073,0.7401 
"26","02900","36380","MI"," "," ","Hanover village, MI","2602900",441,0.0028,0.1728 
"26","02900","41420","MI"," "," ","Jackson city, MI","2602900",33534,0.2093,0.7195 
"26","02900","53580","MI"," "," ","Michigan Center CDP, MI","2602900",4672,0.0292,0.6525 
"26","02900","56620","MI"," "," ","Napoleon CDP, MI","2602900",1258,0.0079,0.4733 
"26","02900","62740","MI"," "," ","Parma village, MI","2602900",769,0.0048,0.6022 
"26","02900","75620","MI"," "," ","Spring Arbor CDP, MI","2602900",2881,0.018,0.2129 
"26","02900","75860","MI"," "," ","Springport village, MI","2602900",800,0.005,0.6102 
"26","02900","81740","MI"," "," ","Vandercook Lake CDP, MI","2602900",4721,0.0295,1 
"26","02900","82490","MI"," "," ","Vineyard Lake CDP, MI","2602900",980,0.0061,1 
"26","02900","99999","MI"," "," "," ","2602900",106730,0.666,0.0013 
"26","03000","00380","MI"," "," ","Addison village, MI","2603000",605,0.0041,0.613 
"26","03000","00440","MI"," "," ","Adrian city, MI","2603000",21191,0.1446,0.8548 
"26","03000","01300","MI"," "," ","Allen village, MI","2603000",191,0.0013,0.1793 
"26","03000","09000","MI"," "," ","Blissfield village, MI","2603000",3347,0.0228,0.0282 
"26","03000","10760","MI"," "," ","Britton village, MI","2603000",586,0.004,0.1348 
"26","03000","12760","MI"," "," ","Camden village, MI","2603000",512,0.0035,0.2193 
"26","03000","14260","MI"," "," ","Cement City village, MI","2603000",405,0.0028,0.0058 
"26","03000","16280","MI"," "," ","Clayton village, MI","2603000",344,0.0023,0.3379 
"26","03000","16480","MI"," "," ","Clinton village, MI","2603000",2336,0.0159,0.4231 
"26","03000","21180","MI"," "," ","Deerfield village, MI","2603000",898,0.0061,0.1414 
"26","03000","38460","MI"," "," ","Hillsdale city, MI","2603000",8297,0.0566,0.9661 
"26","03000","39720","MI"," "," ","Hudson city, MI","2603000",2307,0.0157,0.2579 
"26","03000","41540","MI"," "," ","Jasper CDP, MI","2603000",412,0.0028,0.0701 
"26","03000","41920","MI"," "," ","Jonesville village, MI","2603000",2258,0.0154,1 
"26","03000","47980","MI"," "," ","Litchfield city, MI","2603000",1369,0.0093,0.1658 
"26","03000","50830","MI"," "," ","Manitou Beach-Devils Lake CDP, MI","2603000",2019,0.0138,1 
"26","03000","55220","MI"," "," ","Montgomery village, MI","2603000",342,0.0023,0.9448 
"26","03000","55500","MI"," "," ","Morenci city, MI","2603000",2220,0.0151,0.6643 
"26","03000","57920","MI"," "," ","North Adams village, MI","2603000",477,0.0033,1 
"26","03000","60840","MI"," "," ","Onsted village, MI","2603000",917,0.0063,0.1771 
"26","03000","67500","MI"," "," ","Reading city, MI","2603000",1078,0.0074,0.4221 
"26","03000","79120","MI"," "," ","Tecumseh city, MI","2603000",8498,0.058,0.4162 
"26","03000","82880","MI"," "," ","Waldron village, MI","2603000",538,0.0037,0.2665 
"26","03000","99999","MI"," "," "," ","2603000",85433,0.5828,0.0011 
"26","03100","13220","MI"," "," ","Carleton village, MI","2603100",2345,0.0154,0.7979 
"26","03100","22040","MI"," "," ","Detroit Beach CDP, MI","2603100",2087,0.0137,0.9271 
"26","03100","23380","MI"," "," ","Dundee village, MI","2603100",3949,0.026,0.1812 
"26","03100","26460","MI"," "," ","Estral Beach village, MI","2603100",418,0.0027,0.1319 
"26","03100","45420","MI"," "," ","Lambertville CDP, MI","2603100",9953,0.0655,0.985 
"26","03100","49700","MI"," "," ","Luna Pier city, MI","2603100",1436,0.0094,0.1734 
"26","03100","52440","MI"," "," ","Maybee village, MI","2603100",562,0.0037,0.1833 
"26","03100","53920","MI"," "," ","Milan city, MI","2603100",2066,0.0136,0.1708 
"26","03100","55020","MI"," "," ","Monroe city, MI","2603100",20733,0.1364,0.367 
"26","03100","63800","MI"," "," ","Petersburg city, MI","2603100",1146,0.0075,0.0245 
"26","03100","75140","MI"," "," ","South Monroe CDP, MI","2603100",6433,0.0423,0.3012 
"26","03100","75280","MI"," "," ","South Rockwood village, MI","2603100",1718,0.0113,0.161 
"26","03100","76720","MI"," "," ","Stony Point CDP, MI","2603100",1724,0.0113,0.0671 
"26","03100","79240","MI"," "," ","Temperance CDP, MI","2603100",8517,0.056,0.5797 
"26","03100","86050","MI"," "," ","West Monroe CDP, MI","2603100",3503,0.023,0.8637 
"26","03100","88480","MI"," "," ","Woodland Beach CDP, MI","2603100",2049,0.0135,0.8886 
"26","03100","99999","MI"," "," "," ","2603100",83382,0.5485,0.001 
"26","03200","03000","MI"," "," ","Ann Arbor city, MI","2603200",112897,0.9999,0.14 
"26","03200","99999","MI"," "," "," ","2603200",12,0.0001,0 
"26","03300","03000","MI"," "," ","Ann Arbor city, MI","2603300",1047,0.0045,0.0013 
"26","03300","05660","MI"," "," ","Barton Hills village, MI","2603300",294,0.0013,0.1849 
"26","03300","15020","MI"," "," ","Chelsea city, MI","2603300",4944,0.0213,0.9253 
"26","03300","22160","MI"," "," ","Dexter village, MI","2603300",4067,0.0175,0.9373 
"26","03300","50660","MI"," "," ","Manchester village, MI","2603300",2091,0.009,1 
"26","03300","53920","MI"," "," ","Milan city, MI","2603300",3770,0.0163,0.3116 
"26","03300","71140","MI"," "," ","Saline city, MI","2603300",8810,0.038,0.9657 
"26","03300","87060","MI"," "," ","Whitmore Lake CDP, MI","2603300",4530,0.0195,0.6638 
"26","03300","89140","MI"," "," ","Ypsilanti city, MI","2603300",19435,0.0838,1 
"26","03300","99999","MI"," "," "," ","2603300",182894,0.7887,0.0023 
"26","03400","10620","MI"," "," ","Brighton city, MI","2603400",7444,0.0411,0.2742 
"26","03400","27760","MI"," "," ","Fenton city, MI","2603400",10,0.0001,0.0007 
"26","03400","30060","MI"," "," ","Fowlerville village, MI","2603400",2886,0.0159,0.2868 
"26","03400","39540","MI"," "," ","Howell city, MI","2603400",9487,0.0524,0.967 
"26","03400","64140","MI"," "," ","Pinckney village, MI","2603400",2427,0.0134,0.2848 
"26","03400","87060","MI"," "," ","Whitmore Lake CDP, MI","2603400",1893,0.0105,0.2774 
"26","03400","99999","MI"," "," "," ","2603400",156820,0.8666,0.002 
"26","03500","01180","MI"," "," ","Algonac city, MI","2603500",4110,0.0164,0.4734 
"26","03500","01660","MI"," "," ","Almont village, MI","2603500",2674,0.0106,0.6335 
"26","03500","04020","MI"," "," ","Attica CDP, MI","2603500",994,0.004,0.2439 
"26","03500","05470","MI"," "," ","Barnes Lake-Millers Lake CDP, MI","2603500",1093,0.0043,1 
"26","03500","11180","MI"," "," ","Brown City city, MI","2603500",9,0,0.0065 
"26","03500","13140","MI"," "," ","Capac village, MI","2603500",1890,0.0075,0.9238 
"26","03500","16420","MI"," "," ","Clifford village, MI","2603500",324,0.0013,0.0037 
"26","03500","17460","MI"," "," ","Columbiaville village, MI","2603500",787,0.0031,0.9825 
"26","03500","23140","MI"," "," ","Dryden village, MI","2603500",951,0.0038,0.3101 
"26","03500","25940","MI"," "," ","Emmett village, MI","2603500",269,0.0011,0.0573 
"26","03500","40320","MI"," "," ","Imlay City city, MI","2603500",3597,0.0143,0.3598 
"26","03500","46040","MI"," "," ","Lapeer city, MI","2603500",8841,0.0352,0.8798 
"26","03500","51600","MI"," "," ","Marine City city, MI","2603500",4248,0.0169,0.0853 
"26","03500","52080","MI"," "," ","Marysville city, MI","2603500",9959,0.0396,1 
"26","03500","52960","MI"," "," ","Memphis city, MI","2603500",360,0.0014,0.1185 
"26","03500","53340","MI"," "," ","Metamora village, MI","2603500",565,0.0022,0.4982 
"26","03500","58080","MI"," "," ","North Branch village, MI","2603500",1033,0.0041,0.1225 
"26","03500","61760","MI"," "," ","Otter Lake village, MI","2603500",320,0.0013,0.8226 
"26","03500","63200","MI"," "," ","Pearl Beach CDP, MI","2603500",2829,0.0113,0.7896 
"26","03500","65820","MI"," "," ","Port Huron city, MI","2603500",30184,0.1201,0.9405 
"26","03500","68380","MI"," "," ","Richmond city, MI","2603500",2,0,0.0002 
"26","03500","70680","MI"," "," ","St. Clair city, MI","2603500",5485,0.0218,0.5809 
"26","03500","89000","MI"," "," ","Yale city, MI","2603500",1955,0.0078,1 
"26","03500","99999","MI"," "," "," ","2603500",168880,0.6719,0.0021 
"26","03600","49000","MI"," "," ","Livonia city, MI","2603600",96942,1,0.9817 
"26","03701","22000","MI"," "," ","Detroit city, MI","2603701",99236,1,0.1183 
"26","03702","22000","MI"," "," ","Detroit city, MI","2603702",78813,1,0.094 
"26","03703","22000","MI"," "," ","Detroit city, MI","2603703",75676,1,0.0902 
"26","03704","22000","MI"," "," ","Detroit city, MI","2603704",99335,1,0.1184 
"26","03705","22000","MI"," "," ","Detroit city, MI","2603705",87704,1,0.1046 
"26","03706","22000","MI"," "," ","Detroit city, MI","2603706",93610,1,0.1116 
"26","03707","22000","MI"," "," ","Detroit city, MI","2603707",74218,1,0.0885 
"26","03708","22000","MI"," "," ","Detroit city, MI","2603708",105185,1,0.1254 
"26","03801","35480","MI"," "," ","Grosse Pointe city, MI","2603801",5421,0.0577,0.5273 
"26","03801","35520","MI"," "," ","Grosse Pointe Farms city, MI","2603801",9479,0.1009,0.6791 
"26","03801","35540","MI"," "," ","Grosse Pointe Park city, MI","2603801",11555,0.123,0.8962 
"26","03801","35580","MI"," "," ","Grosse Pointe Woods city, MI","2603801",16130,0.1717,0.9512 
"26","03801","36280","MI"," "," ","Hamtramck city, MI","2603801",22423,0.2387,0.6031 
"26","03801","36700","MI"," "," ","Harper Woods city, MI","2603801",14236,0.1515,0.9094 
"26","03801","38180","MI"," "," ","Highland Park city, MI","2603801",11776,0.1253,1 
"26","03801","82453","MI"," "," ","Village of Grosse Pointe Shores city, MI","2603801",2929,0.0312,0.9737 
"26","03802","21000","MI"," "," ","Dearborn city, MI","2603802",98153,0.4805,0.1724 
"26","03802","21020","MI"," "," ","Dearborn Heights city, MI","2603802",57774,0.2828,0.9849 
"26","03802","99999","MI"," "," "," ","2603802",48362,0.2367,0.0006 
"26","03803","07020","MI"," "," ","Belleville city, MI","2603803",3991,0.0209,0.9562 
"26","03803","58980","MI"," "," ","Northville city, MI","2603803",2739,0.0143,0.3882 
"26","03803","65060","MI"," "," ","Plymouth city, MI","2603803",9132,0.0478,0.9275 
"26","03803","99999","MI"," "," "," ","2603803",175015,0.9169,0.0022 
"26","03804","69420","MI"," "," ","Romulus city, MI","2603804",23989,0.2131,0.2998 
"26","03804","79000","MI"," "," ","Taylor city, MI","2603804",63131,0.5609,0.1147 
"26","03804","99999","MI"," "," "," ","2603804",25428,0.2259,0.0003 
"26","03805","28360","MI"," "," ","Flat Rock city, MI","2603805",9878,0.0742,0.3988 
"26","03805","32020","MI"," "," ","Gibraltar city, MI","2603805",4656,0.035,0.6815 
"26","03805","68880","MI"," "," ","Riverview city, MI","2603805",12486,0.0938,0.3775 
"26","03805","69180","MI"," "," ","Rockwood city, MI","2603805",3289,0.0247,0.5518 
"26","03805","74960","MI"," "," ","Southgate city, MI","2603805",30047,0.2258,1 
"26","03805","80420","MI"," "," ","Trenton city, MI","2603805",18853,0.1417,0.8355 
"26","03805","88380","MI"," "," ","Woodhaven city, MI","2603805",12875,0.0967,1 
"26","03805","99999","MI"," "," "," ","2603805",40998,0.3081,0.0005 
"26","03806","31420","MI"," "," ","Garden City city, MI","2603806",27692,0.1789,0.9284 
"26","03806","40680","MI"," "," ","Inkster city, MI","2603806",25366,0.1639,0.6981 
"26","03806","84940","MI"," "," ","Wayne city, MI","2603806",17593,0.1137,0.925 
"26","03806","86000","MI"," "," ","Westland city, MI","2603806",84097,0.5434,0.9668 
"26","03807","01380","MI"," "," ","Allen Park city, MI","2603807",28210,0.2344,0.9406 
"26","03807","24740","MI"," "," ","Ecorse city, MI","2603807",9512,0.079,0.2856 
"26","03807","47800","MI"," "," ","Lincoln Park city, MI","2603807",38144,0.3169,0.8863 
"26","03807","52940","MI"," "," ","Melvindale city, MI","2603807",10715,0.089,0.8346 
"26","03807","68760","MI"," "," ","River Rouge city, MI","2603807",7903,0.0657,1 
"26","03807","88900","MI"," "," ","Wyandotte city, MI","2603807",25883,0.215,1 
"26","03900","76460","MI"," "," ","Sterling Heights city, MI","2603900",129699,1,1 
"26","04000","84000","MI"," "," ","Warren city, MI","2604000",134056,1,0.4059 
"26","04101","14320","MI"," "," ","Center Line city, MI","2604101",8257,0.0559,0.9691 
"26","04101","24290","MI"," "," ","Eastpointe city, MI","2604101",32442,0.2195,0.9932 
"26","04101","35580","MI"," "," ","Grosse Pointe Woods city, MI","2604101",5,0,0.0003 
"26","04101","69800","MI"," "," ","Roseville city, MI","2604101",47299,0.32,0.8387 
"26","04101","70760","MI"," "," ","St. Clair Shores city, MI","2604101",59715,0.404,0.9648 
"26","04101","82453","MI"," "," ","Village of Grosse Pointe Shores city, MI","2604101",79,0.0005,0.0263 
"26","04102","30420","MI"," "," ","Fraser city, MI","2604102",14480,0.0952,0.3307 
"26","04102","55820","MI"," "," ","Mount Clemens city, MI","2604102",16314,0.1072,0.9076 
"26","04102","99999","MI"," "," "," ","2604102",121383,0.7976,0.0015 
"26","04103","03520","MI"," "," ","Armada village, MI","2604103",1730,0.0142,0.1532 
"26","04103","69400","MI"," "," ","Romeo village, MI","2604103",3596,0.0296,0.4931 
"26","04103","81540","MI"," "," ","Utica city, MI","2604103",4757,0.0391,1 
"26","04103","99999","MI"," "," "," ","2604103",111442,0.917,0.0014 
"26","04104","52960","MI"," "," ","Memphis city, MI","2604104",823,0.0053,0.2709 
"26","04104","57100","MI"," "," ","New Baltimore city, MI","2604104",12084,0.0776,0.5333 
"26","04104","57380","MI"," "," ","New Haven village, MI","2604104",4642,0.0298,0.1039 
"26","04104","68380","MI"," "," ","Richmond city, MI","2604104",5733,0.0368,0.6317 
"26","04104","99999","MI"," "," "," ","2604104",132454,0.8505,0.0017 
"27","00100","00172","MN"," "," ","Ada city, MN","2700100",1707,0.0118,1 
"27","00100","01252","MN"," "," ","Alvarado city, MN","2700100",363,0.0025,0.926 
"27","00100","02134","MN"," "," ","Argyle city, MN","2700100",639,0.0044,1 
"27","00100","03160","MN"," "," ","Badger city, MN","2700100",375,0.0026,0.0104 
"27","00100","03214","MN"," "," ","Baker CDP, MN","2700100",55,0.0004,1 
"27","00100","03574","MN"," "," ","Barnesville city, MN","2700100",2563,0.0177,0.4475 
"27","00100","05014","MN"," "," ","Beltrami city, MN","2700100",107,0.0007,0.1344 
"27","00100","07030","MN"," "," ","Borup city, MN","2700100",110,0.0008,0.0231 
"27","00100","08038","MN"," "," ","Brooks city, MN","2700100",141,0.001,0.0539 
"27","00100","11962","MN"," "," ","Climax city, MN","2700100",267,0.0018,1 
"27","00100","12862","MN"," "," ","Comstock city, MN","2700100",93,0.0006,1 
"27","00100","13870","MN"," "," ","Crookston city, MN","2700100",7891,0.0544,0.9486 
"27","00100","15976","MN"," "," ","Dilworth city, MN","2700100",4024,0.0277,0.041 
"27","00100","16030","MN"," "," ","Donaldson city, MN","2700100",42,0.0003,0.0019 
"27","00100","17612","MN"," "," ","East Grand Forks city, MN","2700100",8601,0.0593,0.9771 
"27","00100","19700","MN"," "," ","Erskine city, MN","2700100",503,0.0035,0.0489 
"27","00100","20834","MN"," "," ","Felton city, MN","2700100",177,0.0012,1 
"27","00100","20978","MN"," "," ","Fertile city, MN","2700100",842,0.0058,1 
"27","00100","21158","MN"," "," ","Fisher city, MN","2700100",435,0.003,1 
"27","00100","21986","MN"," "," ","Fosston city, MN","2700100",1527,0.0105,1 
"27","00100","23246","MN"," "," ","Gary city, MN","2700100",214,0.0015,1 
"27","00100","23498","MN"," "," ","Georgetown city, MN","2700100",129,0.0009,1 
"27","00100","24182","MN"," "," ","Glyndon city, MN","2700100",1394,0.0096,1 
"27","00100","24470","MN"," "," ","Goodridge city, MN","2700100",132,0.0009,1 
"27","00100","25604","MN"," "," ","Greenbush city, MN","2700100",719,0.005,1 
"27","00100","26216","MN"," "," ","Grygla city, MN","2700100",221,0.0015,1 
"27","00100","26270","MN"," "," ","Gully city, MN","2700100",66,0.0005,0.0057 
"27","00100","26576","MN"," "," ","Hallock city, MN","2700100",981,0.0068,1 
"27","00100","26612","MN"," "," ","Halma city, MN","2700100",61,0.0004,1 
"27","00100","26630","MN"," "," ","Halstad city, MN","2700100",597,0.0041,0.842 
"27","00100","27746","MN"," "," ","Hawley city, MN","2700100",2067,0.0142,1 
"27","00100","28484","MN"," "," ","Hendrum city, MN","2700100",307,0.0021,1 
"27","00100","29402","MN"," "," ","Hitterdal city, MN","2700100",201,0.0014,1 
"27","00100","29870","MN"," "," ","Holt city, MN","2700100",88,0.0006,1 
"27","00100","30446","MN"," "," ","Humboldt city, MN","2700100",45,0.0003,1 
"27","00100","32444","MN"," "," ","Karlstad city, MN","2700100",760,0.0052,1 
"27","00100","32732","MN"," "," ","Kennedy city, MN","2700100",193,0.0013,0.0092 
"27","00100","34136","MN"," "," ","Lake Bronson city, MN","2700100",229,0.0016,0.1722 
"27","00100","35378","MN"," "," ","Lancaster city, MN","2700100",340,0.0023,1 
"27","00100","36404","MN"," "," ","Lengby city, MN","2700100",86,0.0006,1 
"27","00100","39050","MN"," "," ","McIntosh city, MN","2700100",625,0.0043,0.8245 
"27","00100","41714","MN"," "," ","Mentor city, MN","2700100",153,0.0011,1 
"27","00100","41912","MN"," "," ","Middle River city, MN","2700100",303,0.0021,1 
"27","00100","43864","MN"," "," ","Moorhead city, MN","2700100",38065,0.2624,1 
"27","00100","45520","MN"," "," ","Newfolden city, MN","2700100",368,0.0025,1 
"27","00100","46258","MN"," "," ","Nielsville city, MN","2700100",90,0.0006,1 
"27","00100","47923","MN"," "," ","Oakport CDP, MN","2700100",1387,0.0096,1 
"27","00100","48202","MN"," "," ","Oklee city, MN","2700100",435,0.003,1 
"27","00100","48976","MN"," "," ","Oslo city, MN","2700100",330,0.0023,1 
"27","00100","50506","MN"," "," ","Perley city, MN","2700100",92,0.0006,1 
"27","00100","51712","MN"," "," ","Plummer city, MN","2700100",292,0.002,1 
"27","00100","53476","MN"," "," ","Red Lake Falls city, MN","2700100",1427,0.0098,0.1606 
"27","00100","55438","MN"," "," ","Roosevelt city, MN","2700100",144,0.001,0.9536 
"27","00100","55546","MN"," "," ","Roseau city, MN","2700100",2629,0.0181,1 
"27","00100","56554","MN"," "," ","Sabin city, MN","2700100",522,0.0036,1 
"27","00100","57022","MN"," "," ","St. Hilaire city, MN","2700100",279,0.0019,1 
"27","00100","58144","MN"," "," ","St. Vincent city, MN","2700100",64,0.0004,1 
"27","00100","59566","MN"," "," ","Shelly city, MN","2700100",191,0.0013,1 
"27","00100","62698","MN"," "," ","Stephen city, MN","2700100",658,0.0045,1 
