"state","puma12","placefp14","stab","placefp","placenm","placenm14","PUMAname","pop10","afact","AFACT2"
"22","02201","59445","LA"," "," ","Pearl River town, LA","Regional Planning Commission 2--St. Tammany Parish (Southeast)",2401,0.0211,0.9752 
"22","02201","70805","LA"," "," ","Slidell city, LA","Regional Planning Commission 2--St. Tammany Parish (Southeast)",27068,0.2381,0.796 
"22","02201","99999","LA"," "," "," ","Regional Planning Commission 2--St. Tammany Parish (Southeast)",68482,0.6025,0.0009 
"22","02300","23567","LA"," "," ","Elmwood CDP, LA","Regional Planning Commission 3--Jefferson Parish (North)",4635,0.0434,1 
"22","02300","32930","LA"," "," ","Harahan city, LA","Regional Planning Commission 3--Jefferson Parish (North)",9277,0.0868,1 
"22","02300","38145","LA"," "," ","Jefferson CDP, LA","Regional Planning Commission 3--Jefferson Parish (North)",11193,0.1048,1 
"22","02300","39475","LA"," "," ","Kenner city, LA","Regional Planning Commission 3--Jefferson Parish (North)",66702,0.6244,0.852 
"22","02300","50115","LA"," "," ","Metairie CDP, LA","Regional Planning Commission 3--Jefferson Parish (North)",1522,0.0142,0.0109 
"22","02300","65150","LA"," "," ","River Ridge CDP, LA","Regional Planning Commission 3--Jefferson Parish (North)",13494,0.1263,0.8744 
"22","02301","50115","LA"," "," ","Metairie CDP, LA","Regional Planning Commission 4--Jefferson Parish (Central)",136959,1,0.9767 
"22","02302","03810","LA"," "," ","Avondale CDP, LA","Regional Planning Commission 5--Jefferson Parish (West Bank)",4954,0.0371,0.9752 
"22","02302","09480","LA"," "," ","Bridge City CDP, LA","Regional Planning Commission 5--Jefferson Parish (West Bank)",7706,0.0577,0.2841 
"22","02302","31915","LA"," "," ","Gretna city, LA","Regional Planning Commission 5--Jefferson Parish (West Bank)",17569,0.1315,1 
"22","02302","33245","LA"," "," ","Harvey CDP, LA","Regional Planning Commission 5--Jefferson Parish (West Bank)",20515,0.1535,1 
"22","02302","48785","LA"," "," ","Marrero CDP, LA","Regional Planning Commission 5--Jefferson Parish (West Bank)",19694,0.1474,0.5942 
"22","02302","75180","LA"," "," ","Terrytown CDP, LA","Regional Planning Commission 5--Jefferson Parish (West Bank)",23319,0.1745,0.9869 
"22","02302","75740","LA"," "," ","Timberlane CDP, LA","Regional Planning Commission 5--Jefferson Parish (West Bank)",10243,0.0767,0.9927 
"22","02302","79100","LA"," "," ","Waggaman CDP, LA","Regional Planning Commission 5--Jefferson Parish (West Bank)",10015,0.075,0.3158 
"22","02302","81165","LA"," "," ","Westwego city, LA","Regional Planning Commission 5--Jefferson Parish (West Bank)",8534,0.0639,0.9725 
"22","02302","99999","LA"," "," "," ","Regional Planning Commission 5--Jefferson Parish (West Bank)",11073,0.0829,0.0001 
"22","02400","55000","LA"," "," ","New Orleans city, LA","Regional Planning Commission 6--New Orleans City (Northeast)",119996,1,0.0432 
"22","02401","55000","LA"," "," ","New Orleans city, LA","Regional Planning Commission 7--New Orleans City (Central)",106546,1,0.0383 
"22","02402","55000","LA"," "," ","New Orleans city, LA","Regional Planning Commission 8--New Orleans City (South)",117287,1,0.0422 
"22","02500","02550","LA"," "," ","Arabi CDP, LA","Regional Planning Commission 9--St. Bernard, Jefferson (South) & Plaquemines Parishes",3635,0.0319,0.1729 
"22","02500","04300","LA"," "," ","Barataria CDP, LA","Regional Planning Commission 9--St. Bernard, Jefferson (South) & Plaquemines Parishes",1109,0.0097,0.1256 
"22","02500","06120","LA"," "," ","Belle Chasse CDP, LA","Regional Planning Commission 9--St. Bernard, Jefferson (South) & Plaquemines Parishes",12679,0.1111,0.909 
"22","02500","08710","LA"," "," ","Boothville CDP, LA","Regional Planning Commission 9--St. Bernard, Jefferson (South) & Plaquemines Parishes",854,0.0075,0.3033 
"22","02500","10985","LA"," "," ","Buras CDP, LA","Regional Planning Commission 9--St. Bernard, Jefferson (South) & Plaquemines Parishes",945,0.0083,0.4426 
"22","02500","14135","LA"," "," ","Chalmette CDP, LA","Regional Planning Commission 9--St. Bernard, Jefferson (South) & Plaquemines Parishes",16751,0.1468,1 
"22","02500","23725","LA"," "," ","Empire CDP, LA","Regional Planning Commission 9--St. Bernard, Jefferson (South) & Plaquemines Parishes",993,0.0087,0.5447 
"22","02500","24390","LA"," "," ","Estelle CDP, LA","Regional Planning Commission 9--St. Bernard, Jefferson (South) & Plaquemines Parishes",16377,0.1435,1 
"22","02500","30830","LA"," "," ","Grand Isle town, LA","Regional Planning Commission 9--St. Bernard, Jefferson (South) & Plaquemines Parishes",1296,0.0114,0.9501 
"22","02500","38092","LA"," "," ","Jean Lafitte town, LA","Regional Planning Commission 9--St. Bernard, Jefferson (South) & Plaquemines Parishes",1903,0.0167,1 
"22","02500","40840","LA"," "," ","Lafitte CDP, LA","Regional Planning Commission 9--St. Bernard, Jefferson (South) & Plaquemines Parishes",972,0.0085,0.0261 
"22","02500","48785","LA"," "," ","Marrero CDP, LA","Regional Planning Commission 9--St. Bernard, Jefferson (South) & Plaquemines Parishes",13447,0.1179,0.4058 
"22","02500","49800","LA"," "," ","Meraux CDP, LA","Regional Planning Commission 9--St. Bernard, Jefferson (South) & Plaquemines Parishes",5816,0.051,0.1828 
"22","02500","61440","LA"," "," ","Pointe a la Hache CDP, LA","Regional Planning Commission 9--St. Bernard, Jefferson (South) & Plaquemines Parishes",187,0.0016,0.1196 
"22","02500","62070","LA"," "," ","Port Sulphur CDP, LA","Regional Planning Commission 9--St. Bernard, Jefferson (South) & Plaquemines Parishes",1760,0.0154,1 
"22","02500","62280","LA"," "," ","Poydras CDP, LA","Regional Planning Commission 9--St. Bernard, Jefferson (South) & Plaquemines Parishes",2351,0.0206,0.5049 
"22","02500","76440","LA"," "," ","Triumph CDP, LA","Regional Planning Commission 9--St. Bernard, Jefferson (South) & Plaquemines Parishes",216,0.0019,0.0606 
"22","02500","78015","LA"," "," ","Venice CDP, LA","Regional Planning Commission 9--St. Bernard, Jefferson (South) & Plaquemines Parishes",202,0.0018,1 
"22","02500","78855","LA"," "," ","Violet CDP, LA","Regional Planning Commission 9--St. Bernard, Jefferson (South) & Plaquemines Parishes",4973,0.0436,0.8567 
"22","02500","83002","LA"," "," ","Woodmere CDP, LA","Regional Planning Commission 9--St. Bernard, Jefferson (South) & Plaquemines Parishes",12080,0.1059,1 
"22","02500","99999","LA"," "," "," ","Regional Planning Commission 9--St. Bernard, Jefferson (South) & Plaquemines Parishes",15541,0.1362,0.0002 
"23","00100","01675","ME"," "," ","Ashland CDP, ME","Northeast Maine--Aroostook & Washington Counties",709,0.0068,0.0282 
"23","00100","05350","ME"," "," ","Blaine CDP, ME","Northeast Maine--Aroostook & Washington Counties",301,0.0029,0.003 
"23","00100","09585","ME"," "," ","Calais city, ME","Northeast Maine--Aroostook & Washington Counties",3123,0.0298,1 
"23","00100","10565","ME"," "," ","Caribou city, ME","Northeast Maine--Aroostook & Washington Counties",8189,0.0782,0.7992 
"23","00100","19385","ME"," "," ","Eagle Lake CDP, ME","Northeast Maine--Aroostook & Washington Counties",625,0.006,0.1261 
"23","00100","21730","ME"," "," ","Eastport city, ME","Northeast Maine--Aroostook & Washington Counties",1331,0.0127,0.2654 
"23","00100","25580","ME"," "," ","Fort Fairfield CDP, ME","Northeast Maine--Aroostook & Washington Counties",1825,0.0174,0.0247 
"23","00100","25720","ME"," "," ","Fort Kent CDP, ME","Northeast Maine--Aroostook & Washington Counties",2488,0.0238,0.0662 
"23","00100","33945","ME"," "," ","Houlton CDP, ME","Northeast Maine--Aroostook & Washington Counties",4856,0.0464,0.8354 
"23","00100","39265","ME"," "," ","Limestone CDP, ME","Northeast Maine--Aroostook & Washington Counties",1075,0.0103,1 
"23","00100","41575","ME"," "," ","Lubec CDP, ME","Northeast Maine--Aroostook & Washington Counties",349,0.0033,0.3852 
"23","00100","41925","ME"," "," ","Machias CDP, ME","Northeast Maine--Aroostook & Washington Counties",1274,0.0122,1 
"23","00100","42485","ME"," "," ","Madawaska CDP, ME","Northeast Maine--Aroostook & Washington Counties",2967,0.0283,1 
"23","00100","43220","ME"," "," ","Mapleton CDP, ME","Northeast Maine--Aroostook & Washington Counties",683,0.0065,0.1602 
"23","00100","43675","ME"," "," ","Mars Hill CDP, ME","Northeast Maine--Aroostook & Washington Counties",980,0.0094,0.2435 
"23","00100","60825","ME"," "," ","Presque Isle city, ME","Northeast Maine--Aroostook & Washington Counties",9692,0.0925,0.5435 
"23","00100","78535","ME"," "," ","Van Buren CDP, ME","Northeast Maine--Aroostook & Washington Counties",1937,0.0185,1 
"23","00100","80250","ME"," "," ","Washburn CDP, ME","Northeast Maine--Aroostook & Washington Counties",997,0.0095,0.7699 
"23","00100","87250","ME"," "," ","Woodland CDP, ME","Northeast Maine--Aroostook & Washington Counties",952,0.0091,1 
"23","00100","99999","ME"," "," "," ","Northeast Maine--Aroostook & Washington Counties",60373,0.5765,0.0008 
"23","00200","01360","ME"," "," ","Anson CDP, ME","Northwest Maine--Oxford, Somerset, Franklin & Piscataquis Counties",752,0.0047,0.0138 
"23","00200","04965","ME"," "," ","Bingham CDP, ME","Northwest Maine--Oxford, Somerset, Franklin & Piscataquis Counties",758,0.0048,0.1351 
"23","00200","12770","ME"," "," ","Chisholm CDP, ME","Northwest Maine--Oxford, Somerset, Franklin & Piscataquis Counties",1380,0.0087,0.2267 
"23","00200","17705","ME"," "," ","Dixfield CDP, ME","Northwest Maine--Oxford, Somerset, Franklin & Piscataquis Counties",1076,0.0068,1 
"23","00200","18230","ME"," "," ","Dover-Foxcroft CDP, ME","Northwest Maine--Oxford, Somerset, Franklin & Piscataquis Counties",2528,0.016,0.9213 
"23","00200","24285","ME"," "," ","Fairfield CDP, ME","Northwest Maine--Oxford, Somerset, Franklin & Piscataquis Counties",2638,0.0167,0.9469 
"23","00200","24740","ME"," "," ","Farmington CDP, ME","Northwest Maine--Oxford, Somerset, Franklin & Piscataquis Counties",4288,0.0271,0.1288 
"23","00200","26875","ME"," "," ","Fryeburg CDP, ME","Northwest Maine--Oxford, Somerset, Franklin & Piscataquis Counties",1631,0.0103,0.044 
"23","00200","29500","ME"," "," ","Greenville CDP, ME","Northwest Maine--Oxford, Somerset, Franklin & Piscataquis Counties",1257,0.0079,0.2663 
"23","00200","30060","ME"," "," ","Guilford CDP, ME","Northwest Maine--Oxford, Somerset, Franklin & Piscataquis Counties",903,0.0057,0.0897 
"23","00200","31705","ME"," "," ","Hartland CDP, ME","Northwest Maine--Oxford, Somerset, Franklin & Piscataquis Counties",813,0.0051,0.2016 
"23","00200","42625","ME"," "," ","Madison CDP, ME","Northwest Maine--Oxford, Somerset, Franklin & Piscataquis Counties",2630,0.0166,0.4882 
"23","00200","45250","ME"," "," ","Mexico CDP, ME","Northwest Maine--Oxford, Somerset, Franklin & Piscataquis Counties",1743,0.011,0.2074 
"23","00200","45985","ME"," "," ","Milo CDP, ME","Northwest Maine--Oxford, Somerset, Franklin & Piscataquis Counties",1847,0.0117,0.5084 
"23","00200","49800","ME"," "," ","Norridgewock CDP, ME","Northwest Maine--Oxford, Somerset, Franklin & Piscataquis Counties",1438,0.0091,0.0452 
"23","00200","53965","ME"," "," ","Norway CDP, ME","Northwest Maine--Oxford, Somerset, Franklin & Piscataquis Counties",2748,0.0174,1 
"23","00200","56240","ME"," "," ","Oxford CDP, ME","Northwest Maine--Oxford, Somerset, Franklin & Piscataquis Counties",1263,0.008,0.4764 
"23","00200","58970","ME"," "," ","Pittsfield CDP, ME","Northwest Maine--Oxford, Somerset, Franklin & Piscataquis Counties",3150,0.0199,0.8881 
"23","00200","64255","ME"," "," ","Rumford CDP, ME","Northwest Maine--Oxford, Somerset, Franklin & Piscataquis Counties",4218,0.0266,0.3147 
"23","00200","68875","ME"," "," ","Skowhegan CDP, ME","Northwest Maine--Oxford, Somerset, Franklin & Piscataquis Counties",6297,0.0398,0.2691 
"23","00200","71780","ME"," "," ","South Paris CDP, ME","Northwest Maine--Oxford, Somerset, Franklin & Piscataquis Counties",2267,0.0143,0.5699 
"23","00200","85815","ME"," "," ","Wilton CDP, ME","Northwest Maine--Oxford, Somerset, Franklin & Piscataquis Counties",2198,0.0139,1 
"23","00200","99999","ME"," "," "," ","Northwest Maine--Oxford, Somerset, Franklin & Piscataquis Counties",110541,0.698,0.0014 
"23","00300","02795","ME"," "," ","Bangor city, ME","Penobscot County",33039,0.2146,0.9927 
"23","00300","06925","ME"," "," ","Brewer city, ME","Penobscot County",9482,0.0616,0.4172 
"23","00300","17495","ME"," "," ","Dexter CDP, ME","Penobscot County",2158,0.014,0.8594 
"23","00300","21065","ME"," "," ","East Millinocket CDP, ME","Penobscot County",1567,0.0102,1 
"23","00300","30760","ME"," "," ","Hampden CDP, ME","Penobscot County",4343,0.0282,0.6098 
"23","00300","34225","ME"," "," ","Howland CDP, ME","Penobscot County",1096,0.0071,0.2121 
"23","00300","39440","ME"," "," ","Lincoln CDP, ME","Penobscot County",2884,0.0187,0.9315 
"23","00300","45635","ME"," "," ","Milford CDP, ME","Penobscot County",2233,0.0145,1 
"23","00300","45845","ME"," "," ","Millinocket CDP, ME","Penobscot County",4466,0.029,1 
"23","00300","49100","ME"," "," ","Newport CDP, ME","Penobscot County",1776,0.0115,0.1775 
"23","00300","55225","ME"," "," ","Old Town city, ME","Penobscot County",7840,0.0509,0.9978 
"23","00300","55575","ME"," "," ","Orono CDP, ME","Penobscot County",9474,0.0616,0.9328 
"23","00300","99999","ME"," "," "," ","Penobscot County",73565,0.4779,0.0009 
"23","00400","02100","ME"," "," ","Augusta city, ME","Kennebec County",19136,0.1567,0.9775 
"23","00400","13435","ME"," "," ","Clinton CDP, ME","Kennebec County",1419,0.0116,0.7077 
"23","00400","24635","ME"," "," ","Farmingdale CDP, ME","Kennebec County",1970,0.0161,1 
"23","00400","27085","ME"," "," ","Gardiner city, ME","Kennebec County",5800,0.0475,1 
"23","00400","30550","ME"," "," ","Hallowell city, ME","Kennebec County",2381,0.0195,0.0584 
"23","00400","54525","ME"," "," ","Oakland CDP, ME","Kennebec County",2602,0.0213,0.115 
"23","00400","61735","ME"," "," ","Randolph CDP, ME","Kennebec County",1772,0.0145,1 
"23","00400","80740","ME"," "," ","Waterville city, ME","Kennebec County",15722,0.1287,0.9347 
"23","00400","86480","ME"," "," ","Winslow CDP, ME","Kennebec County",7794,0.0638,1 
"23","00400","86935","ME"," "," ","Winthrop CDP, ME","Kennebec County",2650,0.0217,1 
"23","00400","99999","ME"," "," "," ","Kennebec County",60905,0.4986,0.0008 
"23","00500","02830","ME"," "," ","Bar Harbor CDP, ME","Coastal Maine Region--Hancock, Knox, Waldo & Lincoln Counties",2552,0.0152,0.0652 
"23","00500","03950","ME"," "," ","Belfast city, ME","Coastal Maine Region--Hancock, Knox, Waldo & Lincoln Counties",6668,0.0398,0.1112 
"23","00500","05665","ME"," "," ","Blue Hill CDP, ME","Coastal Maine Region--Hancock, Knox, Waldo & Lincoln Counties",943,0.0056,1 
"23","00500","06085","ME"," "," ","Boothbay Harbor CDP, ME","Coastal Maine Region--Hancock, Knox, Waldo & Lincoln Counties",1086,0.0065,0.4653 
"23","00500","08780","ME"," "," ","Bucksport CDP, ME","Coastal Maine Region--Hancock, Knox, Waldo & Lincoln Counties",2885,0.0172,0.4464 
"23","00500","09690","ME"," "," ","Camden CDP, ME","Coastal Maine Region--Hancock, Knox, Waldo & Lincoln Counties",3570,0.0213,0.2472 
"23","00500","11230","ME"," "," ","Castine CDP, ME","Coastal Maine Region--Hancock, Knox, Waldo & Lincoln Counties",1029,0.0061,0.0151 
"23","00500","16200","ME"," "," ","Damariscotta CDP, ME","Coastal Maine Region--Hancock, Knox, Waldo & Lincoln Counties",1142,0.0068,0.673 
"23","00500","23200","ME"," "," ","Ellsworth city, ME","Coastal Maine Region--Hancock, Knox, Waldo & Lincoln Counties",7741,0.0462,0.072 
"23","00500","48610","ME"," "," ","Newcastle CDP, ME","Coastal Maine Region--Hancock, Knox, Waldo & Lincoln Counties",667,0.004,0.3069 
"23","00500","63590","ME"," "," ","Rockland city, ME","Coastal Maine Region--Hancock, Knox, Waldo & Lincoln Counties",7297,0.0436,1 
"23","00500","66600","ME"," "," ","Searsport CDP, ME","Coastal Maine Region--Hancock, Knox, Waldo & Lincoln Counties",992,0.0059,0.9076 
"23","00500","72830","ME"," "," ","Southwest Harbor CDP, ME","Coastal Maine Region--Hancock, Knox, Waldo & Lincoln Counties",720,0.0043,1 
"23","00500","76330","ME"," "," ","Thomaston CDP, ME","Coastal Maine Region--Hancock, Knox, Waldo & Lincoln Counties",1875,0.0112,1 
"23","00500","78220","ME"," "," ","Unity CDP, ME","Coastal Maine Region--Hancock, Knox, Waldo & Lincoln Counties",469,0.0028,1 
"23","00500","79515","ME"," "," ","Waldoboro CDP, ME","Coastal Maine Region--Hancock, Knox, Waldo & Lincoln Counties",1233,0.0074,1 
"23","00500","86620","ME"," "," ","Winter Harbor CDP, ME","Coastal Maine Region--Hancock, Knox, Waldo & Lincoln Counties",426,0.0025,0.3302 
"23","00500","86725","ME"," "," ","Winterport CDP, ME","Coastal Maine Region--Hancock, Knox, Waldo & Lincoln Counties",1340,0.008,0.4624 
"23","00500","87040","ME"," "," ","Wiscasset CDP, ME","Coastal Maine Region--Hancock, Knox, Waldo & Lincoln Counties",1097,0.0066,0.4299 
"23","00500","99999","ME"," "," "," ","Coastal Maine Region--Hancock, Knox, Waldo & Lincoln Counties",123665,0.7388,0.0015 
"23","00600","02060","ME"," "," ","Auburn city, ME","Androscoggin County",23055,0.2141,0.8796 
"23","00600","38740","ME"," "," ","Lewiston city, ME","Androscoggin County",36592,0.3398,1 
"23","00600","40105","ME"," "," ","Lisbon Falls CDP, ME","Androscoggin County",4100,0.0381,0.52 
"23","00600","40735","ME"," "," ","Livermore Falls CDP, ME","Androscoggin County",1594,0.0148,0.0129 
"23","00600","44620","ME"," "," ","Mechanic Falls CDP, ME","Androscoggin County",2237,0.0208,0.3313 
"23","00600","99999","ME"," "," "," ","Androscoggin County",40124,0.3725,0.0005 
"23","00700","03355","ME"," "," ","Bath city, ME","Sagadahoc & Cumberland (North) Counties--Bath City & Brunswick",8514,0.0826,0.8054 
"23","00700","06330","ME"," "," ","Bowdoinham CDP, ME","Sagadahoc & Cumberland (North) Counties--Bath City & Brunswick",722,0.007,0.1481 
"23","00700","08395","ME"," "," ","Brunswick CDP, ME","Sagadahoc & Cumberland (North) Counties--Bath City & Brunswick",15175,0.1472,1 
"23","00700","08500","ME"," "," ","Brunswick Station CDP, ME","Sagadahoc & Cumberland (North) Counties--Bath City & Brunswick",578,0.0056,0.0858 
"23","00700","11090","ME"," "," ","Casco CDP, ME","Sagadahoc & Cumberland (North) Counties--Bath City & Brunswick",587,0.0057,0.6537 
"23","00700","14800","ME"," "," ","Cousins Island CDP, ME","Sagadahoc & Cumberland (North) Counties--Bath City & Brunswick",490,0.0048,0.2091 
"23","00700","26490","ME"," "," ","Freeport CDP, ME","Sagadahoc & Cumberland (North) Counties--Bath City & Brunswick",1485,0.0144,0.7787 
"23","00700","28835","ME"," "," ","Gray CDP, ME","Sagadahoc & Cumberland (North) Counties--Bath City & Brunswick",884,0.0086,0.4745 
"23","00700","40470","ME"," "," ","Littlejohn Island CDP, ME","Sagadahoc & Cumberland (North) Counties--Bath City & Brunswick",118,0.0011,0.0033 
"23","00700","62610","ME"," "," ","Richmond CDP, ME","Sagadahoc & Cumberland (North) Counties--Bath City & Brunswick",1760,0.0171,1 
"23","00700","76925","ME"," "," ","Topsham CDP, ME","Sagadahoc & Cumberland (North) Counties--Bath City & Brunswick",5931,0.0575,0.4925 
"23","00700","87810","ME"," "," ","Yarmouth CDP, ME","Sagadahoc & Cumberland (North) Counties--Bath City & Brunswick",5869,0.0569,1 
"23","00700","99999","ME"," "," "," ","Sagadahoc & Cumberland (North) Counties--Bath City & Brunswick",60946,0.5914,0.0008 
"23","00800","00695","ME"," "," ","Alfred CDP, ME","South Maine--York (West) & Cumberland (West) Counties",777,0.0045,1 
"23","00800","04685","ME"," "," ","Berwick CDP, ME","South Maine--York (West) & Cumberland (West) Counties",2187,0.0126,0.1614 
"23","00800","07135","ME"," "," ","Bridgton CDP, ME","South Maine--York (West) & Cumberland (West) Counties",2071,0.0119,1 
"23","00800","10320","ME"," "," ","Cape Neddick CDP, ME","South Maine--York (West) & Cumberland (West) Counties",2568,0.0148,0.5163 
"23","00800","36500","ME"," "," ","Kennebunk CDP, ME","South Maine--York (West) & Cumberland (West) Counties",5214,0.03,0.135 
"23","00800","36710","ME"," "," ","Kennebunkport CDP, ME","South Maine--York (West) & Cumberland (West) Counties",1238,0.0071,0.295 
"23","00800","37235","ME"," "," ","Kittery CDP, ME","South Maine--York (West) & Cumberland (West) Counties",4562,0.0263,1 
"23","00800","37375","ME"," "," ","Kittery Point CDP, ME","South Maine--York (West) & Cumberland (West) Counties",1012,0.0058,0.0674 
"23","00800","37795","ME"," "," ","Lake Arrowhead CDP, ME","South Maine--York (West) & Cumberland (West) Counties",3071,0.0177,1 
"23","00800","48050","ME"," "," ","Naples CDP, ME","South Maine--York (West) & Cumberland (West) Counties",428,0.0025,0.011 
"23","00800","50290","ME"," "," ","North Berwick CDP, ME","South Maine--York (West) & Cumberland (West) Counties",1615,0.0093,0.4423 
"23","00800","65725","ME"," "," ","Sanford city, ME","South Maine--York (West) & Cumberland (West) Counties",20798,0.1197,0.9936 
"23","00800","70660","ME"," "," ","South Eliot CDP, ME","South Maine--York (West) & Cumberland (West) Counties",3550,0.0204,0.2581 
"23","00800","73635","ME"," "," ","Standish CDP, ME","South Maine--York (West) & Cumberland (West) Counties",469,0.0027,1 
"23","00800","73985","ME"," "," ","Steep Falls CDP, ME","South Maine--York (West) & Cumberland (West) Counties",1139,0.0066,1 
"23","00800","83330","ME"," "," ","West Kennebunk CDP, ME","South Maine--York (West) & Cumberland (West) Counties",1176,0.0068,1 
"23","00800","88160","ME"," "," ","York Harbor CDP, ME","South Maine--York (West) & Cumberland (West) Counties",3033,0.0175,1 
"23","00800","99999","ME"," "," "," ","South Maine--York (West) & Cumberland (West) Counties",118775,0.6839,0.0015 
"23","00900","04860","ME"," "," ","Biddeford city, ME","Cumberland (Outside Portland) & York (East) Counties--Biddeford & Saco Cities",21277,0.1657,1 
"23","00900","15500","ME"," "," ","Cumberland Center CDP, ME","Cumberland (Outside Portland) & York (East) Counties--Biddeford & Saco Cities",2499,0.0195,0.1574 
"23","00900","24480","ME"," "," ","Falmouth CDP, ME","Cumberland (Outside Portland) & York (East) Counties--Biddeford & Saco Cities",1855,0.0144,0.3471 
"23","00900","24530","ME"," "," ","Falmouth Foreside CDP, ME","Cumberland (Outside Portland) & York (East) Counties--Biddeford & Saco Cities",1511,0.0118,0.9276 
"23","00900","28205","ME"," "," ","Gorham CDP, ME","Cumberland (Outside Portland) & York (East) Counties--Biddeford & Saco Cities",6882,0.0536,1 
"23","00900","40350","ME"," "," ","Little Falls CDP, ME","Cumberland (Outside Portland) & York (East) Counties--Biddeford & Saco Cities",708,0.0055,0.0105 
"23","00900","53685","ME"," "," ","North Windham CDP, ME","Cumberland (Outside Portland) & York (East) Counties--Biddeford & Saco Cities",4904,0.0382,1 
"23","00900","55120","ME"," "," ","Old Orchard Beach CDP, ME","Cumberland (Outside Portland) & York (East) Counties--Biddeford & Saco Cities",8624,0.0671,0.219 
"23","00900","64675","ME"," "," ","Saco city, ME","Cumberland (Outside Portland) & York (East) Counties--Biddeford & Saco Cities",18482,0.1439,0.9808 
"23","00900","66110","ME"," "," ","Scarborough CDP, ME","Cumberland (Outside Portland) & York (East) Counties--Biddeford & Saco Cities",4403,0.0343,1 
"23","00900","72900","ME"," "," ","South Windham CDP, ME","Cumberland (Outside Portland) & York (East) Counties--Biddeford & Saco Cities",1374,0.0107,0.2687 
"23","00900","99999","ME"," "," "," ","Cumberland (Outside Portland) & York (East) Counties--Biddeford & Saco Cities",55917,0.4354,0.0007 
"23","01000","60545","ME"," "," ","Portland city, ME","Cumberland County (Southeast)--Portland, South Portland & Westbrook Cities",66194,0.6077,1 
"23","01000","71990","ME"," "," ","South Portland city, ME","Cumberland County (Southeast)--Portland, South Portland & Westbrook Cities",25002,0.2295,1 
"23","01000","82105","ME"," "," ","Westbrook city, ME","Cumberland County (Southeast)--Portland, South Portland & Westbrook Cities",17494,0.1606,1 
"23","01000","99999","ME"," "," "," ","Cumberland County (Southeast)--Portland, South Portland & Westbrook Cities",230,0.0021,0 
"24","00100","00225","MD"," "," ","Accident town, MD","Allegany & Garrett Counties--Cumberland City",325,0.0031,0.7647 
"24","00100","04525","MD"," "," ","Barrelville CDP, MD","Allegany & Garrett Counties--Cumberland City",73,0.0007,0.0989 
"24","00100","04625","MD"," "," ","Barton town, MD","Allegany & Garrett Counties--Cumberland City",457,0.0043,0.0273 
"24","00100","05525","MD"," "," ","Bel Air CDP, MD","Allegany & Garrett Counties--Cumberland City",1258,0.012,0.2129 
"24","00100","07285","MD"," "," ","Bier CDP, MD","Allegany & Garrett Counties--Cumberland City",173,0.0016,1 
"24","00100","08050","MD"," "," ","Bloomington CDP, MD","Allegany & Garrett Counties--Cumberland City",305,0.0029,0.0364 
"24","00100","08850","MD"," "," ","Bowling Green CDP, MD","Allegany & Garrett Counties--Cumberland City",1077,0.0102,0.0206 
"24","00100","08862","MD"," "," ","Bowmans Addition CDP, MD","Allegany & Garrett Counties--Cumberland City",627,0.006,1 
"24","00100","13225","MD"," "," ","Carlos CDP, MD","Allegany & Garrett Counties--Cumberland City",153,0.0015,0.0248 
"24","00100","17475","MD"," "," ","Clarysville CDP, MD","Allegany & Garrett Counties--Cumberland City",73,0.0007,1 
"24","00100","19975","MD"," "," ","Corriganville CDP, MD","Allegany & Garrett Counties--Cumberland City",455,0.0043,1 
"24","00100","20500","MD"," "," ","Crellin CDP, MD","Allegany & Garrett Counties--Cumberland City",264,0.0025,0.0274 
"24","00100","20525","MD"," "," ","Cresaptown CDP, MD","Allegany & Garrett Counties--Cumberland City",4592,0.0437,1 
"24","00100","21325","MD"," "," ","Cumberland city, MD","Allegany & Garrett Counties--Cumberland City",20857,0.1983,1 
"24","00100","21675","MD"," "," ","Danville CDP, MD","Allegany & Garrett Counties--Cumberland City",271,0.0026,0.0419 
"24","00100","21925","MD"," "," ","Dawson CDP, MD","Allegany & Garrett Counties--Cumberland City",103,0.001,1 
"24","00100","22275","MD"," "," ","Deer Park town, MD","Allegany & Garrett Counties--Cumberland City",399,0.0038,0.0136 
"24","00100","22825","MD"," "," ","Detmold CDP, MD","Allegany & Garrett Counties--Cumberland City",71,0.0007,1 
"24","00100","24825","MD"," "," ","Eckhart Mines CDP, MD","Allegany & Garrett Counties--Cumberland City",932,0.0089,0.2806 
"24","00100","25925","MD"," "," ","Ellerslie CDP, MD","Allegany & Garrett Counties--Cumberland City",572,0.0054,0.0421 
"24","00100","28275","MD"," "," ","Finzel CDP, MD","Allegany & Garrett Counties--Cumberland City",547,0.0052,0.0459 
"24","00100","28425","MD"," "," ","Flintstone CDP, MD","Allegany & Garrett Counties--Cumberland City",177,0.0017,0.0864 
"24","00100","30100","MD"," "," ","Franklin CDP, MD","Allegany & Garrett Counties--Cumberland City",290,0.0028,0.2816 
"24","00100","30850","MD"," "," ","Friendsville town, MD","Allegany & Garrett Counties--Cumberland City",491,0.0047,0.0078 
"24","00100","30900","MD"," "," ","Frostburg city, MD","Allegany & Garrett Counties--Cumberland City",9021,0.0858,0.3923 
"24","00100","32175","MD"," "," ","Gilmore CDP, MD","Allegany & Garrett Counties--Cumberland City",127,0.0012,0.0793 
"24","00100","34150","MD"," "," ","Gorman CDP, MD","Allegany & Garrett Counties--Cumberland City",106,0.001,0.1241 
