year,state,county,subgroup_type,subgroup,share_poverty_exposure,share_poverty_exposure_quality
2018,25,017,race-ethnicity,Hispanic,0.06442197876570364,1
2018,25,017,race-ethnicity,Other Races and Ethnicities,0.03286827551533434,1
2018,25,017,race-ethnicity,"White, Non-Hispanic",0.014560409025230632,1
2018,25,019,all,All,0,2
2018,25,019,race-ethnicity,Black,0,3
2018,25,019,race-ethnicity,Hispanic,0,3
2018,25,019,race-ethnicity,Other Races and Ethnicities,NA,NA
2018,25,019,race-ethnicity,"White, Non-Hispanic",0,2
2018,25,021,all,All,0,1
2018,25,021,race-ethnicity,Black,0,1
2018,25,021,race-ethnicity,Hispanic,0,1
2018,25,021,race-ethnicity,Other Races and Ethnicities,0,1
2018,25,021,race-ethnicity,"White, Non-Hispanic",0,1
2018,25,023,all,All,0.032720050177712734,1
2018,25,023,race-ethnicity,Black,0.08350064958072517,1
2018,25,023,race-ethnicity,Hispanic,0.03376545070847151,1
2018,25,023,race-ethnicity,Other Races and Ethnicities,0.03786917919913028,1
2018,25,023,race-ethnicity,"White, Non-Hispanic",0.013979496738117428,1
2018,25,025,all,All,0.16929169229493354,1
2018,25,025,race-ethnicity,Black,0.1806987612194941,1
2018,25,025,race-ethnicity,Hispanic,0.1633795141581606,1
2018,25,025,race-ethnicity,Other Races and Ethnicities,0.2034609443493508,1
2018,25,025,race-ethnicity,"White, Non-Hispanic",0.13881418875656293,1
2018,25,027,all,All,0.03715028098374524,1
2018,25,027,race-ethnicity,Black,0.08086410742957233,1
2018,25,027,race-ethnicity,Hispanic,0.08195416265135962,1
2018,25,027,race-ethnicity,Other Races and Ethnicities,0.06281440296531639,1
2018,25,027,race-ethnicity,"White, Non-Hispanic",0.011619810253285751,1
2018,26,001,all,All,0,1
2018,26,001,race-ethnicity,Black,NA,NA
2018,26,001,race-ethnicity,Hispanic,NA,NA
2018,26,001,race-ethnicity,Other Races and Ethnicities,0,2
2018,26,001,race-ethnicity,"White, Non-Hispanic",0,1
2018,26,003,all,All,0,1
2018,26,003,race-ethnicity,Black,NA,NA
2018,26,003,race-ethnicity,Hispanic,NA,NA
2018,26,003,race-ethnicity,Other Races and Ethnicities,0,3
2018,26,003,race-ethnicity,"White, Non-Hispanic",0,1
2018,26,005,all,All,0,1
2018,26,005,race-ethnicity,Black,0,2
2018,26,005,race-ethnicity,Hispanic,0,2
2018,26,005,race-ethnicity,Other Races and Ethnicities,0,2
2018,26,005,race-ethnicity,"White, Non-Hispanic",0,1
2018,26,007,all,All,0,1
2018,26,007,race-ethnicity,Black,0,2
2018,26,007,race-ethnicity,Hispanic,0,3
2018,26,007,race-ethnicity,Other Races and Ethnicities,0,2
2018,26,007,race-ethnicity,"White, Non-Hispanic",0,1
2018,26,009,all,All,0,1
2018,26,009,race-ethnicity,Black,NA,NA
2018,26,009,race-ethnicity,Hispanic,0,3
2018,26,009,race-ethnicity,Other Races and Ethnicities,0,2
2018,26,009,race-ethnicity,"White, Non-Hispanic",0,1
2018,26,011,all,All,0,1
2018,26,011,race-ethnicity,Black,0,3
2018,26,011,race-ethnicity,Hispanic,0,2
2018,26,011,race-ethnicity,Other Races and Ethnicities,0,2
2018,26,011,race-ethnicity,"White, Non-Hispanic",0,1
2018,26,013,all,All,0,1
2018,26,013,race-ethnicity,Black,NA,NA
2018,26,013,race-ethnicity,Hispanic,0,3
2018,26,013,race-ethnicity,Other Races and Ethnicities,0,1
2018,26,013,race-ethnicity,"White, Non-Hispanic",0,1
2018,26,015,all,All,0,1
2018,26,015,race-ethnicity,Black,0,3
2018,26,015,race-ethnicity,Hispanic,0,3
2018,26,015,race-ethnicity,Other Races and Ethnicities,0,2
2018,26,015,race-ethnicity,"White, Non-Hispanic",0,1
2018,26,017,all,All,0.07534535802618085,1
2018,26,017,race-ethnicity,Black,0.07244318181818182,2
2018,26,017,race-ethnicity,Hispanic,0.1568627450980392,1
2018,26,017,race-ethnicity,Other Races and Ethnicities,0.1760948905109489,2
2018,26,017,race-ethnicity,"White, Non-Hispanic",0.06244858275372074,1
2018,26,019,all,All,0,1
2018,26,019,race-ethnicity,Black,0,3
2018,26,019,race-ethnicity,Hispanic,0,3
2018,26,019,race-ethnicity,Other Races and Ethnicities,0,3
2018,26,019,race-ethnicity,"White, Non-Hispanic",0,1
2018,26,021,all,All,0.2065759819703799,1
2018,26,021,race-ethnicity,Black,0.4700883372470088,1
2018,26,021,race-ethnicity,Hispanic,0.2699448068238836,1
2018,26,021,race-ethnicity,Other Races and Ethnicities,0.24600086467790747,1
2018,26,021,race-ethnicity,"White, Non-Hispanic",0.023337595907928388,1
2018,26,023,all,All,0,1
2018,26,023,race-ethnicity,Black,0,3
2018,26,023,race-ethnicity,Hispanic,0,2
2018,26,023,race-ethnicity,Other Races and Ethnicities,0,2
2018,26,023,race-ethnicity,"White, Non-Hispanic",0,1
2018,26,025,all,All,0.14116794273546868,1
2018,26,025,race-ethnicity,Black,0.16027263875365141,1
2018,26,025,race-ethnicity,Hispanic,0.37203432609793036,1
2018,26,025,race-ethnicity,Other Races and Ethnicities,0.1569817866435386,1
2018,26,025,race-ethnicity,"White, Non-Hispanic",0.1053074334658917,1
2018,26,027,all,All,0,1
2018,26,027,race-ethnicity,Black,0,2
2018,26,027,race-ethnicity,Hispanic,0,3
2018,26,027,race-ethnicity,Other Races and Ethnicities,0,2
2018,26,027,race-ethnicity,"White, Non-Hispanic",0,1
2018,26,029,all,All,0,1
2018,26,029,race-ethnicity,Black,NA,NA
2018,26,029,race-ethnicity,Hispanic,0,3
2018,26,029,race-ethnicity,Other Races and Ethnicities,0,2
2018,26,029,race-ethnicity,"White, Non-Hispanic",0,1
2018,26,031,all,All,0,1
2018,26,031,race-ethnicity,Black,0,3
2018,26,031,race-ethnicity,Hispanic,NA,NA
2018,26,031,race-ethnicity,Other Races and Ethnicities,0,2
2018,26,031,race-ethnicity,"White, Non-Hispanic",0,1
2018,26,033,all,All,0,1
2018,26,033,race-ethnicity,Black,0,3
2018,26,033,race-ethnicity,Hispanic,0,2
2018,26,033,race-ethnicity,Other Races and Ethnicities,0,1
2018,26,033,race-ethnicity,"White, Non-Hispanic",0,1
2018,26,035,all,All,0,1
2018,26,035,race-ethnicity,Black,NA,NA
2018,26,035,race-ethnicity,Hispanic,0,2
2018,26,035,race-ethnicity,Other Races and Ethnicities,0,2
2018,26,035,race-ethnicity,"White, Non-Hispanic",0,1
2018,26,037,all,All,0.2342706013363029,1
2018,26,037,race-ethnicity,Black,0.745819397993311,2
2018,26,037,race-ethnicity,Hispanic,0.009966777408637873,2
2018,26,037,race-ethnicity,Other Races and Ethnicities,0.5820433436532507,1
2018,26,037,race-ethnicity,"White, Non-Hispanic",0.19050966608084358,1
2018,26,039,all,All,0,1
2018,26,039,race-ethnicity,Black,NA,NA
2018,26,039,race-ethnicity,Hispanic,0,2
2018,26,039,race-ethnicity,Other Races and Ethnicities,0,2
2018,26,039,race-ethnicity,"White, Non-Hispanic",0,1
2018,26,041,all,All,0,1
2018,26,041,race-ethnicity,Black,0,3
2018,26,041,race-ethnicity,Hispanic,0,3
2018,26,041,race-ethnicity,Other Races and Ethnicities,0,1
2018,26,041,race-ethnicity,"White, Non-Hispanic",0,1
2018,26,043,all,All,0,1
2018,26,043,race-ethnicity,Black,0,3
2018,26,043,race-ethnicity,Hispanic,0,3
2018,26,043,race-ethnicity,Other Races and Ethnicities,0,2
2018,26,043,race-ethnicity,"White, Non-Hispanic",0,1
2018,26,045,all,All,0,1
2018,26,045,race-ethnicity,Black,0,1
2018,26,045,race-ethnicity,Hispanic,0,1
2018,26,045,race-ethnicity,Other Races and Ethnicities,0,1
2018,26,045,race-ethnicity,"White, Non-Hispanic",0,1
2018,26,047,all,All,0,1
2018,26,047,race-ethnicity,Black,NA,NA
2018,26,047,race-ethnicity,Hispanic,0,3
2018,26,047,race-ethnicity,Other Races and Ethnicities,0,2
2018,26,047,race-ethnicity,"White, Non-Hispanic",0,1
2018,26,049,all,All,0.33589414214983226,1
2018,26,049,race-ethnicity,Black,0.4702311141773025,1
2018,26,049,race-ethnicity,Hispanic,0.4410784610724023,1
2018,26,049,race-ethnicity,Other Races and Ethnicities,0.454944313196085,1
2018,26,049,race-ethnicity,"White, Non-Hispanic",0.22499124138736423,1
2018,26,051,all,All,0,1
2018,26,051,race-ethnicity,Black,NA,NA
2018,26,051,race-ethnicity,Hispanic,0,3
2018,26,051,race-ethnicity,Other Races and Ethnicities,0,2
2018,26,051,race-ethnicity,"White, Non-Hispanic",0,1
2018,26,053,all,All,0,1
2018,26,053,race-ethnicity,Black,0,3
2018,26,053,race-ethnicity,Hispanic,NA,NA
2018,26,053,race-ethnicity,Other Races and Ethnicities,0,2
2018,26,053,race-ethnicity,"White, Non-Hispanic",0,1
2018,26,055,all,All,0,1
2018,26,055,race-ethnicity,Black,0,3
2018,26,055,race-ethnicity,Hispanic,0,3
2018,26,055,race-ethnicity,Other Races and Ethnicities,0,2
2018,26,055,race-ethnicity,"White, Non-Hispanic",0,1
2018,26,057,all,All,0,1
2018,26,057,race-ethnicity,Black,0,3
2018,26,057,race-ethnicity,Hispanic,0,2
2018,26,057,race-ethnicity,Other Races and Ethnicities,0,2
2018,26,057,race-ethnicity,"White, Non-Hispanic",0,1
2018,26,059,all,All,0,1
2018,26,059,race-ethnicity,Black,0,3
2018,26,059,race-ethnicity,Hispanic,0,2
2018,26,059,race-ethnicity,Other Races and Ethnicities,0,2
2018,26,059,race-ethnicity,"White, Non-Hispanic",0,1
2018,26,061,all,All,0.31437843939607735,1
2018,26,061,race-ethnicity,Black,0.71875,2
2018,26,061,race-ethnicity,Hispanic,0.3496932515337423,2
2018,26,061,race-ethnicity,Other Races and Ethnicities,0.7329545454545454,1
2018,26,061,race-ethnicity,"White, Non-Hispanic",0.24121110176619007,1
2018,26,063,all,All,0,1
2018,26,063,race-ethnicity,Black,NA,NA
2018,26,063,race-ethnicity,Hispanic,0,2
2018,26,063,race-ethnicity,Other Races and Ethnicities,0,2
2018,26,063,race-ethnicity,"White, Non-Hispanic",0,1
2018,26,065,all,All,0.2080316721347532,1
2018,26,065,race-ethnicity,Black,0.1813,1
2018,26,065,race-ethnicity,Hispanic,0.14419934640522875,1
2018,26,065,race-ethnicity,Other Races and Ethnicities,0.26069687669254377,1
2018,26,065,race-ethnicity,"White, Non-Hispanic",0.1985820215949005,1
2018,26,067,all,All,0,1
2018,26,067,race-ethnicity,Black,0,3
2018,26,067,race-ethnicity,Hispanic,0,2
2018,26,067,race-ethnicity,Other Races and Ethnicities,0,2
2018,26,067,race-ethnicity,"White, Non-Hispanic",0,1
2018,26,069,all,All,0,1
2018,26,069,race-ethnicity,Black,0,3
2018,26,069,race-ethnicity,Hispanic,NA,NA
2018,26,069,race-ethnicity,Other Races and Ethnicities,0,2
2018,26,069,race-ethnicity,"White, Non-Hispanic",0,1
2018,26,071,all,All,0,1
2018,26,071,race-ethnicity,Black,NA,NA
2018,26,071,race-ethnicity,Hispanic,0,3
2018,26,071,race-ethnicity,Other Races and Ethnicities,0,3
2018,26,071,race-ethnicity,"White, Non-Hispanic",0,1
2018,26,073,all,All,0.4708230597628273,1
2018,26,073,race-ethnicity,Black,0.6411149825783972,2
2018,26,073,race-ethnicity,Hispanic,0.437414030261348,1
2018,26,073,race-ethnicity,Other Races and Ethnicities,0.3572496263079223,1
2018,26,073,race-ethnicity,"White, Non-Hispanic",0.47347162319435887,1
2018,26,075,all,All,0.24297457465111832,1
2018,26,075,race-ethnicity,Black,0.592572658772874,1
2018,26,075,race-ethnicity,Hispanic,0.27011494252873564,1
2018,26,075,race-ethnicity,Other Races and Ethnicities,0.2080766598220397,1
2018,26,075,race-ethnicity,"White, Non-Hispanic",0.1579544695907604,1
2018,26,077,all,All,0.2013962033067973,1
2018,26,077,race-ethnicity,Black,0.2865175559165313,1
2018,26,077,race-ethnicity,Hispanic,0.10849208911850178,1
2018,26,077,race-ethnicity,Other Races and Ethnicities,0.2224920605268074,1
2018,26,077,race-ethnicity,"White, Non-Hispanic",0.1781952523188178,1
2018,26,079,all,All,0,1
2018,26,079,race-ethnicity,Black,0,3
2018,26,079,race-ethnicity,Hispanic,0,3
2018,26,079,race-ethnicity,Other Races and Ethnicities,0,2
2018,26,079,race-ethnicity,"White, Non-Hispanic",0,1
2018,26,081,all,All,0.10177414883697487,1
2018,26,081,race-ethnicity,Black,0.11434108527131782,1
2018,26,081,race-ethnicity,Hispanic,0.30251858682496685,1
2018,26,081,race-ethnicity,Other Races and Ethnicities,0.24354940213971052,1
2018,26,081,race-ethnicity,"White, Non-Hispanic",0.015554615365471243,1
2018,26,083,all,All,0.011764705882352941,1
2018,26,083,race-ethnicity,Black,NA,NA
2018,26,083,race-ethnicity,Hispanic,NA,NA
2018,26,083,race-ethnicity,Other Races and Ethnicities,NA,NA
2018,26,083,race-ethnicity,"White, Non-Hispanic",0.008658008658008658,1
2018,26,085,all,All,0,1
2018,26,085,race-ethnicity,Black,0,1
2018,26,085,race-ethnicity,Hispanic,0,2
2018,26,085,race-ethnicity,Other Races and Ethnicities,0,2
2018,26,085,race-ethnicity,"White, Non-Hispanic",0,1
2018,26,087,all,All,0,1
2018,26,087,race-ethnicity,Black,0,3
2018,26,087,race-ethnicity,Hispanic,0,2
2018,26,087,race-ethnicity,Other Races and Ethnicities,0,2
2018,26,087,race-ethnicity,"White, Non-Hispanic",0,1
2018,26,089,all,All,0,1
2018,26,089,race-ethnicity,Black,0,3
2018,26,089,race-ethnicity,Hispanic,0,2
2018,26,089,race-ethnicity,Other Races and Ethnicities,0,2
2018,26,089,race-ethnicity,"White, Non-Hispanic",0,1
2018,26,091,all,All,0,1
2018,26,091,race-ethnicity,Black,0,2
2018,26,091,race-ethnicity,Hispanic,0,1
2018,26,091,race-ethnicity,Other Races and Ethnicities,0,1
2018,26,091,race-ethnicity,"White, Non-Hispanic",0,1
2018,26,093,all,All,0,1
2018,26,093,race-ethnicity,Black,0,3
2018,26,093,race-ethnicity,Hispanic,0,2
2018,26,093,race-ethnicity,Other Races and Ethnicities,0,2
2018,26,093,race-ethnicity,"White, Non-Hispanic",0,1
2018,26,095,all,All,0,1
2018,26,095,race-ethnicity,Black,NA,NA
2018,26,095,race-ethnicity,Hispanic,0,3
2018,26,095,race-ethnicity,Other Races and Ethnicities,0,2
2018,26,095,race-ethnicity,"White, Non-Hispanic",0,1
2018,26,097,all,All,0,1
2018,26,097,race-ethnicity,Black,0,3
2018,26,097,race-ethnicity,Hispanic,0,2
2018,26,097,race-ethnicity,Other Races and Ethnicities,0,1
2018,26,097,race-ethnicity,"White, Non-Hispanic",0,1
2018,26,099,all,All,0.05761384541072732,1
2018,26,099,race-ethnicity,Black,0.08038446824789594,1
2018,26,099,race-ethnicity,Hispanic,0.07115821347464042,1
2018,26,099,race-ethnicity,Other Races and Ethnicities,0.10521713786068201,1
2018,26,099,race-ethnicity,"White, Non-Hispanic",0.04132862014731302,1
2018,26,101,all,All,0,1
2018,26,101,race-ethnicity,Black,0,3
2018,26,101,race-ethnicity,Hispanic,0,2
2018,26,101,race-ethnicity,Other Races and Ethnicities,0,2
2018,26,101,race-ethnicity,"White, Non-Hispanic",0,1
2018,26,103,all,All,0.1245735451798421,1
2018,26,103,race-ethnicity,Black,0.22818791946308725,3
2018,26,103,race-ethnicity,Hispanic,0.27692307692307694,2
2018,26,103,race-ethnicity,Other Races and Ethnicities,0.12345679012345678,1
2018,26,103,race-ethnicity,"White, Non-Hispanic",0.119,1
2018,26,105,all,All,0,1
2018,26,105,race-ethnicity,Black,0,3
2018,26,105,race-ethnicity,Hispanic,0,2
2018,26,105,race-ethnicity,Other Races and Ethnicities,0,2
2018,26,105,race-ethnicity,"White, Non-Hispanic",0,1
2018,26,107,all,All,3.495688650664181e-4,1
2018,26,107,race-ethnicity,Black,0,1
2018,26,107,race-ethnicity,Hispanic,0,2
2018,26,107,race-ethnicity,Other Races and Ethnicities,0,2
2018,26,107,race-ethnicity,"White, Non-Hispanic",3.996802557953637e-4,1
2018,26,109,all,All,0,1
2018,26,109,race-ethnicity,Black,NA,NA
2018,26,109,race-ethnicity,Hispanic,0,2
2018,26,109,race-ethnicity,Other Races and Ethnicities,0,1
2018,26,109,race-ethnicity,"White, Non-Hispanic",0,1
2018,26,111,all,All,0,1
2018,26,111,race-ethnicity,Black,0,2
2018,26,111,race-ethnicity,Hispanic,0,2
2018,26,111,race-ethnicity,Other Races and Ethnicities,0,2
2018,26,111,race-ethnicity,"White, Non-Hispanic",0,1
2018,26,113,all,All,0,1
2018,26,113,race-ethnicity,Black,NA,NA
2018,26,113,race-ethnicity,Hispanic,0,2
2018,26,113,race-ethnicity,Other Races and Ethnicities,0,2
2018,26,113,race-ethnicity,"White, Non-Hispanic",0,1
2018,26,115,all,All,0.04413539086810186,1
2018,26,115,race-ethnicity,Black,0.01639344262295082,2
2018,26,115,race-ethnicity,Hispanic,0.005366726296958855,2
2018,26,115,race-ethnicity,Other Races and Ethnicities,0.19274809160305342,2
2018,26,115,race-ethnicity,"White, Non-Hispanic",0.03669795950034913,1
2018,26,117,all,All,0,1
2018,26,117,race-ethnicity,Black,NA,NA
2018,26,117,race-ethnicity,Hispanic,0,2
2018,26,117,race-ethnicity,Other Races and Ethnicities,0,2
2018,26,117,race-ethnicity,"White, Non-Hispanic",0,1
2018,26,119,all,All,0,1
2018,26,119,race-ethnicity,Black,NA,NA
2018,26,119,race-ethnicity,Hispanic,NA,NA
2018,26,119,race-ethnicity,Other Races and Ethnicities,0,2
2018,26,119,race-ethnicity,"White, Non-Hispanic",0,1
2018,26,121,all,All,0.23034103720405863,1
2018,26,121,race-ethnicity,Black,0.4049731350743471,1
2018,26,121,race-ethnicity,Hispanic,0.1901081916537867,1
2018,26,121,race-ethnicity,Other Races and Ethnicities,0.2276738439816449,1
2018,26,121,race-ethnicity,"White, Non-Hispanic",0.14582795143373806,1
2018,26,123,all,All,0,1
2018,26,123,race-ethnicity,Black,0,2
2018,26,123,race-ethnicity,Hispanic,0,2
2018,26,123,race-ethnicity,Other Races and Ethnicities,0,1
2018,26,123,race-ethnicity,"White, Non-Hispanic",0,1
2018,26,125,all,All,0.07053281260243695,1
2018,26,125,race-ethnicity,Black,0.15872892246582812,1
2018,26,125,race-ethnicity,Hispanic,0.1908881199538639,1
2018,26,125,race-ethnicity,Other Races and Ethnicities,0.06339639914555996,1
2018,26,125,race-ethnicity,"White, Non-Hispanic",0.022620791808214327,1
2018,26,127,all,All,0,1
2018,26,127,race-ethnicity,Black,0,3
2018,26,127,race-ethnicity,Hispanic,0,1
2018,26,127,race-ethnicity,Other Races and Ethnicities,0,2
2018,26,127,race-ethnicity,"White, Non-Hispanic",0,1
2018,26,129,all,All,0,1
2018,26,129,race-ethnicity,Black,0,3
2018,26,129,race-ethnicity,Hispanic,0,3
2018,26,129,race-ethnicity,Other Races and Ethnicities,0,2
2018,26,129,race-ethnicity,"White, Non-Hispanic",0,1
2018,26,131,all,All,0,1
2018,26,131,race-ethnicity,Black,NA,NA
2018,26,131,race-ethnicity,Hispanic,NA,NA
2018,26,131,race-ethnicity,Other Races and Ethnicities,0,2
2018,26,131,race-ethnicity,"White, Non-Hispanic",0,1
2018,26,133,all,All,0,1
2018,26,133,race-ethnicity,Black,0,3
2018,26,133,race-ethnicity,Hispanic,0,2
2018,26,133,race-ethnicity,Other Races and Ethnicities,0,2
2018,26,133,race-ethnicity,"White, Non-Hispanic",0,1
2018,26,135,all,All,0,1
2018,26,135,race-ethnicity,Black,NA,NA
2018,26,135,race-ethnicity,Hispanic,0,2
2018,26,135,race-ethnicity,Other Races and Ethnicities,0,2
2018,26,135,race-ethnicity,"White, Non-Hispanic",0,1
2018,26,137,all,All,0,1
2018,26,137,race-ethnicity,Black,0,3
2018,26,137,race-ethnicity,Hispanic,0,2
2018,26,137,race-ethnicity,Other Races and Ethnicities,0,2
2018,26,137,race-ethnicity,"White, Non-Hispanic",0,1
2018,26,139,all,All,0.19082063205028846,1
2018,26,139,race-ethnicity,Black,0.19815195071868583,1
2018,26,139,race-ethnicity,Hispanic,0.07839388145315487,1
2018,26,139,race-ethnicity,Other Races and Ethnicities,0.12006079027355623,1
2018,26,139,race-ethnicity,"White, Non-Hispanic",0.21479421579532815,1
2018,26,141,all,All,0,1
2018,26,141,race-ethnicity,Black,0,3
2018,26,141,race-ethnicity,Hispanic,0,3
2018,26,141,race-ethnicity,Other Races and Ethnicities,0,2
2018,26,141,race-ethnicity,"White, Non-Hispanic",0,1
2018,26,143,all,All,0,1
2018,26,143,race-ethnicity,Black,NA,NA
2018,26,143,race-ethnicity,Hispanic,0,3
2018,26,143,race-ethnicity,Other Races and Ethnicities,0,2
2018,26,143,race-ethnicity,"White, Non-Hispanic",0,1
2018,26,145,all,All,0.2587414708112206,1
2018,26,145,race-ethnicity,Black,0.41837128521806255,1
2018,26,145,race-ethnicity,Hispanic,0.25902335456475584,1
2018,26,145,race-ethnicity,Other Races and Ethnicities,0.30049944506104326,1
2018,26,145,race-ethnicity,"White, Non-Hispanic",0.10764179938530316,1
2018,26,147,all,All,0.051278388801599774,1
2018,26,147,race-ethnicity,Black,0.12073863636363637,2
2018,26,147,race-ethnicity,Hispanic,0.02524271844660194,1
2018,26,147,race-ethnicity,Other Races and Ethnicities,0.08930276981852914,1
2018,26,147,race-ethnicity,"White, Non-Hispanic",0.04510198218902614,1
2018,26,149,all,All,0,1
2018,26,149,race-ethnicity,Black,0,2
2018,26,149,race-ethnicity,Hispanic,0,1
2018,26,149,race-ethnicity,Other Races and Ethnicities,0,2
2018,26,149,race-ethnicity,"White, Non-Hispanic",0,1
2018,26,151,all,All,0,1
2018,26,151,race-ethnicity,Black,0,3
2018,26,151,race-ethnicity,Hispanic,0,2
2018,26,151,race-ethnicity,Other Races and Ethnicities,0,1
2018,26,151,race-ethnicity,"White, Non-Hispanic",0,1
2018,26,153,all,All,0,1
2018,26,153,race-ethnicity,Black,NA,NA
2018,26,153,race-ethnicity,Hispanic,0,3
2018,26,153,race-ethnicity,Other Races and Ethnicities,0,1
2018,26,153,race-ethnicity,"White, Non-Hispanic",0,1
2018,26,155,all,All,0,1
2018,26,155,race-ethnicity,Black,0,3
2018,26,155,race-ethnicity,Hispanic,0,2
2018,26,155,race-ethnicity,Other Races and Ethnicities,0,2
2018,26,155,race-ethnicity,"White, Non-Hispanic",0,1
2018,26,157,all,All,0,1
2018,26,157,race-ethnicity,Black,0,2
2018,26,157,race-ethnicity,Hispanic,0,2
2018,26,157,race-ethnicity,Other Races and Ethnicities,0,2
2018,26,157,race-ethnicity,"White, Non-Hispanic",0,1
2018,26,159,all,All,0,1
2018,26,159,race-ethnicity,Black,0,1
2018,26,159,race-ethnicity,Hispanic,0,1
2018,26,159,race-ethnicity,Other Races and Ethnicities,0,1
2018,26,159,race-ethnicity,"White, Non-Hispanic",0,1
2018,26,161,all,All,0.30050844010575556,1
2018,26,161,race-ethnicity,Black,0.13187152563310686,1
2018,26,161,race-ethnicity,Hispanic,0.24110819917633844,1
2018,26,161,race-ethnicity,Other Races and Ethnicities,0.3600378987261817,1
2018,26,161,race-ethnicity,"White, Non-Hispanic",0.33909333333333336,1
2018,26,163,all,All,0.41050083634759155,1
2018,26,163,race-ethnicity,Black,0.46428288134248774,1
2018,26,163,race-ethnicity,Hispanic,0.4623119212962963,1
2018,26,163,race-ethnicity,Other Races and Ethnicities,0.43675166134840016,1
2018,26,163,race-ethnicity,"White, Non-Hispanic",0.2974061765421091,1
2018,26,165,all,All,0,1
2018,26,165,race-ethnicity,Black,NA,NA
2018,26,165,race-ethnicity,Hispanic,0,2
2018,26,165,race-ethnicity,Other Races and Ethnicities,0,2
2018,26,165,race-ethnicity,"White, Non-Hispanic",0,1
2018,27,001,all,All,0,1
2018,27,001,race-ethnicity,Black,NA,NA
2018,27,001,race-ethnicity,Hispanic,NA,NA
2018,27,001,race-ethnicity,Other Races and Ethnicities,0,2
2018,27,001,race-ethnicity,"White, Non-Hispanic",0,1
2018,27,003,all,All,0,1
2018,27,003,race-ethnicity,Black,0,1
2018,27,003,race-ethnicity,Hispanic,0,1
2018,27,003,race-ethnicity,Other Races and Ethnicities,0,1
2018,27,003,race-ethnicity,"White, Non-Hispanic",0,1
2018,27,005,all,All,0,1
2018,27,005,race-ethnicity,Black,0,3
2018,27,005,race-ethnicity,Hispanic,0,2
2018,27,005,race-ethnicity,Other Races and Ethnicities,0,1
2018,27,005,race-ethnicity,"White, Non-Hispanic",0,1
2018,27,007,all,All,0,1
2018,27,007,race-ethnicity,Black,0,2
2018,27,007,race-ethnicity,Hispanic,0,2
2018,27,007,race-ethnicity,Other Races and Ethnicities,0,1
2018,27,007,race-ethnicity,"White, Non-Hispanic",0,1
2018,27,009,all,All,0,1
2018,27,009,race-ethnicity,Black,0,2
2018,27,009,race-ethnicity,Hispanic,0,2
2018,27,009,race-ethnicity,Other Races and Ethnicities,0,2
2018,27,009,race-ethnicity,"White, Non-Hispanic",0,1
2018,27,011,all,All,0,1
2018,27,011,race-ethnicity,Black,NA,NA
2018,27,011,race-ethnicity,Hispanic,NA,NA
2018,27,011,race-ethnicity,Other Races and Ethnicities,NA,NA
2018,27,011,race-ethnicity,"White, Non-Hispanic",0,1
2018,27,013,all,All,0.4924442101563873,1
2018,27,013,race-ethnicity,Black,0.5561023622047244,1
2018,27,013,race-ethnicity,Hispanic,0.24722222222222223,2
2018,27,013,race-ethnicity,Other Races and Ethnicities,0.4991482112436116,1
2018,27,013,race-ethnicity,"White, Non-Hispanic",0.4967585089141005,1
2018,27,015,all,All,0,1
2018,27,015,race-ethnicity,Black,NA,NA
2018,27,015,race-ethnicity,Hispanic,0,3
2018,27,015,race-ethnicity,Other Races and Ethnicities,0,2
2018,27,015,race-ethnicity,"White, Non-Hispanic",0,1
2018,27,017,all,All,0,1
2018,27,017,race-ethnicity,Black,0,2
2018,27,017,race-ethnicity,Hispanic,0,2
2018,27,017,race-ethnicity,Other Races and Ethnicities,0,2
2018,27,017,race-ethnicity,"White, Non-Hispanic",0,1
2018,27,019,all,All,0,1
2018,27,019,race-ethnicity,Black,0,3
2018,27,019,race-ethnicity,Hispanic,0,3
2018,27,019,race-ethnicity,Other Races and Ethnicities,0,2
2018,27,019,race-ethnicity,"White, Non-Hispanic",0,1
2018,27,021,all,All,0,1
2018,27,021,race-ethnicity,Black,0,3
2018,27,021,race-ethnicity,Hispanic,0,2
2018,27,021,race-ethnicity,Other Races and Ethnicities,0,1
2018,27,021,race-ethnicity,"White, Non-Hispanic",0,1
2018,27,023,all,All,0,1
2018,27,023,race-ethnicity,Black,NA,NA
2018,27,023,race-ethnicity,Hispanic,0,2
2018,27,023,race-ethnicity,Other Races and Ethnicities,0,2
2018,27,023,race-ethnicity,"White, Non-Hispanic",0,1
2018,27,025,all,All,0,1
2018,27,025,race-ethnicity,Black,0,3
2018,27,025,race-ethnicity,Hispanic,0,2
2018,27,025,race-ethnicity,Other Races and Ethnicities,0,2
2018,27,025,race-ethnicity,"White, Non-Hispanic",0,1
2018,27,027,all,All,0,1
2018,27,027,race-ethnicity,Black,0,2
2018,27,027,race-ethnicity,Hispanic,0,2
2018,27,027,race-ethnicity,Other Races and Ethnicities,0,1
2018,27,027,race-ethnicity,"White, Non-Hispanic",0,1
2018,27,029,all,All,0,1
2018,27,029,race-ethnicity,Black,NA,NA
2018,27,029,race-ethnicity,Hispanic,NA,NA
2018,27,029,race-ethnicity,Other Races and Ethnicities,0,1
2018,27,029,race-ethnicity,"White, Non-Hispanic",0,1
2018,27,031,all,All,0,1
2018,27,031,race-ethnicity,Black,NA,NA
2018,27,031,race-ethnicity,Hispanic,0,3
2018,27,031,race-ethnicity,Other Races and Ethnicities,0,2
