year,state,county,subgroup_type,subgroup,share_poverty_exposure,share_poverty_exposure_quality
2014,33,005,race-ethnicity,Other Races and Ethnicities,0,2
2014,33,005,race-ethnicity,"White, Non-Hispanic",0,1
2014,33,007,all,All,0,1
2014,33,007,race-ethnicity,Black,NA,NA
2014,33,007,race-ethnicity,Hispanic,0,2
2014,33,007,race-ethnicity,Other Races and Ethnicities,0,3
2014,33,007,race-ethnicity,"White, Non-Hispanic",0,1
2014,33,009,all,All,0,1
2014,33,009,race-ethnicity,Black,0,3
2014,33,009,race-ethnicity,Hispanic,0,2
2014,33,009,race-ethnicity,Other Races and Ethnicities,0,2
2014,33,009,race-ethnicity,"White, Non-Hispanic",0,1
2014,33,011,all,All,0.03756850727797749,1
2014,33,011,race-ethnicity,Black,0.15583668775158138,1
2014,33,011,race-ethnicity,Hispanic,0.04679625629949604,1
2014,33,011,race-ethnicity,Other Races and Ethnicities,0.06711935231130843,1
2014,33,011,race-ethnicity,"White, Non-Hispanic",0.02431870951973604,1
2014,33,013,all,All,0,1
2014,33,013,race-ethnicity,Black,0,2
2014,33,013,race-ethnicity,Hispanic,0,2
2014,33,013,race-ethnicity,Other Races and Ethnicities,0,2
2014,33,013,race-ethnicity,"White, Non-Hispanic",0,1
2014,33,015,all,All,0,1
2014,33,015,race-ethnicity,Black,0,3
2014,33,015,race-ethnicity,Hispanic,0,2
2014,33,015,race-ethnicity,Other Races and Ethnicities,0,1
2014,33,015,race-ethnicity,"White, Non-Hispanic",0,1
2014,33,017,all,All,0.04067169927592051,1
2014,33,017,race-ethnicity,Black,0,3
2014,33,017,race-ethnicity,Hispanic,0,3
2014,33,017,race-ethnicity,Other Races and Ethnicities,0,2
2014,33,017,race-ethnicity,"White, Non-Hispanic",0.04501662545826584,1
2014,33,019,all,All,0,1
2014,33,019,race-ethnicity,Black,NA,NA
2014,33,019,race-ethnicity,Hispanic,NA,NA
2014,33,019,race-ethnicity,Other Races and Ethnicities,0,3
2014,33,019,race-ethnicity,"White, Non-Hispanic",0,1
2014,34,001,all,All,0.1454273964554979,1
2014,34,001,race-ethnicity,Black,0.24778528199280764,1
2014,34,001,race-ethnicity,Hispanic,0.15358361774744028,1
2014,34,001,race-ethnicity,Other Races and Ethnicities,0.1419664758789861,1
2014,34,001,race-ethnicity,"White, Non-Hispanic",0.06672932330827068,1
2014,34,003,all,All,0,1
2014,34,003,race-ethnicity,Black,0,1
2014,34,003,race-ethnicity,Hispanic,0,1
2014,34,003,race-ethnicity,Other Races and Ethnicities,0,1
2014,34,003,race-ethnicity,"White, Non-Hispanic",0,1
2014,34,005,all,All,0,1
2014,34,005,race-ethnicity,Black,0,1
2014,34,005,race-ethnicity,Hispanic,0,1
2014,34,005,race-ethnicity,Other Races and Ethnicities,0,1
2014,34,005,race-ethnicity,"White, Non-Hispanic",0,1
2014,34,007,all,All,0.25743471953578334,1
2014,34,007,race-ethnicity,Black,0.37974923113319137,1
2014,34,007,race-ethnicity,Hispanic,0.40479923351624425,1
2014,34,007,race-ethnicity,Other Races and Ethnicities,0.335915801783365,1
2014,34,007,race-ethnicity,"White, Non-Hispanic",0.029154668860551212,1
2014,34,009,all,All,0,1
2014,34,009,race-ethnicity,Black,0,2
2014,34,009,race-ethnicity,Hispanic,0,2
2014,34,009,race-ethnicity,Other Races and Ethnicities,0,2
2014,34,009,race-ethnicity,"White, Non-Hispanic",0,1
2014,34,011,all,All,0.08368967623701894,1
2014,34,011,race-ethnicity,Black,0.16580392156862744,1
2014,34,011,race-ethnicity,Hispanic,0.08835892596723,1
2014,34,011,race-ethnicity,Other Races and Ethnicities,0.08956247428336304,1
2014,34,011,race-ethnicity,"White, Non-Hispanic",0.009501797637390858,1
2014,34,013,all,All,0.1871243014650355,1
2014,34,013,race-ethnicity,Black,0.22985913998461416,1
2014,34,013,race-ethnicity,Hispanic,0.18365118464156022,1
2014,34,013,race-ethnicity,Other Races and Ethnicities,0.1594593635815389,1
2014,34,013,race-ethnicity,"White, Non-Hispanic",0.047100718941073705,1
2014,34,015,all,All,0,1
2014,34,015,race-ethnicity,Black,0,1
2014,34,015,race-ethnicity,Hispanic,0,1
2014,34,015,race-ethnicity,Other Races and Ethnicities,0,1
2014,34,015,race-ethnicity,"White, Non-Hispanic",0,1
2014,34,017,all,All,0.008882177910023537,1
2014,34,017,race-ethnicity,Black,0.04983355190154343,1
2014,34,017,race-ethnicity,Hispanic,4.7819433817903597e-4,1
2014,34,017,race-ethnicity,Other Races and Ethnicities,0,1
2014,34,017,race-ethnicity,"White, Non-Hispanic",9.804402176577283e-5,1
2014,34,019,all,All,0,1
2014,34,019,race-ethnicity,Black,0,3
2014,34,019,race-ethnicity,Hispanic,0,2
2014,34,019,race-ethnicity,Other Races and Ethnicities,0,2
2014,34,019,race-ethnicity,"White, Non-Hispanic",0,1
2014,34,021,all,All,0.12300938909889038,1
2014,34,021,race-ethnicity,Black,0.19161075929525362,1
2014,34,021,race-ethnicity,Hispanic,0.135252624671916,1
2014,34,021,race-ethnicity,Other Races and Ethnicities,0.10740144810941271,1
2014,34,021,race-ethnicity,"White, Non-Hispanic",0.02433371958285052,1
2014,34,023,all,All,0.08216365263049823,1
2014,34,023,race-ethnicity,Black,0.021343596920923722,1
2014,34,023,race-ethnicity,Hispanic,0.04876957494407159,1
2014,34,023,race-ethnicity,Other Races and Ethnicities,0.07775003467887363,1
2014,34,023,race-ethnicity,"White, Non-Hispanic",0.14756627858044608,1
2014,34,025,all,All,0.06939532853088845,1
2014,34,025,race-ethnicity,Black,0.23165677159180015,1
2014,34,025,race-ethnicity,Hispanic,0.10681330972131606,1
2014,34,025,race-ethnicity,Other Races and Ethnicities,0.044758064516129036,1
2014,34,025,race-ethnicity,"White, Non-Hispanic",0.002636951343994556,1
2014,34,027,all,All,0,1
2014,34,027,race-ethnicity,Black,0,1
2014,34,027,race-ethnicity,Hispanic,0,1
2014,34,027,race-ethnicity,Other Races and Ethnicities,0,1
2014,34,027,race-ethnicity,"White, Non-Hispanic",0,1
2014,34,029,all,All,0.10497584237936876,1
2014,34,029,race-ethnicity,Black,0.018584936419954352,1
2014,34,029,race-ethnicity,Hispanic,0.06672058228871816,1
2014,34,029,race-ethnicity,Other Races and Ethnicities,0.00786308973172988,1
2014,34,029,race-ethnicity,"White, Non-Hispanic",0.12210444462634035,1
2014,34,031,all,All,0.28594145637362234,1
2014,34,031,race-ethnicity,Black,0.3847551970919005,1
2014,34,031,race-ethnicity,Hispanic,0.34283608800926413,1
2014,34,031,race-ethnicity,Other Races and Ethnicities,0.3326474622770919,1
2014,34,031,race-ethnicity,"White, Non-Hispanic",0.058856152512998264,1
2014,34,033,all,All,0.13804210284136662,1
2014,34,033,race-ethnicity,Black,0.2972448583624369,1
2014,34,033,race-ethnicity,Hispanic,0.19418758256274768,1
2014,34,033,race-ethnicity,Other Races and Ethnicities,0.07865168539325842,2
2014,34,033,race-ethnicity,"White, Non-Hispanic",0.058190601668862536,1
2014,34,035,all,All,0,1
2014,34,035,race-ethnicity,Black,0,1
2014,34,035,race-ethnicity,Hispanic,0,1
2014,34,035,race-ethnicity,Other Races and Ethnicities,0,1
2014,34,035,race-ethnicity,"White, Non-Hispanic",0,1
2014,34,037,all,All,0,1
2014,34,037,race-ethnicity,Black,0,2
2014,34,037,race-ethnicity,Hispanic,0,2
2014,34,037,race-ethnicity,Other Races and Ethnicities,0,2
2014,34,037,race-ethnicity,"White, Non-Hispanic",0,1
2014,34,039,all,All,0,1
2014,34,039,race-ethnicity,Black,0,1
2014,34,039,race-ethnicity,Hispanic,0,1
2014,34,039,race-ethnicity,Other Races and Ethnicities,0,1
2014,34,039,race-ethnicity,"White, Non-Hispanic",0,1
2014,34,041,all,All,0,1
2014,34,041,race-ethnicity,Black,0,2
2014,34,041,race-ethnicity,Hispanic,0,2
2014,34,041,race-ethnicity,Other Races and Ethnicities,0,1
2014,34,041,race-ethnicity,"White, Non-Hispanic",0,1
2014,35,001,all,All,0.13050533900230438,1
2014,35,001,race-ethnicity,Black,0.07918416316736653,1
2014,35,001,race-ethnicity,Hispanic,0.14443893139738334,1
2014,35,001,race-ethnicity,Other Races and Ethnicities,0.14867192457619435,1
2014,35,001,race-ethnicity,"White, Non-Hispanic",0.08213841419498462,1
2014,35,003,all,All,0,1
2014,35,003,race-ethnicity,Black,NA,NA
2014,35,003,race-ethnicity,Hispanic,0,2
2014,35,003,race-ethnicity,Other Races and Ethnicities,0,3
2014,35,003,race-ethnicity,"White, Non-Hispanic",0,2
2014,35,005,all,All,0.06233042981579323,1
2014,35,005,race-ethnicity,Black,0.12669683257918551,2
2014,35,005,race-ethnicity,Hispanic,0.07090314671025746,1
2014,35,005,race-ethnicity,Other Races and Ethnicities,0.09168184578020644,1
2014,35,005,race-ethnicity,"White, Non-Hispanic",0.03435319377348363,1
2014,35,006,all,All,0.22342586323628977,1
2014,35,006,race-ethnicity,Black,NA,NA
2014,35,006,race-ethnicity,Hispanic,0.40514469453376206,1
2014,35,006,race-ethnicity,Other Races and Ethnicities,0.17216699801192842,1
2014,35,006,race-ethnicity,"White, Non-Hispanic",0.1955896452540748,1
2014,35,007,all,All,0,1
2014,35,007,race-ethnicity,Black,0,3
2014,35,007,race-ethnicity,Hispanic,0,1
2014,35,007,race-ethnicity,Other Races and Ethnicities,0,2
2014,35,007,race-ethnicity,"White, Non-Hispanic",0,1
2014,35,009,all,All,0.19882619439868204,1
2014,35,009,race-ethnicity,Black,0.3392226148409894,2
2014,35,009,race-ethnicity,Hispanic,0.2256582435059198,1
2014,35,009,race-ethnicity,Other Races and Ethnicities,0.20959595959595959,1
2014,35,009,race-ethnicity,"White, Non-Hispanic",0.12267180475272961,1
2014,35,011,all,All,0,2
2014,35,011,race-ethnicity,Black,NA,NA
2014,35,011,race-ethnicity,Hispanic,0,2
2014,35,011,race-ethnicity,Other Races and Ethnicities,0,3
2014,35,011,race-ethnicity,"White, Non-Hispanic",0,2
2014,35,013,all,All,0.3803447620035617,1
2014,35,013,race-ethnicity,Black,0.38871794871794874,2
2014,35,013,race-ethnicity,Hispanic,0.39767601701104,1
2014,35,013,race-ethnicity,Other Races and Ethnicities,0.3511365736462761,1
2014,35,013,race-ethnicity,"White, Non-Hispanic",0.27958776595744683,1
2014,35,015,all,All,0,1
2014,35,015,race-ethnicity,Black,0,3
2014,35,015,race-ethnicity,Hispanic,0,1
2014,35,015,race-ethnicity,Other Races and Ethnicities,0,2
2014,35,015,race-ethnicity,"White, Non-Hispanic",0,1
2014,35,017,all,All,0,1
2014,35,017,race-ethnicity,Black,0,3
2014,35,017,race-ethnicity,Hispanic,0,1
2014,35,017,race-ethnicity,Other Races and Ethnicities,0,2
2014,35,017,race-ethnicity,"White, Non-Hispanic",0,1
2014,35,019,all,All,0,2
2014,35,019,race-ethnicity,Black,NA,NA
2014,35,019,race-ethnicity,Hispanic,0,2
2014,35,019,race-ethnicity,Other Races and Ethnicities,0,2
2014,35,019,race-ethnicity,"White, Non-Hispanic",0,3
2014,35,021,all,All,0,2
2014,35,021,race-ethnicity,Black,NA,NA
2014,35,021,race-ethnicity,Hispanic,0,2
2014,35,021,race-ethnicity,Other Races and Ethnicities,NA,NA
2014,35,021,race-ethnicity,"White, Non-Hispanic",0,3
2014,35,023,all,All,0,1
2014,35,023,race-ethnicity,Black,NA,NA
2014,35,023,race-ethnicity,Hispanic,0,1
2014,35,023,race-ethnicity,Other Races and Ethnicities,0,2
2014,35,023,race-ethnicity,"White, Non-Hispanic",0,2
2014,35,025,all,All,0,1
2014,35,025,race-ethnicity,Black,0,2
2014,35,025,race-ethnicity,Hispanic,0,1
2014,35,025,race-ethnicity,Other Races and Ethnicities,0,2
2014,35,025,race-ethnicity,"White, Non-Hispanic",0,1
2014,35,027,all,All,0,1
2014,35,027,race-ethnicity,Black,NA,NA
2014,35,027,race-ethnicity,Hispanic,0,1
2014,35,027,race-ethnicity,Other Races and Ethnicities,0,2
2014,35,027,race-ethnicity,"White, Non-Hispanic",0,1
2014,35,028,all,All,0,2
2014,35,028,race-ethnicity,Black,NA,NA
2014,35,028,race-ethnicity,Hispanic,0,2
2014,35,028,race-ethnicity,Other Races and Ethnicities,0,3
2014,35,028,race-ethnicity,"White, Non-Hispanic",0,2
2014,35,029,all,All,0.13539000404149265,1
2014,35,029,race-ethnicity,Black,0.9411764705882353,3
2014,35,029,race-ethnicity,Hispanic,0.12378769176512079,1
2014,35,029,race-ethnicity,Other Races and Ethnicities,0.18922018348623854,2
2014,35,029,race-ethnicity,"White, Non-Hispanic",0.06810035842293907,1
2014,35,031,all,All,0.46366311976454605,1
2014,35,031,race-ethnicity,Black,0.16279069767441862,3
2014,35,031,race-ethnicity,Hispanic,0.11221590909090909,1
2014,35,031,race-ethnicity,Other Races and Ethnicities,0.49207828518173347,1
2014,35,031,race-ethnicity,"White, Non-Hispanic",0.14357262103505844,2
2014,35,033,all,All,0,1
2014,35,033,race-ethnicity,Black,NA,NA
2014,35,033,race-ethnicity,Hispanic,0,2
2014,35,033,race-ethnicity,Other Races and Ethnicities,0,2
2014,35,033,race-ethnicity,"White, Non-Hispanic",0,3
2014,35,035,all,All,0.451638689048761,1
2014,35,035,race-ethnicity,Black,0.33611691022964507,2
2014,35,035,race-ethnicity,Hispanic,0.5473530194200585,1
2014,35,035,race-ethnicity,Other Races and Ethnicities,0.5715715715715716,1
2014,35,035,race-ethnicity,"White, Non-Hispanic",0.15969488188976377,1
2014,35,037,all,All,0,1
2014,35,037,race-ethnicity,Black,NA,NA
2014,35,037,race-ethnicity,Hispanic,0,1
2014,35,037,race-ethnicity,Other Races and Ethnicities,0,3
2014,35,037,race-ethnicity,"White, Non-Hispanic",0,2
2014,35,039,all,All,0,1
2014,35,039,race-ethnicity,Black,0,3
2014,35,039,race-ethnicity,Hispanic,0,1
2014,35,039,race-ethnicity,Other Races and Ethnicities,0,1
2014,35,039,race-ethnicity,"White, Non-Hispanic",0,1
2014,35,041,all,All,0,1
2014,35,041,race-ethnicity,Black,0,2
2014,35,041,race-ethnicity,Hispanic,0,1
2014,35,041,race-ethnicity,Other Races and Ethnicities,0,2
2014,35,041,race-ethnicity,"White, Non-Hispanic",0,1
2014,35,043,all,All,0.06867323114404629,1
2014,35,043,race-ethnicity,Black,0,2
2014,35,043,race-ethnicity,Hispanic,0.002204071048878517,1
2014,35,043,race-ethnicity,Other Races and Ethnicities,0.15855092919313102,1
2014,35,043,race-ethnicity,"White, Non-Hispanic",8.976660682226212e-4,1
2014,35,045,all,All,0.12473205706260625,1
2014,35,045,race-ethnicity,Black,0.03614457831325301,3
2014,35,045,race-ethnicity,Hispanic,0.004446816079686944,1
2014,35,045,race-ethnicity,Other Races and Ethnicities,0.19286825277953798,1
2014,35,045,race-ethnicity,"White, Non-Hispanic",0.003179650238473768,1
2014,35,047,all,All,0.15427371541501977,1
2014,35,047,race-ethnicity,Black,0.45569620253164556,3
2014,35,047,race-ethnicity,Hispanic,0.12147777082028804,1
2014,35,047,race-ethnicity,Other Races and Ethnicities,0.13224325874928283,1
2014,35,047,race-ethnicity,"White, Non-Hispanic",0.27526395173454,1
2014,35,049,all,All,0,1
2014,35,049,race-ethnicity,Black,0,3
2014,35,049,race-ethnicity,Hispanic,0,1
2014,35,049,race-ethnicity,Other Races and Ethnicities,0,1
2014,35,049,race-ethnicity,"White, Non-Hispanic",0,1
2014,35,051,all,All,0,1
2014,35,051,race-ethnicity,Black,NA,NA
2014,35,051,race-ethnicity,Hispanic,0,2
2014,35,051,race-ethnicity,Other Races and Ethnicities,0,3
2014,35,051,race-ethnicity,"White, Non-Hispanic",0,1
2014,35,053,all,All,0,1
2014,35,053,race-ethnicity,Black,0,3
2014,35,053,race-ethnicity,Hispanic,0,1
2014,35,053,race-ethnicity,Other Races and Ethnicities,0,2
2014,35,053,race-ethnicity,"White, Non-Hispanic",0,1
2014,35,055,all,All,0,1
2014,35,055,race-ethnicity,Black,0,3
2014,35,055,race-ethnicity,Hispanic,0,1
2014,35,055,race-ethnicity,Other Races and Ethnicities,0,1
2014,35,055,race-ethnicity,"White, Non-Hispanic",0,1
2014,35,057,all,All,0,1
2014,35,057,race-ethnicity,Black,0,3
2014,35,057,race-ethnicity,Hispanic,0,1
2014,35,057,race-ethnicity,Other Races and Ethnicities,0,2
2014,35,057,race-ethnicity,"White, Non-Hispanic",0,1
2014,35,059,all,All,0,2
2014,35,059,race-ethnicity,Black,0,3
2014,35,059,race-ethnicity,Hispanic,0,2
2014,35,059,race-ethnicity,Other Races and Ethnicities,0,3
2014,35,059,race-ethnicity,"White, Non-Hispanic",0,1
2014,35,061,all,All,0.15164644714038128,1
2014,35,061,race-ethnicity,Black,0,3
2014,35,061,race-ethnicity,Hispanic,0.19193238570879753,1
2014,35,061,race-ethnicity,Other Races and Ethnicities,0.2601669808779962,1
2014,35,061,race-ethnicity,"White, Non-Hispanic",0.05953177257525084,1
2014,36,001,all,All,0.21131232062580957,1
2014,36,001,race-ethnicity,Black,0.4556046605062274,1
2014,36,001,race-ethnicity,Hispanic,0.30533596837944665,1
2014,36,001,race-ethnicity,Other Races and Ethnicities,0.18760907504363003,1
2014,36,001,race-ethnicity,"White, Non-Hispanic",0.08631300544224607,1
2014,36,003,all,All,0,1
2014,36,003,race-ethnicity,Black,0,3
2014,36,003,race-ethnicity,Hispanic,0,2
2014,36,003,race-ethnicity,Other Races and Ethnicities,0,2
2014,36,003,race-ethnicity,"White, Non-Hispanic",0,1
2014,36,005,all,All,0.46174507841174506,1
2014,36,005,race-ethnicity,Black,0.5009521272010595,1
2014,36,005,race-ethnicity,Hispanic,0.480589626933576,1
2014,36,005,race-ethnicity,Other Races and Ethnicities,0.4599578879748755,1
2014,36,005,race-ethnicity,"White, Non-Hispanic",0.19255994543260402,1
2014,36,007,all,All,0.2505145106928744,1
2014,36,007,race-ethnicity,Black,0.5202413879808901,1
2014,36,007,race-ethnicity,Hispanic,0.38700361010830325,1
2014,36,007,race-ethnicity,Other Races and Ethnicities,0.2913585463765054,1
2014,36,007,race-ethnicity,"White, Non-Hispanic",0.18339396533276267,1
2014,36,009,all,All,0.01183997646712752,1
2014,36,009,race-ethnicity,Black,0,3
2014,36,009,race-ethnicity,Hispanic,0,2
2014,36,009,race-ethnicity,Other Races and Ethnicities,0.10885733603786342,1
2014,36,009,race-ethnicity,"White, Non-Hispanic",0,1
2014,36,011,all,All,0,1
2014,36,011,race-ethnicity,Black,0,2
2014,36,011,race-ethnicity,Hispanic,0,2
2014,36,011,race-ethnicity,Other Races and Ethnicities,0,2
2014,36,011,race-ethnicity,"White, Non-Hispanic",0,1
2014,36,013,all,All,0.10754037317359452,1
2014,36,013,race-ethnicity,Black,0.14845024469820556,1
2014,36,013,race-ethnicity,Hispanic,0.11420132906719173,1
2014,36,013,race-ethnicity,Other Races and Ethnicities,0.1845764854614412,1
2014,36,013,race-ethnicity,"White, Non-Hispanic",0.0960712927240124,1
2014,36,015,all,All,0.25257615644979314,1
2014,36,015,race-ethnicity,Black,0.3496271748135874,1
2014,36,015,race-ethnicity,Hispanic,0.5766129032258065,2
2014,36,015,race-ethnicity,Other Races and Ethnicities,0.4151050539466212,1
2014,36,015,race-ethnicity,"White, Non-Hispanic",0.20980334025101294,1
2014,36,017,all,All,0,1
2014,36,017,race-ethnicity,Black,0,3
2014,36,017,race-ethnicity,Hispanic,0,2
2014,36,017,race-ethnicity,Other Races and Ethnicities,0,2
2014,36,017,race-ethnicity,"White, Non-Hispanic",0,1
2014,36,019,all,All,0.1074724884629038,1
2014,36,019,race-ethnicity,Black,0.13855421686746988,2
2014,36,019,race-ethnicity,Hispanic,0.4575892857142857,1
2014,36,019,race-ethnicity,Other Races and Ethnicities,0.16713483146067415,1
2014,36,019,race-ethnicity,"White, Non-Hispanic",0.0908087497491471,1
2014,36,021,all,All,0,1
2014,36,021,race-ethnicity,Black,0,2
2014,36,021,race-ethnicity,Hispanic,0,2
2014,36,021,race-ethnicity,Other Races and Ethnicities,0,2
2014,36,021,race-ethnicity,"White, Non-Hispanic",0,1
2014,36,023,all,All,0,1
2014,36,023,race-ethnicity,Black,0,3
2014,36,023,race-ethnicity,Hispanic,0,3
2014,36,023,race-ethnicity,Other Races and Ethnicities,0,2
2014,36,023,race-ethnicity,"White, Non-Hispanic",0,1
2014,36,025,all,All,0,1
2014,36,025,race-ethnicity,Black,0,2
2014,36,025,race-ethnicity,Hispanic,0,2
2014,36,025,race-ethnicity,Other Races and Ethnicities,0,2
2014,36,025,race-ethnicity,"White, Non-Hispanic",0,1
2014,36,027,all,All,0.007378734728438369,1
2014,36,027,race-ethnicity,Black,0.03060612122424485,1
2014,36,027,race-ethnicity,Hispanic,0.008946726311508743,1
2014,36,027,race-ethnicity,Other Races and Ethnicities,0.0014265335235378032,1
2014,36,027,race-ethnicity,"White, Non-Hispanic",0.0017855814299531285,1
2014,36,029,all,All,0.2884369967488074,1
2014,36,029,race-ethnicity,Black,0.42974638539938376,1
2014,36,029,race-ethnicity,Hispanic,0.48984226354876326,1
2014,36,029,race-ethnicity,Other Races and Ethnicities,0.43517401791867677,1
2014,36,029,race-ethnicity,"White, Non-Hispanic",0.1234723072088908,1
2014,36,031,all,All,0,1
2014,36,031,race-ethnicity,Black,0,3
2014,36,031,race-ethnicity,Hispanic,0,3
2014,36,031,race-ethnicity,Other Races and Ethnicities,0,2
2014,36,031,race-ethnicity,"White, Non-Hispanic",0,1
2014,36,033,all,All,0,1
2014,36,033,race-ethnicity,Black,0,2
2014,36,033,race-ethnicity,Hispanic,0,2
2014,36,033,race-ethnicity,Other Races and Ethnicities,0,1
2014,36,033,race-ethnicity,"White, Non-Hispanic",0,1
2014,36,035,all,All,0,1
2014,36,035,race-ethnicity,Black,0,3
2014,36,035,race-ethnicity,Hispanic,0,2
2014,36,035,race-ethnicity,Other Races and Ethnicities,0,2
2014,36,035,race-ethnicity,"White, Non-Hispanic",0,1
2014,36,037,all,All,0,1
2014,36,037,race-ethnicity,Black,0,1
2014,36,037,race-ethnicity,Hispanic,0,2
2014,36,037,race-ethnicity,Other Races and Ethnicities,0,2
2014,36,037,race-ethnicity,"White, Non-Hispanic",0,1
2014,36,039,all,All,0,1
2014,36,039,race-ethnicity,Black,0,2
2014,36,039,race-ethnicity,Hispanic,0,2
2014,36,039,race-ethnicity,Other Races and Ethnicities,0,2
2014,36,039,race-ethnicity,"White, Non-Hispanic",0,1
2014,36,041,all,All,0,1
2014,36,041,race-ethnicity,Black,NA,NA
2014,36,041,race-ethnicity,Hispanic,NA,NA
2014,36,041,race-ethnicity,Other Races and Ethnicities,NA,NA
2014,36,041,race-ethnicity,"White, Non-Hispanic",0,1
2014,36,043,all,All,0,1
2014,36,043,race-ethnicity,Black,0,2
2014,36,043,race-ethnicity,Hispanic,0,2
2014,36,043,race-ethnicity,Other Races and Ethnicities,0,2
2014,36,043,race-ethnicity,"White, Non-Hispanic",0,1
2014,36,045,all,All,0.0010049063072648816,1
2014,36,045,race-ethnicity,Black,0,2
2014,36,045,race-ethnicity,Hispanic,0,1
2014,36,045,race-ethnicity,Other Races and Ethnicities,0,1
2014,36,045,race-ethnicity,"White, Non-Hispanic",0.0012106537530266344,1
2014,36,047,all,All,0.2607034730349889,1
2014,36,047,race-ethnicity,Black,0.2734330448701916,1
2014,36,047,race-ethnicity,Hispanic,0.2316274840888427,1
2014,36,047,race-ethnicity,Other Races and Ethnicities,0.18274275567035272,1
2014,36,047,race-ethnicity,"White, Non-Hispanic",0.3286866705593569,1
2014,36,049,all,All,0,1
2014,36,049,race-ethnicity,Black,0,3
2014,36,049,race-ethnicity,Hispanic,0,2
2014,36,049,race-ethnicity,Other Races and Ethnicities,0,2
2014,36,049,race-ethnicity,"White, Non-Hispanic",0,1
2014,36,051,all,All,0,1
2014,36,051,race-ethnicity,Black,0,3
2014,36,051,race-ethnicity,Hispanic,0,2
2014,36,051,race-ethnicity,Other Races and Ethnicities,0,2
2014,36,051,race-ethnicity,"White, Non-Hispanic",0,1
2014,36,053,all,All,0,1
2014,36,053,race-ethnicity,Black,0,2
2014,36,053,race-ethnicity,Hispanic,0,2
2014,36,053,race-ethnicity,Other Races and Ethnicities,0,2
2014,36,053,race-ethnicity,"White, Non-Hispanic",0,1
2014,36,055,all,All,0.3627688809717759,1
2014,36,055,race-ethnicity,Black,0.5611482109040168,1
2014,36,055,race-ethnicity,Hispanic,0.5608414892543638,1
2014,36,055,race-ethnicity,Other Races and Ethnicities,0.4759008226161511,1
2014,36,055,race-ethnicity,"White, Non-Hispanic",0.10837779315579169,1
2014,36,057,all,All,0.20222079863335468,1
2014,36,057,race-ethnicity,Black,0.11212121212121212,2
2014,36,057,race-ethnicity,Hispanic,0.4289520426287744,1
2014,36,057,race-ethnicity,Other Races and Ethnicities,0.4768713204373423,1
2014,36,057,race-ethnicity,"White, Non-Hispanic",0.12919088064371928,1
2014,36,059,all,All,0,1
2014,36,059,race-ethnicity,Black,0,1
2014,36,059,race-ethnicity,Hispanic,0,1
2014,36,059,race-ethnicity,Other Races and Ethnicities,0,1
2014,36,059,race-ethnicity,"White, Non-Hispanic",0,1
2014,36,061,all,All,0.10847869571763491,1
2014,36,061,race-ethnicity,Black,0.17703342579361744,1
2014,36,061,race-ethnicity,Hispanic,0.12206285982059178,1
2014,36,061,race-ethnicity,Other Races and Ethnicities,0.11938706931314128,1
2014,36,061,race-ethnicity,"White, Non-Hispanic",0.016809000948895213,1
2014,36,063,all,All,0.19109837898267187,1
2014,36,063,race-ethnicity,Black,0.5180763410122751,1
2014,36,063,race-ethnicity,Hispanic,0.15754560530679934,1
2014,36,063,race-ethnicity,Other Races and Ethnicities,0.14888788016341353,1
2014,36,063,race-ethnicity,"White, Non-Hispanic",0.09709572960939081,1
2014,36,065,all,All,0.3239344082783542,1
2014,36,065,race-ethnicity,Black,0.6284856284856285,1
2014,36,065,race-ethnicity,Hispanic,0.4467496542185339,1
2014,36,065,race-ethnicity,Other Races and Ethnicities,0.6716218473358945,1
2014,36,065,race-ethnicity,"White, Non-Hispanic",0.16912604118219102,1
2014,36,067,all,All,0.4501998424599586,1
2014,36,067,race-ethnicity,Black,0.6028434554164736,1
2014,36,067,race-ethnicity,Hispanic,0.6376419686316928,1
2014,36,067,race-ethnicity,Other Races and Ethnicities,0.63227869404241,1
2014,36,067,race-ethnicity,"White, Non-Hispanic",0.28773363112730693,1
2014,36,069,all,All,0,1
2014,36,069,race-ethnicity,Black,0,2
2014,36,069,race-ethnicity,Hispanic,0,1
2014,36,069,race-ethnicity,Other Races and Ethnicities,0,1
2014,36,069,race-ethnicity,"White, Non-Hispanic",0,1
2014,36,071,all,All,0.3505136688142086,1
2014,36,071,race-ethnicity,Black,0.3711488626547653,1
2014,36,071,race-ethnicity,Hispanic,0.24143042430980174,1
2014,36,071,race-ethnicity,Other Races and Ethnicities,0.22538443883406015,1
2014,36,071,race-ethnicity,"White, Non-Hispanic",0.4029494119843196,1
2014,36,073,all,All,0,1
2014,36,073,race-ethnicity,Black,0,2
2014,36,073,race-ethnicity,Hispanic,0,2
2014,36,073,race-ethnicity,Other Races and Ethnicities,0,2
2014,36,073,race-ethnicity,"White, Non-Hispanic",0,1
2014,36,075,all,All,0.13317876188268027,1
2014,36,075,race-ethnicity,Black,0.13978494623655913,2
2014,36,075,race-ethnicity,Hispanic,0.3723214285714286,2
2014,36,075,race-ethnicity,Other Races and Ethnicities,0.3302238805970149,2
2014,36,075,race-ethnicity,"White, Non-Hispanic",0.1200745742215056,1
2014,36,077,all,All,0,1
2014,36,077,race-ethnicity,Black,0,2
2014,36,077,race-ethnicity,Hispanic,0,2
2014,36,077,race-ethnicity,Other Races and Ethnicities,0,1
2014,36,077,race-ethnicity,"White, Non-Hispanic",0,1
