year,state,place,subgroup_type,subgroup,share_poverty_exposure,share_poverty_exposure_quality
2016,25,55745,all,All,0,1
2016,25,55745,race-ethnicity,Black,0,3
2016,25,55745,race-ethnicity,Hispanic,0,3
2016,25,55745,race-ethnicity,Other Races and Ethnicities,0,2
2016,25,55745,race-ethnicity,"White, Non-Hispanic",0,1
2016,25,62535,all,All,0,1
2016,25,62535,race-ethnicity,Black,0,2
2016,25,62535,race-ethnicity,Hispanic,0,3
2016,25,62535,race-ethnicity,Other Races and Ethnicities,0,2
2016,25,62535,race-ethnicity,"White, Non-Hispanic",0,1
2016,25,67000,all,All,0.5330983688039401,1
2016,25,67000,race-ethnicity,Black,0.5140257771038665,1
2016,25,67000,race-ethnicity,Hispanic,0.6071003847499126,1
2016,25,67000,race-ethnicity,Other Races and Ethnicities,0.5972658157215596,1
2016,25,67000,race-ethnicity,"White, Non-Hispanic",0.28118240807498196,1
2016,25,82000,all,All,0.30381839653588766,1
2016,25,82000,race-ethnicity,Black,0.3310078942537176,1
2016,25,82000,race-ethnicity,Hispanic,0.3485356258196124,1
2016,25,82000,race-ethnicity,Other Races and Ethnicities,0.441260389529835,1
2016,25,82000,race-ethnicity,"White, Non-Hispanic",0.23353733170134638,1
2016,26,03000,all,All,0.5167684142725182,1
2016,26,03000,race-ethnicity,Black,0.19382752916864884,2
2016,26,03000,race-ethnicity,Hispanic,0.4865024958940539,2
2016,26,03000,race-ethnicity,Other Races and Ethnicities,0.4499232735158208,1
2016,26,03000,race-ethnicity,"White, Non-Hispanic",0.5923287117383093,1
2016,26,21000,all,All,0.6597562734352466,1
2016,26,21000,race-ethnicity,Black,0.42354533152909335,3
2016,26,21000,race-ethnicity,Hispanic,0.4015873015873016,3
2016,26,21000,race-ethnicity,Other Races and Ethnicities,0.6588628762541806,2
2016,26,21000,race-ethnicity,"White, Non-Hispanic",0.6700591335130134,1
2016,26,22000,all,All,0.6023278297255246,1
2016,26,22000,race-ethnicity,Black,0.5685764959169931,1
2016,26,22000,race-ethnicity,Hispanic,0.6926716230568698,1
2016,26,22000,race-ethnicity,Other Races and Ethnicities,0.6933047614069932,1
2016,26,22000,race-ethnicity,"White, Non-Hispanic",0.7703914468011727,1
2016,26,27440,all,All,0,1
2016,26,27440,race-ethnicity,Black,0,2
2016,26,27440,race-ethnicity,Hispanic,0,3
2016,26,27440,race-ethnicity,Other Races and Ethnicities,0,2
2016,26,27440,race-ethnicity,"White, Non-Hispanic",0,1
2016,26,29000,all,All,0.6248299067270343,1
2016,26,29000,race-ethnicity,Black,0.6139887687536669,1
2016,26,29000,race-ethnicity,Hispanic,0.7670661803022407,2
2016,26,29000,race-ethnicity,Other Races and Ethnicities,0.7273838630806846,2
2016,26,29000,race-ethnicity,"White, Non-Hispanic",0.6086447686666147,1
2016,26,34000,all,All,0.28830806867081554,1
2016,26,34000,race-ethnicity,Black,0.2886787240287187,1
2016,26,34000,race-ethnicity,Hispanic,0.5175499551544345,1
2016,26,34000,race-ethnicity,Other Races and Ethnicities,0.47947912776964424,1
2016,26,34000,race-ethnicity,"White, Non-Hispanic",0.1402783891311944,1
2016,26,46000,all,All,0.3435409023573959,1
2016,26,46000,race-ethnicity,Black,0.3201811288111109,1
2016,26,46000,race-ethnicity,Hispanic,0.3312536522780643,1
2016,26,46000,race-ethnicity,Other Races and Ethnicities,0.3916837451309434,1
2016,26,46000,race-ethnicity,"White, Non-Hispanic",0.3275366240632762,1
2016,26,49000,all,All,0,1
2016,26,49000,race-ethnicity,Black,0,2
2016,26,49000,race-ethnicity,Hispanic,0,3
2016,26,49000,race-ethnicity,Other Races and Ethnicities,0,3
2016,26,49000,race-ethnicity,"White, Non-Hispanic",0,1
2016,26,69035,all,All,0,1
2016,26,69035,race-ethnicity,Black,0,3
2016,26,69035,race-ethnicity,Hispanic,0,3
2016,26,69035,race-ethnicity,Other Races and Ethnicities,0,3
2016,26,69035,race-ethnicity,"White, Non-Hispanic",0,1
2016,26,74900,all,All,0,1
2016,26,74900,race-ethnicity,Black,0,1
2016,26,74900,race-ethnicity,Hispanic,0,3
2016,26,74900,race-ethnicity,Other Races and Ethnicities,0,3
2016,26,74900,race-ethnicity,"White, Non-Hispanic",0,2
2016,26,76460,all,All,0,1
2016,26,76460,race-ethnicity,Black,0,2
2016,26,76460,race-ethnicity,Hispanic,0,3
2016,26,76460,race-ethnicity,Other Races and Ethnicities,0,2
2016,26,76460,race-ethnicity,"White, Non-Hispanic",0,1
2016,26,80700,all,All,0,1
2016,26,80700,race-ethnicity,Black,0,3
2016,26,80700,race-ethnicity,Hispanic,0,3
2016,26,80700,race-ethnicity,Other Races and Ethnicities,0,2
2016,26,80700,race-ethnicity,"White, Non-Hispanic",0,1
2016,26,84000,all,All,0.15081072773380466,1
2016,26,84000,race-ethnicity,Black,0.28269810803400053,1
2016,26,84000,race-ethnicity,Hispanic,0.22540983606557377,3
2016,26,84000,race-ethnicity,Other Races and Ethnicities,0.0610485994733062,1
2016,26,84000,race-ethnicity,"White, Non-Hispanic",0.10537016264722378,1
2016,26,86000,all,All,0.16018901743436917,1
2016,26,86000,race-ethnicity,Black,0.16853614150523577,2
2016,26,86000,race-ethnicity,Hispanic,0.08058974107248827,3
2016,26,86000,race-ethnicity,Other Races and Ethnicities,0.08344549125168237,3
2016,26,86000,race-ethnicity,"White, Non-Hispanic",0.16715388055450514,1
2016,26,88940,all,All,1.4942667798940702e-4,1
2016,26,88940,race-ethnicity,Black,1.4857653548784318e-4,2
2016,26,88940,race-ethnicity,Hispanic,2.959821090218409e-4,1
2016,26,88940,race-ethnicity,Other Races and Ethnicities,3.10239760710503e-4,2
2016,26,88940,race-ethnicity,"White, Non-Hispanic",1.7243547516772396e-5,1
2016,27,06616,all,All,0,1
2016,27,06616,race-ethnicity,Black,0,2
2016,27,06616,race-ethnicity,Hispanic,0,2
2016,27,06616,race-ethnicity,Other Races and Ethnicities,0,2
2016,27,06616,race-ethnicity,"White, Non-Hispanic",0,1
2016,27,07966,all,All,0,1
2016,27,07966,race-ethnicity,Black,0,2
2016,27,07966,race-ethnicity,Hispanic,0,2
2016,27,07966,race-ethnicity,Other Races and Ethnicities,0,2
2016,27,07966,race-ethnicity,"White, Non-Hispanic",0,2
2016,27,17000,all,All,0.3537920963813816,1
2016,27,17000,race-ethnicity,Black,0.5549118091804318,2
2016,27,17000,race-ethnicity,Hispanic,0.6116819232153498,2
2016,27,17000,race-ethnicity,Other Races and Ethnicities,0.5024828331839497,1
2016,27,17000,race-ethnicity,"White, Non-Hispanic",0.30079828164710243,1
2016,27,43000,all,All,0.32173557776789175,1
2016,27,43000,race-ethnicity,Black,0.34510392676819474,1
2016,27,43000,race-ethnicity,Hispanic,0.15226056478557948,1
2016,27,43000,race-ethnicity,Other Races and Ethnicities,0.2677599975159963,1
2016,27,43000,race-ethnicity,"White, Non-Hispanic",0.351444682840439,1
2016,27,51730,all,All,0,1
2016,27,51730,race-ethnicity,Black,0,3
2016,27,51730,race-ethnicity,Hispanic,0,3
2016,27,51730,race-ethnicity,Other Races and Ethnicities,0,3
2016,27,51730,race-ethnicity,"White, Non-Hispanic",0,2
2016,27,54880,all,All,0,1
2016,27,54880,race-ethnicity,Black,0,2
2016,27,54880,race-ethnicity,Hispanic,0,2
2016,27,54880,race-ethnicity,Other Races and Ethnicities,0,2
2016,27,54880,race-ethnicity,"White, Non-Hispanic",0,1
2016,27,58000,all,All,0.23528563416392917,1
2016,27,58000,race-ethnicity,Black,0.31621415330934466,1
2016,27,58000,race-ethnicity,Hispanic,0.1923281832711774,1
2016,27,58000,race-ethnicity,Other Races and Ethnicities,0.26035453597497393,1
2016,27,58000,race-ethnicity,"White, Non-Hispanic",0.10326764779246694,1
2016,27,71428,all,All,0,2
2016,27,71428,race-ethnicity,Black,0,3
2016,27,71428,race-ethnicity,Hispanic,0,3
2016,27,71428,race-ethnicity,Other Races and Ethnicities,0,3
2016,27,71428,race-ethnicity,"White, Non-Hispanic",0,2
2016,28,36000,all,All,0.4464353751411924,1
2016,28,36000,race-ethnicity,Black,0.476636889519048,1
2016,28,36000,race-ethnicity,Hispanic,0.17748065680495104,3
2016,28,36000,race-ethnicity,Other Races and Ethnicities,0.1628547684205193,3
2016,28,36000,race-ethnicity,"White, Non-Hispanic",0.17700466176246205,1
2016,29,15670,all,All,0.5145556503519002,1
2016,29,15670,race-ethnicity,Black,0.4241497602496753,2
2016,29,15670,race-ethnicity,Hispanic,0.32091127172964246,3
2016,29,15670,race-ethnicity,Other Races and Ethnicities,0.5716098682176709,1
2016,29,15670,race-ethnicity,"White, Non-Hispanic",0.5198018482182787,1
2016,29,35000,all,All,0.1830348470219471,1
2016,29,35000,race-ethnicity,Black,0.08320066107585844,2
2016,29,35000,race-ethnicity,Hispanic,0.24161006073861635,2
2016,29,35000,race-ethnicity,Other Races and Ethnicities,0.22094329165321852,2
2016,29,35000,race-ethnicity,"White, Non-Hispanic",0.1945924465779924,1
2016,29,38000,all,All,0.22206401907083664,1
2016,29,38000,race-ethnicity,Black,0.2513348103220075,1
2016,29,38000,race-ethnicity,Hispanic,0.35672709934873614,1
2016,29,38000,race-ethnicity,Other Races and Ethnicities,0.30671474008906985,1
2016,29,38000,race-ethnicity,"White, Non-Hispanic",0.11539907998657169,1
2016,29,41348,all,All,0,1
2016,29,41348,race-ethnicity,Black,0,3
2016,29,41348,race-ethnicity,Hispanic,0,3
2016,29,41348,race-ethnicity,Other Races and Ethnicities,0,3
2016,29,41348,race-ethnicity,"White, Non-Hispanic",0,1
2016,29,54074,all,All,0,1
2016,29,54074,race-ethnicity,Black,0,3
2016,29,54074,race-ethnicity,Hispanic,0,3
2016,29,54074,race-ethnicity,Other Races and Ethnicities,0,3
2016,29,54074,race-ethnicity,"White, Non-Hispanic",0,1
2016,29,65000,all,All,0.3580741247131208,1
2016,29,65000,race-ethnicity,Black,0.42973297438882424,1
2016,29,65000,race-ethnicity,Hispanic,0.4070872947277442,2
2016,29,65000,race-ethnicity,Other Races and Ethnicities,0.2431997424754547,1
2016,29,65000,race-ethnicity,"White, Non-Hispanic",0.17268592097331067,1
2016,29,70000,all,All,0.2550260265974107,1
2016,29,70000,race-ethnicity,Black,0.3209287371257788,2
2016,29,70000,race-ethnicity,Hispanic,0.25888597986092193,2
2016,29,70000,race-ethnicity,Other Races and Ethnicities,0.3537721921017544,1
2016,29,70000,race-ethnicity,"White, Non-Hispanic",0.2378986102402466,1
2016,30,06550,all,All,0,1
2016,30,06550,race-ethnicity,Black,0,3
2016,30,06550,race-ethnicity,Hispanic,0,2
2016,30,06550,race-ethnicity,Other Races and Ethnicities,0,2
2016,30,06550,race-ethnicity,"White, Non-Hispanic",0,1
2016,31,28000,all,All,0.1612630641619746,1
2016,31,28000,race-ethnicity,Black,0.32948172612342586,1
2016,31,28000,race-ethnicity,Hispanic,0.1531439621175468,1
2016,31,28000,race-ethnicity,Other Races and Ethnicities,0.16767515022786064,1
2016,31,28000,race-ethnicity,"White, Non-Hispanic",0.14421502336360184,1
2016,31,37000,all,All,0.1559338815846995,1
2016,31,37000,race-ethnicity,Black,0.27332398574086353,1
2016,31,37000,race-ethnicity,Hispanic,0.19296785822700582,1
2016,31,37000,race-ethnicity,Other Races and Ethnicities,0.14471450947484685,1
2016,31,37000,race-ethnicity,"White, Non-Hispanic",0.06591364389069919,1
2016,32,31900,all,All,0.06445820498222275,1
2016,32,31900,race-ethnicity,Black,0.13013385323185592,2
2016,32,31900,race-ethnicity,Hispanic,0.0946821159097608,1
2016,32,31900,race-ethnicity,Other Races and Ethnicities,0.031319369245684715,1
2016,32,31900,race-ethnicity,"White, Non-Hispanic",0.04801897571487169,1
2016,32,40000,all,All,0.15109499837711507,1
2016,32,40000,race-ethnicity,Black,0.23101049913605454,1
2016,32,40000,race-ethnicity,Hispanic,0.17409386348735745,1
2016,32,40000,race-ethnicity,Other Races and Ethnicities,0.18515207140842477,1
2016,32,40000,race-ethnicity,"White, Non-Hispanic",0.07253895494131715,1
2016,32,51800,all,All,0.16095428316649052,1
2016,32,51800,race-ethnicity,Black,0.06531984427394981,1
2016,32,51800,race-ethnicity,Hispanic,0.24564314421978473,1
2016,32,51800,race-ethnicity,Other Races and Ethnicities,0.20642804424320138,1
2016,32,51800,race-ethnicity,"White, Non-Hispanic",0.07212008616299175,1
2016,32,60600,all,All,0.2112851218050734,1
2016,32,60600,race-ethnicity,Black,0.27263342463717916,2
2016,32,60600,race-ethnicity,Hispanic,0.3000863004218316,1
2016,32,60600,race-ethnicity,Other Races and Ethnicities,0.2709093027755283,1
2016,32,60600,race-ethnicity,"White, Non-Hispanic",0.1498496028159252,1
2016,32,68400,all,All,0,1
2016,32,68400,race-ethnicity,Black,0,3
2016,32,68400,race-ethnicity,Hispanic,0,2
2016,32,68400,race-ethnicity,Other Races and Ethnicities,0,2
2016,32,68400,race-ethnicity,"White, Non-Hispanic",0,1
2016,33,45140,all,All,0,1
2016,33,45140,race-ethnicity,Black,0,2
2016,33,45140,race-ethnicity,Hispanic,0,2
2016,33,45140,race-ethnicity,Other Races and Ethnicities,0,2
2016,33,45140,race-ethnicity,"White, Non-Hispanic",0,1
2016,33,50260,all,All,0,1
2016,33,50260,race-ethnicity,Black,0,3
2016,33,50260,race-ethnicity,Hispanic,0,2
2016,33,50260,race-ethnicity,Other Races and Ethnicities,0,2
2016,33,50260,race-ethnicity,"White, Non-Hispanic",0,1
2016,34,13690,all,All,0,1
2016,34,13690,race-ethnicity,Black,0,3
2016,34,13690,race-ethnicity,Hispanic,0,2
2016,34,13690,race-ethnicity,Other Races and Ethnicities,0,2
2016,34,13690,race-ethnicity,"White, Non-Hispanic",0,2
2016,34,21000,all,All,0,1
2016,34,21000,race-ethnicity,Black,0,1
2016,34,21000,race-ethnicity,Hispanic,0,1
2016,34,21000,race-ethnicity,Other Races and Ethnicities,0,1
2016,34,21000,race-ethnicity,"White, Non-Hispanic",0,1
2016,34,36000,all,All,0.048170476929505164,1
2016,34,36000,race-ethnicity,Black,0.09909856831438167,1
2016,34,36000,race-ethnicity,Hispanic,0.03995248893208077,1
2016,34,36000,race-ethnicity,Other Races and Ethnicities,0.019776587256354724,1
2016,34,36000,race-ethnicity,"White, Non-Hispanic",0,1
2016,34,51000,all,All,0.3518999654435386,1
2016,34,51000,race-ethnicity,Black,0.5007921746917408,1
2016,34,51000,race-ethnicity,Hispanic,0.18504751551706,1
2016,34,51000,race-ethnicity,Other Races and Ethnicities,0.18545176110260336,1
2016,34,51000,race-ethnicity,"White, Non-Hispanic",0.12115975422427035,1
2016,34,57000,all,All,0.24203625692242153,1
2016,34,57000,race-ethnicity,Black,0.3169416498993964,1
2016,34,57000,race-ethnicity,Hispanic,0.2496401398313798,1
2016,34,57000,race-ethnicity,Other Races and Ethnicities,0.2046175010467133,1
2016,34,57000,race-ethnicity,"White, Non-Hispanic",0.10934105720492397,1
2016,34,74000,all,All,0.32594965262113146,1
2016,34,74000,race-ethnicity,Black,0.4287831079829598,1
2016,34,74000,race-ethnicity,Hispanic,0.2109761583445794,1
2016,34,74000,race-ethnicity,Other Races and Ethnicities,0.3220810166799047,2
2016,34,74000,race-ethnicity,"White, Non-Hispanic",0.23444080486663546,2
2016,35,02000,all,All,0.14246718748522333,1
2016,35,02000,race-ethnicity,Black,0.15162644464306888,1
2016,35,02000,race-ethnicity,Hispanic,0.14394334557572372,1
2016,35,02000,race-ethnicity,Other Races and Ethnicities,0.13225328671658582,1
2016,35,02000,race-ethnicity,"White, Non-Hispanic",0.10957168597239206,1
2016,35,39380,all,All,0.1501662705069202,1
2016,35,39380,race-ethnicity,Black,0.24654386539071257,3
2016,35,39380,race-ethnicity,Hispanic,0.1265792274250534,1
2016,35,39380,race-ethnicity,Other Races and Ethnicities,0.12045184255866136,3
2016,35,39380,race-ethnicity,"White, Non-Hispanic",0.1796838554869035,1
2016,35,63460,all,All,0,1
2016,35,63460,race-ethnicity,Black,0,3
2016,35,63460,race-ethnicity,Hispanic,0,2
2016,35,63460,race-ethnicity,Other Races and Ethnicities,0,2
2016,35,63460,race-ethnicity,"White, Non-Hispanic",0,1
2016,35,70500,all,All,0,1
2016,35,70500,race-ethnicity,Black,0,3
2016,35,70500,race-ethnicity,Hispanic,0,1
2016,35,70500,race-ethnicity,Other Races and Ethnicities,0,2
2016,35,70500,race-ethnicity,"White, Non-Hispanic",0,1
2016,36,01000,all,All,0.21541224918952073,1
2016,36,01000,race-ethnicity,Black,0.27131613467424576,1
2016,36,01000,race-ethnicity,Hispanic,0.209085252022402,2
2016,36,01000,race-ethnicity,Other Races and Ethnicities,0.20004184975936387,2
2016,36,01000,race-ethnicity,"White, Non-Hispanic",0.1693968253968254,1
2016,36,11000,all,All,0.40526383033090585,1
2016,36,11000,race-ethnicity,Black,0.4154525018732828,1
2016,36,11000,race-ethnicity,Hispanic,0.5316328889573861,1
2016,36,11000,race-ethnicity,Other Races and Ethnicities,0.5442180709972346,1
2016,36,11000,race-ethnicity,"White, Non-Hispanic",0.2606606040616313,1
2016,36,50617,all,All,0,1
2016,36,50617,race-ethnicity,Black,0,2
2016,36,50617,race-ethnicity,Hispanic,0,2
2016,36,50617,race-ethnicity,Other Races and Ethnicities,0,2
2016,36,50617,race-ethnicity,"White, Non-Hispanic",0,1
2016,36,51000,all,All,0.2234827570085438,1
2016,36,51000,race-ethnicity,Black,0.2725726567205571,1
2016,36,51000,race-ethnicity,Hispanic,0.2730092203313299,1
2016,36,51000,race-ethnicity,Other Races and Ethnicities,0.23066326294608785,1
2016,36,51000,race-ethnicity,"White, Non-Hispanic",0.17295624306968696,1
2016,36,63000,all,All,0.47861417519511057,1
2016,36,63000,race-ethnicity,Black,0.5395173778055734,1
2016,36,63000,race-ethnicity,Hispanic,0.5768609638475839,1
2016,36,63000,race-ethnicity,Other Races and Ethnicities,0.5594643845521006,1
2016,36,63000,race-ethnicity,"White, Non-Hispanic",0.2372729341319587,1
2016,36,73000,all,All,0.5542659048928913,1
2016,36,73000,race-ethnicity,Black,0.6291986821233473,1
2016,36,73000,race-ethnicity,Hispanic,0.6545312194167155,1
2016,36,73000,race-ethnicity,Other Races and Ethnicities,0.6064197111611064,1
2016,36,73000,race-ethnicity,"White, Non-Hispanic",0.41421056674355805,1
2016,36,84000,all,All,0.23130471154133428,1
2016,36,84000,race-ethnicity,Black,0.3693769545345201,1
2016,36,84000,race-ethnicity,Hispanic,0.24550512445095168,1
2016,36,84000,race-ethnicity,Other Races and Ethnicities,0.249396621078037,1
2016,36,84000,race-ethnicity,"White, Non-Hispanic",0.058463726884779514,1
2016,37,02140,all,All,0.08866339614701908,1
2016,37,02140,race-ethnicity,Black,0.23026501846281136,2
2016,37,02140,race-ethnicity,Hispanic,0.008114594771047869,2
2016,37,02140,race-ethnicity,Other Races and Ethnicities,0.006726162940960936,3
2016,37,02140,race-ethnicity,"White, Non-Hispanic",0.062185506284966136,1
2016,37,10740,all,All,0,1
2016,37,10740,race-ethnicity,Black,0,2
2016,37,10740,race-ethnicity,Hispanic,0,2
2016,37,10740,race-ethnicity,Other Races and Ethnicities,0,2
2016,37,10740,race-ethnicity,"White, Non-Hispanic",0,1
2016,37,12000,all,All,0.08368299396684782,1
2016,37,12000,race-ethnicity,Black,0.11825881264845618,1
2016,37,12000,race-ethnicity,Hispanic,0.024434170584945018,1
2016,37,12000,race-ethnicity,Other Races and Ethnicities,0.05116639787673811,1
2016,37,12000,race-ethnicity,"White, Non-Hispanic",0.0655367999356148,1
2016,37,14100,all,All,0,1
2016,37,14100,race-ethnicity,Black,0,2
2016,37,14100,race-ethnicity,Hispanic,0,2
2016,37,14100,race-ethnicity,Other Races and Ethnicities,0,2
2016,37,14100,race-ethnicity,"White, Non-Hispanic",0,1
2016,37,19000,all,All,0.25884209766061184,1
2016,37,19000,race-ethnicity,Black,0.2851230306546472,1
2016,37,19000,race-ethnicity,Hispanic,0.2619548194471731,1
2016,37,19000,race-ethnicity,Other Races and Ethnicities,0.2538566660210102,1
2016,37,19000,race-ethnicity,"White, Non-Hispanic",0.1657344982286487,1
2016,37,22920,all,All,0.09806425184807793,1
2016,37,22920,race-ethnicity,Black,0.12649396522213902,1
2016,37,22920,race-ethnicity,Hispanic,0.06399159297246115,1
2016,37,22920,race-ethnicity,Other Races and Ethnicities,0.07492855817940901,1
2016,37,22920,race-ethnicity,"White, Non-Hispanic",0.05546289890190377,1
2016,37,25580,all,All,0.07289156640228082,1
2016,37,25580,race-ethnicity,Black,0.14758897164946522,1
2016,37,25580,race-ethnicity,Hispanic,0.03697432726643642,2
2016,37,25580,race-ethnicity,Other Races and Ethnicities,0.0504882960704959,2
2016,37,25580,race-ethnicity,"White, Non-Hispanic",0.010064874767885567,1
2016,37,28000,all,All,0.204162516230192,1
2016,37,28000,race-ethnicity,Black,0.2851712562471197,1
2016,37,28000,race-ethnicity,Hispanic,0.12385749533535877,1
2016,37,28000,race-ethnicity,Other Races and Ethnicities,0.08472517849922903,1
2016,37,28000,race-ethnicity,"White, Non-Hispanic",0.0929122338199706,1
2016,37,28080,all,All,0.5056581439207051,1
2016,37,28080,race-ethnicity,Black,0.48408255975316045,1
2016,37,28080,race-ethnicity,Hispanic,0.3586311459833864,2
2016,37,28080,race-ethnicity,Other Races and Ethnicities,0.2935154539778431,2
2016,37,28080,race-ethnicity,"White, Non-Hispanic",0.565784684566385,1
2016,37,31400,all,All,0.43706987006845743,1
2016,37,31400,race-ethnicity,Black,0.5328055795946574,1
2016,37,31400,race-ethnicity,Hispanic,0.42669219346041015,2
2016,37,31400,race-ethnicity,Other Races and Ethnicities,0.4270286408693171,1
2016,37,31400,race-ethnicity,"White, Non-Hispanic",0.25368460722292535,1
2016,37,55000,all,All,0.1296102543754461,1
2016,37,55000,race-ethnicity,Black,0.20923100024733304,1
2016,37,55000,race-ethnicity,Hispanic,0.0949641722241253,1
2016,37,55000,race-ethnicity,Other Races and Ethnicities,0.09044160641226735,1
2016,37,55000,race-ethnicity,"White, Non-Hispanic",0.05925446186473823,1
2016,37,74440,all,All,0.3499933407563718,1
2016,37,74440,race-ethnicity,Black,0.44874566067071797,1
2016,37,74440,race-ethnicity,Hispanic,0.4672762536482019,2
2016,37,74440,race-ethnicity,Other Races and Ethnicities,0.272587393447263,2
2016,37,74440,race-ethnicity,"White, Non-Hispanic",0.2829449373271619,1
2016,37,75000,all,All,0.29802788858743545,1
2016,37,75000,race-ethnicity,Black,0.3842439853662443,1
2016,37,75000,race-ethnicity,Hispanic,0.3062373476793492,1
2016,37,75000,race-ethnicity,Other Races and Ethnicities,0.3458314554582268,1
2016,37,75000,race-ethnicity,"White, Non-Hispanic",0.11109717281958671,1
2016,38,25700,all,All,0.08890638679478009,1
2016,38,25700,race-ethnicity,Black,0.021741013765511914,2
2016,38,25700,race-ethnicity,Hispanic,0.010976910069668453,3
2016,38,25700,race-ethnicity,Other Races and Ethnicities,0.04589808788565869,2
2016,38,25700,race-ethnicity,"White, Non-Hispanic",0.11463160928973444,1
2016,39,01000,all,All,0.2891851373425735,1
2016,39,01000,race-ethnicity,Black,0.29092500454630954,1
2016,39,01000,race-ethnicity,Hispanic,0.4644341409216918,2
2016,39,01000,race-ethnicity,Other Races and Ethnicities,0.22568900352937998,1
2016,39,01000,race-ethnicity,"White, Non-Hispanic",0.29725272397654756,1
2016,39,15000,all,All,0.49253782042698824,1
2016,39,15000,race-ethnicity,Black,0.5017463675107172,1
2016,39,15000,race-ethnicity,Hispanic,0.45836080726130696,2
2016,39,15000,race-ethnicity,Other Races and Ethnicities,0.5151257679605667,1
2016,39,15000,race-ethnicity,"White, Non-Hispanic",0.47125866146965195,1
2016,39,16000,all,All,0.5219883415560017,1
2016,39,16000,race-ethnicity,Black,0.5831485390757241,1
2016,39,16000,race-ethnicity,Hispanic,0.5082163379053262,1
2016,39,16000,race-ethnicity,Other Races and Ethnicities,0.48045088403443675,1
2016,39,16000,race-ethnicity,"White, Non-Hispanic",0.3672848605704842,1
2016,39,18000,all,All,0.2863867465276631,1
2016,39,18000,race-ethnicity,Black,0.2691406337861283,1
2016,39,18000,race-ethnicity,Hispanic,0.19724328681959552,1
2016,39,18000,race-ethnicity,Other Races and Ethnicities,0.2812871865747202,1
2016,39,18000,race-ethnicity,"White, Non-Hispanic",0.3169664570184775,1
2016,39,21000,all,All,0.5216416757069565,1
2016,39,21000,race-ethnicity,Black,0.6134482381191825,1
2016,39,21000,race-ethnicity,Hispanic,0.5143170992232583,2
2016,39,21000,race-ethnicity,Other Races and Ethnicities,0.517947045651365,2
2016,39,21000,race-ethnicity,"White, Non-Hispanic",0.4105746199087954,1
2016,39,61000,all,All,0,1
2016,39,61000,race-ethnicity,Black,0,3
2016,39,61000,race-ethnicity,Hispanic,0,3
2016,39,61000,race-ethnicity,Other Races and Ethnicities,0,3
2016,39,61000,race-ethnicity,"White, Non-Hispanic",0,1
2016,39,77000,all,All,0.42455916063003313,1
2016,39,77000,race-ethnicity,Black,0.5534866622415261,1
2016,39,77000,race-ethnicity,Hispanic,0.47744238893151464,1
2016,39,77000,race-ethnicity,Other Races and Ethnicities,0.4378691728128539,1
2016,39,77000,race-ethnicity,"White, Non-Hispanic",0.29613819808250197,1
2016,40,09050,all,All,0,1
2016,40,09050,race-ethnicity,Black,0,3
2016,40,09050,race-ethnicity,Hispanic,0,2
2016,40,09050,race-ethnicity,Other Races and Ethnicities,0,1
2016,40,09050,race-ethnicity,"White, Non-Hispanic",0,1
2016,40,23200,all,All,0.04714949760642384,1
2016,40,23200,race-ethnicity,Black,0.05982038798463292,2
2016,40,23200,race-ethnicity,Hispanic,0.07688297596328343,2
2016,40,23200,race-ethnicity,Other Races and Ethnicities,0.06668404726513973,2
2016,40,23200,race-ethnicity,"White, Non-Hispanic",0.0371997053783334,1
2016,40,41850,all,All,0.18884982372407508,1
2016,40,41850,race-ethnicity,Black,0.2179060009704109,2
2016,40,41850,race-ethnicity,Hispanic,0.2759954618460488,2
2016,40,41850,race-ethnicity,Other Races and Ethnicities,0.1980254538483241,1
2016,40,41850,race-ethnicity,"White, Non-Hispanic",0.13908416832275128,1
2016,40,52500,all,All,0.0750199954297472,1
2016,40,52500,race-ethnicity,Black,0.12261583533387364,2
2016,40,52500,race-ethnicity,Hispanic,0.07931211045341734,2
2016,40,52500,race-ethnicity,Other Races and Ethnicities,0.06319532519004195,1
2016,40,52500,race-ethnicity,"White, Non-Hispanic",0.07571315412560675,1
2016,40,55000,all,All,0.24765828491919992,1
2016,40,55000,race-ethnicity,Black,0.3333181416380265,1
2016,40,55000,race-ethnicity,Hispanic,0.27408005926278173,1
2016,40,55000,race-ethnicity,Other Races and Ethnicities,0.19497082614501943,1
2016,40,55000,race-ethnicity,"White, Non-Hispanic",0.17693332501144196,1
2016,40,75000,all,All,0.1973075087783544,1
2016,40,75000,race-ethnicity,Black,0.278256839451403,1
2016,40,75000,race-ethnicity,Hispanic,0.19534649981690985,1
2016,40,75000,race-ethnicity,Other Races and Ethnicities,0.23204214587801045,1
2016,40,75000,race-ethnicity,"White, Non-Hispanic",0.13926889902791995,1
2016,41,05350,all,All,0,1
2016,41,05350,race-ethnicity,Black,0,3
2016,41,05350,race-ethnicity,Hispanic,0,2
2016,41,05350,race-ethnicity,Other Races and Ethnicities,0,2
2016,41,05350,race-ethnicity,"White, Non-Hispanic",0,1
2016,41,05800,all,All,0,1
2016,41,05800,race-ethnicity,Black,0,3
2016,41,05800,race-ethnicity,Hispanic,0,3
2016,41,05800,race-ethnicity,Other Races and Ethnicities,0,3
2016,41,05800,race-ethnicity,"White, Non-Hispanic",0,1
2016,41,23850,all,All,0.3264733184941188,1
2016,41,23850,race-ethnicity,Black,0.2788424401122352,2
2016,41,23850,race-ethnicity,Hispanic,0.2340135385544585,2
