year,state,county,famstruc_2par_married,famstruc_2par_married_ub,famstruc_2par_married_lb,famstruc_2par_unmarried,famstruc_2par_unmarried_ub,famstruc_2par_unmarried_lb,famstruc_1par_plusadults,famstruc_1par_plusadults_ub,famstruc_1par_plusadults_lb,famstruc_1par_noadults,famstruc_1par_noadults_ub,famstruc_1par_noadults_lb,famstruc_0par_2adults,famstruc_0par_2adults_ub,famstruc_0par_2adults_lb,famstruc_0par_other,famstruc_0par_other_ub,famstruc_0par_other_lb,famstruc_quality
2021,01,065,0.3158481668,0.3821217721,0.2495745615,0.0381109835,0.0654078459,0.0108141211,0.0211514044,0.0416655075,0.0006373013,0.5190170454,0.5902499778,0.4477841131,0.0002691997,0.0026080586,0,0.1056032002,0.1494188066,0.0617875937,2
2021,01,067,0.5156361242,0.548341368,0.4829308804,0.1061246731,0.1262807733,0.085968573,0.0641771597,0.0802150381,0.0481392813,0.2595135441,0.288201422,0.2308256662,0.0043747627,0.008693781,0.0000557444,0.0501737361,0.064460049,0.0358874232,2
2021,01,069,0.5156361139,0.5483413577,0.4829308702,0.1061246666,0.1262807662,0.085968567,0.0641771704,0.08021505,0.0481392907,0.2595135509,0.2882014291,0.2308256728,0.0043747651,0.0086937846,0.0000557456,0.0501737331,0.0644600455,0.0358874206,2
2021,01,071,0.5103723772,0.5677101979,0.4530345566,0.0615310906,0.0890937995,0.0339683818,0.0434073755,0.0667801314,0.0200346196,0.3453731922,0.3999120265,0.2908343579,0,0,0,0.0393159645,0.0616074699,0.017024459,2
2021,01,073,0.5079970736,0.5388143989,0.4771797484,0.0539487128,0.0678747765,0.0400226491,0.0357408645,0.0471843916,0.0242973375,0.351417147,0.3808460924,0.3219882016,0.0084196319,0.0140519997,0.0027872641,0.0424765701,0.0549082528,0.0300448873,1
2021,01,075,0.6775856604,0.736597184,0.6185741368,0.033351838,0.0560213229,0.0106823532,0.0287912466,0.0499034752,0.0076790181,0.1930520326,0.2428839393,0.1432201258,0.0051951138,0.0142715224,0,0.0620241086,0.0924766578,0.0315715594,2
2021,01,077,0.5677659084,0.6196657717,0.5158660451,0.1067162654,0.1390631211,0.0743694097,0.0243577994,0.0405083139,0.0082072849,0.18671035,0.2275356015,0.1458850986,0.0121173313,0.0235798015,0.000654861,0.1023323455,0.134085458,0.070579233,2
2021,01,079,0.7671734754,0.8185461781,0.7158007727,0.0330799295,0.0548193004,0.0113405586,0.0307387233,0.0517200401,0.0097574065,0.1194568339,0.1588798841,0.0800337837,0.0036633069,0.0110069086,0,0.0458877309,0.0713218927,0.0204535691,2
2021,01,081,0.6522072632,0.7177253372,0.5866891893,0.0577935303,0.0898946888,0.0256923718,0.0285925887,0.0515189692,0.0056662081,0.212156479,0.2683978871,0.1559150708,0.0047610231,0.0142304105,0,0.0444891158,0.0728521545,0.016126077,1
2021,01,083,0.754329505,0.8087932498,0.6998657603,0.025747123,0.0457849514,0.0057092946,0.0067651886,0.0171360867,0,0.1743623468,0.2223656971,0.1263589966,0,0,0,0.0387958366,0.063227376,0.0143642971,2
2021,01,085,0.5682735403,0.6235911956,0.512955885,0.0645682075,0.092015287,0.0371211279,0.0199574479,0.0355765362,0.0043383595,0.2558759401,0.3046083751,0.2071435051,0.0171692702,0.0316768843,0.0026616561,0.0741555941,0.1034187847,0.0448924035,2
2021,01,087,0.4462593288,0.511070328,0.3814483296,0.0059837633,0.0160388494,0,0.0458323925,0.0730970754,0.0185677097,0.4730407305,0.5381345334,0.4079469277,0,0,0,0.0288837848,0.0507193534,0.0070482162,2
2021,01,089,0.638366336,0.6670354824,0.6096971895,0.0469553426,0.0595778166,0.0343328687,0.0351824393,0.0461758112,0.0241890673,0.2432878664,0.2688896913,0.2176860415,0.0027518692,0.0058776668,0,0.0334561465,0.0441860073,0.0227262857,1
2021,01,091,0.315848181,0.3821217871,0.2495745749,0.0381109886,0.0654078528,0.0108141245,0.0211514084,0.0416655134,0.0006373034,0.5190170139,0.5902499464,0.4477840814,0.0002691996,0.0026080578,0,0.1056032085,0.1494188164,0.0617876005,2
2021,01,093,0.6485319396,0.6870239814,0.6100398979,0.0527610084,0.0707849038,0.034737113,0.0276183428,0.040830676,0.0144060096,0.1913742758,0.2230902377,0.1596583139,0.0070264437,0.0137608444,0.0002920429,0.0726879897,0.0936197909,0.0517561884,2
2021,01,095,0.7216728084,0.7644338067,0.6789118102,0.0343681027,0.0517494496,0.0169867559,0.0108349815,0.0207125104,0.0009574526,0.1811276523,0.217872828,0.1443824767,0.0014905263,0.0051713564,0,0.0505059287,0.0713997153,0.029612142,1
2021,01,097,0.454628866,0.4927045719,0.4165531601,0.1174948454,0.1421178711,0.0928718196,0.050742268,0.0675245261,0.0339600099,0.2926597938,0.3274509683,0.2578686193,0.0018556701,0.0051466137,0,0.0826185567,0.1036702563,0.0615668571,1
2021,01,099,0.4303463367,0.4889730155,0.3717196578,0.0515996283,0.0777935143,0.0254057422,0.0310218913,0.0515510858,0.0104926968,0.4285603248,0.487156864,0.3699637857,0.0022907274,0.007951419,0,0.0561810915,0.0834470151,0.028915168,2
2021,01,101,0.374399122,0.4110458121,0.3377524319,0.1009458994,0.1237575087,0.0781342901,0.0139918031,0.0228857754,0.0050978307,0.448071138,0.4857270966,0.4104151794,0.0022198689,0.0057835576,0,0.0603721686,0.0784071207,0.0423372165,1
2021,01,103,0.7671734804,0.8185461827,0.7158007781,0.0330799246,0.0548192939,0.0113405552,0.03073872,0.0517200358,0.0097574043,0.1194568329,0.158879883,0.0800337829,0.0036633061,0.0110069069,0,0.045887736,0.0713218991,0.0204535729,1
2021,01,105,0.315848181,0.3821217871,0.2495745749,0.0381109886,0.0654078528,0.0108141245,0.0211514084,0.0416655134,0.0006373034,0.5190170139,0.5902499464,0.4477840814,0.0002691996,0.0026080578,0,0.1056032085,0.1494188164,0.0617876005,2
2021,01,107,0.7100716341,0.7675962274,0.6525470408,0.0035981712,0.0111894562,0,0.0249278744,0.0446938436,0.0051619051,0.1935557106,0.2436452803,0.1434661409,0,0,0,0.0678466097,0.0997300289,0.0359631906,2
2021,01,109,0.4462593256,0.5110703248,0.3814483265,0.0059837633,0.0160388494,0,0.0458323854,0.0730970662,0.0185677045,0.473040741,0.5381345439,0.4079469381,0,0,0,0.0288837847,0.0507193533,0.0070482162,2
2021,01,111,0.4847873159,0.5457712049,0.423803427,0.0466622474,0.0723989225,0.0209255723,0.0392216001,0.0629091688,0.0155340313,0.3099168529,0.3663480841,0.2534856217,0.0079226397,0.0187408132,0,0.111489344,0.1498949144,0.0730837737,2
2021,01,113,0.4462593711,0.5110703709,0.3814483713,0.0059837628,0.0160388485,0,0.0458323918,0.0730970745,0.0185677091,0.4730406881,0.5381344906,0.4079468855,0,0,0,0.0288837863,0.0507193554,0.0070482171,2
2021,01,115,0.5773358298,0.6359343596,0.5187372999,0.0855009919,0.1186714862,0.0523304975,0.0930246061,0.1274811266,0.0585680855,0.1748221126,0.2198774992,0.129766726,0.0140557573,0.0280203429,0.0000911718,0.0552607024,0.0823650487,0.028156356,2
2021,01,117,0.7070371082,0.7471312464,0.6669429701,0.0544510671,0.0744404172,0.034461717,0.0424726014,0.0602383498,0.024706853,0.1731397808,0.2064722858,0.1398072758,0,0,0,0.0228994424,0.0360770192,0.0097218656,1
2021,01,119,0.3158481543,0.3821217589,0.2495745497,0.0381109937,0.0654078596,0.0108141278,0.02115141,0.0416655158,0.0006373042,0.5190170402,0.5902499725,0.4477841078,0.0002691997,0.0026080584,0,0.1056032021,0.1494188089,0.0617875953,2
2021,01,121,0.4847873126,0.5457712016,0.4238034237,0.0466622452,0.0723989197,0.0209255707,0.0392215943,0.0629091614,0.0155340273,0.3099168704,0.3663481025,0.2534856383,0.0079226372,0.018740809,0,0.1114893402,0.14989491,0.0730837705,2
2021,01,123,0.5103204356,0.578256733,0.4423841382,0.2305089961,0.2877451071,0.1732728852,0.0088949714,0.0216551432,0,0.1908617539,0.2442683899,0.1374551178,0.0144068151,0.0306009309,0,0.0450070279,0.0731820756,0.0168319803,2
2021,01,125,0.5743807707,0.6242256717,0.5245358697,0.0305935508,0.0479546839,0.0132324177,0.0324920027,0.0503661648,0.0146178405,0.3131983848,0.3599541945,0.2664425751,0,0,0,0.0493352911,0.0711677526,0.0275028295,1
2021,01,127,0.6775856855,0.7365972079,0.6185741631,0.0333518371,0.0560213216,0.0106823525,0.0287912435,0.049903471,0.0076790161,0.1930520092,0.2428839137,0.1432201047,0.0051951151,0.0142715247,0,0.0620241097,0.0924766592,0.0315715602,2
2021,01,129,0.4303463023,0.4889729806,0.371719624,0.0515996324,0.0777935195,0.0254057454,0.0310219023,0.0515511002,0.0104927043,0.428560348,0.4871568876,0.3699638085,0.0022907285,0.0079514215,0,0.0561810864,0.0834470088,0.028915164,2
2021,01,131,0.4303463263,0.488973005,0.3717196477,0.0515996315,0.0777935184,0.0254057447,0.0310218981,0.0515510948,0.0104927015,0.4285603316,0.4871568709,0.3699637923,0.0022907288,0.0079514222,0,0.0561810836,0.0834470054,0.0289151619,2
2021,01,133,0.7380661069,0.7882412412,0.6878909726,0.0598175853,0.0868799389,0.0327552317,0.0300864648,0.0495802939,0.0105926358,0.1234255849,0.1609610719,0.0858900978,0.0210447371,0.0374241466,0.0046653277,0.027559521,0.0462410496,0.0088779923,2
2021,02,013,0.5295445614,0.5712588873,0.4878302356,0.102538937,0.1278917959,0.0771860781,0.0828752817,0.1059162876,0.0598342759,0.2203899943,0.2550325055,0.1857474831,0.0057584074,0.0120821166,0,0.0588928181,0.0785683027,0.0392173334,2
2021,02,016,0.5295445771,0.5712589029,0.4878302513,0.1025389318,0.1278917901,0.0771860734,0.0828752785,0.105916284,0.0598342731,0.2203899909,0.2550325018,0.1857474799,0.005758409,0.0120821189,0,0.0588928128,0.0785682966,0.0392173289,2
2021,02,020,0.6569442909,0.7100490546,0.6038395272,0.1063335912,0.1408169723,0.0718502102,0.1153006521,0.1510279869,0.0795733174,0.1107687631,0.1458765046,0.0756610216,0,0,0,0.0106527026,0.0221366493,0,1
2021,02,050,0.529544564,0.5712588899,0.4878302382,0.1025389438,0.1278918035,0.0771860841,0.0828752775,0.1059162829,0.0598342722,0.220389994,0.2550325051,0.1857474828,0.0057584095,0.0120821198,0,0.0588928111,0.0785682947,0.0392173276,2
2021,02,060,0.5295445511,0.571258877,0.4878302252,0.102538937,0.1278917959,0.0771860781,0.0828752803,0.105916286,0.0598342746,0.2203900104,0.2550325225,0.1857474983,0.0057584084,0.012082118,0,0.0588928128,0.0785682966,0.039217329,2
2021,02,068,0.7012563369,0.7625812491,0.6399314247,0.0337520993,0.0579481152,0.0095560834,0.0199197029,0.0386403753,0.0011990306,0.1355782855,0.1814459986,0.0897105724,0,0,0,0.1094935754,0.1513307196,0.0676564312,2
2021,02,070,0.5295445691,0.5712588949,0.4878302433,0.1025389355,0.1278917943,0.0771860768,0.0828752787,0.1059162842,0.0598342732,0.2203899986,0.25503251,0.1857474872,0.0057584092,0.0120821193,0,0.0588928089,0.0785682921,0.0392173257,2
2021,02,090,0.7012563332,0.7625812456,0.6399314208,0.0337521085,0.0579481276,0.0095560894,0.0199196973,0.038640367,0.0011990275,0.1355782911,0.1814460051,0.0897105772,0,0,0,0.1094935698,0.1513307131,0.0676564266,2
2021,02,100,0.701256319,0.7625812322,0.6399314057,0.0337521042,0.0579481219,0.0095560866,0.0199197024,0.0386403746,0.0011990303,0.1355782955,0.18144601,0.089710581,0,0,0,0.1094935788,0.1513307236,0.067656434,2
2021,02,105,0.5295445591,0.571258885,0.4878302333,0.1025389312,0.1278917895,0.0771860729,0.0828752825,0.1059162885,0.0598342765,0.220390007,0.2550325189,0.1857474952,0.0057584086,0.0120821183,0,0.0588928115,0.0785682951,0.0392173279,2
2021,02,110,0.7012563078,0.7625812217,0.6399313939,0.0337521066,0.057948125,0.0095560881,0.0199197021,0.0386403741,0.0011990301,0.1355783009,0.1814460162,0.0897105856,0,0,0,0.1094935826,0.151330728,0.0676564372,2
2021,02,122,0.6816066861,0.7275483176,0.6356650546,0.0410454773,0.0606108977,0.0214800569,0.0123207641,0.0231996471,0.0014418811,0.1708289792,0.2079449098,0.1337130486,0.0056737252,0.0130809604,0,0.0885243681,0.1165374875,0.0605112487,2
2021,02,130,0.7012562938,0.7625812085,0.639931379,0.0337521037,0.0579481211,0.0095560862,0.0199197024,0.0386403745,0.0011990303,0.1355782943,0.1814460087,0.0897105799,0,0,0,0.1094936059,0.1513307552,0.0676564566,2
2021,02,150,0.5295445615,0.5712588873,0.4878302356,0.1025389395,0.1278917987,0.0771860803,0.08287527,0.1059162745,0.0598342656,0.2203900064,0.2550325183,0.1857474946,0.0057584083,0.0120821179,0,0.0588928143,0.0785682983,0.0392173302,2
2021,02,158,0.5295445669,0.5712588927,0.4878302411,0.1025389362,0.127891795,0.0771860773,0.0828752797,0.1059162853,0.0598342741,0.2203899952,0.2550325065,0.185747484,0.0057584085,0.0120821182,0,0.0588928135,0.0785682975,0.0392173296,2
2021,02,164,0.5295445786,0.5712589044,0.4878302529,0.1025389326,0.127891791,0.0771860742,0.0828752723,0.105916277,0.0598342677,0.2203899962,0.2550325075,0.185747485,0.0057584085,0.0120821182,0,0.0588928117,0.0785682954,0.0392173281,2
2021,02,170,0.6816066925,0.7275483237,0.6356650612,0.041045486,0.0606109084,0.0214800636,0.012320767,0.0231996513,0.0014418827,0.170828978,0.2079449085,0.1337130475,0.0056737255,0.0130809609,0,0.0885243511,0.1165374681,0.0605112341,2
2021,02,180,0.5295445569,0.5712588828,0.487830231,0.1025389335,0.127891792,0.077186075,0.0828752838,0.1059162899,0.0598342776,0.2203900005,0.255032512,0.1857474889,0.0057584091,0.0120821191,0,0.0588928163,0.0785683006,0.0392173319,2
2021,02,185,0.5295445705,0.5712588963,0.4878302447,0.1025389389,0.127891798,0.0771860798,0.0828752721,0.1059162767,0.0598342674,0.2203900009,0.2550325125,0.1857474894,0.0057584084,0.0120821181,0,0.0588928092,0.0785682924,0.0392173259,2
2021,02,188,0.5295445531,0.571258879,0.4878302272,0.1025389291,0.1278917872,0.0771860711,0.0828752803,0.105916286,0.0598342746,0.2203900046,0.2550325164,0.1857474929,0.0057584098,0.0120821202,0,0.0588928231,0.0785683085,0.0392173377,2
2021,02,195,0.529544566,0.5712588918,0.4878302402,0.1025389384,0.1278917975,0.0771860793,0.0828752808,0.1059162866,0.059834275,0.2203899921,0.2550325032,0.1857474811,0.00575841,0.0120821206,0,0.0588928127,0.0785682965,0.0392173289,2
2021,02,198,0.5295445771,0.5712589029,0.4878302513,0.1025389318,0.1278917901,0.0771860734,0.0828752785,0.105916284,0.0598342731,0.2203899909,0.2550325018,0.1857474799,0.005758409,0.0120821189,0,0.0588928128,0.0785682966,0.0392173289,2
2021,02,220,0.5295445632,0.571258889,0.4878302373,0.1025389404,0.1278917997,0.0771860811,0.0828752739,0.1059162788,0.059834269,0.2203900011,0.2550325127,0.1857474896,0.0057584087,0.0120821186,0,0.0588928127,0.0785682965,0.0392173289,2
2021,02,230,0.701256314,0.7625812275,0.6399314004,0.0337521119,0.0579481322,0.0095560917,0.0199196992,0.0386403698,0.0011990286,0.1355782892,0.1814460029,0.0897105756,0,0,0,0.1094935856,0.1513307316,0.0676564397,2
2021,02,240,0.7012563228,0.7625812358,0.6399314098,0.0337521053,0.0579481232,0.0095560873,0.0199197001,0.0386403712,0.0011990291,0.1355782962,0.1814460109,0.0897105816,0,0,0,0.1094935756,0.1513307198,0.0676564314,2
2021,02,261,0.7012563154,0.7625812288,0.6399314019,0.0337521128,0.0579481333,0.0095560922,0.0199196951,0.0386403639,0.0011990264,0.1355782923,0.1814460064,0.0897105782,0,0,0,0.1094935844,0.1513307301,0.0676564387,2
2021,02,275,0.5295445691,0.5712588949,0.4878302433,0.1025389355,0.1278917943,0.0771860768,0.0828752787,0.1059162842,0.0598342732,0.2203899986,0.25503251,0.1857474872,0.0057584092,0.0120821193,0,0.0588928089,0.0785682921,0.0392173257,2
2021,02,282,0.5295445601,0.571258886,0.4878302343,0.1025389358,0.1278917945,0.077186077,0.0828752715,0.1059162761,0.0598342669,0.2203900075,0.2550325194,0.1857474956,0.0057584086,0.0120821183,0,0.0588928166,0.078568301,0.0392173322,2
2021,02,290,0.5295445771,0.5712589029,0.4878302513,0.1025389318,0.1278917901,0.0771860734,0.0828752785,0.105916284,0.0598342731,0.2203899909,0.2550325018,0.1857474799,0.005758409,0.0120821189,0,0.0588928128,0.0785682966,0.0392173289,2
2021,04,001,0.4828008825,0.5226199697,0.4429817954,0.0854750264,0.1077540314,0.0631960215,0.0634296383,0.0828516722,0.0440076045,0.273705169,0.3092336272,0.2381767109,0.011103659,0.0194536658,0.0027536522,0.0834856247,0.1055277707,0.0614434786,2
2021,04,003,0.5245694773,0.5751828536,0.4739561011,0.0517616723,0.0742151271,0.0293082175,0.1037955262,0.1347065323,0.07288452,0.2620249439,0.3065918442,0.2174580435,0,0,0,0.0578483803,0.0815090086,0.0341877521,2
2021,04,005,0.6344724074,0.6849978133,0.5839470015,0.07438305,0.1019124026,0.0468536974,0.0539634891,0.0776688908,0.0302580875,0.1495340151,0.1869486774,0.1121193529,0.0055499319,0.0133442599,0,0.0820971064,0.1108979794,0.0532962333,1
2021,04,007,0.5514315389,0.6180676054,0.4847954724,0.140240199,0.1867638738,0.0937165241,0.0890697117,0.1272339658,0.0509054575,0.1226612247,0.1666140195,0.07870843,0.0254111903,0.0464961317,0.0043262488,0.0711861354,0.1056378815,0.0367343894,2
2021,04,009,0.551431575,0.6180676411,0.484795509,0.1402402053,0.186763881,0.0937165295,0.0890696951,0.127233946,0.0509054441,0.1226612075,0.1666139996,0.0787084154,0.0254111832,0.0464961217,0.0043262446,0.0711861339,0.1056378797,0.0367343882,2
2021,04,011,0.5514315507,0.6180676171,0.4847954844,0.1402401925,0.1867638665,0.0937165185,0.089069705,0.1272339579,0.0509054522,0.1226612205,0.1666140146,0.0787084264,0.0254111907,0.0464961324,0.0043262491,0.0711861405,0.1056378877,0.0367343933,2
2021,04,012,0.4998561197,0.5549854246,0.4447268148,0.095451085,0.1278491441,0.0630530259,0.0127913354,0.0251814394,0.0004012314,0.3374663445,0.3896016275,0.2853310614,0,0,0,0.0544351154,0.0794499579,0.029420273,2
2021,04,013,0.631478128,0.6414949051,0.6214613509,0.0959683893,0.1020844689,0.0898523096,0.0416810463,0.0458309839,0.0375311088,0.1992665392,0.2075608136,0.1909722649,0.003076929,0.0042269527,0.0019269054,0.0285289681,0.0319857755,0.0250721607,1
2021,04,015,0.4998561322,0.5549854371,0.4447268274,0.0954511011,0.1278491626,0.0630530395,0.0127913373,0.0251814423,0.0004012324,0.3374663152,0.3896015972,0.2853310333,0,0,0,0.0544351141,0.0794499563,0.029420272,1
2021,04,017,0.4828009048,0.522619992,0.4429818177,0.0854750293,0.1077540346,0.0631960239,0.0634296395,0.0828516736,0.0440076055,0.2737051505,0.3092336079,0.2381766931,0.0111036577,0.019453664,0.0027536515,0.0834856181,0.1055277634,0.0614434729,2
